direction,stock_id,name,family
新進來,00947,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00948B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00949,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00950B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00951,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00952,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00953B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00954,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00955,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00956,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00957B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00958B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00959B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00960,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00961,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00962,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00963,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00964,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00965,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00966B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00967B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00968B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00969B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00970B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00971,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00972,,ETF／受益憑證（代號 00xx／00xxx）
新進來,009800,,六位數代號（權證／ETN 等）
新進來,009801,,六位數代號（權證／ETN 等）
新進來,009802,,六位數代號（權證／ETN 等）
新進來,009803,,六位數代號（權證／ETN 等）
新進來,009804,,六位數代號（權證／ETN 等）
新進來,009805,,六位數代號（權證／ETN 等）
新進來,009806,,六位數代號（權證／ETN 等）
新進來,009807,,六位數代號（權證／ETN 等）
新進來,009808,,六位數代號（權證／ETN 等）
新進來,009809,,六位數代號（權證／ETN 等）
新進來,00980A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00980B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00980D,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00980T,,ETF／受益憑證（代號 00xx／00xxx）
新進來,009810,,六位數代號（權證／ETN 等）
新進來,009811,,六位數代號（權證／ETN 等）
新進來,009812,,六位數代號（權證／ETN 等）
新進來,009813,,六位數代號（權證／ETN 等）
新進來,009814,,六位數代號（權證／ETN 等）
新進來,009815,,六位數代號（權證／ETN 等）
新進來,009816,,六位數代號（權證／ETN 等）
新進來,009817,,六位數代號（權證／ETN 等）
新進來,00981A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00981B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00981D,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00981T,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00982A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00982B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00982D,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00982T,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00983A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00983B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00983D,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00984A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00984B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00984D,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00985A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00985B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00986A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00986B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00987A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00987B,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00988A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00989A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00990A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00991A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00992A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00993A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00994A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,00995A,,ETF／受益憑證（代號 00xx／00xxx）
新進來,01001T,,⛔ 不在 universe（來源不明）
新進來,01002T,,⛔ 不在 universe（來源不明）
新進來,01003T,,⛔ 不在 universe（來源不明）
新進來,01004T,,⛔ 不在 universe（來源不明）
新進來,01007T,,⛔ 不在 universe（來源不明）
新進來,01009T,,⛔ 不在 universe（來源不明）
新進來,01010T,,⛔ 不在 universe（來源不明）
新進來,020000,,六位數代號（權證／ETN 等）
新進來,020001,,六位數代號（權證／ETN 等）
新進來,020002,,六位數代號（權證／ETN 等）
新進來,020003,,六位數代號（權證／ETN 等）
新進來,020004,,六位數代號（權證／ETN 等）
新進來,020005,,六位數代號（權證／ETN 等）
新進來,020006,,六位數代號（權證／ETN 等）
新進來,020007,,六位數代號（權證／ETN 等）
新進來,020008,,六位數代號（權證／ETN 等）
新進來,020009,,六位數代號（權證／ETN 等）
新進來,020010,,六位數代號（權證／ETN 等）
新進來,020011,,六位數代號（權證／ETN 等）
新進來,020012,,六位數代號（權證／ETN 等）
新進來,020013,,六位數代號（權證／ETN 等）
新進來,020014,,六位數代號（權證／ETN 等）
新進來,020015,,六位數代號（權證／ETN 等）
新進來,020016,,六位數代號（權證／ETN 等）
新進來,020017,,六位數代號（權證／ETN 等）
新進來,020018,,六位數代號（權證／ETN 等）
新進來,020019,,六位數代號（權證／ETN 等）
新進來,02001B,,⛔ 不在 universe（來源不明）
新進來,02001L,,⛔ 不在 universe（來源不明）
新進來,02001R,,⛔ 不在 universe（來源不明）
新進來,02001S,,⛔ 不在 universe（來源不明）
新進來,020020,,六位數代號（權證／ETN 等）
新進來,020021,,六位數代號（權證／ETN 等）
新進來,020022,,六位數代號（權證／ETN 等）
新進來,020023,,六位數代號（權證／ETN 等）
新進來,020024,,六位數代號（權證／ETN 等）
新進來,020025,,六位數代號（權證／ETN 等）
新進來,020026,,六位數代號（權證／ETN 等）
新進來,020027,,六位數代號（權證／ETN 等）
新進來,020028,,六位數代號（權證／ETN 等）
新進來,020029,,六位數代號（權證／ETN 等）
新進來,02002L,,⛔ 不在 universe（來源不明）
新進來,020030,,六位數代號（權證／ETN 等）
新進來,020031,,六位數代號（權證／ETN 等）
新進來,020032,,六位數代號（權證／ETN 等）
新進來,020033,,六位數代號（權證／ETN 等）
新進來,020034,,六位數代號（權證／ETN 等）
新進來,020035,,六位數代號（權證／ETN 等）
新進來,020036,,六位數代號（權證／ETN 等）
新進來,020037,,六位數代號（權證／ETN 等）
新進來,020038,,六位數代號（權證／ETN 等）
新進來,020039,,六位數代號（權證／ETN 等）
新進來,02003L,,⛔ 不在 universe（來源不明）
新進來,020040,,六位數代號（權證／ETN 等）
新進來,020041,,六位數代號（權證／ETN 等）
新進來,1101B,,⛔ 不在 universe（來源不明）
新進來,1110,東泥,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1203,味王,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1213,大飲,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1233,天仁,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1234,黑松,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1235,興泰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1240,茂生農經,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1259,安心,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1264,德麥,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1294,漢田生技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1295,生合,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1312A,,⛔ 不在 universe（來源不明）
新進來,1333,恩得利,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1341,富林-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1410,南染,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1413,宏洲,在 panel 內但【沒過閘門】（liq／bars／inst）
