r,eq_sha,buys,days_sig,days_over,days_over_frac,days_full,days_act,days_act_frac,elim_by_lottery,elim_by_full,K0_tie_frac,K0_cut_tie_frac,K0_direct_diff,K0_direct_frac,K0_path_diff,K0_path_frac,K0_buys,K0_first_div_idx,K0_first_div_frac,K0_first_div_t,K0_mean_key_lottery,K0_mean_key_ranked,K1_tie_frac,K1_cut_tie_frac,K1_direct_diff,K1_direct_frac,K1_path_diff,K1_path_frac,K1_buys,K1_first_div_idx,K1_first_div_frac,K1_first_div_t,K1_mean_key_lottery,K1_mean_key_ranked,K2_tie_frac,K2_cut_tie_frac,K2_direct_diff,K2_direct_frac,K2_path_diff,K2_path_frac,K2_buys,K2_first_div_idx,K2_first_div_frac,K2_first_div_t,K2_mean_key_lottery,K2_mean_key_ranked,K3_tie_frac,K3_cut_tie_frac,K3_direct_diff,K3_direct_frac,K3_path_diff,K3_path_frac,K3_buys,K3_first_div_idx,K3_first_div_frac,K3_first_div_t,K3_mean_key_lottery,K3_mean_key_ranked,K4_tie_frac,K4_cut_tie_frac,K4_direct_diff,K4_direct_frac,K4_path_diff,K4_path_frac,K4_buys,K4_first_div_idx,K4_first_div_frac,K4_first_div_t,K4_mean_key_lottery,K4_mean_key_ranked
22,cdcc39ff96d1f3b5,163,977,814,0.8331627430910952,771,43,0.044012282497441144,88,1599,0.2247191011235955,0.10344827586206896,20,0.12269938650306748,21,0.12883435582822086,163,8,0.049079754601226995,549,4.705521472392638,5.306748466257669,0.8764044943820225,0.8275862068965517,6,0.03680981595092025,11,0.06748466257668712,163,77,0.4723926380368098,1537,3.128834355828221,3.1717791411042944,0.0,0.0,15,0.09202453987730061,17,0.10429447852760736,163,20,0.12269938650306748,765,0.12887281670535203,0.14555950120960787,0.0,0.0,20,0.12269938650306748,22,0.13496932515337423,163,8,0.049079754601226995,549,4.383916225194524,5.241497152845027,0.0,0.0,18,0.11042944785276074,21,0.12883435582822086,163,8,0.049079754601226995,549,0.24438714508190645,0.2731897201444821
23,4316ae5cb8551769,163,977,818,0.8372569089048106,775,43,0.044012282497441144,89,1600,0.2247191011235955,0.10344827586206896,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,4.730061349693251,5.306748466257669,0.8764044943820225,0.8275862068965517,7,0.04294478527607362,9,0.05521472392638037,163,29,0.17791411042944785,797,3.1226993865030677,3.1717791411042944,0.0,0.0,20,0.12269938650306748,23,0.1411042944785276,163,15,0.09202453987730061,657,0.12851338517082345,0.14555950120960787,0.0,0.0,16,0.09815950920245399,18,0.11042944785276074,163,8,0.049079754601226995,549,4.9246873028652915,5.241497152845027,0.0,0.0,24,0.147239263803681,26,0.15950920245398773,163,8,0.049079754601226995,549,0.23949050558216095,0.2731897201444821
24,552226ac3b3867d6,163,977,815,0.834186284544524,772,43,0.044012282497441144,87,1597,0.20454545454545456,0.10344827586206896,17,0.10429447852760736,17,0.10429447852760736,163,9,0.05521472392638037,549,4.754601226993865,5.288343558282208,0.8522727272727273,0.7931034482758621,7,0.04294478527607362,7,0.04294478527607362,163,29,0.17791411042944785,797,3.1226993865030677,3.1717791411042944,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,0.13093963872631448,0.14555950120960787,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,9,0.05521472392638037,549,4.845917245315053,5.241497152845027,0.0,0.0,16,0.09815950920245399,16,0.09815950920245399,163,9,0.05521472392638037,549,0.25107588113218693,0.2731897201444821
25,2ac809f040360f09,163,977,816,0.8352098259979529,772,44,0.04503582395087001,88,1599,0.2222222222222222,0.13333333333333333,20,0.12269938650306748,22,0.13496932515337423,163,9,0.05521472392638037,549,4.779141104294479,5.288343558282208,0.8555555555555555,0.8,7,0.04294478527607362,7,0.04294478527607362,163,29,0.17791411042944785,797,3.1165644171779143,3.1717791411042944,0.0,0.0,14,0.08588957055214724,14,0.08588957055214724,163,8,0.049079754601226995,549,0.132924108967127,0.14555950120960787,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,9,0.05521472392638037,549,4.821349343999659,5.241497152845027,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,9,0.05521472392638037,549,0.25283206998688196,0.2731897201444821
26,b881b15a7c429c6e,163,977,815,0.834186284544524,773,42,0.042988741044012284,86,1602,0.18604651162790697,0.07142857142857142,16,0.09815950920245399,16,0.09815950920245399,163,8,0.049079754601226995,549,4.742331288343558,5.306748466257669,0.872093023255814,0.8214285714285714,7,0.04294478527607362,11,0.06748466257668712,163,29,0.17791411042944785,797,3.1104294478527605,3.1717791411042944,0.0,0.0,17,0.10429447852760736,19,0.1165644171779141,163,15,0.09202453987730061,657,0.1292921693468,0.14555950120960787,0.0,0.0,20,0.12269938650306748,22,0.13496932515337423,163,8,0.049079754601226995,549,4.376682277765497,5.241497152845027,0.0,0.0,17,0.10429447852760736,19,0.1165644171779141,163,8,0.049079754601226995,549,0.2520409830714022,0.2731897201444821
27,ea5e7eb2ab7d3bc4,163,977,816,0.8352098259979529,773,43,0.044012282497441144,89,1600,0.2247191011235955,0.10344827586206896,17,0.10429447852760736,17,0.10429447852760736,163,9,0.05521472392638037,549,4.699386503067485,5.288343558282208,0.8539325842696629,0.7931034482758621,5,0.03067484662576687,5,0.03067484662576687,163,29,0.17791411042944785,797,3.1349693251533743,3.1717791411042944,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,8,0.049079754601226995,549,0.13383926711424385,0.14555950120960787,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,9,0.05521472392638037,549,4.43227226116798,5.241497152845027,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,9,0.05521472392638037,549,0.25122245132444865,0.2731897201444821
28,ea2544c525d4dc08,163,977,816,0.8352098259979529,773,43,0.044012282497441144,89,1603,0.2247191011235955,0.10344827586206896,12,0.0736196319018405,13,0.07975460122699386,163,9,0.05521472392638037,549,4.957055214723926,5.306748466257669,0.8764044943820225,0.8275862068965517,4,0.024539877300613498,8,0.049079754601226995,163,84,0.5153374233128835,1566,3.1349693251533743,3.1717791411042944,0.0,0.0,17,0.10429447852760736,19,0.1165644171779141,163,8,0.049079754601226995,549,0.1311775075534159,0.14555950120960787,0.0,0.0,21,0.12883435582822086,23,0.1411042944785276,163,9,0.05521472392638037,549,4.8739100955222,5.241497152845027,0.0,0.0,18,0.11042944785276074,21,0.12883435582822086,163,9,0.05521472392638037,549,0.2511907357439884,0.2731897201444821
29,adffa0c721505d8d,163,977,817,0.8362333674513818,774,43,0.044012282497441144,89,1601,0.2247191011235955,0.10344827586206896,17,0.10429447852760736,18,0.11042944785276074,163,29,0.17791411042944785,797,4.895705521472393,5.288343558282208,0.8764044943820225,0.8275862068965517,6,0.03680981595092025,6,0.03680981595092025,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,8,0.049079754601226995,549,0.13151515369520034,0.14555950120960787,0.0,0.0,11,0.06748466257668712,11,0.06748466257668712,163,25,0.15337423312883436,779,5.07619608734446,5.241497152845027,0.0,0.0,21,0.12883435582822086,21,0.12883435582822086,163,15,0.09202453987730061,657,0.24230613228628808,0.2731897201444821
30,7246dbe19ea4c180,163,977,816,0.8352098259979529,772,44,0.04503582395087001,90,1599,0.2608695652173913,0.16666666666666666,18,0.11042944785276074,19,0.1165644171779141,163,15,0.09202453987730061,657,4.7975460122699385,5.288343558282208,0.8695652173913043,0.8,4,0.024539877300613498,4,0.024539877300613498,163,77,0.4723926380368098,1537,3.147239263803681,3.1717791411042944,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,8,0.049079754601226995,549,0.1282880748570622,0.14555950120960787,0.0,0.0,23,0.1411042944785276,23,0.1411042944785276,163,15,0.09202453987730061,657,4.408101034883137,5.241497152845027,0.0,0.0,14,0.08588957055214724,15,0.09202453987730061,163,20,0.12269938650306748,765,0.25307305223114795,0.2731897201444821
31,d04d77a1223f6e1c,163,977,816,0.8352098259979529,773,43,0.044012282497441144,89,1601,0.2247191011235955,0.10344827586206896,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,4.705521472392638,5.306748466257669,0.8764044943820225,0.8275862068965517,8,0.049079754601226995,13,0.07975460122699386,163,29,0.17791411042944785,797,3.1104294478527605,3.1717791411042944,0.0,0.0,14,0.08588957055214724,16,0.09815950920245399,163,15,0.09202453987730061,657,0.13523413619209582,0.14555950120960787,0.0,0.0,18,0.11042944785276074,20,0.12269938650306748,163,8,0.049079754601226995,549,4.537596233471144,5.241497152845027,0.0,0.0,22,0.13496932515337423,23,0.1411042944785276,163,8,0.049079754601226995,549,0.24428167816379626,0.2731897201444821
32,2cccc36997264a53,163,977,819,0.8382804503582395,776,43,0.044012282497441144,89,1600,0.2247191011235955,0.10344827586206896,15,0.09202453987730061,16,0.09815950920245399,163,29,0.17791411042944785,797,4.889570552147239,5.288343558282208,0.8764044943820225,0.8275862068965517,5,0.03067484662576687,5,0.03067484662576687,163,29,0.17791411042944785,797,3.1349693251533743,3.1717791411042944,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,8,0.049079754601226995,549,0.1293354853741698,0.14555950120960787,0.0,0.0,15,0.09202453987730061,15,0.09202453987730061,163,25,0.15337423312883436,779,4.582430449536109,5.241497152845027,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,15,0.09202453987730061,657,0.24482464931014752,0.2731897201444821
33,fe9643630ab2ad62,163,977,817,0.8362333674513818,775,42,0.042988741044012284,89,1604,0.22727272727272727,0.10714285714285714,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,4.7607361963190185,5.288343558282208,0.8863636363636364,0.8214285714285714,4,0.024539877300613498,4,0.024539877300613498,163,29,0.17791411042944785,797,3.1411042944785277,3.1717791411042944,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,15,0.09202453987730061,657,0.13241728372095293,0.14555950120960787,0.0,0.0,21,0.12883435582822086,21,0.12883435582822086,163,8,0.049079754601226995,549,4.379975202708912,5.241497152845027,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,8,0.049079754601226995,549,0.2524324242509446,0.2731897201444821
34,31571d367a921fb5,163,977,818,0.8372569089048106,776,42,0.042988741044012284,88,1607,0.22727272727272727,0.10714285714285714,13,0.07975460122699386,15,0.09202453987730061,163,68,0.4171779141104294,1442,4.871165644171779,5.306748466257669,0.8863636363636364,0.8214285714285714,4,0.024539877300613498,4,0.024539877300613498,163,77,0.4723926380368098,1537,3.147239263803681,3.1717791411042944,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,0.13022024170666938,0.14555950120960787,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,25,0.15337423312883436,779,4.980191789152424,5.241497152845027,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,15,0.09202453987730061,657,0.2497896508434517,0.2731897201444821
35,264942beb4c0807a,163,977,814,0.8331627430910952,770,44,0.04503582395087001,88,1598,0.2222222222222222,0.13333333333333333,18,0.11042944785276074,19,0.1165644171779141,163,8,0.049079754601226995,549,4.766871165644171,5.288343558282208,0.8555555555555555,0.8,6,0.03680981595092025,6,0.03680981595092025,163,77,0.4723926380368098,1537,3.1349693251533743,3.1717791411042944,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,16,0.09815950920245399,663,0.1301203388294256,0.14555950120960787,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,5.011725215966836,5.241497152845027,0.0,0.0,18,0.11042944785276074,17,0.10429447852760736,163,8,0.049079754601226995,549,0.2440746337103977,0.2731897201444821
36,ed1a7c98e62d34c5,163,977,816,0.8352098259979529,774,42,0.042988741044012284,88,1603,0.20689655172413793,0.07142857142857142,16,0.09815950920245399,17,0.10429447852760736,163,20,0.12269938650306748,765,4.8343558282208585,5.288343558282208,0.8735632183908046,0.8214285714285714,7,0.04294478527607362,7,0.04294478527607362,163,75,0.4601226993865031,1447,3.128834355828221,3.1717791411042944,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,8,0.049079754601226995,549,0.12992962698105037,0.14555950120960787,0.0,0.0,12,0.0736196319018405,12,0.0736196319018405,163,20,0.12269938650306748,765,4.57877501971466,5.241497152845027,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,15,0.09202453987730061,657,0.244803222622612,0.2731897201444821
37,15a5a4ab6959a650,163,977,816,0.8352098259979529,773,43,0.044012282497441144,89,1601,0.2247191011235955,0.10344827586206896,18,0.11042944785276074,18,0.11042944785276074,163,15,0.09202453987730061,657,4.7607361963190185,5.306748466257669,0.8764044943820225,0.8275862068965517,6,0.03680981595092025,8,0.049079754601226995,163,29,0.17791411042944785,797,3.1226993865030677,3.1717791411042944,0.0,0.0,15,0.09202453987730061,17,0.10429447852760736,163,8,0.049079754601226995,549,0.1296815703011009,0.14555950120960787,0.0,0.0,18,0.11042944785276074,20,0.12269938650306748,163,15,0.09202453987730061,657,4.4057983930209845,5.241497152845027,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,29,0.17791411042944785,797,0.2520957063298246,0.2731897201444821
38,19e7d9c21295f3ee,163,977,816,0.8352098259979529,773,43,0.044012282497441144,88,1598,0.2247191011235955,0.13793103448275862,16,0.09815950920245399,17,0.10429447852760736,163,16,0.09815950920245399,663,4.754601226993865,5.288343558282208,0.8651685393258427,0.7931034482758621,5,0.03067484662576687,5,0.03067484662576687,163,74,0.4539877300613497,1447,3.1411042944785277,3.1717791411042944,0.0,0.0,22,0.13496932515337423,22,0.13496932515337423,163,8,0.049079754601226995,549,0.1259642376888724,0.14555950120960787,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,16,0.09815950920245399,663,4.474925954411978,5.241497152845027,0.0,0.0,16,0.09815950920245399,16,0.09815950920245399,163,15,0.09202453987730061,657,0.24829118367626085,0.2731897201444821
39,e9196bd82d97a7c6,163,977,819,0.8382804503582395,776,43,0.044012282497441144,89,1605,0.2247191011235955,0.10344827586206896,14,0.08588957055214724,16,0.09815950920245399,163,8,0.049079754601226995,549,4.950920245398773,5.288343558282208,0.8764044943820225,0.8275862068965517,4,0.024539877300613498,4,0.024539877300613498,163,74,0.4539877300613497,1447,3.147239263803681,3.1717791411042944,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,15,0.09202453987730061,657,0.1270990821841248,0.14555950120960787,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,4.965772579483602,5.241497152845027,0.0,0.0,18,0.11042944785276074,20,0.12269938650306748,163,8,0.049079754601226995,549,0.25486995689827807,0.2731897201444821
40,b5afd08227e4ac49,163,977,814,0.8331627430910952,771,43,0.044012282497441144,87,1597,0.20454545454545456,0.10344827586206896,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,4.846625766871166,5.306748466257669,0.875,0.8275862068965517,6,0.03680981595092025,11,0.06748466257668712,163,29,0.17791411042944785,797,3.1226993865030677,3.1717791411042944,0.0,0.0,19,0.1165644171779141,21,0.12883435582822086,163,15,0.09202453987730061,657,0.12569311345721523,0.14555950120960787,0.0,0.0,16,0.09815950920245399,18,0.11042944785276074,163,8,0.049079754601226995,549,4.9617194187251,5.241497152845027,0.0,0.0,17,0.10429447852760736,20,0.12269938650306748,163,8,0.049079754601226995,549,0.2449170325460834,0.2731897201444821
41,ab9e51d77f97d5dc,163,977,814,0.8331627430910952,771,43,0.044012282497441144,88,1596,0.2247191011235955,0.13793103448275862,17,0.10429447852760736,19,0.1165644171779141,163,8,0.049079754601226995,549,4.723926380368098,5.306748466257669,0.8651685393258427,0.7931034482758621,5,0.03067484662576687,5,0.03067484662576687,163,29,0.17791411042944785,797,3.1349693251533743,3.1717791411042944,0.0,0.0,13,0.07975460122699386,13,0.07975460122699386,163,25,0.15337423312883436,779,0.13563474773999423,0.14555950120960787,0.0,0.0,22,0.13496932515337423,23,0.1411042944785276,163,8,0.049079754601226995,549,4.370575656575922,5.241497152845027,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,8,0.049079754601226995,549,0.2508728309273864,0.2731897201444821
42,81b73b41fc50cacb,163,977,816,0.8352098259979529,773,43,0.044012282497441144,88,1600,0.2247191011235955,0.10344827586206896,18,0.11042944785276074,19,0.1165644171779141,163,8,0.049079754601226995,549,4.779141104294479,5.288343558282208,0.8764044943820225,0.8275862068965517,5,0.03067484662576687,5,0.03067484662576687,163,77,0.4723926380368098,1537,3.1411042944785277,3.1717791411042944,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,16,0.09815950920245399,663,0.13165944407641744,0.14555950120960787,0.0,0.0,22,0.13496932515337423,22,0.13496932515337423,163,8,0.049079754601226995,549,4.493909832751116,5.241497152845027,0.0,0.0,16,0.09815950920245399,16,0.09815950920245399,163,8,0.049079754601226995,549,0.2504376222641787,0.2731897201444821
43,f29a343b3f9a40d1,163,977,817,0.8362333674513818,773,44,0.04503582395087001,88,1601,0.24175824175824176,0.16666666666666666,20,0.12269938650306748,23,0.1411042944785276,163,9,0.05521472392638037,549,4.662576687116564,5.306748466257669,0.8681318681318682,0.8,6,0.03680981595092025,6,0.03680981595092025,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,21,0.12883435582822086,21,0.12883435582822086,163,8,0.049079754601226995,549,0.12483492314202138,0.14555950120960787,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,9,0.05521472392638037,549,4.42128319805786,5.241497152845027,0.0,0.0,15,0.09202453987730061,16,0.09815950920245399,163,9,0.05521472392638037,549,0.24592638508231415,0.2731897201444821
44,4fb969c9164523ce,163,977,816,0.8352098259979529,773,43,0.044012282497441144,89,1601,0.2247191011235955,0.10344827586206896,20,0.12269938650306748,22,0.13496932515337423,163,15,0.09202453987730061,657,4.711656441717792,5.288343558282208,0.8764044943820225,0.8275862068965517,6,0.03680981595092025,9,0.05521472392638037,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,22,0.13496932515337423,23,0.1411042944785276,163,8,0.049079754601226995,549,0.12904703086690358,0.14555950120960787,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,15,0.09202453987730061,657,4.494433172132499,5.241497152845027,0.0,0.0,19,0.1165644171779141,21,0.12883435582822086,163,20,0.12269938650306748,765,0.24357720091272966,0.2731897201444821
45,62e80145e0300063,163,977,816,0.8352098259979529,773,43,0.044012282497441144,89,1601,0.2247191011235955,0.10344827586206896,18,0.11042944785276074,19,0.1165644171779141,163,8,0.049079754601226995,549,4.901840490797546,5.306748466257669,0.8764044943820225,0.8275862068965517,5,0.03067484662576687,8,0.049079754601226995,163,29,0.17791411042944785,797,3.1349693251533743,3.1717791411042944,0.0,0.0,15,0.09202453987730061,18,0.11042944785276074,163,15,0.09202453987730061,657,0.1331285350909626,0.14555950120960787,0.0,0.0,17,0.10429447852760736,19,0.1165644171779141,163,8,0.049079754601226995,549,4.882480794381126,5.241497152845027,0.0,0.0,20,0.12269938650306748,22,0.13496932515337423,163,8,0.049079754601226995,549,0.24574719177367665,0.2731897201444821
46,e99c50a4e1f8f72f,163,977,817,0.8362333674513818,774,43,0.044012282497441144,87,1602,0.20454545454545456,0.10344827586206896,18,0.11042944785276074,19,0.1165644171779141,163,8,0.049079754601226995,549,4.766871165644171,5.306748466257669,0.875,0.8275862068965517,9,0.05521472392638037,17,0.10429447852760736,163,29,0.17791411042944785,797,3.1104294478527605,3.1717791411042944,0.0,0.0,14,0.08588957055214724,17,0.10429447852760736,163,15,0.09202453987730061,657,0.1389823111385464,0.14555950120960787,0.0,0.0,17,0.10429447852760736,19,0.1165644171779141,163,8,0.049079754601226995,549,4.477699994975503,5.241497152845027,0.0,0.0,20,0.12269938650306748,22,0.13496932515337423,163,8,0.049079754601226995,549,0.24497537091368,0.2731897201444821
47,71cad1261710703e,163,977,817,0.8362333674513818,775,42,0.042988741044012284,85,1603,0.18604651162790697,0.07142857142857142,14,0.08588957055214724,15,0.09202453987730061,163,9,0.05521472392638037,549,4.895705521472393,5.306748466257669,0.872093023255814,0.8214285714285714,6,0.03680981595092025,10,0.06134969325153374,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,16,0.09815950920245399,19,0.1165644171779141,163,8,0.049079754601226995,549,0.13514411193787088,0.14555950120960787,0.0,0.0,21,0.12883435582822086,23,0.1411042944785276,163,9,0.05521472392638037,549,4.851599923085507,5.241497152845027,0.0,0.0,19,0.1165644171779141,22,0.13496932515337423,163,9,0.05521472392638037,549,0.24692939576567938,0.2731897201444821
48,9169395e50fe3efa,163,977,818,0.8372569089048106,774,44,0.04503582395087001,90,1603,0.24175824175824176,0.13333333333333333,16,0.09815950920245399,17,0.10429447852760736,163,9,0.05521472392638037,549,4.803680981595092,5.288343558282208,0.8571428571428571,0.8,6,0.03680981595092025,9,0.05521472392638037,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,8,0.049079754601226995,549,0.12849438997657953,0.14555950120960787,0.0,0.0,21,0.12883435582822086,21,0.12883435582822086,163,9,0.05521472392638037,549,4.338440397005216,5.241497152845027,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,9,0.05521472392638037,549,0.251764303101068,0.2731897201444821
49,f397eb3b98048894,163,977,816,0.8352098259979529,772,44,0.04503582395087001,88,1600,0.24175824175824176,0.16666666666666666,16,0.09815950920245399,18,0.11042944785276074,163,15,0.09202453987730061,657,4.822085889570552,5.306748466257669,0.8681318681318682,0.8,5,0.03067484662576687,5,0.03067484662576687,163,77,0.4723926380368098,1537,3.1411042944785277,3.1717791411042944,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,8,0.049079754601226995,549,0.13227843142150061,0.14555950120960787,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,15,0.09202453987730061,657,4.838155819101085,5.241497152845027,0.0,0.0,16,0.09815950920245399,15,0.09202453987730061,163,20,0.12269938650306748,765,0.2492108823284335,0.2731897201444821
50,dbd9a454ce2cdd95,163,977,815,0.834186284544524,772,43,0.044012282497441144,89,1603,0.24444444444444444,0.13793103448275862,19,0.1165644171779141,20,0.12269938650306748,163,9,0.05521472392638037,549,4.766871165644171,5.288343558282208,0.8666666666666667,0.7931034482758621,4,0.024539877300613498,4,0.024539877300613498,163,29,0.17791411042944785,797,3.1411042944785277,3.1717791411042944,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,0.13088948804647968,0.14555950120960787,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,9,0.05521472392638037,549,4.766607701947869,5.241497152845027,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,9,0.05521472392638037,549,0.2559639884994095,0.2731897201444821
51,f6eb0738f1e12a17,163,977,815,0.834186284544524,772,43,0.044012282497441144,89,1600,0.24444444444444444,0.13793103448275862,21,0.12883435582822086,25,0.15337423312883436,163,9,0.05521472392638037,549,4.674846625766871,5.306748466257669,0.8888888888888888,0.8275862068965517,4,0.024539877300613498,8,0.049079754601226995,163,29,0.17791411042944785,797,3.1411042944785277,3.1717791411042944,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,8,0.049079754601226995,549,0.1305134292360485,0.14555950120960787,0.0,0.0,21,0.12883435582822086,21,0.12883435582822086,163,9,0.05521472392638037,549,4.301517194241073,5.241497152845027,0.0,0.0,15,0.09202453987730061,17,0.10429447852760736,163,9,0.05521472392638037,549,0.2594115961499161,0.2731897201444821
52,a0da4a89c44bebfd,163,977,816,0.8352098259979529,774,42,0.042988741044012284,88,1603,0.20689655172413793,0.07142857142857142,15,0.09202453987730061,15,0.09202453987730061,163,16,0.09815950920245399,663,4.9447852760736195,5.306748466257669,0.8735632183908046,0.8214285714285714,5,0.03067484662576687,9,0.05521472392638037,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,19,0.1165644171779141,21,0.12883435582822086,163,8,0.049079754601226995,549,0.12950003646599914,0.14555950120960787,0.0,0.0,15,0.09202453987730061,17,0.10429447852760736,163,16,0.09815950920245399,663,4.9264246771186455,5.241497152845027,0.0,0.0,18,0.11042944785276074,20,0.12269938650306748,163,15,0.09202453987730061,657,0.24892195444826568,0.2731897201444821
53,762e14bb4b93a4dd,163,977,813,0.8321392016376663,769,44,0.04503582395087001,90,1594,0.24175824175824176,0.13333333333333333,19,0.1165644171779141,19,0.1165644171779141,163,9,0.05521472392638037,549,4.736196319018405,5.288343558282208,0.8571428571428571,0.8,6,0.03680981595092025,6,0.03680981595092025,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,14,0.08588957055214724,14,0.08588957055214724,163,8,0.049079754601226995,549,0.13734599079473542,0.14555950120960787,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,9,0.05521472392638037,549,4.374624595011982,5.241497152845027,0.0,0.0,18,0.11042944785276074,17,0.10429447852760736,163,9,0.05521472392638037,549,0.2519691999322723,0.2731897201444821
54,4eeeb67cff0fbfde,163,977,817,0.8362333674513818,773,44,0.04503582395087001,88,1601,0.2222222222222222,0.13333333333333333,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,4.693251533742331,5.288343558282208,0.8555555555555555,0.8,6,0.03680981595092025,8,0.049079754601226995,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,16,0.09815950920245399,663,0.13138809835875842,0.14555950120960787,0.0,0.0,21,0.12883435582822086,22,0.13496932515337423,163,8,0.049079754601226995,549,4.441074036349107,5.241497152845027,0.0,0.0,16,0.09815950920245399,15,0.09202453987730061,163,8,0.049079754601226995,549,0.25253175255741983,0.2731897201444821
55,fced43d33a3c72ee,163,977,815,0.834186284544524,771,44,0.04503582395087001,90,1605,0.2608695652173913,0.16666666666666666,14,0.08588957055214724,15,0.09202453987730061,163,15,0.09202453987730061,657,4.9079754601226995,5.288343558282208,0.8695652173913043,0.8,5,0.03067484662576687,5,0.03067484662576687,163,77,0.4723926380368098,1537,3.1411042944785277,3.1717791411042944,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,8,0.049079754601226995,549,0.1313502600750111,0.14555950120960787,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,15,0.09202453987730061,657,4.496608481592642,5.241497152845027,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,16,0.09815950920245399,663,0.25137450352813906,0.2731897201444821
56,33502fd2b45355da,163,977,817,0.8362333674513818,773,44,0.04503582395087001,91,1601,0.2608695652173913,0.16666666666666666,15,0.09202453987730061,15,0.09202453987730061,163,9,0.05521472392638037,549,4.877300613496932,5.288343558282208,0.8695652173913043,0.8,5,0.03067484662576687,5,0.03067484662576687,163,75,0.4601226993865031,1447,3.1411042944785277,3.1717791411042944,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,8,0.049079754601226995,549,0.12927928312257067,0.14555950120960787,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,9,0.05521472392638037,549,4.905914815559645,5.241497152845027,0.0,0.0,20,0.12269938650306748,19,0.1165644171779141,163,9,0.05521472392638037,549,0.24612493271592772,0.2731897201444821
