date,market,rows,traded,bad_hl,zero,neg,notrade_blanked
2009-03-20,twse,747,744,0,0,0,0
2009-03-23,twse,747,736,0,0,0,0
2009-03-24,twse,748,740,0,0,0,0
2009-03-25,twse,749,741,0,0,0,0
2009-03-26,twse,750,745,0,0,0,0
2009-03-27,twse,750,745,0,0,0,0
2009-03-30,twse,750,744,0,0,0,0
2009-03-31,twse,750,746,0,0,0,0
2009-04-01,twse,750,744,0,0,0,0
2009-04-02,twse,750,746,0,0,0,0
2009-04-03,twse,750,748,0,0,0,0
2009-04-06,twse,750,748,0,0,0,0
2009-04-07,twse,750,748,0,0,0,0
2009-04-08,twse,750,745,0,0,0,0
2009-04-09,twse,750,749,0,0,0,0
2009-04-10,twse,750,748,0,0,0,0
2009-04-13,twse,750,747,0,0,0,0
2009-04-14,twse,750,748,0,0,0,0
2009-04-15,twse,750,745,0,0,0,0
2009-04-16,twse,750,748,0,0,0,0
2009-04-17,twse,750,747,0,0,0,0
2009-04-20,twse,750,748,0,0,0,0
2009-04-21,twse,750,744,0,0,0,0
2009-04-22,twse,750,746,0,0,0,0
2009-04-23,twse,750,744,0,0,0,0
2009-04-24,twse,750,746,0,0,0,0
2009-04-27,twse,750,746,0,0,0,0
2009-04-28,twse,751,746,0,0,0,0
2009-04-29,twse,751,744,0,0,0,0
2009-04-30,twse,751,746,0,0,0,0
2009-05-04,twse,751,747,0,0,0,0
2009-05-05,twse,751,748,0,0,0,0
2009-05-06,twse,751,747,0,0,0,0
2009-05-07,twse,751,747,0,0,0,0
2009-05-08,twse,751,745,0,0,0,0
2009-05-11,twse,751,743,0,0,0,0
2009-05-12,twse,751,746,0,0,0,0
2009-05-13,twse,751,746,0,0,0,0
2009-05-14,twse,750,743,0,0,0,0
2009-05-15,twse,751,745,0,0,0,0
2009-05-18,twse,751,746,0,0,0,0
2009-05-19,twse,751,745,0,0,0,0
2009-05-20,twse,751,749,0,0,0,0
2009-05-21,twse,751,746,0,0,0,0
2009-05-22,twse,751,746,0,0,0,0
2009-05-25,twse,752,748,0,0,0,0
2009-05-26,twse,752,748,0,0,0,0
2009-05-27,twse,752,744,0,0,0,0
2009-06-01,twse,752,749,0,0,0,0
2009-06-02,twse,752,750,0,0,0,0
2009-06-03,twse,752,749,0,0,0,0
2009-06-04,twse,752,747,0,0,0,0
2009-06-05,twse,752,748,0,0,0,0
2009-06-06,twse,752,750,0,0,0,0
2009-06-08,twse,752,749,0,0,0,0
2009-06-09,twse,752,748,0,0,0,0
2009-06-10,twse,752,748,0,0,0,0
2009-06-11,twse,752,748,0,0,0,0
2009-06-12,twse,752,747,0,0,0,0
2009-06-15,twse,752,745,0,0,0,0
2009-06-16,twse,752,747,0,0,0,0
2009-06-17,twse,752,746,0,0,0,0
2009-06-18,twse,753,746,0,0,0,0
2009-06-19,twse,754,746,0,0,0,0
2009-06-22,twse,754,744,0,0,0,0
2009-06-23,twse,754,748,0,0,0,0
2009-06-24,twse,754,748,0,0,0,0
2009-06-25,twse,754,747,0,0,0,0
2009-06-26,twse,755,751,0,0,0,0
2009-06-29,twse,755,748,0,0,0,0
2009-06-30,twse,755,751,0,0,0,0
2009-07-01,twse,755,749,0,0,0,0
2009-07-02,twse,755,750,0,0,0,0
2009-07-03,twse,755,748,0,0,0,0
2009-07-06,twse,755,753,0,0,0,0
2009-07-07,twse,755,749,0,0,0,0
2009-07-08,twse,755,750,0,0,0,0
2009-07-09,twse,755,752,0,0,0,0
2009-07-10,twse,755,749,0,0,0,0
2009-07-13,twse,753,747,0,0,0,0
2009-07-14,twse,753,747,0,0,0,0
2009-07-15,twse,753,750,0,0,0,0
2009-07-16,twse,753,751,0,0,0,0
2009-07-17,twse,753,748,0,0,0,0
2009-07-20,twse,753,750,0,0,0,0
2009-07-21,twse,753,748,0,0,0,0
2009-07-22,twse,753,748,0,0,0,0
2009-07-23,twse,753,751,0,0,0,0
2009-07-24,twse,754,750,0,0,0,0
2009-07-27,twse,754,751,0,0,0,0
2009-07-28,twse,754,753,0,0,0,0
2009-07-29,twse,754,749,0,0,0,0
2009-07-30,twse,754,749,0,0,0,0
2009-07-31,twse,754,751,0,0,0,0
2009-08-03,twse,754,750,0,0,0,0
2009-08-04,twse,754,748,0,0,0,0
2009-08-05,twse,754,752,0,0,0,0
2009-08-06,twse,754,746,0,0,0,0
2009-08-10,twse,754,749,0,0,0,0
2009-08-11,twse,754,748,0,0,0,0
2009-08-12,twse,753,747,0,0,0,0
2009-08-13,twse,752,750,0,0,0,0
2009-08-14,twse,755,752,0,0,0,0
2009-08-17,twse,756,754,0,0,0,0
2009-08-18,twse,756,752,0,0,0,0
2009-08-19,twse,755,752,0,0,0,0
2009-08-20,twse,755,750,0,0,0,0
2009-08-21,twse,755,752,0,0,0,0
2009-08-24,twse,755,749,0,0,0,0
2009-08-25,twse,755,746,0,0,0,0
2009-08-26,twse,756,749,0,0,0,0
2009-08-27,twse,755,752,0,0,0,0
2009-08-28,twse,756,750,0,0,0,0
2009-08-31,twse,756,750,0,0,0,0
2009-09-01,twse,755,749,0,0,0,0
2009-09-02,twse,753,747,0,0,0,0
2009-09-03,twse,754,751,0,0,0,0
2009-09-04,twse,753,750,0,0,0,0
2009-09-07,twse,753,748,0,0,0,0
2009-09-08,twse,753,747,0,0,0,0
2009-09-09,twse,753,749,0,0,0,0
2009-09-10,twse,753,747,0,0,0,0
2009-09-11,twse,752,745,0,0,0,0
2009-09-14,twse,753,748,0,0,0,0
2009-09-15,twse,751,748,0,0,0,0
2009-09-16,twse,751,747,0,0,0,0
2009-09-17,twse,753,748,0,0,0,0
2009-09-18,twse,753,748,0,0,0,0
2009-09-21,twse,753,750,0,0,0,0
2009-09-22,twse,753,748,0,0,0,0
2009-09-23,twse,753,749,0,0,0,0
2009-09-24,twse,754,742,0,0,0,0
2009-09-25,twse,753,746,0,0,0,0
2009-09-28,twse,754,746,0,0,0,0
2009-09-29,twse,757,750,0,0,0,0
2009-09-30,twse,757,751,0,0,0,0
2009-10-01,twse,758,751,0,0,0,0
2009-10-02,twse,756,751,0,0,0,0
2009-10-05,twse,757,753,0,0,0,0
2009-10-06,twse,758,753,0,0,0,0
2009-10-07,twse,758,753,0,0,0,0
2009-10-08,twse,759,757,0,0,0,0
2009-10-09,twse,759,756,0,0,0,0
2009-10-12,twse,760,756,0,0,0,0
2009-10-13,twse,761,755,0,0,0,0
2009-10-14,twse,761,757,0,0,0,0
2009-10-15,twse,761,758,0,0,0,0
2009-10-16,twse,760,757,0,0,0,0
2009-10-19,twse,759,757,0,0,0,0
2009-10-20,twse,760,752,0,0,0,0
2009-10-21,twse,759,756,0,0,0,0
2009-10-22,twse,759,755,0,0,0,0
2009-10-23,twse,759,758,0,0,0,0
2009-10-26,twse,759,756,0,0,0,0
2009-10-27,twse,759,757,0,0,0,0
2009-10-28,twse,759,756,0,0,0,0
2009-10-29,twse,759,758,0,0,0,0
2009-10-30,twse,759,758,0,0,0,0
2009-11-02,twse,759,755,0,0,0,0
2009-11-03,twse,760,758,0,0,0,0
2009-11-04,twse,760,757,0,0,0,0
2009-11-05,twse,760,759,0,0,0,0
2009-11-06,twse,762,759,0,0,0,0
2009-11-09,twse,762,760,0,0,0,0
2009-11-10,twse,762,759,0,0,0,0
2009-11-11,twse,761,757,0,0,0,0
2009-11-12,twse,761,759,0,0,0,0
2009-11-13,twse,762,756,0,0,0,0
2009-11-16,twse,762,757,0,0,0,0
2009-11-17,twse,762,761,0,0,0,0
2009-11-18,twse,763,761,0,0,0,0
2009-11-19,twse,762,760,0,0,0,0
2009-11-20,twse,763,759,0,0,0,0
2009-11-23,twse,763,761,0,0,0,0
2009-11-24,twse,763,759,0,0,0,0
2009-11-25,twse,763,760,0,0,0,0
2009-11-26,twse,763,756,0,0,0,0
2009-11-27,twse,763,760,0,0,0,0
2009-11-30,twse,763,759,0,0,0,0
2009-12-01,twse,763,762,0,0,0,0
2009-12-02,twse,762,758,0,0,0,0
2009-12-03,twse,763,759,0,0,0,0
2009-12-04,twse,762,760,0,0,0,0
2009-12-07,twse,762,757,0,0,0,0
2009-12-08,twse,763,762,0,0,0,0
2009-12-09,twse,763,761,0,0,0,0
2009-12-10,twse,763,761,0,0,0,0
2009-12-11,twse,765,763,0,0,0,0
2009-12-14,twse,766,763,0,0,0,0
2009-12-15,twse,766,765,0,0,0,0
2009-12-16,twse,767,763,0,0,0,0
2009-12-17,twse,770,768,0,0,0,0
2009-12-18,twse,772,764,0,0,0,0
2009-12-21,twse,772,770,0,0,0,0
2009-12-22,twse,774,770,0,0,0,0
2009-12-23,twse,776,772,0,0,0,0
2009-12-24,twse,776,775,0,0,0,0
2009-12-25,twse,777,772,0,0,0,0
2009-12-28,twse,778,776,0,0,0,0
2009-12-29,twse,778,774,0,0,0,0
2009-12-30,twse,778,775,0,0,0,0
2009-12-31,twse,780,778,0,0,0,0
