date,market,rows,traded,bad_hl,zero,neg,notrade_blanked
2004-08-16,twse,716,681,0,0,0,0
2004-08-17,twse,716,689,0,0,0,0
2004-08-18,twse,715,688,0,0,0,0
2004-08-19,twse,715,688,0,0,0,0
2004-08-20,twse,716,684,0,0,0,0
2004-08-23,twse,717,688,0,0,0,0
2004-08-26,twse,717,690,0,0,0,0
2004-08-27,twse,717,687,0,0,0,0
2004-08-30,twse,718,688,0,0,0,0
2004-08-31,twse,718,690,0,0,0,0
2004-09-01,twse,719,690,0,0,0,0
2004-09-02,twse,718,693,0,0,0,0
2004-09-03,twse,719,691,0,0,0,0
2004-09-06,twse,721,689,0,0,0,0
2004-09-07,twse,720,691,0,0,0,0
2004-09-08,twse,719,687,0,0,0,0
2004-09-09,twse,718,691,0,0,0,0
2004-09-10,twse,718,688,0,0,0,0
2004-09-13,twse,716,692,0,0,0,0
2004-09-14,twse,716,688,0,0,0,0
2004-09-15,twse,715,687,0,0,0,0
2004-09-16,twse,714,688,0,0,0,0
2004-09-17,twse,715,689,0,0,0,0
2004-09-20,twse,713,690,0,0,0,0
2004-09-21,twse,713,689,0,0,0,0
2004-09-22,twse,713,686,0,0,0,0
2004-09-23,twse,713,690,0,0,0,0
2004-09-24,twse,713,688,0,0,0,0
2004-09-27,twse,720,693,0,0,0,0
2004-09-29,twse,720,694,0,0,0,0
2004-09-30,twse,720,697,0,0,0,0
2004-10-01,twse,720,695,0,0,0,0
2004-10-04,twse,719,701,0,0,0,0
2004-10-05,twse,720,693,0,0,0,0
2004-10-06,twse,720,702,0,0,0,0
2004-10-07,twse,720,697,0,0,0,0
2004-10-08,twse,719,697,0,0,0,0
2004-10-11,twse,719,695,0,0,0,0
2004-10-12,twse,719,697,0,0,0,0
2004-10-13,twse,718,700,0,0,0,0
2004-10-14,twse,715,694,0,0,0,0
2004-10-15,twse,714,691,0,0,0,0
2004-10-18,twse,714,688,0,0,0,0
2004-10-19,twse,715,693,0,0,0,0
2004-10-20,twse,715,692,0,0,0,0
2004-10-21,twse,715,691,0,0,0,0
2004-10-22,twse,715,694,0,0,0,0
2004-10-26,twse,715,690,0,0,0,0
2004-10-27,twse,713,688,0,0,0,0
2004-10-28,twse,713,687,0,0,0,0
2004-10-29,twse,713,687,0,0,0,0
2004-11-01,twse,713,690,0,0,0,0
2004-11-02,twse,713,691,0,0,0,0
2004-11-03,twse,713,690,0,0,0,0
2004-11-04,twse,713,694,0,0,0,0
2004-11-05,twse,712,695,0,0,0,0
2004-11-08,twse,717,696,0,0,0,0
2004-11-09,twse,717,700,0,0,0,0
2004-11-10,twse,716,699,0,0,0,0
2004-11-11,twse,716,691,0,0,0,0
2004-11-12,twse,718,696,0,0,0,0
2004-11-15,twse,719,696,0,0,0,0
2004-11-16,twse,720,701,0,0,0,0
2004-11-17,twse,721,698,0,0,0,0
2004-11-18,twse,722,701,0,0,0,0
2004-11-19,twse,721,700,0,0,0,0
2004-11-22,twse,720,697,0,0,0,0
2004-11-23,twse,720,696,0,0,0,0
2004-11-24,twse,720,699,0,0,0,0
2004-11-25,twse,720,697,0,0,0,0
2004-11-26,twse,720,699,0,0,0,0
2004-11-29,twse,721,700,0,0,0,0
2004-11-30,twse,721,700,0,0,0,0
2004-12-01,twse,720,698,0,0,0,0
2004-12-02,twse,721,703,0,0,0,0
2004-12-03,twse,720,701,0,0,0,0
2004-12-06,twse,719,699,0,0,0,0
2004-12-07,twse,719,694,0,0,0,0
2004-12-08,twse,718,698,0,0,0,0
2004-12-09,twse,717,700,0,0,0,0
2004-12-10,twse,718,696,0,0,0,0
2004-12-13,twse,718,702,0,0,0,0
2004-12-14,twse,718,698,0,0,0,0
2004-12-15,twse,715,692,0,0,0,0
2004-12-16,twse,715,698,0,0,0,0
2004-12-17,twse,715,696,0,0,0,0
2004-12-20,twse,716,700,0,0,0,0
2004-12-21,twse,718,699,0,0,0,0
2004-12-22,twse,718,699,0,0,0,0
2004-12-23,twse,719,699,0,0,0,0
2004-12-24,twse,719,699,0,0,0,0
2004-12-27,twse,719,694,0,0,0,0
2004-12-28,twse,720,698,0,0,0,0
2004-12-29,twse,720,703,0,0,0,0
2004-12-30,twse,721,702,0,0,0,0
2004-12-31,twse,721,706,0,0,0,0
2005-01-03,twse,721,699,0,0,0,0
2005-01-04,twse,720,700,0,0,0,0
2005-01-05,twse,719,699,0,0,0,0
2005-01-06,twse,719,697,0,0,0,0
2005-01-07,twse,720,698,0,0,0,0
2005-01-10,twse,722,700,0,0,0,0
2005-01-11,twse,723,702,0,0,0,0
2005-01-12,twse,723,701,0,0,0,0
2005-01-13,twse,723,701,0,0,0,0
2005-01-14,twse,724,701,0,0,0,0
2005-01-17,twse,723,701,0,0,0,0
2005-01-18,twse,723,697,0,0,0,0
2005-01-19,twse,723,702,0,0,0,0
2005-01-20,twse,723,698,0,0,0,0
2005-01-21,twse,724,697,0,0,0,0
2005-01-24,twse,724,703,0,0,0,0
2005-01-25,twse,724,703,0,0,0,0
2005-01-26,twse,724,702,0,0,0,0
2005-01-27,twse,724,700,0,0,0,0
2005-01-28,twse,724,701,0,0,0,0
2005-01-31,twse,727,705,0,0,0,0
2005-02-01,twse,727,704,0,0,0,0
2005-02-02,twse,726,702,0,0,0,0
2005-02-03,twse,725,704,0,0,0,0
2005-02-14,twse,725,705,0,0,0,0
2005-02-15,twse,726,704,0,0,0,0
2005-02-16,twse,726,706,0,0,0,0
2005-02-17,twse,726,706,0,0,0,0
2005-02-18,twse,728,708,0,0,0,0
2005-02-21,twse,729,708,0,0,0,0
2005-02-22,twse,728,705,0,0,0,0
2005-02-23,twse,726,705,0,0,0,0
2005-02-24,twse,724,704,0,0,0,0
2005-02-25,twse,723,705,0,0,0,0
2005-03-01,twse,723,704,0,0,0,0
2005-03-02,twse,723,707,0,0,0,0
2005-03-03,twse,723,710,0,0,0,0
2005-03-04,twse,724,711,0,0,0,0
2005-03-07,twse,725,710,0,0,0,0
2005-03-08,twse,725,707,0,0,0,0
2005-03-09,twse,724,708,0,0,0,0
2005-03-10,twse,725,709,0,0,0,0
2005-03-11,twse,725,710,0,0,0,0
2005-03-14,twse,725,707,0,0,0,0
2005-03-15,twse,725,707,0,0,0,0
2005-03-16,twse,725,707,0,0,0,0
2005-03-17,twse,725,706,0,0,0,0
2005-03-18,twse,725,709,0,0,0,0
2005-03-21,twse,725,707,0,0,0,0
2005-03-22,twse,725,705,0,0,0,0
2005-03-23,twse,725,706,0,0,0,0
2005-03-24,twse,726,708,0,0,0,0
2005-03-25,twse,726,703,0,0,0,0
2005-03-28,twse,727,710,0,0,0,0
2005-03-29,twse,727,710,0,0,0,0
2005-03-30,twse,727,704,0,0,0,0
2005-03-31,twse,727,702,0,0,0,0
2005-04-01,twse,727,708,0,0,0,0
2005-04-04,twse,727,698,0,0,0,0
2005-04-06,twse,727,708,0,0,0,0
2005-04-07,twse,727,700,0,0,0,0
2005-04-08,twse,727,707,0,0,0,0
2005-04-11,twse,726,705,0,0,0,0
2005-04-12,twse,725,705,0,0,0,0
2005-04-13,twse,722,705,0,0,0,0
2005-04-14,twse,722,703,0,0,0,0
2005-04-15,twse,721,701,0,0,0,0
2005-04-18,twse,721,704,0,0,0,0
2005-04-19,twse,720,700,0,0,0,0
2005-04-20,twse,720,700,0,0,0,0
2005-04-21,twse,719,699,0,0,0,0
2005-04-22,twse,719,698,0,0,0,0
2005-04-25,twse,719,699,0,0,0,0
2005-04-26,twse,719,697,0,0,0,0
2005-04-27,twse,719,699,0,0,0,0
2005-04-28,twse,719,700,0,0,0,0
2005-04-29,twse,719,704,0,0,0,0
2005-05-03,twse,719,701,0,0,0,0
2005-05-04,twse,719,701,0,0,0,0
2005-05-05,twse,719,699,0,0,0,0
2005-05-06,twse,719,699,0,0,0,0
2005-05-09,twse,719,692,0,0,0,0
2005-05-10,twse,716,693,0,0,0,0
2005-05-11,twse,716,694,0,0,0,0
2005-05-12,twse,716,697,0,0,0,0
2005-05-13,twse,717,696,0,0,0,0
2005-05-16,twse,719,699,0,0,0,0
2005-05-17,twse,720,697,0,0,0,0
2005-05-18,twse,720,698,0,0,0,0
2005-05-19,twse,720,701,0,0,0,0
2005-05-20,twse,720,699,0,0,0,0
2005-05-23,twse,719,700,0,0,0,0
2005-05-24,twse,719,702,0,0,0,0
2005-05-25,twse,720,703,0,0,0,0
2005-05-26,twse,720,700,0,0,0,0
2005-05-27,twse,720,702,0,0,0,0
2005-05-30,twse,720,701,0,0,0,0
2005-05-31,twse,719,702,0,0,0,0
2005-06-01,twse,720,704,0,0,0,0
2005-06-02,twse,720,707,0,0,0,0
2005-06-03,twse,719,703,0,0,0,0
2005-06-06,twse,718,700,0,0,0,0
2005-06-07,twse,718,702,0,0,0,0
2005-06-08,twse,718,702,0,0,0,0
2005-06-09,twse,718,703,0,0,0,0
2005-06-10,twse,718,703,0,0,0,0
2005-06-13,twse,717,698,0,0,0,0
2005-06-14,twse,717,700,0,0,0,0
2005-06-15,twse,717,698,0,0,0,0
2005-06-16,twse,717,701,0,0,0,0
2005-06-17,twse,717,703,0,0,0,0
2005-06-20,twse,717,702,0,0,0,0
2005-06-21,twse,717,699,0,0,0,0
2005-06-22,twse,717,704,0,0,0,0
2005-06-23,twse,717,705,0,0,0,0
2005-06-24,twse,717,703,0,0,0,0
2005-06-27,twse,718,702,0,0,0,0
2005-06-28,twse,719,704,0,0,0,0
2005-06-29,twse,719,701,0,0,0,0
2005-06-30,twse,719,706,0,0,0,0
2005-07-01,twse,719,705,0,0,0,0
2005-07-04,twse,719,700,0,0,0,0
2005-07-05,twse,716,697,0,0,0,0
2005-07-06,twse,716,702,0,0,0,0
2005-07-07,twse,716,696,0,0,0,0
2005-07-08,twse,716,697,0,0,0,0
2005-07-11,twse,717,696,0,0,0,0
2005-07-12,twse,717,700,0,0,0,0
2005-07-13,twse,717,700,0,0,0,0
2005-07-14,twse,717,701,0,0,0,0
2005-07-15,twse,717,699,0,0,0,0
2005-07-19,twse,717,701,0,0,0,0
2005-07-20,twse,717,701,0,0,0,0
2005-07-21,twse,717,699,0,0,0,0
2005-07-22,twse,717,701,0,0,0,0
2005-07-25,twse,717,699,0,0,0,0
2005-07-26,twse,717,698,0,0,0,0
2005-07-27,twse,717,700,0,0,0,0
2005-07-28,twse,717,697,0,0,0,0
2005-07-29,twse,716,697,0,0,0,0
2005-08-01,twse,716,700,0,0,0,0
2005-08-02,twse,716,700,0,0,0,0
2005-08-03,twse,716,702,0,0,0,0
2005-08-04,twse,717,699,0,0,0,0
2005-08-08,twse,716,695,0,0,0,0
2005-08-09,twse,716,700,0,0,0,0
2005-08-10,twse,717,703,0,0,0,0
2005-08-11,twse,717,699,0,0,0,0
2005-08-12,twse,717,702,0,0,0,0
2005-08-15,twse,717,702,0,0,0,0
2005-08-16,twse,717,700,0,0,0,0
2005-08-17,twse,717,695,0,0,0,0
2005-08-18,twse,717,699,0,0,0,0
2005-08-19,twse,719,697,0,0,0,0
2005-08-22,twse,718,694,0,0,0,0
2005-08-23,twse,718,697,0,0,0,0
2005-08-24,twse,719,701,0,0,0,0
2005-08-25,twse,719,699,0,0,0,0
2005-08-26,twse,719,695,0,0,0,0
2005-08-29,twse,718,696,0,0,0,0
2005-08-30,twse,718,699,0,0,0,0
2005-08-31,twse,718,699,0,0,0,0
2005-09-02,twse,718,700,0,0,0,0
2005-09-05,twse,718,701,0,0,0,0
2005-09-06,twse,718,700,0,0,0,0
2005-09-07,twse,718,698,0,0,0,0
2005-09-08,twse,718,701,0,0,0,0
2005-09-09,twse,718,694,0,0,0,0
2005-09-12,twse,714,690,0,0,0,0
2005-09-13,twse,714,696,0,0,0,0
2005-09-14,twse,715,692,0,0,0,0
2005-09-15,twse,716,696,0,0,0,0
2005-09-16,twse,717,695,0,0,0,0
2005-09-19,twse,717,692,0,0,0,0
2005-09-20,twse,716,692,0,0,0,0
2005-09-21,twse,716,696,0,0,0,0
2005-09-22,twse,715,695,0,0,0,0
2005-09-23,twse,715,694,0,0,0,0
2005-09-26,twse,715,692,0,0,0,0
2005-09-27,twse,715,695,0,0,0,0
2005-09-28,twse,715,690,0,0,0,0
2005-09-29,twse,715,694,0,0,0,0
2005-09-30,twse,715,695,0,0,0,0
2005-10-03,twse,716,699,0,0,0,0
2005-10-04,twse,716,696,0,0,0,0
2005-10-05,twse,716,699,0,0,0,0
2005-10-06,twse,716,697,0,0,0,0
2005-10-07,twse,716,700,0,0,0,0
2005-10-11,twse,716,698,0,0,0,0
2005-10-12,twse,716,695,0,0,0,0
2005-10-13,twse,717,700,0,0,0,0
2005-10-14,twse,716,700,0,0,0,0
2005-10-17,twse,717,697,0,0,0,0
2005-10-18,twse,717,695,0,0,0,0
2005-10-19,twse,716,695,0,0,0,0
2005-10-20,twse,715,693,0,0,0,0
2005-10-21,twse,715,694,0,0,0,0
2005-10-24,twse,715,692,0,0,0,0
2005-10-25,twse,716,688,0,0,0,0
2005-10-26,twse,716,696,0,0,0,0
2005-10-27,twse,716,693,0,0,0,0
2005-10-28,twse,714,690,0,0,0,0
2005-10-31,twse,713,690,0,0,0,0
2005-11-01,twse,713,689,0,0,0,0
2005-11-02,twse,713,690,0,0,0,0
2005-11-03,twse,713,694,0,0,0,0
2005-11-04,twse,713,693,0,0,0,0
2005-11-07,twse,713,697,0,0,0,0
2005-11-08,twse,713,693,0,0,0,0
2005-11-09,twse,715,697,0,0,0,0
2005-11-10,twse,715,695,0,0,0,0
2005-11-11,twse,715,697,0,0,0,0
2005-11-14,twse,715,694,0,0,0,0
2005-11-15,twse,715,696,0,0,0,0
2005-11-16,twse,715,695,0,0,0,0
2005-11-17,twse,715,696,0,0,0,0
2005-11-18,twse,714,700,0,0,0,0
2005-11-21,twse,717,698,0,0,0,0
2005-11-22,twse,717,700,0,0,0,0
2005-11-23,twse,716,699,0,0,0,0
2005-11-24,twse,716,697,0,0,0,0
2005-11-25,twse,714,699,0,0,0,0
2005-11-28,twse,714,701,0,0,0,0
2005-11-29,twse,714,698,0,0,0,0
2005-11-30,twse,713,700,0,0,0,0
2005-12-01,twse,712,695,0,0,0,0
2005-12-02,twse,712,699,0,0,0,0
2005-12-05,twse,713,700,0,0,0,0
2005-12-06,twse,713,697,0,0,0,0
2005-12-07,twse,713,692,0,0,0,0
2005-12-08,twse,713,692,0,0,0,0
2005-12-09,twse,713,698,0,0,0,0
2005-12-12,twse,713,690,0,0,0,0
2005-12-13,twse,713,695,0,0,0,0
2005-12-14,twse,712,698,0,0,0,0
2005-12-15,twse,712,690,0,0,0,0
2005-12-16,twse,712,700,0,0,0,0
2005-12-19,twse,712,697,0,0,0,0
2005-12-20,twse,712,695,0,0,0,0
2005-12-21,twse,713,693,0,0,0,0
2005-12-22,twse,712,694,0,0,0,0
2005-12-23,twse,712,695,0,0,0,0
2005-12-26,twse,714,692,0,0,0,0
2005-12-27,twse,714,698,0,0,0,0
2005-12-28,twse,714,696,0,0,0,0
2005-12-29,twse,715,698,0,0,0,0
2005-12-30,twse,715,700,0,0,0,0
2006-01-02,twse,715,693,0,0,0,0
2006-01-03,twse,715,695,0,0,0,0
2006-01-04,twse,716,699,0,0,0,0
2006-01-05,twse,716,697,0,0,0,0
2006-01-06,twse,716,696,0,0,0,0
2006-01-09,twse,717,700,0,0,0,0
2006-01-10,twse,717,701,0,0,0,0
2006-01-11,twse,717,699,0,0,0,0
2006-01-12,twse,718,698,0,0,0,0
2006-01-13,twse,718,692,0,0,0,0
2006-01-16,twse,720,696,0,0,0,0
2006-01-17,twse,720,704,0,0,0,0
2006-01-18,twse,720,697,0,0,0,0
2006-01-19,twse,719,697,0,0,0,0
2006-01-20,twse,719,696,0,0,0,0
2006-01-23,twse,720,692,0,0,0,0
2006-01-24,twse,720,699,0,0,0,0
2006-01-25,twse,720,699,0,0,0,0
2006-02-03,twse,720,701,0,0,0,0
2006-02-06,twse,720,698,0,0,0,0
2006-02-07,twse,719,700,0,0,0,0
2006-02-08,twse,719,695,0,0,0,0
2006-02-09,twse,718,696,0,0,0,0
2006-02-10,twse,717,693,0,0,0,0
2006-02-13,twse,717,697,0,0,0,0
2006-02-14,twse,717,697,0,0,0,0
2006-02-15,twse,717,694,0,0,0,0
2006-02-16,twse,716,694,0,0,0,0
2006-02-17,twse,716,699,0,0,0,0
2006-02-20,twse,716,700,0,0,0,0
2006-02-21,twse,716,695,0,0,0,0
2006-02-22,twse,716,696,0,0,0,0
2006-02-23,twse,716,698,0,0,0,0
2006-02-24,twse,713,692,0,0,0,0
2006-02-27,twse,713,694,0,0,0,0
2006-03-01,twse,712,698,0,0,0,0
2006-03-02,twse,712,693,0,0,0,0
2006-03-03,twse,712,700,0,0,0,0
2006-03-06,twse,711,696,0,0,0,0
2006-03-07,twse,711,695,0,0,0,0
2006-03-08,twse,711,690,0,0,0,0
2006-03-09,twse,710,690,0,0,0,0
2006-03-10,twse,710,696,0,0,0,0
2006-03-13,twse,710,695,0,0,0,0
2006-03-14,twse,710,693,0,0,0,0
2006-03-15,twse,710,694,0,0,0,0
2006-03-16,twse,710,693,0,0,0,0
2006-03-17,twse,711,692,0,0,0,0
2006-03-20,twse,711,688,0,0,0,0
2006-03-21,twse,711,692,0,0,0,0
2006-03-22,twse,711,693,0,0,0,0
2006-03-23,twse,712,696,0,0,0,0
2006-03-24,twse,712,689,0,0,0,0
2006-03-27,twse,713,696,0,0,0,0
2006-03-28,twse,713,693,0,0,0,0
2006-03-29,twse,713,698,0,0,0,0
2006-03-30,twse,713,695,0,0,0,0
2006-03-31,twse,714,700,0,0,0,0
2006-04-03,twse,713,695,0,0,0,0
2006-04-04,twse,712,696,0,0,0,0
2006-04-06,twse,712,698,0,0,0,0
2006-04-07,twse,714,702,0,0,0,0
2006-04-10,twse,715,701,0,0,0,0
2006-04-11,twse,715,700,0,0,0,0
2006-04-12,twse,716,700,0,0,0,0
2006-04-13,twse,717,708,0,0,0,0
2006-04-14,twse,717,700,0,0,0,0
2006-04-17,twse,717,701,0,0,0,0
2006-04-18,twse,717,704,0,0,0,0
2006-04-19,twse,716,702,0,0,0,0
2006-04-20,twse,716,703,0,0,0,0
2006-04-21,twse,717,703,0,0,0,0
2006-04-24,twse,718,700,0,0,0,0
2006-04-25,twse,718,703,0,0,0,0
2006-04-26,twse,718,705,0,0,0,0
2006-04-27,twse,717,700,0,0,0,0
2006-04-28,twse,717,702,0,0,0,0
2006-05-02,twse,717,699,0,0,0,0
2006-05-03,twse,717,702,0,0,0,0
2006-05-04,twse,717,698,0,0,0,0
2006-05-05,twse,717,698,0,0,0,0
2006-05-08,twse,717,702,0,0,0,0
2006-05-09,twse,717,702,0,0,0,0
2006-05-10,twse,717,701,0,0,0,0
2006-05-11,twse,717,700,0,0,0,0
2006-05-12,twse,716,701,0,0,0,0
2006-05-15,twse,715,702,0,0,0,0
2006-05-16,twse,715,701,0,0,0,0
2006-05-17,twse,716,704,0,0,0,0
2006-05-18,twse,716,703,0,0,0,0
2006-05-19,twse,716,702,0,0,0,0
2006-05-22,twse,716,703,0,0,0,0
2006-05-23,twse,715,701,0,0,0,0
2006-05-24,twse,715,697,0,0,0,0
2006-05-25,twse,715,697,0,0,0,0
2006-05-26,twse,714,696,0,0,0,0
2006-05-29,twse,713,695,0,0,0,0
2006-05-30,twse,713,698,0,0,0,0
2006-06-01,twse,713,699,0,0,0,0
2006-06-02,twse,713,697,0,0,0,0
2006-06-05,twse,713,698,0,0,0,0
2006-06-06,twse,713,699,0,0,0,0
2006-06-07,twse,713,696,0,0,0,0
2006-06-08,twse,713,697,0,0,0,0
2006-06-09,twse,714,695,0,0,0,0
2006-06-12,twse,714,698,0,0,0,0
2006-06-13,twse,714,698,0,0,0,0
2006-06-14,twse,714,693,0,0,0,0
2006-06-15,twse,714,699,0,0,0,0
2006-06-16,twse,714,699,0,0,0,0
2006-06-19,twse,714,698,0,0,0,0
2006-06-20,twse,714,698,0,0,0,0
2006-06-21,twse,714,697,0,0,0,0
2006-06-22,twse,714,699,0,0,0,0
2006-06-23,twse,714,695,0,0,0,0
2006-06-26,twse,713,697,0,0,0,0
2006-06-27,twse,713,697,0,0,0,0
2006-06-28,twse,713,695,0,0,0,0
2006-06-29,twse,713,693,0,0,0,0
2006-06-30,twse,713,696,0,0,0,0
2006-07-03,twse,713,694,0,0,0,0
2006-07-04,twse,713,694,0,0,0,0
2006-07-05,twse,713,692,0,0,0,0
2006-07-06,twse,712,692,0,0,0,0
2006-07-07,twse,712,695,0,0,0,0
2006-07-10,twse,711,694,0,0,0,0
2006-07-11,twse,711,695,0,0,0,0
2006-07-12,twse,711,697,0,0,0,0
2006-07-13,twse,711,697,0,0,0,0
2006-07-14,twse,711,694,0,0,0,0
2006-07-17,twse,711,694,0,0,0,0
2006-07-18,twse,711,694,0,0,0,0
2006-07-19,twse,710,695,0,0,0,0
2006-07-20,twse,710,694,0,0,0,0
2006-07-21,twse,710,695,0,0,0,0
2006-07-24,twse,710,696,0,0,0,0
2006-07-25,twse,710,697,0,0,0,0
2006-07-26,twse,710,691,0,0,0,0
2006-07-27,twse,711,693,0,0,0,0
2006-07-28,twse,710,696,0,0,0,0
2006-07-31,twse,710,695,0,0,0,0
2006-08-01,twse,710,695,0,0,0,0
2006-08-02,twse,710,699,0,0,0,0
2006-08-03,twse,710,694,0,0,0,0
2006-08-04,twse,710,699,0,0,0,0
2006-08-07,twse,710,692,0,0,0,0
2006-08-08,twse,709,697,0,0,0,0
2006-08-09,twse,709,693,0,0,0,0
2006-08-10,twse,708,695,0,0,0,0
2006-08-11,twse,708,694,0,0,0,0
2006-08-14,twse,708,693,0,0,0,0
2006-08-15,twse,708,690,0,0,0,0
2006-08-16,twse,708,692,0,0,0,0
2006-08-17,twse,708,697,0,0,0,0
2006-08-18,twse,709,696,0,0,0,0
2006-08-21,twse,709,695,0,0,0,0
2006-08-22,twse,708,696,0,0,0,0
2006-08-23,twse,708,693,0,0,0,0
