vid,型態,H,年,n,dX̄
S22,圓形底,20,2018,7,-0.0032780304485089634
S22,圓形底,20,2019,40,0.031427698066515665
S22,圓形底,20,2020,15,-0.020229801725208066
S22,圓形底,20,2021,5,-0.04817429510431422
S22,圓形底,20,2022,10,0.007870033643673844
S22,圓形底,20,2023,65,-0.03882363846086824
S22,圓形底,20,2024,23,0.04066410932998396
S22,圓形底,20,2025,23,-0.020362322445626788
S22,圓形底,20,2026,24,0.03242893371161563
S22,圓形底,60,2017,13,-0.13001695836915625
S22,圓形底,60,2018,7,-0.045723092752465215
S22,圓形底,60,2019,39,0.0388553444059446
S22,圓形底,60,2020,15,0.06966996987569131
S22,圓形底,60,2021,5,-0.10273098583347576
S22,圓形底,60,2022,10,-0.0220433922247431
S22,圓形底,60,2023,65,-0.05139641475949204
S22,圓形底,60,2024,23,0.11351568361581249
S22,圓形底,60,2025,23,0.0848831522930186
S22,圓形底,60,2026,19,0.05811768801792601
S22,圓形底,120,2017,13,-0.10719359396973537
S22,圓形底,120,2018,7,-0.08230135151181206
S22,圓形底,120,2019,38,0.03662851837329481
S22,圓形底,120,2020,15,0.16291934197753014
S22,圓形底,120,2021,5,-0.16504099922948107
S22,圓形底,120,2022,10,-0.061110554038280786
S22,圓形底,120,2023,64,-0.026805878273814397
S22,圓形底,120,2024,23,0.2878352614838765
S22,圓形底,120,2025,22,0.24167415189965444
S22,圓形底,120,2026,10,0.20745452771477052
S23,圓形頂_向上,20,2017,5,0.004005334004051007
S23,圓形頂_向上,20,2018,6,0.01176565829148891
S23,圓形頂_向上,20,2020,6,0.010887958284014272
S23,圓形頂_向上,20,2021,9,-0.054462680308132214
S23,圓形頂_向上,20,2022,3,-0.022496374885220577
S23,圓形頂_向上,20,2023,2,-0.04434819052953236
S23,圓形頂_向上,20,2024,12,-0.022953664269052747
S23,圓形頂_向上,20,2025,6,0.041805604471836726
S23,圓形頂_向上,20,2026,3,-0.0007204567164202956
S23,圓形頂_向上,120,2017,5,-0.10966063313888656
S23,圓形頂_向上,120,2018,6,-0.08673084524473751
S23,圓形頂_向上,120,2020,6,0.014121555320594911
S23,圓形頂_向上,120,2021,9,-0.05304029806326505
S23,圓形頂_向上,120,2022,3,0.2271884549114381
S23,圓形頂_向上,120,2023,2,0.48395865860816795
S23,圓形頂_向上,120,2024,12,0.038521315367898955
S23,圓形頂_向上,120,2025,6,-0.09530380748765203
S23,圓形頂_向上,120,2026,1,-0.16809868538386324
S24,圓形頂_向下,20,2017,7,-0.041586031385106026
S24,圓形頂_向下,20,2018,33,-0.019493093571902164
S24,圓形頂_向下,20,2019,3,-0.04710648325262653
S24,圓形頂_向下,20,2020,72,-0.005926938596158656
S24,圓形頂_向下,20,2021,14,-0.021390086470405714
S24,圓形頂_向下,20,2022,32,-0.02630530925518016
S24,圓形頂_向下,20,2023,6,0.04094971241498688
S24,圓形頂_向下,20,2024,27,0.02898620983801801
S24,圓形頂_向下,20,2025,26,-0.07122641219324363
S24,圓形頂_向下,20,2026,8,-0.02413497602832694
S24,圓形頂_向下,60,2017,7,0.03239120728488006
S24,圓形頂_向下,60,2018,32,0.020194492704903477
S24,圓形頂_向下,60,2019,3,-0.029981817832641783
S24,圓形頂_向下,60,2020,72,0.02927795921296906
S24,圓形頂_向下,60,2021,14,0.008594091590629085
S24,圓形頂_向下,60,2022,32,-0.027618499188626217
S24,圓形頂_向下,60,2023,6,0.07767273111778314
S24,圓形頂_向下,60,2024,27,0.032001548580996075
S24,圓形頂_向下,60,2025,26,-0.13956715133510997
S24,圓形頂_向下,60,2026,5,0.08468806449580861
S24,圓形頂_向下,120,2017,7,0.1619758297006408
S24,圓形頂_向下,120,2018,32,0.008450166076156205
S24,圓形頂_向下,120,2019,3,0.12071168819364318
S24,圓形頂_向下,120,2020,72,0.0829717896305454
S24,圓形頂_向下,120,2021,14,-0.009991297189612837
S24,圓形頂_向下,120,2022,32,-0.006857589043711982
S24,圓形頂_向下,120,2023,6,0.19563224488024175
S24,圓形頂_向下,120,2024,27,0.056377898538957055
S24,圓形頂_向下,120,2025,26,-0.12178212257279063
S25,島型頂,20,2017,530,0.007943602227439055
S25,島型頂,20,2018,712,-0.005744006816844628
S25,島型頂,20,2019,749,-0.0008393918878488181
S25,島型頂,20,2020,970,-0.0022362983961975867
S25,島型頂,20,2021,661,-0.0011851649225717194
S25,島型頂,20,2022,743,-0.006764424585215081
S25,島型頂,20,2023,698,0.0045651664918603665
S25,島型頂,20,2024,800,-0.006944611332091391
S25,島型頂,20,2025,667,0.006792847657964575
S25,島型頂,20,2026,482,0.0059590870598652725
S25,島型頂,60,2017,520,0.007529559163522865
S25,島型頂,60,2018,698,-0.003694518089220387
S25,島型頂,60,2019,737,-0.008445911674515475
S25,島型頂,60,2020,957,-0.014396669241263932
S25,島型頂,60,2021,642,0.004189476621480662
S25,島型頂,60,2022,718,-0.006251887455151614
S25,島型頂,60,2023,689,0.012293037644274916
S25,島型頂,60,2024,795,0.005500480013115216
S25,島型頂,60,2025,654,0.0006043661933120501
S25,島型頂,60,2026,316,-0.0529497429719221
S25,島型頂,120,2017,506,0.0010068627041280834
S25,島型頂,120,2018,676,-0.003870495837239076
S25,島型頂,120,2019,723,-0.009995753310369431
S25,島型頂,120,2020,942,0.012956174575780948
S25,島型頂,120,2021,615,-0.008205282610395015
S25,島型頂,120,2022,700,-0.010092361467981748
S25,島型頂,120,2023,678,0.024158064204981396
S25,島型頂,120,2024,785,-0.010995225429720602
S25,島型頂,120,2025,640,-0.004205664739124168
S25,島型頂,120,2026,80,0.0688454291561399
S26,島型底,20,2017,526,-0.008912930388944085
S26,島型底,20,2018,1415,0.0014119423460329371
S26,島型底,20,2019,1042,-0.0026845712083394626
S26,島型底,20,2020,1668,-0.00881124363199372
S26,島型底,20,2021,662,-0.007757517042350851
S26,島型底,20,2022,1218,-0.0038401294596304256
S26,島型底,20,2023,712,-0.004826652685162353
S26,島型底,20,2024,830,-0.0034588854180255878
S26,島型底,20,2025,1990,-0.004145261464659343
S26,島型底,20,2026,585,-0.010633484433416189
S26,島型底,60,2017,499,-0.020150425621455782
S26,島型底,60,2018,1387,0.0037334047144853386
S26,島型底,60,2019,1010,-0.006701389309239579
S26,島型底,60,2020,1647,-0.02218968122543042
S26,島型底,60,2021,643,-0.010204531463280148
S26,島型底,60,2022,1190,0.0008895089286368068
S26,島型底,60,2023,701,-0.01293192188786247
S26,島型底,60,2024,814,-4.354197516028074e-05
S26,島型底,60,2025,1968,0.0038133742866067475
S26,島型底,60,2026,457,-0.034522000966848584
S26,島型底,120,2017,481,-0.0327759180594193
S26,島型底,120,2018,1363,-0.0045948304888223275
S26,島型底,120,2019,986,-0.0066996317680652236
S26,島型底,120,2020,1605,-0.02609396943687196
S26,島型底,120,2021,612,-0.004304317905271135
S26,島型底,120,2022,1151,-0.016295774818621572
S26,島型底,120,2023,690,-0.02665730547721275
S26,島型底,120,2024,800,0.0036296868182383907
S26,島型底,120,2025,1941,0.0020139505143777644
S26,島型底,120,2026,157,-0.06689067379760674
S27,V型反轉,20,2017,15,-0.0027659160975158676
S27,V型反轉,20,2018,48,-0.03708285554272295
S27,V型反轉,20,2019,13,-0.03861891942966454
S27,V型反轉,20,2020,127,-0.04568627392886062
S27,V型反轉,20,2021,20,-0.06908610368247996
S27,V型反轉,20,2022,30,0.014112882615277485
S27,V型反轉,20,2023,8,-0.09092286676426722
S27,V型反轉,20,2024,26,-0.01852054900210821
S27,V型反轉,20,2025,172,-0.018428563504404034
S27,V型反轉,20,2026,19,-0.06892103495125507
S27,V型反轉,60,2017,15,-0.048179658713610046
S27,V型反轉,60,2018,47,-0.10723358352506916
S27,V型反轉,60,2019,12,-0.07555495394767286
S27,V型反轉,60,2020,124,-0.05352029184073734
S27,V型反轉,60,2021,20,-0.015152585602022562
S27,V型反轉,60,2022,28,-0.03807916109680904
S27,V型反轉,60,2023,8,0.01406325905554064
S27,V型反轉,60,2024,26,0.05267265598780358
S27,V型反轉,60,2025,170,-0.01220825330470056
S27,V型反轉,60,2026,12,-0.21491171337648432
S27,V型反轉,120,2017,14,-0.053245949545728956
S27,V型反轉,120,2018,46,-0.14414112722170574
S27,V型反轉,120,2019,9,-0.27578221641022715
S27,V型反轉,120,2020,122,-0.037049334711013154
S27,V型反轉,120,2021,18,0.002889846747689983
S27,V型反轉,120,2022,23,-0.03369467572088542
S27,V型反轉,120,2023,7,0.16517733887322356
S27,V型反轉,120,2024,25,0.33010460786681983
S27,V型反轉,120,2025,168,-0.003831045759914304
S27,V型反轉,120,2026,1,0.09461125784940008
S28,平台整理,20,2017,364,0.019349789556930223
S28,平台整理,20,2018,178,-0.01791202861749896
S28,平台整理,20,2019,486,0.0026250341162504767
S28,平台整理,20,2020,1171,0.009222683998153817
S28,平台整理,20,2021,651,0.010892409256702122
S28,平台整理,20,2022,238,0.0018589664545972835
S28,平台整理,20,2023,673,0.009340527016212763
S28,平台整理,20,2024,542,0.014727934745105442
S28,平台整理,20,2025,464,0.03614034157253031
S28,平台整理,20,2026,244,0.03034371597699721
S28,平台整理,60,2017,358,0.03753042316389908
S28,平台整理,60,2018,176,-0.025092129444677858
S28,平台整理,60,2019,483,0.004107329376163934
S28,平台整理,60,2020,1164,0.03166678498313213
S28,平台整理,60,2021,648,0.021902997048551615
S28,平台整理,60,2022,236,0.01979656675470669
S28,平台整理,60,2023,672,0.0384430475869565
S28,平台整理,60,2024,539,0.011562386475974908
S28,平台整理,60,2025,462,0.06587043026978621
S28,平台整理,60,2026,195,0.19297514310507777
S28,平台整理,120,2017,350,0.025717144091171876
S28,平台整理,120,2018,172,-0.019733840606470415
S28,平台整理,120,2019,480,0.02507950424234653
S28,平台整理,120,2020,1149,0.0596028217672235
S28,平台整理,120,2021,642,0.02260737569798747
S28,平台整理,120,2022,232,0.06660857595667107
S28,平台整理,120,2023,671,0.05525874978827602
S28,平台整理,120,2024,534,0.0024298084101282177
S28,平台整理,120,2025,459,0.18752825510648788
S28,平台整理,120,2026,115,0.20604795900290895
