vid,H,版本,r,n,平均,lo,hi,n_eff,出口,結果
K02,20,不排除,23,390,-0.0028797630618152313,-0.016274504837758313,0.010514978714127848,106,出口③,結果①
K02,20,不排除,24,391,0.0008524429570779228,-0.010759026175066272,0.012463912089222116,105,出口③,結果①
K02,20,不排除,25,389,-0.009702555059110173,-0.02544545817148013,0.006040348053259783,108,出口③,結果①
K02,20,不排除,26,388,-0.00781617219478027,-0.021630315208853293,0.005997970819292755,111,出口③,結果①
K02,20,不排除,27,395,0.006936914697107831,-0.0048020591992564,0.01867588859347206,107,出口③,結果①
K02,20,不排除,28,389,0.0019276567576390084,-0.010980259514933836,0.014835573030211853,109,出口③,結果①
K02,20,不排除,29,393,-0.00945292430561299,-0.027014184401419887,0.00810833579019391,109,出口③,結果①
K02,60,新預設,0,348,-0.027534079543462642,-0.05514291513350083,7.475604657554424e-05,38,出口②,結果①
K02,60,新預設,1,354,0.001465545357753658,-0.02034023273998633,0.023271323455493646,38,出口②,結果①
K02,60,新預設,2,351,-0.015289807878844973,-0.04466461845760408,0.014085002699914138,38,出口②,結果①
K02,60,新預設,3,346,-0.015048692608356772,-0.03772242222497497,0.007625037008261422,38,出口②,結果①
K02,60,新預設,4,352,-0.012129502182927162,-0.03613242570747041,0.01187342134161609,38,出口②,結果①
K02,60,新預設,5,354,0.0040522220084038925,-0.021654159953145225,0.029758603969953012,38,出口②,結果①
K02,60,新預設,6,351,0.0023970070411374277,-0.01686793733857834,0.02166195142085319,38,出口②,結果①
K02,60,新預設,7,351,-0.00355431096585785,-0.025977437132151067,0.018868815200435367,38,出口②,結果①
K02,60,新預設,8,349,-0.017942288887139453,-0.04197098974515268,0.006086411970873777,37,出口②,結果①
K02,60,新預設,9,354,-0.019164567382979076,-0.04384039409322578,0.005511259327267624,38,出口②,結果①
K02,60,新預設,10,351,-0.028698389423941525,-0.056980602999979674,-0.00041617584790337725,38,出口②,結果③
K02,60,新預設,11,356,-0.008621084788331658,-0.03238358844142849,0.015141418864765173,38,出口②,結果①
K02,60,新預設,12,352,0.004633069762382599,-0.012724144000023505,0.0219902835247887,38,出口②,結果①
K02,60,新預設,13,350,-0.0023411268917882897,-0.024863559244152983,0.0201813054605764,38,出口②,結果①
K02,60,新預設,14,356,-0.024112729774590145,-0.05460052354724911,0.006375063998068822,38,出口②,結果①
K02,60,新預設,15,349,-0.02509354727196493,-0.054118825081710294,0.003931730537780433,38,出口②,結果①
K02,60,新預設,16,352,-0.010350467049199959,-0.03720345839973436,0.01650252430133444,38,出口②,結果①
K02,60,新預設,17,355,-0.0005154716284770154,-0.0259121072884187,0.024881164031464665,38,出口②,結果①
K02,60,新預設,18,355,-0.014142082683124918,-0.036638892017735486,0.008354726651485653,38,出口②,結果①
K02,60,新預設,19,350,-0.02604118821974011,-0.05260505342430721,0.000522676984826994,38,出口②,結果①
K02,60,新預設,20,353,-0.021475581981105496,-0.03898400398181645,-0.003967159980394538,38,出口②,結果③
K02,60,新預設,21,351,-0.01633613570664954,-0.037025966833908915,0.004353695420609836,38,出口②,結果①
K02,60,新預設,22,348,-0.022708366650061648,-0.04895852695683385,0.003541793656710559,38,出口②,結果①
K02,60,新預設,23,350,-0.02220821162729141,-0.05617804328981128,0.01176162003522847,38,出口②,結果①
K02,60,新預設,24,352,0.00424479686091287,-0.010538006257138435,0.019027599978964173,38,出口②,結果①
K02,60,新預設,25,351,0.007426306701502431,-0.013079274049344178,0.027931887452349043,38,出口②,結果①
K02,60,新預設,26,354,-0.017090417121118296,-0.046434404781439655,0.012253570539203062,38,出口②,結果①
K02,60,新預設,27,356,-0.018114874435411408,-0.041895886677618385,0.0056661378067955695,38,出口②,結果①
K02,60,新預設,28,352,-0.025254094002755755,-0.058305017747818946,0.007796829742307439,38,出口②,結果①
K02,60,新預設,29,351,0.01161405169856949,-0.008401642491021238,0.03162974588816022,38,出口②,結果①
K02,60,不排除,0,356,0.009065828058750875,-0.01674763547295456,0.034879291590456316,38,出口②,結果①
K02,60,不排除,1,352,0.014649075749031355,-0.009489739059777243,0.03878789055783995,37,出口②,結果①
K02,60,不排除,2,350,-0.00852456654487647,-0.030064835360668826,0.013015702270915886,38,出口②,結果①
K02,60,不排除,3,349,-0.008275076960675597,-0.03226804102490137,0.015717887103550172,38,出口②,結果①
K02,60,不排除,4,351,-0.02337550469652979,-0.0418377151814939,-0.004913294211565684,38,出口②,結果③
K02,60,不排除,5,352,-0.006869269640659925,-0.0318884596018089,0.01814992032048905,38,出口②,結果①
K02,60,不排除,6,350,-0.006643950938047882,-0.036429460947034115,0.023141559070938348,38,出口②,結果①
K02,60,不排除,7,353,-0.003025228878056705,-0.024550166095317877,0.018499708339204467,38,出口②,結果①
K02,60,不排除,8,348,-0.027681679012831344,-0.0504773842027153,-0.004885973822947389,38,出口②,結果③
K02,60,不排除,9,353,-0.005733425992946143,-0.03805251180634743,0.026585659820455146,38,出口②,結果①
K02,60,不排除,10,350,-0.02983203318861808,-0.06349571310382779,0.003831646726591635,38,出口②,結果①
K02,60,不排除,11,354,0.0029456801374851964,-0.014434658128656849,0.02032601840362724,38,出口②,結果①
K02,60,不排除,12,350,-0.018829948534752523,-0.04415039320336647,0.006490496133861427,38,出口②,結果①
K02,60,不排除,13,352,-0.01481552211000735,-0.03917753280938863,0.009546488589373929,38,出口②,結果①
K02,60,不排除,14,352,-0.01243800244271061,-0.03676831811071067,0.01189231322528945,38,出口②,結果①
K02,60,不排除,15,355,-0.015313626166672794,-0.03326317901102775,0.002635926677682164,38,出口②,結果①
K02,60,不排除,16,351,-0.006955508923253515,-0.02769779572747128,0.01378677788096425,38,出口②,結果①
K02,60,不排除,17,355,-0.032403557516892514,-0.0680787898775565,0.0032716748437714646,38,出口②,結果①
K02,60,不排除,18,355,-0.007254704189453195,-0.043996532683420984,0.02948712430451459,38,出口②,結果①
K02,60,不排除,19,353,-0.005919470531544401,-0.027752966178164522,0.015914025115075718,38,出口②,結果①
K02,60,不排除,20,353,-0.035161684729833734,-0.06258514225371592,-0.007738227205951544,38,出口②,結果③
K02,60,不排除,21,357,0.005183041393742586,-0.01525640831111525,0.025622491098600424,38,出口②,結果①
K02,60,不排除,22,355,0.005297953330094222,-0.017635291325759847,0.028231197985948288,38,出口②,結果①
K02,60,不排除,23,352,-0.022110101519303375,-0.055911358466340974,0.011691155427734221,38,出口②,結果①
K02,60,不排除,24,347,-0.014827493963766217,-0.04083958827897209,0.011184600351439658,38,出口②,結果①
K02,60,不排除,25,354,-0.012394349039694396,-0.045684719549443364,0.02089602147005457,38,出口②,結果①
K02,60,不排除,26,348,0.011015507162967583,-0.009221492743487722,0.03125250706942289,38,出口②,結果①
K02,60,不排除,27,356,-0.01613702214140843,-0.043747047325418766,0.011473003042601904,38,出口②,結果①
K02,60,不排除,28,347,-0.016668658232921886,-0.05152957215031313,0.01819225568446936,38,出口②,結果①
K02,60,不排除,29,351,0.004372104623129874,-0.02044800325367254,0.029192212499932285,38,出口②,結果①
K03,20,新預設,0,1447,-0.005588632775244615,-0.010934179021632465,-0.0002430865288567648,113,出口③,結果③
K03,20,新預設,1,1454,-0.0026711344657233092,-0.008699487751804106,0.003357218820357487,113,出口③,結果①
K03,20,新預設,2,1461,0.007184570292124057,0.002108884672221165,0.012260255912026948,113,出口③,結果②
K03,20,新預設,3,1450,-0.0006381239065707019,-0.006553356062407808,0.0052771082492664035,113,出口③,結果①
K03,20,新預設,4,1461,0.0007316573659586968,-0.004664861290659271,0.006128176022576664,113,出口③,結果①
K03,20,新預設,5,1461,0.0036297180549303863,-0.0022146775162795885,0.009474113626140361,113,出口③,結果①
K03,20,新預設,6,1452,0.0009977952644919662,-0.004371190567465027,0.00636678109644896,113,出口③,結果①
K03,20,新預設,7,1451,0.002568424771985107,-0.0031713739760301815,0.008308223520000395,113,出口③,結果①
K03,20,新預設,8,1460,7.631116079350935e-05,-0.005390619319935719,0.005543241641522738,113,出口③,結果①
K03,20,新預設,9,1454,0.004492298210326261,-0.001493299540831012,0.010477895961483534,113,出口③,結果①
K03,20,新預設,10,1463,0.0007710276269442842,-0.004927171795999933,0.0064692270498885015,113,出口③,結果①
K03,20,新預設,11,1446,-0.0011181199931324024,-0.007443061171291314,0.005206821185026509,113,出口③,結果①
K03,20,新預設,12,1459,0.004435629616055558,-0.001467499431918774,0.01033875866402989,113,出口③,結果①
K03,20,新預設,13,1451,-0.0027863633905593297,-0.008531808362753635,0.002959081581634975,113,出口③,結果①
K03,20,新預設,14,1450,-0.002518688675388006,-0.009521376927934495,0.004483999577158483,113,出口③,結果①
K03,20,新預設,15,1459,0.00015336579139903472,-0.005762485113483808,0.006069216696281877,113,出口③,結果①
K03,20,新預設,16,1458,0.000943882480510384,-0.004504732773147579,0.006392497734168347,113,出口③,結果①
K03,20,新預設,17,1456,-0.0010906386556071537,-0.010119166935756181,0.007937889624541875,113,出口③,結果①
K03,20,新預設,18,1459,0.003898475314804486,-0.0022398110704916993,0.010036761700100672,113,出口③,結果①
K03,20,新預設,19,1453,0.00044862859985993984,-0.005771663866503611,0.006668921066223491,113,出口③,結果①
K03,20,新預設,20,1451,0.001220842360665298,-0.005210720160793409,0.007652404882124005,113,出口③,結果①
K03,20,新預設,21,1459,-0.004791676258121741,-0.011722911614982229,0.0021395590987387473,113,出口③,結果①
K03,20,新預設,22,1459,0.003792095140907392,-0.00260009354220649,0.010184283824021274,113,出口③,結果①
K03,20,新預設,23,1469,-0.0023502763380658584,-0.007576492964857183,0.002875940288725466,113,出口③,結果①
K03,20,新預設,24,1453,-0.001329529177318678,-0.0071659073315564975,0.004506848976919141,113,出口③,結果①
K03,20,新預設,25,1456,-0.0010529180034237454,-0.005898002197147327,0.0037921661902998362,113,出口③,結果①
K03,20,新預設,26,1451,0.00019054736795095936,-0.005296186447778927,0.005677281183680847,113,出口③,結果①
