key,date,type,value
2025-03-31_TotalNonoperatingIncomeAndExpense,2025-03-31,TotalNonoperatingIncomeAndExpense,267020000.0
2025-06-30_EPS,2025-06-30,EPS,2.13
2025-06-30_GrossProfit,2025-06-30,GrossProfit,1388391000.0
2025-06-30_IncomeAfterTaxes,2025-06-30,IncomeAfterTaxes,241370000.0
2025-06-30_OperatingExpenses,2025-06-30,OperatingExpenses,792202000.0
2025-06-30_OperatingIncome,2025-06-30,OperatingIncome,596189000.0
2025-06-30_PreTaxIncome,2025-06-30,PreTaxIncome,292209000.0
2025-06-30_Revenue,2025-06-30,Revenue,4775938000.0
2025-06-30_TotalNonoperatingIncomeAndExpense,2025-06-30,TotalNonoperatingIncomeAndExpense,-303980000.0
2025-09-30_EPS,2025-09-30,EPS,12.54
2025-09-30_GrossProfit,2025-09-30,GrossProfit,2641041000.0
2025-09-30_IncomeAfterTaxes,2025-09-30,IncomeAfterTaxes,1417128000.0
2025-09-30_OperatingExpenses,2025-09-30,OperatingExpenses,827383000.0
2025-09-30_OperatingIncome,2025-09-30,OperatingIncome,1813658000.0
2025-09-30_PreTaxIncome,2025-09-30,PreTaxIncome,1932849000.0
2025-09-30_Revenue,2025-09-30,Revenue,7740048000.0
2025-09-30_TotalNonoperatingIncomeAndExpense,2025-09-30,TotalNonoperatingIncomeAndExpense,119191000.0
2025-12-31_EPS,2025-12-31,EPS,10.43
2025-12-31_GrossProfit,2025-12-31,GrossProfit,2449437000.0
2025-12-31_IncomeAfterTaxes,2025-12-31,IncomeAfterTaxes,1179621000.0
2025-12-31_OperatingExpenses,2025-12-31,OperatingExpenses,982939000.0
2025-12-31_OperatingIncome,2025-12-31,OperatingIncome,1466498000.0
2025-12-31_PreTaxIncome,2025-12-31,PreTaxIncome,1601586000.0
2025-12-31_Revenue,2025-12-31,Revenue,7151518000.0
2025-12-31_TotalNonoperatingIncomeAndExpense,2025-12-31,TotalNonoperatingIncomeAndExpense,135088000.0
2026-03-31_EPS,2026-03-31,EPS,7.9
2026-03-31_GrossProfit,2026-03-31,GrossProfit,2060873000.0
2026-03-31_IncomeAfterTaxes,2026-03-31,IncomeAfterTaxes,891419000.0
2026-03-31_OperatingExpenses,2026-03-31,OperatingExpenses,860267000.0
2026-03-31_OperatingIncome,2026-03-31,OperatingIncome,1200606000.0
2026-03-31_PreTaxIncome,2026-03-31,PreTaxIncome,1239328000.0
2026-03-31_Revenue,2026-03-31,Revenue,6140741000.0
2026-03-31_TotalNonoperatingIncomeAndExpense,2026-03-31,TotalNonoperatingIncomeAndExpense,38722000.0
2026-06-30_EPS,2026-06-30,EPS,6.09
2026-06-30_GrossProfit,2026-06-30,GrossProfit,1884261000.0
2026-06-30_IncomeAfterTaxes,2026-06-30,IncomeAfterTaxes,693867000.0
2026-06-30_OperatingExpenses,2026-06-30,OperatingExpenses,924603000.0
2026-06-30_OperatingIncome,2026-06-30,OperatingIncome,959658000.0
2026-06-30_PreTaxIncome,2026-06-30,PreTaxIncome,817600000.0
2026-06-30_Revenue,2026-06-30,Revenue,5682376000.0
2026-06-30_TotalNonoperatingIncomeAndExpense,2026-06-30,TotalNonoperatingIncomeAndExpense,-142058000.0
