date,per,pbr,dividend_yield
2025-09-02,31.02,12.42,1.05
2025-09-03,30.6,12.25,1.06
2025-09-04,30.57,12.24,1.06
2025-09-05,30.86,12.36,1.05
2025-09-08,31.51,12.62,1.03
2025-09-09,31.42,12.58,1.03
2025-09-10,32.0,12.82,1.01
2025-09-11,33.51,13.42,0.97
2025-09-12,34.32,13.75,0.95
2025-09-15,34.16,13.68,0.95
2025-09-16,34.0,13.62,0.95
2025-09-17,32.85,13.16,0.99
2025-09-18,34.49,13.81,0.94
2025-09-19,34.0,13.62,0.95
2025-09-22,33.18,13.29,0.98
2025-09-23,33.18,13.29,0.98
2025-09-24,32.49,13.01,1.0
2025-09-25,31.38,12.57,1.03
2025-09-26,30.76,12.32,1.06
2025-09-30,32.07,12.84,1.01
2025-10-01,33.51,13.42,0.97
2025-10-02,35.96,14.4,0.9
2025-10-03,38.08,15.25,0.85
2025-10-07,37.59,15.06,0.86
2025-10-08,37.43,14.99,0.87
2025-10-09,38.25,15.32,0.85
2025-10-13,37.92,15.19,0.86
2025-10-14,37.76,15.12,0.86
2025-10-15,39.88,15.97,0.81
2025-10-16,39.07,15.65,0.83
2025-10-17,37.59,15.06,0.86
2025-10-20,37.27,14.93,0.87
2025-10-21,37.76,15.12,0.86
2025-10-22,38.41,15.38,0.85
2025-10-23,38.25,15.32,0.85
2025-10-27,38.9,15.58,0.83
2025-10-28,42.5,17.02,0.76
2025-10-29,43.48,17.41,0.75
2025-10-30,46.09,18.46,0.7
2025-10-31,46.58,18.66,0.7
2025-11-03,48.87,19.57,0.66
2025-11-04,46.91,18.79,0.69
2025-11-05,47.24,18.92,0.69
2025-11-06,48.87,19.57,0.66
2025-11-07,47.89,19.18,0.68
2025-11-10,50.67,20.29,0.64
2025-11-11,50.34,20.16,0.64
2025-11-12,39.49,16.13,0.66
2025-11-13,39.23,16.02,0.66
2025-11-14,37.26,15.22,0.7
2025-11-17,37.26,15.22,0.7
2025-11-18,35.95,14.68,0.72
2025-11-19,35.16,14.36,0.74
2025-11-20,35.03,14.31,0.74
2025-11-21,32.54,13.29,0.8
2025-11-24,32.67,13.34,0.8
2025-11-25,34.51,14.09,0.76
2025-11-26,36.34,14.84,0.72
2025-11-27,36.6,14.95,0.71
2025-11-28,36.08,14.73,0.72
2025-12-01,35.16,14.36,0.74
2025-12-02,34.51,14.09,0.76
2025-12-03,35.55,14.52,0.73
2025-12-04,34.77,14.2,0.75
2025-12-05,36.34,14.84,0.72
2025-12-08,36.34,14.84,0.72
2025-12-09,37.0,15.11,0.7
2025-12-10,37.39,15.27,0.7
2025-12-11,37.52,15.32,0.69
2025-12-12,37.39,15.27,0.7
2025-12-15,36.21,14.79,0.72
2025-12-16,35.29,14.41,0.74
2025-12-17,35.16,14.36,0.74
2025-12-18,35.69,14.57,0.73
2025-12-19,38.05,15.54,0.68
2025-12-22,38.7,15.81,0.67
2025-12-23,39.62,16.18,0.66
2025-12-24,39.36,16.07,0.66
2025-12-26,39.88,16.29,0.65
2025-12-29,40.54,16.56,0.64
2025-12-30,40.15,16.4,0.65
2025-12-31,39.62,16.18,0.66
2026-01-02,38.18,15.59,0.68
2026-01-05,38.05,15.54,0.68
2026-01-06,37.39,15.27,0.7
2026-01-07,36.08,14.73,0.72
2026-01-08,35.55,14.52,0.73
2026-01-09,36.08,14.73,0.72
2026-01-12,35.55,14.52,0.73
2026-01-13,35.29,14.41,0.74
2026-01-14,37.26,15.22,0.7
2026-01-15,36.21,14.79,0.72
2026-01-16,35.69,14.57,0.73
2026-01-19,33.59,13.72,0.78
2026-01-20,33.98,13.88,0.77
2026-01-21,33.59,13.72,0.78
2026-01-22,35.55,14.52,0.73
2026-01-23,36.08,14.73,0.72
2026-01-26,35.95,14.68,0.72
2026-01-27,37.26,15.22,0.7
2026-01-28,38.44,15.7,0.68
2026-01-29,39.23,16.02,0.66
2026-01-30,38.31,15.65,0.68
2026-02-02,39.1,15.97,0.67
2026-02-03,42.9,17.52,0.61
2026-02-04,43.95,17.95,0.59
2026-02-05,42.77,17.47,0.61
2026-02-06,41.85,17.09,0.62
2026-02-09,41.98,17.15,0.62
2026-02-10,42.51,17.36,0.61
2026-02-11,42.11,17.2,0.62
2026-02-23,39.88,16.29,0.65
2026-02-24,40.67,16.61,0.64
2026-02-25,43.95,17.95,0.59
2026-02-26,46.31,18.91,0.56
2026-03-02,46.31,18.91,0.56
2026-03-03,47.1,19.23,0.55
2026-03-04,45.92,18.75,0.57
2026-03-05,47.76,19.5,0.55
2026-03-06,48.41,19.77,0.54
2026-03-09,43.69,17.84,0.6
2026-03-10,44.48,18.16,0.59
2026-03-11,48.81,19.93,0.53
2026-03-12,38.33,16.49,0.53
2026-03-13,38.12,16.4,1.13
2026-03-16,37.41,16.09,1.15
2026-03-17,38.94,16.75,1.1
2026-03-18,37.82,16.27,1.14
2026-03-19,41.19,17.72,1.04
2026-03-20,41.91,18.03,1.02
2026-03-23,40.78,17.54,1.05
2026-03-24,39.76,17.1,1.08
2026-03-25,42.93,18.46,1.0
2026-03-26,46.5,20.0,0.92
2026-03-27,44.87,19.3,0.96
2026-03-30,43.64,18.77,0.98
2026-03-31,40.68,17.5,1.06
2026-04-01,43.13,18.55,1.0
2026-04-02,42.31,18.2,1.01
2026-04-07,41.5,17.85,1.03
2026-04-08,45.58,19.61,0.94
2026-04-09,45.69,19.65,0.94
2026-04-10,46.3,19.92,0.93
2026-04-13,44.97,19.34,0.95
2026-04-14,47.22,20.31,0.91
2026-04-15,47.53,20.44,0.9
2026-04-16,49.88,21.45,0.86
2026-04-17,49.06,21.1,0.88
2026-04-20,50.9,21.89,0.84
2026-04-21,52.43,22.55,0.82
2026-04-22,55.09,23.7,0.78
2026-04-23,54.78,23.56,0.78
2026-04-24,60.2,25.89,0.71
2026-04-27,57.95,24.93,0.74
2026-04-28,56.83,24.44,0.76
2026-04-29,57.95,24.93,0.74
2026-04-30,57.95,24.93,0.74
2026-05-04,58.97,25.37,0.73
2026-05-05,55.29,23.78,0.78
2026-05-06,49.78,21.41,0.86
2026-05-07,49.37,21.23,0.87
2026-05-08,49.98,21.5,0.86
2026-05-11,52.23,22.47,0.82
2026-05-12,51.51,22.16,0.83
2026-05-13,52.84,22.73,0.81
2026-05-14,41.98,22.21,0.82
2026-05-15,40.34,21.34,0.86
2026-05-18,39.6,20.95,0.87
2026-05-19,39.27,20.77,0.88
2026-05-20,38.45,20.34,0.9
2026-05-21,41.0,21.68,0.84
2026-05-22,41.82,22.12,0.83
2026-05-25,42.31,22.38,0.82
2026-05-26,44.77,23.68,0.77
2026-05-27,44.36,23.47,0.78
2026-05-28,42.39,22.42,0.81
2026-05-29,43.79,23.16,0.79
2026-06-01,45.76,24.2,0.75
2026-06-02,44.36,23.47,0.78
2026-06-03,46.91,24.81,0.74
2026-06-04,44.53,23.55,0.77
2026-06-05,42.72,22.6,0.81
2026-06-08,42.23,22.34,0.82
2026-06-09,41.82,22.12,0.83
2026-06-10,38.78,20.51,0.89
2026-06-11,38.37,20.29,0.9
2026-06-12,39.52,20.9,0.87
2026-06-15,39.6,20.95,0.87
2026-06-16,38.94,20.6,0.89
2026-06-17,38.86,20.55,0.89
2026-06-18,39.43,20.86,0.88
2026-06-22,39.76,21.03,0.87
2026-06-23,39.85,21.08,0.87
2026-06-24,41.57,21.99,0.83
2026-06-25,41.16,21.77,0.84
2026-06-26,37.05,19.6,0.93
2026-06-29,37.79,19.99,0.91
2026-06-30,41.49,21.95,0.83
2026-07-01,43.05,22.77,0.8
2026-07-02,45.02,23.81,0.77
2026-07-03,45.35,23.99,0.76
2026-07-06,43.87,23.21,0.79
2026-07-07,40.26,21.29,0.86
2026-07-08,38.2,20.21,0.9
2026-07-09,38.61,20.42,0.89
2026-07-13,36.56,19.34,0.94
2026-07-14,34.83,18.43,0.99
2026-07-15,35.57,18.82,0.97
2026-07-16,36.56,19.34,0.94
2026-07-17,36.15,19.12,0.95
2026-07-20,35.08,18.56,0.98
2026-07-21,38.12,20.16,0.91
2026-07-22,37.22,19.69,0.93
2026-07-23,40.09,21.21,0.86
2026-07-24,39.11,20.68,0.88
2026-07-27,39.43,20.86,0.88
2026-07-28,36.81,19.47,0.94
2026-07-29,34.42,18.21,1.0
2026-07-30,34.67,18.34,1.0
2026-07-31,38.12,20.16,0.91
2026-08-03,41.9,22.16,0.82
2026-08-04,42.72,22.6,0.81
2026-08-05,44.86,23.73,0.77
2026-08-06,48.31,25.55,0.71
2026-08-07,45.76,24.2,0.75
2026-08-10,45.43,24.03,0.76
2026-08-11,45.35,23.99,0.76
2026-08-12,38.79,20.7,0.72
2026-08-13,42.66,22.76,0.66
2026-08-14,43.12,23.01,0.65
2026-08-17,41.99,22.41,0.66
2026-08-18,40.46,21.59,0.69
2026-08-19,41.26,22.02,0.67
2026-08-20,39.79,21.23,0.7
2026-08-21,38.19,20.38,0.73
2026-08-24,38.06,20.31,0.73
2026-08-25,39.32,20.99,0.71
2026-08-26,42.06,22.44,0.66
2026-08-27,44.52,23.76,0.63
2026-08-28,44.79,23.9,0.62
2026-08-31,45.65,24.37,0.61
2026-09-01,45.45,24.26,0.61
2026-09-02,44.12,23.55,0.63
2026-09-03,43.99,23.48,0.63
