date,foreign,trust,dealer,total
2026-04-14,-223675,273000,-22389,26936
2026-04-15,-166611,-15000,29192,-152419
2026-04-16,-235577,23000,-23220,-235797
2026-04-17,309245,28000,9593,346838
2026-04-20,-720310,170000,3729,-546581
2026-04-21,15538,218000,4326,237864
2026-04-22,-118608,-44000,-20413,-183021
2026-04-23,-25100,226000,-37718,163182
2026-04-24,63755,-260000,16116,-180129
2026-04-27,170041,-20000,-51326,98715
2026-04-28,105100,-2000,31744,134844
2026-04-29,-841500,346000,83638,-411862
2026-04-30,162536,538000,4151,704687
2026-05-04,-660665,34001,24868,-601796
2026-05-05,-435214,14000,1926,-419288
2026-05-06,1026254,-485000,-188594,352660
2026-05-07,92186,-334000,15559,-226255
2026-05-08,754806,-22401,36918,769323
2026-05-11,-425980,286000,19739,-120241
2026-05-12,-681950,520000,-2517,-164467
2026-05-13,-32683,-192000,-5681,-230364
2026-05-14,-276481,347000,15424,85943
2026-05-15,-143430,216000,-39218,33352
2026-05-18,319853,68000,15572,403425
2026-05-19,284044,-9000,-30104,244940
2026-05-20,-376018,-20000,-9164,-405182
2026-05-21,-113089,281000,19702,187613
2026-05-22,695846,37000,40174,773020
2026-05-25,-820779,13000,-30596,-838375
2026-05-26,719272,326800,83715,1129787
2026-05-27,-263185,-122000,-46728,-431913
2026-05-28,-377959,-286000,-50557,-714516
2026-05-29,-126270,1000,-3081,-128351
2026-06-01,139590,-328000,-45533,-233943
2026-06-02,-305959,5600,-10994,-311353
2026-06-03,499793,-30500,28973,498266
2026-06-04,780150,95000,35512,910662
2026-06-05,-335095,374000,77203,116108
2026-06-08,1286755,321000,-32264,1575491
2026-06-09,262955,562000,107680,932635
2026-06-10,-120439,474000,-134108,219453
2026-06-11,259862,193000,68957,521819
2026-06-12,-665104,50000,-5673,-620777
2026-06-15,80628,53000,27893,161521
2026-06-16,299183,141600,117944,558727
2026-06-17,24059,619745,-100990,542814
2026-06-18,35473,1175000,-107040,1103433
2026-06-22,481707,-582000,23333,-76960
2026-06-23,494228,-600700,-16217,-122689
2026-06-24,-127705,-85117,20484,-192338
2026-06-25,16770,-1000,-13399,2371
2026-06-26,419907,-362000,40000,97907
2026-06-29,252907,-57274,-20072,175561
2026-06-30,147953,-41019,-7089,99845
2026-07-01,177668,-12008,2783,168443
2026-07-02,-299155,-226000,2266,-522889
2026-07-03,156312,-488015,58942,-272761
2026-07-06,182759,-169015,19044,32788
2026-07-07,53403,-31952,-79000,-57549
2026-07-08,261781,25000,-18458,268323
2026-07-09,-168666,-103052,-60330,-332048
2026-07-13,-217845,26967,2786,-188092
2026-07-14,336467,-121000,-70791,144676
2026-07-15,-169943,34955,56181,-78807
2026-07-16,184002,-86022,43587,141567
2026-07-17,-375333,28955,75335,-271043
2026-07-20,39779,-39000,82511,83290
2026-07-21,-76485,-302000,-6979,-385464
2026-07-22,-95418,150978,55860,111420
2026-07-23,-736227,283976,-18834,-471085
2026-07-24,-158774,7000,21428,-130346
2026-07-27,266349,-268000,-7690,-9341
2026-07-28,458688,-549000,-10068,-100380
2026-07-29,1058954,-287000,59734,831688
2026-07-30,-78711,10901,20944,-46866
2026-07-31,-232063,0,0,-232063
2026-08-03,160000,-99,17024,176925
2026-08-04,-1041,584000,-301127,281832
2026-08-05,-1808883,915932,-32877,-925828
2026-08-06,-710298,121000,52470,-536828
2026-08-07,-447759,258000,-18730,-208489
2026-08-10,-717699,204977,-2845,-515567
2026-08-11,-281426,127860,-3544,-157110
2026-08-12,-860197,267000,42512,-550685
2026-08-13,-688146,418000,12021,-258125
2026-08-14,-1474791,2204000,-70658,658551
2026-08-17,-723549,326000,33885,-363664
2026-08-18,-177078,106000,23810,-47268
2026-08-19,-40584,175000,-22869,111547
2026-08-20,-291645,423500,14255,146110
2026-08-21,-113362,103000,-779,-11141
2026-08-24,-861697,508000,92013,-261684
2026-08-25,-1179659,563905,28649,-587105
2026-08-26,-798163,47968,59006,-691189
2026-08-27,-1479843,766000,115501,-598342
2026-08-28,-716399,28000,11137,-677262
2026-08-31,-559539,-1000,-72422,-632961
2026-09-01,-542130,36000,31663,-474467
2026-09-02,-256134,188000,16600,-51534
2026-09-03,-550026,138000,-17447,-429473
