key,date,type,value
2025-06-30_Revenue,2025-06-30,Revenue,9143997000.0
2025-06-30_TotalNonoperatingIncomeAndExpense,2025-06-30,TotalNonoperatingIncomeAndExpense,449351000.0
2025-09-30_EPS,2025-09-30,EPS,16.4
2025-09-30_GrossProfit,2025-09-30,GrossProfit,1840917000.0
2025-09-30_IncomeAfterTaxes,2025-09-30,IncomeAfterTaxes,1326149000.0
2025-09-30_OperatingExpenses,2025-09-30,OperatingExpenses,683677000.0
2025-09-30_OperatingIncome,2025-09-30,OperatingIncome,1157240000.0
2025-09-30_PreTaxIncome,2025-09-30,PreTaxIncome,1590727000.0
2025-09-30_Revenue,2025-09-30,Revenue,6569860000.0
2025-09-30_TotalNonoperatingIncomeAndExpense,2025-09-30,TotalNonoperatingIncomeAndExpense,433487000.0
2025-12-31_EPS,2025-12-31,EPS,18.29
2025-12-31_GrossProfit,2025-12-31,GrossProfit,1997495000.0
2025-12-31_IncomeAfterTaxes,2025-12-31,IncomeAfterTaxes,1486792000.0
2025-12-31_OperatingExpenses,2025-12-31,OperatingExpenses,782443000.0
2025-12-31_OperatingIncome,2025-12-31,OperatingIncome,1215052000.0
2025-12-31_PreTaxIncome,2025-12-31,PreTaxIncome,1736665000.0
2025-12-31_Revenue,2025-12-31,Revenue,4727380000.0
2025-12-31_TotalNonoperatingIncomeAndExpense,2025-12-31,TotalNonoperatingIncomeAndExpense,521613000.0
2026-03-31_EPS,2026-03-31,EPS,17.55
2026-03-31_GrossProfit,2026-03-31,GrossProfit,2100852000.0
2026-03-31_IncomeAfterTaxes,2026-03-31,IncomeAfterTaxes,1427116000.0
2026-03-31_OperatingExpenses,2026-03-31,OperatingExpenses,733243000.0
2026-03-31_OperatingIncome,2026-03-31,OperatingIncome,1367609000.0
2026-03-31_PreTaxIncome,2026-03-31,PreTaxIncome,1784038000.0
2026-03-31_Revenue,2026-03-31,Revenue,4186855000.0
2026-03-31_TotalNonoperatingIncomeAndExpense,2026-03-31,TotalNonoperatingIncomeAndExpense,416429000.0
2026-06-30_EPS,2026-06-30,EPS,20.01
2026-06-30_GrossProfit,2026-06-30,GrossProfit,2662021000.0
2026-06-30_IncomeAfterTaxes,2026-06-30,IncomeAfterTaxes,1637941000.0
2026-06-30_OperatingExpenses,2026-06-30,OperatingExpenses,1015340000.0
2026-06-30_OperatingIncome,2026-06-30,OperatingIncome,1646681000.0
2026-06-30_PreTaxIncome,2026-06-30,PreTaxIncome,2034914000.0
2026-06-30_Revenue,2026-06-30,Revenue,7639767000.0
2026-06-30_TotalNonoperatingIncomeAndExpense,2026-06-30,TotalNonoperatingIncomeAndExpense,388233000.0
