key,date,type,value
2025-12-31_Revenue,2025-12-31,Revenue,12399649000.0
2025-12-31_TotalNonoperatingIncomeAndExpense,2025-12-31,TotalNonoperatingIncomeAndExpense,99293000.0
2026-03-31_EPS,2026-03-31,EPS,12.28
2026-03-31_GrossProfit,2026-03-31,GrossProfit,3113307000.0
2026-03-31_IncomeAfterTaxes,2026-03-31,IncomeAfterTaxes,1646240000.0
2026-03-31_OperatingExpenses,2026-03-31,OperatingExpenses,1289129000.0
2026-03-31_OperatingIncome,2026-03-31,OperatingIncome,1824178000.0
2026-03-31_PreTaxIncome,2026-03-31,PreTaxIncome,1924721000.0
2026-03-31_Revenue,2026-03-31,Revenue,11447812000.0
2026-03-31_TotalNonoperatingIncomeAndExpense,2026-03-31,TotalNonoperatingIncomeAndExpense,100543000.0
2026-06-30_EPS,2026-06-30,EPS,11.61
2026-06-30_GrossProfit,2026-06-30,GrossProfit,2994017000.0
2026-06-30_IncomeAfterTaxes,2026-06-30,IncomeAfterTaxes,1555257000.0
2026-06-30_OperatingExpenses,2026-06-30,OperatingExpenses,1317671000.0
2026-06-30_OperatingIncome,2026-06-30,OperatingIncome,1676346000.0
2026-06-30_PreTaxIncome,2026-06-30,PreTaxIncome,1755972000.0
2026-06-30_Revenue,2026-06-30,Revenue,13896557000.0
2026-06-30_TotalNonoperatingIncomeAndExpense,2026-06-30,TotalNonoperatingIncomeAndExpense,79626000.0
