arm,seed,cagr,mdd,slot,m,ca,ma,cb,mb,maxw,first,end,expo,kind_混合型,kind_單日暴跌型
base,99047,0.19554603755656919,-0.48161222926852815,0.8871002592912706,138,0.24450796859329937,-0.4232972844501195,0.16401216928421603,-0.48161222926852815,0.4510560997816175,523,2837,0.8811189205687655,2.0,1.0
base,99048,0.1470729944749829,-0.48879368649025984,0.8871002592912706,138,0.23822500418268544,-0.388161480927261,0.08544335012881898,-0.48879368649025984,0.4209485481901855,523,2837,0.8724500491804189,3.0,
base,99049,0.3386491839038499,-0.42418379406253537,0.8871002592912706,138,0.27135597961350366,-0.42418379406253537,0.3805932682344124,-0.3559468086012132,0.41466512682457196,523,2837,0.8688235277244357,4.0,1.0
base,99050,0.329568303242739,-0.4256387146671284,0.8871002592912706,138,0.19742721722976375,-0.4256387146671284,0.42711586555375014,-0.33987414095829505,0.3109468139081696,523,2837,0.8688462490607822,1.0,1.0
base,99051,0.25156656731780114,-0.4397120391175644,0.8871002592912706,138,0.2544272598673738,-0.4397120391175644,0.2436390210649626,-0.36553306227447596,0.3069131657304764,523,2837,0.8751721904467554,4.0,
base,99052,0.1900790106697816,-0.34933712206102674,0.8871002592912706,138,0.2606803731150027,-0.34933712206102674,0.14309470548678616,-0.3277087940611863,0.4420628101287448,523,2837,0.8717321093343312,3.0,2.0
base,99053,0.3347569418397154,-0.43122404053547625,0.8871002592912706,138,0.5798180909781976,-0.392327123026151,0.1845093234380808,-0.43122404053547625,0.35899891430249575,523,2837,0.8734139851882027,4.0,
base,99054,0.14450373823263774,-0.4552347573289681,0.8871002592912706,138,0.2508156519073139,-0.3458180325746625,0.0764632525381852,-0.4552347573289681,0.3234755678637463,523,2837,0.8772360327580606,3.0,1.0
base,99055,0.28190876766895356,-0.4342774761157263,0.8871002592912706,138,0.3009323360685452,-0.3819947571738077,0.26260747261827233,-0.4342774761157263,0.5467559746373644,523,2837,0.8682555291139409,4.0,2.0
base,99056,0.28267696873527814,-0.3811576216477433,0.8871002592912706,138,0.259933836958693,-0.3031412687434934,0.29793875434859474,-0.3811576216477433,0.47800323353827007,523,2837,0.878466414681186,3.0,2.0
base,99057,0.32313110234941456,-0.3872953551504875,0.8871002592912706,138,0.3988463404287024,-0.3872953551504875,0.27118330833253323,-0.38406055918803705,0.3959582580169027,523,2837,0.8716542286670679,5.0,
base,99058,0.29410616711479576,-0.556940811544652,0.8871002592912706,138,0.28439741368634297,-0.30200887565626633,0.2983686307040849,-0.556940811544652,0.38406179181024547,523,2837,0.8803474741666554,3.0,1.0
base,99059,0.2914692013574516,-0.42598811186416985,0.8871002592912706,138,0.3849343633234321,-0.3797551291947458,0.2305478338639393,-0.42598811186416985,0.3970881035611434,523,2837,0.867420960752685,4.0,1.0
base,99060,0.28203034091525114,-0.38514589794604254,0.8871002592912706,138,0.3160835527114032,-0.3705572159666956,0.2598102987406079,-0.38514589794604254,0.43035097501573466,523,2837,0.8784618375539301,3.0,1.0
base,99061,0.31421605678875686,-0.3891570626411728,0.8871002592912706,138,0.3381984686600441,-0.2760709084849575,0.2944710196057183,-0.3891570626411728,0.3284336506614975,523,2837,0.8639411611157504,4.0,1.0
base,99062,0.33738428159484646,-0.43602852936829556,0.8871002592912706,138,0.19385900866990302,-0.3989934977507965,0.44852257117330985,-0.43602852936829556,0.3961877707255881,523,2837,0.8736426690583649,4.0,
base,99063,0.2162832816782232,-0.46829162608349584,0.8871002592912706,138,0.3082749379665455,-0.35240613912077745,0.15236214362706813,-0.46829162608349584,0.3400694042313754,523,2837,0.8700189871837875,4.0,
base,99064,0.2491587613161259,-0.5016032220893786,0.8871002592912706,138,0.27677870327765985,-0.3960369609498497,0.22673981339317972,-0.5016032220893786,0.3622493336016427,523,2837,0.8743289993988924,5.0,
base,99065,0.17934836915830865,-0.4094540285235142,0.8871002592912706,138,0.2698178491994665,-0.40025869589461593,0.11924256812760592,-0.4094540285235142,0.3191160286387773,523,2837,0.8692046087664594,4.0,1.0
base,99066,0.2658512895265861,-0.40639558135633225,0.8871002592912706,138,0.309476428871696,-0.35150438317001365,0.23811324176717896,-0.40639558135633225,0.34357511973823657,523,2837,0.8744548862456325,4.0,
base,99067,0.2548494680395177,-0.3948310885299392,0.8871002592912706,138,0.19916524207301212,-0.3699076200402033,0.2959062336819578,-0.3948310885299392,0.4391200561547852,523,2837,0.8734549225586462,5.0,
base,99068,0.2377267529244862,-0.3810815389476818,0.8871002592912706,138,0.18034912635516553,-0.3476023432990261,0.2787289435194693,-0.3810815389476818,0.3118594753662842,523,2837,0.875894945018921,5.0,
base,99069,0.2447300096435645,-0.31346831682291665,0.8871002592912706,138,0.27946515274166606,-0.31346831682291665,0.2183510591280926,-0.2782684451545642,0.3113964279466489,523,2837,0.8705797999917805,3.0,1.0
base,99070,0.3710413713427787,-0.45555728574751153,0.8871002592912706,138,0.2460110416700978,-0.45555728574751153,0.46513228434202336,-0.3560531578260955,0.40932805065857697,523,2837,0.8724875274640179,4.0,1.0
base,99071,0.1842833386369902,-0.4157479934639776,0.8871002592912706,138,0.19470331446339406,-0.4157479934639776,0.1730490380250682,-0.35739442302390484,0.3448589332729555,523,2837,0.8733160633967936,5.0,1.0
base,99072,0.25819846488514453,-0.4236275019262937,0.8871002592912706,138,0.1571104689170093,-0.38146577647049895,0.33519155072879037,-0.4236275019262937,0.32668146646824137,523,2837,0.8698832250630476,4.0,
base,99073,0.12129992454018046,-0.45808083433269486,0.8871002592912706,138,0.27519531129044217,-0.37764153752690055,0.02442698123181275,-0.45808083433269486,0.2629079059319509,523,2837,0.871373703021756,4.0,1.0
base,99074,0.3581619003748353,-0.3820258324914715,0.8871002592912706,138,0.25603705073641425,-0.3820258324914715,0.43294567214771207,-0.27276924940192654,0.4654928370612516,523,2837,0.8754353405930247,4.0,1.0
base,99075,0.21550171786133987,-0.41133236134299095,0.8871002592912706,138,0.23163370726725474,-0.3507207093765838,0.20186267885274667,-0.41133236134299095,0.34027522673718014,523,2837,0.8736836797169929,5.0,
base,99076,0.34617685316173397,-0.37367745813258396,0.8871002592912706,138,0.19833681037652862,-0.37367745813258396,0.45599067788222736,-0.3683712446522308,0.33013090893296554,523,2837,0.8767560853278038,3.0,2.0
base,99077,0.40971092246848206,-0.4103405519554501,0.8871002592912706,138,0.3638336925175838,-0.4103405519554501,0.44398705230502666,-0.40002675076222965,0.3834083234595969,523,2837,0.8792210865022714,2.0,
base,99078,0.27496885325074083,-0.49124739480859436,0.8871002592912706,138,0.28596101721409095,-0.49124739480859436,0.2611570163008985,-0.43172030931503463,0.5342959935795999,523,2837,0.8612425450835948,4.0,
base,99079,0.2697184613550685,-0.4432061105951075,0.8871002592912706,138,0.2745894220994418,-0.44189506671061946,0.2616692518637245,-0.4432061105951075,0.33650842254584296,523,2837,0.8736947244392108,3.0,
base,99080,0.23563788340383995,-0.45419504182652826,0.8871002592912706,138,0.2598065423071012,-0.3593838243091087,0.21516961323894668,-0.45419504182652826,0.3486043660917855,523,2837,0.8773379707265675,4.0,
base,99081,0.33380160198404263,-0.4348387622890718,0.8871002592912706,138,0.2996353410887198,-0.4212140847683261,0.3563417816471983,-0.4348387622890718,0.3829935928636676,523,2837,0.8788777361267842,2.0,2.0
base,99082,0.3070212707149629,-0.44379526343603054,0.8871002592912706,138,0.3710015256414394,-0.40273501431556463,0.26589276128296,-0.44379526343603054,0.3264510200053844,523,2837,0.8706215279091511,4.0,
base,99083,0.3116992621583161,-0.39446699559741155,0.8871002592912706,138,0.270255886784474,-0.39446699559741155,0.3338835936081308,-0.322676982651754,0.32937663520059474,523,2837,0.8760397096623523,2.0,1.0
base,99084,0.26449474891548763,-0.4342068137468029,0.8871002592912706,138,0.28784007152486213,-0.4342068137468029,0.24718820237605632,-0.3592311773168175,0.41900600970374197,523,2837,0.8734476966372537,3.0,1.0
base,99085,0.244389208290954,-0.4686829624652791,0.8871002592912706,138,0.27919240491170205,-0.4686829624652791,0.2195738918669854,-0.3416376268536986,0.34705051417603844,523,2837,0.8772028162418465,3.0,1.0
base,99086,0.28261727981704055,-0.4458376717460554,0.8871002592912706,138,0.25235246147170987,-0.3443618067095385,0.302533757590733,-0.4458376717460554,0.3545632962461881,523,2837,0.8785239795754661,4.0,
base,99087,0.28455880574353554,-0.480985351586717,0.8871002592912706,138,0.23450163605325902,-0.3303076334872552,0.32143930635064555,-0.480985351586717,0.3693345461176451,523,2837,0.861668606437938,4.0,1.0
base,99088,0.17063577442620725,-0.427228952878918,0.8871002592912706,138,0.2678385772792622,-0.39209646774292334,0.10807777477962133,-0.427228952878918,0.30392390342446096,523,2837,0.8765564039943451,4.0,1.0
base,99089,0.3254229592105242,-0.4819101676207032,0.8871002592912706,138,0.26276049458202366,-0.4819101676207032,0.3711648445812181,-0.4183796385759675,0.3965744736951805,523,2837,0.8757811530553824,4.0,
base,99090,0.19342606019480435,-0.42446111833840905,0.8871002592912706,138,0.1567378329742457,-0.3666494449721718,0.21712788273623906,-0.42446111833840905,0.3918626516802698,523,2837,0.870201348267319,4.0,
base,99091,0.27804585751008926,-0.38163500392949823,0.8871002592912706,138,0.31622181516398684,-0.3639115354040037,0.2554268379160982,-0.38163500392949823,0.33821853157345766,523,2837,0.8700001424955773,3.0,1.0
base,99092,0.3251949992600649,-0.4269151407892381,0.8871002592912706,138,0.369386908687209,-0.41060827390510674,0.29487412285896664,-0.4269151407892381,0.35590084941167277,523,2837,0.8714367540929506,5.0,
base,99093,0.24173125194018197,-0.41678709150123394,0.8871002592912706,138,0.29166849790428895,-0.41678709150123394,0.2111942537380498,-0.3295416165877696,0.3502767298241756,523,2837,0.868875713274743,3.0,1.0
base,99094,0.2327655706238665,-0.41273494615854095,0.8871002592912706,138,0.1692610803354171,-0.41273494615854095,0.2794723228329308,-0.370341406365882,0.4610646872436954,523,2837,0.881330587674374,4.0,
base,99095,0.24585270974316864,-0.43802905543845827,0.8871002592912706,138,0.18313064737519924,-0.33843708505617986,0.2896088004293751,-0.43802905543845827,0.3218468380725747,523,2837,0.8725870804219179,4.0,
base,99096,0.2959726435602701,-0.4190898832806326,0.8871002592912706,138,0.27205736174191575,-0.4190898832806326,0.3157444570215704,-0.3660796059101589,0.37712199402594193,523,2837,0.8742093203745375,2.0,2.0
base,99097,0.42316920246006506,-0.4044137616890446,0.8871002592912706,138,0.3431174249196278,-0.3978953423335852,0.4756361490481462,-0.4044137616890446,0.33393292189674556,523,2837,0.8724804964032206,4.0,1.0
base,99098,0.32831991393329707,-0.40056152221239133,0.8871002592912706,138,0.35056664438419793,-0.40056152221239133,0.313318917310915,-0.37147188417805915,0.3304103064251937,523,2837,0.8718709335520543,6.0,1.0
base,99099,0.28833081655855897,-0.41614748095715415,0.8871002592912706,138,0.37071142144916625,-0.28976292655658575,0.22981837072972677,-0.41614748095715415,0.36678486789066234,523,2837,0.8707182015654837,4.0,1.0
base,99100,0.18274593296278785,-0.4477266423285259,0.8871002592912706,138,0.1989850883769575,-0.4477266423285259,0.17118782376992958,-0.2620752514734003,0.30334234333338783,523,2837,0.8766104618751025,4.0,3.0
base,99101,0.27684894424020645,-0.4670827956733765,0.8871002592912706,138,0.3130069060929017,-0.4670827956733765,0.2564092605092494,-0.3078728607808413,0.4177727011313416,523,2837,0.8740862784105212,2.0,2.0
base,99102,0.23512288967264072,-0.37550122006581904,0.8871002592912706,138,0.19747589918365427,-0.37550122006581904,0.25865771981613994,-0.30385916595492685,0.39828408981355184,523,2837,0.8664692327832719,2.0,1.0
base,99103,0.22555774711888943,-0.4189246054165039,0.8871002592912706,138,0.3577668361809214,-0.3868547231704873,0.14340833537047382,-0.4189246054165039,0.42005356647050907,523,2837,0.873133745685267,4.0,
base,99104,0.21803290585351842,-0.4604660370441952,0.8871002592912706,138,0.23248727873537067,-0.4604660370441952,0.20968290849229887,-0.36966575111846045,0.4395509166182414,523,2837,0.871589505445938,4.0,1.0
base,99105,0.3664590040248239,-0.39003741293137606,0.8871002592912706,138,0.355170796401693,-0.38861678078232137,0.36878361956294703,-0.39003741293137606,0.4833064980776592,523,2837,0.8648760528390884,5.0,
base,99106,0.1797749071493635,-0.45978414925800015,0.8871002592912706,138,0.21882274153453296,-0.40553086861861354,0.15117942855081878,-0.45978414925800015,0.3589626123722836,523,2837,0.872370729146668,5.0,
base,99107,0.2461637253715121,-0.42979053390658556,0.8871002592912706,138,0.26870090848745765,-0.35857043982277303,0.22756723355111075,-0.42979053390658556,0.32619492606128836,523,2837,0.8723118358430098,5.0,1.0
base,99108,0.23857356074361946,-0.4585816332000063,0.8871002592912706,138,0.28371718622003095,-0.4033192160053646,0.2021692124879617,-0.4585816332000063,0.3918689466067663,523,2837,0.8775165648721305,4.0,
base,99109,0.27415441576222066,-0.4295659119027507,0.8871002592912706,138,0.1849031168500288,-0.4295659119027507,0.34007729532618347,-0.32808288248247447,0.3101446960279469,523,2837,0.8723961414641647,3.0,2.0
base,99110,0.15511156520058433,-0.4535927773162519,0.8871002592912706,138,0.2489249471265811,-0.4211076157423747,0.09236544677061675,-0.4535927773162519,0.36251470516195233,523,2837,0.8762611745091199,4.0,
base,99111,0.10750927102161123,-0.526410618973808,0.8871002592912706,138,0.21979355217932262,-0.4251694483395644,0.03197149833924273,-0.526410618973808,0.300150014983784,523,2837,0.8757649770684716,2.0,
base,99112,0.2824434364880477,-0.5360270916513902,0.8871002592912706,138,0.22585896036134168,-0.40407545578351994,0.31761810984924144,-0.5360270916513902,0.34016746509782775,523,2837,0.8726653330358979,4.0,
base,99113,0.2396370080159318,-0.365572053827119,0.8871002592912706,138,0.25901092251654667,-0.365572053827119,0.22772947338066096,-0.3169874826253481,0.32207338007034847,523,2837,0.874729772588921,4.0,1.0
base,99114,0.29052239803670576,-0.506313868770782,0.8871002592912706,138,0.21495626254943212,-0.3926806752871313,0.3467866422292911,-0.506313868770782,0.3132938007495815,523,2837,0.8791314027227835,4.0,1.0
base,99115,0.28409063685895086,-0.4194846874179293,0.8871002592912706,138,0.40301858389955747,-0.35400839508760457,0.20843412845564613,-0.4194846874179293,0.46063623261622727,523,2837,0.8784727866506212,3.0,1.0
base,99116,0.21959752449632397,-0.44247343406010586,0.8871002592912706,138,0.33716483459072344,-0.3739317981624984,0.14327281570598327,-0.44247343406010586,0.3707009899746652,523,2837,0.8730547388728471,5.0,
base,99117,0.265939238236264,-0.4528691185740396,0.8871002592912706,138,0.23473472599534007,-0.4222368241190419,0.2896178594684329,-0.4528691185740396,0.38454082095046377,523,2837,0.8714784039229839,5.0,
base,99118,0.20229982013953052,-0.522350659265497,0.8871002592912706,138,0.286622084300832,-0.41675271502665157,0.14400880748178335,-0.522350659265497,0.3397127546120897,523,2837,0.8755882600046808,3.0,
base,99119,0.3085470826366503,-0.4751519257029931,0.8871002592912706,138,0.3713074694814431,-0.26753106887636285,0.26794464018550324,-0.4751519257029931,0.3136799256524913,523,2837,0.870420364929202,4.0,1.0
base,99120,0.3430330627712299,-0.4844876956730928,0.8871002592912706,138,0.4313716678646784,-0.4844876956730928,0.2797654935242744,-0.46700615886036595,0.5286726658910186,523,2837,0.8725149009108878,3.0,1.0
base,99121,0.2924316714641475,-0.37959306069819687,0.8871002592912706,138,0.2726080527452328,-0.37959306069819687,0.30300138679346333,-0.3466710273361957,0.38887404075693527,523,2837,0.871847808406503,4.0,1.0
base,99122,0.3160957494869274,-0.41610100784381127,0.8871002592912706,138,0.30187132843251296,-0.34175747544126117,0.32722509449527704,-0.41610100784381127,0.38348351539042086,523,2837,0.8706513888117624,1.0,1.0
base,99123,0.32224041256961966,-0.44676813174260743,0.8871002592912706,138,0.30692103980994245,-0.44676813174260743,0.3301156586818239,-0.4088841543408895,0.35288316245511264,523,2837,0.8671263221525523,3.0,
base,99124,0.33160992995362837,-0.3933167244634712,0.8871002592912706,138,0.33039270619314887,-0.3933167244634712,0.33267932166280034,-0.29268758795895233,0.3883749353860292,523,2837,0.8698236357824359,2.0,1.0
base,99125,0.3360612301917911,-0.38760106158141006,0.8871002592912706,138,0.37606375670936876,-0.38148003973817607,0.30833919299143275,-0.38760106158141006,0.3071150571492645,523,2837,0.8695170126821945,4.0,1.0
base,99126,0.3240470195661098,-0.35948873172876056,0.8871002592912706,138,0.22898058334439275,-0.35948873172876056,0.389798852250395,-0.35191088451004143,0.4121227255353597,523,2837,0.8674920513659136,3.0,1.0
base,99127,0.3565833983393536,-0.3552465806021969,0.8871002592912706,138,0.3785617428819046,-0.3457649382381082,0.3397660998218712,-0.3552465806021969,0.33850889268329665,523,2837,0.87269878756931,4.0,2.0
base,99128,0.14430346784193726,-0.4175714111302582,0.8871002592912706,138,0.1557007322612134,-0.4175714111302582,0.13581313277287244,-0.39279856231700616,0.3486655392436793,523,2837,0.8685927853793854,4.0,
base,99129,0.3315781348585991,-0.42307569266702477,0.8871002592912706,138,0.36265657614947155,-0.42307569266702477,0.31317290981339907,-0.3722438488515922,0.4201156300212526,523,2837,0.8755182022089628,4.0,1.0
base,99130,0.3012097470470132,-0.4097302085065632,0.8871002592912706,138,0.2924374898837485,-0.3938007355510916,0.30256246098430806,-0.4097302085065632,0.48636692900350964,523,2837,0.8769764263625827,5.0,
base,99131,0.2681377539609979,-0.4346815083131676,0.8871002592912706,138,0.29940278819109944,-0.4346815083131676,0.24146553438496476,-0.393015035088754,0.3029087381412815,523,2837,0.8695991301902892,3.0,
base,99132,0.2071112839753364,-0.4675598099662736,0.8871002592912706,138,0.19234968820008014,-0.461958798380973,0.21638629430970258,-0.4675598099662736,0.3329860693094997,523,2837,0.8730184625969822,3.0,
base,99133,0.2531835369965687,-0.42149280721634563,0.8871002592912706,138,0.3481290081949655,-0.42149280721634563,0.19046257484423768,-0.3790217299613148,0.4033214478852872,523,2837,0.8766940917066302,3.0,1.0
base,99134,0.3707719973657002,-0.5171397563528225,0.8871002592912706,138,0.2844049966438089,-0.5171397563528225,0.433623048241335,-0.3306861634687973,0.36034709681597515,523,2837,0.8686075073215118,3.0,1.0
