arm,r,rep,seed,eq_sha,tr,tr_prev,cagr,mdd,expo,slot,trades,hold_days
PLACEBO,179,8,102179,0511deb7b857b06b0636c80b0168f231f6fd9e83156b8a23e1776195c91fc5cb,4.676286933233766,4.615545307600364,0.20191232892716715,-0.44384438586191316,0.8677095520649916,0.8871002592912706,138,
PLACEBO,179,9,102179,fccf3ff3ecdad62b046cd4d0f85901e069413fd786096c6f32142fc544f0c9a7,6.739328876600329,6.656510755739688,0.2420359278314077,-0.4288204506522201,0.8585159221654044,0.8788010425716768,136,
PLACEBO,179,10,102179,67df3c1a47a1d134b541276f8937480034540d49da893f626564c42e0db62298,11.432091551617692,11.299056442619364,0.30598278739050255,-0.4023011472065514,0.8566667723152985,0.8742437337942955,136,
PLACEBO,179,11,102179,0363407fcdc47ab8abb08aa121903e45ebc8360a692f059b6c492672ffdd37b2,22.67234633270273,22.419029892621698,0.39818237051001293,-0.4023011472065514,0.8695465440252979,0.8742437337942955,136,
PLACEBO,179,12,102179,76e7fb494b11c10cde40fec8e8cffe05f2d772b51520fa42fa5975bdd2ffccdd,8.55059628508871,8.448395894067582,0.27001196372596037,-0.4023011472065514,0.8213793096733072,0.8292458945548833,129,
PLACEBO,179,13,102179,f8f9a4d3a9421b5e8c0250dac4efce5602d19162f23f9d932161447e0b95f080,12.433801382236474,12.290047032960052,0.3167467763219578,-0.4113328753280166,0.8695465440252979,0.8788010425716768,136,
PLACEBO,179,14,102179,467cb9b96e6eae0837c49d4f28d1d705dbec2a62f25760321d81e1653f5652b6,3.0941944161791675,3.050382673146607,0.16102814206460603,-0.4578554777849392,0.8719764987674818,0.8788010425716768,136,
PLACEBO,179,15,102179,2875e15977f57d5a5787fd7b9216424869c0c8f156cd4f3e60eca83fc09e1bed,8.032424765273781,7.935769298397732,0.26252999902706886,-0.4288204506522201,0.8708811860304304,0.8871002592912706,138,
PLACEBO,179,16,102179,1b8a254404846df4602f75a03b711121b6b47231f2c28e4f6f34b3dc5facc344,2.4909698673989116,2.453613196166961,0.14159091383425948,-0.5030784654209248,0.8740896584498384,0.8742437337942955,136,
PLACEBO,179,17,102179,1b31d27694790d26ff83d537740d1ee1929e4da5e0acd24b563d28320a97d686,6.223899865775386,6.146597321626136,0.23300180998245557,-0.4296057864517215,0.863495412570398,0.8742437337942955,136,
PLACEBO,179,18,102179,a8a5d95b67c626f1bab084323068b69c8b1dcd0a5b42948e20a39f0816f2bd55,10.938554960545027,10.81080115871174,0.3003911603234848,-0.37395524355414406,0.846781866184029,0.8678154710458081,135,
PLACEBO,179,19,102179,0ca4cfe8a637086b8609d80a6dcdd14fffa20c4a897d42b3a15df358f7ab10f5,4.963653786491992,4.899837064404628,0.208216149112447,-0.4171434252358885,0.868877158154703,0.8742437337942955,136,
PLACEBO,179,20,102179,4d59c4a402d76bcd420a5ac817d69e6b475d0b4de8155caaa53f7491252a0030,23.945324392674777,23.678385886326158,0.40596122475123275,-0.4023011472065514,0.866292888359498,0.8788010425716768,136,
