r,cagr,mdd,expo,trades,cagr_p10,cagr_p90,mdd_p10,mdd_p90
20,0.23093876188193707,-0.3906097309857094,0.8675878388382446,136.0,0.11581731089572607,0.30610343761073827,-0.5006977734952797,-0.3606710684825442
21,0.2503518360980316,-0.39126544268852664,0.8651996398660888,136.0,0.15563287049900257,0.33400044833054926,-0.4624540796225275,-0.3679573435581637
22,0.2035154215645083,-0.3980944969603265,0.8653708187985156,136.0,0.1372684040301752,0.29141242013236474,-0.4743255280291316,-0.35467457239429107
23,0.2487189756778404,-0.39688926515395295,0.8636264148195341,136.0,0.18845670366717518,0.3269900296290627,-0.4899288906597174,-0.3637527571785469
24,0.23989573989002755,-0.4302777841636533,0.8615797505898335,136.0,0.13910127267909306,0.32039586689474314,-0.46050929190195217,-0.3901914622205962
25,0.24093141503340554,-0.39298088031448863,0.8633849065208834,136.0,0.1679972469355547,0.3335066651799362,-0.44933013508026887,-0.3474628346704204
26,0.22029311547987263,-0.4090772204042481,0.8675681842273816,136.0,0.12350294407350076,0.27832524149405297,-0.5048262815698681,-0.37677149696705514
27,0.23552347126060325,-0.41525503016130844,0.8644516746771663,136.0,0.18502571674700385,0.33092063453022075,-0.46522621000275166,-0.3650856379250835
28,0.2392716468403241,-0.43719241888745203,0.8679136802059204,136.0,0.12722249143651213,0.3808340171353746,-0.5146824674611692,-0.3844756666186962
29,0.22841022569488123,-0.43018994684003364,0.8679607475085402,136.0,0.15192405754055674,0.3033670386950263,-0.4923357577398562,-0.33813806784791417
30,0.2073147964011407,-0.4133649520451069,0.8666664538175931,136.0,0.1669022326156808,0.3004182960967791,-0.4981573018577116,-0.3806006238184232
31,0.24694800403297223,-0.4210863461358207,0.8683454446479482,136.0,0.1394869216732629,0.3569567372343925,-0.5200081305079682,-0.3884736783497546
32,0.2106842298593723,-0.41223280509764393,0.8617013369652816,136.0,0.11375568128086495,0.3021853329652126,-0.4751647948153201,-0.3708013344732636
33,0.26290388465681436,-0.39602262727095994,0.867571100320382,136.0,0.16591106705416112,0.3338129990604989,-0.49345626551641847,-0.381555783473523
34,0.22096270098609538,-0.45065883934517914,0.8660983494498574,136.0,0.16084479606132837,0.3022649718214236,-0.46809780459754796,-0.4088983957917679
35,0.2163777114880715,-0.41802540923015596,0.8633053407060475,136.0,0.1311365755005078,0.3180983213900341,-0.4941600113420798,-0.35339138494067124
36,0.2475009951724585,-0.40394991960649174,0.8678220259278093,136.0,0.1566138082335168,0.3137850429410777,-0.4507663494281175,-0.34902489889962907
37,0.2703061768001921,-0.4166157894487688,0.8692843670640653,136.0,0.18221423476170878,0.3382094051377109,-0.460421407702039,-0.3802759733882417
38,0.2225346980840074,-0.38701776357901996,0.8676608128123973,136.0,0.16032625122298833,0.3147087795976559,-0.4589186036987806,-0.3538487673161413
39,0.22428529278112708,-0.4213671794160729,0.8630885554820733,136.0,0.1329664915445566,0.3125050949623525,-0.5114541343892341,-0.37912542043620223
40,0.30045502109280886,-0.3967329257590104,0.8644171681115753,136.0,0.1966844583101443,0.3601475613238138,-0.45892634115590103,-0.3497629240160456
41,0.24094147746257,-0.42479219869474916,0.8705490975925337,136.0,0.17028002223663133,0.3191122480980894,-0.47230934912418104,-0.3731891899639764
42,0.21411609545114352,-0.4298606043848364,0.8653107837855853,136.0,0.12028194036509225,0.30782556224355445,-0.482271694548117,-0.37438900822220883
43,0.22090103655262627,-0.4143156763032825,0.8690934926627203,136.0,0.15114001873439703,0.2930427130373092,-0.46166927961951126,-0.3935147647705408
44,0.16910948256277347,-0.4297844069040945,0.8681798310747508,136.0,0.10534733882011799,0.30972232101478303,-0.4846094890034306,-0.3683091215468619
45,0.21866053333599633,-0.4548876235651791,0.864570729959921,136.0,0.12121000134270463,0.30061398301883485,-0.47760560205317665,-0.4245250321506553
46,0.23337019770078626,-0.4268165239305358,0.8680232261317748,136.0,0.1260685433513522,0.3308126965186105,-0.477212900551693,-0.3750439767744372
47,0.23954464566666955,-0.4180818690756452,0.8663451125642909,136.0,0.1299495900683709,0.3203294626404182,-0.4851968785889279,-0.3851029741794795
48,0.18718061157368582,-0.4216575695868445,0.8669814326149516,136.0,0.12669109721779212,0.2716140567315936,-0.49708045491370373,-0.3834564814365564
49,0.1877779621652611,-0.4163794727808184,0.8685997709337333,136.0,0.13025438746313853,0.2628582477328578,-0.480502798901596,-0.371633191859984
50,0.23600067790924273,-0.4285348539133737,0.8678899247193917,136.0,0.1404466798055176,0.32474455345318537,-0.47781294751357634,-0.40816038157834356
51,0.19944726170571703,-0.4120001223827221,0.8682996356373035,136.0,0.14143163212417437,0.306501121691134,-0.461628408422067,-0.3493856482398236
52,0.22336385231348366,-0.3832443568019449,0.8684566700950707,136.0,0.14589987404126412,0.3099969216055039,-0.48102817641639545,-0.3755126263038956
53,0.2116141323786317,-0.40201526980824265,0.8652105541168069,136.0,0.13282493930223505,0.3081471562662027,-0.49251977094747995,-0.3493026690286556
54,0.19102540875672214,-0.44072529328256105,0.8659811737325841,136.0,0.15060018121055993,0.30045843680765616,-0.5040701834003686,-0.3807217715032886
55,0.257305262736373,-0.4285570296773673,0.8657403422453165,136.0,0.17023581725394193,0.40335463555702933,-0.47160826089210134,-0.40012895669935566
56,0.23981108765604364,-0.42114923828778367,0.8638874676014079,136.0,0.16979191185277392,0.32189801994313405,-0.4632623572998846,-0.3994241421480126
57,0.2370572662855056,-0.41425726620559805,0.8668155828848241,136.0,0.1442757030850629,0.3099045824621124,-0.5004160932082173,-0.3693614692112761
58,0.2610309368759439,-0.40873411571216967,0.8654138933357863,136.0,0.15517495150897412,0.33862076358020465,-0.48745610752931484,-0.36094441418758805
59,0.19624018453222491,-0.4004836120266183,0.8690750765104016,136.0,0.14017803021165928,0.3543479327062234,-0.4654404774642058,-0.36054543142766815
60,0.18832775565398885,-0.40897087695653733,0.8635126152611599,136.0,0.13765163964964386,0.2682665436949689,-0.4843844345971095,-0.3623905481779111
61,0.225492763499479,-0.421609027920565,0.8653093812765964,136.0,0.15325058505960715,0.333966858962792,-0.5151057042684775,-0.3520149066707153
62,0.19007763005034262,-0.4345467951700138,0.8674958723194,136.0,0.1268234433607069,0.30858531915979404,-0.5050499091634215,-0.32980649030666176
63,0.2122233394383768,-0.4132838391452226,0.8655266541782232,136.0,0.13666971829354882,0.2790981380624255,-0.4967585431603263,-0.3876055537366309
64,0.22888469958942015,-0.39130960961783845,0.8638119178361625,136.0,0.16044376024734994,0.3418853023099891,-0.4680570514238162,-0.3621685346150578
65,0.23517135071437456,-0.40971368903752614,0.867989778999902,136.0,0.17192906082990944,0.3118169253995464,-0.4593733275302866,-0.38136987662719724
66,0.26634112705191315,-0.3972305899684621,0.8679086360519886,136.0,0.15623590332241044,0.3999890308413541,-0.4842773798012673,-0.3751993954656383
67,0.22733385123947147,-0.45445446556114777,0.8685728381671037,136.0,0.12376995060040728,0.35222069683513324,-0.48100514333132705,-0.38691105003710047
68,0.20462371440116756,-0.4050734820230796,0.8643249396137362,136.0,0.13794957813272013,0.3292738818681932,-0.48886520273398987,-0.36708322825059925
69,0.24022042512704211,-0.44116868941891485,0.8668759502961194,136.0,0.16062617396581674,0.3312505911861948,-0.47681319447086157,-0.3818758424653335
70,0.2700990366063156,-0.40814701835122685,0.8677899975206231,136.0,0.18669611468121156,0.3161671298388705,-0.4807350451133963,-0.3544417237742866
71,0.249430643745841,-0.4237314206182744,0.8653045922915621,136.0,0.13090417198589105,0.4010987990800812,-0.47482392085337255,-0.4146816299173765
72,0.22942288156132884,-0.40337726411448827,0.8635741659661331,136.0,0.14931027064764377,0.32946192866524754,-0.4960355980005148,-0.3534331943128164
73,0.18229577151322252,-0.4123468185959319,0.8698912847978936,136.0,0.12203867400807429,0.26445207287238565,-0.5165666775274329,-0.37590422851390276
74,0.21643908679924295,-0.4024137763851082,0.8647877554548917,136.0,0.1399825706072618,0.31066981987926806,-0.4802298433549334,-0.33424871204330425
75,0.1966220342224655,-0.44464057935040363,0.8674206318484412,136.0,0.13190737767067787,0.2804326348500332,-0.5160543720191398,-0.3763013270617216
76,0.24056429159333226,-0.4767597381920565,0.8692293976409269,136.0,0.16868327759852472,0.3358609134361905,-0.4813343431604269,-0.42801840382716955
77,0.26385439250282605,-0.396945829441872,0.8640839831108789,136.0,0.19122869332707249,0.33595876045151507,-0.4821140101606827,-0.3474927246582504
78,0.20946824349088145,-0.3867091854354072,0.8680124286394925,136.0,0.11667341202618725,0.34964341972654933,-0.4659207251163103,-0.3428124255073142
79,0.24635071892005,-0.4715729696466926,0.869794719584696,136.0,0.19109223539807663,0.35263970712013093,-0.4930635596432512,-0.4051968547127553
80,0.21517037605435918,-0.4117402012041255,0.8663272424183579,136.0,0.14064420738626332,0.3650394475677747,-0.48699774059849466,-0.4020800482521493
81,0.23156278970349697,-0.39434637790067917,0.8612574904732869,136.0,0.15886839288409169,0.2858950256409571,-0.46071701590212033,-0.3453550059840083
82,0.25607425300389686,-0.4046351540652632,0.8696913280333123,136.0,0.13199134016510775,0.3541199364449439,-0.4904438913912613,-0.3936429165762482
83,0.25995010371851324,-0.3961052277569407,0.8636730195656543,136.0,0.16140119062544345,0.3480209898194424,-0.4875838684128718,-0.3628495541834254
84,0.1965874038808677,-0.43039965203641206,0.8689281985987758,136.0,0.11830031312506206,0.2697424412355522,-0.48237789907208717,-0.38637423910576074
85,0.25823217277409016,-0.4368875248208259,0.8657919832753425,136.0,0.1827945647753015,0.3345947209031177,-0.47504448194338256,-0.3876322089949637
86,0.23995814000662596,-0.4175390363827597,0.8668481727464921,136.0,0.1636495391550196,0.3598227691292932,-0.5123960065372541,-0.38279498952041996
87,0.19437863493846852,-0.383325075323747,0.8692109454639707,136.0,0.15696389327730537,0.3005480503745193,-0.46766118447987515,-0.35541299643707874
88,0.26118123057315623,-0.4339031178665342,0.8638065957844034,136.0,0.19026839011982902,0.3397213327496161,-0.47870866013922625,-0.4076069809228819
89,0.2210159896542293,-0.4096996843806009,0.8640395653611868,136.0,0.14993207391205526,0.3456894537606685,-0.47119371402170235,-0.35589505856086545
90,0.24985065700169073,-0.41298602767274645,0.8668463155443086,136.0,0.1722541009239305,0.32951819167364205,-0.487776925858409,-0.38055549696871915
91,0.2455337480954689,-0.41145670170618315,0.8648511488208099,136.0,0.16457776339740915,0.3670631156287531,-0.46708971159262747,-0.37924835922188666
92,0.23157098812310062,-0.4156401663115251,0.8694874514737143,136.0,0.16093380931199738,0.2982368573490922,-0.4822911041910122,-0.376278520640166
93,0.24966888180608549,-0.4053930614564726,0.8632829145294099,136.0,0.13812945917982622,0.3336771511012475,-0.4855615996784112,-0.36914812458130025
94,0.1887208041102144,-0.4019581558945797,0.8684664670909661,136.0,0.11687380456349213,0.29842764234581387,-0.45710948681257757,-0.37361097449901004
95,0.2157083832994191,-0.4148042865235539,0.8661725505406214,136.0,0.13727116462547567,0.30468944698931366,-0.4752922925422555,-0.3725290329900886
96,0.2142156873664084,-0.41772224920321377,0.8686768306934682,136.0,0.11196177227575554,0.37389921559551087,-0.48631935317708197,-0.35868897457966326
97,0.2133748202196466,-0.42305543966798953,0.8634554451122973,136.0,0.1507805680149566,0.35186738376289656,-0.46013999660647437,-0.40234656310353195
98,0.18835324471844017,-0.42189633850884095,0.8668134607280569,136.0,0.09455719869931653,0.2823294088453474,-0.5088484989680304,-0.38390593472502504
99,0.21190660648325155,-0.38536540804665464,0.8688246996125581,136.0,0.12538838448242073,0.25376420031215957,-0.4674365454883809,-0.35367672639229975
100,0.2835236003837185,-0.4213395033730487,0.8655980894860338,136.0,0.22877934514330986,0.35324065803935667,-0.4621025562815812,-0.40560001798359097
101,0.24655486696820506,-0.40325771966461316,0.8682532571402082,136.0,0.18657652105983094,0.3523112228767143,-0.47908845475371403,-0.34672151920020383
102,0.24682389974503116,-0.399174185469509,0.8701029980634029,136.0,0.16237778428924604,0.3139401096701879,-0.4987854364935513,-0.35642790552066084
103,0.17923687649005338,-0.4271908761136617,0.8674558347303336,136.0,0.11939358816818993,0.298793078758652,-0.4853323531464556,-0.3579911501298942
104,0.2755074786923605,-0.41161699197127405,0.8652556981056181,136.0,0.1953465880546366,0.33765338485035584,-0.4499967884189771,-0.3479274526952351
105,0.21264241538580209,-0.4332264314714111,0.8673576114222753,136.0,0.12388045246850846,0.31116620933398165,-0.4910046856369237,-0.3720282395691093
106,0.2009253312833148,-0.4269578617208756,0.8668515750901538,136.0,0.14346339609336456,0.2707397898423415,-0.48287276482439107,-0.3714643624986866
107,0.2252152896944125,-0.40343259771847007,0.8666063838136073,136.0,0.1369019042041196,0.32680770414200205,-0.4973679708757494,-0.36670816616004004
108,0.2224060077063178,-0.39710737288983544,0.8643229213648932,136.0,0.16002737200733097,0.3511397929276063,-0.47982592631000226,-0.3587783378405187
109,0.25297377247217645,-0.4261299060638305,0.8607407905295428,136.0,0.1472706714804176,0.3097714203959596,-0.4667568951351506,-0.42405822242240687
110,0.2607910854922524,-0.4429578265335851,0.8671239666980042,136.0,0.1673539633063174,0.348914469979578,-0.4693812599583873,-0.4087960055775829
111,0.19001678760126384,-0.4041048184487124,0.8666852079705151,136.0,0.08344962437983694,0.2606604104569601,-0.459936328225303,-0.36811495352731294
112,0.23195936378380444,-0.409041924702139,0.8622447592309704,136.0,0.1672003178420725,0.3521393393469952,-0.5040408284747372,-0.3710702333363332
113,0.22746543271826514,-0.3733439386216628,0.868206564752803,136.0,0.15983120678687668,0.33616462226285004,-0.4636066115911882,-0.3686240195487029
114,0.27870096115995235,-0.42458996791070774,0.8649532444499493,136.0,0.14921049477701662,0.38934694617973603,-0.5077019581289287,-0.4019924326089879
115,0.21117700061506373,-0.40987114009548326,0.8686142606534486,136.0,0.13270672275816406,0.31929170516243804,-0.5366491051821829,-0.36935277177964326
116,0.24163002031294223,-0.4160672208043954,0.8661066616593234,136.0,0.16359364428560966,0.35188612593574664,-0.5045790476939197,-0.3757192326416537
117,0.2661501112237543,-0.41411895226496354,0.8664054781387172,136.0,0.17904208740572933,0.34712262509955827,-0.466805057363388,-0.3713506654863204
118,0.26821896006391555,-0.40388398254500235,0.8712059858862309,136.0,0.17299789407199587,0.3645467728184644,-0.46581939944373835,-0.36225954504923624
119,0.2565376584744926,-0.3931064037608215,0.8605092652548345,136.0,0.18656419256649137,0.35036249004498976,-0.4899912600276622,-0.3799865416457539
120,0.24717884546471358,-0.3959438704806344,0.8679873857779725,136.0,0.1527329632896243,0.3227294584465873,-0.4420268398463367,-0.3598976530182153
121,0.25443612954966455,-0.4189417606914124,0.8645482043344788,136.0,0.16528121028528495,0.32909353065633806,-0.46661292622198897,-0.39505510424464346
122,0.2044082261797826,-0.41623292200004813,0.8686029500505585,136.0,0.13365693391087513,0.32624978633652885,-0.4645958997055857,-0.37620417946592466
123,0.21362181507171507,-0.4025813792700651,0.8668107114932819,136.0,0.13282403976051047,0.2685330672934426,-0.499492767621329,-0.3329252901343304
124,0.2459646176196122,-0.4314214077935845,0.8699455921691189,136.0,0.16853784128284371,0.3557407912341029,-0.4718044113649378,-0.36941780103197486
125,0.19393836418324784,-0.40401775685961216,0.8675812625147284,136.0,0.1289581998032451,0.34646012433014,-0.478542685111918,-0.3755428788362282
126,0.23506758446434883,-0.411321591689365,0.8691752454447672,136.0,0.1419878414037377,0.3357373596811006,-0.48836672420653393,-0.3787620352949562
127,0.23620772988631977,-0.41608027516115315,0.867501299828248,136.0,0.15874600660359678,0.31502708560681997,-0.47815293168084305,-0.3649673932176741
128,0.2551821600287385,-0.4019677032111757,0.8650685589978974,136.0,0.16909863782728912,0.354685364925351,-0.4860618893976844,-0.34293326145045594
129,0.2586192381101201,-0.4219294205962918,0.8674356669081669,136.0,0.1614149945598988,0.3738507586532574,-0.48453182683483353,-0.36455301880970903
130,0.20598172742066068,-0.4575745879094727,0.8684667818640632,136.0,0.11130887353024392,0.26660088592983466,-0.4782652201936949,-0.41038649222510276
131,0.1978004638618761,-0.39837311793492347,0.8679754134780299,136.0,0.1292673716577769,0.2884201020112686,-0.4619614648055272,-0.35302209961721703
132,0.22477484548987436,-0.4106762240041012,0.86847135244387,136.0,0.1277307815497665,0.3486370321775663,-0.47425544448731843,-0.3822123407621164
133,0.23785906004420643,-0.41168773495400335,0.8667430002866472,136.0,0.17082681760351948,0.3205760581465756,-0.4724314947708438,-0.38674091610134226
134,0.21462151302312893,-0.4006615116795183,0.8616506810234295,136.0,0.1553760309695871,0.3244072692858968,-0.44514244668117464,-0.36881808779422953
135,0.2103023035862328,-0.3958314877844844,0.8657482390671043,136.0,0.13799164031009695,0.27308984095453176,-0.4612373644933978,-0.33021215153543637
136,0.19752509152371012,-0.4483722587221928,0.8671192765641442,136.0,0.11737893809175226,0.3106810375236264,-0.5124043734672882,-0.3976909012763564
137,0.24213102889245297,-0.4221270426732783,0.8663067607565045,136.0,0.1648952965029399,0.33707257163782306,-0.49655686304649915,-0.383679314260228
138,0.24870816178121513,-0.4053578176029935,0.8640867798866902,136.0,0.1527120606339879,0.3532883157100654,-0.4869614634505997,-0.3547388383560811
139,0.18042741318864375,-0.4234672091452176,0.8683090717728892,136.0,0.1259706410009725,0.26001985189622717,-0.4887900043207105,-0.40315899807946454
140,0.21578771943427766,-0.38099025685540855,0.8699017511571863,136.0,0.15265940052024005,0.3411747582519331,-0.47315573414922396,-0.35855686388123065
141,0.2779296551847491,-0.4551753173782565,0.8630145787534551,136.0,0.20192635209610854,0.3482338276219646,-0.4551753173782565,-0.38583177296120114
142,0.21333170583402516,-0.410915963746583,0.8664172235437161,136.0,0.1414027496369879,0.31958674761326655,-0.501557325204248,-0.36681204872677764
143,0.22339744974322095,-0.39026275788880027,0.8645366209660339,136.0,0.15181095894843766,0.28957010066391886,-0.4866515167374228,-0.3494573141985748
144,0.2174616188899824,-0.4214787653129738,0.8653466510639649,136.0,0.14615249976287115,0.2727016655030952,-0.48257879239002266,-0.3634511770091002
145,0.2837408454910677,-0.45270451702235937,0.8684201913633537,136.0,0.18811710762484166,0.37262888200270183,-0.48852100083713224,-0.4265081156827605
146,0.21263669204855962,-0.4267321688101082,0.8681419932674681,136.0,0.1386772600316816,0.27466192282136975,-0.4960180279730325,-0.36897639669962273
147,0.24409522358289681,-0.44888954581241236,0.867652476937401,136.0,0.17586619830664232,0.3584251602403491,-0.5074518152161449,-0.4115710334815501
148,0.17330921400303934,-0.4381177069684728,0.8662996267940456,136.0,0.1043135606356197,0.25028437366660666,-0.4821591188787661,-0.3938124525458849
149,0.2245769323208774,-0.41069205175377377,0.8650525659567974,136.0,0.17757307710448544,0.2861020866097811,-0.4677758397227982,-0.3568899217312302
150,0.25343891783540984,-0.41339350854786344,0.8683714480348441,136.0,0.15777670371728827,0.31030851133705917,-0.46798331665789733,-0.39418359657694285
151,0.2055906137433271,-0.4116898117535277,0.8682923638113813,136.0,0.12628357292216547,0.3410793532859675,-0.5678850257005735,-0.3744523153657553
152,0.21717759085817834,-0.4238295197230264,0.8681545345450602,136.0,0.15593553552140205,0.2899776449371792,-0.46996361889036825,-0.3652616429355536
153,0.2149884660811947,-0.41548900466933936,0.8654906398522743,136.0,0.11698086860937947,0.3027003319833884,-0.5280695651512848,-0.3619966309717598
154,0.22914937537999414,-0.41073472648897236,0.8671102165811859,136.0,0.15438986976450653,0.3125823126034045,-0.46430357477763834,-0.38511417078720106
155,0.1782798078294634,-0.42347298199925626,0.8690778741143685,136.0,0.11163946056467179,0.2756688431235856,-0.5026849039166572,-0.39185023158636856
156,0.2620083977561043,-0.42404838894902225,0.8661472490691793,136.0,0.1985974215976119,0.37009212555512333,-0.45818380634932543,-0.39232539188370036
157,0.23052443928155042,-0.3892860004922202,0.865313166454299,136.0,0.14130910498178548,0.28342391344867707,-0.45496676750350473,-0.37540172531948723
158,0.20249290388276187,-0.45707615033863797,0.8683817768519708,136.0,0.1436805098811344,0.33855107513586497,-0.49339649104355354,-0.4330168631111301
159,0.2213414755373282,-0.40437399599043333,0.8650302652713298,136.0,0.14798526503206655,0.2902300203786456,-0.5169216102875256,-0.36888930800170266
160,0.21077424257877997,-0.46445333044880627,0.8656910213241171,136.0,0.1272268078314765,0.31241562335312906,-0.491581199247167,-0.4345461539330165
161,0.21819311543674325,-0.4099071520401269,0.8671122957399722,136.0,0.13064822481989366,0.2919272748071246,-0.4635639417084942,-0.3766696812784941
162,0.21500395713761689,-0.4174355752109935,0.8674253704226099,136.0,0.13161779534599133,0.33337435356386924,-0.48329931215790634,-0.37555266875467835
163,0.2256019165373706,-0.38902368352265715,0.8663556083855526,136.0,0.16374124805916865,0.29624496387097327,-0.4481721087671484,-0.3888633140133022
164,0.21448130742396643,-0.40305336458757035,0.8672492991939467,136.0,0.12513829405320645,0.31256665265218553,-0.47720007589649044,-0.33132673503551907
165,0.27408286260936265,-0.38700398439621275,0.8625062606941802,136.0,0.14464862877445048,0.37736761866013696,-0.4680427026689636,-0.35771698678016434
166,0.2375624077184083,-0.40697730859255,0.868798406632588,136.0,0.14290820372010826,0.39429104266450904,-0.47950718189661445,-0.3745812770273086
167,0.23378994776493267,-0.4162391601569312,0.8635413095664984,136.0,0.14645172916354124,0.3161775173310098,-0.46070127216761725,-0.3731391136741242
168,0.2264846975870628,-0.4307150224072068,0.8676682711306337,136.0,0.14978010708038275,0.30658678716940113,-0.441551725867347,-0.39230104800107657
169,0.2115661203049064,-0.4104680155185745,0.8653005260510307,136.0,0.14368696908447087,0.33656300146568247,-0.5196558634502999,-0.3793695666513449
170,0.22870676439817772,-0.43279357674009256,0.863160678419695,136.0,0.1424648510226503,0.353667323462105,-0.5103921690783723,-0.3680998744782538
171,0.2301803013751582,-0.3939498690885528,0.8691532490298872,136.0,0.14103863149003493,0.386372863088183,-0.45167653503885874,-0.35956225354278176
172,0.18787754152179037,-0.4271646903783045,0.8680665034322648,136.0,0.13769329655125365,0.29907205736911047,-0.47465160760147435,-0.3814378637147883
173,0.21095362079640656,-0.4339270173694909,0.8670585313935733,136.0,0.16146511740942932,0.3159850529978661,-0.47730622261631955,-0.40875194875906745
174,0.2235912846122926,-0.42480469704523927,0.8654114670833705,136.0,0.13744113018003562,0.2799564449693568,-0.48708923024490897,-0.34309328149390833
175,0.24743134593460248,-0.4211912566341577,0.8688943402576665,136.0,0.14246653019552588,0.3063813842545908,-0.47276059725390357,-0.38524937486459954
176,0.2171769466039697,-0.42455420451747694,0.8630209089739865,136.0,0.16782402847686426,0.293834450052188,-0.4566967142252064,-0.3691481107298125
177,0.2501373039079101,-0.40237895446938376,0.8659221741856534,136.0,0.17097935794691158,0.3448338492071283,-0.4744318146632687,-0.3563701377684763
178,0.23332622752991727,-0.4434077727278299,0.8697529746381554,136.0,0.1685358033415634,0.3150307815238036,-0.5012495572316855,-0.4197046738195332
179,0.23220752851696502,-0.4023011472065514,0.8641655184941021,136.0,0.14765491883535678,0.3070591862836481,-0.45463271757088136,-0.3778898233573092
180,0.25972109258028675,-0.3963785603808359,0.8613781098936145,136.0,0.15885801276054237,0.35687263065401753,-0.4693015424757008,-0.3497535139454571
181,0.2211364688284001,-0.41088103303130064,0.8684136764728436,136.0,0.17690838217036015,0.2997033098688758,-0.503826409583637,-0.3619974524574891
182,0.267799673701261,-0.38850589637695193,0.864895190220389,136.0,0.20063339381672746,0.3291159980201115,-0.4349937898541845,-0.38783549988605975
183,0.22183778513340924,-0.40957927427010055,0.8667788816856967,136.0,0.12240768986963564,0.339828783774066,-0.48723035449790836,-0.4053292306776282
184,0.236548495098316,-0.41189495763048645,0.8676764537050462,136.0,0.16228876261818767,0.3366965584283707,-0.4586198150290791,-0.3705580620797137
185,0.14923614696279475,-0.4626965938425132,0.8644214371589655,136.0,0.10267294727124746,0.22707053209174702,-0.4731958502989854,-0.39285942353527903
186,0.22661083756952327,-0.41369884370275556,0.8668007902808448,136.0,0.14288912001931722,0.33559797226607013,-0.48353440436572415,-0.3863573222590784
187,0.24570763445268617,-0.4357397328094823,0.8685962492403584,136.0,0.16923080355776884,0.30632271658023313,-0.5042161545971314,-0.3666396947876161
188,0.23844309221997417,-0.42742940654946276,0.8695615902596658,136.0,0.1587323325979058,0.28082980282240505,-0.46486736917400867,-0.36873787573579914
189,0.210813411177607,-0.41185408743033697,0.8656143416970337,136.0,0.15580639239157612,0.3102943505000677,-0.4741163960194144,-0.36710202892010085
190,0.19701421813439612,-0.4202108918766223,0.8648853297083277,136.0,0.12376277571171022,0.28432029404418063,-0.47226984472721834,-0.36970892646262554
191,0.25363617986727993,-0.422556269842717,0.8680812948702248,136.0,0.17423140687200725,0.32546077707108595,-0.49338290601493523,-0.33886403912503876
192,0.24668480540386784,-0.4098673010127842,0.8662037710907811,136.0,0.17435647568085522,0.3970298467366076,-0.4751067681959293,-0.3694132950347173
193,0.20761582490431651,-0.41306831288729734,0.8661054114072475,136.0,0.10225277752220467,0.29011863239453617,-0.5062214811162142,-0.38700443194903905
