arm,N,r,seed,cagr,mdd,vol,end_value,first,end,trades,eq_sha,held_mean,held_max,maxw
A,5,88,1088,0.4418065715483175,-0.5093047787406697,0.3437747000810267,31638202.839527644,526,2859,85,eacdd25b7f13290e,4.373108517077388,5,0.5156709160322361
A,5,89,1089,0.4082698406166898,-0.5687216395594317,0.35364719110416953,25334717.732472565,526,2859,85,47f7dc4760394e4f,4.373108517077388,5,0.5156709160322361
A,5,90,1090,0.32290160944465796,-0.5581275926123845,0.3404270091899166,14038452.253719214,526,2859,85,cda068f35d77b014,4.373108517077388,5,0.5377509897504751
A,5,91,1091,0.31157127840069365,-0.5554120304990671,0.3441246851070658,12943498.284601962,526,2859,85,d85df7d434437fc2,4.373108517077388,5,0.537750989750475
A,5,92,1092,0.4238692640223911,-0.5093047787406696,0.34684865876040605,28111445.03307966,526,2859,85,0ad5286075211286,4.373108517077388,5,0.5156709160322362
A,5,93,1093,0.38732124261479184,-0.5350941433571783,0.3525502502004923,21992129.53625822,526,2859,85,e225b64ddffa5c8f,4.373108517077388,5,0.5156709160322362
A,5,94,1094,0.35245727922660497,-0.5322362191433709,0.3389030414413697,17294714.835505757,526,2859,85,19fecd0b018d99f5,4.373108517077388,5,0.5156709160322362
A,5,95,1095,0.37508189050191265,-0.5325299231687503,0.3426790972393574,20227143.32521042,526,2859,85,35a9af887108da30,4.373108517077388,5,0.515670916032236
A,5,96,1096,0.35466261333008964,-0.5227148414495133,0.34838617112031794,17562794.7899794,526,2859,85,2b5b73991689079f,4.373108517077388,5,0.5156709160322361
A,5,97,1097,0.465257476191379,-0.5526689546304404,0.349667643180994,36843687.48164626,526,2859,85,9d7175e97d386f45,4.373108517077388,5,0.5377509897504751
A,5,98,1098,0.5285927194629139,-0.5093047787406697,0.35322575690623,54936996.13376319,526,2859,85,13b4c06f8a68b8f9,4.373108517077388,5,0.5156709160322361
A,5,99,1099,0.37674935270785825,-0.5328851663878625,0.3449347791925098,20459896.255587738,526,2859,85,32822148696b60ae,4.373108517077388,5,0.5377509897504751
A,5,100,1100,0.4024357469758888,-0.5328851663878628,0.3529465083153664,24361003.268835176,526,2859,85,86cd39995119da88,4.373108517077388,5,0.5377509897504751
A,5,101,1101,0.455339934914355,-0.5326640966300623,0.35458880020342337,34555518.09005255,526,2859,85,325c6f85d11700a4,4.373108517077388,5,0.5377509897504751
A,5,102,1102,0.4801715292755102,-0.5530088936520847,0.35511929554803207,40540093.719290905,526,2859,85,3f108de88f2db493,4.373108517077388,5,0.5156709160322362
A,5,103,1103,0.43015450923091114,-0.5086230871050891,0.3478370098069771,29305017.385346226,526,2859,85,c78c83f4ff73b489,4.373108517077388,5,0.5156709160322361
A,5,104,1104,0.46138334622142496,-0.5350941433571783,0.3507232408291647,35934211.017625116,526,2859,85,130c941eef8134cd,4.373108517077388,5,0.5377509897504751
A,5,105,1105,0.4356527761608915,-0.577363872926198,0.3481694473880705,30386080.36209289,526,2859,85,970b8102947ebdaf,4.373108517077388,5,0.5156709160322362
A,5,106,1106,0.3557439868313026,-0.5328851663878625,0.35083815425795417,17695598.839055482,526,2859,85,ce827af73beaf0b8,4.373108517077388,5,0.5377509897504751
A,5,107,1107,0.33976263723834776,-0.5093047787406697,0.34206066327677903,15821465.746488947,526,2859,85,450fc4d0f5523a48,4.373108517077388,5,0.5156709160322361
A,5,108,1108,0.44942460390215855,-0.5770424559908077,0.34827054538088476,33252042.55511458,526,2859,85,cbdcae6ea08e159c,4.373108517077388,5,0.5156709160322361
A,5,109,1109,0.3441961453717066,-0.529792046571795,0.3432277541077725,16322709.171349736,526,2859,85,5d3570f9b00768da,4.373108517077388,5,0.5156709160322361
A,5,110,1110,0.4121059755476635,-0.5089302662983891,0.3454868067989749,25993787.60153768,526,2859,85,e42f6b54e74e6d21,4.373108517077388,5,0.5156709160322362
A,5,111,1111,0.478360952463984,-0.5089302662983891,0.3549135782935811,40074338.018420026,526,2859,85,db8fd0b5ca555731,4.373108517077388,5,0.5377509897504752
A,5,112,1112,0.4340895028043401,-0.5322362191433712,0.34694966816692735,30075141.70850565,526,2859,85,3fe18078307d56e6,4.373108517077388,5,0.5156709160322362
A,5,113,1113,0.3301992971925394,-0.5325299231687503,0.3366193039540172,14786825.134366129,526,2859,85,209dbf53b4f00e5e,4.373108517077388,5,0.537750989750475
A,5,114,1114,0.39986578430977016,-0.5530088936520847,0.34550350106087635,23942795.5392316,526,2859,85,843c97557f2e6758,4.373108517077388,5,0.5156709160322362
A,5,115,1115,0.3498515048639306,-0.5767767184828968,0.3504860365172439,16982676.977079146,526,2859,85,195997ea4d269b87,4.373108517077388,5,0.537750989750475
A,5,116,1116,0.39364258996563506,-0.5523879036387005,0.3478896762068259,22956569.225072548,526,2859,85,286f67a67a1b2047,4.373108517077388,5,0.5156709160322362
A,5,117,1117,0.3863019087377455,-0.5681224787461203,0.3471584938299435,21840050.308372088,526,2859,85,d5e8db47ada36bbc,4.373108517077388,5,0.5156709160322362
A,5,118,1118,0.405513349778549,-0.5793625109567813,0.3530731495063448,24870404.293018255,526,2859,85,23dc23a29ae1b0db,4.373108517077388,5,0.5156709160322361
A,5,119,1119,0.45454226016083576,-0.5530088936520846,0.3472222523452941,34377122.569569804,526,2859,85,19d4bcac83719c18,4.373108517077388,5,0.5156709160322362
A,5,120,1120,0.45986629980913896,-0.5086230871050891,0.3489866920664022,35583579.94983899,526,2859,85,822269a26da6b4fc,4.373108517077388,5,0.5156709160322361
A,5,121,1121,0.39440379005533766,-0.5551227059062923,0.3542979025063922,23075218.551313125,526,2859,85,51200a2c6efb0d43,4.373108517077388,5,0.5377509897504752
A,5,122,1122,0.32257436817604845,-0.5551227059062923,0.3438338266382654,14005701.903818814,526,2859,85,c6545076a957629c,4.373108517077388,5,0.537750989750475
A,5,123,1123,0.3789553743616976,-0.5530088936520847,0.34693710854059545,20771502.773747407,526,2859,85,fcd072de8692cc41,4.373108517077388,5,0.5156709160322362
A,5,124,1124,0.4121685334942251,-0.529792046571795,0.3447442919852273,26004661.2555278,526,2859,85,4314cf0f1b04ccf1,4.373108517077388,5,0.5156709160322361
A,5,125,1125,0.37697561105816546,-0.577363872926198,0.3490047111569623,20491662.359522913,526,2859,85,e18d07079872a8ca,4.373108517077388,5,0.5156709160322362
A,5,126,1126,0.3958695817784965,-0.5093047787406698,0.3427724107361197,23305239.064213313,526,2859,85,484aab9ab2245d4d,4.373108517077388,5,0.5156709160322362
A,5,127,1127,0.369880035639339,-0.5551227059062923,0.3399727705507716,19516175.782892887,526,2859,85,d210a1bd1b9397df,4.373108517077388,5,0.5156709160322361
A,5,128,1128,0.4408452533363656,-0.5116244380627275,0.3555474216384112,31439611.754954476,526,2859,85,8be2136e9d1e1d8a,4.373108517077388,5,0.537750989750475
A,5,129,1129,0.41064318639415576,-0.5767767184828968,0.3448709988103874,25740685.589474704,526,2859,85,b86596e044221f87,4.373108517077388,5,0.537750989750475
A,5,130,1130,0.3580291334010346,-0.5793625109567813,0.3489256913353868,17979196.416206654,526,2859,85,7cb2f2d7514f029a,4.373108517077388,5,0.5156709160322362
A,5,131,1131,0.4854120683837351,-0.5322362191433712,0.3441033048860451,41915579.31806216,526,2859,85,fb60f5041801e469,4.373108517077388,5,0.5156709160322362
A,5,132,1132,0.3983995941025731,-0.5687216395594317,0.3466510733186033,23707090.251625326,526,2859,85,1e0516897f88acc4,4.373108517077388,5,0.5377509897504751
A,5,133,1133,0.33893305226140646,-0.5300859922090994,0.34029873673642946,15729218.24683886,526,2859,85,8e1d311c4ef39650,4.373108517077388,5,0.5156709160322362
A,5,134,1134,0.4004780479224166,-0.5325299231687503,0.3566142923674147,24041841.837091908,526,2859,85,65ec1faa6c73004d,4.373108517077388,5,0.537750989750475
A,5,135,1135,0.3913635050870805,-0.5683936501613822,0.3538661230703061,22604579.47301275,526,2859,85,3b6924a1c29af7cd,4.373108517077388,5,0.5377509897504751
A,5,136,1136,0.36149038567979996,-0.5328851663878628,0.34266676046525213,18416496.89609072,526,2859,85,17b83057ac015c21,4.373108517077388,5,0.5156709160322364
A,5,137,1137,0.39761168122493706,-0.5683936501613822,0.34975923367292294,23581284.006892607,526,2859,85,d435e286e5e796db,4.373108517077388,5,0.537750989750475
A,5,138,1138,0.3299437018940026,-0.5300859922090994,0.34911054185358464,14760023.056212729,526,2859,85,65df7842cd20acd5,4.373108517077388,5,0.5377509897504751
A,5,139,1139,0.32110944197001556,-0.5326640966300624,0.3437247958146907,13859927.683382899,526,2859,85,c029c6e65d226849,4.373108517077388,5,0.5377509897504751
A,5,140,1140,0.38013493262134235,-0.5089302662983891,0.3444899697150895,20939853.505600706,526,2859,85,f50278a7b7cefe38,4.373108517077388,5,0.5377509897504752
A,5,141,1141,0.43368074835696535,-0.5554120304990671,0.34843838181381626,29994310.123718973,526,2859,85,3c1f1250a9fca021,4.373108517077388,5,0.5156709160322361
A,5,142,1142,0.38613529959569903,-0.5325299231687503,0.34344279670698435,21815282.7088345,526,2859,85,163901dd10f27d94,4.373108517077388,5,0.537750989750475
A,5,143,1143,0.3456638350041974,-0.5526689546304405,0.3471616521961909,16491743.717048174,526,2859,85,cd8405c359b3d89d,4.373108517077388,5,0.5377509897504751
A,5,144,1144,0.42488046544921265,-0.5560288114102888,0.344442579403107,28300488.775108747,526,2859,85,4d6bb1d1c5a439eb,4.373108517077388,5,0.5156709160322362
A,5,145,1145,0.41895923616955266,-0.5300859922090991,0.34879765980398875,27209470.76407429,526,2859,85,bb0cc268427ae515,4.373108517077388,5,0.5156709160322362
A,5,146,1146,0.4412065926579549,-0.5086230871050887,0.3519204680844773,31514126.858629055,526,2859,85,a54698400be6d2e5,4.373108517077388,5,0.5156709160322362
A,5,147,1147,0.35941975985713026,-0.5530088936520845,0.3429041956110413,18153762.08311565,526,2859,85,4ee5e4993effa660,4.373108517077388,5,0.5377509897504751
A,5,148,1148,0.3276258007323316,-0.577363872926198,0.3469845678997416,14518940.479820292,526,2859,85,ad60eee443432f38,4.373108517077388,5,0.5377509897504751
A,5,149,1149,0.34683926208615157,-0.5681224787461204,0.3450915912399263,16628245.014219694,526,2859,85,7114c02060018ce5,4.373108517077388,5,0.5156709160322362
A,5,150,1150,0.37370974686065583,-0.5297920465717951,0.3417613517004177,20037391.130419564,526,2859,85,8e24b892ca268c32,4.373108517077388,5,0.5377509897504751
A,5,151,1151,0.3678659788200984,-0.5093047787406696,0.34516377075797494,19246960.2509373,526,2859,85,d99272f9c2911b7f,4.373108517077388,5,0.5377509897504751
A,5,152,1152,0.4556881060818505,-0.529792046571795,0.35007447047735624,34633643.7772696,526,2859,85,f9ee8cb8ae66243f,4.373108517077388,5,0.537750989750475
A,5,153,1153,0.3543947165842405,-0.5297920465717951,0.33973486215864823,17530032.29084269,526,2859,85,8320c8dd16d329fd,4.373108517077388,5,0.5156709160322361
A,5,154,1154,0.3399094651046215,-0.5530088936520847,0.34690632252295683,15837842.875465205,526,2859,85,e0f98ef07c75a2ec,4.373108517077388,5,0.5377509897504751
A,5,155,1155,0.4176952796229525,-0.5490920080554784,0.349076999955993,26981510.198038314,526,2859,85,52ca433e83302555,4.373108517077388,5,0.5156709160322362
A,5,156,1156,0.37670092032812863,-0.5086230871050887,0.35245320449021983,20453102.194851357,526,2859,85,122f7f31bbfa9fa3,4.373108517077388,5,0.5377509897504751
A,5,157,1157,0.3036701047255981,-0.5325299231687503,0.3400961335712999,12225796.549986698,526,2859,85,65238871d146e3f6,4.373108517077388,5,0.5156709160322361
A,5,158,1158,0.32947782880036836,-0.5326640966300625,0.3424797684861664,14711282.668143725,526,2859,85,c8be999d9dc59e97,4.373108517077388,5,0.5377509897504751
A,5,159,1159,0.38075855969233996,-0.5707611465436361,0.3433968248847334,21029351.8393528,526,2859,85,59562e5d52153d22,4.373108517077388,5,0.5156709160322362
A,5,160,1160,0.32840093254836455,-0.5526689546304405,0.3473027812420508,14599166.402197907,526,2859,85,8637673f17125480,4.373108517077388,5,0.5377509897504751
A,5,161,1161,0.4089024043607754,-0.5086230871050891,0.34511342051576877,25442356.19135915,526,2859,85,683798afa9664c52,4.373108517077388,5,0.5156709160322361
A,5,162,1162,0.3334064127627363,-0.5770424559908077,0.3478369621611092,15126845.898943145,526,2859,85,7c3655de0c038ade,4.373108517077388,5,0.5377509897504751
A,5,163,1163,0.36091005321268854,-0.5683936501613822,0.34736108621009504,18342519.72575116,526,2859,85,5129fbc99f14dccc,4.373108517077388,5,0.537750989750475
A,5,164,1164,0.4544262507575334,-0.577363872926198,0.350738270443045,34351246.41488478,526,2859,85,9b84051cde36c137,4.373108517077388,5,0.5156709160322362
A,5,165,1165,0.4042937450936268,-0.5523879036387004,0.34360800608803027,24667408.72619619,526,2859,85,ce49ccb84a3873f2,4.373108517077388,5,0.5156709160322362
A,5,166,1166,0.37057220061376195,-0.5093047787406697,0.3484064570032012,19609470.626741696,526,2859,85,5c43fe27a402c2aa,4.373108517077388,5,0.537750989750475
A,5,167,1167,0.36935801850833694,-0.5116244380627275,0.3448031903845847,19446077.379215375,526,2859,85,c5307009b64c8dee,4.373108517077388,5,0.5156709160322361
A,5,168,1168,0.3542807527839704,-0.5551227059062922,0.3459804011773742,17516111.6344354,526,2859,85,cc8f3f4d5232c411,4.373108517077388,5,0.537750989750475
