date,stock_id,high,low,avg_price,volume,amount,transactions,price_basis
2015-02-26,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-02,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-03,5267,35.30,34.51,35.06,47000,1647620,7,均價
2015-03-04,5267,35.49,35.10,35.28,40000,1411290,5,均價
2015-03-05,5267,35.48,34.51,35.09,52000,1824790,10,均價
2015-03-06,5267,35.20,35.00,35.10,30000,1053000,2,均價
2015-03-09,5267,35.30,35.10,35.20,28000,985600,2,均價
2015-03-10,5267,35.00,35.00,35.00,11000,385000,3,均價
2015-03-11,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-12,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-13,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-16,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-17,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-18,5267,34.60,34.60,34.60,2000,69200,1,均價
2015-03-19,5267,35.00,34.52,34.86,16000,557680,8,均價
2015-03-20,5267,34.52,34.51,34.52,5000,172580,2,均價
2015-03-23,5267,34.80,34.60,34.70,4000,138800,2,均價
2015-03-24,5267,34.70,34.39,34.55,6000,207320,4,均價
2015-03-25,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-26,5267,33.74,33.74,33.74,1000,33740,1,均價
2015-03-27,5267,34.00,33.74,33.85,7000,236960,5,均價
2015-03-30,5267,0.00,0.00,0.00,0,0,0,均價
2015-03-31,5267,34.30,34.20,34.25,2000,68500,2,均價
2015-04-01,5267,34.30,34.00,34.18,5000,170900,2,均價
2015-04-02,5267,34.00,34.00,34.00,4000,136000,3,均價
2015-04-07,5267,34.01,34.00,34.01,3500,119030,2,均價
2015-04-08,5267,36.20,34.50,35.57,52000,1849570,16,均價
2015-04-09,5267,35.99,35.00,35.38,25300,895017,8,均價
2015-04-10,5267,35.00,34.59,34.74,21000,729580,11,均價
2015-04-13,5267,34.70,34.70,34.70,6000,208200,2,均價
2015-04-14,5267,35.50,35.00,35.38,44000,1556500,8,均價
2015-04-15,5267,35.78,35.20,35.20,5006,176214,7,均價
2015-04-16,5267,35.78,35.01,35.51,63002,2237371,9,均價
2015-04-17,5267,35.00,34.60,34.81,16000,557000,5,均價
2015-04-20,5267,34.70,34.00,34.45,27000,930100,10,均價
2015-04-21,5267,0.00,0.00,0.00,0,0,0,均價
2015-04-22,5267,34.19,33.80,34.00,2000,67990,2,均價
2015-04-23,5267,0.00,0.00,0.00,0,0,0,均價
2015-04-24,5267,34.50,34.00,34.35,37001,1271034,6,均價
2015-04-27,5267,34.90,34.00,34.54,43000,1485230,9,均價
2015-04-28,5267,34.20,33.80,34.02,64000,2177300,6,均價
2015-04-29,5267,34.00,33.70,33.82,25000,845500,3,均價
2015-04-30,5267,34.20,34.00,34.10,20000,682000,2,均價
2015-05-04,5267,34.31,34.00,34.17,10500,358830,6,均價
2015-05-05,5267,34.49,34.00,34.16,9000,307470,3,均價
2015-05-06,5267,34.49,34.00,34.05,9000,306490,5,均價
2015-05-07,5267,34.50,34.50,34.50,3000,103500,1,均價
2015-05-08,5267,34.50,34.00,34.06,9000,306550,3,均價
2015-05-11,5267,33.50,33.30,33.43,24000,802260,6,均價
2015-05-12,5267,0.00,0.00,0.00,0,0,0,均價
2015-05-13,5267,0.00,0.00,0.00,0,0,0,均價
2015-05-14,5267,33.25,31.43,32.77,29000,950460,10,均價
2015-05-15,5267,33.49,32.50,32.96,42220,1391487,19,均價
2015-05-18,5267,33.25,33.00,33.17,21000,696500,3,均價
2015-05-19,5267,33.50,32.98,33.12,61000,2020250,23,均價
2015-05-20,5267,0.00,0.00,0.00,0,0,0,均價
2015-05-21,5267,33.33,32.97,33.26,23000,764910,5,均價
2015-05-22,5267,33.33,33.15,33.23,21000,697830,3,均價
2015-05-25,5267,33.33,33.33,33.33,1000,33330,1,均價
2015-05-26,5267,33.00,32.98,32.99,5000,164940,2,均價
2015-05-27,5267,34.00,33.33,33.76,28000,945180,12,均價
2015-05-28,5267,33.80,33.80,33.80,8000,270400,2,均價
2015-05-29,5267,33.90,33.79,33.85,10000,338530,4,均價
2015-06-01,5267,0.00,0.00,0.00,0,0,0,均價
2015-06-02,5267,34.61,34.00,34.36,34999,1202605,12,均價
2015-06-03,5267,34.90,34.20,34.55,43000,1485470,15,均價
2015-06-04,5267,34.10,33.00,33.64,35080,1179958,17,均價
2015-06-05,5267,34.11,32.89,33.49,48000,1607630,18,均價
2015-06-08,5267,33.49,33.49,33.49,3000,100470,1,均價
2015-06-09,5267,33.10,32.50,32.87,30000,986070,10,均價
2015-06-10,5267,32.70,32.70,32.70,9000,294300,4,均價
2015-06-11,5267,32.62,32.50,32.56,26000,846600,11,均價
2015-06-12,5267,33.50,33.00,33.00,5001,165033,2,均價
2015-06-15,5267,33.00,33.00,33.00,8000,264000,2,均價
2015-06-16,5267,33.30,33.30,33.30,6000,199800,2,均價
2015-06-17,5267,33.20,33.00,33.13,20000,662630,7,均價
2015-06-18,5267,33.40,33.01,33.34,7000,233410,3,均價
2015-06-22,5267,0.00,0.00,0.00,0,0,0,均價
2015-06-23,5267,33.50,33.50,33.50,3000,100500,1,均價
2015-06-24,5267,33.50,33.50,33.50,1000,33500,1,均價
2015-06-25,5267,33.50,33.50,33.50,5000,167500,1,均價
2015-06-26,5267,0.00,0.00,0.00,0,0,0,均價
2015-06-29,5267,33.60,33.60,33.60,3000,100800,1,均價
2015-06-30,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-01,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-02,5267,34.00,34.00,34.00,5000,170000,2,均價
2015-07-03,5267,33.90,33.90,33.90,1300,44070,2,均價
2015-07-06,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-07,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-08,5267,33.88,33.88,33.88,1000,33880,1,均價
2015-07-09,5267,33.61,33.40,33.52,8000,268130,3,均價
2015-07-13,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-14,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-15,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-16,5267,34.09,34.09,34.09,1000,34090,1,均價
2015-07-17,5267,34.10,34.10,34.10,1000,34100,1,均價
2015-07-20,5267,34.10,34.00,34.06,10000,340600,6,均價
2015-07-21,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-22,5267,33.70,33.70,33.70,4000,134800,3,均價
2015-07-23,5267,34.00,34.00,34.00,3000,102000,2,均價
2015-07-24,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-27,5267,33.71,33.40,33.63,6500,218620,7,均價
2015-07-28,5267,0.00,0.00,0.00,0,0,0,均價
2015-07-29,5267,33.85,33.85,33.85,1000,33850,1,均價
2015-07-30,5267,33.41,33.41,33.41,3000,100230,1,均價
2015-07-31,5267,0.00,0.00,0.00,0,0,0,均價
2015-08-03,5267,0.00,0.00,0.00,0,0,0,均價
2015-08-04,5267,0.00,0.00,0.00,0,0,0,均價
2015-08-05,5267,0.00,0.00,0.00,0,0,0,均價
2015-08-06,5267,0.00,0.00,0.00,0,0,0,均價
2015-08-07,5267,33.85,33.85,33.85,3000,101550,1,均價
2015-08-10,5267,0.00,0.00,0.00,0,0,0,均價
2015-08-11,5267,34.00,33.85,33.96,4000,135850,2,均價
2015-08-12,5267,0.00,0.00,0.00,0,0,0,均價
2015-08-13,5267,33.50,32.78,33.18,13500,447910,7,均價
2015-08-14,5267,32.78,31.00,31.58,36700,1159026,15,均價
2015-08-17,5267,30.56,29.64,30.09,18000,541560,10,均價
2015-08-18,5267,29.74,29.16,29.17,1010,29457,2,均價
2015-08-19,5267,29.16,28.50,28.72,12000,344580,4,均價
2015-08-20,5267,28.60,28.60,28.60,6000,171600,2,均價
2015-08-21,5267,0.00,0.00,0.00,0,0,0,均價
2015-08-24,5267,27.80,27.37,27.58,8000,220610,4,均價
2015-08-25,5267,27.55,27.55,27.55,1000,27550,1,均價
2015-08-26,5267,27.36,26.13,26.91,14250,383470,6,均價
2015-08-27,5267,26.80,25.56,25.93,28250,732565,15,均價
2015-08-28,5267,25.70,24.45,24.64,88550,2181662,36,均價
2015-08-31,5267,25.00,24.53,24.84,53000,1316610,22,均價
2015-09-01,5267,25.50,24.80,25.04,72300,1810593,33,均價
2015-09-02,5267,24.47,22.43,22.91,30200,692026,13,均價
2015-09-03,5267,22.71,22.50,22.55,12000,270630,4,均價
2015-09-04,5267,22.50,21.95,22.05,25000,551260,10,均價
2015-09-07,5267,22.02,21.80,21.84,5000,109220,3,均價
2015-09-08,5267,22.50,21.80,22.12,30000,663600,10,均價
2015-09-09,5267,22.15,22.04,22.11,9000,199020,5,均價
2015-09-10,5267,22.50,22.50,22.50,5000,112500,1,均價
2015-09-11,5267,23.45,22.78,23.01,27000,621230,14,均價
2015-09-14,5267,0.00,0.00,0.00,0,0,0,均價
2015-09-15,5267,23.09,23.00,23.03,15000,345420,8,均價
2015-09-16,5267,24.72,23.08,23.80,27000,642730,13,均價
2015-09-17,5267,24.59,24.22,24.48,11000,269310,6,均價
2015-09-18,5267,24.72,24.62,24.66,7000,172640,3,均價
2015-09-21,5267,24.60,24.30,24.51,13075,320475,7,均價
2015-09-22,5267,24.77,24.62,24.70,13000,321040,6,均價
2015-09-23,5267,24.90,24.62,24.83,4000,99320,2,均價
2015-09-24,5267,26.84,25.05,25.79,41400,1067558,18,均價
2015-09-25,5267,27.45,26.51,26.96,14503,391052,14,均價
2015-09-30,5267,26.60,26.50,26.56,14000,371820,6,均價
2015-10-01,5267,27.00,26.51,26.77,8000,214120,4,均價
2015-10-02,5267,26.80,26.21,26.52,6300,167103,4,均價
2015-10-05,5267,26.50,26.20,26.30,3000,78900,2,均價
2015-10-06,5267,0.00,0.00,0.00,0,0,0,均價
2015-10-07,5267,26.20,26.20,26.20,3000,78600,2,均價
2015-10-08,5267,26.20,25.04,25.92,18000,466640,9,均價
2015-10-12,5267,24.99,24.99,24.99,2000,49980,1,均價
2015-10-13,5267,0.00,0.00,0.00,0,0,0,均價
2015-10-14,5267,24.99,24.99,24.99,3000,74970,1,均價
2015-10-15,5267,25.29,24.89,25.10,18000,451760,8,均價
2015-10-16,5267,0.00,0.00,0.00,0,0,0,均價
2015-10-19,5267,24.60,24.03,24.22,11000,266460,8,均價
2015-10-20,5267,24.50,24.05,24.28,2000,48550,2,均價
2015-10-21,5267,0.00,0.00,0.00,0,0,0,均價
2015-10-22,5267,0.00,0.00,0.00,0,0,0,均價
2015-10-23,5267,24.50,24.20,24.45,6000,146700,3,均價
2015-10-26,5267,24.73,24.40,24.56,94750,2327457,9,均價
2015-10-27,5267,24.50,23.55,24.23,45000,1090510,18,均價
2015-10-28,5267,24.07,24.07,24.07,2000,48140,2,均價
2015-10-29,5267,24.20,24.00,24.14,16000,386190,9,均價
2015-10-30,5267,24.20,23.90,24.05,40000,961960,15,均價
2015-11-02,5267,24.08,24.08,24.08,2066,49749,2,均價
2015-11-03,5267,24.20,24.08,24.16,3000,72480,2,均價
2015-11-04,5267,24.00,24.00,24.00,5500,132000,3,均價
2015-11-05,5267,23.70,22.99,23.23,20000,464620,9,均價
2015-11-06,5267,22.99,22.99,22.99,1000,22990,1,均價
2015-11-09,5267,22.99,22.99,22.99,2000,45980,1,均價
2015-11-10,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-11,5267,22.99,22.99,22.99,1000,22990,1,均價
2015-11-12,5267,22.90,22.90,22.90,1000,22900,1,均價
2015-11-13,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-16,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-17,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-18,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-19,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-20,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-23,5267,22.60,22.60,22.60,3000,67800,1,均價
2015-11-24,5267,22.80,22.40,22.54,5000,112700,5,均價
2015-11-25,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-26,5267,22.33,22.33,22.33,1000,22330,1,均價
2015-11-27,5267,0.00,0.00,0.00,0,0,0,均價
2015-11-30,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-01,5267,23.00,23.00,23.00,300,6900,1,均價
2015-12-02,5267,23.00,22.33,22.95,3225,74024,2,均價
2015-12-03,5267,22.70,22.40,22.55,2000,45100,2,均價
2015-12-04,5267,23.14,22.35,22.75,6000,136470,2,均價
2015-12-07,5267,23.15,23.15,23.15,3000,69450,3,均價
2015-12-08,5267,23.30,23.30,23.30,1000,23300,1,均價
2015-12-09,5267,23.49,23.49,23.49,3000,70470,1,均價
2015-12-10,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-11,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-14,5267,23.49,23.41,23.43,4000,93720,2,均價
2015-12-15,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-16,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-17,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-18,5267,23.14,22.35,22.74,7000,159190,3,均價
2015-12-21,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-22,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-23,5267,23.20,23.15,23.18,6000,139050,5,均價
2015-12-24,5267,23.20,22.33,22.89,24150,552685,16,均價
2015-12-25,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-28,5267,22.50,22.35,22.46,4000,89850,3,均價
2015-12-29,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-30,5267,0.00,0.00,0.00,0,0,0,均價
2015-12-31,5267,22.50,22.33,22.43,7000,156990,3,均價
2016-01-04,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-05,5267,23.14,22.50,22.97,10000,229720,4,均價
2016-01-06,5267,23.00,22.34,22.56,10025,226136,5,均價
2016-01-07,5267,23.00,23.00,23.00,3000,69000,1,均價
2016-01-08,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-11,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-12,5267,23.14,23.00,23.07,2000,46140,2,均價
2016-01-13,5267,23.07,22.35,22.69,7000,158820,5,均價
2016-01-14,5267,22.90,22.34,22.64,5003,113267,6,均價
2016-01-15,5267,22.80,22.34,22.57,9035,203881,10,均價
2016-01-18,5267,22.99,22.50,22.81,5500,125465,5,均價
2016-01-19,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-20,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-21,5267,22.34,22.28,22.31,12000,267660,6,均價
2016-01-22,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-25,5267,22.19,22.00,22.14,11000,243530,7,均價
2016-01-26,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-27,5267,22.08,21.76,21.94,9200,201856,8,均價
2016-01-28,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-29,5267,0.00,0.00,0.00,0,0,0,均價
2016-01-30,5267,0.00,0.00,0.00,0,0,0,均價
2016-02-01,5267,22.10,22.08,22.09,9000,198810,3,均價
2016-02-02,5267,22.62,22.00,22.62,3020,68300,3,均價
2016-02-03,5267,23.00,22.50,22.85,32100,733600,8,均價
2016-02-15,5267,0.00,0.00,0.00,0,0,0,均價
2016-02-16,5267,22.60,22.60,22.60,1000,22600,1,均價
2016-02-17,5267,0.00,0.00,0.00,0,0,0,均價
2016-02-18,5267,23.14,22.60,22.87,2010,45966,3,均價
2016-02-19,5267,22.60,22.60,22.60,20,452,1,均價
2016-02-22,5267,0.00,0.00,0.00,0,0,0,均價
2016-02-23,5267,22.60,22.60,22.60,10,226,1,均價
2016-02-24,5267,23.15,23.07,23.13,12020,277991,5,均價
2016-02-25,5267,23.77,23.06,23.32,13000,303170,6,均價
2016-02-26,5267,23.78,23.00,23.77,1010,24010,2,均價
2016-03-01,5267,0.00,0.00,0.00,0,0,0,均價
2016-03-02,5267,24.49,23.77,24.05,19000,456980,9,均價
2016-03-03,5267,24.50,23.80,24.06,55000,1323260,20,均價
2016-03-04,5267,24.21,23.80,23.99,20000,479790,10,均價
2016-03-07,5267,0.00,0.00,0.00,0,0,0,均價
2016-03-08,5267,23.70,23.70,23.70,20,474,1,均價
2016-03-09,5267,0.00,0.00,0.00,0,0,0,均價
2016-03-10,5267,0.00,0.00,0.00,0,0,0,均價
2016-03-11,5267,0.00,0.00,0.00,0,0,0,均價
2016-03-14,5267,0.00,0.00,0.00,0,0,0,均價
2016-03-15,5267,0.00,0.00,0.00,0,0,0,均價
2016-03-16,5267,24.49,23.57,24.26,66340,1609478,10,均價
2016-03-17,5267,0.00,0.00,0.00,0,0,0,均價
2016-03-18,5267,24.50,23.61,23.99,2030,48707,7,均價
2016-03-21,5267,24.49,24.49,24.49,3000,73470,1,均價
2016-03-22,5267,24.49,24.30,24.36,64000,1558960,4,均價
2016-03-23,5267,24.40,24.13,24.22,14720,356541,10,均價
2016-03-24,5267,26.01,23.90,24.64,53675,1322771,22,均價
2016-03-25,5267,26.10,24.81,25.67,50220,1288919,26,均價
2016-03-28,5267,26.33,25.02,25.68,200290,5144093,23,均價
2016-03-29,5267,26.99,25.82,26.54,76000,2016820,12,均價
2016-03-30,5267,26.00,25.83,25.94,34020,882488,12,均價
2016-03-31,5267,26.00,25.80,25.89,70000,1812450,8,均價
2016-04-01,5267,0.00,0.00,0.00,0,0,0,均價
2016-04-06,5267,25.75,25.66,25.71,11000,282800,4,均價
2016-04-07,5267,27.80,25.82,26.68,261760,6984509,31,均價
2016-04-08,5267,29.65,26.92,28.06,33500,939865,16,均價
2016-04-11,5267,31.89,29.42,30.77,100875,3104169,57,均價
2016-04-12,5267,32.28,30.81,31.37,118107,3704864,49,均價
2016-04-13,5267,34.00,31.71,32.91,89290,2938265,49,均價
2016-04-14,5267,36.29,34.65,35.13,212040,7449731,73,均價
2016-04-15,5267,36.89,34.53,35.55,110340,3922711,59,均價
2016-04-18,5267,34.80,32.50,33.58,51550,1731015,28,均價
2016-04-19,5267,33.20,32.70,32.85,102000,3350290,11,均價
2016-04-20,5267,33.00,32.70,32.86,15000,492840,6,均價
2016-04-21,5267,32.60,32.50,32.55,4020,130852,4,均價
2016-04-22,5267,32.40,31.89,32.08,11000,352850,8,均價
2016-04-25,5267,32.77,30.40,31.10,31290,973149,20,均價
2016-04-26,5267,0.00,0.00,0.00,0,0,0,均價
2016-04-27,5267,30.50,30.10,30.29,7000,212000,4,均價
2016-04-28,5267,30.05,30.05,30.05,1000,30050,1,均價
2016-04-29,5267,30.90,30.48,30.57,43000,1314300,3,均價
2016-05-03,5267,31.20,30.90,31.05,53300,1655190,10,均價
2016-05-04,5267,30.70,30.70,30.70,3000,92100,3,均價
2016-05-05,5267,30.90,30.41,30.70,25200,773728,16,均價
2016-05-06,5267,30.00,30.00,30.00,2000,60000,1,均價
2016-05-09,5267,30.88,30.88,30.88,2000,61760,2,均價
2016-05-10,5267,30.80,30.70,30.75,40000,1230000,2,均價
2016-05-11,5267,0.00,0.00,0.00,0,0,0,均價
2016-05-12,5267,30.80,30.03,30.75,40099,1232972,4,均價
2016-05-13,5267,30.99,30.99,30.99,1000,30990,1,均價
2016-05-16,5267,31.09,31.09,31.09,1000,31090,1,均價
2016-05-17,5267,0.00,0.00,0.00,0,0,0,均價
2016-05-18,5267,0.00,0.00,0.00,0,0,0,均價
2016-05-19,5267,0.00,0.00,0.00,0,0,0,均價
2016-05-20,5267,0.00,0.00,0.00,0,0,0,均價
2016-05-23,5267,30.50,30.14,30.38,3100,94190,3,均價
2016-05-24,5267,30.38,30.13,30.21,3000,90640,2,均價
2016-05-25,5267,30.50,30.10,30.22,8000,241740,7,均價
2016-05-26,5267,0.00,0.00,0.00,0,0,0,均價
2016-05-27,5267,0.00,0.00,0.00,0,0,0,均價
2016-05-30,5267,31.05,31.05,31.05,1000,31050,1,均價
2016-05-31,5267,31.05,31.05,31.05,1000,31050,1,均價
2016-06-01,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-02,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-03,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-04,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-06,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-07,5267,31.00,30.50,30.75,2000,61500,2,均價
2016-06-08,5267,31.00,31.00,31.00,1250,38750,2,均價
2016-06-13,5267,31.46,31.46,31.46,80,2516,1,均價
2016-06-14,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-15,5267,31.45,31.20,31.29,8000,250350,4,均價
2016-06-16,5267,31.47,31.45,31.46,4000,125820,2,均價
2016-06-17,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-20,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-21,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-22,5267,31.75,31.47,31.70,9010,285634,7,均價
2016-06-23,5267,33.40,31.72,32.68,20500,669990,13,均價
2016-06-24,5267,33.00,32.66,32.91,14000,460690,8,均價
2016-06-27,5267,33.67,33.00,33.27,5000,166340,2,均價
2016-06-28,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-29,5267,0.00,0.00,0.00,0,0,0,均價
2016-06-30,5267,0.00,0.00,0.00,0,0,0,均價
2016-07-01,5267,0.00,0.00,0.00,0,0,0,均價
2016-07-04,5267,0.00,0.00,0.00,0,0,0,均價
2016-07-05,5267,0.00,0.00,0.00,0,0,0,均價
2016-07-06,5267,34.20,34.00,34.16,5000,170800,4,均價
2016-07-07,5267,34.11,33.10,33.72,9410,317350,7,均價
2016-07-11,5267,33.01,33.01,33.01,1000,33010,1,均價
2016-07-12,5267,33.01,33.01,33.01,2000,66020,2,均價
2016-07-13,5267,33.20,33.00,33.03,7000,231230,4,均價
2016-07-14,5267,0.00,0.00,0.00,0,0,0,均價
2016-07-15,5267,33.20,32.92,33.06,6000,198360,5,均價
2016-07-18,5267,0.00,0.00,0.00,0,0,0,均價
2016-07-19,5267,0.00,0.00,0.00,0,0,0,均價
2016-07-20,5267,33.20,33.09,33.14,25500,845070,16,均價
2016-07-21,5267,33.00,32.85,32.88,15000,493200,7,均價
2016-07-22,5267,0.00,0.00,0.00,0,0,0,均價
2016-07-25,5267,32.55,32.55,32.55,3000,97650,2,均價
2016-07-26,5267,33.17,33.17,33.17,1000,33170,1,均價
2016-07-27,5267,33.00,32.56,32.71,29000,948520,6,均價
2016-07-28,5267,33.00,32.80,32.90,4000,131600,2,均價
2016-07-29,5267,33.00,32.80,32.84,16000,525400,13,均價
2016-08-01,5267,32.55,32.55,32.55,2000,65100,1,均價
2016-08-02,5267,33.27,33.27,33.27,1000,33270,1,均價
2016-08-03,5267,33.00,32.55,32.74,5000,163700,3,均價
2016-08-04,5267,33.28,33.28,33.28,1000,33280,1,均價
2016-08-05,5267,33.28,32.88,32.96,2100,69208,3,均價
2016-08-08,5267,33.30,32.80,33.12,34010,1126492,16,均價
2016-08-09,5267,33.27,33.10,33.14,4000,132570,3,均價
2016-08-10,5267,32.92,32.92,32.92,2000,65840,1,均價
2016-08-11,5267,32.91,32.91,32.91,4000,131640,2,均價
2016-08-12,5267,34.50,33.39,33.78,38000,1283510,21,均價
2016-08-15,5267,33.80,32.91,33.44,16000,535100,6,均價
2016-08-16,5267,33.50,32.91,33.11,8100,268200,5,均價
2016-08-17,5267,34.00,32.92,33.85,9500,321590,9,均價
2016-08-18,5267,34.20,34.00,34.05,28000,953270,15,均價
2016-08-19,5267,34.40,33.93,34.25,7000,239760,4,均價
2016-08-22,5267,34.50,33.93,34.17,7000,239190,4,均價
2016-08-23,5267,34.70,34.10,34.34,26000,892900,14,均價
2016-08-24,5267,34.70,34.40,34.54,23000,794420,9,均價
2016-08-25,5267,34.73,34.50,34.65,20000,692960,9,均價
2016-08-26,5267,34.50,34.31,34.40,13205,454203,10,均價
2016-08-29,5267,34.31,33.81,34.12,16000,545920,10,均價
2016-08-30,5267,0.00,0.00,0.00,0,0,0,均價
2016-08-31,5267,34.00,33.55,33.76,20000,675270,12,均價
2016-09-01,5267,0.00,0.00,0.00,0,0,0,均價
2016-09-02,5267,31.26,31.00,31.18,17000,530090,9,均價
2016-09-05,5267,31.30,30.30,30.95,21300,659310,10,均價
2016-09-06,5267,30.80,30.60,30.70,4000,122800,2,均價
2016-09-07,5267,30.20,29.00,29.66,37310,1106517,24,均價
2016-09-08,5267,29.70,28.80,29.57,7000,207000,6,均價
2016-09-09,5267,29.73,29.73,29.73,500,14865,1,均價
2016-09-10,5267,29.20,28.32,28.92,15350,443997,10,均價
2016-09-12,5267,29.17,28.85,29.04,3000,87120,3,均價
2016-09-13,5267,29.20,28.71,29.04,15000,435540,6,均價
2016-09-14,5267,29.35,29.35,29.35,1020,29937,2,均價
2016-09-19,5267,0.00,0.00,0.00,0,0,0,均價
2016-09-20,5267,0.00,0.00,0.00,0,0,0,均價
2016-09-21,5267,29.35,29.35,29.35,100,2935,1,均價
2016-09-22,5267,29.75,29.50,29.63,6000,177750,2,均價
2016-09-23,5267,30.00,29.05,29.54,11000,324950,7,均價
2016-09-26,5267,30.42,29.51,29.79,14000,417040,6,均價
2016-09-29,5267,30.55,30.50,30.54,12000,366450,6,均價
2016-09-30,5267,0.00,0.00,0.00,0,0,0,均價
2016-10-03,5267,32.09,30.74,31.44,36250,1139635,16,均價
2016-10-04,5267,32.10,32.08,32.09,6000,192540,3,均價
2016-10-05,5267,31.82,31.82,31.82,1000,31820,1,均價
2016-10-06,5267,0.00,0.00,0.00,0,0,0,均價
