date,mi_index_stocks,daily_common,gap
2025-02-18,1025,1040,15
2025-02-19,1027,1045,18
2025-02-20,1030,1043,13
2025-02-21,1028,1043,15
2025-02-24,1030,1045,15
2025-02-25,1028,1043,15
2025-02-26,1027,1041,14
2025-02-27,1026,1042,16
2025-03-03,1026,1041,15
2025-03-04,1026,1042,16
2025-03-05,1028,1043,15
2025-03-06,1026,1041,15
2025-03-07,1027,1043,16
2025-03-10,1027,1043,16
2025-03-11,1027,1044,17
2025-03-12,1031,1047,16
2025-03-13,1028,1047,19
2025-03-14,1035,1049,14
2025-03-17,1034,1047,13
2025-03-18,1030,1049,19
2025-03-19,1036,1050,14
2025-03-20,1028,1050,22
2025-03-21,1035,1051,16
2025-03-24,1036,1049,13
2025-03-25,1035,1050,15
2025-03-26,1033,1048,15
2025-03-27,1015,1047,32
2025-03-28,1033,1049,16
2025-03-31,1036,1050,14
2025-04-01,1029,1049,20
2025-04-02,1037,1051,14
2025-04-07,1036,1049,13
2025-04-08,1037,1050,13
2025-04-09,1038,1050,12
2025-04-10,1032,1050,18
2025-04-11,1033,1047,14
2025-04-14,1035,1049,14
2025-04-15,1037,1049,12
2025-04-16,1037,1050,13
2025-04-17,1028,1047,19
2025-04-18,1032,1047,15
2025-04-21,1032,1045,13
2025-04-22,1032,1047,15
2025-04-23,1031,1045,14
2025-04-24,1023,1044,21
2025-04-25,1032,1049,17
2025-04-28,1030,1043,13
2025-04-29,1031,1051,20
2025-04-30,1038,1050,12
2025-05-02,1037,1050,13
2025-05-05,1035,1048,13
2025-05-06,1034,1048,14
2025-05-07,1034,1049,15
2025-05-08,1031,1045,14
2025-05-09,1032,1048,16
2025-05-12,1036,1051,15
2025-05-13,1031,1043,12
2025-05-14,1031,1050,19
2025-05-15,1033,1045,12
2025-05-16,1033,1049,16
2025-05-19,1035,1048,13
2025-05-20,1034,1049,15
2025-05-21,1036,1051,15
2025-05-22,1031,1046,15
2025-05-23,1029,1046,17
2025-05-26,1034,1051,17
2025-05-27,1034,1052,18
2025-05-28,1029,1046,17
2025-05-29,1031,1048,17
2025-06-02,1029,1047,18
2025-06-03,1031,1052,21
2025-06-04,1037,1051,14
2025-06-05,1032,1048,16
2025-06-06,1028,1046,18
2025-06-09,1024,1042,18
2025-06-10,1022,1053,31
2025-06-11,1032,1052,20
2025-06-12,1025,1047,22
2025-06-13,1022,1050,28
2025-06-16,1026,1053,27
2025-06-17,1029,1053,24
2025-06-18,1034,1055,21
2025-06-19,1023,1054,31
2025-06-20,1032,1053,21
2025-06-23,1030,1054,24
2025-06-24,1024,1056,32
2025-06-25,1027,1048,21
2025-06-26,1015,1056,41
2025-06-27,1028,1056,28
2025-06-30,1027,1056,29
2025-07-01,1031,1057,26
2025-07-02,1017,1046,29
2025-07-03,995,1051,56
2025-07-04,1033,1056,23
2025-07-07,1021,1043,22
2025-07-08,1012,1052,40
2025-07-09,1005,1045,40
2025-07-10,995,1046,51
2025-07-11,1021,1050,29
2025-07-14,1016,1045,29
2025-07-15,1011,1051,40
2025-07-16,1012,1045,33
2025-07-17,1001,1050,49
2025-07-18,1027,1052,25
2025-07-21,1024,1049,25
2025-07-22,1026,1053,27
2025-07-23,1027,1053,26
2025-07-24,1014,1054,40
2025-07-25,1024,1050,26
2025-07-28,1028,1053,25
2025-07-29,1035,1055,20
2025-07-30,1016,1046,30
2025-07-31,1013,1052,39
2025-08-01,1038,1056,18
2025-08-04,1031,1050,19
2025-08-05,1027,1054,27
2025-08-06,1039,1058,19
2025-08-07,1034,1058,24
2025-08-08,1043,1057,14
2025-08-11,1037,1053,16
2025-08-12,1030,1051,21
2025-08-13,1029,1054,25
2025-08-14,1035,1055,20
2025-08-15,1034,1055,21
2025-08-18,1039,1057,18
2025-08-19,1039,1057,18
2025-08-20,1042,1057,15
2025-08-21,1031,1058,27
2025-08-22,1039,1054,15
2025-08-25,1034,1057,23
2025-08-26,1034,1057,23
2025-08-27,1040,1059,19
2025-08-28,1021,1056,35
2025-08-29,1038,1056,18
2025-09-01,1035,1054,19
2026-09-01,1067,1089,22
2026-09-02,1067,1092,25
2026-09-03,1071,1086,15
2026-09-04,1074,1091,17
2026-09-07,1077,1095,18
2026-09-08,1073,1092,19
