market,stock_id,start,end,days,open_ended
tpex,00870B,2020-01-08,2026-09-11,1623,1
tpex,00871B,2020-02-13,2021-02-26,255,0
tpex,00872B,2020-01-08,2021-10-05,424,0
tpex,00873B,2020-01-08,2021-02-19,269,0
tpex,00874B,2020-01-08,2021-02-19,269,0
tpex,00877,2020-07-21,2026-09-11,1497,1
tpex,00879B,2020-08-17,2021-10-05,279,0
tpex,00880B,2020-08-17,2021-10-05,279,0
tpex,00883B,2021-02-03,2026-05-06,1270,0
tpex,00884B,2021-02-03,2026-09-11,1360,1
tpex,00886,2021-03-30,2026-09-11,1329,1
tpex,00887,2021-03-30,2026-09-11,1329,1
tpex,00888,2021-03-30,2026-09-11,1329,1
tpex,00889B,2021-05-07,2022-06-21,276,0
tpex,00890B,2021-05-07,2026-09-11,1304,1
tpex,00928,2023-05-23,2026-09-11,806,1
tpex,00931B,2023-08-04,2026-09-11,756,1
tpex,00933B,2023-10-18,2026-09-11,706,1
tpex,00937B,2023-12-04,2026-09-11,673,1
tpex,00942B,2024-04-17,2026-09-11,587,1
tpex,00948B,2024-06-11,2026-09-11,550,1
tpex,00950B,2024-07-08,2026-09-11,531,1
tpex,00955,2024-08-19,2026-09-11,503,1
tpex,00957B,2024-09-09,2026-09-11,488,1
tpex,00958B,2024-09-16,2026-09-11,483,1
tpex,00959B,2024-08-27,2026-09-11,497,1
tpex,00966B,2024-12-13,2026-09-11,424,1
tpex,00967B,2024-12-06,2026-09-11,429,1
tpex,00968B,2024-12-06,2026-09-11,429,1
tpex,00969B,2024-12-06,2026-09-11,429,1
tpex,00970B,2024-12-16,2026-09-11,423,1
tpex,009806,2025-05-27,2026-09-11,319,1
tpex,009807,2025-05-27,2026-09-11,319,1
tpex,00980B,2025-01-21,2026-09-11,398,1
tpex,00980D,2025-08-01,2026-09-11,272,1
tpex,00980T,2025-08-14,2026-09-11,263,1
tpex,009814,2025-12-18,2026-09-11,177,1
tpex,009815,2026-01-23,2026-09-11,153,1
tpex,00981B,2025-03-07,2026-09-11,373,1
tpex,00981D,2025-09-15,2026-09-11,241,1
tpex,009822,2026-06-02,2026-09-11,72,1
tpex,009823,2026-06-24,2026-09-11,57,1
tpex,009825,2026-07-16,2026-09-11,42,1
tpex,00982B,2025-04-25,2026-09-11,340,1
tpex,00983B,2025-05-12,2026-09-11,330,1
tpex,00984B,2025-05-12,2026-09-11,330,1
tpex,00985D,2026-03-27,2026-09-11,116,1
tpex,00986B,2025-11-11,2026-09-11,204,1
tpex,00986D,2026-04-14,2026-09-11,106,1
tpex,00987B,2026-01-21,2026-09-11,155,1
tpex,00987D,2026-08-25,2026-09-11,14,1
tpex,00988B,2026-03-24,2026-09-11,119,1
tpex,00989B,2026-03-30,2026-09-11,115,1
tpex,00990B,2026-07-08,2026-09-11,47,1
tpex,00998A,2026-04-14,2026-09-11,106,1
tpex,1240,2019-02-13,2026-09-11,1846,1
tpex,1258,2015-07-08,2023-06-08,1936,0
tpex,1259,2015-01-05,2026-09-11,2850,1
tpex,1264,2015-10-14,2026-09-11,2663,1
tpex,1268,2018-03-29,2026-09-11,2061,1
tpex,1294,2025-09-19,2026-09-11,237,1
tpex,1295,2025-12-02,2026-09-11,189,1
tpex,1333,2015-01-05,2016-10-03,425,0
tpex,1333,2016-10-14,2020-11-16,1003,0
tpex,1336,2015-01-05,2026-09-11,2850,1
tpex,1565,2015-01-05,2026-09-11,2850,1
tpex,1566,2015-01-05,2019-07-24,1114,0
tpex,1569,2015-01-05,2026-09-11,2850,1
tpex,1570,2015-01-05,2026-09-11,2850,1
tpex,1580,2015-01-05,2026-09-11,2850,1
tpex,1584,2015-01-05,2016-10-26,441,0
tpex,1584,2016-11-07,2026-09-11,2402,1
tpex,1586,2015-01-05,2026-09-11,2850,1
tpex,1591,2018-01-02,2026-09-11,2116,1
tpex,1593,2015-04-22,2026-09-11,2782,1
tpex,1595,2015-01-05,2026-09-11,2850,1
tpex,1597,2015-01-05,2020-12-22,1461,0
tpex,1599,2015-01-05,2026-09-11,2850,1
tpex,1742,2015-01-05,2015-09-11,168,0
tpex,1742,2015-10-06,2018-03-05,590,0
tpex,1742,2018-03-12,2026-09-11,2074,1
tpex,1752,2015-01-05,2022-01-18,1724,0
tpex,1777,2015-01-05,2026-09-11,2850,1
tpex,1781,2015-01-05,2026-09-11,2850,1
tpex,1784,2015-01-05,2026-09-11,2850,1
tpex,1785,2015-01-05,2016-05-16,330,0
tpex,1785,2016-12-30,2017-09-13,172,0
tpex,1785,2017-09-27,2026-09-11,2182,1
tpex,1787,2015-01-05,2019-11-20,1194,0
tpex,1788,2015-01-05,2026-09-11,2850,1
tpex,1795,2015-01-05,2019-12-13,1211,0
tpex,1796,2022-04-25,2026-09-11,1068,1
tpex,1799,2015-01-05,2026-09-11,2850,1
tpex,1813,2015-01-05,2026-09-11,2850,1
tpex,1815,2015-01-05,2026-09-11,2850,1
tpex,2035,2015-01-05,2026-09-11,2850,1
tpex,2061,2022-04-25,2026-09-11,1068,1
tpex,2063,2015-01-05,2026-09-11,2850,1
tpex,2064,2015-07-03,2026-09-11,2732,1
tpex,2065,2017-10-26,2026-09-11,2163,1
tpex,2066,2015-01-05,2026-09-11,2850,1
tpex,2067,2019-12-04,2026-09-11,1647,1
tpex,2070,2019-06-19,2026-09-11,1762,1
tpex,2221,2015-01-05,2026-09-11,2850,1
tpex,2230,2015-01-05,2026-09-11,2850,1
tpex,2233,2015-01-05,2019-09-16,1150,0
tpex,2235,2015-06-25,2026-09-11,2738,1
tpex,2596,2015-01-05,2026-09-11,2850,1
tpex,2636,2015-01-05,2016-12-21,481,0
tpex,2640,2015-01-05,2026-09-11,2850,1
tpex,2641,2015-04-10,2018-08-14,824,0
tpex,2641,2018-08-21,2026-09-11,1962,1
tpex,2643,2020-02-18,2026-09-11,1601,1
tpex,2718,2024-09-18,2026-09-11,482,1
tpex,2719,2015-01-05,2019-10-07,1164,0
tpex,2719,2019-10-18,2026-09-11,1680,1
tpex,2724,2015-01-05,2017-07-05,609,0
tpex,2724,2018-01-08,2026-09-11,2112,1
tpex,2726,2016-12-06,2026-09-11,2381,1
tpex,2729,2022-09-14,2026-09-11,969,1
tpex,2732,2016-08-17,2026-09-11,2456,1
tpex,2734,2015-09-23,2026-09-11,2675,1
tpex,2736,2016-07-11,2026-09-11,2483,1
tpex,2743,2020-09-10,2026-09-11,1460,1
tpex,2745,2024-04-29,2026-09-11,579,1
tpex,2751,2025-11-27,2026-09-11,192,1
tpex,2754,2021-03-22,2026-09-11,1335,1
tpex,2755,2023-09-22,2026-09-11,721,1
tpex,2756,2025-11-27,2026-09-11,192,1
tpex,2916,2015-01-05,2026-09-11,2850,1
tpex,2924,2015-01-05,2026-09-11,2850,1
tpex,2926,2015-01-05,2026-09-11,2850,1
tpex,2928,2017-03-17,2021-10-21,1128,0
tpex,3064,2015-01-05,2026-09-11,2850,1
tpex,3066,2015-01-05,2026-09-11,2850,1
tpex,3068,2015-01-05,2018-06-06,836,0
tpex,3071,2015-01-05,2017-08-16,639,0
tpex,3071,2017-08-29,2017-11-15,55,0
tpex,3071,2017-11-24,2019-09-25,449,0
tpex,3071,2019-10-04,2026-09-11,1688,1
tpex,3073,2015-01-05,2026-09-11,2850,1
tpex,3078,2015-01-05,2026-09-11,2850,1
tpex,3081,2016-01-25,2026-09-11,2591,1
tpex,3083,2015-01-05,2026-09-11,2850,1
tpex,3085,2015-01-05,2026-09-11,2850,1
tpex,3086,2015-01-05,2017-03-20,536,0
tpex,3086,2017-03-29,2026-09-11,2308,1
tpex,3088,2015-01-05,2026-09-11,2850,1
tpex,3089,2015-01-05,2018-02-27,769,0
tpex,3089,2018-03-09,2024-03-01,1458,0
tpex,3092,2015-01-05,2021-05-12,1550,0
tpex,3093,2015-01-05,2026-09-11,2850,1
tpex,3095,2015-01-05,2026-09-11,2850,1
tpex,3105,2015-01-05,2015-08-17,149,0
tpex,3105,2015-08-27,2016-09-09,256,0
tpex,3105,2016-09-22,2026-09-11,2431,1
tpex,3114,2015-01-05,2026-09-11,2850,1
tpex,3118,2015-01-05,2026-09-11,2850,1
tpex,3122,2015-07-29,2026-09-11,2715,1
tpex,3126,2015-01-05,2015-02-24,31,0
tpex,3128,2015-01-05,2026-09-11,2850,1
tpex,3131,2025-11-27,2026-09-11,192,1
tpex,3141,2015-01-05,2015-12-16,233,0
tpex,3141,2015-12-30,2026-09-11,2608,1
tpex,3144,2015-01-05,2021-12-17,1703,0
tpex,3147,2018-11-30,2026-09-11,1891,1
tpex,3152,2015-01-05,2026-09-11,2850,1
tpex,3162,2015-01-05,2026-09-11,2850,1
tpex,3163,2015-01-05,2026-09-11,2850,1
tpex,3169,2015-01-05,2026-09-11,2850,1
tpex,3171,2015-01-05,2026-09-11,2850,1
tpex,3176,2025-11-27,2026-09-11,192,1
tpex,3178,2019-05-27,2026-09-11,1778,1
tpex,3188,2015-01-05,2018-08-22,890,0
tpex,3188,2018-08-31,2026-09-11,1954,1
tpex,3191,2015-01-05,2026-09-11,2850,1
tpex,3202,2015-01-05,2025-07-18,2569,0
tpex,3205,2016-08-26,2026-09-11,2449,1
tpex,3206,2015-01-05,2026-09-11,2850,1
tpex,3207,2015-01-05,2018-10-31,938,0
tpex,3207,2018-11-09,2026-09-11,1906,1
tpex,3211,2015-01-05,2026-09-11,2850,1
tpex,3213,2015-01-05,2026-09-11,2850,1
tpex,3217,2015-01-05,2026-09-11,2850,1
tpex,3218,2015-01-05,2026-09-11,2850,1
tpex,3219,2015-01-05,2017-05-25,581,0
tpex,3219,2017-11-24,2018-12-13,261,0
tpex,3219,2018-12-22,2026-09-11,1875,1
tpex,3221,2015-01-05,2026-09-11,2850,1
tpex,3224,2015-01-05,2026-09-11,2850,1
tpex,3226,2015-01-05,2026-09-11,2850,1
tpex,3227,2015-01-05,2026-09-11,2850,1
tpex,3228,2022-05-05,2026-09-11,1061,1
tpex,3230,2015-01-05,2026-09-11,2850,1
tpex,3232,2015-01-05,2026-09-11,2850,1
tpex,3234,2015-01-05,2016-08-17,395,0
tpex,3234,2016-08-31,2026-09-11,2446,1
tpex,3236,2015-01-05,2026-09-11,2850,1
tpex,3252,2015-01-05,2026-09-11,2850,1
tpex,3259,2015-01-05,2026-09-11,2850,1
tpex,3260,2015-01-05,2026-09-11,2850,1
tpex,3264,2015-01-05,2026-09-11,2850,1
tpex,3265,2015-01-05,2026-09-11,2850,1
tpex,3268,2021-08-18,2026-09-11,1232,1
tpex,3272,2015-03-03,2026-09-11,2816,1
tpex,3276,2015-04-21,2026-09-11,2783,1
tpex,3284,2015-01-05,2026-09-11,2850,1
tpex,3285,2015-01-05,2026-09-11,2850,1
tpex,3287,2015-01-05,2026-09-11,2850,1
tpex,3288,2015-01-05,2018-12-13,969,0
tpex,3288,2018-12-22,2026-09-11,1875,1
tpex,3289,2015-01-05,2026-09-11,2850,1
tpex,3290,2015-01-05,2026-09-11,2850,1
tpex,3291,2015-01-05,2016-09-26,422,0
tpex,3293,2015-01-05,2026-09-11,2850,1
tpex,3294,2015-01-05,2026-09-11,2850,1
tpex,3297,2015-01-05,2026-09-11,2850,1
tpex,3299,2015-01-05,2018-11-21,953,0
tpex,3303,2015-01-05,2026-09-11,2850,1
tpex,3306,2015-01-05,2026-09-11,2850,1
tpex,3310,2015-01-05,2016-10-05,427,0
tpex,3310,2016-10-19,2017-11-06,260,0
tpex,3310,2017-11-13,2018-10-02,219,0
tpex,3310,2018-10-09,2026-09-11,1928,1
tpex,3313,2015-01-05,2026-09-11,2850,1
tpex,3317,2015-01-05,2026-09-11,2850,1
tpex,3322,2015-01-05,2026-09-11,2850,1
tpex,3323,2015-01-05,2026-09-11,2850,1
tpex,3324,2015-01-05,2026-09-11,2850,1
tpex,3325,2015-01-05,2026-09-11,2850,1
tpex,3332,2015-01-05,2026-09-11,2850,1
tpex,3339,2015-01-05,2016-09-22,420,0
tpex,3339,2016-10-06,2026-09-11,2423,1
tpex,3354,2015-01-05,2016-10-26,441,0
tpex,3354,2016-11-09,2026-09-11,2400,1
tpex,3357,2021-11-01,2026-09-11,1182,1
tpex,3360,2015-01-05,2026-09-11,2850,1
tpex,3362,2015-01-05,2026-09-11,2850,1
tpex,3363,2015-01-05,2026-09-11,2850,1
tpex,3372,2015-01-05,2019-09-26,1158,0
tpex,3372,2019-10-04,2026-09-11,1688,1
tpex,3373,2015-01-05,2026-09-11,2850,1
tpex,3374,2015-10-01,2026-09-11,2671,1
tpex,3379,2015-01-05,2026-09-11,2850,1
tpex,3388,2015-01-05,2026-09-11,2850,1
tpex,3390,2015-01-05,2026-09-11,2850,1
tpex,3402,2015-01-05,2026-09-11,2850,1
tpex,3416,2015-01-05,2015-01-22,14,0
tpex,3428,2015-01-05,2018-09-17,908,0
tpex,3430,2023-03-13,2026-09-11,853,1
tpex,3431,2015-01-05,2019-01-18,994,0
tpex,3434,2015-01-05,2015-11-04,203,0
tpex,3434,2015-11-16,2026-09-11,2640,1
tpex,3438,2015-01-05,2026-09-11,2850,1
tpex,3441,2015-01-05,2026-09-11,2850,1
tpex,3444,2015-01-05,2026-09-11,2850,1
tpex,3452,2015-01-05,2018-11-28,958,0
tpex,3452,2018-12-07,2020-01-10,266,0
tpex,3455,2015-01-05,2026-09-11,2850,1
tpex,3465,2025-04-21,2026-09-11,344,1
tpex,3466,2015-01-05,2026-09-11,2850,1
tpex,3467,2025-10-01,2026-09-11,230,1
tpex,3479,2015-01-05,2026-09-11,2850,1
tpex,3483,2015-01-05,2026-09-11,2850,1
tpex,3484,2015-01-05,2026-09-11,2850,1
tpex,3489,2015-01-05,2026-09-11,2850,1
tpex,3490,2015-01-05,2019-09-25,1157,0
tpex,3490,2019-10-04,2026-09-11,1688,1
tpex,3491,2015-01-05,2026-09-11,2850,1
tpex,3492,2016-02-01,2026-09-11,2585,1
tpex,3498,2015-01-05,2018-10-03,919,0
tpex,3498,2018-10-12,2026-09-11,1926,1
tpex,3499,2015-01-05,2026-09-11,2850,1
tpex,3508,2015-01-05,2026-09-11,2850,1
tpex,3511,2015-01-05,2026-09-11,2850,1
tpex,3512,2015-01-05,2026-09-11,2850,1
tpex,3516,2015-01-05,2017-11-01,692,0
tpex,3516,2017-11-10,2026-09-11,2152,1
tpex,3520,2015-01-05,2018-12-20,974,0
tpex,3520,2018-12-28,2026-09-11,1870,1
tpex,3521,2015-01-05,2026-09-11,2850,1
tpex,3522,2015-01-05,2026-09-11,2850,1
tpex,3523,2015-01-05,2018-08-22,890,0
tpex,3523,2018-08-31,2026-09-11,1954,1
tpex,3526,2015-01-05,2026-09-11,2850,1
tpex,3527,2015-01-05,2026-09-11,2850,1
tpex,3528,2015-01-05,2016-05-17,331,0
tpex,3529,2015-01-05,2026-09-11,2850,1
tpex,3531,2015-01-05,2026-09-11,2850,1
tpex,3537,2015-01-05,2026-09-11,2850,1
tpex,3540,2015-01-05,2026-09-11,2850,1
tpex,3541,2015-01-05,2026-09-11,2850,1
tpex,3546,2015-01-05,2026-09-11,2850,1
tpex,3548,2015-01-05,2026-09-11,2850,1
tpex,3551,2015-01-05,2026-09-11,2850,1
tpex,3552,2015-01-05,2026-09-11,2850,1
tpex,3553,2015-01-05,2017-09-22,666,0
tpex,3555,2015-01-05,2015-09-04,163,0
tpex,3555,2015-09-18,2016-09-13,243,0
tpex,3555,2016-09-29,2026-09-11,2428,1
tpex,3556,2015-01-05,2026-09-11,2850,1
tpex,3558,2015-01-05,2026-09-11,2850,1
tpex,3563,2015-01-05,2019-04-01,1036,0
tpex,3564,2024-01-19,2026-09-11,640,1
tpex,3567,2015-01-05,2026-09-11,2850,1
tpex,3570,2025-11-27,2026-09-11,192,1
tpex,3577,2015-01-05,2026-09-11,2850,1
tpex,3580,2015-01-05,2017-10-18,682,0
tpex,3580,2017-10-27,2026-09-11,2162,1
tpex,3581,2015-07-22,2026-09-11,2720,1
tpex,3587,2015-01-05,2026-09-11,2850,1
tpex,3594,2015-01-05,2026-09-11,2850,1
tpex,3597,2021-01-19,2026-09-11,1371,1
tpex,3609,2015-01-05,2026-09-11,2850,1
tpex,3611,2015-01-05,2026-09-11,2850,1
tpex,3615,2015-01-05,2017-09-20,664,0
tpex,3615,2017-10-03,2026-09-11,2177,1
tpex,3623,2015-01-05,2015-12-25,240,0
tpex,3623,2016-01-07,2017-10-25,440,0
tpex,3623,2017-11-03,2026-09-11,2157,1
tpex,3624,2015-01-05,2026-09-11,2850,1
tpex,3625,2015-01-05,2026-09-11,2850,1
tpex,3628,2015-01-05,2026-09-11,2850,1
tpex,3630,2015-01-05,2026-09-11,2850,1
tpex,3631,2015-01-05,2026-09-11,2850,1
tpex,3632,2015-01-05,2026-09-11,2850,1
tpex,3642,2015-01-05,2023-06-26,2067,0
tpex,3646,2015-01-05,2026-09-11,2850,1
tpex,3652,2015-01-05,2022-09-20,1886,0
tpex,3658,2015-01-05,2016-11-15,455,0
tpex,3662,2015-01-05,2016-11-16,456,0
tpex,3663,2015-01-05,2026-09-11,2850,1
tpex,3664,2015-01-05,2017-10-18,682,0
tpex,3664,2017-10-27,2026-09-11,2162,1
tpex,3666,2015-06-05,2026-09-11,2751,1
tpex,3672,2016-08-10,2026-09-11,2461,1
tpex,3675,2015-04-15,2026-09-11,2787,1
tpex,3680,2015-01-05,2026-09-11,2850,1
tpex,3684,2025-11-27,2026-09-11,192,1
tpex,3685,2015-01-05,2026-09-11,2850,1
tpex,3687,2015-01-05,2026-09-11,2850,1
tpex,3689,2015-01-05,2026-09-11,2850,1
tpex,3691,2015-01-05,2026-09-11,2850,1
tpex,3693,2015-01-05,2026-09-11,2850,1
tpex,3707,2015-01-05,2026-09-11,2850,1
tpex,3709,2017-08-31,2026-09-11,2201,1
tpex,3710,2017-12-28,2026-09-11,2118,1
tpex,3718,2026-09-02,2026-09-11,8,1
tpex,4102,2015-01-05,2026-09-11,2850,1
tpex,4103,2015-01-05,2018-11-06,942,0
tpex,4105,2015-01-05,2026-09-11,2850,1
tpex,4107,2015-01-05,2015-08-19,151,0
tpex,4107,2015-09-01,2026-09-11,2691,1
tpex,4109,2015-01-05,2019-03-20,1028,0
tpex,4109,2019-03-28,2026-09-11,1817,1
tpex,4111,2015-01-05,2026-09-11,2850,1
tpex,4113,2015-01-05,2026-09-11,2850,1
tpex,4114,2015-01-05,2026-09-11,2850,1
tpex,4116,2017-04-20,2026-09-11,2294,1
tpex,4120,2015-01-05,2026-09-11,2850,1
tpex,4121,2015-01-05,2026-09-11,2850,1
tpex,4123,2015-01-05,2026-09-11,2850,1
tpex,4126,2015-01-05,2026-09-11,2850,1
tpex,4127,2015-01-05,2026-09-11,2850,1
tpex,4128,2021-10-01,2026-09-11,1202,1
tpex,4129,2015-01-05,2026-09-11,2850,1
tpex,4130,2015-01-05,2026-07-27,2816,0
tpex,4138,2015-02-04,2026-09-11,2828,1
tpex,4139,2020-04-22,2026-09-11,1558,1
tpex,4147,2021-09-13,2026-09-11,1214,1
tpex,4153,2015-02-09,2026-09-11,2825,1
tpex,4157,2018-04-30,2026-09-11,2041,1
tpex,4160,2025-11-27,2026-09-11,192,1
tpex,4161,2015-01-05,2026-09-11,2850,1
tpex,4162,2015-04-14,2026-09-11,2788,1
tpex,4163,2015-01-05,2026-09-11,2850,1
tpex,4166,2026-03-04,2026-09-11,133,1
tpex,4167,2021-08-23,2026-09-11,1229,1
tpex,4168,2020-12-17,2026-09-11,1393,1
tpex,4171,2021-04-19,2026-09-11,1317,1
tpex,4173,2015-01-05,2026-09-11,2850,1
tpex,4174,2020-11-02,2026-09-11,1426,1
tpex,4175,2019-08-29,2026-09-11,1712,1
tpex,4205,2015-01-05,2026-09-11,2850,1
tpex,4207,2015-01-05,2026-09-11,2850,1
tpex,4303,2015-04-29,2017-09-21,592,0
tpex,4303,2017-10-05,2026-09-11,2176,1
tpex,4304,2015-01-05,2015-04-15,64,0
tpex,4304,2015-04-27,2018-08-29,824,0
tpex,4304,2018-09-06,2026-09-11,1950,1
tpex,4305,2015-01-05,2026-09-11,2850,1
tpex,4401,2015-01-05,2026-09-11,2850,1
tpex,4406,2015-01-05,2026-09-11,2850,1
tpex,4413,2015-01-05,2015-04-23,70,0
tpex,4413,2015-05-07,2018-05-14,741,0
tpex,4413,2018-11-08,2026-09-11,1907,1
tpex,4416,2015-01-05,2026-09-11,2850,1
tpex,4417,2015-01-05,2026-09-11,2850,1
tpex,4420,2015-01-05,2026-09-11,2850,1
tpex,4429,2015-01-05,2022-05-30,1807,0
tpex,4430,2015-01-05,2026-09-11,2850,1
tpex,4432,2015-01-05,2026-09-11,2850,1
tpex,4433,2015-05-07,2026-09-11,2772,1
tpex,4442,2025-12-09,2026-09-11,184,1
tpex,4502,2015-01-05,2015-11-06,205,0
tpex,4502,2015-11-20,2026-09-11,2636,1
tpex,4503,2019-04-23,2026-09-11,1801,1
tpex,4506,2015-01-05,2017-09-28,670,0
tpex,4506,2017-10-11,2026-09-11,2174,1
tpex,4510,2015-01-05,2026-09-11,2850,1
tpex,4513,2015-01-05,2026-09-11,2850,1
tpex,4523,2015-01-05,2026-09-11,2850,1
tpex,4527,2015-01-05,2026-09-11,2850,1
tpex,4528,2015-01-05,2026-09-11,2850,1
tpex,4529,2015-01-05,2026-09-11,2850,1
tpex,4530,2015-01-05,2026-09-11,2850,1
tpex,4533,2015-01-05,2026-09-11,2850,1
tpex,4534,2015-01-05,2026-09-11,2850,1
tpex,4535,2015-01-05,2026-09-11,2850,1
tpex,4538,2019-07-17,2026-09-11,1742,1
tpex,4541,2015-01-26,2026-09-11,2835,1
tpex,4542,2022-03-16,2026-09-11,1094,1
tpex,4543,2016-10-13,2026-09-11,2419,1
tpex,4549,2015-05-28,2026-09-11,2757,1
tpex,4550,2015-09-23,2026-09-11,2675,1
tpex,4554,2025-11-27,2026-09-11,192,1
tpex,4556,2016-07-04,2026-09-11,2487,1
tpex,4558,2022-09-22,2026-09-11,963,1
tpex,4561,2018-12-12,2026-09-11,1883,1
tpex,4563,2019-01-15,2026-09-11,1860,1
tpex,4568,2019-04-30,2026-09-11,1796,1
tpex,4577,2022-12-21,2026-09-11,900,1
tpex,4580,2020-07-10,2026-09-11,1504,1
tpex,4609,2015-01-05,2026-09-11,2850,1
tpex,4702,2020-10-29,2026-09-11,1428,1
tpex,4703,2015-01-05,2015-08-18,150,0
tpex,4706,2015-01-05,2026-09-11,2850,1
tpex,4707,2015-01-05,2026-09-11,2850,1
tpex,4711,2015-01-05,2026-09-11,2850,1
