stock_id,dataset
6588,TaiwanStockCapitalReductionReferencePrice
6588,TaiwanStockDividendResult
6590,TaiwanStockCapitalReductionReferencePrice
6590,TaiwanStockDividendResult
6593,TaiwanStockCapitalReductionReferencePrice
6593,TaiwanStockDividendResult
6594,TaiwanStockCapitalReductionReferencePrice
6594,TaiwanStockDividendResult
6596,TaiwanStockCapitalReductionReferencePrice
6596,TaiwanStockDividendResult
6597,TaiwanStockCapitalReductionReferencePrice
6597,TaiwanStockDividendResult
6603,TaiwanStockCapitalReductionReferencePrice
6603,TaiwanStockDividendResult
6609,TaiwanStockCapitalReductionReferencePrice
6609,TaiwanStockDividendResult
6612,TaiwanStockCapitalReductionReferencePrice
6612,TaiwanStockDividendResult
6613,TaiwanStockCapitalReductionReferencePrice
6613,TaiwanStockDividendResult
6615,TaiwanStockCapitalReductionReferencePrice
6615,TaiwanStockDividendResult
6616,TaiwanStockCapitalReductionReferencePrice
6616,TaiwanStockDividendResult
6617,TaiwanStockCapitalReductionReferencePrice
6617,TaiwanStockDividendResult
6620,TaiwanStockCapitalReductionReferencePrice
6620,TaiwanStockDividendResult
6624,TaiwanStockCapitalReductionReferencePrice
6624,TaiwanStockDividendResult
6629,TaiwanStockCapitalReductionReferencePrice
6629,TaiwanStockDividendResult
6637,TaiwanStockCapitalReductionReferencePrice
6637,TaiwanStockDividendResult
6640,TaiwanStockCapitalReductionReferencePrice
6640,TaiwanStockDividendResult
6642,TaiwanStockCapitalReductionReferencePrice
6642,TaiwanStockDividendResult
6643,TaiwanStockCapitalReductionReferencePrice
6643,TaiwanStockDividendResult
6649,TaiwanStockCapitalReductionReferencePrice
6649,TaiwanStockDividendResult
6651,TaiwanStockCapitalReductionReferencePrice
6651,TaiwanStockDividendResult
6654,TaiwanStockCapitalReductionReferencePrice
6654,TaiwanStockDividendResult
6661,TaiwanStockCapitalReductionReferencePrice
6661,TaiwanStockDividendResult
6662,TaiwanStockCapitalReductionReferencePrice
6662,TaiwanStockDividendResult
6664,TaiwanStockCapitalReductionReferencePrice
6664,TaiwanStockDividendResult
6667,TaiwanStockCapitalReductionReferencePrice
6667,TaiwanStockDividendResult
6679,TaiwanStockCapitalReductionReferencePrice
6679,TaiwanStockDividendResult
6680,TaiwanStockCapitalReductionReferencePrice
6680,TaiwanStockDividendResult
6683,TaiwanStockCapitalReductionReferencePrice
6683,TaiwanStockDividendResult
6684,TaiwanStockCapitalReductionReferencePrice
6684,TaiwanStockDividendResult
6690,TaiwanStockCapitalReductionReferencePrice
6690,TaiwanStockDividendResult
6692,TaiwanStockCapitalReductionReferencePrice
6692,TaiwanStockDividendResult
6693,TaiwanStockCapitalReductionReferencePrice
6693,TaiwanStockDividendResult
6697,TaiwanStockCapitalReductionReferencePrice
6697,TaiwanStockDividendResult
6703,TaiwanStockCapitalReductionReferencePrice
6703,TaiwanStockDividendResult
6708,TaiwanStockCapitalReductionReferencePrice
6708,TaiwanStockDividendResult
6712,TaiwanStockCapitalReductionReferencePrice
6712,TaiwanStockDividendResult
6716,TaiwanStockCapitalReductionReferencePrice
6716,TaiwanStockDividendResult
6720,TaiwanStockCapitalReductionReferencePrice
6720,TaiwanStockDividendResult
6721,TaiwanStockCapitalReductionReferencePrice
6721,TaiwanStockDividendResult
6725,TaiwanStockCapitalReductionReferencePrice
6725,TaiwanStockDividendResult
6727,TaiwanStockCapitalReductionReferencePrice
6727,TaiwanStockDividendResult
6728,TaiwanStockCapitalReductionReferencePrice
6728,TaiwanStockDividendResult
6730,TaiwanStockCapitalReductionReferencePrice
6730,TaiwanStockDividendResult
6732,TaiwanStockCapitalReductionReferencePrice
6732,TaiwanStockDividendResult
6733,TaiwanStockCapitalReductionReferencePrice
6733,TaiwanStockDividendResult
6735,TaiwanStockCapitalReductionReferencePrice
6735,TaiwanStockDividendResult
6739,TaiwanStockCapitalReductionReferencePrice
6739,TaiwanStockDividendResult
6741,TaiwanStockCapitalReductionReferencePrice
6741,TaiwanStockDividendResult
6747,TaiwanStockCapitalReductionReferencePrice
6747,TaiwanStockDividendResult
6751,TaiwanStockCapitalReductionReferencePrice
6751,TaiwanStockDividendResult
6752,TaiwanStockCapitalReductionReferencePrice
6752,TaiwanStockDividendResult
6761,TaiwanStockCapitalReductionReferencePrice
6761,TaiwanStockDividendResult
6762,TaiwanStockCapitalReductionReferencePrice
6762,TaiwanStockDividendResult
6763,TaiwanStockCapitalReductionReferencePrice
6763,TaiwanStockDividendResult
6767,TaiwanStockCapitalReductionReferencePrice
6767,TaiwanStockDividendResult
6785,TaiwanStockCapitalReductionReferencePrice
6785,TaiwanStockDividendResult
6788,TaiwanStockCapitalReductionReferencePrice
6788,TaiwanStockDividendResult
6791,TaiwanStockCapitalReductionReferencePrice
6791,TaiwanStockDividendResult
6803,TaiwanStockCapitalReductionReferencePrice
6803,TaiwanStockDividendResult
6804,TaiwanStockCapitalReductionReferencePrice
6804,TaiwanStockDividendResult
6811,TaiwanStockCapitalReductionReferencePrice
6811,TaiwanStockDividendResult
6821,TaiwanStockCapitalReductionReferencePrice
6821,TaiwanStockDividendResult
6823,TaiwanStockCapitalReductionReferencePrice
6823,TaiwanStockDividendResult
6829,TaiwanStockCapitalReductionReferencePrice
6829,TaiwanStockDividendResult
6840,TaiwanStockCapitalReductionReferencePrice
6840,TaiwanStockDividendResult
6841,TaiwanStockCapitalReductionReferencePrice
6841,TaiwanStockDividendResult
6843,TaiwanStockCapitalReductionReferencePrice
6843,TaiwanStockDividendResult
6844,TaiwanStockCapitalReductionReferencePrice
6844,TaiwanStockDividendResult
6846,TaiwanStockCapitalReductionReferencePrice
6846,TaiwanStockDividendResult
6855,TaiwanStockCapitalReductionReferencePrice
6855,TaiwanStockDividendResult
6856,TaiwanStockCapitalReductionReferencePrice
6856,TaiwanStockDividendResult
6859,TaiwanStockCapitalReductionReferencePrice
6859,TaiwanStockDividendResult
6865,TaiwanStockCapitalReductionReferencePrice
6865,TaiwanStockDividendResult
6870,TaiwanStockCapitalReductionReferencePrice
6870,TaiwanStockDividendResult
6872,TaiwanStockCapitalReductionReferencePrice
6872,TaiwanStockDividendResult
6874,TaiwanStockCapitalReductionReferencePrice
6874,TaiwanStockDividendResult
6875,TaiwanStockCapitalReductionReferencePrice
6875,TaiwanStockDividendResult
6877,TaiwanStockCapitalReductionReferencePrice
6877,TaiwanStockDividendResult
6881,TaiwanStockCapitalReductionReferencePrice
6881,TaiwanStockDividendResult
6884,TaiwanStockCapitalReductionReferencePrice
6884,TaiwanStockDividendResult
6894,TaiwanStockCapitalReductionReferencePrice
6894,TaiwanStockDividendResult
6895,TaiwanStockCapitalReductionReferencePrice
6895,TaiwanStockDividendResult
6899,TaiwanStockCapitalReductionReferencePrice
6899,TaiwanStockDividendResult
6903,TaiwanStockCapitalReductionReferencePrice
6903,TaiwanStockDividendResult
6904,TaiwanStockCapitalReductionReferencePrice
6904,TaiwanStockDividendResult
6907,TaiwanStockCapitalReductionReferencePrice
6907,TaiwanStockDividendResult
6910,TaiwanStockCapitalReductionReferencePrice
6910,TaiwanStockDividendResult
6913,TaiwanStockCapitalReductionReferencePrice
6913,TaiwanStockDividendResult
6922,TaiwanStockCapitalReductionReferencePrice
6922,TaiwanStockDividendResult
6925,TaiwanStockCapitalReductionReferencePrice
6925,TaiwanStockDividendResult
6929,TaiwanStockCapitalReductionReferencePrice
6929,TaiwanStockDividendResult
6945,TaiwanStockCapitalReductionReferencePrice
6945,TaiwanStockDividendResult
6953,TaiwanStockCapitalReductionReferencePrice
6953,TaiwanStockDividendResult
6961,TaiwanStockCapitalReductionReferencePrice
6961,TaiwanStockDividendResult
6967,TaiwanStockCapitalReductionReferencePrice
6967,TaiwanStockDividendResult
6968,TaiwanStockCapitalReductionReferencePrice
6968,TaiwanStockDividendResult
6971,TaiwanStockCapitalReductionReferencePrice
6971,TaiwanStockDividendResult
6982,TaiwanStockCapitalReductionReferencePrice
6982,TaiwanStockDividendResult
6983,TaiwanStockCapitalReductionReferencePrice
6983,TaiwanStockDividendResult
6986,TaiwanStockCapitalReductionReferencePrice
6986,TaiwanStockDividendResult
6996,TaiwanStockCapitalReductionReferencePrice
6996,TaiwanStockDividendResult
6997,TaiwanStockCapitalReductionReferencePrice
6997,TaiwanStockDividendResult
7402,TaiwanStockCapitalReductionReferencePrice
7402,TaiwanStockDividendResult
7547,TaiwanStockCapitalReductionReferencePrice
7547,TaiwanStockDividendResult
7556,TaiwanStockCapitalReductionReferencePrice
7556,TaiwanStockDividendResult
7584,TaiwanStockCapitalReductionReferencePrice
7584,TaiwanStockDividendResult
7642,TaiwanStockCapitalReductionReferencePrice
7642,TaiwanStockDividendResult
7703,TaiwanStockCapitalReductionReferencePrice
7703,TaiwanStockDividendResult
7704,TaiwanStockCapitalReductionReferencePrice
7704,TaiwanStockDividendResult
7708,TaiwanStockCapitalReductionReferencePrice
7708,TaiwanStockDividendResult
7709,TaiwanStockCapitalReductionReferencePrice
7709,TaiwanStockDividendResult
7712,TaiwanStockCapitalReductionReferencePrice
7712,TaiwanStockDividendResult
7713,TaiwanStockCapitalReductionReferencePrice
7713,TaiwanStockDividendResult
7714,TaiwanStockCapitalReductionReferencePrice
7714,TaiwanStockDividendResult
7715,TaiwanStockCapitalReductionReferencePrice
7715,TaiwanStockDividendResult
7716,TaiwanStockCapitalReductionReferencePrice
7716,TaiwanStockDividendResult
7717,TaiwanStockCapitalReductionReferencePrice
7717,TaiwanStockDividendResult
7718,TaiwanStockCapitalReductionReferencePrice
7718,TaiwanStockDividendResult
7723,TaiwanStockCapitalReductionReferencePrice
7723,TaiwanStockDividendResult
7728,TaiwanStockCapitalReductionReferencePrice
7728,TaiwanStockDividendResult
7734,TaiwanStockCapitalReductionReferencePrice
7734,TaiwanStockDividendResult
7738,TaiwanStockCapitalReductionReferencePrice
7738,TaiwanStockDividendResult
7743,TaiwanStockCapitalReductionReferencePrice
7743,TaiwanStockDividendResult
7744,TaiwanStockCapitalReductionReferencePrice
7744,TaiwanStockDividendResult
7747,TaiwanStockCapitalReductionReferencePrice
7747,TaiwanStockDividendResult
7751,TaiwanStockCapitalReductionReferencePrice
7751,TaiwanStockDividendResult
7753,TaiwanStockCapitalReductionReferencePrice
7753,TaiwanStockDividendResult
7757,TaiwanStockCapitalReductionReferencePrice
7757,TaiwanStockDividendResult
7767,TaiwanStockCapitalReductionReferencePrice
7767,TaiwanStockDividendResult
7770,TaiwanStockCapitalReductionReferencePrice
7770,TaiwanStockDividendResult
7772,TaiwanStockCapitalReductionReferencePrice
7772,TaiwanStockDividendResult
7777,TaiwanStockCapitalReductionReferencePrice
7777,TaiwanStockDividendResult
7782,TaiwanStockCapitalReductionReferencePrice
7782,TaiwanStockDividendResult
7792,TaiwanStockCapitalReductionReferencePrice
7792,TaiwanStockDividendResult
7794,TaiwanStockCapitalReductionReferencePrice
7794,TaiwanStockDividendResult
7805,TaiwanStockCapitalReductionReferencePrice
7805,TaiwanStockDividendResult
7810,TaiwanStockCapitalReductionReferencePrice
7810,TaiwanStockDividendResult
7811,TaiwanStockCapitalReductionReferencePrice
7811,TaiwanStockDividendResult
7814,TaiwanStockCapitalReductionReferencePrice
7814,TaiwanStockDividendResult
7819,TaiwanStockCapitalReductionReferencePrice
7819,TaiwanStockDividendResult
7820,TaiwanStockCapitalReductionReferencePrice
7820,TaiwanStockDividendResult
7828,TaiwanStockCapitalReductionReferencePrice
7828,TaiwanStockDividendResult
7839,TaiwanStockCapitalReductionReferencePrice
7839,TaiwanStockDividendResult
7842,TaiwanStockCapitalReductionReferencePrice
7842,TaiwanStockDividendResult
8024,TaiwanStockCapitalReductionReferencePrice
8024,TaiwanStockDividendResult
8027,TaiwanStockCapitalReductionReferencePrice
8027,TaiwanStockDividendResult
8032,TaiwanStockCapitalReductionReferencePrice
8032,TaiwanStockDividendResult
8034,TaiwanStockCapitalReductionReferencePrice
8034,TaiwanStockDividendResult
8038,TaiwanStockCapitalReductionReferencePrice
8038,TaiwanStockDividendResult
8040,TaiwanStockCapitalReductionReferencePrice
8040,TaiwanStockDividendResult
8042,TaiwanStockCapitalReductionReferencePrice
8042,TaiwanStockDividendResult
8043,TaiwanStockCapitalReductionReferencePrice
8043,TaiwanStockDividendResult
8044,TaiwanStockCapitalReductionReferencePrice
8044,TaiwanStockDividendResult
8047,TaiwanStockCapitalReductionReferencePrice
8047,TaiwanStockDividendResult
8048,TaiwanStockCapitalReductionReferencePrice
8048,TaiwanStockDividendResult
8049,TaiwanStockCapitalReductionReferencePrice
8049,TaiwanStockDividendResult
8050,TaiwanStockCapitalReductionReferencePrice
8050,TaiwanStockDividendResult
8053,TaiwanStockCapitalReductionReferencePrice
8053,TaiwanStockDividendResult
8054,TaiwanStockCapitalReductionReferencePrice
8054,TaiwanStockDividendResult
8059,TaiwanStockCapitalReductionReferencePrice
8059,TaiwanStockDividendResult
8064,TaiwanStockCapitalReductionReferencePrice
8064,TaiwanStockDividendResult
8066,TaiwanStockCapitalReductionReferencePrice
8066,TaiwanStockDividendResult
8067,TaiwanStockCapitalReductionReferencePrice
8067,TaiwanStockDividendResult
8068,TaiwanStockCapitalReductionReferencePrice
8068,TaiwanStockDividendResult
8069,TaiwanStockCapitalReductionReferencePrice
8069,TaiwanStockDividendResult
8071,TaiwanStockCapitalReductionReferencePrice
8071,TaiwanStockDividendResult
8074,TaiwanStockCapitalReductionReferencePrice
8074,TaiwanStockDividendResult
8076,TaiwanStockCapitalReductionReferencePrice
8076,TaiwanStockDividendResult
8077,TaiwanStockCapitalReductionReferencePrice
8077,TaiwanStockDividendResult
8079,TaiwanStockCapitalReductionReferencePrice
8079,TaiwanStockDividendResult
8080,TaiwanStockCapitalReductionReferencePrice
8080,TaiwanStockDividendResult
8082,TaiwanStockCapitalReductionReferencePrice
8082,TaiwanStockDividendResult
8083,TaiwanStockCapitalReductionReferencePrice
8083,TaiwanStockDividendResult
8084,TaiwanStockCapitalReductionReferencePrice
8084,TaiwanStockDividendResult
8085,TaiwanStockCapitalReductionReferencePrice
8085,TaiwanStockDividendResult
8086,TaiwanStockCapitalReductionReferencePrice
8086,TaiwanStockDividendResult
8087,TaiwanStockCapitalReductionReferencePrice
8087,TaiwanStockDividendResult
8088,TaiwanStockCapitalReductionReferencePrice
8088,TaiwanStockDividendResult
8089,TaiwanStockCapitalReductionReferencePrice
8089,TaiwanStockDividendResult
8091,TaiwanStockCapitalReductionReferencePrice
8091,TaiwanStockDividendResult
8092,TaiwanStockCapitalReductionReferencePrice
8092,TaiwanStockDividendResult
8093,TaiwanStockCapitalReductionReferencePrice
8093,TaiwanStockDividendResult
8096,TaiwanStockCapitalReductionReferencePrice
8096,TaiwanStockDividendResult
8097,TaiwanStockCapitalReductionReferencePrice
8097,TaiwanStockDividendResult
8099,TaiwanStockCapitalReductionReferencePrice
8099,TaiwanStockDividendResult
8102,TaiwanStockCapitalReductionReferencePrice
8102,TaiwanStockDividendResult
8107,TaiwanStockCapitalReductionReferencePrice
8107,TaiwanStockDividendResult
8109,TaiwanStockCapitalReductionReferencePrice
8109,TaiwanStockDividendResult
8111,TaiwanStockCapitalReductionReferencePrice
8111,TaiwanStockDividendResult
8121,TaiwanStockCapitalReductionReferencePrice
8121,TaiwanStockDividendResult
8147,TaiwanStockCapitalReductionReferencePrice
8147,TaiwanStockDividendResult
8155,TaiwanStockCapitalReductionReferencePrice
8155,TaiwanStockDividendResult
8171,TaiwanStockCapitalReductionReferencePrice
8171,TaiwanStockDividendResult
8176,TaiwanStockCapitalReductionReferencePrice
8176,TaiwanStockDividendResult
8182,TaiwanStockCapitalReductionReferencePrice
8182,TaiwanStockDividendResult
8183,TaiwanStockCapitalReductionReferencePrice
8183,TaiwanStockDividendResult
8227,TaiwanStockCapitalReductionReferencePrice
8227,TaiwanStockDividendResult
8234,TaiwanStockCapitalReductionReferencePrice
8234,TaiwanStockDividendResult
8240,TaiwanStockCapitalReductionReferencePrice
8240,TaiwanStockDividendResult
8255,TaiwanStockCapitalReductionReferencePrice
8255,TaiwanStockDividendResult
8266,TaiwanStockCapitalReductionReferencePrice
8266,TaiwanStockDividendResult
8272,TaiwanStockCapitalReductionReferencePrice
8272,TaiwanStockDividendResult
8277,TaiwanStockCapitalReductionReferencePrice
8277,TaiwanStockDividendResult
8279,TaiwanStockCapitalReductionReferencePrice
8279,TaiwanStockDividendResult
8284,TaiwanStockCapitalReductionReferencePrice
8284,TaiwanStockDividendResult
8287,TaiwanStockCapitalReductionReferencePrice
8287,TaiwanStockDividendResult
8289,TaiwanStockCapitalReductionReferencePrice
8289,TaiwanStockDividendResult
8291,TaiwanStockCapitalReductionReferencePrice
8291,TaiwanStockDividendResult
8299,TaiwanStockCapitalReductionReferencePrice
8299,TaiwanStockDividendResult
8342,TaiwanStockCapitalReductionReferencePrice
8342,TaiwanStockDividendResult
8349,TaiwanStockCapitalReductionReferencePrice
8349,TaiwanStockDividendResult
8354,TaiwanStockCapitalReductionReferencePrice
8354,TaiwanStockDividendResult
8358,TaiwanStockCapitalReductionReferencePrice
8358,TaiwanStockDividendResult
8383,TaiwanStockCapitalReductionReferencePrice
8383,TaiwanStockDividendResult
8390,TaiwanStockCapitalReductionReferencePrice
8390,TaiwanStockDividendResult
8401,TaiwanStockCapitalReductionReferencePrice
8401,TaiwanStockDividendResult
8403,TaiwanStockCapitalReductionReferencePrice
8403,TaiwanStockDividendResult
8406,TaiwanStockCapitalReductionReferencePrice
8406,TaiwanStockDividendResult
8409,TaiwanStockCapitalReductionReferencePrice
8409,TaiwanStockDividendResult
8410,TaiwanStockCapitalReductionReferencePrice
8410,TaiwanStockDividendResult
8415,TaiwanStockCapitalReductionReferencePrice
8415,TaiwanStockDividendResult
8416,TaiwanStockCapitalReductionReferencePrice
8416,TaiwanStockDividendResult
8418,TaiwanStockDividendResult
