date,stock_id,name,market,sources,why
2019-01-02,2740,華軒,tpex,otcper,
2019-01-02,2916,滿心,tpex,otcper+otcmargin,
2019-01-02,3066,李洲,tpex,otcper+otcmargin,
2019-01-02,3118,進階,tpex,otcper+otcmargin,
2019-01-02,3219,倚強科,tpex,otcper+otcmargin,
2019-01-02,3288,點晶,tpex,otcper+otcmargin,
2019-01-02,3308,聯德,twse,per+margin,
2019-01-02,3555,博士旺,tpex,otcper+otcmargin,
2019-01-02,3631,晟楠,tpex,otcper+otcmargin,
2019-01-02,4131,浩泰,tpex,otcper,
2019-01-02,4175,杏一,tpex,otcper,
2019-01-02,4406,新昕纖,tpex,otcper+otcmargin,
2019-01-02,4415,台原藥,tpex,otcper,
2019-01-02,4419,皇家美食,tpex,otcper,
2019-01-02,4542,科嶠,tpex,otcper,
2019-01-02,4754,國碳科,tpex,otcper,
2019-01-02,5209,新鼎,tpex,otcper,
2019-01-02,5210,寶碩,tpex,otcper+otcmargin,
2019-01-02,5314,世紀*,tpex,otcper+otcmargin,
2019-01-02,5381,光譜,tpex,otcper+otcmargin,
2019-01-02,5455,昇益,tpex,otcper+otcmargin,
2019-01-02,5601,台聯櫃,tpex,otcper,
2019-01-02,6103,合邦,tpex,otcper+otcmargin,
2019-01-02,6171,大城地產,tpex,otcper+otcmargin,
2019-01-02,6199,天品,tpex,otcper,
2019-01-02,6222,立軒,tpex,otcper+otcmargin,
2019-01-02,6225,天瀚,twse,per+margin,
2019-01-02,6236,中湛,tpex,otcper,
2019-01-02,6241,鑫永洋,tpex,otcper+otcmargin,
2019-01-02,6259,百徽,tpex,otcper,
2019-01-02,6287,元隆,tpex,otcper+otcmargin,
2019-01-02,6291,沛亨,tpex,otcper+otcmargin,
2019-01-02,6465,威潤,tpex,otcper+otcmargin,
2019-01-02,6570,維田,tpex,otcper,
2019-01-02,6574,霈方,tpex,otcper,
2019-01-02,6593,台灣銘板,tpex,otcper,
2019-01-02,8032,光菱,tpex,otcper+otcmargin,
2019-01-02,8087,麗升能源,tpex,otcper,
2019-01-02,8908,欣雄,tpex,otcper+otcmargin,
2019-01-02,8917,欣泰,tpex,otcper+otcmargin,
2019-01-02,8921,沈氏,tpex,otcper,
2019-01-02,8923,時報,tpex,otcper+otcmargin,
2019-01-02,8934,衡平,tpex,otcper,
2019-01-03,1475,業旺,twse,per+margin,
2019-01-03,1535,中宇,twse,per+margin,
2019-01-03,1538,正峰,twse,per+margin,
2019-01-03,1796,金穎生技,tpex,otcper,
2019-01-03,2321,東訊,twse,per+margin,
2019-01-03,2424,隴華,twse,per+margin,
2019-01-03,2724,藝舍-KY,tpex,otcper+otcmargin,
2019-01-03,2740,華軒,tpex,otcper,
2019-01-03,2916,滿心,tpex,otcper+otcmargin,
2019-01-03,2937,集雅社,tpex,otcper,
2019-01-03,3095,及成,tpex,otcper+otcmargin,
2019-01-03,3219,倚強科,tpex,otcper+otcmargin,
2019-01-03,3465,進泰電子,tpex,otcper,
2019-01-03,3523,迎輝,tpex,otcper+otcmargin,
2019-01-03,3609,三一東林,tpex,otcper+otcmargin,
2019-01-03,3628,盈正,tpex,otcper+otcmargin,
2019-01-03,3631,晟楠,tpex,otcper+otcmargin,
2019-01-03,4131,浩泰,tpex,otcper,
2019-01-03,4175,杏一,tpex,otcper,
2019-01-03,4205,中華食,tpex,otcper+otcmargin,
2019-01-03,4419,皇家美食,tpex,otcper,
2019-01-03,4542,科嶠,tpex,otcper,
2019-01-03,4711,永純,tpex,otcper+otcmargin,
2019-01-03,4950,金耘國際,tpex,otcper,
2019-01-03,4987,科誠,tpex,otcper,
2019-01-03,5314,世紀*,tpex,otcper+otcmargin,
2019-01-03,5468,凱鈺,tpex,otcper+otcmargin,
2019-01-03,5514,三豐,tpex,otcper+otcmargin,
2019-01-03,6103,合邦,tpex,otcper+otcmargin,
2019-01-03,6171,大城地產,tpex,otcper+otcmargin,
2019-01-03,6198,瑞築,tpex,otcper,
2019-01-03,6236,中湛,tpex,otcper,
2019-01-03,6247,淇譽電,tpex,otcper,
2019-01-03,6259,百徽,tpex,otcper,
2019-01-03,6264,富裔,tpex,otcper+otcmargin,
2019-01-03,6287,元隆,tpex,otcper+otcmargin,
2019-01-03,6292,迅德,tpex,otcper+otcmargin,
2019-01-03,6482,弘煜科,tpex,otcper,
2019-01-03,8087,麗升能源,tpex,otcper,
2019-01-03,8291,尚茂,tpex,otcper,
2019-01-03,8410,森田,tpex,otcper+otcmargin,
2019-01-03,8488,吉源-KY,twse,per+margin,
2019-01-03,8917,欣泰,tpex,otcper+otcmargin,
2019-01-03,8921,沈氏,tpex,otcper,
2019-01-03,9157,陽光能源-DR,twse,margin,
2019-01-04,1225,福懋油,twse,per+margin,
2019-01-04,1333,恩得利,tpex,otcper+otcmargin,
2019-01-04,1418,東華,twse,per+margin,
2019-01-04,1456,怡華,twse,per+margin,
2019-01-04,1470,大統新創,twse,per+margin,
2019-01-04,1475,業旺,twse,per+margin,
2019-01-04,1570,力肯,tpex,otcper+otcmargin,
2019-01-04,2064,晉椿,tpex,otcper+otcmargin,
2019-01-04,2740,華軒,tpex,otcper,
2019-01-04,2745,五福,tpex,otcper,
2019-01-04,3067,全域,tpex,otcper,
2019-01-04,3086,華義*,tpex,otcper+otcmargin,
2019-01-04,3095,及成,tpex,otcper+otcmargin,
2019-01-04,3171,炎洲流通,tpex,otcper+otcmargin,
2019-01-04,3332,幸康,tpex,otcper+otcmargin,
2019-01-04,3465,進泰電子,tpex,otcper,
2019-01-04,3516,亞帝歐,tpex,otcper+otcmargin,
2019-01-04,3531,先益,tpex,otcper+otcmargin,
2019-01-04,3555,博士旺,tpex,otcper+otcmargin,
2019-01-04,3701,大眾控,twse,per,
2019-01-04,4183,福永生技,tpex,otcper,
2019-01-04,4304,勝昱,tpex,otcper+otcmargin,
2019-01-04,4406,新昕纖,tpex,otcper+otcmargin,
2019-01-04,4542,科嶠,tpex,otcper,
2019-01-04,4950,金耘國際,tpex,otcper,
2019-01-04,4987,科誠,tpex,otcper,
2019-01-04,5011,久陽,tpex,otcper+otcmargin,
2019-01-04,5304,鼎創達,tpex,otcper+otcmargin,
2019-01-04,5364,力麗店,tpex,otcper,
2019-01-04,5601,台聯櫃,tpex,otcper,
2019-01-04,6103,合邦,tpex,otcper+otcmargin,
2019-01-04,6124,業強,tpex,otcper+otcmargin,
2019-01-04,6140,訊達,tpex,otcper+otcmargin,
2019-01-04,6212,理銘,tpex,otcper+otcmargin,
2019-01-04,6236,中湛,tpex,otcper,
2019-01-04,6259,百徽,tpex,otcper,
2019-01-04,6441,廣錠,tpex,otcper+otcmargin,
2019-01-04,6482,弘煜科,tpex,otcper,
2019-01-04,6570,維田,tpex,otcper,
2019-01-04,6574,霈方,tpex,otcper,
2019-01-04,6596,寬宏藝術,tpex,otcper,
2019-01-04,6640,均華,tpex,otcper,
2019-01-04,8087,麗升能源,tpex,otcper,
2019-01-04,8291,尚茂,tpex,otcper,
2019-01-04,8423,保綠-KY,tpex,otcper,
2019-01-04,8455,大拓-KY,tpex,otcper,
2019-01-04,8908,欣雄,tpex,otcper+otcmargin,
2019-01-04,8917,欣泰,tpex,otcper+otcmargin,
2019-01-04,8921,沈氏,tpex,otcper,
2019-01-04,9937,全國,twse,per+margin,
2019-01-07,1225,福懋油,twse,per+margin,
2019-01-07,1418,東華,twse,per+margin,
2019-01-07,1438,三地開發,twse,per+margin,
2019-01-07,1454,台富,twse,per+margin,
2019-01-07,1456,怡華,twse,per+margin,
2019-01-07,2910,統領,twse,per+margin,
2019-01-07,2916,滿心,tpex,otcper+otcmargin,
2019-01-07,3067,全域,tpex,otcper,
2019-01-07,3095,及成,tpex,otcper+otcmargin,
2019-01-07,3130,一零四,twse,per+margin,
2019-01-07,3219,倚強科,tpex,otcper+otcmargin,
2019-01-07,3465,進泰電子,tpex,otcper,
2019-01-07,3701,大眾控,twse,per,
2019-01-07,4131,浩泰,tpex,otcper,
2019-01-07,4415,台原藥,tpex,otcper,
2019-01-07,4419,皇家美食,tpex,otcper,
2019-01-07,4950,金耘國際,tpex,otcper,
2019-01-07,5276,達輝-KY,tpex,otcper,
2019-01-07,5304,鼎創達,tpex,otcper+otcmargin,
2019-01-07,5364,力麗店,tpex,otcper,
2019-01-07,5516,雙喜,tpex,otcper+otcmargin,
2019-01-07,5703,亞都,tpex,otcper+otcmargin,
2019-01-07,5704,老爺知,tpex,otcper+otcmargin,
2019-01-07,6103,合邦,tpex,otcper+otcmargin,
2019-01-07,6140,訊達,tpex,otcper+otcmargin,
2019-01-07,6172,互億,twse,per+margin,
2019-01-07,6212,理銘,tpex,otcper+otcmargin,
2019-01-07,6222,立軒,tpex,otcper+otcmargin,
2019-01-07,6236,中湛,tpex,otcper,
2019-01-07,6241,鑫永洋,tpex,otcper+otcmargin,
2019-01-07,6264,富裔,tpex,otcper+otcmargin,
2019-01-07,6291,沛亨,tpex,otcper+otcmargin,
2019-01-07,6464,台數科,twse,per+margin,
2019-01-07,6574,霈方,tpex,otcper,
2019-01-07,8047,星雲,tpex,otcper+otcmargin,
2019-01-07,8426,紅木-KY,tpex,otcper+otcmargin,
2019-01-07,8455,大拓-KY,tpex,otcper,
2019-01-07,8488,吉源-KY,twse,per+margin,
2019-01-07,8921,沈氏,tpex,otcper,
2019-01-07,8934,衡平,tpex,otcper,
2019-01-07,9928,中視,twse,per+margin,
2019-01-07,9937,全國,twse,per+margin,
2019-01-08,1475,業旺,twse,per+margin,
2019-01-08,2429,銘旺科,twse,per+margin,
2019-01-08,2740,華軒,tpex,otcper,
2019-01-08,2916,滿心,tpex,otcper+otcmargin,
2019-01-08,3067,全域,tpex,otcper,
2019-01-08,3162,精確,tpex,otcper+otcmargin,
2019-01-08,3207,耀勝,tpex,otcper+otcmargin,
2019-01-08,3332,幸康,tpex,otcper+otcmargin,
2019-01-08,3531,先益,tpex,otcper+otcmargin,
2019-01-08,3555,博士旺,tpex,otcper+otcmargin,
2019-01-08,4175,杏一,tpex,otcper,
2019-01-08,4406,新昕纖,tpex,otcper+otcmargin,
2019-01-08,4415,台原藥,tpex,otcper,
2019-01-08,4419,皇家美食,tpex,otcper,
2019-01-08,5205,中茂,tpex,otcper,
2019-01-08,5210,寶碩,tpex,otcper+otcmargin,
2019-01-08,5276,達輝-KY,tpex,otcper,
2019-01-08,5704,老爺知,tpex,otcper+otcmargin,
2019-01-08,6103,合邦,tpex,otcper+otcmargin,
2019-01-08,6198,瑞築,tpex,otcper+otcinst,
2019-01-08,6212,理銘,tpex,otcper+otcmargin,
2019-01-08,6221,晉泰,tpex,otcper+otcmargin,
2019-01-08,6236,中湛,tpex,otcper,
2019-01-08,6247,淇譽電,tpex,otcper,
2019-01-08,6248,沛波,tpex,otcper+otcmargin,
2019-01-08,6287,元隆,tpex,otcper+otcmargin,
2019-01-08,6291,沛亨,tpex,otcper+otcmargin,
2019-01-08,6542,隆中,tpex,otcper+otcmargin,
2019-01-08,6574,霈方,tpex,otcper,
2019-01-08,8080,泰霖,tpex,otcper+otcmargin+otcinst,
2019-01-08,8087,麗升能源,tpex,otcper,
2019-01-08,8917,欣泰,tpex,otcper+otcmargin,
2019-01-08,8934,衡平,tpex,otcper,
2019-01-08,9928,中視,twse,per+margin,
2019-01-09,1225,福懋油,twse,per+margin,
2019-01-09,1443,立益物流,twse,per+margin,
2019-01-09,2067,嘉鋼,tpex,otcper,
2019-01-09,2718,全心投控,tpex,otcper,
2019-01-09,3067,全域,tpex,otcper,
2019-01-09,3332,幸康,tpex,otcper+otcmargin,
2019-01-09,3489,森寶,tpex,otcper+otcmargin,
2019-01-09,4413,飛寶企業,tpex,otcper+otcmargin,
2019-01-09,4415,台原藥,tpex,otcper,
2019-01-09,4416,三圓,tpex,otcper+otcmargin,
2019-01-09,4419,皇家美食,tpex,otcper,
2019-01-09,4716,大立,tpex,otcper+otcmargin,
2019-01-09,4950,金耘國際,tpex,otcper,
2019-01-09,4987,科誠,tpex,otcper,
2019-01-09,5205,中茂,tpex,otcper,
2019-01-09,5348,正能量智能,tpex,otcper,
2019-01-09,5902,德記,tpex,otcper+otcmargin,
2019-01-09,6103,合邦,tpex,otcper+otcmargin,
2019-01-09,6140,訊達,tpex,otcper+otcmargin,
2019-01-09,6198,瑞築,tpex,otcper,
2019-01-09,6225,天瀚,twse,per+margin,
2019-01-09,6259,百徽,tpex,otcper,
2019-01-09,6287,元隆,tpex,otcper+otcmargin,
2019-01-09,6291,沛亨,tpex,otcper+otcmargin,
2019-01-09,6574,霈方,tpex,otcper,
2019-01-09,8931,大汽電,tpex,otcper+otcmargin,
2019-01-09,9188,精熙-DR,twse,margin,
2019-01-10,1418,東華,twse,per+margin,
2019-01-10,2429,銘旺科,twse,per+margin,
2019-01-10,2718,全心投控,tpex,otcper,
2019-01-10,3086,華義*,tpex,otcper+otcmargin,
2019-01-10,3219,倚強科,tpex,otcper+otcmargin,
2019-01-10,3332,幸康,tpex,otcper+otcmargin,
2019-01-10,3555,博士旺,tpex,otcper+otcmargin,
2019-01-10,3609,三一東林,tpex,otcper+otcmargin,
2019-01-10,3631,晟楠,tpex,otcper+otcmargin,
2019-01-10,4131,浩泰,tpex,otcper,
2019-01-10,4419,皇家美食,tpex,otcper,
2019-01-10,4554,橙的,tpex,otcper,
2019-01-10,4711,永純,tpex,otcper+otcmargin,
2019-01-10,4950,金耘國際,tpex,otcper,
2019-01-10,5205,中茂,tpex,otcper,
2019-01-10,5364,力麗店,tpex,otcper,
2019-01-10,5487,通泰,tpex,otcper+otcmargin,
2019-01-10,6140,訊達,tpex,otcper+otcmargin,
2019-01-10,6171,大城地產,tpex,otcper+otcmargin,
2019-01-10,6198,瑞築,tpex,otcper,
2019-01-10,6212,理銘,tpex,otcper+otcmargin,
2019-01-10,6236,中湛,tpex,otcper,
2019-01-10,6242,立康,tpex,otcper,
2019-01-10,6248,沛波,tpex,otcper+otcmargin,
2019-01-10,6291,沛亨,tpex,otcper+otcmargin,
2019-01-10,6441,廣錠,tpex,otcper+otcmargin,
2019-01-10,7402,邑錡,tpex,otcper,
2019-01-10,8923,時報,tpex,otcper+otcmargin,
2019-01-10,8934,衡平,tpex,otcper,
2019-01-10,9157,陽光能源-DR,twse,margin,
2019-01-10,9188,精熙-DR,twse,margin,
2019-01-10,9950,萬國通,tpex,otcper+otcmargin,
2019-01-11,1418,東華,twse,per+margin,
2019-01-11,2321,東訊,twse,per+margin,
2019-01-11,2429,銘旺科,twse,per+margin,
2019-01-11,2724,藝舍-KY,tpex,otcper+otcmargin,
2019-01-11,2734,易飛網,tpex,otcper+otcmargin,
2019-01-11,2916,滿心,tpex,otcper+otcmargin,
2019-01-11,3122,笙泉,tpex,otcper+otcmargin,
2019-01-11,3219,倚強科,tpex,otcper+otcmargin+otcinst,
2019-01-11,3230,錦明,tpex,otcper+otcmargin,
2019-01-11,3332,幸康,tpex,otcper+otcmargin,
2019-01-11,3555,博士旺,tpex,otcper+otcmargin,
2019-01-11,3609,三一東林,tpex,otcper+otcmargin,
2019-01-11,3629,地心引力,tpex,otcper,
2019-01-11,3631,晟楠,tpex,otcper+otcmargin,
2019-01-11,4131,浩泰,tpex,otcper,
2019-01-11,4305,世坤,tpex,otcper+otcmargin,
2019-01-11,4416,三圓,tpex,otcper+otcmargin,
2019-01-11,4711,永純,tpex,otcper+otcmargin,
2019-01-11,4712,南璋,tpex,otcper+otcmargin,
2019-01-11,4754,國碳科,tpex,otcper,
2019-01-11,4950,金耘國際,tpex,otcper,
2019-01-11,5011,久陽,tpex,otcper+otcmargin,
2019-01-11,5205,中茂,tpex,otcper,
2019-01-11,5317,凱美,tpex,otcmargin,
2019-01-11,5455,昇益,tpex,otcper+otcmargin,
2019-01-11,5487,通泰,tpex,otcper+otcmargin,
2019-01-11,5601,台聯櫃,tpex,otcper,
2019-01-11,5878,台名,tpex,otcper,
2019-01-11,6140,訊達,tpex,otcper+otcmargin,
2019-01-11,6198,瑞築,tpex,otcper,
2019-01-11,6212,理銘,tpex,otcper+otcmargin,
2019-01-11,6236,中湛,tpex,otcper,
2019-01-11,6259,百徽,tpex,otcper,
2019-01-11,6419,京晨科,tpex,otcper,
2019-01-11,6574,霈方,tpex,otcper,
2019-01-11,8087,麗升能源,tpex,otcper,
2019-01-11,8906,花王,tpex,otcmargin,
2019-01-11,8923,時報,tpex,otcper+otcmargin,
2019-01-11,8934,衡平,tpex,otcper,
2019-01-11,9960,邁達康,tpex,otcper+otcmargin,
2019-01-14,1418,東華,twse,per+margin,
