stock_id,name,market,sec_kind,halt_date,resume_date,source,asof
077370,國巨元大7A購06,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077370,國巨元大7A購06,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077403,聯電永昌7A購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
077430,奇力新統一7B購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077435,國巨永豐7A購04,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077435,國巨永豐7A購04,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077457,聯電元大7A購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
077459,仁寶元大7A購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
077460,國巨元大7A購07,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077460,國巨元大7A購07,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077514,國巨中信7B購03,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077514,國巨中信7B購03,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077525,國巨永豐7A購05,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077525,國巨永豐7A購05,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077537,奇力新台新7B購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077541,仁寶統一7C購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
077557,國巨富邦7B購04,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077557,國巨富邦7B購04,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077570,國巨元大7A購08,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077570,國巨元大7A購08,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077585,國巨凱基7A購05,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077585,國巨凱基7A購05,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077586,國巨凱基7A購06,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077586,國巨凱基7A購06,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077598,聯電元大7A購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
077600,奇力新元大7A購05,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077625,國巨中信7A購01,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077625,國巨中信7A購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077632,國巨統一7A購08,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077632,國巨統一7A購08,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077633,國巨統一7B購01,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077633,國巨統一7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077643,大成鋼國泰7A購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
077646,國巨國泰7C購02,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077646,國巨國泰7C購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077662,奇力新麥證7A購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077665,新光金麥證7B購01,twse,其他,2018-04-24,2018-04-25,twse-TWTAWU,2026-09-07
077678,大成鋼凱基7A購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
077679,大成鋼凱基7A購02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
077690,奇力新宏遠7A購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077718,仁寶永豐7A購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
077719,國巨永豐7A購06,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077719,國巨永豐7A購06,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077739,國巨兆豐7A購02,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077739,國巨兆豐7A購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077745,奇力新兆豐7A購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
07774P,元大IE,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
077786,國巨國泰7A購03,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077786,國巨國泰7A購03,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077787,奇力新國泰7A購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077793,國巨麥證7A購05,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077793,國巨麥證7A購05,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077794,國巨麥證7B購02,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077794,國巨麥證7B購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077797,國巨永豐7A購07,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077797,國巨永豐7A購07,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077798,國巨永豐7A購08,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077798,國巨永豐7A購08,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077824,奇力新元大7A購06,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077847,國巨群益7A購04,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077847,國巨群益7A購04,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077859,奇力新日盛7A購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077861,大成鋼凱基7A購03,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
077902,大成鋼元大7A購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
077909,國巨元大7A購11,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077909,國巨元大7A購11,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077910,國巨元大7A購12,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077910,國巨元大7A購12,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077923,奇力新元大7A購07,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077943,國巨元富7A購02,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077943,國巨元富7A購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077947,奇力新元富7A購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077956,大成鋼元富7A購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
077962,國巨群益7A購05,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077962,國巨群益7A購05,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077985,國巨日盛7A購01,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
077985,國巨日盛7A購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
077991,大成鋼國泰7B購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
077994,奇力新國泰7B購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
077996,奇力新富邦82購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078005,大成鋼永豐7A購02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078023,大成鋼元大7B購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078049,國巨群益7A購06,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
078049,國巨群益7A購06,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078063,國巨統一7B購02,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
078063,國巨統一7B購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078103,奇力新元大7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078108,國巨國泰7B購02,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
078108,國巨國泰7B購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078117,國巨富邦7B購06,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
078117,國巨富邦7B購06,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078118,國巨富邦7B購07,twse,其他,2018-04-27,2018-04-30,twse-TWTAWU,2026-09-07
078118,國巨富邦7B購07,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078131,大成鋼日盛7A購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078140,國巨群益7A購07,twse,其他,2018-04-30,2018-04-30,twse-TWTAWU,2026-09-07
078140,國巨群益7A購07,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078148,聯電中信7A購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
078218,國巨群益7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078227,國巨永豐7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078265,聯電國泰7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
078268,國巨統一7B購03,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078359,仁寶元大7B購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
078364,國巨統一7B購05,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078436,大成鋼國票7B購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078452,國巨統一7C購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078469,大成鋼台新7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078488,大成鋼中信7B購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078498,聯電日盛7B購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
078508,大成鋼群益7B購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078532,國巨元大7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078533,國巨元大7B購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078543,大成鋼國泰7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078551,聯電富邦7B購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
078574,大成鋼群益7B購02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078588,國巨永豐7B購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078591,奇力新永豐7B購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078592,奇力新永豐7B購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078601,國巨凱基7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078607,奇力新凱基7B購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078615,國巨麥證7C購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078625,奇力新元大7B購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078626,奇力新元大7C購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078632,國巨永昌7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078633,奇力新富邦7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078638,國巨康和7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078646,國巨統一7C購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078648,奇力新統一7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078652,國巨統一82購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078654,仁寶元富82購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
078658,國巨第一7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078661,國巨永豐7B購03,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078669,國巨台新7B購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078676,國巨元大7B購04,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078681,大成鋼群益7B購03,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078700,仁寶富邦7B購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
078701,國巨富邦7C購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078707,國巨凱基7B購04,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078708,國巨凱基7B購05,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078709,國巨凱基7B購06,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078710,國巨凱基7B購07,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078711,奇力新凱基7B購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078720,大成鋼群益7B購04,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078737,大成鋼元大7B購02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078743,國巨元大7B購05,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078744,國巨元大7B購06,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078758,奇力新麥證7B購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078764,國巨統一81購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078769,國巨元富7B購01,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078772,國巨國泰7B購05,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078773,國巨國泰7C購03,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078775,奇力新國泰81購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078786,國巨日盛7B購02,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078797,國巨永豐7B購04,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078845,大成鋼群益7B購05,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078847,國巨群益7B購03,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
07885P,大成鋼中信7C售02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078860,國巨元大7B購07,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078861,國巨元大7B購08,twse,其他,2018-05-22,2018-05-23,twse-TWTAWU,2026-09-07
078865,奇力新元大81購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078878,大成鋼群益7B購06,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078901,大成鋼元大7B購03,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078907,奇力新元大7B購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
07890P,BZ凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
078922,奇力新國泰81購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
078991,大成鋼中信7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
078997,大成鋼國泰7B購02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
079002,大成鋼富邦7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
079030,奇力新永豐7B購03,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
07904P,玉山NV,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
079091,仁寶凱基7B購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
079094,奇力新凱基7B購03,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
079155,大成鋼群益7B購07,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
079177,聯電永豐7B購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
079214,大成鋼元大7B購05,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
07924P,元大LJ,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
07925P,仁寶元富83售01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
079355,大成鋼第一7B購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
07937P,奇力新中信7C售02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
079402,大成鋼群益7B購08,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
079433,大成鋼群益7B購09,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
07947P,DL凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
079485,大成鋼元大7B購06,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
07961P,奇力新元大7C售04,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
07972P,MC群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
07978P,聯電麥證7C售02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
079790,聯電台新81購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
07981P,聯電中信7C售01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
07984P,HA中信,twse,其他,2016-05-13,2016-05-16,twse-TWTAWU,2026-09-07
07986P,聯電元富7C售03,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
07989P,聯電元大7C售02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080076,大成鋼永豐7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
080152,仁寶麥證7C購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
080198,大成鋼台新7C購02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
080216,大成鋼統一82購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
080229,大成鋼兆豐7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
080263,聯電群益7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
08027P,7A兆豐,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
080314,聯電麥證7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080339,大成鋼富邦7C購02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
08035P,聯電台新7C售01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080374,聯電群益7C購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
08037P,大成鋼元富7C售02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
080400,聯電兆豐7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080436,奇力新第一7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080438,奇力新中信7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080448,奇力新凱基7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080485,奇力新統一83購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080504,奇力新富邦7C購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080509,奇力新永豐7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080510,奇力新永豐7C購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080519,奇力新台新7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080525,大成鋼中信7C購03,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
080534,奇力新凱基7C購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080561,奇力新永豐7C購03,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080569,奇力新台新7C購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080576,聯電元大7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080586,奇力新元大7C購03,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080608,奇力新富邦81購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
08060P,聯電日盛7C售01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080616,奇力新元富83購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080617,奇力新元富83購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080626,大成鋼麥證7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
08062P,聯電凱基7C售02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080643,奇力新國票7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080660,奇力新凱基7C購03,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080669,奇力新永豐7C購04,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080724,大成鋼富邦7C購03,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
080734,奇力新富邦82購02,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080743,奇力新中信7C購03,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080747,奇力新凱基7C購04,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080764,奇力新元大7C購05,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080783,奇力新永豐7C購05,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080784,奇力新永豐7C購06,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
08078P,永豐7U,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
08079P,元大XT,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
080812,奇力新富邦83購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080820,奇力新統一82購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080825,奇力新康和7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
080828,聯電麥證81購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080834,奇力新麥證7C購01,twse,其他,2018-06-20,2018-06-21,twse-TWTAWU,2026-09-07
08086P,ND群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
080877,聯電永豐7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080886,聯電台新81購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080901,聯電元富7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080902,聯電元富7C購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080908,聯電元大7C購03,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080909,聯電元大7C購04,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080937,聯電富邦7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
080938,聯電富邦81購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
08093P,富邦JE,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
080943,大成鋼凱基82購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
08096P,NP群益,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
081004,聯電兆豐7C購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081012,聯電統一82購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081031,聯電永昌7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081032,聯電永昌7C購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081041,聯電群益7C購03,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081042,仁寶群益7C購01,twse,其他,2018-08-07,2018-08-08,twse-TWTAWU,2026-09-07
081073,大成鋼凱基7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
081083,大成鋼永豐7C購02,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
081090,聯電國泰7C購02,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081097,大成鋼元富7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
08110P,HF凱基,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
081133,聯電台新81購03,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081139,聯電元大7C購05,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081140,聯電元大7C購06,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
08126P,兆豐19,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
081273,聯電凱基7C購01,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
08127P,兆豐20,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
081284,大成鋼元大7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
081380,大成鋼國票7C購01,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
081422,聯電凱基7C購03,twse,其他,2018-06-29,2018-07-02,twse-TWTAWU,2026-09-07
081478,大成鋼永豐7C購03,twse,其他,2018-10-02,2018-10-03,twse-TWTAWU,2026-09-07
08156P,永豐9B,twse,其他,2016-03-30,2016-03-31,twse-TWTAWU,2026-09-07
