stock_id,date,kind,factor,share_factor,ratio,lag,shares_before,shares_after
6219,2015-06-04,除權息,0.82061281,0.85376216,0.961173,0,150152241,175871276
8066,2015-06-12,除權,0.94736402,0.68161637,1.389879,0,17126920,25126920
1590,2015-06-15,權息,0.93050809,0.95238095,0.977033,6,170499998,179024998
3259,2015-06-18,除權,0.96648649,0.87632877,1.102881,0,70859553,80859553
6422,2015-06-18,權息,0.90629800,0.95238095,0.951613,13,34906000,36651300
9940,2015-06-18,權息,0.93861884,0.97087379,0.966777,20,613436712,631839814
8435,2015-06-22,除權息,0.91587902,0.97087379,0.943355,0,30777136,31700450
5263,2015-06-23,除權息,0.90645333,0.88813285,1.020628,0,39679979,44677977
2722,2015-06-24,權息,0.92474175,0.93457944,0.989474,20,89201898,95446031
6187,2015-06-29,除權息,0.95010395,0.93052975,1.021036,0,80367902,86367902
3528,2015-07-01,除權息,0.91766169,0.97087378,0.945192,0,54942817,56591102
6155,2015-07-03,權息,0.93128124,0.98702535,0.943523,19,83992368,85096465
2732,2015-07-07,除權息,0.91487685,0.95238095,0.960621,0,26620500,27951525
3672,2015-07-07,除權息,0.91468254,0.95238093,0.960417,0,28006909,29407255
4977,2015-07-07,權息,0.89561653,0.95238096,0.940397,9,50531205,53057765
5272,2015-07-07,除權息,0.87477341,0.90909089,0.962251,0,46404652,51045118
2636,2015-07-08,除權,0.98525963,0.91016976,1.082501,0,101477569,111493013
6185,2015-07-09,除權息,0.87899807,0.95238095,0.922948,0,108844679,114286913
1256,2015-07-13,除權息,0.88329897,0.90909091,0.971629,0,24696000,27165600
3514,2015-07-13,權,0.98238415,0.90656916,1.083628,13,407530377,449530377
5514,2015-07-13,除權息,0.84398827,0.86956521,0.970587,0,153602869,176643300
8436,2015-07-13,除權息,0.89923581,0.90911469,0.989134,0,55640437,61202880
9945,2015-07-13,權息,0.90436484,0.85640938,1.055996,23,1192848653,1392848653
3541,2015-07-14,除權息,0.83178744,0.86956514,0.956556,0,38604492,44395170
4972,2015-07-14,除權息,0.92206704,0.97087379,0.949729,0,36960939,38069767
8908,2015-07-14,除權息,0.89137303,0.90909091,0.980510,0,124115746,136527321
4139,2015-07-15,除權,0.90906433,0.90909091,0.999971,0,31527000,34679700
6107,2015-07-15,除權,0.80000000,0.80000000,1.000000,0,58979900,73724875
4745,2015-07-16,除權息,0.93381201,0.97905317,0.953791,0,56273122,57477085
3611,2015-07-17,除權息,0.88031634,0.90909091,0.968348,0,34629000,38091900
3206,2015-07-20,除權息,0.93384913,0.95238094,0.980542,0,41539049,43616002
4720,2015-07-20,權息,0.91727241,0.92976216,0.986567,16,75382056,81076709
8114,2015-07-20,權息,0.91912918,0.96618357,0.951299,21,65345167,67632248
1715,2015-07-21,權息,0.90102564,0.95428266,0.944192,14,405251236,424665827
5533,2015-07-21,權息,0.91480843,0.94224545,0.970881,16,255664714,271335579
8446,2015-07-21,除權息,0.82096296,0.83333333,0.985156,0,35400000,42480000
1104,2015-07-22,權息,0.94253915,0.98039216,0.961390,21,615969746,628289140
1219,2015-07-22,權息,0.97064713,0.98231827,0.988119,21,313188243,318825631
3684,2015-07-22,除權息,0.92755776,0.97087378,0.955385,0,20478460,21092814
6278,2015-07-22,權息,0.90794638,0.95238095,0.953344,15,281331765,295398353
1307,2015-07-23,權息,0.93149739,0.97087378,0.959442,22,374981737,386231190
1337,2015-07-23,權息,0.96046782,0.96240458,0.997988,10,249829064,259588398
2603,2015-07-23,權息,0.98398728,0.99009901,0.993827,12,3477580184,3512355986
3450,2015-07-23,權息,0.80866228,0.83333334,0.970395,15,76642141,91970569
5493,2015-07-23,除權息,0.89898734,0.93457944,0.961916,0,41368874,44264695
3580,2015-07-24,除權,0.99755202,0.91024412,1.095917,0,50706657,55706657
4542,2015-07-24,除權息,0.83192090,0.90909091,0.915113,0,25714000,28285400
5904,2015-07-24,除權息,0.96637540,0.99009902,0.976039,0,94113057,95054187
1711,2015-07-27,權息,0.93131058,0.95238095,0.977876,19,496827415,521668786
2442,2015-07-27,權息,0.97275870,0.93583282,1.039458,17,183624918,196215515
4987,2015-07-27,除權息,0.89426129,0.95238095,0.938974,0,24000000,25200000
6166,2015-07-27,權息,0.89898243,0.91655913,0.980823,24,183676464,200397834
8287,2015-07-27,除權息,0.92752809,0.94339622,0.983180,0,129844454,137635122
1708,2015-07-28,權息,0.91236493,0.95238095,0.957983,16,174018240,182719152
2108,2015-07-28,權息,0.96585364,0.97560976,0.990000,23,414993192,425368022
4526,2015-07-28,權息,0.93831524,0.98048406,0.956992,14,251029864,256026461
5871,2015-07-28,權息,0.92334970,0.96153846,0.960284,7,1095413456,1139229994
1440,2015-07-29,權息,0.97772272,0.99009901,0.987500,19,1640411740,1656815857
3665,2015-07-29,權息,0.91979147,0.95233081,0.965832,11,87071075,91429442
4104,2015-07-29,權,0.99675393,0.93773471,1.062938,15,112952348,120452348
5287,2015-07-29,除權息,0.74352941,0.76923077,0.966588,0,31500000,40950000
1308,2015-07-30,權息,0.93490606,0.95238095,0.981651,37,469676935,493160781
1402,2015-07-30,權息,0.94304387,0.98039216,0.961905,16,5247916889,5352875227
2102,2015-07-30,權息,0.97481437,0.98522168,0.989437,17,457190388,464048243
2332,2015-07-30,權,0.95238092,0.95426150,0.998029,25,647755730,678803166
2423,2015-07-30,權息,0.92369476,0.95238095,0.969880,22,131562166,138140275
2464,2015-07-30,權息,0.91428571,0.95238095,0.960000,10,182568839,191697281
2539,2015-07-30,權息,0.81062670,0.83333333,0.972752,16,238638006,286365607
2884,2015-07-30,權息,0.90046264,0.91825024,0.980629,19,7301650424,7951700000
3662,2015-07-30,除權息,0.72889680,0.72942931,0.999270,0,87076289,119375912
5310,2015-07-30,除權,0.90915254,0.90909092,1.000068,0,45092034,49601237
6266,2015-07-30,除權息,0.91828794,0.95227902,0.964306,0,80727471,84772918
6412,2015-07-30,權,0.99495491,0.98501889,1.010087,18,358853349,364311133
8931,2015-07-30,除權息,0.93278689,0.95238095,0.979426,0,106623811,111955002
2892,2015-07-31,權息,0.88633546,0.93896714,0.943947,18,9259254818,9861106381
3036,2015-07-31,權息,0.84794128,0.90909091,0.932735,17,406943367,447637704
3454,2015-07-31,權息,0.91579589,0.96618357,0.947849,7,73967653,76556521
2823,2015-08-03,權息,0.89767375,0.90909091,0.987441,9,3036497000,3340146700
2867,2015-08-03,權息,0.89473684,0.91481674,0.978050,13,1452456554,1587702209
3090,2015-08-03,權息,0.89500859,0.95238095,0.939759,19,159018380,166969299
4114,2015-08-03,除權息,0.92006126,0.92686925,0.992655,0,121982378,131606889
1477,2015-08-04,權息,0.93855981,0.96568776,0.971908,13,191313532,198111169
2030,2015-08-04,權息,0.90614865,0.95238095,0.951456,18,272881931,286526027
5274,2015-08-04,除權息,0.81361486,0.83333335,0.976338,0,26295868,31555041
1464,2015-08-05,權息,0.91858177,0.92874517,0.989057,35,216896020,233536634
3556,2015-08-05,除權息,0.89790210,0.97087379,0.924839,0,53380712,54982133
5531,2015-08-05,權,0.90909085,0.90909091,1.000000,22,802100000,882310000
6024,2015-08-05,除權,0.98024194,0.98039216,0.999847,0,119997847,122397804
1216,2015-08-06,權息,0.93792172,0.96153846,0.975439,23,5463476366,5682015421
1789,2015-08-06,權息,0.95554754,0.96153846,0.993769,14,702964288,731082860
2891,2015-08-06,權息,0.89378309,0.92506938,0.966180,17,15257281462,16493121260
3209,2015-08-06,權息,0.83078528,0.86956522,0.955403,19,103842690,119419093
3231,2015-08-06,權息,0.91110000,0.95840774,0.950639,12,2468267415,2575383428
4432,2015-08-06,除權息,0.90358974,0.95238095,0.948769,0,48180000,50589000
5007,2015-08-06,權息,0.87821145,0.90909091,0.966033,18,268127412,294940154
5230,2015-08-06,除權息,0.93006993,0.95238097,0.976573,0,44881396,47125465
6285,2015-08-06,權息,0.94461780,0.98039216,0.963510,7,328763366,335338633
2027,2015-08-07,權息,0.92325671,0.96153846,0.960187,18,777097016,808180897
2049,2015-08-07,權息,0.95317124,0.97087379,0.981766,20,261435394,269278456
3048,2015-08-07,權息,0.85289904,0.89267915,0.955437,22,180623513,202338672
3484,2015-08-07,除權息,0.90185759,0.98049886,0.919795,0,63301040,64560034
2301,2015-08-10,權息,0.93589367,0.99319610,0.942305,10,2341673676,2357715337
2547,2015-08-10,權息,0.90667842,0.98039216,0.924812,17,876881630,894419263
5508,2015-08-10,除權息,0.72987805,0.83333333,0.875854,0,181190111,217428133
1727,2015-08-11,權息,0.92477565,0.95238095,0.971014,20,105000000,110250000
2385,2015-08-11,權,0.99502488,0.98729103,1.007833,12,694865413,703810114
2856,2015-08-11,權息,0.93321841,0.98039216,0.951883,15,1539890505,1570688315
2889,2015-08-11,權息,0.93666306,0.97140020,0.964240,24,2687365223,2766486180
2890,2015-08-11,權息,0.89656000,0.93151296,0.962477,24,9480920936,10177980717
3540,2015-08-11,除權息,0.91217391,0.97087378,0.939539,0,64672858,66613044
4417,2015-08-11,除權息,0.94787736,0.97087379,0.976314,0,79936664,82334764
4965,2015-08-11,除權息,0.88908425,0.90528250,0.982107,0,19556138,21602249
5285,2015-08-11,權息,0.87408098,0.90909091,0.961489,8,68000000,74800000
5878,2015-08-11,除權,0.79361345,0.79365079,0.999953,0,18800000,23688000
1447,2015-08-12,權,0.95238095,0.95238095,1.000000,17,870940231,914487242
2801,2015-08-12,權息,0.92386791,0.93457944,0.988539,12,7904040372,8457323198
2836,2015-08-12,權息,0.95198856,0.95055049,1.001513,27,740351387,778865925
5301,2015-08-12,除權息,0.87354086,0.78321678,1.115324,0,84000000,107250000
6146,2015-08-12,除權息,0.95363184,0.97151636,0.981591,0,86033682,88556082
6263,2015-08-12,除權息,0.91029252,0.98039214,0.928498,0,61275454,62500964
2228,2015-08-13,權,0.99498333,0.95219443,1.044937,16,71705040,75305040
2302,2015-08-13,權息,0.92361513,0.96993438,0.952245,12,161302881,166302881
2702,2015-08-13,權息,0.94325265,0.95238094,0.990415,22,90079444,94583417
2847,2015-08-13,權,0.92592590,0.92996884,0.995653,28,2768809207,2977313943
2880,2015-08-13,權息,0.90825931,0.94161959,0.964571,13,9327970099,9906304245
2885,2015-08-13,權,0.97444129,0.94661663,1.029394,25,10141066594,10712960508
3272,2015-08-13,除權息,0.68025157,0.71986556,0.944970,0,37623749,52264966
4153,2015-08-13,除權息,0.81015169,0.83497189,0.970274,0,31419042,37628862
5529,2015-08-13,除權息,0.94479297,0.97560975,0.968413,0,101615866,104156263
5880,2015-08-13,權息,0.92195342,0.95238095,0.968051,21,10544980040,11072229042
6148,2015-08-13,除權息,0.94871795,0.97775605,0.970301,0,88000000,90002000
6245,2015-08-13,除權息,0.90984615,0.95318900,0.954529,0,92457966,96998566
2838,2015-08-14,權息,0.91969739,0.94080124,0.977568,20,2450930628,2605152427
5306,2015-08-14,除權,0.98200000,0.91008505,1.079020,0,109210206,120000000
8996,2015-08-14,權息,0.88327056,0.90909090,0.971598,17,81258254,89384080
9946,2015-08-14,權,0.96098035,0.81210976,1.183313,27,216136929,266142510
2640,2015-08-18,除權息,0.89740566,0.95238095,0.942276,0,42118498,44224423
2707,2015-08-18,權,0.92250043,0.92250043,1.000000,13,116923026,126745769
2888,2015-08-18,權息,0.94944677,0.96153846,0.987425,15,9834753924,10228144081
5289,2015-08-18,除權息,0.90374574,0.95238096,0.948933,0,59188191,62147600
5434,2015-08-18,權息,0.90309579,0.97087378,0.930189,18,157909353,162646634
6269,2015-08-18,權息,0.94022480,0.90599407,1.037783,22,251819084,277947829
9926,2015-08-18,權息,0.93552165,0.96153846,0.972943,15,166763355,173433889
1215,2015-08-19,權息,0.87287211,0.90909091,0.960159,25,243628180,267990998
1227,2015-08-19,權息,0.89252434,0.90909091,0.981777,12,720633774,792697151
1340,2015-08-19,權息,0.75089392,0.76923077,0.976162,16,88379387,114893203
2613,2015-08-19,權息,0.92441866,0.93632959,0.987279,17,93451050,99805721
2701,2015-08-19,權息,0.94232277,0.95238095,0.989439,22,379033778,397985466
3360,2015-08-19,除權息,0.88880000,0.96618357,0.919908,0,72904400,75456054
5013,2015-08-19,除權,0.90909091,0.90906638,1.000027,0,101070000,111180000
4426,2015-08-20,權息,0.83661509,0.84033614,0.995572,22,76615164,91172045
4979,2015-08-20,除權息,0.89652778,0.90912443,0.986144,0,67274163,73998851
5392,2015-08-20,除權息,0.91581818,0.91743119,0.998242,0,91360995,99583485
6206,2015-08-20,權息,0.89976039,0.94789123,0.949223,23,138741250,146368324
9958,2015-08-21,權息,0.96941344,0.98039215,0.988802,22,181919707,185558102
1436,2015-08-24,權息,0.84169453,0.86956522,0.967949,21,60000000,69000000
1591,2015-08-24,除權,0.89277108,0.89285716,0.999904,0,26919487,30149825
3379,2015-08-24,除權息,0.91111111,0.95238097,0.956667,0,36230237,38041748
4743,2015-08-24,除權息,0.91428571,0.91743119,0.996571,0,177768100,193767229
6508,2015-08-24,除權息,0.91750000,0.98039216,0.935850,0,77750345,79305352
8423,2015-08-24,除權息,0.95042017,0.97087378,0.978933,0,18323160,18872855
1229,2015-08-25,權息,0.89285714,0.96153846,0.928571,14,854538294,888719825
1580,2015-08-25,除權,0.98040404,0.98039215,1.000012,0,47580033,48531634
2067,2015-08-25,除權息,0.91750000,0.93632959,0.979890,0,28432750,30366177
2812,2015-08-25,權息,0.91560165,0.93984962,0.974200,17,2851506309,3034002713
2834,2015-08-25,權,0.93196634,0.93196645,1.000000,15,5297914060,5684661787
3029,2015-08-25,權息,0.93544743,0.78176116,1.196590,17,94744213,121193297
3056,2015-08-25,權息,0.84057967,0.86756441,0.968896,20,172946438,199347088
3312,2015-08-25,權,0.87719295,0.87719298,1.000000,18,95176139,108500799
4716,2015-08-25,除權息,0.94772727,0.97616775,0.970865,0,71469052,73213904
4911,2015-08-25,除權息,0.98652597,0.98814229,0.998364,0,55000000,55660000
6409,2015-08-25,權息,0.92549525,0.95236173,0.971790,19,70813466,74355640
8044,2015-08-25,除權息,0.93963516,0.86942943,1.080749,0,86816764,99854871
2023,2015-08-26,權息,0.94367843,0.97087379,0.971989,21,1668049102,1718090576
3236,2015-08-26,除權息,0.93058824,0.94786730,0.981771,0,57231671,60379413
3257,2015-08-26,權息,0.85046340,0.92165898,0.922753,10,55338440,60042208
5603,2015-08-26,除權息,0.86706587,0.95238096,0.910419,0,74594834,78324575
6294,2015-08-26,除權,0.90908367,0.90909091,0.999992,0,15350000,16885000
9950,2015-08-26,除權息,0.90769231,0.93023256,0.975769,0,60520000,65059000
1736,2015-08-27,權息,0.95871010,0.99473928,0.963780,21,302417270,304016617
2354,2015-08-27,權息,0.96295814,0.98688329,0.975757,20,1376725827,1395023952
2706,2015-08-27,權息,0.92420288,0.93283582,0.990745,16,392002544,420226727
3023,2015-08-27,權息,0.92553027,0.96621580,0.957892,24,207989994,215262465
4549,2015-08-27,除權息,0.93149606,0.98039216,0.950126,0,36972250,37711695
4953,2015-08-27,除權息,0.90303030,0.97087400,0.930121,0,42600322,43878322
5525,2015-08-27,權息,0.90090090,0.97087379,0.927928,19,245719242,253090819
5706,2015-08-27,權息,0.91202582,0.95348072,0.956523,17,61060500,64039575
8076,2015-08-27,除權息,0.91944056,0.92681628,0.992042,0,218418695,235665578
9910,2015-08-27,權息,0.95330785,0.97087379,0.981907,19,579005049,596375201
1589,2015-08-28,權,0.99639499,0.90153943,1.105215,34,105862197,117423812
2106,2015-08-28,權息,0.90563677,0.95237262,0.950927,24,816450000,857280000
2524,2015-08-28,權息,0.93922084,0.97943289,0.958944,26,375926155,383820229
3705,2015-08-28,權,0.95238095,0.95238096,1.000000,16,253736175,266422983
4991,2015-08-28,除權息,0.81848998,0.80885513,1.011912,0,46187540,57102364
2104,2015-08-31,權息,0.84150583,0.91743119,0.917241,11,549224105,598654274
2611,2015-08-31,權息,0.95559504,1.01161864,0.944620,0,174137204,172137204
3268,2015-08-31,除權息,0.91060606,0.91743118,0.992561,0,30666304,33426272
4303,2015-08-31,除權息,0.98240000,0.99009901,0.992224,0,70000000,70700000
2734,2015-09-01,除權息,0.85095541,0.86206897,0.987108,0,26086000,30259760
2845,2015-09-01,權息,0.91322396,0.94348734,0.967924,15,2861826329,3033242962
3027,2015-09-01,權息,0.96062634,0.99009901,0.970233,13,96667703,97634380
3052,2015-09-01,權息,0.92364532,0.96153846,0.960591,18,224042841,233004554
3264,2015-09-01,除權息,0.91225490,0.99009901,0.921377,0,476170735,480932442
6261,2015-09-01,除權息,0.88850103,0.99009901,0.897386,0,127225732,128497989
8941,2015-09-01,除權息,0.82920000,0.83333347,0.995040,0,17800018,21360018
2317,2015-09-03,權息,0.91243561,0.94717275,0.963325,23,15148406863,15993288228
3322,2015-09-03,除權息,0.93628809,0.98716683,0.948460,0,85306630,86415616
4994,2015-09-03,權息,0.79335690,0.79973970,0.992019,18,88484000,110641000
6217,2015-09-03,除權息,0.95035461,0.98806897,0.961830,0,58050283,58751246
6226,2015-09-03,權息,0.96792274,0.98249033,0.985173,17,92139243,93781323
8390,2015-09-03,除權息,0.97450199,0.99009902,0.984247,0,75373255,76126987
8050,2015-09-04,除權,0.95220000,0.95453130,0.997558,0,108542985,113713385
3081,2015-09-07,除權息,0.85503580,0.86956526,0.983291,0,60791092,69909752
4123,2015-09-07,除權,0.90903522,0.90909091,0.999939,0,208303543,229133897
4414,2015-09-07,權,0.95977372,0.96153846,0.998165,22,131507174,136767461
8429,2015-09-07,權息,0.92695110,0.93896713,0.987203,14,120968579,128831537
2636,2015-09-08,除權息,0.92134831,0.96565258,0.954120,0,111616565,115586669
5395,2015-09-08,除權息,0.97925311,0.98522168,0.993942,0,61569355,62492895
5820,2015-09-08,除權息,0.92894737,0.94667108,0.981278,0,3215181687,3396302860
8403,2015-09-08,除權息,0.94126984,0.95468098,0.985952,0,60667914,63547840
3167,2015-09-09,權,0.90909091,0.90909091,1.000000,31,72707799,79978579
6168,2015-09-09,權息,0.87410410,0.99015310,0.882797,21,205161506,207201801
6603,2015-09-09,除權息,0.94553571,0.98039215,0.964446,0,117166681,119510015
4207,2015-09-10,除權息,0.95329087,0.97609653,0.976636,0,169467117,173617169
4109,2015-09-14,除權息,0.95326316,0.96153847,0.991394,0,71657210,74523498
4113,2015-09-14,除權息,0.70985075,0.75271437,0.943055,0,154881956,205764581
5519,2015-09-14,權息,0.90636821,0.94262295,0.961538,26,172500000,183000000
5534,2015-09-14,權息,0.87565337,0.95238095,0.919436,12,261254906,274317651
5386,2015-09-15,除權,0.95231317,0.95238098,0.999929,0,11702206,12287316
4111,2015-09-17,除權息,0.94456763,0.96153847,0.982350,0,54791332,56982985
3299,2015-09-18,除權,0.97807377,0.90972348,1.075133,0,50385385,55385385
2542,2015-09-21,權息,0.71870657,0.76923077,0.934319,13,897405110,1166626643
5608,2015-09-21,權息,0.91889166,0.95238580,0.964831,16,403393133,423560635
8936,2015-09-21,除權,0.98443465,0.86923621,1.132528,0,186957483,215082483
910801,2015-09-21,權,0.99326209,0.99505312,0.998200,19,100573714,101073714
2841,2015-09-22,權息,0.89400224,0.91200899,0.980256,18,662010295,725881325
6177,2015-09-24,權息,0.78075752,0.88713329,0.880090,21,175473723,197798601
3356,2015-10-01,權息,0.85601965,0.90230408,0.948704,16,69979732,77556706
6186,2015-10-05,除權息,0.85569106,0.95353458,0.897389,0,65179273,68355437
2231,2015-10-08,權息,0.85379381,0.86885914,0.982661,14,72416612,83346780
4129,2015-10-12,除權,0.95110759,0.81769071,1.163163,0,58186409,71159435
1235,2015-10-14,權,0.92592589,0.92592593,1.000000,21,56168831,60662337
2812,2015-10-14,權,1.00028431,0.95288949,1.049738,34,3034002713,3184002713
6702,2015-10-15,權息,0.97610496,0.99011966,0.985845,23,627398907,633659681
6101,2015-10-20,除權息,0.98089888,0.98770452,0.993110,0,59091250,59826850
5284,2015-10-22,除權,0.98850575,0.93619972,1.055871,0,33750000,36050000
2466,2015-10-27,權,0.97510554,0.92002935,1.059864,18,143807345,156307345
2886,2015-11-02,權,0.98929987,0.91544008,1.080682,33,12449823983,13599823983
2537,2015-11-05,權息,0.90663573,0.92592040,0.979172,22,247769102,267592226
2365,2015-11-09,權息,0.92422589,0.96314727,0.959589,5,303250284,314853496
1802,2015-11-16,權,1.00136287,0.94816713,1.056104,24,2378060800,2508060800
2308,2015-11-16,權,0.99633123,0.93840334,1.061730,33,2437543329,2597543329
3056,2015-11-18,權,0.97207506,0.86919389,1.118364,18,199347088,229347088
3642,2015-11-25,除權,0.96418605,1.04611362,0.921684,0,31769050,30368642
6419,2015-11-30,除權,0.93333333,0.93327110,1.000067,0,20574120,22045170
2867,2015-12-01,權,0.99307439,0.94074784,1.055622,14,1587702209,1687702209
4164,2015-12-01,權,0.99376069,0.93401925,1.063962,14,130383250,139593750
8934,2015-12-01,除權,0.88776655,0.88778149,0.999983,0,7553371,8508142
8421,2015-12-03,除權,0.98125000,0.86517601,1.134162,0,38502465,44502465
5324,2015-12-07,除權,0.98325581,0.71798969,1.369457,0,76379090,106379090
4702,2015-12-16,除權,0.98181818,0.88888889,1.104545,0,200000000,225000000
3289,2015-12-21,除權,0.98711454,0.92076547,1.072059,0,46483039,50483039
5272,2015-12-28,除權,0.97554140,0.89703394,1.087519,0,52045118,58019118
2408,2015-12-29,權,0.96925081,0.88350543,1.097051,12,2428372810,2748565810
6166,2015-12-29,權,0.98736170,0.93065565,1.060931,11,201727834,216758834
3528,2015-12-30,除權,0.98591065,0.91881944,1.073019,0,56591102,61591102
6182,2015-12-31,除權,0.99285714,0.92739125,1.070591,0,383173325,413173325
1476,2016-01-06,權,0.99265218,0.97025883,1.023080,31,260987364,268987364
4157,2016-01-07,除權,0.99651899,0.97209667,1.025123,0,696760425,716760425
4722,2016-01-29,權,0.99627880,0.92650673,1.075307,32,88246818,95246818
1730,2016-02-01,權,0.99085177,0.93857620,1.055697,15,53481168,56981168
1464,2016-03-01,權,0.96840504,0.86264298,1.122602,39,233536634,270722232
3576,2016-03-03,權,0.98151223,0.84291960,1.164420,36,858228480,1018161730
2438,2016-03-30,權,0.95256955,0.78995114,1.205859,27,75215940,95215940
4167,2016-03-30,除權,0.98475336,0.85365219,1.153577,0,209799750,245767250
6244,2016-04-13,除權,0.98818565,0.90729748,1.089153,0,488542408,538458908
3312,2016-04-14,權,1.00317619,0.84435894,1.188092,17,108500799,128500799
4420,2016-04-20,除權,0.90079365,0.72809294,1.237196,0,29455000,40455000
2641,2016-04-28,除權,0.98300654,0.79938991,1.229696,0,119543821,149543821
3224,2016-04-28,除權,0.97527734,0.80000000,1.219097,0,40000000,50000000
5011,2016-04-28,除權,0.98571429,0.81767737,1.205505,0,33635869,41135869
4188,2016-05-27,除權,0.96488764,0.77596355,1.243470,0,40870000,52670000
6443,2016-06-06,權,0.97277824,0.82429631,1.180132,15,351855000,426855000
6185,2016-06-07,除權息,0.89209932,0.96153846,0.927783,0,114286913,118858390
3413,2016-06-15,權息,0.93177268,0.90666667,1.027690,31,68000000,75000000
4114,2016-06-20,除權,0.97796374,0.86985980,1.124277,0,133680416,153680416
6414,2016-06-20,權息,0.97288872,0.93232569,1.043507,20,70495867,75612919
6155,2016-06-22,權息,0.93570087,0.99082837,0.944362,19,85096465,85884163
2722,2016-06-23,權息,0.92419522,0.93457944,0.988889,33,95446031,102127253
3324,2016-06-27,除權,0.98419453,0.93447886,1.053201,0,71311245,76311245
4977,2016-06-29,權息,0.87911478,0.93457943,0.940653,12,51501765,55106889
5364,2016-07-01,除權息,0.89672727,0.71631085,1.251869,0,10099940,14099940
8112,2016-07-01,權,0.98551082,0.90046568,1.094446,11,271403565,301403565
6465,2016-07-06,除權息,0.88210526,0.90909091,0.970316,0,22035180,24238698
5904,2016-07-07,除權息,0.96634877,0.99009902,0.976012,0,95277388,96230161
6514,2016-07-07,除權息,0.87120879,0.90909091,0.958330,0,19417000,21358700
3672,2016-07-11,除權息,0.89438849,0.94339621,0.948052,11,29407255,31171691
3450,2016-07-12,權息,0.79816017,0.83333333,0.957792,37,91970569,110364683
3684,2016-07-12,除權息,0.82691552,0.86956522,0.950953,0,21430814,24645436
5230,2016-07-12,除權息,0.92722892,0.95238096,0.973590,0,47125465,49481738
6266,2016-07-12,除權息,0.87937500,0.92592592,0.949725,0,84996280,91795983
3209,2016-07-13,權息,0.82869855,0.86206897,0.961290,26,119419093,138526147
4968,2016-07-13,權息,0.90329643,0.90909092,0.993626,20,49897586,54887344
9802,2016-07-13,權息,0.96010970,0.97088058,0.988906,31,133365359,137365359
1708,2016-07-14,權息,0.93503337,0.95238095,0.981785,23,182719152,191855110
4139,2016-07-14,除權,0.90918367,0.90909091,1.000102,0,34679700,38147670
5533,2016-07-14,權息,0.92445185,0.95123712,0.971842,25,271335579,285244944
8064,2016-07-14,除權,0.96666667,0.81697310,1.183229,0,133910336,163910336
8436,2016-07-14,除權息,0.88685897,0.89209344,0.994132,0,66702578,74770842
2732,2016-07-18,除權息,0.83192436,0.87267198,0.953307,0,28096588,32196047
3528,2016-07-18,權息,0.91164512,0.09803921,9.298780,18,61591102,628229250
8287,2016-07-18,除權息,0.92811594,0.96153846,0.965241,0,134635122,140020527
8411,2016-07-18,權息,0.94598046,0.95693780,0.988550,15,151621637,158444611
1213,2016-07-19,權,0.90909089,0.90909092,1.000000,28,51475116,56622627
2034,2016-07-19,權息,0.87478558,0.90909091,0.962264,17,370118857,407130743
4971,2016-07-19,除權息,0.93416268,0.95240566,0.980845,0,34414267,36134043
6112,2016-07-19,權息,0.90379007,0.95238095,0.948980,16,91720423,96306444
1717,2016-07-21,權息,0.88641272,0.92592593,0.957326,22,1022169026,1103942549
2385,2016-07-21,權,0.99502487,0.98838350,1.006719,17,703810114,712082016
2823,2016-07-21,權息,0.94024775,0.96153640,0.977860,13,3340146700,3473760000
