stock_id,name,market,sec_kind,date,count,reason,close,per,source,asof
2221,大甲,tpex,普通股,2026-08-28,23,最近六個營業日(含當日)累積之最後成交價漲幅達39.67%(第一款)<br>當日週轉率達7.41%(第四款),79.70,26.30,tpex-attention,2026-09-07
2221,大甲,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達28.96%，當日週轉率達6.16%(第四款),76.00,25.08,tpex-attention,2026-09-07
2221,大甲,tpex,普通股,2026-09-07,21,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達66.65%，當日之前一個營業日當日沖銷成交量占總成交量達79.86%（第十三款),86.70,28.61,tpex-attention,2026-09-07
23511,順德一,tpex,其他,2026-08-28,23,最近六個營業日(含當日)累積之最後成交價漲幅達28.66%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣76元(第一款),328.00,,tpex-attention,2026-09-07
23511,順德一,tpex,其他,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達28.16%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣52元(第一款),329.00,,tpex-attention,2026-09-07
24552,全新二,tpex,其他,2026-08-05,21,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣74元(第十一款),247.00,,tpex-attention,2026-09-07
24552,全新二,tpex,其他,2026-08-06,35,最近六個營業日(含當日)累積之最後成交價漲幅達33.77%(第一款),238.00,,tpex-attention,2026-09-07
24552,全新二,tpex,其他,2026-08-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達35.5%(第一款),238.00,,tpex-attention,2026-09-07
24552,全新二,tpex,其他,2026-09-03,23,最近六個營業日(含當日)累積之最後成交價漲幅達25.14%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣58元(第一款),332.00,,tpex-attention,2026-09-07
24553,全新三,tpex,其他,2026-08-05,21,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣78元(第十一款),261.00,,tpex-attention,2026-09-07
24553,全新三,tpex,其他,2026-08-06,35,最近六個營業日(含當日)累積之最後成交價漲幅達35%(第一款),255.00,,tpex-attention,2026-09-07
24553,全新三,tpex,其他,2026-08-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達36.63%(第一款),255.00,,tpex-attention,2026-09-07
24553,全新三,tpex,其他,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達32.76%(第一款),344.00,,tpex-attention,2026-09-07
24553,全新三,tpex,其他,2026-09-02,24,最近六個營業日(含當日)累積之最後成交價漲幅達25.2%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣64元(第一款),344.00,,tpex-attention,2026-09-07
24642,盟立二,tpex,其他,2026-08-06,35,最近六個營業日(含當日)累積之最後成交價漲幅達41.26%(第一款)<br>最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣71元(第十一款),226.00,,tpex-attention,2026-09-07
24642,盟立二,tpex,其他,2026-08-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達36.64%(第一款),220.00,,tpex-attention,2026-09-07
30371,欣興一,tpex,其他,2026-08-06,35,最近六個營業日(含當日)累積之最後成交價漲幅達37.6%(第一款)<br>最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣156元(第十一款),596.00,,tpex-attention,2026-09-07
30371,欣興一,tpex,其他,2026-09-04,21,最近六個營業日(含當日)累積之最後成交價跌幅達26.81%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣112元(第一款),552.00,,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-06,35,最近六個營業日(含當日)累積之最後成交價漲幅達45.64%(第一款)<br>當日週轉率達5.05%(第四款)<br>當日本益比為312.09、股價淨值比為51.,2375.00,312.09,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達46.27%(第一款)<br>當日週轉率達5.89%(第四款)<br>當日本益比為302.89、股價淨值比為50.,2305.00,302.89,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-10,19,最近六個營業日(含當日)累積之最後成交價漲幅達46.48%(第一款)<br>最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣745元(第十一款),2535.00,333.11,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-11,18,最近六個營業日(含當日)累積之最後成交價漲幅達34.51%(第一款),2480.00,325.89,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-12,15,最近六個營業日(含當日)累積之最後成交價漲幅達34.61%(第一款),2725.00,234.51,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-18,23,當日本益比為251.72、股價淨值比為57.34且為其所屬產業類別股價淨值比之8.41倍、當日週轉率達5.52%(第六款),2925.00,251.72,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-19,20,當日本益比為230.64、股價淨值比為52.54且為其所屬產業類別股價淨值比之7.88倍、當日週轉率達5.39%、美商高盛亞證券公司當日賣出該有價證券之成交金額,2680.00,230.64,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-26,26,當日本益比為280.12、股價淨值比為63.81且為其所屬產業類別股價淨值比之8.49倍、當日週轉率達7.35%、單一投資人當日買進該有價證券之成交金額達30.,3255.00,280.12,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-27,27,最近六個營業日(含當日)累積之最後成交價漲幅達24%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣590元(第一款)<br>當日本益比為290,3370.00,290.02,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣765元(第十一款),3530.00,303.79,tpex-attention,2026-09-07
3081,聯亞,tpex,普通股,2026-09-04,21,當日本益比為272.81、股價淨值比為62.14且為其所屬產業類別股價淨值比之7.98倍、當日週轉率達5.43%、元大證券公司當日賣出該有價證券之成交金額達44,3170.00,272.81,tpex-attention,2026-09-07
30811,聯亞一,tpex,其他,2026-08-19,20,最近六個營業日(含當日)累積之最後成交價漲幅達47.62%(第一款),195.00,,tpex-attention,2026-09-07
30811,聯亞一,tpex,其他,2026-08-20,18,最近六個營業日(含當日)累積之最後成交價漲幅達39.19%(第一款),198.00,,tpex-attention,2026-09-07
30811,聯亞一,tpex,其他,2026-08-21,30,最近六個營業日(含當日)累積之最後成交價漲幅達32.74%(第一款),205.00,,tpex-attention,2026-09-07
30812,聯亞二,tpex,其他,2026-08-20,18,最近六個營業日(含當日)累積之最後成交價漲幅達49.06%(第一款),166.00,,tpex-attention,2026-09-07
30812,聯亞二,tpex,其他,2026-08-21,30,最近六個營業日(含當日)累積之最後成交價漲幅達41.46%(第一款),170.00,,tpex-attention,2026-09-07
3105,穩懋,tpex,普通股,2026-08-07,21,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達63.95%，當日之前一個營業日當日沖銷成交量占總成交量達67.47%（第十三款),366.00,70.11,tpex-attention,2026-09-07
3105,穩懋,tpex,普通股,2026-08-24,27,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達64.76%，當日之前一個營業日當日沖銷成交量占總成交量達71.06%（第十三款),355.00,41.72,tpex-attention,2026-09-07
3105,穩懋,tpex,普通股,2026-08-27,27,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達63.49%，當日之前一個營業日當日沖銷成交量占總成交量達60.3%（第十三款),445.50,52.35,tpex-attention,2026-09-07
3105,穩懋,tpex,普通股,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達34.04%(第一款)<br>當日週轉率達13.4%(第四款),492.00,57.81,tpex-attention,2026-09-07
3105,穩懋,tpex,普通股,2026-09-07,21,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.09%，當日之前一個營業日當日沖銷成交量占總成交量達66.41%（第十三款),450.50,52.94,tpex-attention,2026-09-07
3141,晶宏,tpex,普通股,2026-09-02,24,最近六個營業日(含當日)累積之最後成交價漲幅達32.9%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大10.45倍(第三款)<br>當日週轉率,99.50,32.62,tpex-attention,2026-09-07
3141,晶宏,tpex,普通股,2026-09-04,21,最近六個營業日(含當日)累積之最後成交價漲幅達30.05%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大6.5倍(第三款)<br>當日週轉率達,102.50,33.61,tpex-attention,2026-09-07
3141,晶宏,tpex,普通股,2026-09-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達31.13%(第一款)<br>當日週轉率達11.1%(第四款),102.00,33.44,tpex-attention,2026-09-07
3162,精確,tpex,普通股,2026-09-07,21,最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達11.19%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起,70.40,111.75,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-06,35,當日本益比為82.18、股價淨值比為17.91且為其所屬產業類別股價淨值比之2.69倍、當日週轉率達12.05%(第六款),710.00,82.18,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-07,21,當日本益比為68.47、股價淨值比為16.45且為其所屬產業類別股價淨值比之2.54倍、當日週轉率達6.83%(第六款),671.00,68.47,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-10,19,當日本益比為72.04、股價淨值比為17.3且為其所屬產業類別股價淨值比之2.52倍、當日週轉率達6.35%(第六款),706.00,72.04,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-11,18,當日本益比為69.69、股價淨值比為16.74且為其所屬產業類別股價淨值比之2.48倍、當日週轉率達5.2%(第六款)<br>最近六個營業日(自當日之前一個營業,683.00,69.69,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-12,15,當日本益比為73.27、股價淨值比為17.6且為其所屬產業類別股價淨值比之2.53倍、當日週轉率達7.59%(第六款),718.00,73.27,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-24,27,當日本益比為74.18、股價淨值比為17.82且為其所屬產業類別股價淨值比之2.6倍、當日週轉率達5.91%(第六款),727.00,74.18,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-25,29,當日本益比為78.57、股價淨值比為18.87且為其所屬產業類別股價淨值比之2.64倍、當日週轉率達5.09%(第六款),770.00,78.57,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-26,26,當日本益比為79.29、股價淨值比為19.04且為其所屬產業類別股價淨值比之2.53倍、當日週轉率達7.07%(第六款),777.00,79.29,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-27,27,當日本益比為79.18、股價淨值比為19.02且為其所屬產業類別股價淨值比之2.47倍、當日週轉率達7.23%(第六款),776.00,79.18,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-08-28,23,當日本益比為76.94、股價淨值比為18.48且為其所屬產業類別股價淨值比之2.4倍、當日週轉率達5.45%(第六款),754.00,76.94,tpex-attention,2026-09-07
3163,波若威,tpex,普通股,2026-09-07,21,當日本益比為76.73、股價淨值比為18.43且為其所屬產業類別股價淨值比之2.42倍、當日週轉率達5.04%、元大證券公司當日買進該有價證券之成交金額達9.7,752.00,76.73,tpex-attention,2026-09-07
3211,順達,tpex,普通股,2026-08-11,18,最近六個營業日(含當日)累積之最後成交價漲幅達27.24%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣75元(第一款)<br>當日週轉率達1,400.00,53.91,tpex-attention,2026-09-07
3221,台嘉碩,tpex,普通股,2026-08-05,21,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達64.29%，當日之前一個營業日當日沖銷成交量占總成交量達72.04%（第十三款),47.65,164.31,tpex-attention,2026-09-07
3234,光環,tpex,普通股,2026-08-12,15,當日本益比為N/A、股價淨值比為21.31且為其所屬產業類別股價淨值比之3.06倍、當日週轉率達5.15%(第六款),133.00,,tpex-attention,2026-09-07
3234,光環,tpex,普通股,2026-08-13,13,當日本益比為N/A、股價淨值比為22.6且為其所屬產業類別股價淨值比之3.25倍、當日週轉率達7.33%(第六款),141.00,,tpex-attention,2026-09-07
3234,光環,tpex,普通股,2026-08-17,17,最近六個營業日(含當日)累積之最後成交價漲幅達34.89%(第一款)<br>當日週轉率達5.42%(第四款)<br>當日本益比為N/A、股價淨值比為24.04且,150.00,,tpex-attention,2026-09-07
3234,光環,tpex,普通股,2026-08-18,23,當日本益比為N/A、股價淨值比為23.4且為其所屬產業類別股價淨值比之3.43倍、當日週轉率達5.07%(第六款),146.00,,tpex-attention,2026-09-07
3234,光環,tpex,普通股,2026-08-24,27,當日本益比為N/A、股價淨值比為26.6且為其所屬產業類別股價淨值比之3.88倍、當日週轉率達6.86%(第六款),166.00,,tpex-attention,2026-09-07
3234,光環,tpex,普通股,2026-08-25,29,當日本益比為N/A、股價淨值比為29.25且為其所屬產業類別股價淨值比之4.09倍、當日週轉率達8.1%(第六款),182.50,,tpex-attention,2026-09-07
3234,光環,tpex,普通股,2026-09-02,24,當日本益比為N/A、股價淨值比為33.81且為其所屬產業類別股價淨值比之4.24倍、當日週轉率達6.38%、摩根士丹利證券公司當日買進該有價證券之成交金額達1.,211.00,,tpex-attention,2026-09-07
3234,光環,tpex,普通股,2026-09-03,23,當日本益比為N/A、股價淨值比為31.17且為其所屬產業類別股價淨值比之4.13倍、當日週轉率達5.04%、摩根士丹利證券公司當日買進該有價證券之成交金額達1.,194.50,,tpex-attention,2026-09-07
3259,鑫創,tpex,普通股,2026-08-21,30,最近六個營業日(含當日)累積之最後成交價跌幅達34.65%(第一款),9.81,,tpex-attention,2026-09-07
3259,鑫創,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達37.33%(第一款),14.00,,tpex-attention,2026-09-07
3324,雙鴻,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達26.38%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣235元(第一款),1250.00,28.83,tpex-attention,2026-09-07
3324,雙鴻,tpex,普通股,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達31.64%(第一款)<br>當日週轉率達9.97%(第四款)<br>最近六個營業日(含當日)起迄兩個營業日之最後,1375.00,31.71,tpex-attention,2026-09-07
3324,雙鴻,tpex,普通股,2026-09-02,24,最近六個營業日(含當日)累積之最後成交價漲幅達31.08%(第一款)<br>當日週轉率達11.82%(第四款),1435.00,33.10,tpex-attention,2026-09-07
3324,雙鴻,tpex,普通股,2026-09-03,23,最近六個營業日(含當日)累積之最後成交價漲幅達24.23%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣290元(第一款),1350.00,31.13,tpex-attention,2026-09-07
3324,雙鴻,tpex,普通股,2026-09-04,21,最近六個營業日(含當日)累積之最後成交價漲幅達35.62%(第一款),1485.00,34.25,tpex-attention,2026-09-07
3324,雙鴻,tpex,普通股,2026-09-07,21,最近六個營業日(含當日)累積之最後成交價漲幅達25.05%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣190元(第一款),1440.00,33.21,tpex-attention,2026-09-07
33245,雙鴻五,tpex,其他,2026-09-02,24,最近六個營業日(含當日)累積之最後成交價漲幅達26.82%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣44元(第一款),197.00,,tpex-attention,2026-09-07
33245,雙鴻五,tpex,其他,2026-09-04,21,最近六個營業日(含當日)累積之最後成交價漲幅達30.01%(第一款),202.00,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-03,10,當日本益比為N/A、股價淨值比為7.04且為其所屬產業類別股價淨值比之3倍、當日週轉率達11.04%、元大證券公司當日買進該有價證券之成交金額達7.56億元，且,180.00,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-04,8,當日本益比為N/A、股價淨值比為7.02且為其所屬產業類別股價淨值比之2.9倍、當日週轉率達13.19%、元大證券公司當日買進該有價證券之成交金額達9.23億元,179.50,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-17,17,當日本益比為N/A、股價淨值比為6.72且為其所屬產業類別股價淨值比之3.04倍、當日週轉率達5.14%(第六款),178.50,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-20,18,當日本益比為N/A、股價淨值比為7且為其所屬產業類別股價淨值比之3.19倍、當日週轉率達8.44%(第六款),186.00,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-21,30,當日本益比為N/A、股價淨值比為7.32且為其所屬產業類別股價淨值比之3.32倍、當日週轉率達6.25%(第六款),194.50,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-24,27,當日本益比為N/A、股價淨值比為7.09且為其所屬產業類別股價淨值比之3.12倍、當日週轉率達8.41%(第六款)<br>最近六個營業日(自當日之前一個營業日起,188.50,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-25,29,當日本益比為N/A、股價淨值比為7.34且為其所屬產業類別股價淨值比之3.2倍、當日週轉率達5.9%(第六款)<br>最近六個營業日(自當日之前一個營業日起)之,195.00,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-26,26,當日本益比為N/A、股價淨值比為7.6且為其所屬產業類別股價淨值比之3.24倍、當日週轉率達21.24%、元大證券公司當日賣出該有價證券之成交金額達16.71億,202.00,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-08-27,27,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達69.29%，當日之前一個營業日當日沖銷成交量占總成交量達71.59%（第十三款),204.50,,tpex-attention,2026-09-07
3362,先進光,tpex,普通股,2026-09-07,21,當日本益比為N/A、股價淨值比為7.15且為其所屬產業類別股價淨值比之3.08倍、當日週轉率達6.17%、單一投資人當日賣出該有價證券之成交金額達2.04億元，,190.00,,tpex-attention,2026-09-07
3363,上詮,tpex,普通股,2026-08-05,21,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣114.5元(第十一款),600.00,,tpex-attention,2026-09-07
3363,上詮,tpex,普通股,2026-08-31,24,當日本益比為N/A、股價淨值比為14.85且為其所屬產業類別股價淨值比之1.89倍、當日週轉率達6.11%、星洲瑞銀證券公司當日買進該有價證券之成交金額達15.,747.00,,tpex-attention,2026-09-07
3363,上詮,tpex,普通股,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達33.86%(第一款)<br>當日週轉率達6.92%(第四款),786.00,,tpex-attention,2026-09-07
3363,上詮,tpex,普通股,2026-09-03,23,當日本益比為N/A、股價淨值比為15.38且為其所屬產業類別股價淨值比之2.03倍、當日週轉率達7.97%(第六款),774.00,,tpex-attention,2026-09-07
3374,精材,tpex,普通股,2026-08-28,23,最近六個營業日(含當日)累積之最後成交價漲幅達24.92%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣79.5元(第一款)<br>最近六個營,386.00,60.60,tpex-attention,2026-09-07
3374,精材,tpex,普通股,2026-08-31,24,最近六個營業日(含當日)累積之最後成交價漲幅達33.39%(第一款)<br>當日週轉率達15.58%(第四款)<br>當日本益比為66.33、股價淨值比為11.,422.50,66.33,tpex-attention,2026-09-07
3374,精材,tpex,普通股,2026-09-01,25,最近六個營業日(含當日)累積之最後成交價漲幅達34.46%(第一款)<br>當日週轉率達8.22%(第四款)<br>當日本益比為66.17、股價淨值比為11.6,421.50,66.17,tpex-attention,2026-09-07
3374,精材,tpex,普通股,2026-09-02,24,最近六個營業日(含當日)累積之最後成交價漲幅達31.19%(第一款)<br>元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為30.96,419.50,65.86,tpex-attention,2026-09-07
3388,崇越電,tpex,普通股,2026-08-18,23,最近六個營業日(含當日)累積之最後成交價漲幅達33.76%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大9.78倍(第三款)<br>當日週轉率,101.00,18.60,tpex-attention,2026-09-07
33881,崇越電一,tpex,其他,2026-08-18,23,最近六個營業日(含當日)累積之最後成交價漲幅達33.9%(第一款),166.00,,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-03,10,最近六個營業日(含當日)累積之最後成交價漲幅達39.02%(第一款)<br>最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達205.23%(第二款)<,92.40,81.05,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-07,21,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達78.5%，當日之前一個營業日當日沖銷成交量占總成交量達74.23%（第十三款),84.40,74.04,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-11,18,最近六個營業日(含當日)之累積週轉率為290.48%，當日週轉率達12.38%(第十款),79.30,32.63,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-17,17,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達67.92%，當日之前一個營業日當日沖銷成交量占總成交量達70.71%（第十三款),87.40,35.97,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-18,23,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達66.11%，當日之前一個營業日當日沖銷成交量占總成交量達71.86%（第十三款),86.20,35.47,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-19,20,最近六個營業日(含當日)之累積週轉率為184.56%，當日週轉率達24.09%(第十款),88.50,36.42,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-21,30,最近六個營業日(含當日)之累積週轉率為293.84%，當日週轉率達121.91%(第十款),107.00,44.03,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-24,27,最近六個營業日(含當日)累積之最後成交價漲幅達30.62%(第一款)<br>最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達246.63%(第二款)<,112.50,46.30,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-25,29,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達254.47%(第二款)<br>最近六個營業日(含當日)累積之最後成交價漲幅達27.66%，當日週轉率,114.00,46.91,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-26,26,最近六個營業日(含當日)累積之最後成交價漲幅達38.67%(第一款)<br>最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達274.55%(第二款)<,125.00,51.44,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-27,27,最近六個營業日(含當日)累積之最後成交價漲幅達46.01%(第一款)<br>最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達102.2%(第二款)<b,137.50,56.58,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-08-28,23,最近六個營業日(含當日)累積之最後成交價漲幅達30.62%(第一款)<br>當日週轉率達68.73%(第四款),130.00,53.50,tpex-attention,2026-09-07
3441,聯一光,tpex,普通股,2026-09-07,21,最近六個營業日(含當日)之累積週轉率為84.5%，當日週轉率達34.53%(第十款),131.00,53.91,tpex-attention,2026-09-07
3444,利機,tpex,普通股,2026-08-26,26,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達66.83%，當日之前一個營業日當日沖銷成交量占總成交量達74.97%（第十三款),89.70,45.08,tpex-attention,2026-09-07
3455,由田,tpex,普通股,2026-08-17,17,最近六個營業日(含當日)累積之最後成交價漲幅達29.92%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣47.5元(第一款)<br>當日週轉率,253.00,70.87,tpex-attention,2026-09-07
3455,由田,tpex,普通股,2026-08-18,23,最近六個營業日(含當日)累積之最後成交價漲幅達23.74%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣56元(第一款)<br>當日本益比為7,258.00,72.27,tpex-attention,2026-09-07
3455,由田,tpex,普通股,2026-08-31,24,當日本益比為72.97、股價淨值比為6.5且為其所屬產業類別股價淨值比之2.77倍、當日週轉率達7.04%(第六款),260.50,72.97,tpex-attention,2026-09-07
3455,由田,tpex,普通股,2026-09-01,25,當日本益比為74.23、股價淨值比為6.61且為其所屬產業類別股價淨值比之2.8倍、當日週轉率達5.55%(第六款),265.00,74.23,tpex-attention,2026-09-07
3489,森寶,tpex,普通股,2026-08-04,8,最近六個營業日(含當日)累積之最後成交價漲幅達28.51%，當日之成交量較最近六十個營業日日平均成交量放大10.11倍(第三款),25.65,,tpex-attention,2026-09-07
3490,單井,tpex,普通股,2026-08-14,11,最近六個營業日(含當日)累積之最後成交價漲幅達29.82%，當日之成交量較最近六十個營業日日平均成交量放大6.4倍(第三款)<br>當日週轉率達23.17%(第,39.65,6.27,tpex-attention,2026-09-07
3490,單井,tpex,普通股,2026-08-17,17,最近六個營業日(含當日)累積之最後成交價漲幅達34.53%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大5.53倍(第三款)<br>當日週轉率,42.45,6.72,tpex-attention,2026-09-07
3490,單井,tpex,普通股,2026-08-18,23,最近六個營業日(含當日)累積之最後成交價漲幅達35.41%(第一款)<br>當日之成交量較最近六十個營業日日平均成交量放大5.1倍(第三款)<br>當日週轉率達,44.50,7.04,tpex-attention,2026-09-07
