class,stock_id,date,official_factor,our_factor,official_src,our_event,our_kind
A,4127,2024-08-27,0.98571429,0.98571429,exDailyQ,exright,
A,6584,2024-08-27,0.99462366,0.99462366,exDailyQ,exright,
A,6752,2024-08-27,0.9258871,0.9258871,exDailyQ,exright,
A,6870,2024-08-27,0.95237668,0.95237668,exDailyQ,exright,
A,8086,2024-08-27,0.99033816,0.99033816,exDailyQ,exright,
A,8289,2024-08-27,0.96587031,0.96587031,exDailyQ,exright,
A,8403,2024-08-27,0.9496112,0.9496112,exDailyQ,exright,
A,1240,2024-08-28,0.91522124,0.91522124,exDailyQ,exright,
A,2070,2024-08-28,0.98816568,0.98816568,exDailyQ,exright,
A,3492,2024-08-28,0.98923328,0.98923328,exDailyQ,exright,
A,4207,2024-08-28,0.9434903,0.9434903,exDailyQ,exright,
A,4556,2024-08-28,0.9829233,0.9829233,exDailyQ,exright,
A,4707,2024-08-28,0.92492669,0.92492669,exDailyQ,exright,
A,5013,2024-08-28,0.97352941,0.97352941,exDailyQ,exright,
A,5464,2024-08-28,0.97488226,0.97488226,exDailyQ,exright,
A,6261,2024-08-28,0.94680851,0.94680851,exDailyQ,exright,
A,6426,2024-08-28,0.99159664,0.99159664,TWT49U,exright,
A,8032,2024-08-28,0.97192982,0.97192982,exDailyQ,exright,
A,8941,2024-08-28,0.837,0.837,exDailyQ,exright,
A,2743,2024-08-29,0.97446809,0.97446809,exDailyQ,exright,
A,3078,2024-08-29,0.93239437,0.93239437,exDailyQ,exright,
A,3285,2024-08-29,0.96557659,0.96557659,exDailyQ,exright,
A,4128,2024-08-29,0.95227525,0.95227525,exDailyQ,exright,
A,4905,2024-08-29,0.98387097,0.98387097,exDailyQ,exright,
A,5202,2024-08-29,0.97205589,0.97205589,exDailyQ,exright,
A,5278,2024-08-29,0.99904968,0.99904968,exDailyQ,exright,
A,5287,2024-08-29,0.9072,0.9072,exDailyQ,exright,
A,6171,2024-08-29,0.96954315,0.96954315,exDailyQ,exright,
A,6234,2024-08-29,0.97605893,0.97605893,exDailyQ,exright,
A,6245,2024-08-29,0.95658836,0.95658836,exDailyQ,exright,
A,8076,2024-08-29,0.97717546,0.97717546,exDailyQ,exright,
A,8410,2024-08-29,0.97165533,0.97165533,exDailyQ,exright,
A,3558,2024-08-30,0.97538462,0.97538462,exDailyQ,exright,
A,6016,2024-08-30,0.91233766,0.91233766,exDailyQ,exright,
A,6708,2024-08-30,0.99018405,0.99018405,exDailyQ,exright,
A,4154,2024-09-02,1.44827586,1.44827586,revivt,reduce,
A,5548,2024-09-02,0.94481013,0.94481013,exDailyQ,exright,
A,6140,2024-09-02,0.93006757,0.93006757,exDailyQ,exright,
A,6482,2024-09-02,0.90089445,0.90089445,exDailyQ,exright,
A,6637,2024-09-02,0.97464115,0.97464115,exDailyQ,exright,
A,2230,2024-09-03,0.99438806,0.99438806,exDailyQ,exright,
A,2949,2024-09-03,0.95233853,0.95233853,exDailyQ,exright,
A,5314,2024-09-03,0.98912387,0.98912387,exDailyQ,exright,
A,6259,2024-09-03,0.90218341,0.90218341,exDailyQ,exright,
A,2732,2024-09-04,0.97652582,0.97652582,exDailyQ,exright,
A,3594,2024-09-04,0.98579882,0.98579882,exDailyQ,exright,
A,4416,2024-09-04,0.84666667,0.84666667,exDailyQ,exright,
A,5512,2024-09-04,0.95186722,0.95186722,exDailyQ,exright,
A,6279,2024-09-04,0.9456,0.9456,exDailyQ,exright,
A,6874,2024-09-04,0.96346154,0.96346154,exDailyQ,exright,
A,2718,2024-09-05,0.97457627,0.97457627,exDailyQ,exright,
A,3484,2024-09-05,0.98006645,0.98006645,exDailyQ,exright,
A,6163,2024-09-05,0.98739496,0.98739496,exDailyQ,exright,
A,6186,2024-09-05,0.85401786,0.85401786,exDailyQ,exright,
A,8349,2024-09-05,0.91022099,0.91022099,exDailyQ,exright,
A,8354,2024-09-05,0.98265896,0.98265896,exDailyQ,exright,
A,8908,2024-09-05,0.92583643,0.92583643,exDailyQ,exright,
A,4979,2024-09-06,0.98650943,0.98650943,exDailyQ,exright,
A,8927,2024-09-06,0.87550388,0.87550388,exDailyQ,exright,
A,1268,2024-09-09,0.95583596,0.95583596,exDailyQ,exright,
A,3322,2024-09-09,0.98894231,0.98894231,exDailyQ,exright,
A,4736,2024-09-09,0.93939394,0.93939394,TWT49U,exright,
A,5493,2024-09-09,0.92751004,0.92751004,exDailyQ,exright,
A,6603,2024-09-09,0.99240506,0.99240506,exDailyQ,exright,
A,6728,2024-09-09,0.95761702,0.95761702,exDailyQ,exright,
A,8423,2024-09-09,0.93664596,0.93664596,exDailyQ,exright,
A,3516,2024-09-10,0.98232932,0.98232932,exDailyQ,exright,
A,5321,2024-09-10,0.92690141,0.92690141,exDailyQ,exright,
A,5263,2024-09-12,0.99705882,0.99705882,exDailyQ,exright,
A,5392,2024-09-12,0.99050633,0.99050633,exDailyQ,exright,
A,6629,2024-09-12,0.9833218,0.9833218,exDailyQ,exright,
A,5213,2024-09-13,1.0,1.0,exDailyQ,exright,
A,4420,2024-09-16,0.76845152,0.76845152,exDailyQ,exright,
A,5227,2024-09-16,1.22071429,1.22071429,revivt,reduce,
A,5306,2024-09-16,0.99510067,0.99510067,TWT49U,exright,
A,5328,2024-09-16,0.9775641,0.9775641,exDailyQ,exright,
A,6126,2024-09-16,0.96493506,0.96493506,exDailyQ,exright,
A,00687B,2024-09-18,0.98743643,0.98743643,exDailyQ,exright,
A,00697B,2024-09-18,0.99413646,0.99413646,exDailyQ,exright,
A,00740B,2024-09-18,0.99456008,0.99456008,exDailyQ,exright,
A,00741B,2024-09-18,0.99283154,0.99283154,exDailyQ,exright,
A,00751B,2024-09-18,0.98744884,0.98744884,exDailyQ,exright,
A,00772B,2024-09-18,0.99627858,0.99627858,exDailyQ,exright,
A,00773B,2024-09-18,0.99642218,0.99642218,exDailyQ,exright,
A,00781B,2024-09-18,0.98776224,0.98776224,exDailyQ,exright,
A,00787B,2024-09-18,0.98634253,0.98634253,exDailyQ,exright,
A,00862B,2024-09-18,0.9857631,0.9857631,exDailyQ,exright,
A,00863B,2024-09-18,0.98831711,0.98831711,exDailyQ,exright,
A,00883B,2024-09-18,0.99560761,0.99560761,exDailyQ,exright,
A,00933B,2024-09-18,0.99602724,0.99602724,exDailyQ,exright,
A,00942B,2024-09-18,0.99571341,0.99571341,exDailyQ,exright,
A,00948B,2024-09-18,0.99523356,0.99523356,exDailyQ,exright,
A,00777B,2024-09-19,0.98883573,0.98883573,exDailyQ,exright,
A,00778B,2024-09-19,0.98827129,0.98827129,exDailyQ,exright,
A,00779B,2024-09-19,0.99173798,0.99173798,exDailyQ,exright,
A,1784,2024-09-19,0.92806867,0.92806867,exDailyQ,exright,
A,4160,2024-09-19,0.94712195,0.94712195,exDailyQ,exright,
A,6548,2024-09-19,0.98929504,0.98929504,exDailyQ,exright,
A,00836B,2024-09-20,0.98842522,0.98842522,exDailyQ,exright,
A,00853B,2024-09-20,0.98945013,0.98945013,exDailyQ,exright,
A,00856B,2024-09-20,0.98896304,0.98896304,exDailyQ,exright,
A,00857B,2024-09-20,0.98911861,0.98911861,exDailyQ,exright,
A,6535,2024-09-20,0.99721569,0.99721569,exDailyQ,exright,
A,00764B,2024-09-23,0.98912715,0.98912715,exDailyQ,exright,
A,00792B,2024-09-23,0.98782849,0.98782849,exDailyQ,exright,
A,00793B,2024-09-23,0.98748222,0.98748222,exDailyQ,exright,
A,00859B,2024-09-23,0.99123223,0.99123223,exDailyQ,exright,
A,00937B,2024-09-23,0.99520096,0.99520096,exDailyQ,exright,
A,3086,2024-09-24,0.90750865,0.90750865,exDailyQ,exright,
A,3178,2024-09-24,0.97466216,0.97466216,exDailyQ,exright,
A,3558,2024-09-24,0.94827778,0.94827778,exDailyQ,exright,
A,4912,2024-09-24,0.99307692,0.99307692,TWT49U,exright,
A,6182,2024-09-24,0.99174603,0.99174603,exDailyQ,exright,
A,8234,2024-09-25,0.97727273,0.97727273,exDailyQ,exright,
A,5516,2024-09-26,0.96119403,0.96119403,exDailyQ,exright,
A,4946,2024-09-30,1.37544379,1.37544379,revivt,reduce,
A,5348,2024-09-30,1.95925926,1.95925926,revivt,reduce,
A,6208,2024-09-30,1.20387454,1.20387454,revivt,reduce,
A,8034,2024-09-30,1.05238095,1.05238095,revivt,reduce,
A,5347,2024-10-01,0.9836715,0.9836715,exDailyQ,exright,
A,6021,2024-10-02,0.97692308,0.97692308,exDailyQ,exright,
A,020035,2024-10-03,0.96296296,0.96296296,exDailyQ,exright,
A,2066,2024-10-03,0.9646729,0.9646729,exDailyQ,exright,
A,6523,2024-10-03,0.98697068,0.98697068,exDailyQ,exright,
A,6248,2024-10-04,0.9525741,0.9525741,exDailyQ,exright,
A,3171,2024-10-07,1.62264151,1.62264151,revivt,reduce,
A,5864,2024-10-07,0.94141414,0.94141414,exDailyQ,exright,
A,6203,2024-10-07,0.93654822,0.93654822,exDailyQ,exright,
A,2947,2024-10-08,0.98853211,0.98853211,exDailyQ,exright,
A,3516,2024-10-08,0.97984791,0.97984791,exDailyQ,exright,
A,4927,2024-10-11,0.97469244,0.97469244,TWT49U,exright,
A,4174,2024-10-15,0.99277286,0.99277286,exDailyQ,exright,
A,6221,2024-10-15,0.80047733,0.80047733,exDailyQ,exright,
A,00694B,2024-10-17,0.99355762,0.99355762,exDailyQ,exright,
A,00695B,2024-10-17,0.99339571,0.99339571,exDailyQ,exright,
A,00696B,2024-10-17,0.99171525,0.99171525,exDailyQ,exright,
A,00719B,2024-10-17,0.98904881,0.98904881,exDailyQ,exright,
A,00720B,2024-10-17,0.98614883,0.98614883,exDailyQ,exright,
A,00725B,2024-10-17,0.98257304,0.98257304,exDailyQ,exright,
A,00726B,2024-10-17,0.98251551,0.98251551,exDailyQ,exright,
A,00727B,2024-10-17,0.98607719,0.98607719,exDailyQ,exright,
A,00740B,2024-10-17,0.99449234,0.99449234,exDailyQ,exright,
A,00741B,2024-10-17,0.99288075,0.99288075,exDailyQ,exright,
A,00746B,2024-10-17,0.98907388,0.98907388,exDailyQ,exright,
A,00772B,2024-10-17,0.99621519,0.99621519,exDailyQ,exright,
A,00773B,2024-10-17,0.99664083,0.99664083,exDailyQ,exright,
A,00782B,2024-10-17,0.98547356,0.98547356,exDailyQ,exright,
A,00784B,2024-10-17,0.99333333,0.99333333,exDailyQ,exright,
A,00785B,2024-10-17,0.98835054,0.98835054,exDailyQ,exright,
A,00788B,2024-10-17,0.98648649,0.98648649,exDailyQ,exright,
A,00848B,2024-10-17,0.98769483,0.98769483,exDailyQ,exright,
A,00849B,2024-10-17,0.99128137,0.99128137,exDailyQ,exright,
A,00870B,2024-10-17,0.98763423,0.98763423,exDailyQ,exright,
A,00883B,2024-10-17,0.99583952,0.99583952,exDailyQ,exright,
A,00884B,2024-10-17,0.99062793,0.99062793,exDailyQ,exright,
A,00933B,2024-10-17,0.9954181,0.9954181,exDailyQ,exright,
A,00948B,2024-10-17,0.99515973,0.99515973,exDailyQ,exright,
A,00931B,2024-10-18,0.99080158,0.99080158,exDailyQ,exright,
A,00734B,2024-10-21,0.99012346,0.99012346,exDailyQ,exright,
A,00749B,2024-10-21,0.98701691,0.98701691,exDailyQ,exright,
A,00750B,2024-10-21,0.98986301,0.98986301,exDailyQ,exright,
A,00842B,2024-10-21,0.98730891,0.98730891,exDailyQ,exright,
A,00942B,2024-10-21,0.99557242,0.99557242,exDailyQ,exright,
A,6161,2024-10-21,1.26015368,1.26015368,revivt,reduce,
A,00722B,2024-10-22,0.98664651,0.98664651,exDailyQ,exright,
A,00723B,2024-10-22,0.98729058,0.98729058,exDailyQ,exright,
A,00724B,2024-10-22,0.98701299,0.98701299,exDailyQ,exright,
A,00789B,2024-10-22,0.98879552,0.98879552,exDailyQ,exright,
A,00790B,2024-10-22,0.98937282,0.98937282,exDailyQ,exright,
A,00791B,2024-10-22,0.99017544,0.99017544,exDailyQ,exright,
A,00834B,2024-10-22,0.98872387,0.98872387,exDailyQ,exright,
A,00937B,2024-10-22,0.9950495,0.9950495,exDailyQ,exright,
A,1815,2024-10-23,0.98086957,0.98086957,exDailyQ,exright,
A,00888,2024-10-24,0.98909925,0.98909925,exDailyQ,exright,
A,1584,2024-10-24,0.98490028,0.98490028,exDailyQ,exright,
A,4549,2024-10-24,0.98041056,0.98041056,exDailyQ,exright,
A,6425,2024-10-24,0.98095808,0.98095808,exDailyQ,exright,
A,8932,2024-10-28,0.98705403,0.98705403,exDailyQ,exright,
A,2061,2024-10-29,0.98042959,0.98042959,exDailyQ,exright,
A,6596,2024-10-30,0.99322493,0.99322493,exDailyQ,exright,
A,00950B,2024-10-31,0.99468792,0.99468792,exDailyQ,exright,
A,00959B,2024-10-31,0.99494949,0.99494949,exDailyQ,exright,
A,6690,2024-10-31,0.964859,0.964859,exDailyQ,exright,
A,8936,2024-11-05,0.97592295,0.97592295,exDailyQ,exright,
A,3289,2024-11-07,0.99408284,0.99408284,exDailyQ,exright,
A,6576,2024-11-07,0.99973753,0.99973753,exDailyQ,exright,
A,1586,2024-11-11,0.99387443,0.99387443,exDailyQ,exright,
A,5284,2024-11-14,0.9817737,0.9817737,TWT49U,exright,
A,00942B,2024-11-15,0.99544567,0.99544567,exDailyQ,exright,
A,5548,2024-11-15,0.92937853,0.92937853,exDailyQ,exright,
A,006201,2024-11-18,0.96760259,0.96760259,exDailyQ,exright,
A,00679B,2024-11-18,0.98832418,0.98832418,exDailyQ,exright,
A,00740B,2024-11-18,0.9948542,0.9948542,exDailyQ,exright,
A,00741B,2024-11-18,0.99295597,0.99295597,exDailyQ,exright,
A,00761B,2024-11-18,0.98649379,0.98649379,exDailyQ,exright,
A,00772B,2024-11-18,0.99635854,0.99635854,exDailyQ,exright,
A,00773B,2024-11-18,0.99626965,0.99626965,exDailyQ,exright,
A,00780B,2024-11-18,0.98981989,0.98981989,exDailyQ,exright,
A,00786B,2024-11-18,0.98784722,0.98784722,exDailyQ,exright,
A,00795B,2024-11-18,0.98650927,0.98650927,exDailyQ,exright,
A,00799B,2024-11-18,0.9848347,0.9848347,exDailyQ,exright,
A,00840B,2024-11-18,0.9901265,0.9901265,exDailyQ,exright,
A,00841B,2024-11-18,0.98935171,0.98935171,exDailyQ,exright,
A,00845B,2024-11-18,0.98914001,0.98914001,exDailyQ,exright,
A,00846B,2024-11-18,0.98774176,0.98774176,exDailyQ,exright,
A,00847B,2024-11-18,0.98996056,0.98996056,exDailyQ,exright,
A,00883B,2024-11-18,0.99574468,0.99574468,exDailyQ,exright,
A,00890B,2024-11-18,0.98771077,0.98771077,exDailyQ,exright,
A,00933B,2024-11-18,0.99528024,0.99528024,exDailyQ,exright,
A,00948B,2024-11-18,0.99506417,0.99506417,exDailyQ,exright,
A,00758B,2024-11-19,0.98884758,0.98884758,exDailyQ,exright,
A,00759B,2024-11-19,0.98923611,0.98923611,exDailyQ,exright,
A,00760B,2024-11-19,0.98733274,0.98733274,exDailyQ,exright,
A,5381,2024-11-19,0.99147287,0.99147287,exDailyQ,exright,
A,00844B,2024-11-20,0.98310611,0.98310611,exDailyQ,exright,
A,00867B,2024-11-20,0.9872138,0.9872138,exDailyQ,exright,
A,00754B,2024-11-21,0.98777174,0.98777174,exDailyQ,exright,
A,00755B,2024-11-21,0.98695406,0.98695406,exDailyQ,exright,
A,00756B,2024-11-21,0.9847793,0.9847793,exDailyQ,exright,
A,00794B,2024-11-21,0.99160269,0.99160269,exDailyQ,exright,
A,00860B,2024-11-21,0.98783578,0.98783578,exDailyQ,exright,
A,00937B,2024-11-21,0.99499687,0.99499687,exDailyQ,exright,
A,2636,2024-11-25,0.96559633,0.96559633,TWT49U,exright,
A,5213,2024-11-25,0.951875,0.951875,exDailyQ,exright,
A,00958B,2024-11-26,0.99587203,0.99587203,exDailyQ,exright,
A,2734,2024-11-27,0.93176101,0.93176101,exDailyQ,exright,
A,6127,2024-11-27,0.98611111,0.98611111,exDailyQ,exright,
A,4735,2024-11-28,0.98843188,0.98843188,exDailyQ,exright,
A,6523,2024-11-28,0.96835443,0.96835443,exDailyQ,exright,
A,00950B,2024-12-03,0.9948287,0.9948287,exDailyQ,exright,
A,00959B,2024-12-04,0.99509804,0.99509804,exDailyQ,exright,
A,6438,2024-12-05,0.99066986,0.99066986,TWT49U,exright,
A,4503,2024-12-09,0.9538175,0.9538175,exDailyQ,exright,
A,4912,2024-12-09,0.99420849,0.99420849,TWT49U,exright,
A,8942,2024-12-10,0.96515679,0.96515679,exDailyQ,exright,
A,3259,2024-12-12,0.99424779,0.99424779,exDailyQ,exright,
A,8444,2024-12-12,1.00650407,1.00650407,exDailyQ,exright,
A,6859,2024-12-13,0.98765499,0.98765499,exDailyQ,exright,
A,00942B,2024-12-16,0.99550417,0.99550417,exDailyQ,exright,
A,00687B,2024-12-17,0.98756137,0.98756137,exDailyQ,exright,
A,00697B,2024-12-17,0.99174691,0.99174691,exDailyQ,exright,
A,00740B,2024-12-17,0.99512908,0.99512908,exDailyQ,exright,
A,00741B,2024-12-17,0.99495077,0.99495077,exDailyQ,exright,
A,00751B,2024-12-17,0.98674734,0.98674734,exDailyQ,exright,
A,00772B,2024-12-17,0.99610028,0.99610028,exDailyQ,exright,
A,00773B,2024-12-17,0.99628942,0.99628942,exDailyQ,exright,
A,00777B,2024-12-17,0.98790096,0.98790096,exDailyQ,exright,
A,00778B,2024-12-17,0.98845947,0.98845947,exDailyQ,exright,
A,00779B,2024-12-17,0.99090318,0.99090318,exDailyQ,exright,
A,00781B,2024-12-17,0.98458693,0.98458693,exDailyQ,exright,
A,00787B,2024-12-17,0.98562805,0.98562805,exDailyQ,exright,
A,00840B,2024-12-17,0.99628483,0.99628483,exDailyQ,exright,
A,00853B,2024-12-17,0.98887015,0.98887015,exDailyQ,exright,
A,00862B,2024-12-17,0.98793053,0.98793053,exDailyQ,exright,
A,00863B,2024-12-17,0.98702422,0.98702422,exDailyQ,exright,
A,00883B,2024-12-17,0.99545317,0.99545317,exDailyQ,exright,
A,00890B,2024-12-17,0.99511073,0.99511073,exDailyQ,exright,
A,00933B,2024-12-17,0.99530516,0.99530516,exDailyQ,exright,
A,00948B,2024-12-17,0.99507874,0.99507874,exDailyQ,exright,
A,3073,2024-12-17,0.98782161,0.98782161,exDailyQ,exright,
A,6588,2024-12-17,0.94674556,0.94674556,exDailyQ,exright,
A,6629,2024-12-18,0.95884774,0.95884774,exDailyQ,exright,
A,3680,2024-12-19,0.99250493,0.99250493,exDailyQ,exright,
A,5306,2024-12-19,0.99007937,0.99007937,TWT49U,exright,
A,6548,2024-12-19,0.98792342,0.98792342,exDailyQ,exright,
A,00764B,2024-12-20,0.9881501,0.9881501,exDailyQ,exright,
A,00792B,2024-12-20,0.98703595,0.98703595,exDailyQ,exright,
A,00793B,2024-12-20,0.98685819,0.98685819,exDailyQ,exright,
A,00859B,2024-12-20,0.99144509,0.99144509,exDailyQ,exright,
A,00937B,2024-12-20,0.99498433,0.99498433,exDailyQ,exright,
A,00836B,2024-12-24,0.98592932,0.98592932,exDailyQ,exright,
A,00856B,2024-12-24,0.98934821,0.98934821,exDailyQ,exright,
A,00857B,2024-12-24,0.98760991,0.98760991,exDailyQ,exright,
A,00958B,2024-12-24,0.99579832,0.99579832,exDailyQ,exright,
A,2065,2024-12-24,0.99061914,0.99061914,exDailyQ,exright,
A,6121,2024-12-25,0.97651613,0.97651613,exDailyQ,exright,
A,6123,2024-12-25,0.98239437,0.98239437,exDailyQ,exright,
A,5543,2024-12-26,0.9682243,0.9682243,exDailyQ,exright,
A,5278,2024-12-30,0.99487179,0.99487179,exDailyQ,exright,
A,00950B,2025-01-02,0.99465955,0.99465955,exDailyQ,exright,
A,4109,2025-01-02,0.967713,0.967713,exDailyQ,exright,
A,5536,2025-01-02,0.98654105,0.98654105,exDailyQ,exright,
A,00959B,2025-01-03,0.99492901,0.99492901,exDailyQ,exright,
A,6217,2025-01-03,0.95811648,0.95811648,exDailyQ,exright,
A,6763,2025-01-06,0.98517298,0.98517298,exDailyQ,exright,
A,8299,2025-01-08,0.97427451,0.97427451,exDailyQ,exright,
A,6488,2025-01-10,0.98644986,0.98644986,exDailyQ,exright,
A,2740,2025-01-13,1.81809745,1.81809745,revivt,reduce,
A,00734B,2025-01-16,0.98970399,0.98970399,exDailyQ,exright,
A,00789B,2025-01-16,0.98775913,0.98775913,exDailyQ,exright,
A,00790B,2025-01-16,0.98897922,0.98897922,exDailyQ,exright,
A,00791B,2025-01-16,0.99025641,0.99025641,exDailyQ,exright,
A,00842B,2025-01-16,0.98476074,0.98476074,exDailyQ,exright,
A,00942B,2025-01-16,0.99527984,0.99527984,exDailyQ,exright,
A,00694B,2025-01-17,0.99323221,0.99323221,exDailyQ,exright,
A,00695B,2025-01-17,0.99159664,0.99159664,exDailyQ,exright,
A,00696B,2025-01-17,0.99117935,0.99117935,exDailyQ,exright,
A,00719B,2025-01-17,0.98924401,0.98924401,exDailyQ,exright,
A,00720B,2025-01-17,0.9857428,0.9857428,exDailyQ,exright,
A,00725B,2025-01-17,0.98236709,0.98236709,exDailyQ,exright,
A,00726B,2025-01-17,0.98234255,0.98234255,exDailyQ,exright,
A,00727B,2025-01-17,0.98642211,0.98642211,exDailyQ,exright,
A,00740B,2025-01-17,0.99502859,0.99502859,exDailyQ,exright,
A,00741B,2025-01-17,0.99451235,0.99451235,exDailyQ,exright,
A,00746B,2025-01-17,0.98859006,0.98859006,exDailyQ,exright,
A,00749B,2025-01-17,0.98595147,0.98595147,exDailyQ,exright,
A,00750B,2025-01-17,0.98888255,0.98888255,exDailyQ,exright,
A,00772B,2025-01-17,0.99628678,0.99628678,exDailyQ,exright,
A,00773B,2025-01-17,0.99619048,0.99619048,exDailyQ,exright,
A,00777B,2025-01-17,0.99594085,0.99594085,exDailyQ,exright,
A,00778B,2025-01-17,0.99610462,0.99610462,exDailyQ,exright,
A,00782B,2025-01-17,0.98470012,0.98470012,exDailyQ,exright,
A,00784B,2025-01-17,0.99139894,0.99139894,exDailyQ,exright,
A,00785B,2025-01-17,0.98753117,0.98753117,exDailyQ,exright,
A,00788B,2025-01-17,0.98546603,0.98546603,exDailyQ,exright,
A,00840B,2025-01-17,0.99588086,0.99588086,exDailyQ,exright,
A,00848B,2025-01-17,0.98723766,0.98723766,exDailyQ,exright,
A,00849B,2025-01-17,0.99142412,0.99142412,exDailyQ,exright,
A,00870B,2025-01-17,0.9862543,0.9862543,exDailyQ,exright,
A,00883B,2025-01-17,0.99472214,0.99472214,exDailyQ,exright,
A,00884B,2025-01-17,0.98443709,0.98443709,exDailyQ,exright,
A,00890B,2025-01-17,0.99500294,0.99500294,exDailyQ,exright,
A,00928,2025-01-17,0.97668712,0.97668712,exDailyQ,exright,
A,00931B,2025-01-17,0.98946629,0.98946629,exDailyQ,exright,
A,00933B,2025-01-17,0.9951952,0.9951952,exDailyQ,exright,
A,00948B,2025-01-17,0.9959596,0.9959596,exDailyQ,exright,
A,00957B,2025-01-17,0.99512535,0.99512535,exDailyQ,exright,
A,3115,2025-01-20,1.35684211,1.35684211,revivt,reduce,
A,5483,2025-01-20,0.97520661,0.97520661,exDailyQ,exright,
A,00722B,2025-01-22,0.98569199,0.98569199,exDailyQ,exright,
A,00723B,2025-01-22,0.98627275,0.98627275,exDailyQ,exright,
A,00724B,2025-01-22,0.98580352,0.98580352,exDailyQ,exright,
A,00834B,2025-01-22,0.98951247,0.98951247,exDailyQ,exright,
A,00858,2025-01-22,0.94625177,0.94625177,exDailyQ,exright,
A,00888,2025-01-22,0.98692033,0.98692033,exDailyQ,exright,
A,00937B,2025-01-22,0.99491741,0.99491741,exDailyQ,exright,
A,00958B,2025-01-22,0.9957939,0.9957939,exDailyQ,exright,
A,4114,2025-02-03,0.99281437,0.99281437,exDailyQ,exright,
A,3260,2025-02-05,0.98141361,0.98141361,exDailyQ,exright,
A,3289,2025-02-05,0.99011407,0.99011407,exDailyQ,exright,
A,00950B,2025-02-11,0.99464525,0.99464525,exDailyQ,exright,
A,00959B,2025-02-12,0.99495968,0.99495968,exDailyQ,exright,
A,4735,2025-02-12,0.99458763,0.99458763,exDailyQ,exright,
A,6438,2025-02-12,0.99158837,0.99158837,TWT49U,exright,
A,3313,2025-02-13,0.95065789,0.95065789,exDailyQ,exright,
A,6024,2025-02-13,0.98695652,0.98695652,TWT49U,exright,
A,00754B,2025-02-18,0.98762717,0.98762717,exDailyQ,exright,
A,00755B,2025-02-18,0.98647871,0.98647871,exDailyQ,exright,
A,00756B,2025-02-18,0.98438935,0.98438935,exDailyQ,exright,
A,00772B,2025-02-18,0.99605078,0.99605078,exDailyQ,exright,
A,00773B,2025-02-18,0.99624665,0.99624665,exDailyQ,exright,
A,00777B,2025-02-18,0.99598278,0.99598278,exDailyQ,exright,
A,00778B,2025-02-18,0.99616123,0.99616123,exDailyQ,exright,
A,00794B,2025-02-18,0.99306999,0.99306999,exDailyQ,exright,
A,00795B,2025-02-18,0.98703956,0.98703956,exDailyQ,exright,
A,00840B,2025-02-18,0.99591452,0.99591452,exDailyQ,exright,
A,00841B,2025-02-18,0.98888536,0.98888536,exDailyQ,exright,
A,00847B,2025-02-18,0.98737829,0.98737829,exDailyQ,exright,
A,00860B,2025-02-18,0.98790627,0.98790627,exDailyQ,exright,
A,00883B,2025-02-18,0.99510104,0.99510104,exDailyQ,exright,
A,00890B,2025-02-18,0.99505958,0.99505958,exDailyQ,exright,
A,00937B,2025-02-18,0.99495586,0.99495586,exDailyQ,exright,
A,00942B,2025-02-18,0.99539776,0.99539776,exDailyQ,exright,
A,00948B,2025-02-18,0.99601196,0.99601196,exDailyQ,exright,
A,00957B,2025-02-18,0.99519231,0.99519231,exDailyQ,exright,
A,3512,2025-02-18,0.97,0.97,exDailyQ,exright,
A,3709,2025-02-18,0.96277496,0.96277496,exDailyQ,exright,
A,6023,2025-02-18,0.98379888,0.98379888,exDailyQ,exright,
A,00718B,2025-02-19,0.97829165,0.97829165,exDailyQ,exright,
A,00740B,2025-02-19,0.99508479,0.99508479,exDailyQ,exright,
A,00741B,2025-02-19,0.99374844,0.99374844,exDailyQ,exright,
A,00758B,2025-02-19,0.98840037,0.98840037,exDailyQ,exright,
A,00759B,2025-02-19,0.98850174,0.98850174,exDailyQ,exright,
A,00760B,2025-02-19,0.9873101,0.9873101,exDailyQ,exright,
A,00845B,2025-02-19,0.9905827,0.9905827,exDailyQ,exright,
A,00846B,2025-02-19,0.98784441,0.98784441,exDailyQ,exright,
A,8932,2025-02-19,0.9976,0.9976,exDailyQ,exright,
A,00761B,2025-02-20,0.98634626,0.98634626,exDailyQ,exright,
A,00780B,2025-02-20,0.98958605,0.98958605,exDailyQ,exright,
A,00799B,2025-02-20,0.98310811,0.98310811,exDailyQ,exright,
A,00844B,2025-02-20,0.98642534,0.98642534,exDailyQ,exright,
A,00867B,2025-02-20,0.98707156,0.98707156,exDailyQ,exright,
A,00933B,2025-02-20,0.99524093,0.99524093,exDailyQ,exright,
A,5604,2025-02-20,0.94928335,0.94928335,exDailyQ,exright,
A,6823,2025-02-20,0.93896104,0.93896104,exDailyQ,exright,
A,8349,2025-02-20,0.9843949,0.9843949,exDailyQ,exright,
A,8349A,2025-02-20,0.98457031,0.98457031,exDailyQ,exright,
A,00679B,2025-02-21,0.98956159,0.98956159,exDailyQ,exright,
A,00786B,2025-02-21,0.98774438,0.98774438,exDailyQ,exright,
A,00967B,2025-02-21,0.99586777,0.99586777,exDailyQ,exright,
A,00968B,2025-02-21,0.99489275,0.99489275,exDailyQ,exright,
A,6613,2025-02-21,0.98806584,0.98806584,exDailyQ,exright,
A,00958B,2025-02-24,0.99585492,0.99585492,exDailyQ,exright,
A,8054,2025-02-25,0.98041152,0.98041152,exDailyQ,exright,
