N,stop,cal_pos,date,n_triggered
8,trail 15%,2323,2024-07-12,61
8,trail 15%,2324,2024-07-15,22
8,trail 15%,2325,2024-07-16,26
8,trail 15%,2328,2024-07-19,133
8,trail 15%,2329,2024-07-22,177
8,trail 15%,2330,2024-07-23,25
8,trail 15%,2331,2024-07-26,89
8,trail 15%,2332,2024-07-29,151
8,trail 15%,2334,2024-07-31,153
8,trail 15%,2336,2024-08-02,9
8,trail 15%,2337,2024-08-05,512
8,trail 15%,2338,2024-08-06,188
8,trail 15%,2340,2024-08-08,27
8,trail 15%,2359,2024-09-04,59
8,trail 15%,2361,2024-09-06,23
8,trail 15%,2362,2024-09-09,38
8,trail 15%,2363,2024-09-10,128
8,trail 15%,2364,2024-09-11,94
8,trail 15%,2371,2024-09-23,42
8,trail 15%,2378,2024-10-04,96
8,trail 15%,2379,2024-10-07,22
8,trail 15%,2380,2024-10-08,24
8,trail 15%,2381,2024-10-09,17
8,trail 15%,2382,2024-10-11,59
8,trail 15%,2384,2024-10-15,13
8,trail 15%,2387,2024-10-18,22
8,trail 15%,2394,2024-10-29,96
8,trail 15%,2397,2024-11-04,45
8,trail 15%,2398,2024-11-05,16
8,trail 15%,2401,2024-11-08,14
8,trail 15%,2402,2024-11-11,62
8,trail 15%,2403,2024-11-12,66
8,trail 15%,2404,2024-11-13,28
8,trail 15%,2405,2024-11-14,158
8,trail 15%,2406,2024-11-15,39
8,trail 15%,2407,2024-11-18,85
8,trail 15%,2415,2024-11-28,105
8,trail 15%,2417,2024-12-02,18
8,trail 15%,2423,2024-12-10,19
8,trail 15%,2425,2024-12-12,31
8,trail 15%,2426,2024-12-13,26
8,trail 15%,2427,2024-12-16,101
8,trail 15%,2428,2024-12-17,18
8,trail 15%,2429,2024-12-18,24
8,trail 15%,2430,2024-12-19,19
8,trail 15%,2432,2024-12-23,19
8,trail 15%,2437,2024-12-30,9
8,trail 15%,2438,2024-12-31,31
8,trail 15%,2440,2025-01-03,27
8,trail 15%,2444,2025-01-09,130
8,trail 15%,2445,2025-01-10,67
8,trail 15%,2446,2025-01-13,119
8,trail 15%,2448,2025-01-15,19
8,trail 15%,2454,2025-02-03,85
8,trail 15%,2455,2025-02-04,74
8,trail 15%,2461,2025-02-12,46
8,trail 15%,2463,2025-02-14,15
8,trail 15%,2467,2025-02-20,19
8,trail 15%,2471,2025-02-26,14
8,trail 15%,2472,2025-02-27,11
8,trail 15%,2473,2025-03-03,116
8,trail 15%,2475,2025-03-05,28
8,trail 15%,2478,2025-03-10,31
8,trail 15%,2479,2025-03-11,86
8,trail 15%,2480,2025-03-12,24
8,trail 15%,2481,2025-03-13,46
8,trail 15%,2482,2025-03-14,59
8,trail 15%,2483,2025-03-17,3
8,trail 15%,2485,2025-03-19,44
8,trail 15%,2488,2025-03-24,12
8,trail 15%,2489,2025-03-25,23
8,trail 15%,2490,2025-03-26,20
8,trail 15%,2491,2025-03-27,42
8,trail 15%,2492,2025-03-28,170
8,trail 15%,2493,2025-03-31,270
8,trail 15%,2495,2025-04-02,10
8,trail 15%,2496,2025-04-07,285
8,trail 15%,2497,2025-04-08,1130
8,trail 15%,2498,2025-04-09,90
8,trail 15%,2529,2025-05-23,156
8,trail 15%,2535,2025-06-03,135
8,trail 15%,2540,2025-06-10,137
8,trail 15%,2548,2025-06-20,12
8,trail 15%,2558,2025-07-04,13
8,trail 15%,2559,2025-07-07,144
8,trail 15%,2561,2025-07-09,135
8,trail 15%,2562,2025-07-10,5
8,trail 15%,2565,2025-07-15,140
8,trail 15%,2570,2025-07-22,163
8,trail 15%,2571,2025-07-23,18
8,trail 15%,2578,2025-08-01,6
8,trail 15%,2581,2025-08-06,17
8,trail 15%,2588,2025-08-15,24
8,trail 15%,2591,2025-08-20,21
8,trail 15%,2595,2025-08-26,8
8,trail 15%,2598,2025-08-29,18
8,trail 15%,2599,2025-09-01,142
8,trail 15%,2600,2025-09-02,14
8,trail 15%,2602,2025-09-04,9
8,trail 15%,2603,2025-09-05,11
8,trail 15%,2604,2025-09-08,8
8,trail 15%,2607,2025-09-11,16
8,trail 15%,2608,2025-09-12,28
8,trail 15%,2609,2025-09-15,64
8,trail 15%,2610,2025-09-16,11
8,trail 15%,2613,2025-09-19,14
8,trail 15%,2614,2025-09-22,28
8,trail 15%,2618,2025-09-26,64
8,trail 15%,2620,2025-10-01,36
8,trail 15%,2624,2025-10-08,36
8,trail 15%,2625,2025-10-09,9
8,trail 15%,2626,2025-10-13,26
8,trail 15%,2627,2025-10-14,240
8,trail 15%,2628,2025-10-15,11
8,trail 15%,2630,2025-10-17,16
8,trail 15%,2632,2025-10-21,7
8,trail 15%,2633,2025-10-22,18
8,trail 15%,2634,2025-10-23,5
8,trail 15%,2639,2025-10-31,15
8,trail 15%,2641,2025-11-04,48
8,trail 15%,2642,2025-11-05,33
8,trail 15%,2643,2025-11-06,15
8,trail 15%,2644,2025-11-07,42
8,trail 15%,2645,2025-11-10,14
8,trail 15%,2646,2025-11-11,42
8,trail 15%,2647,2025-11-12,12
8,trail 15%,2648,2025-11-13,30
8,trail 15%,2649,2025-11-14,83
8,trail 15%,2650,2025-11-17,80
8,trail 15%,2651,2025-11-18,180
8,trail 15%,2652,2025-11-19,71
8,trail 15%,2654,2025-11-21,122
8,trail 15%,2655,2025-11-24,29
8,trail 15%,2666,2025-12-09,32
8,trail 15%,2667,2025-12-10,13
8,trail 15%,2668,2025-12-11,16
8,trail 15%,2671,2025-12-16,53
8,trail 15%,2672,2025-12-17,26
8,trail 15%,2683,2026-01-05,37
8,trail 15%,2685,2026-01-07,60
8,trail 15%,2686,2026-01-08,10
8,trail 15%,2689,2026-01-13,22
8,trail 15%,2693,2026-01-19,25
8,trail 15%,2695,2026-01-21,20
8,trail 15%,2697,2026-01-23,73
8,trail 15%,2700,2026-01-28,10
8,trail 15%,2701,2026-01-29,36
8,trail 15%,2702,2026-01-30,93
8,trail 15%,2703,2026-02-02,122
8,trail 15%,2704,2026-02-03,75
8,trail 15%,2705,2026-02-04,21
8,trail 15%,2706,2026-02-05,44
8,trail 15%,2707,2026-02-06,22
8,trail 15%,2708,2026-02-09,5
8,trail 15%,2709,2026-02-10,8
8,trail 15%,2710,2026-02-11,37
8,trail 15%,2711,2026-02-23,4
8,trail 15%,2714,2026-02-26,8
8,trail 15%,2716,2026-03-03,50
8,trail 15%,2717,2026-03-04,356
8,trail 15%,2718,2026-03-05,8
8,trail 15%,2720,2026-03-09,265
8,trail 15%,2721,2026-03-10,20
8,trail 15%,2722,2026-03-11,25
8,trail 15%,2723,2026-03-12,21
8,trail 15%,2724,2026-03-13,35
8,trail 15%,2725,2026-03-16,15
8,trail 15%,2726,2026-03-17,12
8,trail 15%,2727,2026-03-18,4
8,trail 15%,2729,2026-03-20,4
8,trail 15%,2730,2026-03-23,72
8,trail 15%,2731,2026-03-24,17
8,trail 15%,2733,2026-03-26,7
8,trail 15%,2734,2026-03-27,8
8,trail 15%,2735,2026-03-30,69
8,trail 15%,2736,2026-03-31,45
8,trail 15%,2737,2026-04-01,7
8,trail 15%,2738,2026-04-02,15
8,trail 15%,2751,2026-04-23,7
8,trail 15%,2752,2026-04-24,4
8,trail 15%,2753,2026-04-27,59
8,trail 15%,2756,2026-04-30,11
8,trail 15%,2759,2026-05-06,4
8,trail 15%,2762,2026-05-11,18
8,trail 15%,2764,2026-05-13,16
8,trail 15%,2766,2026-05-15,6
8,trail 15%,2768,2026-05-19,13
8,trail 15%,2775,2026-05-28,7
8,trail 15%,2778,2026-06-02,9
8,trail 15%,2780,2026-06-04,16
8,trail 15%,2781,2026-06-05,7
8,trail 15%,2782,2026-06-08,35
8,trail 15%,2784,2026-06-10,14
8,trail 15%,2793,2026-06-24,5
8,trail 15%,2795,2026-06-26,28
8,trail 15%,2796,2026-06-29,12
8,trail 15%,2804,2026-07-09,4
8,trail 15%,2806,2026-07-14,5
8,trail 15%,2817,2026-07-29,10
8,trail 20%,552,2017-04-14,200
8,trail 20%,556,2017-04-20,200
8,trail 20%,604,2017-06-29,200
8,trail 20%,606,2017-07-03,21
8,trail 20%,660,2017-09-15,10
8,trail 20%,663,2017-09-20,18
8,trail 20%,667,2017-09-26,13
8,trail 20%,670,2017-09-29,13
8,trail 20%,677,2017-10-12,26
8,trail 20%,678,2017-10-13,146
8,trail 20%,693,2017-11-03,20
8,trail 20%,697,2017-11-09,2
8,trail 20%,699,2017-11-13,73
8,trail 20%,704,2017-11-20,2
8,trail 20%,710,2017-11-28,24
8,trail 20%,713,2017-12-01,25
8,trail 20%,714,2017-12-04,13
8,trail 20%,715,2017-12-05,13
8,trail 20%,716,2017-12-06,37
8,trail 20%,717,2017-12-07,42
8,trail 20%,728,2017-12-22,34
8,trail 20%,730,2017-12-26,22
8,trail 20%,731,2017-12-27,10
8,trail 20%,738,2018-01-08,3
8,trail 20%,739,2018-01-09,4
8,trail 20%,740,2018-01-10,16
8,trail 20%,741,2018-01-11,16
8,trail 20%,751,2018-01-25,30
8,trail 20%,752,2018-01-26,16
8,trail 20%,758,2018-02-05,22
8,trail 20%,759,2018-02-06,228
8,trail 20%,760,2018-02-07,30
8,trail 20%,761,2018-02-08,184
8,trail 20%,762,2018-02-09,19
8,trail 20%,763,2018-02-12,40
8,trail 20%,770,2018-03-02,15
8,trail 20%,782,2018-03-20,40
8,trail 20%,788,2018-03-28,3
8,trail 20%,793,2018-04-03,19
8,trail 20%,794,2018-04-09,16
8,trail 20%,798,2018-04-13,19
8,trail 20%,799,2018-04-16,2
8,trail 20%,803,2018-04-20,12
8,trail 20%,804,2018-04-23,33
8,trail 20%,805,2018-04-24,81
8,trail 20%,806,2018-04-25,11
8,trail 20%,807,2018-04-26,102
8,trail 20%,811,2018-05-03,48
8,trail 20%,812,2018-05-04,26
8,trail 20%,825,2018-05-23,20
8,trail 20%,826,2018-05-24,16
8,trail 20%,837,2018-06-08,44
8,trail 20%,840,2018-06-13,19
8,trail 20%,843,2018-06-19,15
8,trail 20%,844,2018-06-20,73
8,trail 20%,845,2018-06-21,12
8,trail 20%,846,2018-06-22,126
8,trail 20%,847,2018-06-25,91
8,trail 20%,848,2018-06-26,48
8,trail 20%,852,2018-07-02,18
8,trail 20%,853,2018-07-03,16
8,trail 20%,854,2018-07-04,47
8,trail 20%,855,2018-07-05,45
8,trail 20%,856,2018-07-06,38
8,trail 20%,862,2018-07-16,5
8,trail 20%,864,2018-07-18,28
8,trail 20%,865,2018-07-19,38
8,trail 20%,867,2018-07-23,29
8,trail 20%,875,2018-08-02,21
8,trail 20%,876,2018-08-03,13
8,trail 20%,881,2018-08-10,10
8,trail 20%,882,2018-08-13,111
8,trail 20%,884,2018-08-15,93
8,trail 20%,887,2018-08-20,43
8,trail 20%,889,2018-08-22,12
8,trail 20%,891,2018-08-24,11
8,trail 20%,898,2018-09-04,10
8,trail 20%,901,2018-09-07,111
8,trail 20%,902,2018-09-10,24
8,trail 20%,903,2018-09-11,40
8,trail 20%,905,2018-09-13,66
8,trail 20%,908,2018-09-18,20
8,trail 20%,910,2018-09-20,19
8,trail 20%,914,2018-09-27,35
8,trail 20%,915,2018-09-28,35
8,trail 20%,917,2018-10-02,11
8,trail 20%,918,2018-10-03,29
8,trail 20%,920,2018-10-05,204
8,trail 20%,921,2018-10-08,72
8,trail 20%,922,2018-10-09,115
8,trail 20%,923,2018-10-11,391
8,trail 20%,924,2018-10-12,13
8,trail 20%,928,2018-10-18,32
8,trail 20%,930,2018-10-22,32
8,trail 20%,931,2018-10-23,59
8,trail 20%,932,2018-10-24,30
8,trail 20%,933,2018-10-25,51
8,trail 20%,934,2018-10-26,31
8,trail 20%,935,2018-10-29,13
8,trail 20%,939,2018-11-02,40
8,trail 20%,941,2018-11-06,16
8,trail 20%,954,2018-11-23,22
8,trail 20%,956,2018-11-27,20
8,trail 20%,965,2018-12-10,15
8,trail 20%,978,2018-12-26,117
8,trail 20%,1000,2019-01-29,19
8,trail 20%,1041,2019-04-11,1
8,trail 20%,1046,2019-04-18,9
8,trail 20%,1052,2019-04-26,129
8,trail 20%,1053,2019-04-29,156
8,trail 20%,1058,2019-05-07,32
8,trail 20%,1061,2019-05-10,42
8,trail 20%,1062,2019-05-13,29
8,trail 20%,1065,2019-05-16,49
8,trail 20%,1067,2019-05-20,23
8,trail 20%,1074,2019-05-29,20
8,trail 20%,1104,2019-07-11,62
8,trail 20%,1121,2019-08-05,5
8,trail 20%,1122,2019-08-06,78
8,trail 20%,1127,2019-08-14,4
8,trail 20%,1149,2019-09-16,58
8,trail 20%,1161,2019-10-03,6
8,trail 20%,1177,2019-10-29,6
8,trail 20%,1184,2019-11-07,11
8,trail 20%,1185,2019-11-08,71
8,trail 20%,1186,2019-11-11,60
8,trail 20%,1189,2019-11-14,7
8,trail 20%,1193,2019-11-20,73
8,trail 20%,1194,2019-11-21,7
8,trail 20%,1202,2019-12-03,4
8,trail 20%,1204,2019-12-05,11
8,trail 20%,1210,2019-12-13,6
8,trail 20%,1214,2019-12-19,1
8,trail 20%,1218,2019-12-25,6
8,trail 20%,1221,2019-12-30,6
8,trail 20%,1226,2020-01-07,18
8,trail 20%,1227,2020-01-08,10
8,trail 20%,1236,2020-01-30,104
8,trail 20%,1237,2020-01-31,65
8,trail 20%,1238,2020-02-03,177
8,trail 20%,1242,2020-02-07,4
8,trail 20%,1248,2020-02-17,11
8,trail 20%,1253,2020-02-24,11
8,trail 20%,1256,2020-02-27,127
8,trail 20%,1257,2020-03-02,48
8,trail 20%,1261,2020-03-06,25
8,trail 20%,1262,2020-03-09,22
8,trail 20%,1264,2020-03-11,51
8,trail 20%,1265,2020-03-12,404
8,trail 20%,1266,2020-03-13,405
8,trail 20%,1267,2020-03-16,237
8,trail 20%,1268,2020-03-17,124
8,trail 20%,1269,2020-03-18,20
8,trail 20%,1270,2020-03-19,150
8,trail 20%,1272,2020-03-23,5
8,trail 20%,1346,2020-07-10,15
8,trail 20%,1351,2020-07-17,416
8,trail 20%,1356,2020-07-24,4
8,trail 20%,1357,2020-07-27,5
8,trail 20%,1358,2020-07-28,7
8,trail 20%,1360,2020-07-30,2
8,trail 20%,1368,2020-08-11,6
8,trail 20%,1370,2020-08-13,14
8,trail 20%,1374,2020-08-19,24
8,trail 20%,1375,2020-08-20,222
8,trail 20%,1381,2020-08-28,8
8,trail 20%,1382,2020-08-31,194
8,trail 20%,1386,2020-09-04,200
8,trail 20%,1388,2020-09-08,16
8,trail 20%,1389,2020-09-09,22
8,trail 20%,1390,2020-09-10,6
8,trail 20%,1391,2020-09-11,40
8,trail 20%,1399,2020-09-23,39
8,trail 20%,1400,2020-09-24,12
8,trail 20%,1401,2020-09-25,408
8,trail 20%,1409,2020-10-12,12
8,trail 20%,1411,2020-10-14,13
8,trail 20%,1419,2020-10-26,27
8,trail 20%,1422,2020-10-29,7
8,trail 20%,1423,2020-10-30,13
8,trail 20%,1424,2020-11-02,27
8,trail 20%,1430,2020-11-10,29
8,trail 20%,1435,2020-11-17,8
8,trail 20%,1447,2020-12-03,7
8,trail 20%,1454,2020-12-14,6
8,trail 20%,1455,2020-12-15,59
8,trail 20%,1456,2020-12-16,4
8,trail 20%,1458,2020-12-18,2
8,trail 20%,1459,2020-12-21,20
8,trail 20%,1460,2020-12-22,31
8,trail 20%,1468,2021-01-04,19
8,trail 20%,1470,2021-01-06,20
8,trail 20%,1474,2021-01-12,22
8,trail 20%,1477,2021-01-15,35
8,trail 20%,1478,2021-01-18,1
8,trail 20%,1479,2021-01-19,14
8,trail 20%,1480,2021-01-20,27
8,trail 20%,1481,2021-01-21,24
8,trail 20%,1483,2021-01-25,6
8,trail 20%,1484,2021-01-26,12
8,trail 20%,1486,2021-01-28,21
8,trail 20%,1487,2021-01-29,10
8,trail 20%,1488,2021-02-01,38
8,trail 20%,1490,2021-02-03,5
8,trail 20%,1493,2021-02-17,6
8,trail 20%,1505,2021-03-08,18
8,trail 20%,1506,2021-03-09,1
8,trail 20%,1507,2021-03-10,7
8,trail 20%,1522,2021-03-31,5
8,trail 20%,1528,2021-04-12,6
8,trail 20%,1530,2021-04-14,20
8,trail 20%,1533,2021-04-19,5
8,trail 20%,1534,2021-04-20,3
8,trail 20%,1536,2021-04-22,11
8,trail 20%,1540,2021-04-28,10
8,trail 20%,1541,2021-04-29,14
8,trail 20%,1542,2021-05-03,22
8,trail 20%,1543,2021-05-04,34
8,trail 20%,1544,2021-05-05,23
8,trail 20%,1545,2021-05-06,34
8,trail 20%,1547,2021-05-10,5
8,trail 20%,1548,2021-05-11,83
8,trail 20%,1549,2021-05-12,188
8,trail 20%,1550,2021-05-13,102
8,trail 20%,1551,2021-05-14,164
8,trail 20%,1552,2021-05-17,275
8,trail 20%,1554,2021-05-19,4
8,trail 20%,1560,2021-05-27,4
8,trail 20%,1567,2021-06-07,7
8,trail 20%,1577,2021-06-22,30
8,trail 20%,1597,2021-07-20,6
8,trail 20%,1603,2021-07-28,57
8,trail 20%,1605,2021-07-30,42
8,trail 20%,1609,2021-08-05,19
8,trail 20%,1611,2021-08-09,22
8,trail 20%,1612,2021-08-10,5
8,trail 20%,1613,2021-08-11,190
8,trail 20%,1614,2021-08-12,16
8,trail 20%,1615,2021-08-13,65
8,trail 20%,1616,2021-08-16,177
8,trail 20%,1617,2021-08-17,133
8,trail 20%,1619,2021-08-19,48
8,trail 20%,1620,2021-08-20,60
8,trail 20%,1622,2021-08-24,4
8,trail 20%,1629,2021-09-02,3
8,trail 20%,1630,2021-09-03,1
8,trail 20%,1631,2021-09-06,28
8,trail 20%,1633,2021-09-08,3
8,trail 20%,1636,2021-09-13,12
8,trail 20%,1637,2021-09-14,18
8,trail 20%,1638,2021-09-15,4
8,trail 20%,1641,2021-09-22,42
8,trail 20%,1646,2021-09-29,64
8,trail 20%,1648,2021-10-01,125
8,trail 20%,1649,2021-10-04,152
8,trail 20%,1651,2021-10-06,58
8,trail 20%,1654,2021-10-12,21
8,trail 20%,1655,2021-10-13,23
8,trail 20%,1656,2021-10-14,13
8,trail 20%,1658,2021-10-18,24
8,trail 20%,1662,2021-10-22,26
8,trail 20%,1665,2021-10-27,18
8,trail 20%,1666,2021-10-28,7
8,trail 20%,1668,2021-11-01,1
8,trail 20%,1677,2021-11-12,13
8,trail 20%,1679,2021-11-16,4
8,trail 20%,1682,2021-11-19,9
8,trail 20%,1688,2021-11-29,1
8,trail 20%,1693,2021-12-06,9
8,trail 20%,1694,2021-12-07,18
8,trail 20%,1696,2021-12-09,7
8,trail 20%,1698,2021-12-13,1
8,trail 20%,1701,2021-12-16,6
8,trail 20%,1703,2021-12-20,4
8,trail 20%,1715,2022-01-06,4
8,trail 20%,1716,2022-01-07,44
8,trail 20%,1718,2022-01-11,88
8,trail 20%,1719,2022-01-12,7
8,trail 20%,1721,2022-01-14,68
8,trail 20%,1724,2022-01-19,12
8,trail 20%,1726,2022-01-21,97
8,trail 20%,1727,2022-01-24,5
8,trail 20%,1728,2022-01-25,58
8,trail 20%,1729,2022-01-26,41
8,trail 20%,1730,2022-02-07,3
8,trail 20%,1731,2022-02-08,14
8,trail 20%,1734,2022-02-11,1
8,trail 20%,1735,2022-02-14,2
8,trail 20%,1736,2022-02-15,11
8,trail 20%,1739,2022-02-18,13
8,trail 20%,1741,2022-02-22,11
8,trail 20%,1743,2022-02-24,17
8,trail 20%,1744,2022-02-25,30
8,trail 20%,1746,2022-03-02,4
8,trail 20%,1749,2022-03-07,63
8,trail 20%,1750,2022-03-08,171
8,trail 20%,1751,2022-03-09,8
8,trail 20%,1752,2022-03-10,4
8,trail 20%,1754,2022-03-14,7
8,trail 20%,1755,2022-03-15,60
8,trail 20%,1756,2022-03-16,10
8,trail 20%,1760,2022-03-22,3
8,trail 20%,1763,2022-03-25,1
8,trail 20%,1765,2022-03-29,2
8,trail 20%,1770,2022-04-07,17
8,trail 20%,1771,2022-04-08,9
8,trail 20%,1772,2022-04-11,12
8,trail 20%,1773,2022-04-12,2
8,trail 20%,1776,2022-04-15,37
8,trail 20%,1777,2022-04-18,5
8,trail 20%,1778,2022-04-19,4
8,trail 20%,1779,2022-04-20,39
8,trail 20%,1781,2022-04-22,19
8,trail 20%,1782,2022-04-25,64
8,trail 20%,1783,2022-04-26,15
8,trail 20%,1784,2022-04-27,24
8,trail 20%,1785,2022-04-28,1
8,trail 20%,1788,2022-05-04,5
8,trail 20%,1790,2022-05-06,9
8,trail 20%,1791,2022-05-09,73
8,trail 20%,1792,2022-05-10,22
8,trail 20%,1793,2022-05-11,4
8,trail 20%,1794,2022-05-12,62
8,trail 20%,1797,2022-05-17,1
8,trail 20%,1799,2022-05-19,9
8,trail 20%,1802,2022-05-24,11
8,trail 20%,1804,2022-05-26,5
8,trail 20%,1809,2022-06-02,17
8,trail 20%,1812,2022-06-08,2
8,trail 20%,1813,2022-06-09,19
8,trail 20%,1815,2022-06-13,16
8,trail 20%,1816,2022-06-14,26
8,trail 20%,1818,2022-06-16,81
8,trail 20%,1819,2022-06-17,33
8,trail 20%,1820,2022-06-20,146
8,trail 20%,1822,2022-06-22,47
8,trail 20%,1823,2022-06-23,48
8,trail 20%,1826,2022-06-28,7
8,trail 20%,1828,2022-06-30,90
8,trail 20%,1829,2022-07-01,207
8,trail 20%,1830,2022-07-04,27
8,trail 20%,1831,2022-07-05,3
8,trail 20%,1832,2022-07-06,64
8,trail 20%,1836,2022-07-12,76
8,trail 20%,1855,2022-08-08,25
8,trail 20%,1876,2022-09-06,18
8,trail 20%,1877,2022-09-07,22
8,trail 20%,1878,2022-09-08,19
8,trail 20%,1879,2022-09-12,28
8,trail 20%,1884,2022-09-19,14
8,trail 20%,1886,2022-09-21,31
8,trail 20%,1888,2022-09-23,72
8,trail 20%,1889,2022-09-26,233
8,trail 20%,1890,2022-09-27,37
8,trail 20%,1891,2022-09-28,146
8,trail 20%,1899,2022-10-11,8
8,trail 20%,1901,2022-10-13,159
8,trail 20%,1906,2022-10-20,18
8,trail 20%,1907,2022-10-21,149
8,trail 20%,1908,2022-10-24,66
8,trail 20%,1909,2022-10-25,12
8,trail 20%,1910,2022-10-26,57
8,trail 20%,1912,2022-10-28,7
8,trail 20%,1923,2022-11-14,10
8,trail 20%,1927,2022-11-18,47
8,trail 20%,1947,2022-12-16,29
8,trail 20%,1948,2022-12-19,8
8,trail 20%,1949,2022-12-20,51
8,trail 20%,1954,2022-12-27,16
8,trail 20%,1955,2022-12-28,40
8,trail 20%,1999,2023-03-15,9
8,trail 20%,2000,2023-03-16,33
8,trail 20%,2001,2023-03-17,5
8,trail 20%,2023,2023-04-21,34
8,trail 20%,2025,2023-04-25,83
8,trail 20%,2032,2023-05-05,5
8,trail 20%,2034,2023-05-09,12
8,trail 20%,2036,2023-05-11,10
8,trail 20%,2038,2023-05-15,20
8,trail 20%,2060,2023-06-14,5
8,trail 20%,2064,2023-06-20,131
8,trail 20%,2067,2023-06-27,26
8,trail 20%,2078,2023-07-12,75
8,trail 20%,2082,2023-07-18,158
8,trail 20%,2085,2023-07-21,31
8,trail 20%,2086,2023-07-24,136
8,trail 20%,2092,2023-08-01,27
8,trail 20%,2093,2023-08-02,59
8,trail 20%,2094,2023-08-04,40
8,trail 20%,2095,2023-08-07,38
8,trail 20%,2096,2023-08-08,35
8,trail 20%,2100,2023-08-14,142
8,trail 20%,2101,2023-08-15,28
8,trail 20%,2105,2023-08-21,26
8,trail 20%,2109,2023-08-25,67
8,trail 20%,2111,2023-08-29,42
8,trail 20%,2120,2023-09-11,46
8,trail 20%,2121,2023-09-12,39
8,trail 20%,2128,2023-09-21,88
8,trail 20%,2135,2023-10-03,45
8,trail 20%,2139,2023-10-11,129
8,trail 20%,2142,2023-10-16,76
8,trail 20%,2144,2023-10-18,137
8,trail 20%,2146,2023-10-20,30
8,trail 20%,2153,2023-10-31,11
8,trail 20%,2163,2023-11-14,27
8,trail 20%,2165,2023-11-16,8
8,trail 20%,2178,2023-12-05,38
8,trail 20%,2183,2023-12-12,9
8,trail 20%,2187,2023-12-18,42
8,trail 20%,2188,2023-12-19,45
8,trail 20%,2195,2023-12-28,10
8,trail 20%,2202,2024-01-09,47
8,trail 20%,2205,2024-01-12,9
8,trail 20%,2209,2024-01-18,23
8,trail 20%,2222,2024-02-15,40
8,trail 20%,2228,2024-02-23,2
8,trail 20%,2230,2024-02-27,1
8,trail 20%,2237,2024-03-08,15
8,trail 20%,2240,2024-03-13,84
8,trail 20%,2241,2024-03-14,33
8,trail 20%,2243,2024-03-18,8
8,trail 20%,2244,2024-03-19,6
8,trail 20%,2249,2024-03-26,61
8,trail 20%,2255,2024-04-03,4
8,trail 20%,2256,2024-04-08,4
8,trail 20%,2257,2024-04-09,5
8,trail 20%,2261,2024-04-15,23
8,trail 20%,2262,2024-04-16,182
8,trail 20%,2265,2024-04-19,30
8,trail 20%,2273,2024-05-02,10
8,trail 20%,2274,2024-05-03,26
8,trail 20%,2280,2024-05-13,53
8,trail 20%,2287,2024-05-22,38
8,trail 20%,2288,2024-05-23,23
8,trail 20%,2293,2024-05-30,20
8,trail 20%,2294,2024-05-31,9
8,trail 20%,2297,2024-06-05,7
8,trail 20%,2312,2024-06-27,35
8,trail 20%,2324,2024-07-15,111
8,trail 20%,2329,2024-07-22,254
8,trail 20%,2331,2024-07-26,1
8,trail 20%,2332,2024-07-29,97
8,trail 20%,2333,2024-07-30,27
8,trail 20%,2336,2024-08-02,103
8,trail 20%,2337,2024-08-05,471
8,trail 20%,2338,2024-08-06,219
8,trail 20%,2359,2024-09-04,16
8,trail 20%,2364,2024-09-11,42
8,trail 20%,2365,2024-09-12,33
8,trail 20%,2371,2024-09-23,47
8,trail 20%,2380,2024-10-08,34
8,trail 20%,2381,2024-10-09,30
8,trail 20%,2382,2024-10-11,56
8,trail 20%,2384,2024-10-15,2
8,trail 20%,2394,2024-10-29,18
8,trail 20%,2395,2024-10-30,25
8,trail 20%,2401,2024-11-08,24
8,trail 20%,2403,2024-11-12,133
8,trail 20%,2404,2024-11-13,17
8,trail 20%,2405,2024-11-14,46
8,trail 20%,2406,2024-11-15,14
8,trail 20%,2407,2024-11-18,140
8,trail 20%,2414,2024-11-27,4
8,trail 20%,2415,2024-11-28,46
8,trail 20%,2417,2024-12-02,9
8,trail 20%,2418,2024-12-03,8
8,trail 20%,2422,2024-12-09,16
8,trail 20%,2423,2024-12-10,3
8,trail 20%,2424,2024-12-11,4
8,trail 20%,2426,2024-12-13,68
8,trail 20%,2427,2024-12-16,20
8,trail 20%,2428,2024-12-17,37
8,trail 20%,2430,2024-12-19,13
8,trail 20%,2432,2024-12-23,7
8,trail 20%,2433,2024-12-24,8
8,trail 20%,2437,2024-12-30,6
8,trail 20%,2438,2024-12-31,11
8,trail 20%,2439,2025-01-02,16
8,trail 20%,2443,2025-01-08,2
8,trail 20%,2444,2025-01-09,10
8,trail 20%,2445,2025-01-10,42
8,trail 20%,2446,2025-01-13,106
8,trail 20%,2448,2025-01-15,25
8,trail 20%,2454,2025-02-03,49
8,trail 20%,2455,2025-02-04,8
8,trail 20%,2473,2025-03-03,44
8,trail 20%,2476,2025-03-06,33
8,trail 20%,2477,2025-03-07,46
8,trail 20%,2478,2025-03-10,56
8,trail 20%,2479,2025-03-11,41
8,trail 20%,2480,2025-03-12,44
8,trail 20%,2481,2025-03-13,25
8,trail 20%,2482,2025-03-14,19
8,trail 20%,2485,2025-03-19,12
8,trail 20%,2488,2025-03-24,6
8,trail 20%,2490,2025-03-26,30
8,trail 20%,2491,2025-03-27,20
8,trail 20%,2492,2025-03-28,117
8,trail 20%,2493,2025-03-31,167
8,trail 20%,2494,2025-04-01,8
8,trail 20%,2495,2025-04-02,20
8,trail 20%,2496,2025-04-07,328
8,trail 20%,2497,2025-04-08,207
8,trail 20%,2498,2025-04-09,907
