r,seed,cagr,mdd,vol
50,102050,0.3040383527005279,-0.4285348539133737,0.28026525111761885
51,102051,0.24860484113195813,-0.3647597265380161,0.2556082505045841
52,102052,0.16349035189701722,-0.45583104352072307,0.2532230640586814
53,102053,0.16026812005063085,-0.37033294568281555,0.23919583068293254
54,102054,0.2739794960672073,-0.43887196946740337,0.2509543343834784
55,102055,0.475543247008559,-0.4285570296773673,0.2880574307904931
56,102056,0.2735554510504734,-0.42114923828778367,0.26683551713299664
57,102057,0.36023295534939725,-0.4434271358897485,0.2671759657940144
58,102058,0.45322081990138097,-0.3622460395778113,0.2661069860690331
59,102059,0.23799772490627347,-0.4037043804018272,0.2568198255736293
60,102060,0.23139355103069614,-0.4957249526013942,0.25819383466945245
61,102061,0.28300574472715123,-0.4259652962154679,0.26672053009756663
62,102062,0.199880052688437,-0.3863614314384967,0.24550912879485443
63,102063,0.16899071797311116,-0.4907952935460218,0.2541748040831358
64,102064,0.32999339838699937,-0.35642414365767294,0.2601067675826125
65,102065,0.22632835541227325,-0.43160473020412177,0.27170784908161627
66,102066,0.3357694142226091,-0.4018745245518258,0.28106135657012604
67,102067,0.20442713012727154,-0.45445446556114777,0.2686402817412576
68,102068,0.3563756413571644,-0.36708322825059925,0.2707275248314273
69,102069,0.21954646097715091,-0.3820525600552077,0.2686666258123292
70,102070,0.31036789331063286,-0.3838088598751237,0.2831912453064444
71,102071,0.4563507044351982,-0.4237314206182744,0.2890610065268755
72,102072,0.25893627179627754,-0.42532719704102734,0.2515097825875019
73,102073,0.2093701661399605,-0.4010684572989355,0.2506400469453722
74,102074,0.2727026757078661,-0.3745184691616083,0.2682112018306788
75,102075,0.1343439177065795,-0.44782665544903294,0.25864273210412914
76,102076,0.2429567636586858,-0.4813343431604269,0.2794475291743944
77,102077,0.27535337936638826,-0.41166266009183,0.2631528540292615
78,102078,0.3681307423022351,-0.2997863391481208,0.25983991152293523
79,102079,0.25332255558660144,-0.4715729696466926,0.2900808874622412
80,102080,0.27088663692509485,-0.4073872084322024,0.2668416677076843
81,102081,0.2486144186275494,-0.3488718415251499,0.2556585425760908
82,102082,0.3431664565233603,-0.4004801516900212,0.2678255933799772
83,102083,0.2762423184610894,-0.36727411555567013,0.27245016658553217
84,102084,0.23049396057801075,-0.43039965203641206,0.252334422006404
85,102085,0.2639290653624351,-0.4368875248208259,0.27863628306204213
86,102086,0.2597739897472551,-0.5098072147553366,0.2557333836757512
87,102087,0.2235239586524813,-0.42110028370084857,0.2558150759976689
88,102088,0.3341160500324054,-0.4339031178665342,0.27687679089508654
89,102089,0.3715085133223428,-0.35589505856086545,0.26431139383278857
90,102090,0.2556552256019182,-0.48086571442615145,0.2699951279990881
91,102091,0.2648713343281224,-0.3964510684572422,0.2538368231112991
92,102092,0.24020211518286572,-0.3406790207362804,0.2615858056451189
93,102093,0.33055468310266556,-0.40064368321576593,0.27407600982243263
94,102094,0.3731926299777786,-0.37361097449901004,0.27468523316957205
95,102095,0.22998915977938528,-0.37782419995614097,0.24649553130282867
96,102096,0.36753201655949574,-0.35868897457966326,0.27323901537015777
97,102097,0.24423697649415765,-0.40818336418823703,0.2742233234420348
98,102098,0.2199458960704901,-0.45249933951752547,0.25837019973265296
99,102099,0.16205040811051785,-0.4660030745968295,0.26158662512202147
100,102100,0.35918533533292685,-0.4213395033730487,0.27513012326874625
101,102101,0.4340438114264338,-0.4568189032231242,0.27610000318535416
102,102102,0.34263738285585443,-0.38416415714583263,0.2795457002294088
103,102103,0.41606677391963864,-0.34408707415095685,0.2769338233978839
104,102104,0.31929442802617825,-0.4691957785891241,0.26020804162629
105,102105,0.27023635162663506,-0.42120719453940836,0.26246615098041387
106,102106,0.27168608530557736,-0.4564756404815775,0.266872977142789
107,102107,0.2838266004495269,-0.48042052447502137,0.27197303381759524
108,102108,0.32411500302064034,-0.37629811803127783,0.26918798732754073
109,102109,0.274873061191768,-0.42440809876452823,0.2600020079787821
110,102110,0.24006176905516052,-0.44794154508804584,0.2736174436541687
111,102111,0.3180726523174813,-0.4508243748385997,0.27715563098330087
112,102112,0.39923241420492395,-0.32856067188661264,0.27495418794825366
113,102113,0.39449667194500915,-0.3733439386216628,0.2660264696149812
114,102114,0.32922973116562093,-0.47586785823804145,0.2868793614431045
115,102115,0.28829764868794894,-0.40987114009548326,0.261609287124761
116,102116,0.31777148991803617,-0.3778020965898754,0.26230636440524185
117,102117,0.3117302159340496,-0.3940305381194384,0.2579867291348531
118,102118,0.31367318743359074,-0.39863614003358894,0.27473774017787395
119,102119,0.25752293592551645,-0.4084590271902359,0.2593982554566981
120,102120,0.3174743207532964,-0.37864579869366627,0.26848010723704374
121,102121,0.2759899362194971,-0.39505510424464346,0.2711981872521417
122,102122,0.29257360523850173,-0.41623292200004813,0.2609124118519055
123,102123,0.1721449726027069,-0.5287736840759131,0.25919501563875513
124,102124,0.2906230327230963,-0.36941780103197486,0.26076744860941437
125,102125,0.2397281931107087,-0.3973075404948889,0.25844376876413117
126,102126,0.2861422619651153,-0.411321591689365,0.2794984971423073
127,102127,0.23836239224246314,-0.37025793840130605,0.256799628046755
128,102128,0.4150251805566345,-0.3670010793484163,0.2817576134900793
129,102129,0.420547731327338,-0.4075626518184657,0.28502057128361175
130,102130,0.36513931806264655,-0.4575745879094727,0.28676320427095797
131,102131,0.23431752541960948,-0.3754769012781425,0.25911657179329123
132,102132,0.34368524446762505,-0.4035017286457481,0.27000410647407097
133,102133,0.3180521134058272,-0.41157219129365585,0.27108206431738957
134,102134,0.22080726570700837,-0.4479514639008176,0.2596592680258889
135,102135,0.27604041409373425,-0.3625287013655032,0.26115720219356076
136,102136,0.16856498782683316,-0.48561800834173635,0.2680739571937657
137,102137,0.2242683008724018,-0.41159132779346497,0.27093638672928366
138,102138,0.3060099485182799,-0.4086918920796604,0.2606943782307729
139,102139,0.15841318671171334,-0.46052775527646683,0.24787414059034468
140,102140,0.2877920226843458,-0.37903581844798245,0.25751472444468204
141,102141,0.21778322571200603,-0.4551753173782565,0.2650016232127063
142,102142,0.32281324538365563,-0.3747368664084616,0.28437270646848617
143,102143,0.28787914512972645,-0.39565070307077926,0.266850694313125
144,102144,0.220183686550941,-0.3700144508062418,0.2579482532935313
145,102145,0.26309906095489843,-0.45270451702235937,0.2691171076763064
146,102146,0.23995469346267928,-0.3527203995716363,0.2571059390622143
147,102147,0.36887391340514486,-0.41171397103110097,0.26864860973578775
148,102148,0.35282060228583534,-0.40479054339295534,0.2795371730177912
149,102149,0.20585316703539247,-0.4751792271074401,0.2580082522877934
150,102150,0.4196053660895964,-0.41339350854786344,0.27450723126845245
151,102151,0.2280046208321942,-0.45078660724256364,0.258475208345904
152,102152,0.19864571816362053,-0.45636564937892043,0.25881675212145033
153,102153,0.2856598056152555,-0.4351574006814331,0.2777157603644484
154,102154,0.2839251183569025,-0.3961397885315014,0.2660921427098812
155,102155,0.15969233785842962,-0.46693478352694723,0.26588730262251864
156,102156,0.29964711252160026,-0.4917858822639567,0.27373110253606214
157,102157,0.2060788049621658,-0.4600435264251492,0.26589068673970856
158,102158,0.3961110672803352,-0.45707615033863797,0.2817194661434741
159,102159,0.22779453933488925,-0.4165053087862517,0.26229022193321977
160,102160,0.2564784164396092,-0.491581199247167,0.26809967015528
161,102161,0.17300560567163492,-0.3833596829429829,0.25659411942130644
162,102162,0.28155323851792446,-0.48117583771730227,0.2713389675127503
163,102163,0.2671484864860356,-0.38902368352265715,0.27104913593400004
164,102164,0.3221252688101588,-0.40853257258043774,0.26949148751487767
165,102165,0.32628649559745293,-0.3861689458279376,0.2605735601600614
166,102166,0.3274519661604318,-0.47766491386389176,0.27005488336924965
167,102167,0.25952851085890716,-0.4162391601569312,0.2837133001396941
168,102168,0.2813481855329003,-0.4307150224072068,0.26805958199702873
169,102169,0.37944166223598996,-0.41002122004648645,0.2736968879364221
170,102170,0.3993463873051417,-0.41635653457851945,0.27243619555917775
171,102171,0.23787517687120596,-0.4092215377711186,0.259637778367217
172,102172,0.3524962182230005,-0.33993309026070384,0.2614185409456698
173,102173,0.30047568960415805,-0.4244789655396781,0.26974135314822795
174,102174,0.21583618568939156,-0.35635752818223493,0.2516141956313944
175,102175,0.2507246846754254,-0.38524937486459954,0.27549363207235333
176,102176,0.32772356471079434,-0.4254675594096872,0.2716532090308512
177,102177,0.31720929132311126,-0.3796341866405268,0.27411394102129366
178,102178,0.3456090136747463,-0.42797245857508875,0.2675215650523867
179,102179,0.23213981156205366,-0.45049450147666414,0.2695880769823736
180,102180,0.2542708962885438,-0.41793833467756447,0.25677256933759757
181,102181,0.19730249136275102,-0.5220444686286387,0.2624693426518896
182,102182,0.2790517584608614,-0.45534420426187205,0.2765830981594417
183,102183,0.35432332314601744,-0.43317304332946155,0.27709133614180553
184,102184,0.2733638265147198,-0.41189495763048645,0.27050698461025274
185,102185,0.33781612942473216,-0.4626965938425132,0.28176326581374433
186,102186,0.3264163194222873,-0.3863573222590784,0.2629087031373106
187,102187,0.3378366189084523,-0.3729666047302056,0.2717312727721035
188,102188,0.21513059171586146,-0.4431668964076336,0.2535872974672134
189,102189,0.24204310302990262,-0.41185408743033697,0.27697470029607096
190,102190,0.3585869332884022,-0.4036562367048266,0.2749032607258341
191,102191,0.23882046864540452,-0.5349152414928605,0.26406665664875145
192,102192,0.3564126221772408,-0.3788310049218998,0.2648535923260757
193,102193,0.24283540568941175,-0.4133366240477926,0.2607773529215908
194,102194,0.24400650154794246,-0.455124479548312,0.26891513191751265
195,102195,0.13549335692542996,-0.40037120678382004,0.2548557598885584
196,102196,0.30765326753326816,-0.4006334807317789,0.266877237544256
197,102197,0.2469500819670103,-0.42806594916134977,0.259664446119859
198,102198,0.2788366493789145,-0.38678601403383045,0.2732452696007284
199,102199,0.2035913187835776,-0.44347427809501766,0.2715069263054716
