cell,kind,version,r,seed,param,cagr,mdd,vol,expo,x_mult_short,n_rebal,ctrl_cost_total
Ba,mbar,paired,58,99058,1.0625,0.28634007985118415,-0.5646498339492397,0.27527449861399444,0.885882060021439,28.0,,
Ba,mbar,median,58,99058,1.0583941605839415,0.2866120383962394,-0.5656777588863879,0.275137716851267,0.8857233770945406,26.0,,
Ba,mbar,pooled,58,99058,1.058940349087199,0.28651046551200254,-0.5657339613158857,0.27516730299645914,0.8857278688486485,26.0,,
Ba,mbar,paired,59,99059,1.0698529411764706,0.3361136937469644,-0.44113197403189974,0.2798167258290314,0.8812221623345596,24.0,,
Ba,mbar,median,59,99059,1.0583941605839415,0.33502507997390696,-0.43900524265345475,0.2784493141070231,0.8793650275330008,21.0,,
Ba,mbar,pooled,59,99059,1.058940349087199,0.33503240720306837,-0.43911565589927737,0.278513986889533,0.8794609888206525,21.0,,
Ba,mbar,paired,60,99060,1.0588235294117647,0.27943073834097976,-0.3908215872758102,0.26660627333301157,0.8873708439011077,26.0,,
Ba,mbar,median,60,99060,1.0583941605839415,0.27954786424020206,-0.39067284971348004,0.2666094090577766,0.8873434865914307,26.0,,
Ba,mbar,pooled,60,99060,1.058940349087199,0.27939885701255496,-0.3908620589328225,0.2666054393837267,0.8873782854705428,26.0,,
Ba,mbar,paired,61,99061,1.062043795620438,0.31271708545925847,-0.39889223585309147,0.26267842346689535,0.8737446554127627,26.0,,
Ba,mbar,median,61,99061,1.0583941605839415,0.3129446318454676,-0.3983138355256624,0.2623390818720485,0.8732265474861365,26.0,,
Ba,mbar,pooled,61,99061,1.058940349087199,0.31291084664356705,-0.39840040723205256,0.26238950551161194,0.8733039478277383,26.0,,
Ba,mbar,paired,62,99062,1.0656934306569343,0.344264055722876,-0.4368860445754002,0.28053522918576423,0.884035708916965,28.0,,
Ba,mbar,median,62,99062,1.0583941605839415,0.3448231706207372,-0.4369297389530611,0.2803859532731256,0.8839796800935213,26.0,,
Ba,mbar,pooled,62,99062,1.058940349087199,0.34467126267035253,-0.43896102071445303,0.28047842890995384,0.8840172413741963,27.0,,
Ba,mbar,paired,63,99063,1.0579710144927537,0.20242465363231354,-0.4691128843256029,0.26048851487415925,0.8809711131191601,22.0,,
Ba,mbar,median,63,99063,1.0583941605839415,0.2023137447342469,-0.46904683650348056,0.2605137116175087,0.8810251766121258,22.0,,
Ba,mbar,pooled,63,99063,1.058940349087199,0.20217339111537225,-0.46896156961814933,0.26054576853904493,0.8810932670047924,22.0,,
Ba,mbar,paired,64,99064,1.0615942028985508,0.24413167744713138,-0.4968267437294839,0.26907057089953684,0.8829770209137467,30.0,,
Ba,mbar,median,64,99064,1.0583941605839415,0.24585194146918,-0.4970274416285978,0.26922694618526033,0.8824387513702527,28.0,,
Ba,mbar,pooled,64,99064,1.058940349087199,0.2457785016875933,-0.497041699197904,0.26926095594019,0.8824949445152267,28.0,,
Ba,mbar,paired,65,99065,1.0656934306569343,0.20051155349710048,-0.4403647252506402,0.2646175657312514,0.8815786598549369,28.0,,
Ba,mbar,median,65,99065,1.0583941605839415,0.19416401374021208,-0.4112771886983586,0.2602017161079547,0.8775761145356213,25.0,,
Ba,mbar,pooled,65,99065,1.058940349087199,0.1942887214065765,-0.41135136704700076,0.2602420692185438,0.8776153296135679,25.0,,
Ba,mbar,paired,66,99066,1.0507246376811594,0.2721590727209886,-0.41211438908879094,0.2567442101614873,0.8797150264166212,23.0,,
Ba,mbar,median,66,99066,1.0583941605839415,0.2727514173414929,-0.4129452447759175,0.2569342644270587,0.8799172718599765,23.0,,
Ba,mbar,pooled,66,99066,1.058940349087199,0.2728586406544302,-0.41300514669727306,0.25676124854305943,0.8798534110073944,25.0,,
Ba,mbar,paired,67,99067,1.065217391304348,0.2139998234205447,-0.4288229102096026,0.2733477879454458,0.8868057328364115,26.0,,
