seed,j,cagr,mdd
102018,3,0.21456657657722733,-0.30591399592642327
102018,4,0.03856502157968289,-0.39214587678547635
102018,5,0.05797075348726666,-0.42435449143406284
102018,6,0.14776150788991393,-0.3337795664474336
102018,7,0.07721817663069941,-0.33117787672131693
102018,8,0.09233915291996642,-0.3917207644875066
102018,9,0.09208204626927996,-0.4378391515009263
102018,10,0.03424008069818507,-0.38710924707937566
102018,11,0.08984845574828726,-0.40544788880428867
102018,12,0.151499150583285,-0.27371586146905297
102018,13,0.04928016042109884,-0.4045082821759811
102018,14,0.18154863521819697,-0.40820687322912197
102018,15,0.15821689706434294,-0.43508260226658035
102018,16,0.19140199691472204,-0.37936902335614137
102018,17,0.14712601417677362,-0.35265561174644033
102018,18,0.14494860454304304,-0.3037013638538597
102018,19,0.2703480881302778,-0.34973929964855666
102018,20,0.07470846608777792,-0.3362062110338442
102018,21,0.096878917719883,-0.5196415452481051
102018,22,0.05059819526192033,-0.3945425086603815
102018,23,0.14634738506064982,-0.5677467378846148
102018,24,0.08613165850042237,-0.3989489996177946
102018,25,0.14456427989126142,-0.4212009779086974
102018,26,0.1493943743394679,-0.4285790884184828
102018,27,0.12187804099124477,-0.4006409726989622
102018,28,0.19002694682901944,-0.33278924899429485
102018,29,0.16317730264359231,-0.3650560684815872
102018,30,0.16721277676687962,-0.38692705925428933
102019,1,0.2974397250343166,-0.2904390954086798
102019,2,0.15921517107562688,-0.310109496194562
102019,3,0.15867438339114415,-0.3528886762163789
102019,4,0.19385908973222077,-0.29469490770210627
102019,5,0.1569634650321481,-0.34647261698095916
102019,6,0.20561131383650233,-0.3172138732256069
102019,7,0.13962949952595305,-0.3501796079643062
102019,8,0.17728205775058448,-0.35453207981921053
102019,9,0.14960437735560728,-0.39313431371177393
102019,10,0.17898996581005933,-0.41956296016567823
102019,11,0.08203087527777608,-0.33558702437855553
