版本,r,格,n,D,lo,hi,判過,判過_正
同檔同月（描述）,25,甲_box_H60,862,0.027842227378190254,0.0046453481081656055,0.0510391066482149,True,True
同檔同月（描述）,25,甲_box_H120,862,0.00580046403712297,-0.015471447460067431,0.02707237553431337,False,False
同檔同月（描述）,26,甲_box_H60,862,0.02668213457076566,0.005506830081146961,0.04785743906038436,True,True
同檔同月（描述）,26,甲_box_H120,862,0.018561484918793503,0.00015498696238858134,0.036967982875198424,True,True
同檔同月（描述）,27,甲_box_H60,862,0.02088167053364269,-0.0008151327405414195,0.0425784738078268,False,False
同檔同月（描述）,27,甲_box_H120,862,0.01160092807424594,-0.005827297155970024,0.029029153304461902,False,False
同檔同月（描述）,28,甲_box_H60,862,0.009280742459396751,-0.013006947036752599,0.0315684319555461,False,False
同檔同月（描述）,28,甲_box_H120,862,0.01740139211136891,-0.0010898591921597797,0.0358926434148976,False,False
同檔同月（描述）,29,甲_box_H60,862,0.022041763341067284,-0.0028452125949545333,0.0469287392770891,False,False
同檔同月（描述）,29,甲_box_H120,862,0.018561484918793503,-0.006748736870960434,0.04387170670854744,False,False
同檔同月（描述）,-1,甲_box_可抽日不足檔數,0,,,,,
新預設_只排除過去20日,0,甲_cup_H60,41,0.0,-0.19121951219512195,0.19121951219512195,False,False
新預設_只排除過去20日,0,甲_cup_H120,41,-0.04878048780487805,-0.2517066278771251,0.15414565226736898,False,False
新預設_只排除過去20日,1,甲_cup_H60,41,0.07317073170731707,-0.005201365992956272,0.1515428294075904,False,False
新預設_只排除過去20日,1,甲_cup_H120,41,0.0975609756097561,-0.08832300274324367,0.2834449539627559,False,False
新預設_只排除過去20日,2,甲_cup_H60,41,0.12195121951219512,-0.08490297327408311,0.3288054122984734,False,False
新預設_只排除過去20日,2,甲_cup_H120,41,0.14634146341463414,-0.061803430816969956,0.35448635764623826,False,False
新預設_只排除過去20日,3,甲_cup_H60,41,-0.04878048780487805,-0.19726699991377966,0.09970602430402357,False,False
新預設_只排除過去20日,3,甲_cup_H120,41,-0.07317073170731707,-0.24169310936947352,0.0953516459548394,False,False
新預設_只排除過去20日,4,甲_cup_H60,41,-0.024390243902439025,-0.18352735600196413,0.1347468681970861,False,False
新預設_只排除過去20日,4,甲_cup_H120,41,0.17073170731707318,-0.02548454766071026,0.3669479622948566,False,False
新預設_只排除過去20日,5,甲_cup_H60,41,0.04878048780487805,-0.08430393729363635,0.18186491290339246,False,False
新預設_只排除過去20日,5,甲_cup_H120,41,0.07317073170731707,-0.1093924366498878,0.25573390006452196,False,False
新預設_只排除過去20日,6,甲_cup_H60,41,0.04878048780487805,-0.16416838250905058,0.26172935811880665,False,False
新預設_只排除過去20日,6,甲_cup_H120,41,0.07317073170731707,-0.11023939521895036,0.2565808586335845,False,False
新預設_只排除過去20日,7,甲_cup_H60,41,-0.04878048780487805,-0.22780190775533243,0.13024093214557636,False,False
新預設_只排除過去20日,7,甲_cup_H120,41,0.04878048780487805,-0.11563405727382149,0.2131950328835776,False,False
新預設_只排除過去20日,8,甲_cup_H60,41,0.04878048780487805,-0.13800818281128635,0.23556915842104242,False,False
新預設_只排除過去20日,8,甲_cup_H120,41,0.04878048780487805,-0.12725435220050807,0.22481532781026414,False,False
新預設_只排除過去20日,9,甲_cup_H60,41,0.0975609756097561,-0.07675095847675828,0.2718729096962705,False,False
新預設_只排除過去20日,9,甲_cup_H120,41,-0.024390243902439025,-0.25404245895242283,0.2052619711475448,False,False
新預設_只排除過去20日,10,甲_cup_H60,41,-0.04878048780487805,-0.2408087827580666,0.14324780714831054,False,False
新預設_只排除過去20日,10,甲_cup_H120,41,0.0,-0.23419511687097702,0.23419511687097702,False,False
新預設_只排除過去20日,11,甲_cup_H60,41,0.024390243902439025,-0.1347212374377167,0.18350172524259473,False,False
新預設_只排除過去20日,11,甲_cup_H120,41,0.04878048780487805,-0.13021055348933347,0.22777152909908954,False,False
新預設_只排除過去20日,12,甲_cup_H60,41,0.0,-0.16560095526024385,0.16560095526024385,False,False
新預設_只排除過去20日,12,甲_cup_H120,41,0.07317073170731707,-0.12557203163839414,0.2719134950530283,False,False
