# commit=c46b7cc20 run=2026-09-15 09:22 (Asia/Taipei) prereg=backtest/PREREGM1.md
variant,signal,label,window,state,H,n_seg,n_days,mean,p05,p10,p50,p90,p95,win_rate,rest_n_seg,rest_mean,rest_win_rate,diff,ci_lo,ci_hi,judge,same_dir_as_judged
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,中,120,28,1710,0.07608047050134252,-0.2609516240163643,-0.18554072605763614,0.0798668859995747,0.3293033406059734,0.3931795924995996,0.7142857142857143,37,0.038163743788921685,0.7567567567567568,0.037916726712420835,-0.037758934432271275,0.11359238785711295,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,低,120,19,2306,0.03757961034387874,-0.15794544597334198,-0.08229805714772526,0.0437223960523937,0.15479063616245015,0.19995666995311512,0.7894736842105263,46,0.05548049271684127,0.717391304347826,-0.017900882372962536,-0.0826244311970585,0.04682266645113343,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,高,120,18,2112,0.03880153343109453,-0.20484340431536605,-0.1387790919686529,0.027244747794499036,0.2302489671509458,0.37702910088098546,0.7222222222222222,47,0.05397315388702194,0.7446808510638298,-0.01517162045592741,-0.09257484415438894,0.06223160324253412,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,全期,多,20,88,5296,0.00961454351266732,-0.0923512174632935,-0.06473175263267578,0.009607029167808534,0.08369647323477514,0.11046870782617285,0.5,88,0.0005175843545326729,0.7159090909090909,0.009096959158134646,-0.0044503371035482815,0.02264425541981757,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,全期,空,20,88,4053,0.0005175843545326729,-0.1376802157894636,-0.09849393700011451,0.004075452226156351,0.08739308920411919,0.12694861924068476,0.7159090909090909,88,0.00961454351266732,0.5,-0.009096959158134646,-0.02264425541981757,0.0044503371035482815,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,全期,多,60,88,5267,0.027859637070201268,-0.15895198231876975,-0.11824400457156099,0.02400754918312753,0.16450421615435082,0.22414913411796958,0.5340909090909091,88,0.007763498290444708,0.6818181818181818,0.02009613877975656,-0.01121151611196301,0.05140379367147613,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,全期,空,60,88,4053,0.007763498290444708,-0.25877237184948637,-0.16185209901734646,0.015716759234045696,0.1715417601891606,0.23924104171403826,0.6818181818181818,88,0.027859637070201268,0.5340909090909091,-0.02009613877975656,-0.05140379367147613,0.01121151611196301,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,全期,多,120,87,5227,0.044223619522632485,-0.20963413043301643,-0.1574101909419519,0.04285938613087814,0.24499787530913952,0.3228492815932326,0.6206896551724138,87,0.03874200175653357,0.6666666666666666,0.005481617766098915,-0.044062158689071235,0.055025394221269064,測不出（零）,
主,d,d 月線方向（日展開）,全期,空,120,87,4033,0.03874200175653357,-0.3142735111660847,-0.20899419430823044,0.03480430621810915,0.3170652970346845,0.42560865594246494,0.6666666666666666,87,0.044223619522632485,0.6206896551724138,-0.005481617766098915,-0.055025394221269064,0.044062158689071235,測不出（零）,
主,d,d 月線方向（日展開）,1990s,多,20,25,1408,0.009118548991263608,-0.11599227603732852,-0.08800587415766618,0.0028985621366646175,0.1097880554612897,0.1795503459277637,0.36,26,-0.003124897527557916,0.6153846153846154,0.012243446518821524,-0.020346507327682506,0.04483340036532556,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,1990s,空,20,26,1375,-0.003124897527557916,-0.1566679586677229,-0.11206818729276169,-0.006103299240366122,0.10910703061922535,0.15683671976679897,0.6153846153846154,25,0.009118548991263608,0.36,-0.012243446518821524,-0.04483340036532556,0.020346507327682506,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,1990s,多,60,25,1408,0.03807366817903071,-0.18330375751458688,-0.14984245327757378,0.02863406528110013,0.23228305103754623,0.2936526511873268,0.48,26,-0.00974746698739384,0.5769230769230769,0.047821135166424555,-0.027720228262915217,0.12336249859576433,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,1990s,空,60,26,1375,-0.00974746698739384,-0.40716003577471005,-0.21280035617647272,-0.022581537790218098,0.1945581920792584,0.3636832508728368,0.5769230769230769,25,0.03807366817903071,0.48,-0.047821135166424555,-0.12336249859576433,0.027720228262915217,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,1990s,多,120,25,1408,0.054873480599381616,-0.22143585396606547,-0.18948302033881573,0.05613913803439896,0.2806060369711719,0.3478067220932717,0.56,26,0.020018730132669502,0.6153846153846154,0.03485475046671212,-0.06780164573251923,0.13751114666594347,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,1990s,空,120,26,1375,0.020018730132669502,-0.5144448442429844,-0.22116156192572478,-0.002457546126069299,0.3392133343491428,0.46786322991194124,0.6153846153846154,25,0.054873480599381616,0.56,-0.03485475046671212,-0.13751114666594347,0.06780164573251923,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,2000s,多,20,23,1269,0.01188694198118223,-0.10964067419486102,-0.07480747078846066,0.011523562006570787,0.09649229298980241,0.1245439159175884,0.5217391304347826,22,-0.008127504231165403,0.6818181818181818,0.020014446212347634,-0.007802269891542122,0.047831162316237394,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,2000s,空,20,22,1235,-0.008127504231165403,-0.14741954707688584,-0.11919829158408202,-0.0036316711217624364,0.08961291596203709,0.12433689394740176,0.6818181818181818,23,0.01188694198118223,0.5217391304347826,-0.020014446212347634,-0.047831162316237394,0.007802269891542122,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,2000s,多,60,23,1269,0.00961229020003515,-0.19289816848642588,-0.1520962779745026,0.010459923281541883,0.15034146838250928,0.18184531071379828,0.4782608695652174,22,0.0036656001089437978,0.6363636363636364,0.0059466900910913525,-0.058581076295676236,0.07047445647785894,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,2000s,空,60,22,1235,0.0036656001089437978,-0.2736303081837374,-0.22194352374108,0.024820528654764473,0.18236259330393242,0.2871965262459401,0.6363636363636364,23,0.00961229020003515,0.4782608695652174,-0.0059466900910913525,-0.07047445647785894,0.058581076295676236,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,2000s,多,120,23,1269,0.0018735469217901121,-0.3514080540434938,-0.2711921241919897,0.021002357108440117,0.2018891260888244,0.24767773239862123,0.5652173913043478,22,0.030690878796277108,0.5909090909090909,-0.028817331874486995,-0.142931533581609,0.08529686983263503,非判定格（方向−）,不同向
主,d,d 月線方向（日展開）,2000s,空,120,22,1235,0.030690878796277108,-0.374787441209053,-0.297737707453283,0.007253358572274715,0.37808251751177613,0.5272488775297051,0.5909090909090909,23,0.0018735469217901121,0.5652173913043478,0.028817331874486995,-0.08529686983263503,0.142931533581609,非判定格（方向＋）,不同向
主,d,d 月線方向（日展開）,2010s,多,20,25,1579,0.0031712783960958567,-0.05935636087585374,-0.04481666451706105,0.00801985602515587,0.043282062369562245,0.05630257507170705,0.56,24,0.0051911581017624496,0.75,-0.002019879705666593,-0.016716896058497667,0.012677136647164482,非判定格（方向−）,不同向
主,d,d 月線方向（日展開）,2010s,空,20,24,886,0.0051911581017624496,-0.07808772481901141,-0.05345001494761631,0.012440769061897727,0.054705015719800465,0.06480447115078908,0.75,25,0.0031712783960958567,0.56,0.002019879705666593,-0.012677136647164482,0.016716896058497667,非判定格（方向＋）,不同向
主,d,d 月線方向（日展開）,2010s,多,60,25,1579,0.010797886008760972,-0.1069024167545881,-0.07017320258304438,0.019533229906433913,0.07497049107090999,0.09258250643572981,0.56,24,0.009907001394188427,0.75,0.0008908846145725454,-0.030829930635600182,0.032611699864745276,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,2010s,空,60,24,886,0.009907001394188427,-0.133205528111052,-0.09508598160400866,0.026365107098886398,0.08573581992075452,0.11592012344413022,0.75,25,0.010797886008760972,0.56,-0.0008908846145725454,-0.032611699864745276,0.030829930635600182,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,2010s,多,120,25,1579,0.019666580575378196,-0.128319837821938,-0.08788358020544842,0.03363914665189349,0.1013581999487259,0.11809068258308532,0.6,24,0.022981145418349957,0.7083333333333334,-0.003314564842971761,-0.046255080145371115,0.03962595045942759,非判定格（方向−）,不同向
主,d,d 月線方向（日展開）,2010s,空,120,24,886,0.022981145418349957,-0.15814466212717238,-0.11844143626514836,0.04488517951274029,0.12814482423319462,0.1508046212450906,0.7083333333333334,25,0.019666580575378196,0.6,0.003314564842971761,-0.03962595045942759,0.046255080145371115,非判定格（方向＋）,不同向
主,d,d 月線方向（日展開）,2020s,多,20,17,1040,0.017295891828683997,-0.07091717919468568,-0.04958559345953405,0.017934740280677097,0.08261232105666069,0.09580849711252704,0.5882352941176471,16,0.021243456259678273,0.875,-0.003947564430994276,-0.03320097844892321,0.025305849586934662,非判定格（方向−）,不同向
主,d,d 月線方向（日展開）,2020s,空,20,16,557,0.021243456259678273,-0.11225771638544972,-0.05924035907256853,0.021820992317616028,0.10985987758123224,0.13165796390760456,0.875,17,0.017295891828683997,0.5882352941176471,0.003947564430994276,-0.025305849586934662,0.03320097844892321,非判定格（方向＋）,不同向
主,d,d 月線方向（日展開）,2020s,多,60,17,1011,0.0631860785173063,-0.09896655589295611,-0.06414944391120181,0.054481737457385826,0.18337871580585485,0.23003198571999217,0.5882352941176471,16,0.056667156748729644,0.8125,0.006518921768576658,-0.06237613160201956,0.07541397513917288,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,2020s,空,60,16,557,0.056667156748729644,-0.12735923456266754,-0.09707267354207343,0.068763466038545,0.1981826737265573,0.21983920473041155,0.8125,17,0.0631860785173063,0.5882352941176471,-0.006518921768576658,-0.07541397513917288,0.06237613160201956,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,2020s,多,120,16,971,0.12406172686776198,-0.1228298189956486,-0.059111746276662935,0.07961503489887733,0.35465115616390896,0.4033694089463461,0.8125,15,0.13120336871064997,0.8,-0.007141641842887986,-0.1268974225543604,0.11261413886858443,非判定格（方向−）,不同向
主,d,d 月線方向（日展開）,2020s,空,120,15,537,0.13120336871064997,-0.18859249251759064,-0.15584117815703152,0.13219419791127662,0.3506761403142954,0.411673580649399,0.8,16,0.12406172686776198,0.8125,0.007141641842887986,-0.11261413886858443,0.1268974225543604,非判定格（方向＋）,不同向
主,d,d 月線方向（日展開）,主判定 2001 起,多,20,60,3805,0.010708999231458283,-0.07403686852598654,-0.05194099197707151,0.012179227513557267,0.0736627440762207,0.09558499785906034,0.5666666666666667,60,0.005027214090853808,0.75,0.005681785140604475,-0.008265185355622644,0.019628755636831596,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,主判定 2001 起,空,20,60,2490,0.005027214090853808,-0.11874309520506891,-0.07581693344071484,0.010097315828806908,0.07812573695411423,0.10987847835096372,0.75,60,0.010708999231458283,0.5666666666666667,-0.005681785140604475,-0.019628755636831596,0.008265185355622644,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,主判定 2001 起,多,60,60,3776,0.026395772366312534,-0.1392258792633699,-0.09430402001178917,0.02471626785143155,0.13970753517211187,0.17540730292773865,0.5833333333333334,60,0.02586811442587485,0.75,0.0005276579404376834,-0.031614604885652334,0.03266992076652771,非判定格（方向＋）,同向
主,d,d 月線方向（日展開）,主判定 2001 起,空,60,60,2490,0.02586811442587485,-0.17840186322095442,-0.13297524326575347,0.03453557170100674,0.1632089076615639,0.21432032638287574,0.75,60,0.026395772366312534,0.5833333333333334,-0.0005276579404376834,-0.03266992076652771,0.031614604885652334,非判定格（方向−）,同向
主,d,d 月線方向（日展開）,主判定 2001 起,多,120,59,3736,0.0463921084053488,-0.17117852613923018,-0.11176693890328465,0.04280173976990209,0.21938430351261884,0.31176253796991726,0.6779661016949152,59,0.06584484819023893,0.711864406779661,-0.019452739784890136,-0.07360465593310941,0.034699176363329136,非判定格（方向−）,不同向
主,d,d 月線方向（日展開）,主判定 2001 起,空,120,59,2470,0.06584484819023893,-0.23045760040038088,-0.1673049623490261,0.05590034192575111,0.3067419961726542,0.42568226443601165,0.711864406779661,59,0.0463921084053488,0.6779661016949152,0.019452739784890136,-0.034699176363329136,0.07360465593310941,非判定格（方向＋）,不同向
