# commit=c46b7cc20 run=2026-09-15 09:22 (Asia/Taipei) prereg=backtest/PREREGM1.md
variant,signal,label,window,state,H,n_seg,n_days,mean,p05,p10,p50,p90,p95,win_rate,rest_n_seg,rest_mean,rest_win_rate,diff,ci_lo,ci_hi,judge,same_dir_as_judged
主,a,a 收盤 vs 240MA,2010s,上,60,6,1802,0.006433819472019088,-0.12855794212605448,-0.08371121694716234,0.021035593735999614,0.06792177179513412,0.08077472713327839,0.6666666666666666,5,0.021468661469843317,1.0,-0.01503484199782423,-0.04979623432230322,0.019726550326654758,非判定格（方向−）,同向
主,a,a 收盤 vs 240MA,2010s,下,60,5,663,0.021468661469843317,-0.09944925766043984,-0.07697471026416307,0.022545758606061117,0.11221469524283073,0.12913701312068368,1.0,6,0.006433819472019088,0.6666666666666666,0.01503484199782423,-0.019726550326654758,0.04979623432230322,非判定格（方向＋）,同向
主,a,a 收盤 vs 240MA,2010s,上,120,6,1802,0.011202966437345816,-0.15655139971738619,-0.1173710627157813,0.030546895357994708,0.10183942239419869,0.11642530847393619,0.8333333333333334,5,0.04709966824899409,1.0,-0.03589670181164827,-0.0927994932591441,0.02100608963584756,非判定格（方向−）,同向
主,a,a 收盤 vs 240MA,2010s,下,120,5,663,0.04709966824899409,-0.08037345518149054,-0.05600949802007331,0.05145451391561373,0.13724799325821474,0.1557698485815979,1.0,6,0.011202966437345816,0.8333333333333334,0.03589670181164827,-0.02100608963584756,0.0927994932591441,非判定格（方向＋）,同向
主,a,a 收盤 vs 240MA,2020s,上,20,3,1006,0.010456293750494762,-0.06617045468174401,-0.04532916253351815,0.011966031355720164,0.0708907619083402,0.08599890963697987,0.6666666666666666,3,0.015003435819915253,0.6666666666666666,-0.004547142069420491,-0.08362708034212657,0.0745327962032856,非判定格（方向−）,同向
主,a,a 收盤 vs 240MA,2020s,下,20,3,326,0.015003435819915253,-0.10757070341786729,-0.08464193864373709,0.025575821990664993,0.10346486514830022,0.12787385031395976,0.6666666666666666,3,0.010456293750494762,0.6666666666666666,0.004547142069420491,-0.0745327962032856,0.08362708034212657,非判定格（方向＋）,同向
主,a,a 收盤 vs 240MA,2020s,上,60,3,1006,0.035209698846377056,-0.11395946170723642,-0.07199505991057636,0.03568638959874182,0.14314526498767366,0.15799032974651078,0.6666666666666666,3,0.05368741563261161,0.6666666666666666,-0.018477716786234555,-0.15388046246778286,0.11692502889531375,非判定格（方向−）,同向
主,a,a 收盤 vs 240MA,2020s,下,60,3,326,0.05368741563261161,-0.1361280266489057,-0.11243987028160202,0.07254640476380003,0.19099263953785428,0.20255475464790268,0.6666666666666666,3,0.035209698846377056,0.6666666666666666,0.018477716786234555,-0.11692502889531375,0.15388046246778286,非判定格（方向＋）,同向
主,a,a 收盤 vs 240MA,2020s,上,120,3,1006,0.07623135724667246,-0.15831226410374916,-0.09786258590513952,0.059052249920501954,0.25534720919163323,0.29524283822772696,1.0,3,0.12592404836980312,1.0,-0.049692691123130656,-0.20593875865331882,0.1065533764070575,非判定格（方向−）,同向
主,a,a 收盤 vs 240MA,2020s,下,120,3,326,0.12592404836980312,-0.20162770977321398,-0.1352407071916178,0.1677320239333282,0.32599234493382634,0.37246704851256546,1.0,3,0.07623135724667246,1.0,0.049692691123130656,-0.1065533764070575,0.20593875865331882,非判定格（方向＋）,同向
主,a,a 收盤 vs 240MA,主判定 2001 起,上,20,13,4104,0.0065541531818825395,-0.07262931599061762,-0.04926660168247502,0.010795896115595505,0.061204929892648176,0.07767658551518758,0.6153846153846154,14,0.006208244784681592,0.7857142857142857,0.0003459083972009473,-0.015198433233884177,0.01589025002828607,非判定格（方向＋）,不同向
主,a,a 收盤 vs 240MA,主判定 2001 起,下,20,14,1926,0.006208244784681592,-0.12412760572557174,-0.08851863828880979,0.006960363530661762,0.10066576493445933,0.136282058242089,0.7857142857142857,13,0.0065541531818825395,0.6153846153846154,-0.0003459083972009473,-0.01589025002828607,0.015198433233884177,非判定格（方向−）,不同向
主,a,a 收盤 vs 240MA,主判定 2001 起,上,60,13,4104,0.015171462518000858,-0.14530824160550088,-0.10806996948841487,0.02500215092871938,0.11034768793260151,0.14093784455099992,0.6923076923076923,14,0.030787477698544466,0.9285714285714286,-0.015616015180543608,-0.0619364984033849,0.03070446804229769,非判定格（方向−）,同向
主,a,a 收盤 vs 240MA,主判定 2001 起,下,60,14,1926,0.030787477698544466,-0.21165166164797442,-0.12917374080962235,0.023720111437520064,0.185856335986626,0.28370988122049984,0.9285714285714286,13,0.015171462518000858,0.6923076923076923,0.015616015180543608,-0.03070446804229769,0.0619364984033849,非判定格（方向＋）,同向
主,a,a 收盤 vs 240MA,主判定 2001 起,上,120,13,4104,0.028283991453062637,-0.17400299309371414,-0.13043666351156044,0.037419102486524136,0.17931414468511234,0.2256681822392292,0.7692307692307693,14,0.07616824012533573,0.9285714285714286,-0.04788424867227309,-0.14254159759293894,0.04677310024839276,還沒測（狀態別 n < 24）,
主,a,a 收盤 vs 240MA,主判定 2001 起,下,120,14,1926,0.07616824012533573,-0.3008792776715349,-0.1887110232849008,0.061357925954025117,0.3516901176716061,0.4488623096463728,0.9285714285714286,13,0.028283991453062637,0.7692307692307693,0.04788424867227309,-0.04677310024839276,0.14254159759293894,還沒測（狀態別 n < 24）,
主,b,b 近 60 日報酬正負,全期,正,20,38,5338,0.01095938823958959,-0.08324022206718826,-0.05602824267445225,0.011045351560128425,0.0795539349225421,0.1026221890815565,0.6052631578947368,38,-0.0048123988096515444,0.631578947368421,0.015771787049241134,0.0013451725956828576,0.030198401502799413,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,全期,負,20,38,3723,-0.0048123988096515444,-0.1405034595945839,-0.1068384289235706,-0.002857532762378212,0.08927882019203769,0.1314988565342572,0.631578947368421,38,0.01095938823958959,0.6052631578947368,-0.015771787049241134,-0.030198401502799413,-0.0013451725956828576,非判定格（方向−）,
主,b,b 近 60 日報酬正負,全期,正,60,38,5338,0.018971095997732626,-0.1576715034131641,-0.11774469797974083,0.021084598254902387,0.14097920846127052,0.18206378933303155,0.5263157894736842,38,0.010924744893017433,0.7631578947368421,0.008046351104715193,-0.03171249305620314,0.04780519526563353,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,全期,負,60,38,3723,0.010924744893017433,-0.2624200499852195,-0.17019544595070843,0.012648076395937125,0.19298344733337067,0.28151650813730605,0.7631578947368421,38,0.018971095997732626,0.5263157894736842,-0.008046351104715193,-0.04780519526563353,0.03171249305620314,非判定格（方向−）,
主,b,b 近 60 日報酬正負,全期,正,120,38,5338,0.03164559527909937,-0.21180850663118148,-0.1580344145143575,0.03745774393261603,0.21659724520706594,0.27569511173097744,0.6052631578947368,38,0.04179918073478457,0.7368421052631579,-0.010153585455685205,-0.07889402893364088,0.05858685802227047,非判定格（方向−）,
主,b,b 近 60 日報酬正負,全期,負,120,38,3723,0.04179918073478457,-0.3152157010303288,-0.2079938123658214,0.0399242534333899,0.3198364014351976,0.43307102720595425,0.7368421052631579,38,0.03164559527909937,0.6052631578947368,0.010153585455685205,-0.05858685802227047,0.07889402893364088,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,1990s,正,20,11,1259,0.020241075782644617,-0.10039274187986603,-0.07580830490849859,0.013273333812678256,0.12496908608805375,0.17303936666083722,0.7272727272727273,10,-0.009832154621228018,0.3,0.030073230403872636,-0.02290882876265435,0.08305528957039962,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,1990s,負,20,10,1505,-0.009832154621228018,-0.15902661195340234,-0.11553589448465307,-0.012380634786077538,0.09739717478803415,0.15724201940393107,0.3,11,0.020241075782644617,0.7272727272727273,-0.030073230403872636,-0.08305528957039962,0.02290882876265435,非判定格（方向−）,
主,b,b 近 60 日報酬正負,1990s,正,60,11,1259,0.037889118689571843,-0.186182849766564,-0.14661761417432662,0.03759290055407982,0.21042201569939403,0.28387905314624334,0.6363636363636364,10,-0.00043984879909734624,0.7,0.03832896748866919,-0.07902177396475682,0.1556797089420952,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,1990s,負,60,10,1505,-0.00043984879909734624,-0.35533663303596635,-0.1758635755078668,-0.02565251390740264,0.2281863741859231,0.34301661612301215,0.7,11,0.037889118689571843,0.6363636363636364,-0.03832896748866919,-0.1556797089420952,0.07902177396475682,非判定格（方向−）,
主,b,b 近 60 日報酬正負,1990s,正,120,11,1259,0.04910269400037864,-0.2253555654853017,-0.190863141073516,0.05264366807493692,0.28235245103776413,0.34743386116772157,0.6363636363636364,10,0.03601262507587514,0.8,0.013090068924503498,-0.16041067963249556,0.18659081748150258,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,1990s,負,120,10,1505,0.03601262507587514,-0.2644744730104269,-0.2079740578144556,0.013705047556627603,0.33574056043676404,0.47010242989838413,0.8,11,0.04910269400037864,0.6363636363636364,-0.013090068924503498,-0.18659081748150258,0.16041067963249556,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2000s,正,20,11,1499,0.010804786599588799,-0.10063048023479777,-0.06691214612850283,0.013208320959370967,0.086853244838947,0.10608891350734383,0.5454545454545454,10,-0.011093844242937944,0.7,0.021898630842526745,-0.002574498907796218,0.04637176059284971,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,2000s,負,20,10,1005,-0.011093844242937944,-0.16130212289979004,-0.13057020086558838,-0.016724605241872914,0.11148528604225837,0.1482859495741472,0.7,11,0.010804786599588799,0.5454545454545454,-0.021898630842526745,-0.04637176059284971,0.002574498907796218,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2000s,正,60,11,1499,0.010435321248805609,-0.17750493780621546,-0.14336896251630288,0.018276056891596504,0.1380174427291647,0.17060860787626217,0.45454545454545453,10,0.0010770804442095268,0.7,0.009358240804596083,-0.0630066519924062,0.08172313360159837,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,2000s,負,60,10,1005,0.0010770804442095268,-0.2944906987581065,-0.2518367571351638,0.005632148609017618,0.24316302596340172,0.41425799703614524,0.7,11,0.010435321248805609,0.45454545454545453,-0.009358240804596083,-0.08172313360159837,0.0630066519924062,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2000s,正,120,11,1499,0.007421502215437161,-0.32406174344884836,-0.21973440222540072,0.02357488703894317,0.1975725783009416,0.24016363469212842,0.6363636363636364,10,0.029010880135535922,0.6,-0.02158937792009876,-0.1707916748161192,0.12761291897592167,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2000s,負,120,10,1005,0.029010880135535922,-0.37935675761526627,-0.3426427329170999,-0.0011711985187305984,0.42942957184066044,0.5524370493440451,0.6,11,0.007421502215437161,0.6363636363636364,0.02158937792009876,-0.12761291897592167,0.1707916748161192,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,2010s,正,20,13,1684,0.0035894036514195387,-0.05271216601598276,-0.04078222214468302,0.007950034337181777,0.0423327087042015,0.05120772012739125,0.5384615384615384,12,0.004561150981570275,0.75,-0.000971747330150736,-0.014844349663649985,0.012900855003348512,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2010s,負,20,12,781,0.004561150981570275,-0.0851632399053559,-0.06528872549596598,0.012852967638462776,0.061930455091574244,0.07537329151341221,0.75,13,0.0035894036514195387,0.5384615384615384,0.000971747330150736,-0.012900855003348512,0.014844349663649985,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,2010s,正,60,13,1684,0.0038713500605292534,-0.11902732153595354,-0.08354077194655721,0.016712900499249117,0.06466874758699744,0.08023676487723685,0.46153846153846156,12,0.02472229416280827,0.8333333333333334,-0.020850944102279015,-0.05490163451988697,0.013199746315328942,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2010s,負,60,12,781,0.02472229416280827,-0.11515633646145829,-0.07505173855241709,0.03734916046182901,0.10478215297097271,0.124576281557081,0.8333333333333334,13,0.0038713500605292534,0.46153846153846156,0.020850944102279015,-0.013199746315328942,0.05490163451988697,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,2010s,正,120,13,1684,0.012791220232354185,-0.12813747252386784,-0.10105999701586015,0.025000577553004333,0.09771115026707942,0.11180281949176664,0.5384615384615384,12,0.03825148616888065,0.8333333333333334,-0.025460265936526463,-0.0855490296296241,0.03462849775657117,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2010s,負,120,12,781,0.03825148616888065,-0.16349329057066808,-0.11555576584415617,0.058450395800785815,0.1377147543337438,0.1570712995982193,0.8333333333333334,13,0.012791220232354185,0.5384615384615384,0.025460265936526463,-0.03462849775657117,0.0855490296296241,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,2020s,正,20,6,896,0.01202764414152405,-0.060979865364414354,-0.044092600458162656,0.012210787959420322,0.07407781221831711,0.0894708318161998,0.5,6,0.010342329824448403,0.8333333333333334,0.0016853143170756472,-0.03894647325039839,0.04231710188454969,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,2020s,負,20,6,432,0.010342329824448403,-0.11154968251547932,-0.08680342280566145,0.01744165886033433,0.08523056894445857,0.11938941145016395,0.8333333333333334,6,0.01202764414152405,0.5,-0.0016853143170756472,-0.04231710188454969,0.03894647325039839,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2020s,正,60,6,896,0.035048448606958625,-0.11394532366515436,-0.07421819808602759,0.03298473979707506,0.1458954796715899,0.16226584470796052,0.5,6,0.04848199095315176,0.8333333333333334,-0.013433542346193136,-0.09415743244735604,0.06729034775496977,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2020s,負,60,6,432,0.04848199095315176,-0.13241651567340929,-0.10718832348823515,0.05301296556687851,0.1795755886114445,0.1984463374463441,0.8333333333333334,6,0.035048448606958625,0.5,0.013433542346193136,-0.06729034775496977,0.09415743244735604,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,2020s,正,120,6,896,0.08307884951019084,-0.15136267706368983,-0.06250316894829289,0.0652677389230113,0.2586564556774237,0.301857884305806,0.6666666666666666,6,0.09812269421829053,0.6666666666666666,-0.01504384470809969,-0.1664927132566792,0.1364050238404798,非判定格（方向−）,
主,b,b 近 60 日報酬正負,2020s,負,120,6,432,0.09812269421829053,-0.19474713321636014,-0.15496551558208538,0.12256992260639454,0.28731827522716247,0.3619818748122345,0.6666666666666666,6,0.08307884951019084,0.6666666666666666,0.01504384470809969,-0.1364050238404798,0.1664927132566792,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,主判定 2001 起,正,20,27,4004,0.008438849637668847,-0.0680991244092672,-0.047590065583773045,0.010795896115595505,0.06475466896064183,0.08562426422139607,0.5555555555555556,28,0.0024236766613223476,0.7857142857142857,0.006015172976346499,-0.005727677667378729,0.017758023620071728,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,主判定 2001 起,負,20,28,2022,0.0024236766613223476,-0.12570491857253693,-0.09257562361829152,0.007679827151083285,0.08638850986871983,0.12019033296096,0.7857142857142857,27,0.008438849637668847,0.5555555555555556,-0.006015172976346499,-0.017758023620071728,0.005727677667378729,非判定格（方向−）,
主,b,b 近 60 日報酬正負,主判定 2001 起,正,60,27,4004,0.014454254689351569,-0.144129390122681,-0.10482123044568956,0.020499878070479594,0.1181636297193051,0.15055798290953343,0.5185185185185185,28,0.031211723023253347,0.7857142857142857,-0.01675746833390178,-0.049979206364171795,0.016464269696368238,非判定格（方向−）,
主,b,b 近 60 日報酬正負,主判定 2001 起,負,60,28,2022,0.031211723023253347,-0.20227241402204496,-0.13413034780105496,0.03950445777656719,0.1729753606272514,0.24536436036653347,0.7857142857142857,27,0.014454254689351569,0.5185185185185185,0.01675746833390178,-0.016464269696368238,0.049979206364171795,非判定格（方向＋）,
主,b,b 近 60 日報酬正負,主判定 2001 起,正,120,27,4004,0.029725121705710244,-0.19171718395921653,-0.12651660654759925,0.03710526421416682,0.1863442799079668,0.23874674356101255,0.6296296296296297,28,0.07064580217597727,0.7142857142857143,-0.04092068047026702,-0.10981544142562023,0.027974080485086192,非判定格（方向−）,
主,b,b 近 60 日報酬正負,主判定 2001 起,負,120,28,2022,0.07064580217597727,-0.22017279788827798,-0.16308668618852462,0.061745914995203544,0.32149388751678837,0.4334874076841378,0.7142857142857143,27,0.029725121705710244,0.6296296296296297,0.04092068047026702,-0.027974080485086192,0.10981544142562023,非判定格（方向＋）,
主,ab,a∧b 三態,全期,不同向,20,25,1308,0.00875450598118901,-0.09649361328284885,-0.06605798444112392,0.006567669213636829,0.08251403687672924,0.1408839569580508,0.68,52,0.0056419143696453,0.6346153846153846,0.0031125916115437094,-0.020152058628747953,0.026377241851835372,非判定格（方向＋）,
主,ab,a∧b 三態,全期,同向多,20,29,4796,0.00733953909578503,-0.08878135821382557,-0.05884352494108802,0.009537371272961281,0.07183484289799236,0.09395089294450476,0.5862068965517241,48,0.00464667271715949,0.6875,0.00269286637862554,-0.016697462870903703,0.02208319562815478,非判定格（方向＋）,
主,ab,a∧b 三態,全期,同向空,20,23,2782,0.002715311858298736,-0.12544362968473502,-0.09640994963751104,0.0012885647404826672,0.10173174941658585,0.13724798940328106,0.6956521739130435,54,0.007642746285514455,0.6296296296296297,-0.004927434427215719,-0.037351933076380656,0.02749706422194922,非判定格（方向−）,
主,ab,a∧b 三態,全期,不同向,60,25,1308,0.03475131120788249,-0.14955502965079814,-0.11843427890197845,0.028115347942732072,0.20793538174401588,0.2770947049325045,0.64,52,0.01644542322763946,0.6538461538461539,0.01830588798024303,-0.028715665254123317,0.06532744121460937,非判定格（方向＋）,
主,ab,a∧b 三態,全期,同向多,60,29,4796,0.01121371848299113,-0.16126804529914177,-0.12395609275751218,0.020657497877974662,0.12739564578511264,0.15837893377669043,0.5862068965517241,48,0.028434508174703336,0.6875,-0.017220789691712205,-0.054168355079801306,0.0197267756963769,非判定格（方向−）,
主,ab,a∧b 三態,全期,同向空,60,23,2782,0.02546456627412881,-0.22181144764424932,-0.14384634750435518,0.012775319108550454,0.19981718191813438,0.3280961436908922,0.7391304347826086,54,0.016257488352610705,0.6111111111111112,0.009207077921518106,-0.035581851387152696,0.05399600723018891,非判定格（方向＋）,
主,ab,a∧b 三態,全期,不同向,120,25,1308,0.06529213395472598,-0.22262157601559546,-0.18168271514641332,0.053469880997355945,0.3089514889833418,0.40941959456886434,0.64,52,0.03396099127683207,0.7115384615384616,0.031331142677893914,-0.04757974749396365,0.11024203284975148,非判定格（方向＋）,
主,ab,a∧b 三態,全期,同向多,120,29,4796,0.019515446009282723,-0.22163649203509583,-0.1651161898667563,0.03363775514412859,0.1963866944582946,0.23900114009909723,0.6206896551724138,48,0.060919908080218826,0.7291666666666666,-0.04140446207093611,-0.11029382848751944,0.027484904345647224,非判定格（方向−）,
主,ab,a∧b 三態,全期,同向空,120,23,2782,0.05886423897746708,-0.23624325740774807,-0.18514656922853523,0.045179170883848596,0.3364979886383879,0.4243424203223318,0.8260869565217391,54,0.02932473628330629,0.6296296296296297,0.02953950269416079,-0.05308859791892806,0.11216760330724965,非判定格（方向＋）,
主,ab,a∧b 三態,1990s,不同向,20,7,496,0.006064043121043694,-0.11576910166632562,-0.09056165237203201,-0.0029961853838119668,0.11183139467285341,0.18098692746353007,0.5714285714285714,14,0.010116576172336845,0.7142857142857143,-0.004052533051293151,-0.06621735559715124,0.05811228949456494,非判定格（方向−）,
主,ab,a∧b 三態,1990s,同向多,20,8,1025,0.015658806084695703,-0.10088203405303113,-0.07639995368748116,0.012908968238232621,0.10664416720977636,0.15071801527761888,0.75,13,0.005186549214895028,0.6153846153846154,0.010472256869800675,-0.057963632712240615,0.07890814645184197,非判定格（方向＋）,
主,ab,a∧b 三態,1990s,同向空,20,6,1064,0.004777491905261817,-0.10508166757431518,-0.08692536411463184,-0.006348043465625841,0.10421241927402793,0.15006758706971438,0.6666666666666666,15,0.01252994189668032,0.6666666666666666,-0.007752449991418503,-0.12241586392273818,0.10691096393990118,非判定格（方向−）,
主,ab,a∧b 三態,1990s,不同向,60,7,496,0.06096131505771462,-0.14516901913719965,-0.11915875912189594,0.013646972262963186,0.2878876633358175,0.3442078220575793,0.5714285714285714,14,0.021237811313151864,0.6428571428571429,0.03972350374456275,-0.07909827971735178,0.1585452872064773,非判定格（方向＋）,
主,ab,a∧b 三態,1990s,同向多,60,8,1025,0.01607123823076411,-0.188190509358815,-0.14743169128118333,0.022460075132101576,0.1693576981046374,0.19773953239005249,0.625,13,0.03726255186876121,0.6153846153846154,-0.021191313637997096,-0.1127121410499676,0.0703295137739734,非判定格（方向−）,
主,ab,a∧b 三態,1990s,同向空,60,6,1064,0.02621500812654232,-0.15860150557533914,-0.13055679727795136,-0.011561839212776148,0.22447453052715166,0.38635678873074253,0.6666666666666666,15,0.030709948359736797,0.6,-0.004494940233194477,-0.12408276383185844,0.11509288336546948,非判定格（方向−）,
主,ab,a∧b 三態,1990s,不同向,120,7,496,0.1107722825208488,-0.2369806850018579,-0.19744310378794627,0.14524254375503276,0.40762042956515343,0.4730889357699097,0.7142857142857143,14,0.037520284295467464,0.7857142857142857,0.07325199822538134,-0.11011844640966514,0.2566224428604278,非判定格（方向＋）,
