cell,entry_pos,sid
F01,628,1463
F01,628,2031
F01,628,2354
F01,628,2399
F01,628,2405
F01,628,2496
F01,628,2548
F01,628,2883
F01,628,3455
F01,628,3498
F01,628,3512
F01,628,3515
F01,628,3529
F01,628,3563
F01,628,3625
F01,628,3665
F01,628,4147
F01,628,4162
F01,628,4721
F01,628,4943
F01,628,5263
F01,628,5269
F01,628,5274
F01,628,5289
F01,628,5483
F01,628,5534
F01,628,6176
F01,628,6220
F01,628,6456
F01,628,6462
F01,628,6488
F01,628,8071
F01,628,8929
F01,651,1515
F01,651,1597
F01,651,1710
F01,651,2328
F01,651,2354
F01,651,2464
F01,651,2496
F01,651,2534
F01,651,3149
F01,651,3167
F01,651,3323
F01,651,3443
F01,651,3515
F01,651,3563
F01,651,3580
F01,651,3661
F01,651,3665
F01,651,4129
F01,651,4147
F01,651,4162
F01,651,4502
F01,651,4721
F01,651,4916
F01,651,4943
F01,651,4966
F01,651,5269
F01,651,5285
F01,651,5483
F01,651,5530
F01,651,6169
F01,651,6220
F01,651,6414
F01,651,6456
F01,651,6462
F01,651,6488
F01,651,6531
F01,651,8070
F01,651,8279
F01,673,1515
F01,673,1597
F01,673,1710
F01,673,1909
F01,673,2031
F01,673,2328
F01,673,2337
F01,673,2354
F01,673,2464
F01,673,2548
F01,673,3167
F01,673,3498
F01,673,3558
F01,673,3563
F01,673,3625
F01,673,3665
F01,673,4129
F01,673,4147
F01,673,4162
F01,673,4721
F01,673,4934
F01,673,4943
F01,673,5285
F01,673,5483
F01,673,5534
F01,673,5536
F01,673,6220
F01,673,6414
F01,673,6446
F01,673,6456
F01,673,6462
F01,673,6488
F01,673,8924
F01,692,1515
F01,692,1526
F01,692,1597
F01,692,1605
F01,692,1909
F01,692,2027
F01,692,2354
F01,692,2363
F01,692,2464
F01,692,2883
F01,692,3081
F01,692,3167
F01,692,3232
F01,692,3504
F01,692,3508
F01,692,3563
F01,692,3625
F01,692,3661
F01,692,3665
F01,692,4147
F01,692,4162
F01,692,4414
F01,692,4721
F01,692,4934
F01,692,4943
F01,692,5263
F01,692,5285
F01,692,5443
F01,692,5483
F01,692,5534
F01,692,6244
F01,692,6414
F01,692,6438
F01,692,6456
F01,692,6462
F01,692,6477
F01,692,6488
F01,692,8155
F01,714,1515
F01,714,1526
F01,714,1597
F01,714,1909
F01,714,2027
F01,714,2337
F01,714,2354
F01,714,2360
F01,714,2405
F01,714,2439
F01,714,2464
F01,714,2882
F01,714,2883
F01,714,3081
F01,714,3105
F01,714,3167
F01,714,3374
F01,714,3441
F01,714,3443
F01,714,3563
F01,714,3625
F01,714,3665
F01,714,4147
F01,714,4414
F01,714,4721
F01,714,4912
F01,714,4943
F01,714,4979
F01,714,5285
F01,714,5481
F01,714,5483
F01,714,5536
F01,714,6005
F01,714,6208
F01,714,6220
F01,714,6245
F01,714,6414
F01,714,6438
F01,714,6456
F01,714,6488
F01,714,8155
F01,735,1314
F01,735,1515
F01,735,1597
F01,735,2027
F01,735,2354
F01,735,2360
F01,735,2367
F01,735,2439
F01,735,2534
F01,735,2883
F01,735,3081
F01,735,3105
F01,735,3167
F01,735,3374
F01,735,3508
F01,735,3546
F01,735,3563
F01,735,3665
F01,735,4137
F01,735,4147
F01,735,4721
F01,735,4916
F01,735,4943
F01,735,5285
F01,735,5289
F01,735,5392
F01,735,5483
F01,735,5534
F01,735,6150
F01,735,6257
F01,735,6269
F01,735,6414
F01,735,6456
F01,735,6488
F01,735,8176
F01,735,8489
F01,757,1515
F01,757,2208
F01,757,2354
F01,757,2367
F01,757,2399
F01,757,2439
F01,757,2520
F01,757,2614
F01,757,2883
F01,757,2889
F01,757,2915
F01,757,3081
F01,757,3105
F01,757,3374
F01,757,3508
F01,757,3563
F01,757,3665
F01,757,4147
F01,757,4148
F01,757,4162
F01,757,4414
F01,757,4721
F01,757,4958
F01,757,5274
F01,757,5285
F01,757,5481
F01,757,5534
F01,757,5536
F01,757,6005
F01,757,6150
F01,757,6180
F01,757,6208
F01,757,6269
F01,757,6414
F01,757,6548
F01,757,6609
F01,757,8027
F01,757,8176
F01,757,8489
F01,757,8936
F01,770,1526
F01,770,1597
F01,770,1605
F01,770,2038
F01,770,2049
F01,770,2354
F01,770,2399
F01,770,2534
F01,770,2542
F01,770,2614
F01,770,2883
F01,770,2915
F01,770,3030
F01,770,3081
F01,770,3362
F01,770,3374
F01,770,3508
F01,770,3563
F01,770,3625
F01,770,3665
F01,770,4137
F01,770,4148
F01,770,4157
F01,770,4162
F01,770,4560
F01,770,4943
F01,770,5481
F01,770,6180
F01,770,6208
F01,770,6237
F01,770,6414
F01,770,6438
F01,770,6548
F01,770,8027
F01,770,8489
F01,770,8924
F01,793,1597
F01,793,1786
F01,793,1808
F01,793,2027
F01,793,2327
F01,793,2354
F01,793,2360
F01,793,2408
F01,793,2509
F01,793,2614
F01,793,2883
F01,793,2885
F01,793,2915
F01,793,3228
F01,793,3289
F01,793,3563
F01,793,3661
F01,793,3665
F01,793,4162
F01,793,4721
F01,793,5201
F01,793,5512
F01,793,6024
F01,793,6150
F01,793,6180
F01,793,6182
F01,793,6203
F01,793,6237
F01,793,6257
F01,793,6438
F01,793,6449
F01,793,8436
F01,793,8489
F01,811,1423
F01,811,1597
F01,811,1786
F01,811,1808
F01,811,2354
F01,811,2376
F01,811,2405
F01,811,2408
F01,811,2542
F01,811,2883
F01,811,3228
F01,811,3504
F01,811,3529
F01,811,3563
F01,811,3665
F01,811,4108
F01,811,4190
F01,811,4721
F01,811,4943
F01,811,5534
F01,811,6101
F01,811,6111
F01,811,6150
F01,811,6180
F01,811,6257
F01,811,6414
F01,811,6449
F01,811,6477
F01,811,6499
F01,811,8093
F01,811,8446
F01,811,8489
F01,811,9945
F01,833,1597
F01,833,1710
F01,833,1808
F01,833,1909
F01,833,2027
F01,833,2338
F01,833,2354
F01,833,2377
F01,833,2405
F01,833,2408
F01,833,2492
F01,833,2534
F01,833,2542
F01,833,2732
F01,833,2882
F01,833,2883
F01,833,3504
F01,833,3563
F01,833,3665
F01,833,4147
F01,833,4743
F01,833,4916
F01,833,4939
F01,833,4943
F01,833,6173
F01,833,6180
F01,833,6237
F01,833,6257
F01,833,6414
F01,833,6449
F01,833,6477
F01,833,6532
F01,833,8261
F01,833,8436
F01,833,8489
F01,833,8926
F01,853,1909
F01,853,2327
F01,853,2338
F01,853,2354
F01,853,2360
F01,853,2362
F01,853,2363
F01,853,2408
F01,853,2492
F01,853,2534
F01,853,2542
F01,853,2883
F01,853,3030
F01,853,3078
F01,853,3088
F01,853,3563
F01,853,3596
F01,853,3645
F01,853,3708
F01,853,4123
F01,853,4162
F01,853,4414
F01,853,4513
F01,853,4943
F01,853,5213
F01,853,5285
F01,853,5392
F01,853,5534
F01,853,6150
F01,853,6173
F01,853,6180
F01,853,6257
F01,853,6414
F01,853,6446
F01,853,6462
F01,853,8064
F01,853,8415
F01,853,8436
F01,853,8489
F01,875,1597
F01,875,2327
F01,875,2338
F01,875,2360
F01,875,2408
F01,875,2478
F01,875,2492
F01,875,2542
F01,875,2883
F01,875,3011
F01,875,3030
F01,875,3059
F01,875,3504
F01,875,3563
F01,875,3630
F01,875,3645
F01,875,4119
F01,875,4123
F01,875,4147
F01,875,5299
F01,875,5457
F01,875,5536
F01,875,6173
F01,875,6180
F01,875,6257
F01,875,6283
F01,875,6414
F01,875,6462
F01,875,6472
F01,875,6533
F01,875,8436
F01,875,8489
F01,875,9945
F01,898,1786
F01,898,2031
F01,898,2327
F01,898,2338
F01,898,2408
F01,898,2439
F01,898,2442
F01,898,2478
F01,898,2492
F01,898,2547
F01,898,2883
F01,898,2890
F01,898,3360
F01,898,3504
F01,898,3563
F01,898,3630
F01,898,4119
F01,898,4147
F01,898,4162
F01,898,4736
F01,898,5457
F01,898,5474
F01,898,5536
F01,898,6173
F01,898,6180
F01,898,6207
F01,898,6414
F01,898,6446
F01,898,6472
F01,898,8064
F01,898,8436
F01,917,1519
F01,917,2327
F01,917,2338
F01,917,2408
F01,917,2478
F01,917,2492
F01,917,2534
F01,917,2542
F01,917,2547
F01,917,2883
F01,917,3036
F01,917,3090
F01,917,3374
F01,917,3504
F01,917,3508
F01,917,3563
F01,917,3630
F01,917,4123
F01,917,4147
F01,917,4953
F01,917,5457
F01,917,5474
F01,917,6173
F01,917,6180
F01,917,6257
F01,917,6414
F01,917,6451
F01,917,6552
F01,917,8436
F01,917,8489
F01,939,1439
F01,939,2327
F01,939,2338
F01,939,2408
F01,939,2439
F01,939,2442
F01,939,2478
F01,939,2492
F01,939,2534
F01,939,2542
F01,939,2547
F01,939,2606
F01,939,3036
F01,939,3083
F01,939,3563
F01,939,3630
F01,939,4147
F01,939,4162
F01,939,5457
F01,939,5522
F01,939,6173
F01,939,6180
F01,939,6182
F01,939,6451
F01,939,6552
F01,939,8064
F01,939,8436
F01,939,8936
F01,961,2327
F01,961,2442
F01,961,2478
F01,961,2492
F01,961,2542
F01,961,3036
F01,961,3508
F01,961,3563
F01,961,3630
F01,961,3673
F01,961,4147
F01,961,4162
F01,961,4426
F01,961,4912
F01,961,5269
F01,961,6153
F01,961,6173
F01,961,6180
F01,961,6182
F01,961,6266
F01,961,6451
F01,961,6472
F01,961,6552
F01,961,8436
F01,961,8489
F01,961,8926
F01,961,9945
F01,982,1515
F01,982,1532
F01,982,1730
F01,982,1786
F01,982,2327
F01,982,2492
F01,982,2542
F01,982,2548
F01,982,3563
F01,982,3624
F01,982,3630
F01,982,4147
F01,982,4736
F01,982,4906
F01,982,5263
F01,982,5269
F01,982,5457
F01,982,6111
F01,982,6173
F01,982,6180
F01,982,6414
F01,982,6451
F01,982,6510
F01,982,6552
F01,982,8436
F01,982,9945
F01,1003,1515
F01,1003,1760
F01,1003,2375
F01,1003,2404
F01,1003,2492
F01,1003,3004
F01,1003,3455
F01,1003,3596
F01,1003,3630
F01,1003,3661
F01,1003,3673
F01,1003,4162
F01,1003,4953
F01,1003,4960
F01,1003,4966
F01,1003,5269
F01,1003,5288
F01,1003,5457
F01,1003,5534
F01,1003,6173
F01,1003,6266
F01,1003,6278
F01,1003,6414
F01,1003,6451
F01,1003,6533
F01,1003,6552
F01,1003,8038
F01,1003,8341
F01,1003,8436
F01,1016,1515
F01,1016,1760
F01,1016,2208
F01,1016,2375
F01,1016,2404
F01,1016,2492
F01,1016,3004
F01,1016,3293
F01,1016,3360
F01,1016,3596
F01,1016,3630
F01,1016,3661
F01,1016,3673
F01,1016,4162
F01,1016,4953
F01,1016,4960
F01,1016,4966
F01,1016,5269
F01,1016,5288
F01,1016,5457
F01,1016,5534
F01,1016,6173
F01,1016,6266
F01,1016,6278
F01,1016,6414
F01,1016,6451
F01,1016,6472
F01,1016,6533
F01,1016,6552
F01,1016,8038
F01,1016,8341
F01,1016,8436
F01,1016,9945
F01,1036,1515
F01,1036,1795
F01,1036,2404
F01,1036,2419
F01,1036,2442
F01,1036,2480
F01,1036,2542
F01,1036,2548
F01,1036,3034
F01,1036,3036
F01,1036,3083
F01,1036,3141
F01,1036,3360
F01,1036,3455
F01,1036,3535
F01,1036,3576
F01,1036,3596
F01,1036,3630
F01,1036,3673
F01,1036,4162
F01,1036,4942
F01,1036,4953
F01,1036,4960
F01,1036,4977
F01,1036,5457
F01,1036,5534
F01,1036,6111
F01,1036,6414
F01,1036,6446
F01,1036,6456
F01,1036,6472
F01,1036,6486
F01,1036,6533
F01,1036,6552
F01,1036,8436
F01,1036,9938
F01,1056,1515
F01,1056,1589
F01,1056,2345
F01,1056,2363
F01,1056,2375
F01,1056,2404
F01,1056,2439
F01,1056,2442
F01,1056,3029
F01,1056,3049
F01,1056,3083
F01,1056,3324
F01,1056,3535
F01,1056,3576
F01,1056,3580
F01,1056,3583
F01,1056,3596
F01,1056,3611
F01,1056,3630
F01,1056,3661
F01,1056,3704
F01,1056,4119
F01,1056,4162
F01,1056,4164
F01,1056,4438
F01,1056,4728
F01,1056,4953
F01,1056,4960
F01,1056,5457
F01,1056,6188
F01,1056,6414
F01,1056,6451
F01,1056,6456
F01,1056,6533
F01,1056,6552
F01,1056,8038
F01,1056,8436
F01,1078,1229
F01,1078,1515
F01,1078,1730
F01,1078,1760
F01,1078,2345
F01,1078,2404
F01,1078,2439
F01,1078,2501
F01,1078,2520
F01,1078,3029
F01,1078,3049
F01,1078,3083
F01,1078,3290
F01,1078,3338
F01,1078,3535
F01,1078,3576
F01,1078,3630
F01,1078,4163
F01,1078,4728
F01,1078,4953
F01,1078,4966
F01,1078,5457
F01,1078,5519
F01,1078,6153
F01,1078,6163
F01,1078,6188
F01,1078,6414
F01,1078,6451
F01,1078,6533
F01,1078,6552
F01,1078,8436
F01,1097,1229
F01,1097,1477
F01,1097,1515
F01,1097,2379
F01,1097,2404
F01,1097,2439
F01,1097,2501
F01,1097,2520
F01,1097,2548
F01,1097,3049
F01,1097,3083
F01,1097,3176
F01,1097,3293
F01,1097,3374
F01,1097,3535
F01,1097,3576
F01,1097,3630
F01,1097,3673
F01,1097,4953
F01,1097,4994
F01,1097,5457
F01,1097,5519
F01,1097,6414
F01,1097,6451
F01,1097,6486
F01,1097,6533
F01,1097,6552
F01,1097,8341
F01,1097,8436
F01,1120,1229
F01,1120,1786
F01,1120,2375
F01,1120,2379
F01,1120,2404
F01,1120,2442
F01,1120,2548
F01,1120,3038
F01,1120,3081
F01,1120,3083
F01,1120,3293
F01,1120,3338
F01,1120,3363
F01,1120,3374
F01,1120,3406
F01,1120,3630
F01,1120,3673
F01,1120,3680
F01,1120,4142
F01,1120,4147
F01,1120,4162
F01,1120,4163
F01,1120,4728
F01,1120,4906
F01,1120,4953
F01,1120,4994
F01,1120,5263
F01,1120,5457
F01,1120,5880
F01,1120,6188
F01,1120,6192
F01,1120,6278
F01,1120,6426
F01,1120,6533
F01,1120,6552
F01,1141,1229
F01,1141,1515
F01,1141,1795
F01,1141,2345
F01,1141,2375
F01,1141,2404
F01,1141,2455
F01,1141,2520
F01,1141,2548
F01,1141,3004
F01,1141,3036
F01,1141,3083
F01,1141,3105
F01,1141,3293
F01,1141,3324
F01,1141,3406
F01,1141,3576
F01,1141,3630
F01,1141,3680
F01,1141,4147
F01,1141,4953
F01,1141,4966
F01,1141,4994
F01,1141,5263
F01,1141,5457
F01,1141,5534
F01,1141,6005
F01,1141,6150
F01,1141,6153
F01,1141,6192
F01,1141,6217
F01,1141,6426
F01,1141,6533
F01,1141,6552
F01,1141,9946
F01,1160,1589
F01,1160,1786
F01,1160,2375
F01,1160,2444
F01,1160,2548
F01,1160,3038
F01,1160,3048
F01,1160,3049
F01,1160,3083
F01,1160,3105
F01,1160,3293
F01,1160,3324
F01,1160,3406
F01,1160,3515
F01,1160,3530
F01,1160,3546
F01,1160,3680
F01,1160,4142
F01,1160,4147
F01,1160,4162
F01,1160,4728
F01,1160,4994
F01,1160,5263
F01,1160,5457
F01,1160,6217
F01,1160,6426
F01,1160,6472
F01,1160,6486
F01,1160,6533
F01,1160,6538
F01,1160,6552
F01,1160,6670
F01,1160,8016
F01,1160,8086
F01,1160,8926
F01,1181,1515
F01,1181,1589
F01,1181,2207
F01,1181,2345
F01,1181,2375
F01,1181,2379
F01,1181,2444
F01,1181,2455
F01,1181,2548
F01,1181,2882
F01,1181,3017
F01,1181,3049
F01,1181,3105
F01,1181,3131
F01,1181,3293
F01,1181,3406
F01,1181,3515
F01,1181,3680
F01,1181,4147
F01,1181,4728
F01,1181,4977
F01,1181,4994
F01,1181,5457
F01,1181,6150
F01,1181,6462
F01,1181,6510
F01,1181,6533
F01,1181,6538
F01,1181,6552
F01,1181,6683
F01,1181,8016
F01,1181,8086
F01,1181,9802
F01,1181,9935
F01,1181,9958
F01,1202,1569
F01,1202,1722
F01,1202,1786
F01,1202,2375
F01,1202,2455
F01,1202,2520
F01,1202,2534
F01,1202,2548
F01,1202,2886
F01,1202,3078
F01,1202,3105
F01,1202,3131
F01,1202,3217
F01,1202,3293
F01,1202,3338
F01,1202,3406
F01,1202,3479
F01,1202,3515
F01,1202,3630
F01,1202,3661
F01,1202,4147
F01,1202,4157
F01,1202,4977
F01,1202,5274
F01,1202,5457
F01,1202,6005
F01,1202,6219
F01,1202,6257
F01,1202,6462
F01,1202,6538
F01,1202,6667
F01,1202,8086
F01,1202,9802
F01,1202,9946
F01,1202,9958
F01,1224,1229
F01,1224,2338
F01,1224,2375
F01,1224,2387
F01,1224,2455
F01,1224,2505
F01,1224,2882
F01,1224,3008
F01,1224,3014
F01,1224,3049
F01,1224,3105
F01,1224,3131
F01,1224,3218
F01,1224,3227
F01,1224,3289
F01,1224,3293
F01,1224,3376
F01,1224,3406
F01,1224,3630
F01,1224,3661
F01,1224,3680
F01,1224,3706
F01,1224,4147
F01,1224,4943
F01,1224,4979
F01,1224,5457
F01,1224,6005
F01,1224,6217
F01,1224,6415
F01,1224,6538
F01,1224,6591
F01,1224,6679
F01,1224,8081
F01,1224,8086
F01,1224,8358
F01,1224,9958
F01,1239,1229
F01,1239,1795
F01,1239,2031
F01,1239,2505
F01,1239,2881
F01,1239,2882
F01,1239,3008
F01,1239,3049
F01,1239,3056
F01,1239,3105
F01,1239,3131
F01,1239,3227
F01,1239,3293
F01,1239,3406
F01,1239,3515
F01,1239,3545
F01,1239,3546
F01,1239,3630
F01,1239,3661
F01,1239,4142
F01,1239,4943
F01,1239,5274
F01,1239,5309
F01,1239,5457
F01,1239,5534
F01,1239,6005
F01,1239,6116
F01,1239,6150
F01,1239,6415
F01,1239,6446
F01,1239,6462
F01,1239,6538
F01,1239,6591
F01,1239,6668
F01,1239,8086
F01,1239,8358
F01,1239,9958
F01,1258,1519
F01,1258,2323
F01,1258,2455
F01,1258,2474
F01,1258,2882
F01,1258,3049
F01,1258,3105
F01,1258,3227
F01,1258,3293
F01,1258,3374
F01,1258,3406
F01,1258,3479
F01,1258,3515
F01,1258,3530
F01,1258,3545
F01,1258,4119
F01,1258,4142
F01,1258,4147
F01,1258,4167
F01,1258,4171
F01,1258,4760
F01,1258,4943
F01,1258,4968
F01,1258,5457
F01,1258,6111
F01,1258,6150
F01,1258,6257
F01,1258,6416
F01,1258,6441
F01,1258,6462
F01,1258,6538
F01,1258,8086
F01,1258,8155
F01,1258,8358
F01,1258,8926
F01,1258,9958
F01,1280,1229
F01,1280,1325
F01,1280,1752
F01,1280,2207
F01,1280,2338
F01,1280,2520
F01,1280,2548
F01,1280,3056
F01,1280,3105
F01,1280,3227
F01,1280,3293
F01,1280,3373
F01,1280,3374
F01,1280,3406
F01,1280,3530
F01,1280,3545
F01,1280,3661
F01,1280,4167
F01,1280,4707
F01,1280,4968
F01,1280,4977
F01,1280,5269
F01,1280,5457
F01,1280,6214
F01,1280,6415
F01,1280,6441
F01,1280,6510
F01,1280,6533
F01,1280,6538
F01,1280,6589
F01,1280,6668
F01,1280,8081
F01,1280,8086
F01,1280,8112
F01,1280,8155
F01,1280,8926
F01,1280,9802
F01,1280,9958
F01,1300,1229
F01,1300,1325
F01,1300,1439
F01,1300,1569
F01,1300,2337
F01,1300,2338
F01,1300,2505
F01,1300,3056
F01,1300,3081
F01,1300,3105
F01,1300,3176
F01,1300,3217
F01,1300,3227
F01,1300,3293
F01,1300,3374
F01,1300,3380
F01,1300,3406
F01,1300,3546
F01,1300,3557
F01,1300,4147
F01,1300,4968
F01,1300,5215
F01,1300,5269
F01,1300,5309
F01,1300,5457
F01,1300,5471
F01,1300,6104
F01,1300,6441
F01,1300,6492
F01,1300,6510
F01,1300,6531
F01,1300,6538
F01,1300,6589
F01,1300,8086
F01,1300,8112
F01,1300,8155
F01,1300,8299
F01,1300,8926
F01,1300,9958
F01,1320,1325
F01,1320,1598
F01,1320,1762
F01,1320,1789
F01,1320,2208
F01,1320,2342
F01,1320,2387
F01,1320,2474
F01,1320,2505
F01,1320,2542
F01,1320,2548
F01,1320,2614
F01,1320,3056
F01,1320,3217
F01,1320,3257
F01,1320,3293
F01,1320,3373
F01,1320,3374
F01,1320,3380
F01,1320,3406
F01,1320,3437
F01,1320,3483
F01,1320,3526
F01,1320,3546
F01,1320,3680
F01,1320,4157
F01,1320,4171
F01,1320,4726
F01,1320,4736
F01,1320,4935
F01,1320,5215
F01,1320,5457
F01,1320,5471
F01,1320,5522
F01,1320,6219
F01,1320,6416
F01,1320,6446
F01,1320,6492
F01,1320,6532
F01,1320,6538
F01,1320,6589
F01,1320,8086
F01,1320,8155
F01,1320,8926
F01,1320,9958
F01,1340,1325
F01,1340,1598
F01,1340,2342
F01,1340,2348
F01,1340,2368
F01,1340,2376
F01,1340,2458
F01,1340,2520
F01,1340,2548
F01,1340,2939
F01,1340,3041
F01,1340,3163
F01,1340,3257
F01,1340,3293
F01,1340,3338
F01,1340,3373
F01,1340,3380
F01,1340,3413
F01,1340,3515
F01,1340,3526
F01,1340,3529
F01,1340,3546
F01,1340,3557
F01,1340,3661
F01,1340,4167
F01,1340,4171
F01,1340,4736
F01,1340,4760
F01,1340,4935
F01,1340,4968
F01,1340,5215
F01,1340,5269
F01,1340,5274
F01,1340,5457
F01,1340,5522
F01,1340,5609
F01,1340,6416
F01,1340,6492
F01,1340,6504
F01,1340,6510
F01,1340,6582
F01,1340,6589
F01,1340,6683
F01,1340,8034
F01,1340,8086
F01,1340,8155
F01,1340,8926
F01,1340,9958
F01,1363,1229
F01,1363,1325
F01,1363,1515
F01,1363,1598
F01,1363,1714
F01,1363,2208
F01,1363,2342
F01,1363,2348
F01,1363,2376
F01,1363,2404
F01,1363,2417
F01,1363,2458
F01,1363,2505
F01,1363,2520
F01,1363,2855
F01,1363,2881
F01,1363,2882
F01,1363,3163
F01,1363,3325
F01,1363,3373
F01,1363,3380
F01,1363,3413
F01,1363,3515
F01,1363,3557
F01,1363,3661
F01,1363,3708
F01,1363,4171
F01,1363,4174
F01,1363,4726
F01,1363,4735
F01,1363,4935
F01,1363,4967
F01,1363,4968
F01,1363,5215
F01,1363,5223
F01,1363,5269
F01,1363,5274
F01,1363,5321
F01,1363,5474
F01,1363,5521
F01,1363,6005
F01,1363,6016
F01,1363,6203
F01,1363,6234
F01,1363,6237
F01,1363,6446
F01,1363,6477
F01,1363,6492
F01,1363,6582
F01,1363,6591
F01,1363,9958
F01,1384,1325
F01,1384,1467
F01,1384,1515
F01,1384,1519
F01,1384,1598
F01,1384,1762
F01,1384,2102
F01,1384,2327
F01,1384,2342
F01,1384,2348
F01,1384,2387
F01,1384,2404
F01,1384,2417
F01,1384,2458
F01,1384,2614
F01,1384,2855
F01,1384,3047
F01,1384,3055
F01,1384,3078
F01,1384,3218
F01,1384,3325
F01,1384,3373
F01,1384,3380
F01,1384,3413
F01,1384,3540
F01,1384,3557
F01,1384,3661
F01,1384,3669
F01,1384,3708
F01,1384,4147
F01,1384,4171
F01,1384,4735
F01,1384,4935
F01,1384,4968
F01,1384,4977
F01,1384,5215
F01,1384,5220
F01,1384,5269
F01,1384,5474
F01,1384,6005
F01,1384,6237
F01,1384,6441
F01,1384,6446
F01,1384,6477
F01,1384,6492
F01,1384,6504
F01,1384,6589
F01,1384,6591
F01,1384,8027
F01,1384,8926
F01,1384,9958
F01,1406,1325
F01,1406,1467
F01,1406,1598
F01,1406,1762
F01,1406,2327
F01,1406,2387
F01,1406,2404
F01,1406,2417
F01,1406,2458
F01,1406,2505
F01,1406,2520
F01,1406,2542
F01,1406,2614
F01,1406,3027
F01,1406,3047
F01,1406,3228
F01,1406,3325
F01,1406,3373
F01,1406,3380
F01,1406,3557
F01,1406,3661
F01,1406,3669
F01,1406,3708
F01,1406,4171
F01,1406,4726
F01,1406,4735
F01,1406,4935
F01,1406,4968
F01,1406,4977
F01,1406,5269
F01,1406,5471
F01,1406,5474
F01,1406,6150
F01,1406,6165
F01,1406,6179
F01,1406,6187
F01,1406,6203
F01,1406,6237
F01,1406,6283
F01,1406,6441
F01,1406,6477
F01,1406,6492
F01,1406,6504
F01,1406,6589
F01,1406,8069
F01,1406,8478
F01,1406,9958
F01,1425,1325
F01,1425,1447
F01,1425,1519
F01,1425,1598
F01,1425,2327
F01,1425,2404
F01,1425,2417
F01,1425,2505
F01,1425,2542
F01,1425,3055
F01,1425,3373
F01,1425,3443
