stage,cell,r,seed,cagr,mdd,vol,first,end,trades,eq_sha,w_mean,mode
repro,5,158,102158,0.31859683134784045,-0.33803414379326474,0.20457702753898804,523,2837,138,70d8ac116434a8fe,0.41016201600524155,win
repro,0,158,102158,0.39611106636633475,-0.45707615033863797,0.2817194664450377,523,2837,138,,,win
repro,8,159,102159,0.23412990247185417,-0.33949362832911967,0.2086626254541497,523,2837,138,148b56e3b6a2ee76,,win
repro,5,159,102159,0.24600840988162687,-0.33631397345391595,0.1981501663498882,523,2837,138,148b56e3b6a2ee76,0.42104093237377505,win
repro,0,159,102159,0.22779453933488925,-0.4165053087862517,0.26229022193321977,523,2837,138,,,win
repro,8,160,102160,0.24856403561129037,-0.33463767925855026,0.210805103158333,523,2837,138,97afaa3cd40a3005,,win
repro,5,160,102160,0.25890890192096316,-0.3235473923239234,0.201152129468787,523,2837,138,97afaa3cd40a3005,0.4206149667829524,win
repro,0,160,102160,0.2564784148684083,-0.491581199247167,0.2680996711371711,523,2837,138,,,win
repro,8,161,102161,0.21051068472521206,-0.3270229164371409,0.20544339868102132,523,2837,138,b2982f01a637c4ff,,win
repro,5,161,102161,0.22773511998646612,-0.32116878583249026,0.1968566869817458,523,2837,138,b2982f01a637c4ff,0.42677300841340654,win
repro,0,161,102161,0.17300560567163492,-0.3833596829429829,0.25659411942130644,523,2837,138,,,win
repro,8,162,102162,0.26230324137155603,-0.3903687921877229,0.21646631190510962,523,2837,138,c44f4f0e19be365e,,win
repro,5,162,102162,0.26704163608069664,-0.38137341590332186,0.2030644966879273,523,2837,138,c44f4f0e19be365e,0.41868436296197237,win
repro,0,162,102162,0.28155323760466766,-0.48117583771733335,0.27133896753121006,523,2837,138,,,win
repro,8,163,102163,0.25508312426362023,-0.30839663249279065,0.21214119317289531,523,2837,138,6d1274e48f898b06,,win
repro,5,163,102163,0.26824767152470397,-0.3037382675885401,0.20001237259147514,523,2837,138,6d1274e48f898b06,0.41413214762084427,win
repro,0,163,102163,0.2686090596177415,-0.38902368352265715,0.2683080667734023,523,2837,138,,,win
repro,8,164,102164,0.2866145274296974,-0.3783029296702097,0.21887221061840642,523,2837,138,ee309fcb5d7a4e76,,win
repro,5,164,102164,0.2932048361876942,-0.34749330641300546,0.19960049930602505,523,2837,138,ee309fcb5d7a4e76,0.4176035282377079,win
repro,0,164,102164,0.3221252688101588,-0.40853257258043774,0.26949148751487767,523,2837,138,,,win
repro,8,165,102165,0.2892449307770715,-0.34034141299977766,0.21398902691233107,523,2837,138,6fe2f8b5075bdc87,,win
repro,5,165,102165,0.2845563869422383,-0.3222855213891479,0.1982879988770505,523,2837,138,6fe2f8b5075bdc87,0.4220164505405632,win
repro,0,165,102165,0.32628649559745293,-0.3861689458279376,0.2605735601600614,523,2837,138,,,win
repro,8,166,102166,0.2899860132123868,-0.4201692646459854,0.22271006771025179,523,2837,138,2ed00b97349f1f9e,,win
repro,5,166,102166,0.28159003394804016,-0.3657799061924417,0.20142333002089585,523,2837,138,2ed00b97349f1f9e,0.41702711546071514,win
repro,0,166,102166,0.3274519651750629,-0.47766491386389176,0.2700548845152766,523,2837,138,,,win
repro,8,167,102167,0.25018035185084986,-0.31873482802943615,0.21997673129721265,523,2837,138,0089362b5f61ec62,,win
repro,5,167,102167,0.2629512745310738,-0.3109346274740965,0.20649855467801226,523,2837,138,0089362b5f61ec62,0.40619057499468764,win
repro,0,167,102167,0.25952851085890716,-0.4162391601569312,0.2837133001396941,523,2837,138,,,win
repro,8,168,102168,0.2621867775274427,-0.31044142906359606,0.21401708321156518,523,2837,138,da5f2fdfeaba3943,,win
repro,5,168,102168,0.27382216427999584,-0.30242170795304146,0.198749418406523,523,2837,138,da5f2fdfeaba3943,0.418154571717688,win
repro,0,168,102168,0.2813481855329003,-0.4307150224072068,0.26805958199702873,523,2837,138,,,win
repro,8,169,102169,0.3248654878880084,-0.34822608926000886,0.220688340301891,523,2837,138,b09c3e9da1e593c4,,win
repro,5,169,102169,0.30992226609037554,-0.3312391974019472,0.20440559875379216,523,2837,138,b09c3e9da1e593c4,0.41477731314164773,win
repro,0,169,102169,0.37944166344909336,-0.41002122004648645,0.2736968876931318,523,2837,138,,,win
repro,8,170,102170,0.33908059146489267,-0.3638355410288524,0.21996177070969067,523,2837,138,f89831f3d06d10ec,,win
repro,5,170,102170,0.31679681710875274,-0.3368546903694269,0.2011354237087075,523,2837,138,f89831f3d06d10ec,0.41342756793398755,win
repro,0,170,102170,0.39934638650069276,-0.4163565345784482,0.2724361946058695,523,2837,138,,,win
repro,8,171,102171,0.2390432485791929,-0.35463106302826275,0.21241523164528267,523,2837,138,c43b5b4a029dea4f,,win
repro,5,171,102171,0.24299796632098736,-0.34411833491676863,0.19683746335924676,523,2837,138,c43b5b4a029dea4f,0.4241495766241442,win
repro,0,171,102171,0.23787517687120596,-0.4092215377711186,0.259637778367217,523,2837,138,,,win
repro,8,172,102172,0.30635705618443354,-0.3121740344055302,0.21402473737467764,523,2837,138,b1e6bb3a71f5000f,,win
repro,5,172,102172,0.3047843549609177,-0.3058170905883784,0.19839580497447382,523,2837,138,b1e6bb3a71f5000f,0.42453590686378717,win
repro,0,172,102172,0.3524962182230005,-0.33993309026070384,0.2614185409456698,523,2837,138,,,win
repro,8,173,102173,0.2733330928655686,-0.32590647056133576,0.21223862513834388,523,2837,138,8772355b4a52e182,,win
repro,5,173,102173,0.28659174412849797,-0.3141060794213252,0.19805258626139738,523,2837,138,8772355b4a52e182,0.41619311034622947,win
repro,0,173,102173,0.3004756898550027,-0.4244789655396781,0.26974135303774527,523,2837,138,,,win
repro,8,174,102174,0.22852854861984295,-0.3129488602490659,0.20263001984426185,523,2837,138,1c68493c0704c1e3,,win
repro,5,174,102174,0.23856580730530008,-0.3069989565813153,0.19508395306846246,523,2837,138,1c68493c0704c1e3,0.43024015679075783,win
repro,0,174,102174,0.21583618412153793,-0.35635752818223493,0.25161419652803013,523,2837,138,,,win
repro,8,175,102175,0.24555717055949144,-0.3348876195656586,0.22144942179500315,523,2837,138,2b3cf4278abe6f13,,win
repro,5,175,102175,0.2606615826948009,-0.3214742095725034,0.2018351537536665,523,2837,138,2b3cf4278abe6f13,0.4158910677952078,win
repro,0,175,102175,0.2507246860258314,-0.38524937486459954,0.27549363180587316,523,2837,138,,,win
repro,8,176,102176,0.29015898612197577,-0.36065167850340457,0.21725831775507676,523,2837,138,ddd33ed30261f5e4,,win
repro,5,176,102176,0.28929399498545605,-0.338756025416837,0.20052093782257746,523,2837,138,ddd33ed30261f5e4,0.41426266388574035,win
repro,0,176,102176,0.3277235636291358,-0.4254675594096872,0.2716532095166607,523,2837,138,,,win
repro,8,177,102177,0.28353873134233654,-0.3375775010305375,0.222607904183967,523,2837,138,8e185becc1127be4,,win
repro,5,177,102177,0.27878002819328684,-0.31818579862100066,0.20110902382778795,523,2837,138,8e185becc1127be4,0.40996882463970136,win
repro,0,177,102177,0.31720929132311126,-0.3796341866405268,0.27411394102129366,523,2837,138,,,win
repro,8,178,102178,0.30177183416831066,-0.3252935373797582,0.21710043935357282,523,2837,138,aa671964ef5233a7,,win
repro,5,178,102178,0.2880667851613399,-0.31003692441055236,0.19835379428207173,523,2837,138,aa671964ef5233a7,0.4222557662964924,win
repro,0,178,102178,0.3456090138733725,-0.42797245857508875,0.2675215654008542,523,2837,138,,,win
repro,8,179,102179,0.23622642577367947,-0.3694029086436197,0.21211155367417361,523,2837,138,9c9054f7b95c3a0a,,win
repro,5,179,102179,0.24730839076065325,-0.35681606461357906,0.2002788373433741,523,2837,138,9c9054f7b95c3a0a,0.41348453207252317,win
repro,0,179,102179,0.23213980995807382,-0.45049450147666414,0.2695880778285247,523,2837,138,,,win
repro,8,180,102180,0.24740386467832387,-0.337129896581664,0.20987575988283597,523,2837,138,d2785f167bced238,,win
repro,5,180,102180,0.25382910289815563,-0.3192509937492018,0.19765936014233051,523,2837,138,d2785f167bced238,0.4260237297997143,win
repro,0,180,102180,0.2542708972384542,-0.4179383260196242,0.25677257054408575,523,2837,138,,,win
repro,8,181,102181,0.22033877833860505,-0.3417424565661241,0.20505391901856523,523,2837,138,483345dee035af75,,win
repro,5,181,102181,0.22685177945466428,-0.35660682605424937,0.19952544434243039,523,2837,138,483345dee035af75,0.4234874115918253,win
repro,0,181,102181,0.19730249014330425,-0.5220444686286387,0.26246934340965955,523,2837,138,,,win
repro,8,182,102182,0.2608870282797884,-0.38857151296379844,0.22240000356467554,523,2837,138,bb28c19d11cf1012,,win
repro,5,182,102182,0.26444431467089435,-0.3521982908493682,0.2021965373776148,523,2837,138,bb28c19d11cf1012,0.41179327967007856,win
repro,0,182,102182,0.2790517575765574,-0.4553442078169174,0.27658309784188106,523,2837,138,,,win
repro,8,183,102183,0.3075837245808368,-0.33027882372573675,0.226838115558648,523,2837,138,324d81e89d5ea2ba,,win
repro,5,183,102183,0.29337992223175613,-0.31503656023763993,0.2019811434057544,523,2837,138,324d81e89d5ea2ba,0.41199839849996933,win
repro,0,183,102183,0.35432332230743113,-0.43317304238230064,0.2770913356497278,523,2837,138,,,win
repro,8,184,102184,0.25770397774795173,-0.32570014703493405,0.21770147436231538,523,2837,138,bbfcbbaf4d1669fa,,win
repro,5,184,102184,0.26664246847411865,-0.317180688813959,0.20027633822024724,523,2837,138,bbfcbbaf4d1669fa,0.4128549754016953,win
repro,0,184,102184,0.2733638265147198,-0.41189495763048645,0.27050698461025274,523,2837,138,,,win
repro,8,185,102185,0.296658812290725,-0.3380976588907303,0.21932671850454327,523,2837,138,e911e3d66644c217,,win
repro,5,185,102185,0.2886392167874625,-0.3234776668952981,0.20367924706254648,523,2837,138,e911e3d66644c217,0.4103026388475331,win
repro,0,185,102185,0.3378161304172953,-0.4626965938425132,0.28176326564846316,523,2837,138,,,win
repro,8,186,102186,0.2893273872589308,-0.34549062649495726,0.21591588734738368,523,2837,138,5cc09741f03aec4b,,win
repro,5,186,102186,0.2888118874395911,-0.3195738842789057,0.19756560227632122,523,2837,138,5cc09741f03aec4b,0.42147035247181197,win
repro,0,186,102186,0.3264163194222873,-0.3863573222590784,0.2629087031373106,523,2837,138,,,win
repro,8,187,102187,0.3015033663454234,-0.3332732839781243,0.22429694228706917,523,2837,138,3b5a7c4f894c745f,,win
repro,5,187,102187,0.28735414160562733,-0.31498885735503956,0.2024951542168327,523,2837,138,3b5a7c4f894c745f,0.4165786026939,win
repro,0,187,102187,0.34520286562675406,-0.3729666047302056,0.272038261497572,523,2837,138,,,win
repro,8,188,102188,0.2282057941660791,-0.3305094406621343,0.20289393926817237,523,2837,138,c753d1d70aa6e3c0,,win
repro,5,188,102188,0.23697654181073124,-0.3267073392310635,0.19503065261572114,523,2837,138,c753d1d70aa6e3c0,0.4331820889571331,win
repro,0,188,102188,0.21513059171586146,-0.4431668964076336,0.2535872974672134,523,2837,138,,,win
repro,8,189,102189,0.2411254822304918,-0.3442787120135345,0.21779667635495964,523,2837,138,861266fe33a4e0af,,win
repro,5,189,102189,0.2551016147003329,-0.33557110866113476,0.20229648036018588,523,2837,138,861266fe33a4e0af,0.4090767655250947,win
repro,0,189,102189,0.24204310302990262,-0.41185408743033697,0.27697470029607096,523,2837,138,,,win
repro,8,190,102190,0.31046266188992866,-0.31488573559736616,0.2206857670395849,523,2837,138,cead4a9a31d09149,,win
repro,5,190,102190,0.29992341260364186,-0.30451496089430347,0.20292350931150163,523,2837,138,cead4a9a31d09149,0.4157374501718264,win
repro,0,190,102190,0.3585869332884022,-0.4036562367048266,0.2749032607258341,523,2837,138,,,win
repro,8,191,102191,0.2395129082867138,-0.39086977466362277,0.2141837166309132,523,2837,138,32f3db3b0fcea402,,win
repro,5,191,102191,0.24796976937708726,-0.3498946094068324,0.19903322866659975,523,2837,138,32f3db3b0fcea402,0.42098654847258304,win
repro,0,191,102191,0.23882046791284184,-0.5349152440893011,0.26406665614899344,523,2837,138,,,win
repro,8,192,102192,0.30899162604381236,-0.3455777001475873,0.2210931104247563,523,2837,138,0f291125353459ce,,win
repro,5,192,102192,0.29073442747894385,-0.32013129574455695,0.19761804091696986,523,2837,138,0f291125353459ce,0.419811986074561,win
repro,0,192,102192,0.3564126224833104,-0.3788310049218998,0.26485359267112857,523,2837,138,,,win
repro,8,193,102193,0.24152464585976063,-0.36085039094137455,0.21084939801626804,523,2837,138,b76507c0e3f12e94,,win
repro,5,193,102193,0.2523259022888058,-0.346632621358457,0.19746107096463608,523,2837,138,b76507c0e3f12e94,0.4219620561740356,win
repro,0,193,102193,0.24283540682076166,-0.41333662377515773,0.26077735247696965,523,2837,138,,,win
repro,8,194,102194,0.24211659426453291,-0.35634389996313626,0.21444524663227302,523,2837,138,91dd9ccf1f3cea29,,win
repro,5,194,102194,0.2540234839242075,-0.3466403843410016,0.20025960707553236,523,2837,138,91dd9ccf1f3cea29,0.4166755918302702,win
repro,0,194,102194,0.24400650154794246,-0.455124479548312,0.26891513191751265,523,2837,138,,,win
repro,8,195,102195,0.19733579836962223,-0.33585938020204753,0.20469458293262882,523,2837,138,12d50b901ac414ee,,win
repro,5,195,102195,0.20872551133717643,-0.3265906800907703,0.19655264357023325,523,2837,138,12d50b901ac414ee,0.4283532216899203,win
repro,0,195,102195,0.13549335692542996,-0.40037120678382004,0.2548557598885584,523,2837,138,,,win
repro,8,196,102196,0.2776599063329541,-0.3433359903057775,0.21303547425136204,523,2837,138,3f6a0e67a445fdb8,,win
repro,5,196,102196,0.276977228152564,-0.3322335602081834,0.20106257892380933,523,2837,138,3f6a0e67a445fdb8,0.42179619416470615,win
repro,0,196,102196,0.30765326753326816,-0.4006334807317789,0.266877237544256,523,2837,138,,,win
repro,8,197,102197,0.24361472052160194,-0.314498331659251,0.2087917260656203,523,2837,138,eb6bf53aac67c3e0,,win
repro,5,197,102197,0.25410291379905137,-0.31220111956505775,0.19780752958960518,523,2837,138,eb6bf53aac67c3e0,0.42176078282444146,win
repro,0,197,102197,0.2469500819670103,-0.42806594916134977,0.259664446119859,523,2837,138,,,win
repro,8,198,102198,0.2607657092458633,-0.3421004486844901,0.2216716666092794,523,2837,138,ea58435f12d6bae1,,win
repro,5,198,102198,0.275889780119166,-0.3238495659133416,0.19855291992940713,523,2837,138,ea58435f12d6bae1,0.4117925676513458,win
repro,0,198,102198,0.2788366493789145,-0.38678601403383045,0.2732452696007284,523,2837,138,,,win
repro,8,199,102199,0.2230505231769937,-0.3674933330980283,0.21807231728874457,523,2837,138,46776e531bfe7e44,,win
repro,5,199,102199,0.23189604380759166,-0.34331424682980116,0.19850315726091083,523,2837,138,46776e531bfe7e44,0.4117658309661722,win
repro,0,199,102199,0.20359132007409841,-0.44347427809501766,0.2715069258799264,523,2837,138,,,win
