key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit
2026-09-02_00771,2026-09-02,00771,元大US高息特別股,twse,15.29,15.29,15.29,15.29,9864,150779,0.0,down
2026-09-02_00772B,2026-09-02,00772B,中信高評級公司債,tpex,32.25,32.26,32.18,32.25,1053626,33953674,-0.02,
2026-09-02_00773B,2026-09-02,00773B,中信優先金融債,tpex,34.60,34.60,34.50,34.58,1819083,62863233,-0.04,
2026-09-02_00775B,2026-09-02,00775B,台新投等債15+,twse,30.67,30.70,30.67,30.70,131047,4021174,0.1,
2026-09-02_00777B,2026-09-02,00777B,凱基AAA至A公司債,tpex,31.07,31.07,31.07,31.07,100000,3107000,-0.01,down
2026-09-02_00778B,2026-09-02,00778B,凱基金融債20+,tpex,32.99,33.06,32.99,33.06,102050,3373630,0.00,
2026-09-02_00779B,2026-09-02,00779B,凱基美債25+,tpex,27.19,27.19,27.19,27.19,300000,8157000,0.06,up
2026-09-02_00780B,2026-09-02,00780B,國泰A級金融債,tpex,36.23,36.24,36.17,36.24,237000,8579030,0.01,
2026-09-02_00781B,2026-09-02,00781B,國泰A級科技債,tpex,26.72,26.98,26.72,26.98,127985,3451502,0.00,
2026-09-02_00782B,2026-09-02,00782B,國泰A級公用債,tpex,29.13,29.21,29.12,29.21,238230,6954122,-0.01,
2026-09-02_00783,2026-09-02,00783,富邦中証500,twse,27.99,27.99,27.56,27.66,233401,6511599,-0.64,
2026-09-02_00785B,2026-09-02,00785B,富邦金融投等債,tpex,33.74,33.79,33.74,33.79,51010,1721127,0.02,
2026-09-02_00786B,2026-09-02,00786B,元大10年IG銀行債,tpex,31.46,31.53,31.45,31.53,38042,1197604,0.00,
2026-09-02_00787B,2026-09-02,00787B,元大10年IG醫療債,tpex,31.53,31.54,31.53,31.54,9699,305912,-0.08,
2026-09-02_00788B,2026-09-02,00788B,元大10年IG電能債,tpex,28.92,28.92,28.90,28.91,4050,117089,-0.04,
2026-09-02_00789B,2026-09-02,00789B,復華公司債A3,tpex,45.75,45.79,45.75,45.79,105020,4808665,-0.08,
2026-09-02_00791B,2026-09-02,00791B,復華信用債1-5,tpex,56.70,56.70,56.70,56.70,100000,5670000,0.10,up
2026-09-02_00792B,2026-09-02,00792B,群益A級公司債,tpex,30.52,30.61,30.52,30.57,127890,3912655,-0.03,
2026-09-02_00793B,2026-09-02,00793B,群益AAA-A醫療債,tpex,29.45,29.57,29.44,29.48,105000,3099220,-0.05,
