key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit
2026-09-02_3595,2026-09-02,3595,山太士,emerging,,1860,1650,1775,569917,,,
2026-09-02_3596,2026-09-02,3596,智易,twse,160.50,162.50,160.00,161.00,1233608,199230788,1.5,
2026-09-02_3597,2026-09-02,3597,映興,tpex,25.95,26.15,25.95,26.00,5002,130102,-0.35,
2026-09-02_3603,2026-09-02,3603,建祥國際,emerging,,6.19,6.16,6.16,22000,,,
2026-09-02_3605,2026-09-02,3605,宏致,twse,123.50,134.00,120.00,127.00,19992489,2561647671,1.5,
2026-09-02_3607,2026-09-02,3607,谷崧,twse,13.80,13.90,13.65,13.80,92509,1274720,0.0,
2026-09-02_3609,2026-09-02,3609,三一東林,tpex,18.15,18.15,17.55,18.00,102834,1842974,-0.05,
2026-09-02_3611,2026-09-02,3611,鼎翰,tpex,183.50,184.00,183.00,184.00,18919,3472455,1.00,
2026-09-02_3615,2026-09-02,3615,安可,tpex,37.55,37.70,37.25,37.25,339149,12709367,-0.30,
2026-09-02_3617,2026-09-02,3617,碩天,twse,251.00,253.50,247.50,249.00,344254,86087866,-2.5,
2026-09-02_3622,2026-09-02,3622,洋華,twse,53.10,53.50,53.00,53.40,240636,12807026,0.3,
2026-09-02_3623,2026-09-02,3623,富晶通,tpex,22.85,23.30,22.85,23.30,22119,511581,0.00,
2026-09-02_3624,2026-09-02,3624,光頡,tpex,89.80,92.90,89.00,89.00,4999288,453353280,-1.20,
2026-09-02_3625,2026-09-02,3625,西勝,tpex,12.80,13.50,12.65,13.15,189749,2470751,0.35,
2026-09-02_3628,2026-09-02,3628,盈正,tpex,67.80,69.30,67.70,69.20,28910,1975972,0.70,
2026-09-02_3629,2026-09-02,3629,地心引力,tpex,20.00,20.00,19.90,19.90,2070,41271,-0.10,
2026-09-02_3630,2026-09-02,3630,新鉅科,tpex,25.90,28.30,25.75,27.10,1832891,49956944,1.05,
2026-09-02_3631,2026-09-02,3631,晟楠,tpex,40.95,41.20,40.20,40.30,212781,8610883,-0.65,
2026-09-02_3632,2026-09-02,3632,研勤,tpex,7.32,7.35,7.32,7.35,2734,20077,0.03,
2026-09-02_3633,2026-09-02,3633,云光,emerging,,150,145.5,149.5,2469,,,
2026-09-02_3644,2026-09-02,3644,凌嘉科,emerging,,268,262.5,267,40013,,,
2026-09-02_3645,2026-09-02,3645,達邁,twse,72.20,75.20,72.10,72.50,3120839,228172617,-1.0,
2026-09-02_3646,2026-09-02,3646,艾恩特,tpex,23.90,23.90,23.60,23.75,5033,119690,0.10,
2026-09-02_3652,2026-09-02,3652,精聯,twse,32.80,32.80,32.40,32.70,57157,1860690,-0.1,
2026-09-02_3653,2026-09-02,3653,健策,twse,5755.00,5850.00,5660.00,5770.00,1290114,7393975365,-115.0,
2026-09-02_3659,2026-09-02,3659,百辰,emerging,,9.68,6.63,7.44,2294515,,,
2026-09-02_3661,2026-09-02,3661,世芯-KY,twse,4260.00,4310.00,4180.00,4200.00,1632464,6921514720,-75.0,
2026-09-02_3663,2026-09-02,3663,鑫科,tpex,62.60,64.00,62.40,62.60,303148,19088173,0.10,
2026-09-02_3664,2026-09-02,3664,安瑞-KY,tpex,8.34,8.34,8.34,8.34,134030,1117808,0.75,up
2026-09-02_3665,2026-09-02,3665,貿聯-KY,twse,2200.00,2235.00,2165.00,2170.00,3399837,7452535955,-145.0,
2026-09-02_3666,2026-09-02,3666,光耀,tpex,24.90,25.00,24.70,25.00,68010,1692235,0.00,
2026-09-02_3669,2026-09-02,3669,圓展,twse,35.00,35.70,35.00,35.60,96637,3430560,0.35,
2026-09-02_3672,2026-09-02,3672,康聯訊,tpex,12.10,12.15,12.00,12.15,17267,208531,-0.35,
2026-09-02_3673,2026-09-02,3673,TPK-KY,twse,67.40,68.40,66.50,67.00,4362027,293710764,-0.8,
2026-09-02_3675,2026-09-02,3675,德微,tpex,280.00,280.50,273.50,274.00,345768,95293870,-4.50,
2026-09-02_3678,2026-09-02,3678,聯享,emerging,,50,49.05,49.2,9950,,,
2026-09-02_3679,2026-09-02,3679,新至陞,twse,108.00,108.00,107.50,107.50,13147,1416843,-0.5,
2026-09-02_3680,2026-09-02,3680,家登,tpex,541.00,544.00,518.00,520.00,2600573,1375328707,-22.00,
2026-09-02_3684,2026-09-02,3684,榮昌,tpex,53.20,54.10,53.20,54.00,19044,1027394,0.80,
2026-09-02_3685,2026-09-02,3685,元創精密,tpex,36.00,38.20,36.00,37.70,1102125,41180205,0.00,
2026-09-02_3686,2026-09-02,3686,達能,twse,14.65,14.65,14.40,14.40,20908,303192,-0.25,
2026-09-02_3687,2026-09-02,3687,歐買尬,tpex,64.30,64.50,63.20,63.70,47222,3002170,-0.10,
2026-09-02_3689,2026-09-02,3689,湧德,tpex,118.00,120.50,117.50,118.50,1465369,174341512,0.50,
2026-09-02_3691,2026-09-02,3691,碩禾,tpex,105.50,107.00,101.50,101.50,587590,60700857,-5.00,
2026-09-02_3693,2026-09-02,3693,營邦,tpex,627.00,654.00,626.00,642.00,2212892,1422468232,18.00,
2026-09-02_3694,2026-09-02,3694,海華,twse,50.70,52.10,50.50,51.40,571795,29463288,0.6,
2026-09-02_3701,2026-09-02,3701,大眾控,twse,41.15,45.15,40.90,43.25,4944351,218660514,2.2,
2026-09-02_3702,2026-09-02,3702,大聯大,twse,100.50,102.00,100.00,102.00,7763641,786491060,1.5,
2026-09-02_3703,2026-09-02,3703,欣陸,twse,19.50,19.75,19.40,19.40,1224894,23979893,-0.15,
2026-09-02_3704,2026-09-02,3704,合勤控,twse,41.65,42.40,41.55,42.10,804864,33770635,0.4,
2026-09-02_3705,2026-09-02,3705,永信,twse,55.80,56.10,55.60,56.00,98533,5507074,0.1,
2026-09-02_3706,2026-09-02,3706,神達,twse,95.10,95.30,93.80,94.70,12698438,1198837408,-1.0,
2026-09-02_3707,2026-09-02,3707,漢磊,tpex,63.00,63.80,62.20,62.20,2025637,127275175,-1.00,
2026-09-02_3708,2026-09-02,3708,上緯投控,twse,100.00,101.50,100.00,101.00,426830,42869359,0.5,
2026-09-02_3709,2026-09-02,3709,鑫聯大投控,tpex,66.40,67.60,66.00,66.00,451480,30066432,-0.60,
2026-09-02_3710,2026-09-02,3710,連展投控,tpex,5.02,5.12,4.98,5.00,355845,1801008,-0.08,
2026-09-02_3711,2026-09-02,3711,日月光投控,twse,599.00,607.00,587.00,589.00,17467250,10345914101,-21.0,
2026-09-02_3712,2026-09-02,3712,永崴投控,twse,22.00,22.00,20.95,21.20,683604,14528128,-0.4,
2026-09-02_3713,2026-09-02,3713,新晶投控,tpex,14.85,14.85,14.25,14.70,22001,319014,-0.05,
2026-09-02_3714,2026-09-02,3714,富采,twse,62.50,62.90,61.50,62.00,4428993,275597586,-0.5,
2026-09-02_3715,2026-09-02,3715,定穎投控,twse,132.00,132.50,124.00,124.50,12492024,1584197978,-8.0,
2026-09-02_3716,2026-09-02,3716,中化控股,twse,34.55,34.85,34.25,34.65,298063,10312038,0.05,
2026-09-02_3717,2026-09-02,3717,聯嘉投控,twse,22.30,22.50,21.95,22.35,827774,18420167,0.05,
2026-09-02_4102,2026-09-02,4102,永日,tpex,19.25,19.25,18.85,19.15,16561,316116,-0.10,
2026-09-02_4104,2026-09-02,4104,佳醫,twse,70.90,71.20,70.70,71.20,87811,6229216,0.1,
2026-09-02_4105,2026-09-02,4105,東洋,tpex,77.50,78.00,77.50,77.70,209178,16245353,-0.20,
2026-09-02_4106,2026-09-02,4106,雃博,twse,24.20,24.60,24.10,24.50,183817,4491328,0.15,
2026-09-02_4107,2026-09-02,4107,邦特,tpex,113.50,113.50,113.00,113.00,20123,2280007,-1.00,
2026-09-02_4108,2026-09-02,4108,懷特,twse,11.45,11.50,11.30,11.30,277685,3158219,-0.25,
2026-09-02_4109,2026-09-02,4109,加捷生醫,tpex,11.20,11.25,11.10,11.10,132768,1479794,-0.10,
2026-09-02_4111,2026-09-02,4111,濟生,tpex,28.70,28.85,28.60,28.75,95689,2744872,0.00,
2026-09-02_4113,2026-09-02,4113,聯上,tpex,15.10,15.15,15.00,15.10,197851,2975022,0.10,
2026-09-02_4114,2026-09-02,4114,健喬,tpex,29.80,29.90,29.70,29.70,456491,13578909,-0.10,
2026-09-02_4115,2026-09-02,4115,善德生技,emerging,,7.29,7.2,7.26,44200,,,
2026-09-02_4116,2026-09-02,4116,明基醫,tpex,40.10,40.10,40.00,40.10,12201,489150,0.00,
2026-09-02_4117,2026-09-02,4117,普生,emerging,,9.35,9.08,9.35,59218,,,
2026-09-02_4119,2026-09-02,4119,旭富,twse,56.50,56.50,55.20,55.90,179031,9994575,-0.4,
2026-09-02_4120,2026-09-02,4120,友華,tpex,47.40,47.40,45.00,47.30,38298,1774941,-0.10,
2026-09-02_4121,2026-09-02,4121,優盛,tpex,13.10,13.10,12.85,13.00,43407,561067,-0.05,
2026-09-02_4123,2026-09-02,4123,晟德,tpex,31.00,31.00,30.65,30.85,1515812,46660905,-0.20,
2026-09-02_4126,2026-09-02,4126,太醫,tpex,77.50,77.60,77.50,77.60,4221,327216,-0.20,
2026-09-02_4127,2026-09-02,4127,天良,tpex,70.00,71.40,68.40,69.90,238359,16646834,-1.10,
2026-09-02_4128,2026-09-02,4128,中天,tpex,15.00,15.05,14.85,14.90,629928,9420361,-0.10,
2026-09-02_4129,2026-09-02,4129,聯合,tpex,81.80,81.80,81.30,81.50,158791,12940948,-0.30,
2026-09-02_4131,2026-09-02,4131,浩泰,tpex,30.85,30.90,29.55,30.70,14862,453817,0.10,
2026-09-02_4133,2026-09-02,4133,亞諾法,twse,20.70,20.70,20.55,20.65,51974,1071207,-0.1,
2026-09-02_4137,2026-09-02,4137,麗豐-KY,twse,83.70,83.70,81.00,81.30,466395,38117232,-2.1,
2026-09-02_4138,2026-09-02,4138,曜亞,tpex,51.80,52.20,51.80,51.90,15015,780867,0.10,
2026-09-02_4139,2026-09-02,4139,馬光-KY,tpex,43.60,45.10,42.10,42.45,43073,1858763,-0.50,
2026-09-02_4142,2026-09-02,4142,國光生,twse,17.80,17.85,17.65,17.80,381804,6771951,0.1,
2026-09-02_4147,2026-09-02,4147,中裕,tpex,62.50,63.40,62.20,63.40,514237,32328002,1.00,
2026-09-02_4148,2026-09-02,4148,全宇生技-KY,twse,31.50,31.80,31.50,31.55,16559,524169,0.5,
2026-09-02_4150,2026-09-02,4150,優你康,emerging,,1.8,1.45,1.59,5091564,,,
2026-09-02_4153,2026-09-02,4153,鈺緯,tpex,32.15,32.20,32.15,32.20,4000,128750,0.10,
2026-09-02_4155,2026-09-02,4155,訊映,twse,14.50,14.50,14.15,14.40,278778,3995964,-0.1,
2026-09-02_4157,2026-09-02,4157,太景*-KY,tpex,8.94,9.00,8.83,8.88,542983,4822153,-0.06,
2026-09-02_4160,2026-09-02,4160,訊聯基因,tpex,39.50,39.85,39.30,39.85,28619,1129790,0.25,
2026-09-02_4161,2026-09-02,4161,聿新科,tpex,22.85,22.90,22.85,22.90,2953,67303,0.05,
2026-09-02_4162,2026-09-02,4162,智擎,tpex,58.50,58.50,57.40,57.70,287700,16627112,-0.70,
2026-09-02_4163,2026-09-02,4163,鐿鈦,tpex,137.50,138.00,137.00,137.50,10446,1438211,-0.50,
2026-09-02_4164,2026-09-02,4164,承業醫,twse,26.00,26.25,25.75,26.20,406110,10538742,0.3,
2026-09-02_4166,2026-09-02,4166,友霖,tpex,24.70,24.80,24.45,24.80,63265,1557472,0.10,
2026-09-02_4167,2026-09-02,4167,松瑞藥,tpex,19.50,19.55,19.30,19.35,472502,9163059,-0.15,
2026-09-02_4168,2026-09-02,4168,醣聯,tpex,22.20,22.45,21.90,22.25,67142,1488856,-0.20,
2026-09-02_4169,2026-09-02,4169,泰宗,twse,154.00,157.00,153.50,153.50,39348,6085835,-0.5,
2026-09-02_4170,2026-09-02,4170,鑫品生醫,emerging,,12.55,12.05,12.05,9290,,,
2026-09-02_4171,2026-09-02,4171,瑞基,tpex,17.00,17.05,16.80,16.90,45892,778800,-0.10,
2026-09-02_4172,2026-09-02,4172,因華,emerging,,11.5,11.05,11.25,229281,,,
2026-09-02_4173,2026-09-02,4173,久裕,tpex,17.30,17.35,17.30,17.35,13133,227833,-0.05,
2026-09-02_4174,2026-09-02,4174,浩鼎,tpex,25.30,25.40,24.85,25.00,239455,5999552,-0.05,
2026-09-02_4175,2026-09-02,4175,杏一,tpex,51.00,51.60,51.00,51.50,13632,701367,-0.20,
2026-09-02_4178,2026-09-02,4178,永笙-KY,twse,16.95,16.95,16.80,16.90,74127,1250532,-0.05,
2026-09-02_4183,2026-09-02,4183,福永生技,tpex,14.00,14.00,14.00,14.00,1000,14000,0.00,down
2026-09-02_4186,2026-09-02,4186,尖端醫,emerging,,7.54,7.19,7.54,53681,,,
2026-09-02_4188,2026-09-02,4188,安克,tpex,14.20,14.80,14.00,14.50,267419,3837325,-0.05,
2026-09-02_4190,2026-09-02,4190,佐登-KY,twse,26.45,26.45,25.80,25.80,8966,232971,-0.35,
2026-09-02_4192,2026-09-02,4192,杏國,tpex,19.25,19.25,19.25,19.25,1969,37547,0.25,up
2026-09-02_4194,2026-09-02,4194,禾生技,emerging,,7.82,7.06,7.8,478230,,,
2026-09-02_4195,2026-09-02,4195,基米-創,twse,14.35,14.40,14.05,14.05,61840,873925,-0.2,
2026-09-02_4197,2026-09-02,4197,暐世,emerging,,8.57,8.57,8.57,1000,,,
2026-09-02_4198,2026-09-02,4198,欣大健康,tpex,42.50,47.00,42.50,47.00,45324,2017444,3.05,
2026-09-02_4205,2026-09-02,4205,中華食,tpex,69.60,69.60,69.40,69.60,19059,1325274,0.00,
2026-09-02_4207,2026-09-02,4207,環泰,tpex,20.50,20.50,20.35,20.40,55045,1123429,-0.10,
2026-09-02_4303,2026-09-02,4303,信立,tpex,37.70,37.70,36.20,36.30,1224465,44998748,-1.25,
2026-09-02_4304,2026-09-02,4304,勝昱,tpex,21.50,21.50,20.55,20.60,89844,1862339,-2.20,
2026-09-02_4306,2026-09-02,4306,炎洲,twse,15.20,15.20,14.90,15.05,1203399,18103399,0.0,
2026-09-02_4401,2026-09-02,4401,東隆興,tpex,13.90,14.00,13.80,14.00,18665,259618,0.10,
2026-09-02_4402,2026-09-02,4402,郡都開發,tpex,15.30,15.30,14.15,14.95,29059,424744,0.10,
2026-09-02_4406,2026-09-02,4406,新昕纖,tpex,10.05,10.05,9.99,9.99,66000,660300,-0.06,
2026-09-02_4413,2026-09-02,4413,飛寶企業,tpex,19.95,20.60,19.70,19.90,48176,965371,-0.05,
2026-09-02_4414,2026-09-02,4414,如興,twse,8.50,8.50,8.33,8.42,109674,917008,0.05,
2026-09-02_4416,2026-09-02,4416,三圓,tpex,12.50,12.80,12.40,12.65,576979,7273328,0.20,
2026-09-02_4417,2026-09-02,4417,金洲,tpex,47.15,47.15,46.95,47.00,39504,1856232,-0.15,
2026-09-02_4419,2026-09-02,4419,皇家美食,tpex,45.55,45.55,45.45,45.55,7000,318600,-0.20,
2026-09-02_4420,2026-09-02,4420,光明,tpex,37.80,38.70,37.80,38.60,57025,2193047,0.90,
2026-09-02_4426,2026-09-02,4426,利勤,twse,7.56,7.56,7.50,7.53,186404,1400265,-0.04,
2026-09-02_4430,2026-09-02,4430,耀億,tpex,17.80,17.80,17.35,17.60,39114,684412,-0.20,
2026-09-02_4431,2026-09-02,4431,敏成健康,emerging,,20.4,19.55,20.1,47406,,,
2026-09-02_4432,2026-09-02,4432,銘旺實,tpex,15.65,15.85,15.55,15.85,27236,427445,0.05,
2026-09-02_4433,2026-09-02,4433,興采,tpex,18.75,18.95,18.75,18.90,28315,536192,-0.05,
2026-09-02_4438,2026-09-02,4438,廣越,twse,58.10,59.10,58.10,58.30,224011,13109594,0.0,
2026-09-02_4439,2026-09-02,4439,冠星-KY,twse,96.70,97.00,95.70,95.70,5580,537187,-1.0,
2026-09-02_4440,2026-09-02,4440,宜新實業,twse,17.45,17.55,17.45,17.50,29187,510327,-0.05,
2026-09-02_4441,2026-09-02,4441,振大環球,twse,172.00,173.00,170.00,173.00,54882,9393662,0.5,
2026-09-02_4442,2026-09-02,4442,竣邦-KY,tpex,50.50,51.10,50.50,50.60,6011,305057,-0.10,
2026-09-02_4502,2026-09-02,4502,健信,tpex,15.60,15.70,15.55,15.65,29000,452500,0.00,
2026-09-02_4503,2026-09-02,4503,金雨,tpex,24.50,24.50,24.25,24.30,125392,3054938,-0.50,
2026-09-02_4506,2026-09-02,4506,崇友,tpex,121.50,123.00,121.50,122.00,56988,6964740,0.00,
2026-09-02_4510,2026-09-02,4510,高鋒,tpex,43.80,46.30,43.80,45.80,1789152,81348641,1.25,
2026-09-02_4513,2026-09-02,4513,福裕,tpex,16.15,16.25,16.00,16.05,161358,2601747,-0.05,
2026-09-02_4523,2026-09-02,4523,永彰,tpex,23.70,24.05,23.55,23.80,14392,341807,-0.30,
2026-09-02_4526,2026-09-02,4526,東台,twse,30.40,31.65,30.15,31.25,1831147,56875594,0.7,
2026-09-02_4527,2026-09-02,4527,方土霖,tpex,40.75,40.80,40.60,40.70,35002,1424331,-0.05,
2026-09-02_4528,2026-09-02,4528,江興鍛,tpex,15.05,15.05,15.00,15.00,10174,152676,-0.05,
2026-09-02_4529,2026-09-02,4529,淳紳,tpex,4.03,4.03,3.80,3.80,40002,159376,-0.19,
2026-09-02_4530,2026-09-02,4530,天意能創,tpex,27.45,27.45,27.45,27.45,1187,32686,-1.15,down
2026-09-02_4532,2026-09-02,4532,瑞智,twse,23.85,23.95,23.75,23.90,300157,7157862,0.05,
2026-09-02_4533,2026-09-02,4533,協易機,tpex,26.20,26.80,26.10,26.35,542607,14407253,-0.10,
2026-09-02_4534,2026-09-02,4534,慶騰,tpex,30.00,30.80,29.65,29.90,421923,12696457,-0.10,
2026-09-02_4536,2026-09-02,4536,拓凱,twse,164.50,166.00,163.50,164.50,93559,15399919,0.0,
2026-09-02_4537,2026-09-02,4537,旭東,emerging,,150,129.5,150,274430,,,
2026-09-02_4538,2026-09-02,4538,大詠城,tpex,18.05,18.05,17.75,17.85,15000,268450,0.15,
2026-09-02_4540,2026-09-02,4540,全球傳動,twse,59.20,61.60,59.10,59.50,2225683,134570953,0.1,
2026-09-02_4541,2026-09-02,4541,晟田,tpex,66.20,66.90,64.80,64.80,1405339,92167144,-1.70,
2026-09-02_4542,2026-09-02,4542,科嶠,tpex,295.00,309.00,290.00,297.50,1326442,395820160,-8.50,
2026-09-02_4543,2026-09-02,4543,萬在,tpex,30.60,30.60,30.15,30.30,42856,1299875,-0.15,
2026-09-02_4544,2026-09-02,4544,春日,emerging,,14.3,14,14.3,23239,,,
2026-09-02_4545,2026-09-02,4545,銘鈺,twse,31.80,32.10,31.70,32.05,18019,574349,0.05,
2026-09-02_4549,2026-09-02,4549,桓達,tpex,102.00,102.50,101.00,102.50,21835,2224444,0.50,
2026-09-02_4550,2026-09-02,4550,長佳,tpex,24.00,24.00,23.90,24.00,19572,468371,0.00,
2026-09-02_4551,2026-09-02,4551,智伸科,twse,166.00,169.00,163.50,166.00,796657,132945022,-1.5,
2026-09-02_4552,2026-09-02,4552,力達-KY,twse,16.90,16.90,16.65,16.85,83437,1395020,0.0,
2026-09-02_4553,2026-09-02,4553,盛復,emerging,,15.95,15.95,15.95,2,,,
2026-09-02_4554,2026-09-02,4554,橙的,tpex,30.00,30.00,29.45,29.95,21197,629291,0.10,
2026-09-02_4555,2026-09-02,4555,氣立,twse,46.30,46.70,46.10,46.30,43399,2014522,-0.2,
2026-09-02_4556,2026-09-02,4556,旭然,tpex,71.70,72.40,70.00,70.00,132061,9357630,-0.60,
2026-09-02_4557,2026-09-02,4557,永新-KY,twse,50.30,50.80,50.10,50.40,19635,991986,0.1,
2026-09-02_4558,2026-09-02,4558,寶緯,tpex,17.60,17.60,17.45,17.50,11295,197746,0.00,
2026-09-02_4559,2026-09-02,4559,久裕興,emerging,,8.9,8.5,8.9,3050,,,
2026-09-02_4560,2026-09-02,4560,強信-KY,twse,29.80,29.85,29.30,29.55,372015,10999994,-0.15,
2026-09-02_4561,2026-09-02,4561,健椿,tpex,43.60,44.45,43.25,43.35,172179,7512818,-0.30,
2026-09-02_4562,2026-09-02,4562,穎漢,twse,31.00,31.40,30.80,31.10,104583,3248413,0.15,
2026-09-02_4563,2026-09-02,4563,百德,tpex,46.85,46.95,44.75,45.40,979794,44822185,0.65,
2026-09-02_4564,2026-09-02,4564,元翎,twse,16.55,16.55,16.25,16.45,683604,11204542,-0.2,
2026-09-02_4565,2026-09-02,4565,宏偉,emerging,,149,145.5,149,57944,,,
2026-09-02_4566,2026-09-02,4566,時碩工業,twse,64.90,66.70,64.90,65.60,839387,55138070,0.3,
2026-09-02_4568,2026-09-02,4568,科際精密,tpex,39.60,39.80,39.60,39.60,4029,159757,-0.50,
2026-09-02_4569,2026-09-02,4569,六方科-KY,twse,171.00,181.00,170.00,179.50,311447,54833261,11.5,
2026-09-02_4570,2026-09-02,4570,傑生,emerging,,69,67.3,68.6,16004,,,
2026-09-02_4571,2026-09-02,4571,鈞興-KY,twse,156.00,160.00,156.00,158.00,93199,14795945,1.0,
2026-09-02_4572,2026-09-02,4572,駐龍,twse,142.50,143.50,142.50,143.50,11385,1625661,-1.0,
2026-09-02_4573,2026-09-02,4573,高明鐵,emerging,,691,603,662,2154742,,,
2026-09-02_4575,2026-09-02,4575,銓寶,emerging,,23.05,23.05,23.05,56,,,
2026-09-02_4576,2026-09-02,4576,大銀微系統,twse,229.00,252.00,227.50,242.00,7351242,1792762745,11.5,
2026-09-02_4577,2026-09-02,4577,達航科技,tpex,86.20,92.50,86.10,88.80,929681,83520337,1.40,
2026-09-02_4580,2026-09-02,4580,捷流閥業,tpex,87.00,87.00,82.00,83.30,873215,74015474,-3.70,
2026-09-02_4581,2026-09-02,4581,光隆精密-KY,twse,47.70,48.30,47.70,48.30,2004,96192,0.0,
2026-09-02_4582,2026-09-02,4582,聚恆-創,twse,23.60,23.65,22.85,23.60,102560,2387571,-0.15,
2026-09-02_4583,2026-09-02,4583,台灣精銳,twse,480.00,480.00,470.00,478.50,59120,28155369,11.0,
2026-09-02_4585,2026-09-02,4585,達明,twse,294.50,298.00,294.00,294.50,177944,52651573,0.0,
2026-09-02_4587,2026-09-02,4587,寶元數控,emerging,,44.35,42.15,42.2,11452,,,
2026-09-02_4588,2026-09-02,4588,玖鼎電力,twse,52.80,52.90,52.40,52.70,28341,1493665,-0.1,
2026-09-02_4589,2026-09-02,4589,碩陽電機,emerging,,34,33.05,33.95,8166,,,
2026-09-02_4590,2026-09-02,4590,富田-創,twse,87.70,91.40,87.40,89.80,278420,24909030,1.9,
2026-09-02_4609,2026-09-02,4609,唐鋒,tpex,4.26,4.26,4.25,4.25,37020,157389,0.00,
2026-09-02_4702,2026-09-02,4702,中美實,tpex,9.80,9.80,9.63,9.71,23789,229952,0.03,
2026-09-02_4706,2026-09-02,4706,大恭,tpex,32.40,32.40,32.40,32.40,1000,32400,0.00,down
2026-09-02_4707,2026-09-02,4707,磐亞,tpex,32.50,32.50,31.40,31.45,2073712,65841341,-0.80,
2026-09-02_4711,2026-09-02,4711,永純,tpex,16.60,16.85,16.60,16.70,51043,849816,-0.10,
2026-09-02_4714,2026-09-02,4714,永捷,tpex,10.90,10.95,10.85,10.85,274802,2991466,-0.05,
2026-09-02_4716,2026-09-02,4716,大立,tpex,17.55,17.65,17.30,17.30,942660,16449385,-0.25,
2026-09-02_4720,2026-09-02,4720,德淵,twse,18.80,19.10,18.80,18.95,252464,4788621,-0.05,
2026-09-02_4721,2026-09-02,4721,美琪瑪,tpex,73.10,73.70,72.90,73.30,255632,18712871,-0.40,
2026-09-02_4722,2026-09-02,4722,國精化,twse,208.00,209.50,201.00,201.50,514617,105099992,-6.5,
2026-09-02_4724,2026-09-02,4724,宣捷幹細胞,emerging,,9.26,8.48,8.92,109475,,,
2026-09-02_4726,2026-09-02,4726,永昕,tpex,24.40,24.40,24.10,24.20,25100,608800,-0.05,
2026-09-02_4729,2026-09-02,4729,熒茂,tpex,19.05,19.05,18.80,18.95,43367,820183,0.00,
2026-09-02_4732,2026-09-02,4732,彥臣,emerging,,18.7,17.85,17.85,3020,,,
2026-09-02_4735,2026-09-02,4735,豪展,tpex,37.80,37.80,37.70,37.75,35041,1323498,-0.05,
2026-09-02_4736,2026-09-02,4736,泰博,twse,128.50,128.50,125.50,126.00,231454,29286629,-0.5,
2026-09-02_4737,2026-09-02,4737,華廣,twse,57.00,57.80,56.50,57.40,53200,3029400,-0.1,
2026-09-02_4738,2026-09-02,4738,大同精化,emerging,,6.25,5.96,6.25,25312,,,
2026-09-02_4739,2026-09-02,4739,康普,twse,84.60,86.50,84.10,85.40,1240855,105708669,-0.3,
2026-09-02_4741,2026-09-02,4741,泓瀚,tpex,43.00,43.00,41.55,42.10,75735,3202948,-0.75,
2026-09-02_4743,2026-09-02,4743,合一,tpex,46.70,46.85,46.25,46.65,553903,25791669,0.20,
2026-09-02_4744,2026-09-02,4744,皇將,tpex,27.25,27.50,27.10,27.50,48070,1308134,0.50,
2026-09-02_4745,2026-09-02,4745,合富-KY,tpex,11.70,11.80,11.70,11.80,7234,84882,-0.05,
2026-09-02_4746,2026-09-02,4746,台耀,twse,48.75,48.75,47.60,47.70,1111830,53293668,-1.05,
2026-09-02_4747,2026-09-02,4747,強生*,tpex,26.05,26.10,24.60,24.60,280772,7117247,-1.45,
2026-09-02_4749,2026-09-02,4749,新應材,tpex,805.00,808.00,787.00,787.00,751788,599134571,-12.00,
2026-09-02_4754,2026-09-02,4754,國碳科,tpex,38.70,38.95,38.55,38.65,16331,633280,0.05,
2026-09-02_4755,2026-09-02,4755,三福化,twse,120.00,121.50,118.50,118.50,62169,7411134,-1.5,
2026-09-02_4760,2026-09-02,4760,勤凱,tpex,264.00,282.00,264.00,272.50,436455,120504938,4.50,
2026-09-02_4763,2026-09-02,4763,材料*-KY,twse,50.60,51.90,49.60,51.50,16192430,822782473,1.5,
2026-09-02_4764,2026-09-02,4764,雙鍵,twse,243.50,247.00,236.00,240.00,1020400,246186275,-7.0,
2026-09-02_4765,2026-09-02,4765,磐采,emerging,,17.3,17.15,17.15,1110,,,
2026-09-02_4766,2026-09-02,4766,南寶,twse,347.50,350.00,346.00,346.50,158035,54960533,-3.5,
2026-09-02_4767,2026-09-02,4767,誠泰科技,tpex,29.50,29.50,28.60,29.10,24051,697577,0.50,
2026-09-02_4768,2026-09-02,4768,晶呈科技,tpex,307.00,307.50,298.00,298.00,341693,103310950,-9.50,
2026-09-02_4770,2026-09-02,4770,上品,twse,220.50,220.50,215.00,216.00,253709,55061043,-5.5,
2026-09-02_4771,2026-09-02,4771,望隼,twse,213.50,216.00,213.00,214.50,131448,28165397,-0.5,
2026-09-02_4772,2026-09-02,4772,台特化,tpex,264.00,265.50,256.00,256.00,685321,178131889,-5.50,
2026-09-02_4806,2026-09-02,4806,桂田文創,tpex,8.99,9.13,8.99,9.13,2223,20126,0.13,
2026-09-02_4807,2026-09-02,4807,日成-KY,twse,27.45,28.30,27.45,27.90,52817,1469417,0.0,
2026-09-02_4903,2026-09-02,4903,聯光通,tpex,36.95,39.15,36.85,38.05,2553854,97983863,0.45,
2026-09-02_4904,2026-09-02,4904,遠傳,twse,100.50,102.50,100.50,102.50,9678275,985341565,1.5,
2026-09-02_4905,2026-09-02,4905,台聯電,tpex,90.70,90.70,88.30,88.90,24525,2180961,-0.50,
2026-09-02_4906,2026-09-02,4906,正文,twse,37.80,38.00,36.90,36.95,7986812,297780653,-1.25,
2026-09-02_4907,2026-09-02,4907,富宇,tpex,47.75,47.80,47.00,47.50,49961,2371931,-0.30,
