key,date,type,value
2024-12-31_TotalNonoperatingIncomeAndExpense,2024-12-31,TotalNonoperatingIncomeAndExpense,15823000.0
2025-03-31_EPS,2025-03-31,EPS,0.07
2025-03-31_GrossProfit,2025-03-31,GrossProfit,97403000.0
2025-03-31_IncomeAfterTaxes,2025-03-31,IncomeAfterTaxes,4998000.0
2025-03-31_OperatingExpenses,2025-03-31,OperatingExpenses,89222000.0
2025-03-31_OperatingIncome,2025-03-31,OperatingIncome,8181000.0
2025-03-31_PreTaxIncome,2025-03-31,PreTaxIncome,9722000.0
2025-03-31_Revenue,2025-03-31,Revenue,434623000.0
2025-03-31_TotalNonoperatingIncomeAndExpense,2025-03-31,TotalNonoperatingIncomeAndExpense,1541000.0
2025-06-30_EPS,2025-06-30,EPS,-0.46
2025-06-30_GrossProfit,2025-06-30,GrossProfit,125548000.0
2025-06-30_IncomeAfterTaxes,2025-06-30,IncomeAfterTaxes,-31331000.0
2025-06-30_OperatingExpenses,2025-06-30,OperatingExpenses,122339000.0
2025-06-30_OperatingIncome,2025-06-30,OperatingIncome,3209000.0
2025-06-30_PreTaxIncome,2025-06-30,PreTaxIncome,-28486000.0
2025-06-30_Revenue,2025-06-30,Revenue,482089000.0
2025-06-30_TotalNonoperatingIncomeAndExpense,2025-06-30,TotalNonoperatingIncomeAndExpense,-31695000.0
2025-09-30_EPS,2025-09-30,EPS,0.15
2025-09-30_GrossProfit,2025-09-30,GrossProfit,89568000.0
2025-09-30_IncomeAfterTaxes,2025-09-30,IncomeAfterTaxes,10240000.0
2025-09-30_OperatingExpenses,2025-09-30,OperatingExpenses,90286000.0
2025-09-30_OperatingIncome,2025-09-30,OperatingIncome,-718000.0
2025-09-30_PreTaxIncome,2025-09-30,PreTaxIncome,10368000.0
2025-09-30_Revenue,2025-09-30,Revenue,390693000.0
2025-09-30_TotalNonoperatingIncomeAndExpense,2025-09-30,TotalNonoperatingIncomeAndExpense,11086000.0
2025-12-31_EPS,2025-12-31,EPS,0.28
2025-12-31_GrossProfit,2025-12-31,GrossProfit,97968000.0
2025-12-31_IncomeAfterTaxes,2025-12-31,IncomeAfterTaxes,18874000.0
2025-12-31_OperatingExpenses,2025-12-31,OperatingExpenses,88928000.0
2025-12-31_OperatingIncome,2025-12-31,OperatingIncome,9040000.0
2025-12-31_PreTaxIncome,2025-12-31,PreTaxIncome,18237000.0
2025-12-31_Revenue,2025-12-31,Revenue,436870000.0
2025-12-31_TotalNonoperatingIncomeAndExpense,2025-12-31,TotalNonoperatingIncomeAndExpense,9197000.0
2026-03-31_EPS,2026-03-31,EPS,0.28
2026-03-31_GrossProfit,2026-03-31,GrossProfit,105853000.0
2026-03-31_IncomeAfterTaxes,2026-03-31,IncomeAfterTaxes,18981000.0
2026-03-31_OperatingExpenses,2026-03-31,OperatingExpenses,87036000.0
2026-03-31_OperatingIncome,2026-03-31,OperatingIncome,18817000.0
2026-03-31_PreTaxIncome,2026-03-31,PreTaxIncome,24322000.0
2026-03-31_Revenue,2026-03-31,Revenue,444457000.0
2026-03-31_TotalNonoperatingIncomeAndExpense,2026-03-31,TotalNonoperatingIncomeAndExpense,5505000.0
2026-06-30_EPS,2026-06-30,EPS,0.36
2026-06-30_GrossProfit,2026-06-30,GrossProfit,122591000.0
2026-06-30_IncomeAfterTaxes,2026-06-30,IncomeAfterTaxes,24354000.0
2026-06-30_OperatingExpenses,2026-06-30,OperatingExpenses,90481000.0
2026-06-30_OperatingIncome,2026-06-30,OperatingIncome,32110000.0
2026-06-30_PreTaxIncome,2026-06-30,PreTaxIncome,32136000.0
2026-06-30_Revenue,2026-06-30,Revenue,509639000.0
2026-06-30_TotalNonoperatingIncomeAndExpense,2026-06-30,TotalNonoperatingIncomeAndExpense,26000.0
