key,date,type,value
2025-12-31_EPS,2025-12-31,EPS,3.45
2025-12-31_GrossProfit,2025-12-31,GrossProfit,615608000.0
2025-12-31_IncomeAfterTaxes,2025-12-31,IncomeAfterTaxes,315967000.0
2025-12-31_OperatingExpenses,2025-12-31,OperatingExpenses,271918000.0
2025-12-31_OperatingIncome,2025-12-31,OperatingIncome,343690000.0
2025-12-31_PreTaxIncome,2025-12-31,PreTaxIncome,397422000.0
2025-12-31_Revenue,2025-12-31,Revenue,2292731000.0
2025-12-31_TotalNonoperatingIncomeAndExpense,2025-12-31,TotalNonoperatingIncomeAndExpense,53732000.0
2026-03-31_EPS,2026-03-31,EPS,6.54
2026-03-31_GrossProfit,2026-03-31,GrossProfit,993397000.0
2026-03-31_IncomeAfterTaxes,2026-03-31,IncomeAfterTaxes,605668000.0
2026-03-31_OperatingExpenses,2026-03-31,OperatingExpenses,284507000.0
2026-03-31_OperatingIncome,2026-03-31,OperatingIncome,708890000.0
2026-03-31_PreTaxIncome,2026-03-31,PreTaxIncome,760217000.0
2026-03-31_Revenue,2026-03-31,Revenue,3422971000.0
2026-03-31_TotalNonoperatingIncomeAndExpense,2026-03-31,TotalNonoperatingIncomeAndExpense,51327000.0
2026-06-30_EPS,2026-06-30,EPS,2.16
2026-06-30_GrossProfit,2026-06-30,GrossProfit,599251000.0
2026-06-30_IncomeAfterTaxes,2026-06-30,IncomeAfterTaxes,200836000.0
2026-06-30_OperatingExpenses,2026-06-30,OperatingExpenses,300927000.0
2026-06-30_OperatingIncome,2026-06-30,OperatingIncome,298324000.0
2026-06-30_PreTaxIncome,2026-06-30,PreTaxIncome,292686000.0
2026-06-30_Revenue,2026-06-30,Revenue,2305232000.0
2026-06-30_TotalNonoperatingIncomeAndExpense,2026-06-30,TotalNonoperatingIncomeAndExpense,-5638000.0
