r,w_med,w_p10,w_p90,w_min,w_max,w_spread,w_edge_frac,cagr_cost0,mdd_cost0,cagr_shift1,mdd_shift1,placebo_same5,placebo_same7,placebo_len,compose_dev_w0,compose_dev_w1,compose_turn_w0,shuf_mdd_med,shuf_cagr_med
134,0.41791496071432016,0.3578021095067504,0.49956087529795934,0.308425058866361,0.5908531041778967,0.14175876579120894,0.0,0.23813139562536656,-0.3500081295498884,0.2350713144379195,-0.35018971734494536,True,False,22,8.229182079839406e-15,3.1460414494306703e-15,0.0,-0.3401039110601001,0.23529117323271997
135,0.4170769269675446,0.356682524047244,0.5004399934903583,0.32770558312105097,0.5411446489097099,0.1437574694431143,0.0,0.26865748999640227,-0.2986426212182119,0.26617495707228445,-0.29873597765129467,True,False,22,8.229182079839406e-15,2.604600568222413e-15,0.0,-0.29569787742446185,0.2561365712094835
136,0.4186574261217524,0.3500306571079769,0.5236708396562084,0.24671971329382775,0.5476826908145994,0.17364018254823155,0.0,0.22174179337279787,-0.34402184565106486,0.21927390023497018,-0.3441339443794669,True,False,22,8.229182079839406e-15,2.3169959670098617e-15,0.0,-0.3300535309595663,0.21026412522358473
137,0.40536699523688785,0.35237280479894717,0.5,0.29809255156707226,0.5482311100463129,0.14762719520105283,0.0,0.2397743786790525,-0.33376601011954915,0.23708010478391284,-0.33417334726625336,True,False,22,8.229182079839406e-15,4.042187012225772e-15,0.0,-0.3372127470684354,0.23606981748841482
138,0.41734804609879955,0.35446872376054533,0.5,0.31041014565595715,0.5600328678624166,0.14553127623945467,0.0,0.26736537937343385,-0.3423373516306102,0.2652955180511565,-0.3425989101389974,True,False,22,8.229182079839406e-15,3.958443826066579e-15,0.0,-0.32880535689513357,0.27112145216141903
139,0.4251138513230217,0.3733631080550882,0.5127324842823641,0.33435443643176305,0.5372299708069607,0.13936937622727585,0.0,0.21621244399126693,-0.3703865614143784,0.2133544894086672,-0.3708437304783862,True,False,22,8.229182079839406e-15,2.522617518380938e-15,0.0,-0.35464243809560636,0.20843448161622546
140,0.42521612311378854,0.35464184760352474,0.5076159349828452,0.27181961813508676,0.5693551204350679,0.15297408737932044,0.0,0.27292540309054947,-0.3137245237733353,0.270585495388737,-0.31372367335221263,True,False,22,8.229182079839406e-15,2.3586027899310678e-15,0.0,-0.3068210720696869,0.26311678021811513
141,0.4296103944373041,0.32427266247909764,0.524152961575673,0.2206287746875993,0.6083524114912785,0.1998802990965754,0.0,0.2464135931444631,-0.33080154006901297,0.24363773998553828,-0.3309210908820081,True,False,22,8.229182079839406e-15,1.9439955388153e-15,0.0,-0.32652846179191053,0.23328433522989633
142,0.4018833067671048,0.33401445742153324,0.4888998384217748,0.26518702442012093,0.5097710222139232,0.15488538100024157,0.0,0.29200226076767555,-0.3143650622684366,0.28893591849462785,-0.31478355134956265,True,False,22,8.229182079839406e-15,1.9912690220596258e-15,0.0,-0.31505625503121815,0.2784028880431727
143,0.4100813576004304,0.3533104392657444,0.5119565157437258,0.2661988041187465,0.5497759584804287,0.1586460764779814,0.0,0.26723271948062477,-0.3289472591067477,0.2646715537151896,-0.32907246303023413,True,False,22,8.229182079839406e-15,6.434432693729561e-15,0.0,-0.3268515141802697,0.2603940359905673
144,0.4204102735648023,0.35452002471952226,0.5048176549214886,0.2941082149714075,0.5668084158986879,0.1502976302019663,0.0,0.23909280562633017,-0.3149741551203624,0.23654056137846857,-0.3154464034348071,True,False,22,8.229182079839406e-15,2.636443700668316e-15,0.0,-0.3158215108967424,0.23351060213382202
145,0.4204888114162079,0.33963979827594504,0.5217485093056177,0.20404855528145122,0.5648585331063215,0.18210871102967263,0.0,0.26143730380494157,-0.33878809214149597,0.2591575384868079,-0.3388608465699313,True,False,22,8.229182079839406e-15,2.5629258776059065e-15,0.0,-0.33265175168855315,0.2527886626907906
146,0.4140024389383608,0.35612898498831635,0.5126935258592722,0.3167176147913875,0.5478013466580702,0.15656454087095584,0.0,0.25525105534836046,-0.30296222206618983,0.25306682547175474,-0.3030878327064213,True,False,22,8.229182079839406e-15,4.158011569589437e-15,0.0,-0.3056457444293774,0.24076377865433807
147,0.41938909029204463,0.34267316615976506,0.49211608944980184,0.2575323145062484,0.5472942310021067,0.14944292329003678,0.0,0.3046303943433255,-0.3060999487134957,0.30185918691155256,-0.30644697513760255,True,False,22,8.229182079839406e-15,3.894645820620958e-15,0.0,-0.3050423809023856,0.29598993615317015
148,0.39969621039233083,0.34162929410881904,0.5,0.26064077506420114,0.5305279252170181,0.15837070589118096,0.0,0.2983193701532372,-0.3331391337292773,0.2954038445939662,-0.33291731270742975,True,False,22,8.229182079839406e-15,2.094040081804053e-15,0.0,-0.32384404465834893,0.28972253630604106
149,0.4222541320439534,0.3497829291282937,0.5120434584203649,0.27475372681242394,0.5550800966435712,0.16226052929207124,0.0,0.24265587383827647,-0.3714817807516287,0.23973280052371693,-0.3717298221428135,True,False,22,8.229182079839406e-15,4.247521100293646e-15,0.0,-0.3570947118247605,0.22757577976097532
150,0.39655832609208314,0.3404117779059536,0.5044211669699504,0.25175832200468734,0.5723799404928696,0.1640093890639968,0.0,0.32612456367055653,-0.3145171907729726,0.32327955219232063,-0.31554369921858705,True,False,22,8.229182079839406e-15,4.65424934812571e-15,0.0,-0.3155492354320507,0.3126517973850039
151,0.4248216133937163,0.3470872088580997,0.4997672883327354,0.2914126741180906,0.5648064023741888,0.15268007947463574,0.0,0.2471239735080073,-0.35697363932529436,0.24476986875361306,-0.3568345701955027,True,False,22,8.229182079839406e-15,6.630045152059649e-15,0.0,-0.343305381881281,0.238867339543684
152,0.4216427163857313,0.3458148796915052,0.508664278625143,0.28750562914396266,0.540566616184222,0.16284939893363776,0.0,0.2328137398845238,-0.35993037784464366,0.23050192475013276,-0.3600862907992798,True,False,22,8.229182079839406e-15,3.862618219118617e-15,0.0,-0.3465302514389429,0.2233750756184557
153,0.41413875395635397,0.3360639059489065,0.5,0.262142556052131,0.5240666358696802,0.1639360940510935,0.0,0.27584157577218904,-0.34999040585734864,0.2732866203741786,-0.3502395164936275,True,False,22,8.229182079839406e-15,7.808261760987342e-15,0.0,-0.33739813859358836,0.26333295564136905
154,0.4170733637968802,0.32816313710430073,0.5029657058183947,0.24599127857857564,0.5977600248999535,0.174802568714094,0.0,0.2722602655889108,-0.3166760157487111,0.26928084338444336,-0.31692662702149915,True,False,22,8.229182079839406e-15,2.308196757531282e-15,0.0,-0.31803242320200653,0.2603163121920772
155,0.4023561074934819,0.3568522648334922,0.5180409764567786,0.23732127068602502,0.5527542567987835,0.1611887116232864,0.0,0.21702997914817135,-0.3469292925284698,0.21464866127637894,-0.347064770322788,True,False,22,8.229182079839406e-15,6.4508236443447164e-15,0.0,-0.3316096860059582,0.20839292226311135
156,0.40172829736715543,0.3364086254115719,0.5108992037962641,0.2549120072630575,0.6134748704145917,0.17449057838469217,0.0,0.2667590265966242,-0.3505071189173122,0.26390126841759165,-0.35041504623972247,True,False,22,8.229182079839406e-15,5.075134705582095e-15,0.0,-0.3489177270225794,0.2680197833046697
157,0.40740493917656095,0.36244769706721514,0.5,0.33083618636446654,0.5592333720995462,0.13755230293278486,0.0,0.23382824941110125,-0.3700786994708749,0.23120462583211476,-0.37038768810821643,True,False,22,8.229182079839406e-15,4.3513348901140854e-15,0.0,-0.3678478073403652,0.22787854986521505
158,0.40569132399778984,0.33917101867625477,0.5,0.2312839582756185,0.5481035375715242,0.16082898132374523,0.0,0.3209956725909564,-0.3374414364836057,0.3179366832351407,-0.3376682905843608,True,False,22,8.229182079839406e-15,2.8986816672180663e-15,0.0,-0.3266267523932943,0.3068595055084009
159,0.4215631998017363,0.35611685158057316,0.5,0.3107828301549923,0.5307422825544313,0.14388314841942684,0.0,0.24803435503567162,-0.3355839857593343,0.24517391173034375,-0.336108433974963,True,False,22,8.229182079839406e-15,5.6643151022137305e-15,0.0,-0.3319821986725078,0.2382147509521878
160,0.42106216195450763,0.35557121066107567,0.5,0.2256229248369939,0.5177656301780188,0.14442878933892433,0.0,0.2608512781911754,-0.32335305635103395,0.2582885575834233,-0.3236744486953371,True,False,22,8.229182079839406e-15,4.3899587804079155e-15,0.0,-0.32833581774845433,0.24899188503974212
161,0.42172875318833997,0.3578021095067507,0.5010145413832409,0.2953447501072867,0.6015228008774604,0.1432124318764902,0.0,0.23000161705694655,-0.32104789752636076,0.22677042957486493,-0.32136817286575914,True,False,22,8.229182079839406e-15,1.790985026796371e-15,0.0,-0.3224295878504634,0.21312220514228397
162,0.4159862983289738,0.34364455701178176,0.5029453526890802,0.2635288209741854,0.5488619510073359,0.1593007956772985,0.0,0.2693542742394688,-0.38066341801018144,0.26687106072082134,-0.3813196199150195,True,False,22,8.229182079839406e-15,3.667132584039098e-15,0.0,-0.35822364493702374,0.25914222953478705
163,0.399647581097594,0.34891723913218414,0.5,0.3051338299410419,0.558203972876485,0.15108276086781586,0.0,0.2702650682822778,-0.3030884387181929,0.26737075067048655,-0.3033284525236993,True,False,22,8.229182079839406e-15,2.5353606222054276e-15,0.0,-0.3044388254270408,0.2564967761106217
164,0.4132808403846265,0.3348498035215556,0.5051421327951838,0.2688324365037456,0.5994302602184711,0.17029232927362825,0.0,0.29546616150293903,-0.34681331351132777,0.2920067701750517,-0.34751698078096294,True,False,22,8.229182079839406e-15,3.5358180611541586e-15,0.0,-0.3538489391945201,0.27850615693541325
165,0.4165848280477649,0.35851281140607005,0.4992121544504153,0.333741021017298,0.5393614968438892,0.14069934304434523,0.0,0.2865792135445129,-0.32183916455717737,0.28390675546660016,-0.3217056232536171,True,False,22,8.229182079839406e-15,4.798431692079589e-15,0.0,-0.3187671981823126,0.277153001625708
166,0.4103393508193022,0.3536946037024809,0.4928720596437426,0.31024731468196637,0.5311584423962633,0.13917745594126169,0.0,0.2835585733585373,-0.36518904465157503,0.2807438975548153,-0.3650439109872163,True,False,22,8.229182079839406e-15,6.341719675163088e-15,0.0,-0.3524040107372327,0.2791796518203141
167,0.4122573178934227,0.34297427402888997,0.4640238076640667,0.26642165950101476,0.5,0.12104953363517673,0.0,0.2648101421041966,-0.3107635959806951,0.26213795215616464,-0.3111530188813233,True,False,22,8.229182079839406e-15,2.197316465784192e-15,0.0,-0.3116005102847311,0.25117604130812166
168,0.41246396639409966,0.3555747402374185,0.5,0.2385947241677604,0.5457343327481654,0.14442525976258153,0.0,0.2759474154604038,-0.30223120604924697,0.273182477178767,-0.30294413415407906,True,False,22,8.229182079839406e-15,4.444178078552707e-15,0.0,-0.30922140879441806,0.260467420962056
169,0.4072685883277861,0.3482370554658359,0.49930728561085663,0.27748275230572317,0.5428422437063842,0.15107023014502075,0.0,0.31208590633834254,-0.3311918659016334,0.3095526412104881,-0.3316017222595975,True,False,22,8.229182079839406e-15,2.9795401219029055e-15,0.0,-0.331994684295295,0.2991525880692425
170,0.4140212754822816,0.3386663701359125,0.4945329884242588,0.27492857279771044,0.5064924831684433,0.1558666182883463,0.0,0.31908218314309633,-0.3363854173784676,0.3159988602128143,-0.33633649094876084,True,False,22,8.229182079839406e-15,4.0505903219321595e-15,0.0,-0.32589485975600907,0.30674052992468814
171,0.4210818926316363,0.3474759494600825,0.5120884765852809,0.28461026309277176,0.5453940133269702,0.16461252712519842,0.0,0.24501604174957659,-0.3433916450810768,0.24276825373463184,-0.3440446979337323,True,False,22,8.229182079839406e-15,2.1899618984604668e-15,0.0,-0.34393764988848674,0.24400807905801525
172,0.4277628777762663,0.34103986526057456,0.4970665112889273,0.2676238325265969,0.5448721431309633,0.15602664602835276,0.0,0.30718092466709046,-0.30563602892495806,0.3040818862895833,-0.30605983423888566,True,False,22,8.229182079839406e-15,4.6636116699846004e-15,0.0,-0.3090177713306282,0.29142442328559603
173,0.41284683176821646,0.3220581112286387,0.507672242509272,0.22888922966723932,0.5616723242490954,0.1856141312806333,0.0,0.28907371839327145,-0.3139434432436249,0.2864718020455086,-0.31451301633497475,True,False,22,8.229182079839406e-15,4.503845720050161e-15,0.0,-0.31773181375233,0.27008371310790835
174,0.4176554673871092,0.3596160042582235,0.5012115842459486,0.3062311842198652,0.5746372486000606,0.1415955799877251,0.0,0.24064733865097354,-0.3068731747749634,0.2381539323539521,-0.3070763920247342,True,False,22,8.229182079839406e-15,6.14486864970728e-15,0.0,-0.3102398671587453,0.23090139374292018
175,0.4164650107269125,0.32274608215530426,0.5181220885479042,0.2279750201882469,0.5503037014368672,0.19537600639259994,0.0,0.26305597486078347,-0.32067975357077,0.26009810187294935,-0.32145237644422314,True,False,22,8.229182079839406e-15,3.926650504588709e-15,0.0,-0.3325070965607701,0.24834983833904567
176,0.39938447762277857,0.3426363681271664,0.5,0.2741973809115381,0.5403329583915403,0.1573636318728336,0.0,0.29148344236559476,-0.33867479088177527,0.2887993555596893,-0.33956522857892885,True,False,22,8.229182079839406e-15,4.9398394815915485e-15,0.0,-0.3432901558634881,0.28263567986451377
177,0.4052763507361456,0.3428431109454453,0.5,0.2806036992376438,0.569772267479275,0.15715688905455472,0.0,0.2807973449254979,-0.31776711449729234,0.2777288401687945,-0.31763018217371497,True,False,22,8.229182079839406e-15,5.14987371493803e-15,0.0,-0.31056891721465385,0.2754324262483673
178,0.4209415390911149,0.33181758530613786,0.5144920555913906,0.2437618925542883,0.5620989103592866,0.1826744702852527,0.0,0.29024259441520406,-0.30988760808040094,0.2882735844014568,-0.3102982285681091,True,False,22,8.229182079839406e-15,3.4198873939913634e-15,0.0,-0.31100531589344105,0.285979474481166
179,0.4080934483097624,0.3544602796286898,0.4996394844982627,0.2875100354055513,0.549309012974047,0.14517920486957286,0.0,0.24926526282361094,-0.3561003241614325,0.24704355686007706,-0.35661095950625504,True,False,22,8.229182079839406e-15,3.503207809464142e-15,0.0,-0.3420209524664415,0.2408555234870281
180,0.4122993537038628,0.343794895995904,0.5218405819215495,0.30949712980403865,0.5661908907280337,0.17804568592564546,0.0,0.2559089234782612,-0.31908613133099145,0.25387869280429554,-0.3193417889638232,True,False,22,8.229182079839406e-15,3.871815006640917e-15,0.0,-0.32523991686762915,0.24646757807818565
181,0.4103872671500251,0.36198406716159426,0.5061144670206074,0.32501271650137614,0.5434573907338471,0.1441303998590131,0.0,0.22887116540246888,-0.35572413024874044,0.2263200140702959,-0.3561277127788002,True,False,22,8.229182079839406e-15,3.9185600757699065e-15,0.0,-0.3422332674698799,0.22552139860443166
182,0.4038064886596391,0.3433690994880449,0.5079919894797827,0.22703026348008987,0.539128760663284,0.16462288999173785,0.0,0.2664633699646286,-0.351669641567946,0.26413641415905564,-0.35209790466156604,True,False,22,8.229182079839406e-15,2.24246967913095e-15,0.0,-0.36228113638675097,0.2559638109552337
183,0.4005283912190312,0.3410989087873218,0.5,0.24855542842123235,0.5971055310608564,0.1589010912126782,0.0,0.2956239561160483,-0.3149088280442391,0.29291104500049037,-0.3156670334152783,True,False,22,8.229182079839406e-15,2.5473261285979743e-15,0.0,-0.3189438942084052,0.28883564402772954
184,0.40535482138147455,0.34062079631268255,0.5,0.24672892214843656,0.5422712482331941,0.15937920368731745,0.0,0.2686546956689957,-0.3166040457863293,0.26604889440478563,-0.31721045481584237,True,False,22,8.229182079839406e-15,4.2457647379744116e-15,0.0,-0.32507346725244424,0.25670442152968576
185,0.4041974578848088,0.3465387020282849,0.5,0.2963674585065154,0.5333708068444863,0.1534612979717151,0.0,0.2907341306215758,-0.3227450129888861,0.2881642868965937,-0.32295801696612664,True,False,22,8.229182079839406e-15,3.4369381970795885e-15,0.0,-0.31618925103812784,0.28604970763946813
186,0.41597183815292654,0.34438389635619776,0.5059715252164726,0.2727791596378852,0.6492413853424079,0.16158762886027483,0.0,0.29112720351165877,-0.31903182304849564,0.2881587996984696,-0.31932658517006446,True,False,22,8.229182079839406e-15,7.175538877664286e-15,0.0,-0.31279102453110613,0.2792077151635243
187,0.40821057775618946,0.34226338213753654,0.5,0.2816249009243557,0.5705873456995243,0.15773661786246346,0.0,0.28949617377439707,-0.3148606151529144,0.28647463949345475,-0.3152685501460586,True,False,22,8.229182079839406e-15,4.1616060034366916e-15,0.0,-0.3147074506837801,0.28543721554018875
188,0.4192581414637426,0.36027226809762436,0.5195306740253398,0.3077357313125003,0.6073870726506646,0.15925840592771545,0.0,0.23895162686565707,-0.3260699835889407,0.23637919491630788,-0.3264647361773459,True,False,22,8.229182079839406e-15,2.62570229536099e-15,0.0,-0.3279573004032549,0.23189641134316397
189,0.4008225164045459,0.33221202478182715,0.5010773411463826,0.2776990775715606,0.5515534611991495,0.16886531636455543,0.0,0.2572164142450002,-0.33538915927443064,0.25436477302104676,-0.33605359785377414,True,False,22,8.229182079839406e-15,3.2030516116582325e-15,0.0,-0.33157056859249007,0.24499012269614362
190,0.4008492417414466,0.3626340344685347,0.5,0.3322112337521351,0.5567751207240554,0.1373659655314653,0.0,0.30185767769018956,-0.30435566183312507,0.29947931880878165,-0.3048609095484031,True,False,22,8.229182079839406e-15,4.534971310741947e-15,0.0,-0.3044294503566479,0.2920156086008605
191,0.40958373934311704,0.3432583669478679,0.5150397709365753,0.27867838689215835,0.5750783269237838,0.1717814039887074,0.0,0.25020264112482127,-0.349126659274764,0.24737669994024447,-0.3498771146399997,True,False,22,8.229182079839406e-15,4.829967382798813e-15,0.0,-0.3641546814846667,0.2428301631937928
192,0.39649116483409264,0.35332938118790047,0.527776137648673,0.2882399155790475,0.5944648214474392,0.17444675646077257,0.0,0.2930048361718094,-0.3196742760778307,0.2905832752377291,-0.31981589067728083,True,False,22,8.229182079839406e-15,4.897929666768984e-15,0.0,-0.31206876986179505,0.29241501575981754
193,0.41584818056947387,0.3458469377501055,0.5111533495797902,0.29942159981201444,0.5582706698852751,0.1653064118296847,0.0,0.25454430729598543,-0.3461077300889788,0.25188403173489293,-0.3462433047293758,True,False,22,8.229182079839406e-15,7.671190846753264e-15,0.0,-0.33421208925933166,0.24519011211035835
194,0.4174308755010525,0.3356808751406474,0.49966608166195664,0.2582949589032223,0.5519892606397845,0.16398520652130927,0.0,0.25599835455509856,-0.34614211472040285,0.2534441695004537,-0.3463666136684639,True,False,22,8.229182079839406e-15,5.698268847128176e-15,0.0,-0.3381337743346431,0.24592028843117153
195,0.4207486168477289,0.3409364658805583,0.5031012636017077,0.2923860259577764,0.5550047971688907,0.1621647977211494,0.0,0.21076081482533038,-0.3264887442215042,0.20843360021456103,-0.32687790311170534,True,False,22,8.229182079839406e-15,2.4949060829033076e-15,0.0,-0.32978858823324775,0.19423605606048633
196,0.41782316319333473,0.35962014333228215,0.5,0.2760774826717191,0.5218567821401838,0.14037985666771785,0.0,0.2790637232024389,-0.3315924394311971,0.2759616998940029,-0.33180395938888857,True,False,22,8.229182079839406e-15,2.66082896317404e-15,0.0,-0.3301312854395415,0.27023331753866786
197,0.4115937589448312,0.34291032313657477,0.5127334593022235,0.3119981373607929,0.5679631113862273,0.1698231361656487,0.0,0.25623198094721467,-0.31155564931980073,0.2532498097627176,-0.3112980632996907,True,False,22,8.229182079839406e-15,5.701807378147304e-15,0.0,-0.3054300464564841,0.24725587649079928
198,0.4064344337884821,0.32251909316466526,0.5,0.2720472851695171,0.6460542834437302,0.17748090683533474,0.0,0.27827193506945025,-0.3234792878151978,0.275285081186452,-0.3238957589845001,True,False,22,8.229182079839406e-15,4.985194215879516e-15,0.0,-0.3303397983369782,0.2632180801993803
199,0.40297811193388433,0.33230928507487434,0.49834553837639173,0.2564031876379504,0.6531293956466074,0.1660362533015174,0.0,0.2339502231630468,-0.343147509150847,0.23128053897900447,-0.3435754027685687,True,False,22,8.229182079839406e-15,5.669611692305002e-15,0.0,-0.3462152034399588,0.22858342992485148
