r,cagr_rebal_cost,mdd_rebal_cost,cagr_rebal_free,mdd_rebal_free,cagr_norebal,mdd_norebal,turn_sum,cost_sum
12,0.2942930623715361,-0.33890533473381296,0.29558279053982295,-0.33855118925876504,0.2923011288473354,-0.3646705506462817,5.868656718129635,0.03433164180105837
13,0.24602651031951517,-0.35028249114512033,0.2472821199641806,-0.3499148741702947,0.23731928072128805,-0.3686387764266169,5.083033028540061,0.029735743216959362
14,0.2483057988845867,-0.3503896014273083,0.24947436841967696,-0.3500848078546779,0.24049219697003088,-0.3592769560176043,4.21996231117412,0.02468677952036861
15,0.2951594820899863,-0.3428342406178967,0.29651808509113464,-0.34271214324443533,0.29173371871670817,-0.35564915722707136,6.626348671943251,0.03876413973086802
16,0.29411696644454666,-0.3427399045333061,0.29548393732865885,-0.34265702789695823,0.2910611408500894,-0.34665872084423777,6.673379124327007,0.03903926787731299
17,0.2788934742166911,-0.34737256335606553,0.2801762941622763,-0.3469667353940484,0.2719111531141607,-0.3616805376328554,5.384394719753399,0.031498709110557375
18,0.2374599439303069,-0.32665985350290366,0.2385766630511934,-0.32654955271390734,0.23000559874623394,-0.3323675918064885,3.9655685657286246,0.023198576109512453
19,0.2792791637114327,-0.3224242680186809,0.2805835388967808,-0.32238388018367853,0.272615528430886,-0.32426677862462666,5.165708066271987,0.030219392187691124
20,0.2950585173869833,-0.31774263488284626,0.296275620674912,-0.3174311448565655,0.29615512673455213,-0.33614669232277306,5.333056411364747,0.03119838000648377
21,0.33222264462355233,-0.32357936250440783,0.3335878924301203,-0.32311439349392196,0.3449993657578636,-0.3703104529932046,7.828419284994203,0.04579625281721608
22,0.22285541955073485,-0.33034324051655284,0.22393057187390797,-0.3299587383469681,0.2182148244667408,-0.32966881045267166,3.606927094416694,0.02110052350233766
23,0.2841507018048879,-0.3210994918914036,0.28538020380043605,-0.3210255392961932,0.2802915751052715,-0.34646448550282166,6.304644197254348,0.03688216855393794
24,0.2819418942915446,-0.33200838525166365,0.2831685530444319,-0.3318560872469011,0.2780527472554688,-0.3386942644466036,5.0306624506000075,0.029429375336010047
25,0.2627647437940581,-0.3770922920582217,0.2639223143671632,-0.37666396543098163,0.2568000663250749,-0.41265110919686604,5.098440061135122,0.029825874357640468
26,0.27390197414334305,-0.35028714976131375,0.2752323605660727,-0.3498945248391576,0.2644343575258137,-0.3680984153725731,5.744125408655733,0.03360313364063604
27,0.2500743443815716,-0.34638730128374445,0.25136111283594365,-0.34630980112816245,0.24205958752216472,-0.351167247620631,5.409017148007264,0.0316427503158425
28,0.314104961093999,-0.3336880464114398,0.3154372065309785,-0.3332924234316494,0.3204520218106788,-0.3643456661108801,6.449430514500111,0.037729168509825654
29,0.26666848804674137,-0.34028362719088917,0.2679194261586506,-0.3399510801440246,0.25948887375301655,-0.35585481830264487,5.012782694470413,0.029324778762651917
30,0.28261203615058217,-0.31380146882150883,0.28382813644617877,-0.31348270373783477,0.2783775621044353,-0.3314865676066756,5.027984525463941,0.029413709473964055
31,0.2815954806030945,-0.3369851385020904,0.28281892997103175,-0.33696213693688304,0.2778914653316642,-0.3450861024275045,4.962173308625797,0.029028713855460908
32,0.2041253944820205,-0.2989320733305595,0.2052666924751323,-0.29881822133780966,0.20385223542418873,-0.29889883111996157,4.037824742661725,0.023621274744571093
33,0.26976312107360445,-0.30522659929893,0.2710315808178567,-0.30485275034470677,0.26285146741321075,-0.31963829251555476,5.087740744411373,0.02976328335480653
34,0.2425842476826492,-0.32756891377469755,0.2436617870758815,-0.32726456052081787,0.23564007322167813,-0.3309278958980829,3.8424637542741737,0.02247841296250392
35,0.2798110227578776,-0.3095552048461389,0.2810266545171689,-0.3094855534218187,0.2749635734541598,-0.31762383745048034,5.910003104767991,0.03457351816289275
36,0.2504433613877546,-0.3341881913628551,0.2516268974514786,-0.3338481159216469,0.24261624619071065,-0.3492294352607512,4.891977816106043,0.028618070224220353
37,0.3049189330866895,-0.34683502395798915,0.3061819407646771,-0.34666537728811253,0.3079752477874045,-0.35066241953005567,5.317897292178262,0.031109699159242832
38,0.19360410168926645,-0.35524869838456846,0.19449545714617966,-0.35488902490744334,0.19874291044121195,-0.3524810002218439,2.8751821316732733,0.016819815470288647
39,0.27093236317880987,-0.3654134639664767,0.2721230951921427,-0.3649413291651755,0.2657332145347657,-0.3848365272169409,4.784516991673269,0.02798942440128862
40,0.26584648692860946,-0.3080066322146038,0.2670126069428336,-0.3079461960321023,0.25985302240670705,-0.312512385815928,5.1392571910509695,0.03006465456764817
41,0.22733040986252706,-0.3397305328290633,0.22841946345757047,-0.33932067053235826,0.22215241506968342,-0.3411193451118078,3.8348260963770224,0.022433732663805585
42,0.19515199951705275,-0.34924370571889823,0.19634182632140162,-0.34917638793717604,0.19777947777461846,-0.3544556864914799,3.809763559163297,0.022287116821105284
43,0.2810947907866588,-0.3113050960796627,0.28226136442708594,-0.31097069229655605,0.2771978298919664,-0.31130253038535166,4.845752761792076,0.028347653656483646
44,0.28364899402482013,-0.36714599516403146,0.28488144578720465,-0.36672757176848436,0.2805041695629671,-0.39396798030818736,5.302795309725936,0.03102135256189673
45,0.2983798053347819,-0.3230805943380497,0.2996218341249608,-0.3229038833356625,0.29887924654729936,-0.32541452217053735,5.091299129402028,0.029784099907001864
46,0.30240796297503736,-0.39107571898259597,0.30370056172175675,-0.3906767868494125,0.3042964125050238,-0.43180926115042284,5.526056358381815,0.03232742969653362
47,0.2712492351548099,-0.370041902902851,0.2724762035975399,-0.36962267902228857,0.2648131410640677,-0.38927160886939877,4.624975785057797,0.027056108342588113
48,0.2733242796883315,-0.346679142667711,0.27441611772425256,-0.34624631828269303,0.269893024011745,-0.3439968411709273,3.7513084026299026,0.02194515415538493
49,0.23699487414061693,-0.3303954409840914,0.23800369670367938,-0.33029166514276365,0.23161014700206706,-0.34227768837097694,3.512169113566867,0.02054618931436617
50,0.2807521123353174,-0.35135738042620623,0.28198120150176487,-0.3510645775877986,0.27547111120840184,-0.3682498529313697,4.977227779384421,0.029116782509398857
51,0.25159408669654826,-0.3138575470186534,0.25276589029193075,-0.3135950439451782,0.24446332589459296,-0.31591356209843213,5.048503194618293,0.02953374368851702
52,0.20705480896981143,-0.3626068364494804,0.2080944936348672,-0.36213744361314515,0.20694130833271562,-0.3567414371855684,3.3770069451625027,0.019755490629200644
53,0.20580729708018652,-0.2946277756201531,0.20687194028428735,-0.2945343766506614,0.20576794894800932,-0.29616538588201674,3.9490403264420735,0.023101885909686128
54,0.2624671800951579,-0.3514053584330102,0.2635348828907176,-0.35103537922277633,0.25804601084135026,-0.3796129642799333,4.575610557916938,0.026767321763814085
55,0.3672706777555319,-0.3127755225177297,0.3687994346107235,-0.3127195215609048,0.39707270079313006,-0.31854055381184554,9.853042825208597,0.05764030052747029
56,0.26662782477461455,-0.30975975859432947,0.2679298993987054,-0.3094929630933185,0.2578103679666426,-0.32023329489126834,5.394314330134991,0.031556738831289705
57,0.2879757921106916,-0.3564372669717525,0.2891109849938367,-0.3560463021289011,0.28794033210594705,-0.3808796010239425,4.933105661518132,0.02885866811988107
58,0.3524545987377832,-0.2846808779437205,0.35383761227064703,-0.2845501711676548,0.3795608057733786,-0.2906050940445271,7.256135310336649,0.042448391565469396
59,0.24652260518505198,-0.3226969678756328,0.2476124738788128,-0.3226863350034599,0.23910404910575167,-0.32399104943512297,3.989909929545542,0.023340973087841423
60,0.24305537019555712,-0.3849538110396459,0.244233078072297,-0.3845446244914965,0.23586405871520033,-0.4045535790388629,4.648810229488404,0.027195539842507166
61,0.2702270963261426,-0.3398596314195448,0.2715249773233477,-0.33933944062565796,0.26313012938050306,-0.36308497207838203,5.537521223802644,0.032394499159245464
62,0.2259741607152681,-0.31719005750397716,0.2270276693921931,-0.3167923340305524,0.22144186626910134,-0.32472995223090434,4.138762300465984,0.024211759457726013
63,0.21089252399761538,-0.3731976649420765,0.21199510277721512,-0.37278620975293225,0.20898553485679927,-0.3807903983330299,3.991029501002923,0.0233475225808671
64,0.29209605028183394,-0.3175934672476835,0.2932787958891503,-0.3174531169271246,0.29160859016800855,-0.3206443334018529,5.353725663085835,0.031319295129052134
65,0.24106466498404155,-0.3442928584094336,0.24228643214498513,-0.3439859673856813,0.2334298286872385,-0.35765450523151215,4.749041265660697,0.027781891404115078
66,0.2974437093017779,-0.32195173520187076,0.29880091582773094,-0.3216502010927235,0.295329425322167,-0.341645535289845,6.218188705069792,0.03637640392465828
67,0.23121240416375155,-0.31710556022276004,0.23247338867054235,-0.31699880970713945,0.22341612507555308,-0.32081699463315994,4.528899396170311,0.02649406146759632
68,0.305117656308165,-0.30456081249990613,0.3063722373552895,-0.3045391336554129,0.3089666587423867,-0.3079723003096714,6.015210432957187,0.03518898103279955
69,0.2380090073903507,-0.2915177263459198,0.2392187468681508,-0.2911203693190919,0.23023994827416794,-0.2957186622774846,4.624958288238837,0.027056005986197198
70,0.2833671396702018,-0.3138362612422765,0.2846356967692101,-0.31339802367524233,0.2790818103772057,-0.3327826104180992,5.588065556108682,0.03269018350323579
71,0.35628031561024676,-0.3082315348460272,0.3576737198666069,-0.30817213705336277,0.38199245401280035,-0.3163265075283212,7.4411882737753885,0.04353095140158602
72,0.25512905158095145,-0.3457406707826009,0.2561853417172866,-0.34538201240826116,0.24986530449255873,-0.36791943940914584,4.1674035026663585,0.0243793104905982
73,0.23044843651189106,-0.30764552844400006,0.23149608557397894,-0.307378141862755,0.22560325496889821,-0.3073000960429488,3.4061728956915345,0.019926111439795478
74,0.26360438936178476,-0.31065033345152654,0.26482216929466507,-0.31014386560128193,0.2573373584359093,-0.3196218809581729,4.75115557450752,0.02779426011086899
75,0.19251736386474838,-0.36401934460817675,0.1936122712282109,-0.363941026128342,0.19696956466306936,-0.36614441837164646,3.4460412408894294,0.020159341259203163
76,0.25012817846017055,-0.3599482992120575,0.2513380242892258,-0.3595080945995433,0.24158587878236548,-0.37414626550540864,4.300067270622066,0.02515539353313909
77,0.2656116157224573,-0.3316264064907169,0.2668445979253913,-0.3315623784816252,0.2588114638150325,-0.3492369024024135,5.632575323119913,0.03295056564025149
78,0.3103354318977263,-0.28090388503441294,0.31150964092832556,-0.28041519613153193,0.3169888950067321,-0.27644720621006463,4.901564718063985,0.02867415360067431
79,0.25777782293479046,-0.317728568333439,0.259170535948517,-0.31736204552084485,0.24690795446502167,-0.3325265143417663,5.674868766118257,0.0331979822817918
80,0.26403118169623285,-0.31799818441415506,0.2652981918354915,-0.3178878368224582,0.2563339683581316,-0.3215161572824597,4.99962071107611,0.029247781159795247
81,0.25180457755937447,-0.3104762309232128,0.25300469537315307,-0.31035968564662697,0.24446825091602853,-0.3154600533950951,5.0543383778964,0.02956787951069394
82,0.2997031394767875,-0.335770354563595,0.3009345100828831,-0.3356713054518873,0.30016055640321215,-0.3475876167699861,5.966882192109294,0.03490626082383937
83,0.267241741013601,-0.32375626848224004,0.2685182548394274,-0.3236568464182398,0.25930834714365925,-0.3350974077061966,6.430922057839307,0.037620894038359956
84,0.2406181338306348,-0.354965417021737,0.24160676467389863,-0.3548886523323206,0.2354285083813119,-0.35033116776547807,3.7097795692160096,0.021702210479913657
85,0.2602270475187505,-0.31911061744330244,0.2614005873864016,-0.3189000450932372,0.25253940292909016,-0.32282184251226054,4.3766736745334995,0.02560354099602097
86,0.25741503652156217,-0.3646538462289891,0.2585946796813048,-0.36420658355426533,0.2503111069255899,-0.3623797488461329,4.633467096198433,0.027105782512760836
87,0.2385904483883854,-0.34332349662482275,0.23970266689105668,-0.3429507369913815,0.23210112504370595,-0.3607992440364902,4.310544211595312,0.025216683637832575
88,0.2943473331969,-0.30002371193741373,0.29554245490061604,-0.29991020741215035,0.2942596817661023,-0.30889057328637387,5.1739437441006055,0.03026757090298855
89,0.3129505699077957,-0.3021111347585965,0.31424090752540845,-0.3019351919392244,0.3193252203652652,-0.3178507025222536,5.733043598406908,0.033538305050680416
90,0.25653329603335573,-0.3723840776802392,0.25779570154886833,-0.37201554160695394,0.24813045553671897,-0.38645622626165477,5.179544507150203,0.030300335366828683
91,0.26127417313902823,-0.315826738746211,0.2625545806472771,-0.31566478460891517,0.2530486747699632,-0.32031162334900676,5.305518457170089,0.031037282974445024
92,0.24711270413554476,-0.32920703410638963,0.24824859432987578,-0.328815630109768,0.24020210702328626,-0.33209686552218226,4.558545735445745,0.02666749255235761
93,0.29381311052091386,-0.339419993034299,0.29510352473808044,-0.3393904649354104,0.29196814985991315,-0.35695119859617636,5.991612850132744,0.03505093517327655
94,0.3132528511646764,-0.3112831359947031,0.3144899301272057,-0.3112595187564026,0.3204951705757586,-0.3086479149615109,5.101253586905426,0.02984233348339675
95,0.24053645670867696,-0.32610305908688025,0.24149613778646128,-0.32608341250634043,0.23518471190552592,-0.32521017606635955,3.1760236479752484,0.018579738340655204
96,0.31241286539953705,-0.3060989074274172,0.31376836325274016,-0.30605330539367565,0.31657620146606225,-0.3142380913680724,6.269867121794549,0.036678722662498116
97,0.25076793990787016,-0.3117765577071189,0.2520145880165996,-0.31166138222364664,0.2422333644966388,-0.31233296211019046,5.097748081698881,0.029821826277938453
98,0.23792723847046693,-0.3417643317517531,0.23907185588356894,-0.3416378362782673,0.23042561690935992,-0.34564954518977975,4.141255118935837,0.02422634244577465
99,0.208299255838309,-0.36903566655025616,0.20943297077260192,-0.36871014209739983,0.2064147560714582,-0.3752297178332116,4.178976951172706,0.02444701516436033
100,0.3084202647074794,-0.33845375425294855,0.30972592802783017,-0.3381601690298534,0.3108685518767005,-0.3607524601441751,6.454775431111262,0.03776043627200089
101,0.34244496797413415,-0.3567271682470429,0.3437932412624789,-0.3562570607793991,0.3648429577681027,-0.41282910457047145,7.613104684387926,0.04453666240366937
102,0.2984131652675992,-0.3308280226779118,0.2996452383426689,-0.33074034272821823,0.2998125817715278,-0.3328169786319938,4.967204179482167,0.029058144449970673
103,0.3354670510628195,-0.3095691828778343,0.3367903889812691,-0.30947755123559134,0.35134766883543733,-0.3101034308204712,6.347998632128732,0.03713579199795308
104,0.2870499627235845,-0.35397214043993735,0.2882564164779309,-0.35364710681347966,0.28483912143783097,-0.37848363468228646,5.510190843784702,0.032234616436140506
105,0.26175407792689165,-0.31179106574756893,0.262894314481664,-0.31146370227622167,0.255975974234808,-0.32417282940327663,4.244932382391427,0.02483285443698985
106,0.26324574926708655,-0.36120524372765256,0.26438700976586516,-0.36084854569982583,0.25677501904037436,-0.3563447373188236,4.069482402096687,0.023806472052265625
107,0.2681555282246977,-0.37760056180701534,0.2692666138294102,-0.3772414284945428,0.2635989022575045,-0.4096321941187169,4.623421356406331,0.027047014934977034
108,0.28853981077405666,-0.3237768714373782,0.2897525909227907,-0.32296297244597055,0.287869233929231,-0.33969472175530563,5.063543937671336,0.029621732035377317
109,0.2642982893340391,-0.32501503352091377,0.2654077006038016,-0.32460961646785164,0.2585435110569254,-0.32950507379429783,4.0158824439598,0.02349291229716483
110,0.24826723717398202,-0.3215086439378517,0.24944935322415374,-0.3214072895976625,0.24013195071373827,-0.3268613767183391,4.292707195178137,0.025112337091792107
111,0.2856761536373438,-0.36015054138412844,0.28679901648798856,-0.3598925440899782,0.2840764068504904,-0.37759935392204574,4.30429406830642,0.025180120299592552
112,0.3251464350970661,-0.3163803254444966,0.32635487461914203,-0.31593594003679953,0.3389979669374634,-0.3189339759796364,5.5900660091524905,0.03270188615354207
113,0.3233867214215578,-0.31022760132735994,0.324656150007818,-0.31006240023099624,0.33557703693780083,-0.3196149853428684,6.25442345055848,0.036588377185767115
114,0.2909663466622443,-0.35553631342314385,0.29229570502138724,-0.35510839745592626,0.28595347931104875,-0.3838603038411835,5.798505580382645,0.03392125764523847
115,0.27113762683300036,-0.3103071695685521,0.2723204361180944,-0.31003349095237354,0.26617080584248654,-0.3241327600888208,4.956574381799463,0.02899596013352686
116,0.2862386327775899,-0.3290074984508428,0.2874481275006697,-0.3289005071777107,0.2838887297977619,-0.33576842238885773,5.064110258420873,0.029625045011762108
117,0.28356512674815515,-0.33563307902360207,0.2847721798074363,-0.3352661944868959,0.2801516872651426,-0.3415077890859784,5.199730060216054,0.030418420852263917
118,0.2838422176955713,-0.3463300184985244,0.2850538490535406,-0.34587772973130154,0.2813477942292619,-0.35354228800216847,4.587273428615666,0.02683554955740165
119,0.2556059589968791,-0.33463902494525216,0.25678559501878095,-0.33425805379253054,0.24911581351670264,-0.35323865416259936,4.805010826783935,0.028109313336686023
120,0.28551294910151115,-0.31360450473920376,0.2866924366652177,-0.31344537847100334,0.2837036688663892,-0.31552673860694525,4.833352284504054,0.028275110864348717
121,0.265425129660267,-0.32137565020716785,0.26656614324014827,-0.3212730271086553,0.2591671455406903,-0.32300875541807283,4.333097231323161,0.02534861880324049
122,0.2732043607402197,-0.3353043670760671,0.27441155531848116,-0.33523109605516654,0.2686596453867527,-0.3377130352801493,4.823085866678341,0.0282150523200683
123,0.21397033093566264,-0.37025991479206066,0.21515425640860997,-0.36992996991626437,0.21018140233588878,-0.3680206173034604,4.485149034259156,0.026238121850416064
124,0.2737833425273304,-0.3215795911372686,0.2749767248882138,-0.3212610656230568,0.26752078925633516,-0.3265398556475536,5.208850324773373,0.030471774399924233
125,0.2460139314116534,-0.33664099605715164,0.24704785786739336,-0.33659612519541743,0.23996533709074552,-0.34370203638036806,3.664986324760916,0.02144016999985136
126,0.2709459872729383,-0.34451056725675927,0.27215141591327074,-0.34448960940755247,0.26492704104358267,-0.34768178453713827,4.847720285068814,0.028359163667652558
127,0.24717522803245995,-0.3161612907379535,0.24836202051436929,-0.3157414739323726,0.23928512699656168,-0.32425925545350404,4.751513540777765,0.027796354213549927
128,0.33611149218768777,-0.30560351771544325,0.337560855492925,-0.3052352138589466,0.35057524317260813,-0.32795297963883757,8.067946722060022,0.04719748832405113
129,0.34090102317974447,-0.3316287402935552,0.34244233108958144,-0.3314379588926005,0.3546827698065451,-0.3571977552203042,8.235206218392623,0.048175956377596856
130,0.31148849393885647,-0.33117323144954,0.3129083335870497,-0.3310633044955671,0.3149312843382719,-0.33392219352261965,6.164372434668067,0.03606157874280819
131,0.2439309663220084,-0.31500259507925205,0.24499386847222748,-0.3148859584800969,0.23728933984009926,-0.31372662559188635,3.7182699718105554,0.021751879335091748
132,0.29777204388938205,-0.31039893861178103,0.2989372170455762,-0.31029817962042033,0.3005021259546654,-0.31432745197122786,4.943421297735913,0.02891901459175509
133,0.28612056029917365,-0.34023684036918034,0.2873260827735433,-0.34016742217442936,0.2840636023686227,-0.35146051083948504,5.092376842725892,0.02979040452994647
134,0.23777331376968847,-0.3534321002812261,0.23893711817687646,-0.3530470859172245,0.23082694564432837,-0.37695351386084114,4.739738127664337,0.02772746804683637
135,0.2634808404608411,-0.2948891136796227,0.26449419935930085,-0.2946161593229523,0.2591953771408426,-0.29490102807332247,3.543913633994457,0.020731894758867574
136,0.21142163123139368,-0.3399291290240969,0.21254649536382875,-0.33952733694480347,0.20882544715762164,-0.32356722556948253,3.359862794885939,0.019655197350082747
137,0.2400300743327377,-0.33689616196987504,0.241216033224662,-0.3364457905415188,0.23245246436900913,-0.35423703646343685,4.944626280217805,0.028926063739274158
138,0.28027725512094337,-0.33859246644743946,0.2814501101767788,-0.33820675649289306,0.2766624792034422,-0.37351685604392204,5.088251640673522,0.029766272097940104
139,0.20552223554448767,-0.36351094079887775,0.20665826057097503,-0.3630354105028011,0.20510056272887622,-0.3483724689121495,3.575156085148775,0.02091466309812033
140,0.27147348497255286,-0.31095990728167305,0.272625812225862,-0.3107234126855637,0.2658783833074234,-0.3259339796438971,4.824748066670646,0.028224776190023282
141,0.23830789566781752,-0.3313659528300096,0.23960965938488665,-0.33129565356869245,0.22942365918352903,-0.33835151022747967,4.7283646012113305,0.027660932917086285
142,0.28993636179845894,-0.3252216882717755,0.29122951550784926,-0.32513147471136855,0.2870477241382361,-0.33274440903562774,5.837127343941683,0.03414719496205885
143,0.2705686017578852,-0.3334268601429998,0.27168054474234915,-0.33336560098509865,0.26592874096501706,-0.34313346323214566,4.333525066289852,0.025351121637795637
144,0.23770401849502742,-0.32334094540036185,0.23889405993695534,-0.3233327183232838,0.23053627954607525,-0.32340148340782976,4.556153682197993,0.02665349904085826
145,0.2611945404243159,-0.33638776081649824,0.2623856066057184,-0.3360341954407824,0.25209201379600965,-0.3539191177198708,4.393223937070413,0.025700360031861914
146,0.24764345950396272,-0.309222382187598,0.24883269613801717,-0.30915220896209744,0.24007844897528718,-0.3099326372411251,4.303569355671346,0.025175880730677377
147,0.3118381700770354,-0.31190378228574356,0.31314203506590554,-0.3118110485553199,0.3175017544624772,-0.31814027492758923,6.336667714354615,0.03706950612897449
148,0.3038740790670802,-0.33516213186116883,0.305142096020248,-0.3351085841365577,0.3065745285614234,-0.35454472360805944,5.756629290930116,0.03367628135194119
149,0.2300260580456408,-0.36885153435301815,0.2311417245119567,-0.36843237058002903,0.22404272369978662,-0.37929132199726096,4.218547552745212,0.024678503183559495
150,0.3366111015848896,-0.3231533791933634,0.3378917195162001,-0.3230884049553684,0.3539797633244719,-0.3263627474189938,6.534657676665853,0.038227747408495244
151,0.24113487177770754,-0.35741339518723375,0.24228440688128505,-0.35699867383209727,0.2342305157475597,-0.36748240206906796,4.235761439218518,0.02477920441942833
152,0.22563430596522105,-0.35669341597683485,0.2267191974159255,-0.35627823571899875,0.22091217463750334,-0.35063106337483124,3.3901022435161243,0.019832098124569326
153,0.2706221564015845,-0.3484208360551006,0.271839561247877,-0.3480584032131571,0.26464963557827215,-0.36137387921445246,4.7252827792621535,0.027642904258683598
154,0.2696518558329972,-0.32354080107982836,0.2708555115802307,-0.323486187475703,0.26365523551047243,-0.3259306928281969,5.076094783027645,0.029695154480711722
155,0.20704382755186024,-0.3397900647684637,0.2082090424225047,-0.3394987368452227,0.20556015723108811,-0.330542796752978,3.7200856358238994,0.02176250096956981
156,0.2792378880901687,-0.3493868527045403,0.2805758845640678,-0.3489325279783335,0.2728385921779555,-0.37351481972319356,6.3149624672117595,0.03694253043318879
157,0.2291270657467357,-0.3764344997727046,0.23023957560024422,-0.37603175261635635,0.22414219383478873,-0.38464690837259746,3.7544528443965386,0.02196354913971975
158,0.3256617977597136,-0.33355882659670644,0.3270498732252616,-0.33352216381222416,0.3367405150813081,-0.3577395354940646,6.2811607864871135,0.03674479060094962
159,0.24128237192111013,-0.33329569370090445,0.24243163285927327,-0.3328971619015155,0.23412990247185417,-0.33949362832911967,4.399712516058136,0.0257383182189401
160,0.25474300766183133,-0.3366412600373117,0.25577640233372545,-0.3364973764924068,0.24856403561129037,-0.33463767925855026,3.6953550034090252,0.021617826769942797
161,0.21383885471499142,-0.3293702113303007,0.21504825595190646,-0.32931108552211596,0.21051068472521206,-0.3270229164371409,4.34067289921861,0.025392936460428867
162,0.2680321310750253,-0.3732236016061692,0.26921223391974247,-0.37270113244972125,0.26230324137155603,-0.3903687921877229,4.512316656290049,0.02639705243929679
163,0.26265082455015265,-0.30600278415703897,0.2638984076909707,-0.30587761781521355,0.25508312426362023,-0.30839663249279065,4.76481467459369,0.027874165846373082
164,0.290917621420719,-0.35956284563204954,0.2922552352603702,-0.3591157563731736,0.2866145274296974,-0.3783029296702097,6.45344553885136,0.037752656402280454
165,0.2898569170239762,-0.32546495524994,0.29104977929782394,-0.3253077718736253,0.2892449307770715,-0.34034141299977766,5.3583599667303945,0.031346405805372804
166,0.2910370519753247,-0.3691702543053194,0.29220746214573956,-0.368796394987881,0.2899860132123868,-0.4201692646459854,5.78681252050159,0.0338528532449343
167,0.25863276990696904,-0.3183643365389909,0.25993865673871275,-0.31827841040118426,0.25018035185084986,-0.31873482802943615,4.809035777050212,0.028132859295743745
168,0.2686837270224176,-0.3075859629861563,0.2699141763987003,-0.30748454208894704,0.2621867775274427,-0.31044142906359606,5.160888943649066,0.030191200320347035
169,0.31567710257833714,-0.344699223396138,0.3168755389047726,-0.344638908506163,0.3248654878880084,-0.34822608926000886,5.170685116747634,0.030248507932973664
170,0.32652124972929086,-0.33641088957347676,0.32774159126895364,-0.3360730834939888,0.33908059146489267,-0.3638355410288524,5.701429689125362,0.03335336368138337
171,0.24669306624448462,-0.34480882848853806,0.2479001924542148,-0.3445533158039504,0.2390432485791929,-0.35463106302826275,4.937055786058012,0.028881776348439372
172,0.3042265428160196,-0.3111644592263718,0.30552454907579785,-0.31108997616442513,0.30635705618443354,-0.3121740344055302,6.289409723973746,0.036793046885246414
173,0.2794498755152355,-0.3243903725687014,0.28073433882256316,-0.32432774588056773,0.2733330928655686,-0.32590647056133576,4.944893813442156,0.028927628808636613
174,0.23405516840173934,-0.3155005718671352,0.23509000351446008,-0.3154065003313931,0.22852854861984295,-0.3129488602490659,3.910397672150179,0.022875826382078548
175,0.2544154885427454,-0.32967129250679017,0.25567141079023603,-0.3292746131511591,0.24555717055949144,-0.3348876195656586,5.03172009991996,0.02943556258453177
176,0.29326703080194694,-0.35513843074736884,0.2946595131136842,-0.3550470186527388,0.29015898612197577,-0.36065167850340457,5.9755395958534185,0.0349569066357425
177,0.28699420593191527,-0.3162170511313931,0.2882969154051731,-0.31597470061471766,0.28353873134233654,-0.3375775010305375,5.835008347773581,0.03413479883447544
178,0.30040984891752665,-0.31789629397817865,0.3016405978972363,-0.317778448487262,0.30177183416831066,-0.3252935373797582,5.2691532628220745,0.03082454658750913
179,0.2437341403855433,-0.3534719472892237,0.24495965751398074,-0.3530013123835747,0.23622642577367947,-0.3694029086436197,4.501373827754119,0.02633303689236159
180,0.2531028182722741,-0.3320700283542106,0.2542502048483144,-0.3319395799036034,0.24740386467832387,-0.337129896581664,4.537433595419433,0.026543986533203688
181,0.225710927837256,-0.3545162510793647,0.22684931048130763,-0.35406532653549605,0.22033877833860505,-0.3417424565661241,3.7812209187392867,0.022120142374624827
