r,n_hold,same7,same5,sha_R_eq,sha_R_tv,sha_R_rp,sha_W_fix,sha_W_shuf,sha_W0,sha_W1
83,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,d2537345c9edb2371d44b296bec80fc9a6e9473c16599f6ecb91fe90952c0503,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
84,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,d623a1f7cabd901c4119dcb9e370727dfb09205fcce4ae100fdedc7e0e0c7909,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
85,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,cf12572b48ec2af8f0c92ce9120424db710c3fe0da9cb809814586c069fe519c,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
86,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,a6fdfa3fadef0436390f99fac6fb80ac8238a655a384a328b98803d64b6c4819,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
87,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,e3a81b59ba7feab12897c4ff339753e3d9cde2ebb5a61a5f5b2a6db049155067,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
88,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,3647b846a8dc7fc17a1c06697536b855f9cd062fdc14b4a48f4c7a2230afa730,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
89,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,05be41a5412a356ef6eb7f0013d12e2809e5966dfc27df60bfb0b037f6e7efb2,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
90,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,4df6452a3bdf7a7161e7502da11a9d7ac4dbd42c266c1812ada9fc84e619c4f2,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
91,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,6d8482b36a08419b0991855852b26619c5a2b33918c4c8b40dfa296137f66c7a,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
92,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,ce59aa88a41cbff1217c6052198fc95ab84f1fef6337bcc10dbcfa2acf49351e,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
93,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,b1d71deb7b26d7d7912df7b31a9df0207b5eda16f09acbdbe83882b13b2dea60,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
94,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,26018f702670c312f4e53640192adea43dffba3f87578de0c57c36f1c7b97275,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
95,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,d9e39cce1ee4d62eda131a3a631a0b6163ac9bccd12f67ee594fc45c04828e94,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
96,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,05a5f28627e3e719a3e035e4b12dcb8f8ab7fec4ba437be9a62e0cec06d0ab8e,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
97,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,6cdd78a690ca55690cb45a97fe93655c2831eadbd2b81d159fe47c501924f60a,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
98,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,da375b438797572f61497aa44bbe2790ceb98b62e3a4fc7ad4af3fdb3c2201a0,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
99,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,f2b964a9f5d5b816560d5fa8f99079538f6f0d668e6af339e242e72d6e146d1f,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
100,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,382cb7e29b7fe55440321e1ee74f1d2f84d99b56cdbfae84f873c21e8301530e,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
101,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,472f89229ea1b172c566405e23772188a619f2641b9e27a53d96c37748b8d3a6,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
102,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,fb80c3d536d50854f0afab9213a72d9243581c18129d29a9c9d9cf53f858325c,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
103,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,bd37e96dbe3a485ae4d250f1ae11a0b8a814d1d0c38bc97bdd849c9cd0f6f742,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
104,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,8f7b53b21f3f17df1f1fbd0d0d8491be3f072b8eaf2473141a6fe5d058648f51,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
105,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,2075ed1b2383679681c331df2eb996dd236a11f334d365df0ffd00dc001b786c,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
106,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,92a35494236af16a5379c0a5ea2120edf8216adae096835a34ccdc2a9aaaab42,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
107,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,b210ba0453e37acabbe3f8e2ddb3c9979a4c3ad8e299068c836a64df735a5629,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
108,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,b9d280479d4fd1377b4cd801e7a99332b7c16bd42e35752c836e0aea1cc7d1ae,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
109,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,64e02238cc22e43dbbeb1f7338e6cba9ea09faeb60121383190644c54cd6f448,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
110,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,4c62b05325ebc4f7afa188256aa2d78831ee9cf80bc3c4d041f63f10927d31bc,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
111,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,99deb78fe3082aacbddfe4e84393187eaf19f14c08fd71034596f3efdc452b4a,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
112,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,61ac043a661e00eba058be65e09a83441222f2d46a5a62e4581712dc5b382e6e,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
113,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,234fd1b4f1aacd81bd2a1702218abcbdc29d6bc798c1d34839f9e0fe4295be76,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
114,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7a2e579c536bae50fe976d85c409237e7a5dc5ae89159c8a304d7d459ade797c,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
115,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,2d672f7df4256da439b39b5aab144dcdac9eb0c4763c216c85beaeb592b97098,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
116,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,48760de609c9002a9d7f5cc9a0aa489447e62794409bad76787f77ec9dac34ea,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
117,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,4c3168146b9ebc1adc5a4652696dabd22c5741bcd08b309924e62505fe06fba1,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
118,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,6bfe04b349f5fe766e00b997c2945b9de752af4fbd241c13c8e301925aa77b52,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
119,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,d3afadc95eccce87312af49ca5665f877c1575cd0bd156b2229eea9a364995cc,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
120,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,002a76bd36f048a63f4264cd910dd78fd8d7454a13e47226ec074bfbae11ee2d,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
121,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,d6086fa6a3a094b963aae20f1845617ebc6cd899d5e11e293cb999164125673e,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
122,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,d7a82e0d5d64f09e202eea1654647baf823f8ec76aa3263a20ce129c97c00507,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
123,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,1ee93c1b05eacf5fd166866b0482c5d6ace8cbf8b1974c74a00796b9d633fa09,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
124,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,250d478f57001d5144b9179ee07dd2d57f6413a5133612d617b0ec1c1d622b42,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
125,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,16eacca1560dd0b131daf6530d5edf9a5d2553581bf50dd01c1bddca94526561,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
126,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,5013420d608f0c050d425b072fcea4bd9ae3f1fe8d0a6e8d29cd9c1756eca322,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
