r,天數_營飆有持股,天數_營飆空手,重疊÷營飆_逐日均值,重疊÷營飆_逐日中位,重疊÷#13_逐日均值,重疊÷#13_逐日中位,同時持有檔數_逐日均值,營飆持股數_逐日均值,#13持股數_逐日均值,營飆進場數,營飆進場_同檔同週也在#13進場,#13進場_同檔同週也在營飆進場
161,2156,157,0.3475800276820685,0.2857142857142857,0.17499374816008648,0.1,2.79031560743623,8.38651102464332,17.830955469087765,163,0.5398773006134969,0.12589413447782546
162,2156,157,0.3504027151986336,0.2857142857142857,0.17633960168684346,0.1,2.814526588845655,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
163,2156,157,0.35223702034926524,0.3,0.17677428398036735,0.10526315789473684,2.8305231301340252,8.386078685689581,17.830955469087765,163,0.5521472392638037,0.12875536480686695
164,2156,157,0.3449051373796272,0.2222222222222222,0.17341596259929862,0.1,2.7648076091655858,8.386078685689581,17.830955469087765,163,0.5214723926380368,0.12160228898426323
165,2156,157,0.3519872559413376,0.3,0.17692848674473863,0.10818713450292397,2.8270644185041074,8.386078685689581,17.830955469087765,163,0.5460122699386503,0.12732474964234622
166,2156,157,0.35212124893247343,0.3,0.17694949414391736,0.1111111111111111,2.8305231301340252,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
167,2156,157,0.34583977530406096,0.3,0.17389275800623352,0.10526315789473684,2.7730220492866406,8.386078685689581,17.830955469087765,163,0.5276073619631901,0.12303290414878398
168,2156,157,0.34967790146361577,0.3,0.17588438335744436,0.1111111111111111,2.80587980977086,8.386078685689581,17.830955469087765,163,0.5276073619631901,0.12303290414878398
169,2156,157,0.34621083281797566,0.3,0.17389928316233047,0.1111111111111111,2.7734543882403804,8.386078685689581,17.830955469087765,163,0.5214723926380368,0.12160228898426323
170,2156,157,0.34758536531495715,0.3,0.1750396851226633,0.10526315789473684,2.7907479463899696,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
171,2156,157,0.3455162043172247,0.2857142857142857,0.17357798862472984,0.1,2.7704280155642023,8.386078685689581,17.830955469087765,163,0.5214723926380368,0.12160228898426323
172,2156,157,0.35127992755543774,0.3,0.17635455510169032,0.1111111111111111,2.818417639429313,8.38651102464332,17.830955469087765,163,0.5276073619631901,0.12303290414878398
173,2156,157,0.350138410342492,0.3,0.17636263801647178,0.10526315789473684,2.8140942498919155,8.38651102464332,17.830955469087765,163,0.5460122699386503,0.12732474964234622
174,2156,157,0.3469914156138646,0.3,0.17484258524234803,0.1,2.7829658452226544,8.386078685689581,17.830955469087765,163,0.5276073619631901,0.12303290414878398
175,2156,157,0.3498984009188091,0.2857142857142857,0.17560671142237025,0.1,2.8097708603545177,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
176,2156,157,0.3438048487793386,0.2857142857142857,0.17338387070735992,0.1,2.7570255079982706,8.386078685689581,17.830955469087765,163,0.5214723926380368,0.12160228898426323
177,2156,157,0.3473613687899402,0.3,0.17506636580382107,0.1,2.786856895806312,8.386078685689581,17.830955469087765,163,0.5276073619631901,0.12303290414878398
178,2156,157,0.3504183599846865,0.3,0.1760871445346336,0.1,2.8119325551232164,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
179,2156,157,0.34402056277056275,0.2857142857142857,0.1733978576950311,0.1,2.756593169044531,8.386078685689581,17.830955469087765,163,0.5214723926380368,0.12160228898426323
180,2156,157,0.3489298966339783,0.3,0.1753410411409185,0.1,2.8002594033722437,8.38651102464332,17.830955469087765,163,0.5337423312883436,0.12446351931330472
181,2156,157,0.3444519907530112,0.2857142857142857,0.17364031991117754,0.1,2.7617812364894077,8.38651102464332,17.830955469087765,163,0.5276073619631901,0.12303290414878398
182,2156,157,0.34699399240215567,0.2857142857142857,0.1745909798805742,0.1,2.7825335062689147,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
183,2156,157,0.35126796389551496,0.3,0.17659740641255256,0.10526315789473684,2.8223086900129704,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
184,2156,157,0.3441928394734517,0.2857142857142857,0.17322536877701528,0.1,2.7574578469520103,8.386078685689581,17.830955469087765,163,0.5214723926380368,0.12160228898426323
185,2156,157,0.3451508525488117,0.2857142857142857,0.17379732275313473,0.1,2.7665369649805447,8.386078685689581,17.830955469087765,163,0.5214723926380368,0.12160228898426323
186,2156,157,0.3429460420531849,0.2857142857142857,0.17293926729449025,0.1,2.748378728923476,8.38651102464332,17.830955469087765,163,0.5214723926380368,0.12160228898426323
187,2156,157,0.3466179653679654,0.3,0.17420306087101756,0.10526315789473684,2.7795071335927366,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
188,2156,157,0.3460676370115146,0.2857142857142857,0.1743237306428875,0.1,2.7751837440553393,8.38651102464332,17.830955469087765,163,0.5337423312883436,0.12446351931330472
189,2156,157,0.34837183791265425,0.3,0.1755497825284927,0.1,2.7972330306960655,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
190,2156,157,0.3489252952263156,0.3,0.17517824125705794,0.1,2.801556420233463,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
191,2156,157,0.3489915554966575,0.3,0.1755945966866316,0.10526315789473684,2.8002594033722437,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
192,2156,157,0.3467125703095091,0.3,0.17450959038214275,0.1111111111111111,2.7782101167315174,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
193,2156,157,0.3443606988249845,0.2857142857142857,0.1735206795026967,0.1,2.7600518806744487,8.386078685689581,17.830955469087765,163,0.5153374233128835,0.12017167381974249
194,2156,157,0.35132575757575757,0.3,0.1769398109842302,0.10526315789473684,2.8240380458279293,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
195,2156,157,0.3492628544924464,0.3,0.17575921828414692,0.1,2.804582792909641,8.386078685689581,17.830955469087765,163,0.5276073619631901,0.12303290414878398
196,2156,157,0.34691116706422825,0.3,0.17424667943077937,0.10526315789473684,2.7799394725464763,8.386078685689581,17.830955469087765,163,0.5214723926380368,0.12160228898426323
197,2156,157,0.3488218555820597,0.3,0.17575919078070176,0.1111111111111111,2.8002594033722437,8.386078685689581,17.830955469087765,163,0.5460122699386503,0.12732474964234622
198,2156,157,0.3484482212798539,0.3,0.17579069864748967,0.1,2.796800691742326,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
199,2156,157,0.3481754498336131,0.2857142857142857,0.17504321717124782,0.1,2.7937743190661477,8.38651102464332,17.830955469087765,163,0.5337423312883436,0.12446351931330472
