seed,段,sid,權重
102005,1,3406,0.14554128404144587
102005,1,6284,0.11217714028065393
102005,2,4916,0.11838448717344452
102005,2,6510,0.09450479747422197
102005,2,5269,0.13373343990012365
102005,2,9941,0.1266729616857257
102005,2,2328,0.11082118845125882
102005,2,6239,0.11598403380173881
102005,2,6182,0.22393522573806052
102005,2,6456,0.07240247395569924
102005,3,3138,0.09469019450790851
102005,3,8086,0.10825695022834586
102005,3,2543,0.2850502272790304
102005,3,2812,0.1293372894044239
102005,3,2707,0.10398129935184272
102005,3,6111,0.08935908260297022
102005,3,8033,0.10748301970562633
102005,3,6805,0.08184193691985223
102006,1,6488,0.08424034798755946
102006,1,3036,0.06452785583335016
102006,1,2327,0.24418670658237618
102006,1,1609,0.0663922710787392
102006,1,6173,0.23023959329084084
102006,1,1303,0.06974868329765906
102006,1,4739,0.07556894978220284
102006,1,3016,0.16376640331483175
102006,2,6231,0.2260379463886757
102006,2,2707,0.09739784001747875
102006,2,3025,0.1158821975643381
102006,2,2498,0.08674870784858402
102006,2,3587,0.10732007947057996
102006,2,1612,0.13578210408635272
102006,2,6187,0.1441261145395577
102006,2,6585,0.08670501008443307
102006,3,2383,0.11303508678807388
102006,3,3006,0.12730906474302725
102006,3,2379,0.13402592385568296
102006,3,4551,0.12608759685979207
102006,3,4728,0.10033776931901861
102006,3,3042,0.14467811101105651
102006,3,2387,0.11829052058268535
102006,3,3338,0.11472421373991969
102007,1,2633,0.10039635491858126
102007,1,3036,0.13883256698102403
102007,1,2630,0.13472171268830715
102007,1,4953,0.1099571332651791
102007,1,1612,0.17093335767927742
102007,1,3025,0.12701641638886338
102007,1,4123,0.09831285255390672
102007,1,1609,0.11982960552486087
102007,2,6505,0.1178870128888833
102007,2,6488,0.1418063991289526
102007,2,3532,0.13274455353052841
102007,2,8155,0.1533734566923019
102007,2,3645,0.1296837509917237
102007,2,1303,0.09010996166239946
102007,2,4739,0.12334241346119076
102007,2,2231,0.10362397018877072
102007,3,2379,0.12223773501352478
102007,3,3264,0.113631047113047
102007,3,3588,0.1723282832028569
102007,3,1447,0.14133453878280022
102007,3,3227,0.08928663599335869
102007,3,6441,0.07898091804598331
102008,1,1303,0.08748852187128711
102008,1,2327,0.26759901579356055
102008,1,5880,0.07997592111145206
102008,1,6488,0.09231720484330798
102008,1,6173,0.25231467111234396
102008,1,3036,0.05297846681201317
102008,1,4739,0.08005566371322385
102008,1,6024,0.08625146394834676
102008,2,3587,0.108504601730368
102008,2,3025,0.11956087154823579
102008,2,2748,0.08052797951774225
102008,2,6231,0.25159857775464056
102008,2,2498,0.08897569763399778
102008,2,5309,0.12187693773002653
102008,2,6585,0.10628100340934188
102008,2,8926,0.11162806979523948
102008,3,3558,0.09715479222027709
102008,3,1584,0.13253822592649014
102008,3,3443,0.1857008211158945
102008,3,5871,0.06999621532228116
102008,3,2743,0.24843023780798915
102008,3,6763,0.08599649436890541
102008,3,1796,0.09994934529537254
102008,3,2731,0.08023386794278982
102009,1,3546,0.11482972308663943
102009,1,2103,0.09664816636279158
102009,1,3529,0.10409641182569887
102009,1,6173,0.16243724917485752
102009,1,6274,0.19853839118651434
102009,1,1314,0.1104405864446601
102009,1,6462,0.11233451230631115
102009,1,3016,0.10067495961252707
102009,2,2376,0.1407396714009572
102009,2,6582,0.06565851861902937
102009,2,5347,0.11269060904201834
102009,2,1308,0.12306384401718128
102009,2,5011,0.13780557777140795
102009,2,6505,0.12312585165804028
102009,2,6592,0.12178113068276832
102009,2,3680,0.12804080724803416
102009,3,3036,0.16615096445321342
102009,3,2748,0.10665867947530004
102009,3,4123,0.11726537078586341
102009,3,3025,0.16191890757424773
102009,3,4953,0.13129164503079946
102009,3,8086,0.13754113442134785
102009,3,2630,0.11163509593317174
102009,3,2707,0.06753820232605634
102010,1,6491,0.1264804265783014
102010,1,4763,0.09093701867079722
102010,1,6120,0.10872740819494296
102010,1,2812,0.12054516763111157
102010,1,2371,0.15052817976943858
102010,1,3587,0.1278490914486078
102010,1,2498,0.08924554141325969
102010,1,1612,0.1715375383943936
102010,2,3036,0.08891059096475994
102010,2,2327,0.3216957557227916
102010,2,1560,0.08756334880623046
102010,2,8155,0.1251119284846187
102010,2,6505,0.09912645442872454
102010,2,2880,0.06506094152891914
102010,2,6024,0.10779086309750305
102010,2,4739,0.09812684603622507
102010,3,3044,0.12094697664171469
102010,3,5274,0.1316187667584681
102010,3,3338,0.11830691299804294
102010,3,3042,0.14473645351927092
102010,3,6284,0.11645122196735185
102010,3,4919,0.11533685911502457
102010,3,4728,0.10833102065359451
102010,3,2387,0.13013138360736196
102011,1,2812,0.12180016844023153
102011,1,6111,0.08415168868023346
102011,1,2630,0.09763316421429424
102011,1,5309,0.11599298026949868
102011,1,2543,0.2684389463888412
102011,1,4953,0.09366475997241022
102011,1,2230,0.1195097169471079
102011,1,4542,0.09880857508738274
102011,2,3645,0.08888802004915232
102011,2,1303,0.09182374874371002
102011,2,1560,0.07351098695589442
102011,2,2887,0.08365438048673973
102011,2,2492,0.4204862937425008
102011,2,3533,0.061887866851375054
102011,2,4739,0.086184854055071
102011,2,6024,0.09337934740009436
102011,3,3008,0.11994842772067243
102011,3,3006,0.12552725749034538
102011,3,3406,0.14445188665074427
102011,3,5274,0.13966166306884983
102011,3,2345,0.10531058803574703
102011,3,3227,0.14713907488067954
102011,3,4728,0.09376938641979093
102011,3,1589,0.10934380322629564
102012,1,1584,0.15921056233157568
102012,1,6515,0.19128429436680683
102012,1,6741,0.10890101462231752
102012,1,1342,0.08913199466185606
102012,1,6414,0.11942543034679326
102012,1,6245,0.08575052990683638
102012,1,1796,0.10425568814584099
102012,1,4967,0.13518144486302824
102012,2,1312,0.08049403997147553
102012,2,3533,0.08109241547065679
102012,2,1609,0.07766333934070059
102012,2,5483,0.10422055262858052
102012,2,2492,0.41046999718111654
102012,2,5880,0.06576232129408444
102012,2,6024,0.09498770222078534
102012,2,2231,0.08530963189260025
102012,3,2449,0.11416028356841058
102012,3,3218,0.17013792176094464
102012,3,2515,0.1142570421909144
102012,3,2337,0.1468646618823703
102012,3,4551,0.1294480707136479
102012,3,3338,0.11445794618367766
102012,3,1589,0.11761895993481146
102012,3,6284,0.093055113765223
102013,1,6231,0.21964750838952848
102013,1,6414,0.1069681686103728
102013,1,2498,0.07767647363883881
102013,1,2543,0.24623707941650944
102013,1,6120,0.08906164899491578
102013,1,4953,0.08654712313163021
102013,1,6538,0.09871682362601233
102013,1,5864,0.07514517419219212
102013,2,6290,0.05062761949828086
102013,2,6182,0.13449654358733013
102013,2,1444,0.08340591311275666
102013,2,3532,0.10358008038869766
102013,2,3533,0.08365023496682433
102013,2,2327,0.25713578878757176
102013,2,3016,0.21360372897830096
102013,2,2231,0.07350009068023765
102013,3,4919,0.11253528453994384
102013,3,2329,0.10186464481170089
102013,3,2379,0.13311090552320487
102013,3,2345,0.12231611166774951
102013,3,5274,0.147808224409683
102013,3,6462,0.1111368664266016
102013,3,3017,0.1251540331418778
102013,3,2515,0.11753566365393608
102014,1,3044,0.12336105338132755
102014,1,8462,0.09088350626973994
102014,1,3017,0.1180842061632174
102014,1,2387,0.1167967385836564
102014,1,6284,0.12122878618009651
102014,1,4728,0.10284781288003005
102014,1,3042,0.14599419989766088
102014,1,3406,0.15629571287286156
102014,2,2330,0.16854654148087062
102014,2,4105,0.10346134908032684
102014,2,2707,0.12596817529109172
102014,2,2498,0.09334926912814986
102014,2,6120,0.11832343263114338
102014,2,3138,0.10510302748573207
102014,2,1612,0.1547775435031506
102014,2,2630,0.13047066139953498
102014,3,6505,0.08189397238104046
102014,3,8155,0.10654576206950879
102014,3,6488,0.09851033671255532
102014,3,2492,0.34405638524251186
102014,3,1718,0.08485548834454874
102014,3,6182,0.11973953446742214
102014,3,6024,0.09148386076579403
102014,3,4739,0.07291466001661866
102015,1,8155,0.10305436896920343
102015,1,4739,0.07357019508099123
102015,1,2492,0.3327820176260125
102015,1,5880,0.07840156744158261
102015,1,2887,0.07639609579458775
102015,1,6548,0.04098637218315769
102015,1,6024,0.08585288437854537
102015,1,3016,0.19619360590420495
102015,2,8028,0.11800544582379027
102015,2,6213,0.099983710498369
102015,2,6462,0.11124594847569923
102015,2,4551,0.12208435421252753
102015,2,2387,0.1239109842404544
102015,2,3406,0.1658158939152926
102015,2,3017,0.12527687319331085
102015,2,3338,0.1264748387059624
102015,3,8210,0.11851727798581925
102015,3,2371,0.12941028265562035
102015,3,8086,0.11486757308121541
102015,3,6231,0.26979623113258533
102015,3,2748,0.08635241728510988
102015,3,3138,0.06838783124532054
102015,3,6805,0.11610025680677521
102015,3,2059,0.096568129807554
102016,1,3533,0.08698213076749339
102016,1,1605,0.11840684622703748
102016,1,2881,0.09128685543229428
102016,1,6505,0.09565074851546573
102016,1,6182,0.13985371286439024
102016,1,2492,0.0704773663685173
102016,1,6024,0.09889026815385801
102016,1,3016,0.22598702930460468
102016,2,6187,0.2605947271622229
102016,2,8926,0.08523532444398968
102016,2,2885,0.11634089701236947
102016,2,6683,0.10114075266687021
102016,2,2618,0.11715520580581326
102016,2,6104,0.15368607114805946
102016,2,9906,0.08229751802765571
102016,2,5263,0.08354950373301936
102016,3,6141,0.09045141021930139
102016,3,6582,0.09347563503415454
102016,3,8171,0.11821216982805836
102016,3,3511,0.1544312681327802
102016,3,1312,0.11454617548676307
102016,3,5351,0.19700669297988405
102016,3,3037,0.1279642429796214
102016,3,4961,0.10391240533943706
102017,1,2401,0.10017896155810432
102017,1,4961,0.044307618536965396
102017,1,6150,0.12940373650251438
102017,1,1308,0.03539907876410283
102017,1,6505,0.12372219252798067
102017,1,6129,0.15038726586854628
102017,1,6510,0.11536687832929042
102017,1,8183,0.1147683146055114
102017,2,3645,0.09679645514427804
102017,2,4739,0.0817258778790719
102017,2,1560,0.07702737450630948
102017,2,2327,0.26671692946255854
102017,2,6488,0.1058448467713835
102017,2,1609,0.027963879060908338
102017,2,3016,0.21680064209766023
102017,2,6024,0.09487037242331399
102017,3,4989,0.11731862904512325
102017,3,5439,0.09929148177680222
102017,3,3141,0.20462245934306114
102017,3,8171,0.1007138020282073
102017,3,5351,0.15075010541967268
102017,3,4739,0.12327384019473811
102017,3,2401,0.1407807073100337
102017,3,4961,0.06324897488236168
102018,1,2444,0.11485974943120875
102018,1,3037,0.11127895433595691
102018,1,3017,0.12170750815294751
102018,1,3042,0.15047389360239807
102018,1,2337,0.13990519827031747
102018,1,1589,0.11668630537883554
102018,1,4919,0.12323412910830513
102018,1,4551,0.1186059498207679
102018,2,5347,0.12304496474805657
102018,2,2357,0.06612233441519634
102018,2,1305,0.12162644524738135
102018,2,3680,0.1294638227944048
102018,2,6548,0.12818379110790074
102018,2,3105,0.12663689129949923
102018,3,6274,0.11959469315921831
102018,3,6187,0.25837683688391816
102018,3,6830,0.15286709359164813
102018,3,2383,0.09951463892610961
102018,3,9939,0.11064116136726422
102018,3,6789,0.10382847068115511
102018,3,5871,0.12513924091337944
102018,3,3376,0.030037864477307163
102019,1,3645,0.09339047440101976
102019,1,3532,0.11008243702480149
102019,1,1560,0.0819997912529923
102019,1,4739,0.08707807680793023
102019,1,6173,0.3225796488861453
102019,1,1718,0.10232179281631024
102019,1,6024,0.1033758015052195
102019,1,2231,0.09794842156349724
102019,2,6235,0.3340940967193824
102019,2,2371,0.10936455914951415
102019,2,2731,0.09524959020226985
102019,2,6538,0.08412470561877462
102019,3,3376,0.15043640614118434
102019,3,2461,0.09317521405451175
102019,3,4551,0.13136148047447266
102019,3,2379,0.1369842521748197
102019,3,3338,0.1149772660828882
102019,3,2337,0.14522867160503203
102019,3,4728,0.09993256050949005
102019,3,1589,0.11842504179660665
102020,1,3036,0.12865120165053914
102020,1,1514,0.2426605108194628
102020,1,2498,0.08498904259234896
102020,1,2630,0.12874973787999947
102020,1,2748,0.08513264343295615
102020,1,4953,0.10508292838201645
102020,1,2543,0.18073115114689178
102020,1,5309,0.04400278409578534
102020,2,1312,0.09578786187961676
102020,2,1605,0.11929213112248342
102020,2,1609,0.0903226394683927
102020,2,6182,0.13272949962814173
102020,2,6505,0.10575632058549184
102020,2,6173,0.27642590091444197
102020,2,2231,0.09575998951082151
102020,2,4739,0.08392565689061002
102020,3,3006,0.12480094878644184
102020,3,2449,0.11254322115718096
102020,3,3017,0.10633896980589755
102020,3,4919,0.10957070269990071
102020,3,3023,0.12121340920739343
102020,3,3227,0.14905305808963887
102020,3,2379,0.12688150217983651
102020,3,5274,0.14147838020035203
102021,1,3036,0.15133128823426586
102021,1,4164,0.10443165729695764
102021,1,8086,0.12115717580797329
102021,1,4953,0.11630693272326587
102021,1,1609,0.20295332982261705
102021,1,2630,0.142501615936218
102021,1,4123,0.1039902186267766
102021,1,2748,0.05732778155192577
102021,2,8155,0.13641076606724495
102021,2,3645,0.11534107792031509
102021,2,6505,0.10484902723300808
102021,2,2887,0.10112380538665579
102021,2,1444,0.09506830501384377
102021,2,3532,0.11806336395404882
102021,2,3016,0.2528727252670697
102021,2,2231,0.07627092915781378
102021,3,2329,0.09563284884589714
102021,3,3049,0.10758069480084886
102021,3,3042,0.14027209618226502
102021,3,2515,0.10987381978400458
102021,3,4551,0.12448207760544869
102021,3,3023,0.13145490324667
102021,3,3227,0.15789843659601865
102021,3,1589,0.11310676488076613
102022,1,4123,0.13530959991057834
102022,1,4953,0.11414870550014262
102022,1,6120,0.11334927542725352
102022,1,3138,0.10542538404552759
102022,1,5483,0.13174885049475002
102022,1,5309,0.141379480746499
102022,1,5864,0.11815325914956287
102022,1,3691,0.13052493151841568
102022,2,2385,0.10369429751550029
102022,2,3042,0.12588776023550444
102022,2,3227,0.15579886735314738
102022,2,6462,0.10047448077678565
102022,2,2337,0.13935258260531985
102022,2,4551,0.1228268443614502
102022,2,2379,0.1293724392657487
102022,2,3017,0.10857141653646153
102022,3,6182,0.15828750618003282
102022,3,6548,0.11358195402545243
102022,3,5880,0.11873349636457473
102022,3,6505,0.12612045020249835
102022,3,3533,0.13500661027195124
102022,3,2880,0.1166648366465691
102022,3,4739,0.11061485034992938
102022,3,2231,0.11403005251358607
102023,1,3587,0.0942018921310463
102023,1,4123,0.10496151365741241
102023,1,6231,0.21843370423001998
102023,1,5309,0.10581153202917953
102023,1,2543,0.2448763374103177
102023,1,6414,0.060778505695027664
102023,1,5706,0.10780103374259616
102023,1,6585,0.06313548110440038
102023,2,3037,0.11711023812176495
102023,2,2385,0.11260926497954053
102023,2,3042,0.1494982435407284
102023,2,2337,0.1365966658567756
102023,2,2387,0.1344126707943351
102023,2,1589,0.11486346397216761
102023,2,3017,0.11515089438131737
102023,2,6284,0.11975855835337047
102023,3,2880,0.10674520802077098
102023,3,1312,0.11262605932462397
102023,3,3533,0.09935374142188379
102023,3,1605,0.1438978113851451
102023,3,5483,0.17387452376480453
102023,3,1303,0.019167372923942844
102023,3,4739,0.11046620370084641
102023,3,6024,0.1158941552701768
102024,1,4739,0.07239294057980589
102024,1,1609,0.07495657255341674
102024,1,1605,0.09631137116659318
102024,1,1560,0.0692588837325452
102024,1,2492,0.3961640638414194
102024,1,8155,0.04811082971968975
102024,1,2231,0.08779680958828963
102024,1,6024,0.0977180115233353
102024,2,3044,0.1298678105917237
102024,2,8462,0.09364967687013942
102024,2,4551,0.1261527163344241
102024,2,3017,0.11151128390179155
102024,2,3042,0.14215464828120591
102024,2,3227,0.16001754682052888
102024,2,6284,0.11856732004111942
102024,2,6462,0.10319510151203184
102024,3,6414,0.12253265221673776
102024,3,6538,0.16904786317720338
102024,3,4967,0.04476690386716196
102025,1,2812,0.12596324286185948
102025,1,2748,0.07925979048742188
102025,1,2498,0.08757447032914932
102025,1,4123,0.11899390957166082
102025,1,1612,0.14202725016142306
102025,1,6231,0.22941990326075393
102025,1,8033,0.10163431437239642
102025,1,8926,0.1115942472525289
102025,2,2444,0.09995877145174102
102025,2,5274,0.13855000650365137
102025,2,3017,0.11098234278350143
102025,2,6462,0.10270560726099347
102025,2,4919,0.1137725939720063
102025,2,3227,0.15925852174970437
102025,2,2337,0.14244703241277104
102025,2,2387,0.1266012226217866
102025,3,5880,0.1165287068308928
102025,3,1444,0.11573932155305489
102025,3,1605,0.1623020548742451
102025,3,5483,0.17711522194499088
102025,3,3036,0.10771046563138735
102025,3,3532,0.010935492833228552
102025,3,4739,0.11063781078519011
102025,3,6024,0.11469892479963162
102026,1,3508,0.20725825779635423
102026,1,1304,0.05850318387203817
102026,1,5871,0.12674603924256178
102026,1,6510,0.12308555030453575
102026,1,4904,0.12283110318345873
102026,1,3003,0.11793226745691206
102026,1,6548,0.10441220823140344
102026,2,3376,0.15134723161887811
102026,2,3035,0.11500398045134501
102026,2,2387,0.13111901034314732
102026,2,3406,0.15856585602568404
102026,2,4728,0.09954541923214665
102026,2,1589,0.11815203165910651
102026,2,6462,0.10637067558963662
102026,2,2515,0.1147748770580763
102026,3,6462,0.11233451230631115
102026,3,3529,0.10409641182569887
102026,3,3016,0.10067495961252707
102026,3,6173,0.16243724917485752
102026,3,3546,0.11482972308663943
102026,3,6274,0.19853839118651434
102026,3,1314,0.1104405864446601
102026,3,2103,0.09664816636279158
102027,1,2383,0.11586536755415192
102027,1,6217,0.10745461482822878
102027,1,3227,0.15737793068873623
102027,1,3406,0.15129447337209492
102027,1,2387,0.1251062625722117
102027,1,6462,0.10149281660587307
102027,1,2337,0.14076495843095987
102027,1,4728,0.09498054724273396
102027,2,8155,0.13859144231567783
102027,2,3036,0.09650242542067772
102027,2,2881,0.10166513608633983
102027,2,2880,0.10360442599664187
102027,2,3533,0.0968710130246051
102027,2,1303,0.0805939516435644
102027,2,3016,0.2601026448708
102027,2,4739,0.11103639804506678
102027,3,5309,0.09771833625474859
102027,3,3587,0.08887556916492817
102027,3,2371,0.0984526764209959
102027,3,2630,0.08210414396461335
102027,3,6231,0.1871900508951097
102027,3,2543,0.21060244703764824
102027,3,6187,0.13895460246091326
102027,3,3691,0.09610217380104284
102028,1,2327,0.2685253551358538
102028,1,6488,0.09365236888049354
102028,1,5880,0.08104267884196413
102028,1,3533,0.09215004773561439
102028,1,6173,0.2468555799931175
102028,1,1444,0.07101884737667598
102028,1,2231,0.08348594317334546
102028,1,4739,0.0632691788629351
102028,2,2371,0.12767942012207106
102028,2,5483,0.11729898061820082
102028,2,4123,0.1256229614001416
102028,2,1609,0.15576927394924797
102028,2,8086,0.11461786902182299
102028,2,2498,0.09425810706030141
102028,2,6585,0.11726832167162361
102028,2,5706,0.11864237237333408
102028,3,8299,0.1322882292237057
102028,3,5215,0.114704286682242
102028,3,4919,0.11015027499731546
102028,3,3338,0.10748057243293546
102028,3,3042,0.1369758686020625
102028,3,2387,0.12257046270930018
102028,3,4551,0.12155689669911336
102028,3,3227,0.1541880109608134
102029,1,2482,0.19826774912043624
102029,1,9941,0.08250349139351082
102029,1,6523,0.08231750051398808
102029,1,6568,0.06318293092812856
102029,1,6235,0.30555694184626897
102029,1,3680,0.10548330213771122
102029,1,2731,0.10979226883919178
102029,1,4967,0.052895815220764364
102029,2,1589,0.0794585481006064
102029,2,6451,0.15248894626644405
102029,2,8016,0.15131375247235643
102029,2,6552,0.07631586927882959
102029,2,4107,0.121849321286854
102029,2,5871,0.10589652287591135
102029,2,2461,0.11219177363321911
102029,2,5215,0.1388308865365419
102029,3,1609,0.08792948223301536
102029,3,1718,0.09799225371160303
102029,3,3533,0.09181184025681756
102029,3,1312,0.09113436684052369
102029,3,1444,0.08471815025706579
102029,3,2492,0.34816854372230893
102029,3,4739,0.09580779042633954
102029,3,2231,0.09326631586410664
102030,1,2492,0.32744048148719984
102030,1,1560,0.06822757383928552
102030,1,1312,0.07307124017907607
102030,1,5880,0.0771431316378205
102030,1,8155,0.10140022719784679
102030,1,1605,0.09648129556163414
102030,1,3016,0.19460412390778994
102030,1,4739,0.0616319261893472
102030,2,6111,0.0746976408312464
102030,2,1609,0.13733434343484557
102030,2,6231,0.21255063442794964
102030,2,2498,0.07516672450834959
102030,2,4123,0.10213458768665075
102030,2,2543,0.23828108879271798
102030,2,2230,0.10690118416387687
102030,2,6274,0.05293379615436339
102030,3,5274,0.13025456550863018
102030,3,2345,0.11302843621177669
102030,3,6284,0.11669469315824392
102030,3,3042,0.14053385253425874
102030,3,3406,0.15045007733189739
102030,3,2337,0.1306633066493847
102030,3,3338,0.114754676494232
102030,3,6462,0.10093701608350845
102031,1,6290,0.04851811188253659
102031,1,1312,0.08428394335921399
102031,1,1605,0.10448766589377925
102031,1,2492,0.42979616882603566
102031,1,3533,0.08491049219063565
102031,1,6548,0.07976115285048226
102031,1,2231,0.08256939622366728
102031,1,4739,0.08481938345836344
102031,2,3376,0.14652766572486983
102031,2,3049,0.10823814566257703
102031,2,4551,0.12753955773850964
102031,2,4919,0.11557153678171596
102031,2,1589,0.1158848490290227
102031,2,2387,0.12860300838745137
102031,2,2379,0.1343362989848531
102031,2,2515,0.11257249759847587
102031,3,6120,0.11733609351352374
102031,3,2707,0.11377781497059981
102031,3,2748,0.09024938906136251
102031,3,2498,0.10381706279370637
102031,3,8210,0.12112064886638671
102031,3,4123,0.13784885194058882
102031,3,4542,0.1479380725736037
102031,3,5706,0.12029290508274733
102032,1,3556,0.18932210641263428
102032,1,8210,0.10998170104769821
102032,1,8171,0.13511417770695477
102032,1,8105,0.10418432767824043
102032,1,2344,0.10484511543216161
102032,1,8163,0.12013156692179193
102032,1,8021,0.1313595740303912
102032,1,6582,0.09971398871575439
102032,2,1444,0.11125095799693924
102032,2,1560,0.10740825390275029
102032,2,6182,0.17939818368919752
102032,2,1718,0.1271336200928162
102032,2,3645,0.13497458919843072
102032,2,5483,0.032930074399504204
102032,2,4739,0.12229298680051096
102032,2,2231,0.10274231274466857
102032,3,5274,0.14547137856992445
102032,3,2104,0.10687793616328711
102032,3,6284,0.11721700780019938
102032,3,2379,0.13292715424703483
102032,3,6462,0.10371562233098654
102032,3,3042,0.1434920127783986
102032,3,3338,0.11378368316339323
102032,3,3023,0.12698898788006846
102033,1,1303,0.08997092141908157
102033,1,2327,0.2723106086275844
102033,1,6548,0.0786192919841852
102033,1,3533,0.09344903601840769
102033,1,6488,0.09497253455398977
102033,1,6173,0.2155530749945776
102033,1,4739,0.08085370316897846
102033,1,6024,0.07427082923319528
102033,2,6120,0.10566740666903099
102033,2,2630,0.1094955978811521
102033,2,2707,0.10194334551722462
102033,2,6111,0.09471206137004375
102033,2,4953,0.09991511871432666
102033,2,2543,0.27829702799719686
102033,2,4542,0.13516104027445147
102033,2,5864,0.07480840157657344
102033,3,5274,0.14264215829948795
102033,3,2385,0.10813297491596478
102033,3,3023,0.1225150878628371
102033,3,6462,0.10006165727244155
102033,3,4551,0.12064818120699711
102033,3,3338,0.10977501413969709
102033,3,3227,0.15065369935129932
102033,3,3406,0.14557122695127522
102034,1,6173,0.225982779015821
102034,1,6182,0.13100671397809027
102034,1,6505,0.08959998269553628
102034,1,3532,0.10089245123610749
102034,1,3036,0.08116970776475133
102034,1,1303,0.052965467815161565
102034,1,4739,0.08921353834140078
102034,1,3016,0.2089826191179463
102034,2,5483,0.12127986047939877
102034,2,4123,0.12135844194101889
102034,2,5309,0.12506519668696148
102034,2,2812,0.1305494981786215
102034,2,6414,0.12609735860307072
102034,2,1612,0.10804710753465308
102034,2,3691,0.1348917115888059
102034,2,6538,0.10747477963607335
102034,3,3008,0.1210567952255747
102034,3,2385,0.10492420164441671
102034,3,2379,0.12715327490791184
102034,3,2345,0.10690897011784463
102034,3,4919,0.10980539671185903
