seed,段,峰_pos,谷_pos,實際深度,檢查,峰日曝險,峰日檔數,峰日,谷日
102174,1,1174,1270,-0.3563575281822349,-0.3563575281822349,0.950456602739512,8,2019-10-24,2020-03-19
102174,2,758,936,-0.3482254398171033,-0.3482254398171033,0.996570841741525,8,2018-02-05,2018-10-30
102174,3,2465,2498,-0.27511538993222484,-0.27511538993222484,1.0,8,2025-02-18,2025-04-09
102175,1,860,936,-0.38524937486459954,-0.38524937486459954,0.9835339896109206,8,2018-07-12,2018-10-30
102175,2,1711,1910,-0.34934881915468075,-0.34934881915468075,0.756634192771948,6,2021-12-30,2022-10-26
102175,3,1235,1270,-0.28949884648994917,-0.28949884648994917,0.979072775943785,8,2020-01-20,2020-03-19
102176,1,1235,1270,-0.42546755940968717,-0.42546755940968717,0.9885033397845278,8,2020-01-20,2020-03-19
102176,2,836,935,-0.38175936439989566,-0.38175936439989566,1.0,8,2018-06-07,2018-10-29
102176,3,2326,2498,-0.37391170201346535,-0.37391170201346535,1.0,8,2024-07-17,2025-04-09
102177,1,2326,2498,-0.37963418664052684,-0.37963418664052684,0.9987200954784454,8,2024-07-17,2025-04-09
102177,2,839,934,-0.3518396714848545,-0.3518396714848545,0.9574735979442842,8,2018-06-12,2018-10-26
102177,3,1251,1270,-0.3331104777094436,-0.3331104777094436,1.0,8,2020-02-20,2020-03-19
102178,1,839,1270,-0.4279724585750888,-0.4279724585750888,1.0,8,2018-06-12,2020-03-19
102178,2,2065,2498,-0.36373243057808047,-0.36373243057808047,1.0,8,2023-06-21,2025-04-09
102178,3,1601,1649,-0.2375827623057628,-0.2375827623057628,0.9928614787211015,8,2021-07-26,2021-10-04
102179,1,2326,2498,-0.45049450147666414,-0.45049450147666414,1.0,8,2024-07-17,2025-04-09
102179,2,839,1270,-0.4288204506522201,-0.4288204506522201,1.0,8,2018-06-12,2020-03-19
102179,3,1598,1794,-0.28209614218873935,-0.28209614218873935,0.9980183059589405,8,2021-07-21,2022-05-12
102180,1,2079,2498,-0.4179383260196242,-0.4179383260196242,0.5801376085918412,4,2023-07-13,2025-04-09
102180,2,1174,1270,-0.39637856038083596,-0.39637856038083596,0.9489834626025909,8,2019-10-24,2020-03-19
102180,3,830,934,-0.30165397071162625,-0.30165397071162625,0.8851845424173955,8,2018-05-30,2018-10-26
102181,1,1742,2498,-0.5220444686286387,-0.5220444686286387,0.9754982039012046,8,2022-02-23,2025-04-09
102181,2,839,934,-0.36199745245748916,-0.36199745245748916,1.0,8,2018-06-12,2018-10-26
102181,3,1212,1270,-0.32713030132768584,-0.32713030132768584,0.9833668002167542,8,2019-12-17,2020-03-19
102182,1,1696,2498,-0.4553442078169174,-0.4553442078169174,0.9706045647935321,8,2021-12-09,2025-04-09
102182,2,860,923,-0.38837601742826533,-0.38837601742826533,0.9918772652429806,8,2018-07-12,2018-10-11
102182,3,1233,1270,-0.34617122140846623,-0.34617122140846623,0.9754987781928466,8,2020-01-16,2020-03-19
102183,1,2072,2498,-0.4331730423823007,-0.4331730423823007,1.0,8,2023-07-04,2025-04-09
102183,2,839,934,-0.4059862458639347,-0.4059862458639347,0.9760687174236203,8,2018-06-12,2018-10-26
102183,3,1223,1270,-0.37326604628521143,-0.37326604628521143,0.9797716471209378,8,2020-01-02,2020-03-19
102184,1,839,935,-0.41189495763048645,-0.41189495763048645,0.9558126322339765,8,2018-06-12,2018-10-29
102184,2,2326,2498,-0.34455883795191045,-0.34455883795191045,1.0,8,2024-07-17,2025-04-09
102184,3,1235,1270,-0.33965903281248255,-0.33965903281248255,0.9859421293622069,8,2020-01-20,2020-03-19
102185,1,641,934,-0.46269659384251316,-0.46269659384251316,1.0,8,2017-08-21,2018-10-26
102185,2,2261,2498,-0.4132975651775235,-0.4132975651775235,1.0,8,2024-04-15,2025-04-09
102185,3,1223,1270,-0.3541065164619187,-0.3541065164619187,0.9884906649071495,8,2020-01-02,2020-03-19
102186,1,839,923,-0.3863573222590784,-0.3863573222590784,0.9999961964304908,8,2018-06-12,2018-10-11
102186,2,2326,2498,-0.38101309418493934,-0.38101309418493934,0.9833891759508232,8,2024-07-17,2025-04-09
102186,3,1251,1270,-0.35211807941726414,-0.35211807941726414,1.0,8,2020-02-20,2020-03-19
102187,1,1235,1270,-0.3729666047302056,-0.3729666047302056,1.0,8,2020-01-20,2020-03-19
102187,2,2071,2498,-0.30792767353591977,-0.30792767353591977,1.0,8,2023-07-03,2025-04-09
102187,3,839,936,-0.28637027510955215,-0.28637027510955215,0.9632640192054679,8,2018-06-12,2018-10-30
102188,1,1695,2498,-0.4431668964076336,-0.4431668964076336,1.0,8,2021-12-08,2025-04-09
102188,2,839,935,-0.3687378757357991,-0.3687378757357991,0.9899735743048407,8,2018-06-12,2018-10-29
102188,3,1223,1270,-0.3093389056604494,-0.3093389056604494,0.9964541579035275,8,2020-01-02,2020-03-19
102189,1,1223,1270,-0.4118540874303369,-0.4118540874303369,0.985241079485857,8,2020-01-02,2020-03-19
102189,2,2063,2498,-0.37636693655537357,-0.37636693655537357,1.0,8,2023-06-19,2025-04-09
102189,3,1707,1901,-0.3274227695814014,-0.3274227695814014,0.6964351380002217,6,2021-12-24,2022-10-13
102190,1,799,934,-0.40365623670482664,-0.40365623670482664,0.9230905641470728,8,2018-04-16,2018-10-26
102190,2,1235,1270,-0.3499081335827119,-0.3499081335827119,1.0,8,2020-01-20,2020-03-19
102190,3,2318,2498,-0.32415701010072073,-0.32415701010072073,1.0,8,2024-07-05,2025-04-09
102191,1,1701,2498,-0.5349152440893011,-0.5349152440893011,0.9078388169638061,8,2021-12-16,2025-04-09
102191,2,1212,1270,-0.3388640391250388,-0.3388640391250388,0.9875208671516116,8,2019-12-17,2020-03-19
102191,3,839,936,-0.33488146995419077,-0.33488146995419077,0.9909903570291272,8,2018-06-12,2018-10-30
102192,1,2326,2498,-0.3788310049218998,-0.3788310049218998,1.0,8,2024-07-17,2025-04-09
102192,2,836,934,-0.3694132950347173,-0.3694132950347173,0.9706376505406664,8,2018-06-07,2018-10-26
102192,3,1235,1270,-0.3253621799381672,-0.3253621799381672,0.9889575133748734,8,2020-01-20,2020-03-19
102193,1,2326,2498,-0.4133366237751578,-0.4133366237751578,1.0,8,2024-07-17,2025-04-09
102193,2,860,934,-0.3870044319490391,-0.3870044319490391,1.0,8,2018-07-12,2018-10-26
102193,3,1696,1910,-0.3425985969673737,-0.3425985969673737,1.0,8,2021-12-09,2022-10-26
102194,1,852,934,-0.45512447954831203,-0.45512447954831203,0.9883946926258781,8,2018-07-02,2018-10-26
102194,2,2326,2498,-0.43472618379476125,-0.43472618379476125,1.0,8,2024-07-17,2025-04-09
102194,3,1609,1910,-0.3512849356385378,-0.3512849356385378,0.9742186622561188,8,2021-08-05,2022-10-26
102195,1,1235,1270,-0.40037120678382,-0.40037120678382,1.0,8,2020-01-20,2020-03-19
102195,2,1601,1910,-0.3696911134790877,-0.3696911134790877,1.0,8,2021-07-26,2022-10-26
102195,3,839,935,-0.3572036143099242,-0.3572036143099242,1.0,8,2018-06-12,2018-10-29
102196,1,2318,2498,-0.40063348073177885,-0.40063348073177885,1.0,8,2024-07-05,2025-04-09
102196,2,1235,1270,-0.398569877690897,-0.398569877690897,1.0,8,2020-01-20,2020-03-19
102196,3,861,936,-0.3018067391322481,-0.3018067391322481,0.9675184472557723,8,2018-07-13,2018-10-30
102197,1,2079,2498,-0.42806594916134977,-0.42806594916134977,0.5304749539439135,4,2023-07-13,2025-04-09
102197,2,839,936,-0.34205965689850326,-0.34205965689850326,0.9935067381215277,8,2018-06-12,2018-10-30
102197,3,1212,1270,-0.3334727183726639,-0.3334727183726639,0.9828887608959476,8,2019-12-17,2020-03-19
102198,1,2264,2498,-0.3867860140338304,-0.3867860140338304,1.0,8,2024-04-18,2025-04-09
102198,2,852,934,-0.3797449252714755,-0.3797449252714755,0.9971534232750799,8,2018-07-02,2018-10-26
102198,3,1711,1910,-0.35753642575662115,-0.35753642575662115,0.7849305953514579,6,2021-12-30,2022-10-26
102199,1,1174,1270,-0.4434742780950176,-0.4434742780950176,0.942609768675924,8,2019-10-24,2020-03-19
102199,2,839,936,-0.36905588471367556,-0.36905588471367556,1.0,8,2018-06-12,2018-10-30
102199,3,1711,1910,-0.34243382894299246,-0.34243382894299246,0.8759513940233491,7,2021-12-30,2022-10-26
