seed,段,峰_pos,谷_pos,e,n_h,D0,β_筆數,β,Δ_β曝險,Dβ,量測日,缺產業,持有產業不在母體,Dind,stk_排不了名,stk_剔除,Dstk,stk_無法計算,vol_池,vol_池不足,vol_不足60筆,距換股日,Dvol,Δ_β,Δ_ind,Δ_stk,Δ_vol
102003,2,852,936,0.9802372109413237,8,-0.4594562060561272,120,1.051311510874255,0.9323946335621999,-0.4370314614685901,2018-07-02,0,0,-0.5361134390930296,1,1,-0.27641224742050235,0,14,0,0,19,-0.22044795442623893,2.242474458753707,-7.665723303690236,18.304395863562483,23.900825162988827
102003,3,1231,1270,0.9823603331382333,8,-0.320010608988065,120,0.6674068408483569,0.9823603331382333,-0.320010608988065,2020-01-02,0,0,-0.31433618567865235,0,0,-0.32757029193149945,0,9,0,0,7,-0.3404836738532956,0.0,0.5674423309412646,-0.7559682943434454,-2.0473064865230595
102004,1,2326,2498,0.9999999999999998,8,-0.5162257565392665,120,0.20835111149726704,0.9999999999999998,-0.5162257565392665,2024-07-01,0,0,-0.5304589648108557,1,0,-0.5054234838570849,0,19,0,0,11,-0.27882222520545713,0.0,-1.4233208271589248,1.080227268218159,23.740353133380935
102004,2,748,934,0.996620103969235,8,-0.2586825947147826,120,0.985768136257803,0.996620103969235,-0.2586825947147826,2018-01-02,0,0,-0.27386293606434464,1,1,-0.2137286341963513,0,16,0,0,13,-0.13664831141467987,0.0,-1.5180341349562032,4.495396051843131,12.203428330010274
102004,3,1235,1270,0.9928359012805332,8,-0.36706245754136846,120,0.7106588983569325,0.9928359012805332,-0.36706245754136846,2020-01-02,0,0,-0.3741208108068646,1,0,-0.36635787487792826,0,9,0,0,11,-0.35748383037837217,0.0,-0.7058353265496142,0.07045826634402008,0.9578627162996289
102005,1,1235,1270,0.9763584923365579,8,-0.42066318080969733,120,0.8170359761461933,0.9763584923365579,-0.42066318080969733,2020-01-02,0,0,-0.42547219665903,1,0,-0.42403267650939686,0,9,0,0,11,-0.3515509191526541,0.0,-0.48090158493326873,-0.33694956996995207,6.911226165704326
102005,2,748,936,0.9964386081802732,8,-0.3084658727548673,120,1.1265591583651982,0.8844973659672264,-0.2738124052024897,2018-01-02,0,0,-0.3296605809162046,1,1,-0.29552005013575333,0,16,0,0,13,-0.12796749336855534,3.4653467552377637,-2.1194708161337283,1.2945822619113978,18.049837938631196
102005,3,2326,2498,1.0000000000000002,8,-0.09216129143073365,120,-0.021287771228710672,1.0000000000000002,-0.09216129143073365,2024-07-01,0,0,-0.34098053326591415,1,0,-0.21824369096844665,0,19,0,0,11,-0.27882222520545724,0.0,-24.881924183518052,-12.6082399537713,-18.666093377472357
102006,1,860,923,0.9986708111675594,8,-0.4693150806142545,120,1.372308208250854,0.7277306986602278,-0.34198956021143684,2018-07-02,0,0,-0.5046761780943552,1,2,-0.27293042073935236,0,35,0,0,7,-0.030385262292492138,12.732552040281764,-3.5361097480100687,19.63846598749021,43.89298183217624
102006,2,2322,2498,1.0,8,-0.37608243887325704,120,0.3149520183004642,1.0,-0.37608243887325704,2024-07-01,0,0,-0.37190175100579054,0,0,-0.3509883240595985,0,19,0,0,7,-0.26256939000378055,0.0,0.4180687867466504,2.509411481365853,11.35130488694765
102006,3,1231,1270,0.9784882868992563,8,-0.3492281664010522,120,0.563252231472939,0.9784882868992563,-0.3492281664010522,2020-01-02,0,0,-0.3494898443131549,1,0,-0.34940101035569143,0,9,0,0,7,-0.3391416321560651,0.0,-0.026167791210268687,-0.017284395463923463,1.0086534244987122
102007,1,2264,2498,1.0,8,-0.3648749810893559,120,0.15773519220079626,1.0,-0.3648749810893559,2024-04-01,0,0,-0.3379934793947276,0,0,-0.356261493545109,0,4,1,0,10,-0.3837435773610601,0.0,2.688150169462827,0.86134875442469,-1.8868596271704174
102007,2,839,935,0.9925715185447509,8,-0.42702690690735384,120,1.1768611759944927,0.8434057803852608,-0.36285240401995567,2018-06-01,0,0,-0.5390725817497385,0,0,-0.4006726472870507,0,14,0,0,6,-0.230267574538721,6.4174502887398175,-11.204567484238465,2.6354259620303133,19.675933236863287
102007,3,1540,1907,0.7177991581515709,6,-0.2963907636897573,120,0.3758519180326338,0.7177991581515709,-0.2963907636897573,2021-04-01,0,0,-0.3228503338139519,0,0,-0.31080059515349623,0,3,1,0,16,-0.08939608997113935,0.0,-2.6459570124194585,-1.440983146373892,20.699467371861797
102008,1,860,1272,0.9989809292055354,8,-0.5187889571100976,120,1.241714829534232,0.8045171930339704,-0.4178004037406041,2018-07-02,0,0,-0.452857375941846,2,2,-0.3074502762417706,0,35,0,0,7,-0.21133855037189936,10.098855336949352,6.593158116825165,21.133868086832702,30.74504067381983
102008,2,2326,2498,0.9889537391195924,8,-0.39405401296509024,120,0.25268704636464967,0.9889537391195924,-0.39405401296509024,2024-07-01,0,0,-0.3609557877344406,2,0,-0.36334457031687134,0,19,0,0,11,-0.27574228216658186,0.0,3.3098225230649647,3.0709442648218896,11.831173079850837
102008,3,2071,2146,0.9999999999999999,8,-0.23674128041514256,120,0.5836975652424321,0.9999999999999999,-0.23674128041514256,2023-07-03,0,0,-0.12294060236902457,1,1,-0.1831627737901964,0,4,1,0,19,-0.08608232029451508,0.0,11.380067804611798,5.357850662494615,15.065896012062746
102009,1,641,1270,1.0,8,0.02650428594829836,120,0.4743209184465296,1.0,0.02650428594829836,2017-08-01,0,0,0.09623455748192858,2,0,-0.019985150336061297,0,16,0,0,13,-0.10636581215857738,0.0,-6.973027153363022,0.6519135612237061,-7.986152621027902
102009,2,1695,1909,0.9529060104394368,8,-0.30619242142769376,120,0.9329935188275968,0.9529060104394368,-0.30619242142769376,2021-12-01,0,0,-0.38729591405164104,0,0,-0.32594526213684133,0,34,0,0,4,-0.0028661452699173424,0.0,-8.110349262394728,-1.9752840709147568,30.33262761577764
102009,3,2227,2498,1.0,8,-0.3851271439331227,120,0.2360533746900089,1.0,-0.3851271439331227,2024-02-01,0,0,-0.4545790754430637,0,1,-0.32358958950302624,0,22,0,0,7,-0.1301438832888574,0.0,-6.9451931509941005,6.153755443009645,25.49832606442653
102010,1,2264,2498,0.9858503721008528,8,-0.312858872937267,120,0.4049818551103945,0.9858503721008528,-0.312858872937267,2024-04-01,0,0,-0.3265029335174641,0,0,-0.29337223692845144,0,4,1,0,10,-0.3783137485327135,0.0,-1.3644060580197126,1.948663600881556,-6.545487559544649
102010,2,836,923,0.9933867290697727,8,-0.34979123876287616,120,1.15975650882093,0.8565476645435706,-0.3016074806240945,2018-06-01,0,0,-0.40607278109723527,3,0,-0.24852991753905845,0,14,0,0,3,-0.19235464933801882,4.818375813878167,-5.628154233435911,10.12613212238177,15.743658942485734
102010,3,1212,1270,0.9858595952608294,8,-0.33615479800242665,120,0.6129070968626448,0.9858595952608294,-0.33615479800242665,2019-12-02,0,0,-0.3295698818588277,3,0,-0.341683413566147,0,29,0,0,10,-0.2657840197736737,0.0,0.6584916143598962,-0.5528615563720363,7.037077822875293
102011,1,2326,2498,0.9999999999999999,8,-0.09200071255345914,120,0.003544731493428818,0.9999999999999999,-0.09200071255345914,2024-07-01,0,0,-0.1359185237721539,3,0,-0.195457179312589,0,19,0,0,11,-0.27882222520545713,0.0,-4.391781121869477,-10.345646675912985,-18.6821512651998
102011,2,852,936,0.9998154982845378,8,-0.44173593297718017,120,1.043891117919339,0.9577775700183637,-0.4231628427470851,2018-07-02,0,0,-0.35800563804871094,2,1,-0.2246015876012661,0,14,0,0,19,-0.2248509635630131,1.8573090230095068,8.373029492846923,21.713434537591407,21.68849694141671
102011,3,1231,1270,0.9851520874931251,8,-0.28956336600469984,120,0.8459773244589704,0.9851520874931251,-0.28956336600469984,2020-01-02,0,0,-0.26195798853847074,1,0,-0.2856470237971961,0,9,0,0,7,-0.3414512890421264,0.0,2.7605377466229095,0.39163422075037535,-5.188792303742656
102012,1,2073,2498,0.9931409592450549,8,-0.2931951822159082,120,0.4690041679266558,0.9931409592450549,-0.2931951822159082,2023-07-03,0,0,-0.2160723097515612,1,0,-0.30824481760820027,0,4,1,0,1,0.5179614674085427,0.0,7.712287246434698,-1.5049635392292093,-22.476628519263446
102012,2,852,936,1.0,8,-0.47922703979825204,120,1.0295709966282705,0.9712783317273775,-0.46546283973389585,2018-07-02,0,0,-0.458649595122103,1,1,-0.2788354169589226,0,14,0,0,19,-0.2248924566070516,1.3764200064356191,2.057744467614903,20.039162283932942,25.433458319120046
102012,3,1235,1270,0.9999999999999999,8,-0.36399330361490334,120,0.5711344054478321,0.9999999999999999,-0.36399330361490334,2020-01-02,0,0,-0.3430844534089077,1,0,-0.35970578842752293,0,9,0,0,11,-0.360063359833482,0.0,2.0908850205995644,0.42875151873804085,0.39299437814213634
102013,1,2326,2498,0.9999999999999999,8,-0.24084756092138393,120,0.07138771405074897,0.9999999999999999,-0.24084756092138393,2024-07-01,0,0,-0.3289610343559386,2,0,-0.3223267413115277,0,19,0,0,11,-0.27882222520545713,0.0,-8.811347343455466,-8.147918039014378,-3.7974664284073203
102013,2,839,934,1.0,8,-0.5395779663396154,120,1.4143577162173027,0.7070347116106513,-0.3815003518223917,2018-06-01,0,0,-0.5194718783564206,1,0,-0.46636762342097204,0,14,0,0,6,-0.22610791062410285,15.807761451722369,2.01060879831948,7.321034291864336,31.347005571551257
102013,3,1223,1270,0.9714617341746975,8,-0.31645794828242435,120,0.5270825379342862,0.9714617341746975,-0.31645794828242435,2020-01-02,0,0,-0.3172797750774484,2,0,-0.3291191639291135,0,29,0,0,21,-0.27090555494794105,0.0,-0.08218267950240721,-1.266121564668915,4.55523933344833
102014,1,1223,1270,0.9754920162285904,8,-0.4048023902982828,120,0.6365692258476544,0.9754920162285904,-0.4048023902982828,2020-01-02,0,0,-0.411152758402407,2,0,-0.40626034580375214,0,29,0,0,21,-0.27202945489993885,0.0,-0.6350368104124204,-0.14579555054693438,13.277293539834394
102014,2,2291,2498,1.0000000000000002,8,-0.2509440171753856,120,0.4048510646789794,1.0000000000000002,-0.2509440171753856,2024-05-02,0,0,-0.2139609937419014,2,0,-0.26084254960107384,0,19,0,0,17,-0.18903225250965536,0.0,3.6983023433484226,-0.9898532425688222,6.191176466573026
102014,3,839,934,0.9999999999999999,8,-0.4951308019986948,120,1.2672029882449367,0.7891395532336849,-0.3907272998814861,2018-06-01,0,0,-0.5761010210394705,1,1,-0.3676343320242615,0,14,0,0,6,-0.2261079106241028,10.440350211720872,-8.097021904077566,12.749646997443332,26.9022891374592
102015,1,839,923,0.9872371073782855,8,-0.44281218253308036,120,1.2195416548775277,0.8095148725997626,-0.3630972183377777,2018-06-01,0,0,-0.46846300411440067,2,1,-0.3063753253489746,0,14,0,0,6,-0.1811138157576413,7.971496419530267,-2.5650821581320313,13.643685718410575,26.169836677543906
102015,2,1223,1270,0.9927980490654064,8,-0.4082298377624704,120,0.7820446289728922,0.9927980490654064,-0.4082298377624704,2020-01-02,0,0,-0.40062867697287774,0,0,-0.39910628606174403,0,29,0,0,21,-0.27685548176716057,0.0,0.7601160789592665,0.9123551700726373,13.137435599530983
102015,3,2326,2498,1.0,8,-0.4328762582693323,120,0.40515621869777957,1.0,-0.4328762582693323,2024-07-01,0,0,-0.4130081230919095,2,0,-0.40003264092381474,0,19,0,0,11,-0.27882222520545713,0.0,1.9868135177422808,3.284361734551755,15.405403306387516
102016,1,839,1270,0.9275349576336611,8,-0.38896924801664184,120,1.092679822516405,0.8488625290961989,-0.3559773320613341,2018-06-01,0,0,-0.38230385460344296,1,1,-0.3338005867628702,0,14,0,0,6,-0.31882368692932406,3.2991915955307762,0.6665393413198883,5.516866125377162,7.014556108731779
102016,2,2379,2498,1.0,8,-0.3484374472101755,120,0.6296133085296997,1.0,-0.3484374472101755,2024-10-01,0,0,-0.33802462872453487,1,1,-0.2944534002034907,0,28,0,0,1,-0.22136389559069486,0.0,1.041281848564063,5.39840470066848,12.707355161948064
102016,3,1609,1655,1.0,8,-0.24346697849938925,120,1.2650656785699779,0.7904727927884294,-0.19245402244617277,2021-08-02,0,0,-0.26238620000999185,2,0,-0.24804743406896668,0,61,0,0,2,-0.10149099135062947,5.101295605321648,-1.8919221510602602,-0.4580455569577424,14.197598714875978
102017,1,1695,2498,0.8135340466930157,8,-0.4619624069789234,120,1.1070325391104328,0.7348781701997117,-0.41729794803514814,2021-12-01,0,0,-0.4343572930765532,0,0,-0.45317030758374627,0,34,0,0,4,0.32451721967880875,4.466445894377524,2.7605113902370193,0.8792099395177111,13.744518730011462
102017,2,839,1270,0.9677463773454841,8,-0.5331310337293613,120,1.4074197875463261,0.6876032196709684,-0.3788002971443323,2018-06-01,0,0,-0.507513417132589,3,0,-0.5035740525069918,0,14,0,0,6,-0.332645649092231,15.433073658502906,2.561761659677231,2.9556981222369494,20.048538463713033
102017,3,1601,1649,1.0,8,-0.2377470534389172,120,1.2074854282411813,0.8281673439791287,-0.1968943457853721,2021-07-01,0,0,-0.24267451334102907,1,2,-0.21397712343617833,0,33,0,0,16,-0.07836620434245437,4.08527076535451,-0.49274599021118803,2.376993000273886,15.938084909646284
102018,1,1223,1270,0.9967516881007372,8,-0.37714922457546884,120,0.5740675148817531,0.9967516881007372,-0.37714922457546884,2020-01-02,0,0,-0.39139853797538826,0,0,-0.38039594498527507,0,29,0,0,21,-0.2779580087522714,0.0,-1.4249313399919417,-0.3246720409806225,9.919121582319745
102018,2,1711,1910,0.695078249612439,6,-0.30695305003616025,120,0.6964841775593839,0.695078249612439,-0.30695305003616025,2021-12-01,0,0,-0.2998352223145585,0,0,-0.29853464049025213,0,34,0,0,20,0.028109976487578875,0.0,0.7117827721601744,0.8418409545908112,27.88430735485814
102018,3,2380,2498,1.0,8,-0.3962949705567685,120,0.7172988844461002,1.0,-0.3962949705567685,2024-10-01,0,0,-0.3634796278201221,0,0,-0.31900074125896766,0,28,0,0,2,-0.21537264860753513,0.0,3.2815342736646382,7.729422929780084,18.092232194923337
102019,1,860,936,0.9987764442579161,8,-0.4431495293746175,120,1.0624293878048237,0.9400873655439574,-0.4171096304952997,2018-07-02,0,0,-0.5290817645375391,2,1,-0.3234448007764115,0,35,0,0,7,-0.07248807783712746,2.603989887931779,-8.59322351629216,11.970472859820596,37.066145153749005
102019,2,2079,2498,0.622832951689941,4,-0.3691541497375308,120,0.2901400617947049,0.622832951689941,-0.3691541497375308,2023-07-03,0,0,-0.32766550953838613,1,1,-0.2403449477405904,0,4,0,0,7,0.35007109691158056,0.0,4.148864019914466,12.88092019969404,1.9083052825950242
102019,3,1234,1270,0.9905208928390054,8,-0.3658630766856277,120,0.6133192415643306,0.9905208928390054,-0.3658630766856277,2020-01-02,0,0,-0.36527715413434225,2,0,-0.3582038304951196,0,9,0,0,10,-0.35678992748530125,0.0,0.05859225512854227,0.7659246190508062,0.9073149200326425
102020,1,2264,2498,1.0,8,-0.1169656815488768,120,0.12426695565834235,1.0,-0.1169656815488768,2024-04-01,0,0,-0.10931663367359862,1,1,-0.3670502656688429,0,4,1,0,10,-0.3837435773610601,0.0,0.7649047875278175,-25.008458411996614,-26.677789581218324
102020,2,861,935,1.0,8,-0.40687515084274684,120,1.1073346740055934,0.9030693461288188,-0.367436476427624,2018-07-02,0,0,-0.5439556491864111,0,1,-0.30483385278335123,0,35,0,0,8,-0.08114765102871833,3.943867441512283,-13.708049834366431,10.20412980593956,32.57274998140285
102020,3,1231,1270,0.991880192126642,8,-0.2969781925761872,120,0.6563969989890125,0.991880192126642,-0.2969781925761872,2020-01-02,0,0,-0.30489163617728304,0,0,-0.3021486816929059,0,9,0,0,7,-0.34378323355007606,0.0,-0.791344360109586,-0.5170489116718691,-4.680504097388888
102021,1,2264,2498,1.0000000000000002,8,-0.4265295869492229,120,0.19054470481662408,1.0000000000000002,-0.4265295869492229,2024-04-01,0,0,-0.4674207127076146,1,0,-0.41173719778871337,0,4,1,0,10,-0.38374357736106013,0.0,-4.089112575839171,1.4792389160509511,4.278600958816275
102021,2,839,935,0.9999999999999999,8,-0.4331833603453372,120,1.1862972361728883,0.8429590573995589,-0.36515583711787897,2018-06-01,0,0,-0.5299645734176244,0,0,-0.3796171637294013,0,14,0,0,6,-0.23199091474670308,6.8027523227458255,-9.678121307228714,5.356619661593593,20.119244559863414
102021,3,1235,1270,0.980301641941919,8,-0.3386653933037869,120,0.49145268198480635,0.980301641941919,-0.3386653933037869,2020-01-02,0,0,-0.34274079967010496,2,0,-0.34524716934213756,0,9,0,0,11,-0.35297070284788645,0.0,-0.4075406366318035,-0.658177603835064,-1.4305309544099531
102022,1,2325,2498,0.9900394867927297,8,-0.46788871417960964,120,0.17646611069640028,0.9900394867927297,-0.46788871417960964,2024-07-01,0,0,-0.47843960651032647,4,0,-0.4673854742189302,0,19,0,0,10,-0.2889841087558855,0.0,-1.0550892330716821,0.05032399606794691,17.890460542372416
102022,2,1235,1270,0.985978688649918,8,-0.354674572394291,120,0.5997736840975302,0.985978688649918,-0.354674572394291,2020-01-02,0,0,-0.32695446660779515,0,0,-0.3547628571808258,0,9,0,0,11,-0.3550147993595002,0.0,2.7720105786495863,-0.008828478653477578,-0.03402269652091894
102022,3,861,936,0.9930397565545942,8,-0.2543349062861022,120,0.8097750095029352,0.9930397565545942,-0.2543349062861022,2018-07-02,0,0,-0.36500766412440655,1,0,-0.24480400697656948,0,35,0,0,8,-0.07444309910368628,0.0,-11.067275783830432,0.9530899309532742,17.98918071824159
102023,1,2326,2498,1.0000000000000002,8,-0.2339734219916144,120,0.0772133164782075,1.0000000000000002,-0.2339734219916144,2024-07-01,0,0,-0.28756335993112797,1,0,-0.30957466881647255,0,19,0,0,11,-0.27882222520545724,0.0,-5.358993793951358,-7.560124682485816,-4.484880321384285
102023,2,1212,1270,1.0000000000000002,8,-0.3623572382545004,120,0.8397951320945163,1.0000000000000002,-0.3623572382545004,2019-12-02,0,0,-0.3842948245833977,1,0,-0.3613676013639088,0,29,0,0,10,-0.2695962194326009,0.0,-2.1937586328897307,0.09896368905916164,9.276101882189947
102023,3,818,936,0.8820250758121944,8,-0.2806131632590462,120,0.8670284605959906,0.8820250758121944,-0.2806131632590462,2018-05-02,0,0,-0.3407385096342518,1,0,-0.23126958448810583,0,29,0,0,7,-0.17279683152950176,0.0,-6.012534637520556,4.9343578770940395,10.781633172954447
102024,1,852,923,0.942709482705095,8,-0.41415937525252966,120,0.987894050442119,0.942709482705095,-0.41415937525252966,2018-07-02,0,0,-0.3959004804789357,2,1,-0.2674657404325965,0,14,0,0,19,-0.16480008214511233,0.0,1.8258894773593937,14.669363481993313,24.935929310741734
102024,2,1235,1270,0.9851161043529648,8,-0.38904543881799725,120,0.5233899525175989,0.9851161043529648,-0.38904543881799725,2020-01-02,0,0,-0.3818962952967722,1,0,-0.39937209656982586,0,9,0,0,11,-0.35470421435939964,0.0,0.7149143521225032,-1.0326657751828616,3.434122445859761
102024,3,2080,2498,0.3363474192611031,3,-0.11010592120516371,120,0.09456108562953096,0.3363474192611031,-0.11010592120516371,2023-07-03,0,0,-0.07110217500541903,1,0,-0.08337519732266621,0,4,0,0,8,0.10460515229916924,0.0,3.9003746199744684,2.6730723882497505,0.5500768905994478
102025,1,2326,2498,0.9964671282971937,8,-0.3344858291464189,120,0.22003779834802764,0.9964671282971937,-0.3344858291464189,2024-07-01,0,0,-0.307227027997851,1,0,-0.30661891605961117,0,19,0,0,11,-0.27783718205591534,0.0,2.725880114856788,2.786691308680772,5.664864709050354
102025,2,1235,1270,0.9942760987561556,8,-0.34746283467042033,120,0.7285424906368281,0.9942760987561556,-0.34746283467042033,2020-01-02,0,0,-0.34820471441851614,0,0,-0.35437483612135345,0,9,0,0,11,-0.3580023927202684,0.0,-0.07418797480958084,-0.6912001450933125,-1.0539558049848075
102025,3,823,934,0.9156679992526212,8,-0.27504403272423184,120,0.8872327290598623,0.9156679992526212,-0.27504403272423184,2018-05-02,0,0,-0.4563216863209662,1,0,-0.2860862686320037,0,29,0,0,12,-0.1922044042863846,0.0,-18.127765359673436,-1.104223590777187,8.283962843784723
102026,1,1710,2498,0.8607686100872641,7,-0.31204233369179724,120,0.7690396370717464,0.8607686100872641,-0.31204233369179724,2021-12-01,0,0,-0.2544656114046693,0,1,-0.2384042250509113,0,34,0,0,19,-0.07218914608005099,0.0,5.757672228712796,7.3638108640885935,23.985318761174625
102026,2,1235,1270,0.9948790819780206,8,-0.40907722040424827,120,0.887756901580683,0.9948790819780206,-0.40907722040424827,2020-01-02,0,0,-0.44418536214892423,2,0,-0.403335830450725,0,9,0,0,11,-0.3582195048850563,0.0,-3.5108141744675967,0.5741389953523246,5.0857715519191995
102026,3,641,935,1.0,8,0.006409434744078459,120,0.47432091844652957,1.0,0.006409434744078459,2017-08-01,0,0,0.00660922338469779,2,0,-0.0316316278083139,0,16,0,0,13,-0.04589454882810748,0.0,-0.019978864061933124,-2.522219306423544,-3.948511408402902
102027,1,1235,1270,0.9943369712949904,8,-0.4152550301613085,120,0.8501709767294046,0.9943369712949904,-0.4152550301613085,2020-01-02,0,0,-0.4249896356518451,1,0,-0.415598284936852,0,9,0,0,11,-0.3580243106911228,0.0,-0.9734605490536619,-0.034325477554353334,5.723071947018571
102027,2,839,935,0.9889674374033737,8,-0.32620687619178473,120,1.046872957056944,0.9446871568672869,-0.3116012062331274,2018-06-01,0,0,-0.43409478608591556,0,0,-0.2447780822473738,0,14,0,0,6,-0.22943146045791152,1.4605669958657308,-10.788790989413084,8.142879394441094,9.677541573387321
102027,3,2322,2498,1.0000000000000002,8,-0.2415565657998914,120,0.08521316514446267,1.0000000000000002,-0.2415565657998914,2024-07-01,0,0,-0.3345011736348627,1,0,-0.31065185659648886,0,19,0,0,7,-0.2625693900037806,0.0,-9.29446078349713,-6.9095290796597455,-2.1012824203889195
102028,1,861,935,0.9999999999999998,8,-0.48452809428749755,120,1.2402949877567198,0.8062598090545108,-0.39065552878178395,2018-07-02,0,0,-0.4773023511841429,1,2,-0.2792592048765977,0,35,0,0,8,-0.08114765102871832,9.38725655057136,0.7225743103354665,20.526888941089982,40.33804432587792
102028,2,2318,2498,0.9711573062167437,8,-0.4350722207245797,120,0.2222659451536311,0.9711573062167437,-0.4350722207245797,2024-07-01,0,0,-0.4653681694573062,0,0,-0.4335416792121124,0,19,0,0,3,-0.27173971591689633,0.0,-3.029594873272651,0.15305415124672872,16.333250480768335
102028,3,1235,1270,0.9999146023074881,8,-0.3608112955658964,120,0.6224900541952687,0.9999146023074881,-0.3608112955658964,2020-01-02,0,0,-0.3351386447892837,0,0,-0.36215006358972823,0,9,0,0,11,-0.36003261125339414,0.0,2.5672650776612738,-0.13387680238318156,0.07786843125022758
102029,1,2063,2498,1.0,8,-0.5111292088770784,120,0.600160709950699,1.0,-0.5111292088770784,2023-06-01,0,0,-0.36061387695629493,1,2,-0.242213005733656,0,4,1,0,11,-0.32281443773572804,0.0,15.051533192078342,26.891620314342234,18.83147711413503
102029,2,1174,1270,0.9383456204507628,8,-0.42615191292234694,120,0.9740274664673245,0.9383456204507628,-0.42615191292234694,2019-10-01,0,0,-0.4362859215873249,0,2,-0.4199157283705234,0,31,0,0,14,-0.2499765902982824,0.0,-1.0134008664977934,0.6236184551823565,17.617532262406456
102029,3,852,935,0.9908287433117806,8,-0.39165807943825676,120,0.9795169038968359,0.9908287433117806,-0.39165807943825676,2018-07-02,0,0,-0.3794947348140057,1,1,-0.2223153952569854,0,14,0,0,19,-0.2205634169387286,0.0,1.216334462425106,16.934268418127136,17.109466249952813
102030,1,839,935,1.0,8,-0.5040162867596832,120,1.2964081374421441,0.7713620202762942,-0.3887790212071052,2018-06-01,0,0,-0.5297541867260842,1,1,-0.3619766232013755,0,14,0,0,6,-0.23199091474670314,11.523726555257802,-2.5737899966400968,14.203966355830772,27.20253720129801
102030,2,2326,2498,1.0000000000000002,8,-0.24652805536594422,120,0.08655802709033993,1.0000000000000002,-0.24652805536594422,2024-07-01,0,0,-0.24533768638685247,0,0,-0.30966122117697265,0,19,0,0,11,-0.27882222520545724,0.0,0.11903689790917493,-6.313316581102843,-3.2294169839513027
102030,3,1223,1270,0.9973166239719321,8,-0.33374931686863357,120,0.7151641357798555,0.9973166239719321,-0.33374931686863357,2020-01-02,0,0,-0.3311536932422449,0,0,-0.3343083514975709,0,29,0,0,21,-0.2781155489417736,0.0,0.25956236263886545,-0.05590346289373049,5.563376792685998
102031,1,852,935,0.9991463146847142,8,-0.49390571034722264,120,1.0683224336809731,0.9352479019298432,-0.4623189542556351,2018-07-02,0,0,-0.41163287585795244,1,1,-0.33488314997056656,0,14,0,0,19,-0.22241494978436865,3.1586756091587564,8.22728344892702,15.902256037665607,27.1490760562854
