seed,段,峰_pos,谷_pos,e,n_h,D0,β_筆數,β,Δ_β曝險,Dβ,量測日,缺產業,持有產業不在母體,Dind,stk_排不了名,stk_剔除,Dstk,stk_無法計算,vol_池,vol_池不足,vol_不足60筆,距換股日,Dvol,Δ_β,Δ_ind,Δ_stk,Δ_vol,Δ_stk上界
102003,2,852,936,0.9802372109413235,8,-0.4594562060561272,120,1.051311510874255,0.9323946335622,-0.4370314614685901,2018-07-02,0,0,-0.5361134390930296,1,1,-0.2764122474205023,0,14,0,0,19,-0.2204479544262389,2.242474458753707,-7.665723303690236,18.304395863562483,23.900825162988827,18.494049796674634
102003,3,1231,1270,0.9823603331382332,8,-0.320010608988065,120,0.6674068408483569,0.9823603331382332,-0.320010608988065,2020-01-02,0,0,-0.3143361856786523,0,0,-0.3275702919314994,0,9,0,0,7,-0.3404836738532956,0.0,0.5674423309412646,-0.7559682943434454,-2.0473064865230595,-0.7559682943434454
102004,1,2326,2498,0.9999999999999998,8,-0.5162257565392665,120,0.208351111497267,0.9999999999999998,-0.5162257565392665,2024-07-01,0,0,-0.5304589648108557,1,0,-0.5054234838570849,0,19,0,0,11,-0.2788222252054571,0.0,-1.4233208271589248,1.080227268218159,23.740353133380932,-0.3180058839282629
102004,2,748,934,0.996620103969235,8,-0.2586825947147826,120,0.985768136257803,0.996620103969235,-0.2586825947147826,2018-01-02,0,0,-0.2738629360643446,1,1,-0.2137286341963513,0,16,0,0,13,-0.1366483114146798,0.0,-1.5180341349562032,4.495396051843131,12.203428330010274,5.053117627892828
102004,3,1235,1270,0.9928359012805332,8,-0.3670624575413684,120,0.7106588983569325,0.9928359012805332,-0.3670624575413684,2020-01-02,0,0,-0.3741208108068646,1,0,-0.3663578748779282,0,9,0,0,11,-0.3574838303783721,0.0,-0.7058353265496142,0.07045826634402,0.9578627162996288,-0.8792683629089859
102005,1,1235,1270,0.976358492336558,8,-0.4206631808096973,120,0.8170359761461933,0.976358492336558,-0.4206631808096973,2020-01-02,0,0,-0.42547219665903,1,0,-0.4240326765093968,0,9,0,0,11,-0.3515509191526541,0.0,-0.4809015849332687,-0.336949569969952,6.911226165704326,0.0072054391784315275
102005,2,748,936,0.9964386081802732,8,-0.3084658727548673,120,1.1265591583651982,0.8844973659672264,-0.2738124052024897,2018-01-02,0,0,-0.3296605809162046,1,1,-0.2955200501357533,0,16,0,0,13,-0.1279674933685553,3.465346755237764,-2.1194708161337283,1.2945822619113978,18.0498379386312,0.4734252660061833
102005,3,2326,2498,1.0000000000000002,8,-0.0921612914307336,120,-0.0212877712287106,1.0000000000000002,-0.0921612914307336,2024-07-01,0,0,-0.3409805332659141,1,0,-0.2182436909684466,0,19,0,0,11,-0.2788222252054572,0.0,-24.88192418351805,-12.6082399537713,-18.66609337747236,-8.83651928948057
102006,1,860,923,0.9986708111675594,8,-0.4693150806142545,120,1.372308208250854,0.7277306986602278,-0.3419895602114368,2018-07-02,0,0,-0.5046761780943552,1,2,-0.2729304207393523,0,35,0,0,7,-0.0303852622924921,12.732552040281764,-3.5361097480100687,19.63846598749021,43.89298183217624,15.111419384337783
102006,2,2322,2498,1.0,8,-0.376082438873257,120,0.3149520183004642,1.0,-0.376082438873257,2024-07-01,0,0,-0.3719017510057905,0,0,-0.3509883240595985,0,19,0,0,7,-0.2625693900037805,0.0,0.4180687867466504,2.509411481365853,11.35130488694765,2.5094114813658477
102006,3,1231,1270,0.9784882868992564,8,-0.3492281664010522,120,0.563252231472939,0.9784882868992564,-0.3492281664010522,2020-01-02,0,0,-0.3494898443131549,1,0,-0.3494010103556914,0,9,0,0,7,-0.3391416321560651,0.0,-0.0261677912102686,-0.0172843954639234,1.0086534244987122,-0.46574547950882783
102007,1,2264,2498,1.0,8,-0.3648749810893559,120,0.1577351922007962,1.0,-0.3648749810893559,2024-04-01,0,0,-0.3379934793947276,0,0,-0.356261493545109,0,4,1,0,10,-0.3837435773610601,0.0,2.688150169462827,0.86134875442469,-1.8868596271704172,0.86134875442469
102007,2,839,935,0.9925715185447508,8,-0.4270269069073538,120,1.1768611759944927,0.8434057803852608,-0.3628524040199556,2018-06-01,0,0,-0.5390725817497385,0,0,-0.4006726472870507,0,14,0,0,6,-0.230267574538721,6.4174502887398175,-11.204567484238463,2.6354259620303133,19.675933236863287,2.6354259620303075
102007,3,1540,1907,0.7177991581515709,6,-0.2963907636897573,120,0.3758519180326338,0.7177991581515709,-0.2963907636897573,2021-04-01,0,0,-0.3228503338139519,0,0,-0.3108005951534962,0,3,1,0,16,-0.0893960899711393,0.0,-2.6459570124194585,-1.440983146373892,20.6994673718618,-1.440983146373892
102008,1,860,1272,0.9989809292055354,8,-0.5187889571100976,120,1.241714829534232,0.8045171930339704,-0.4178004037406041,2018-07-02,0,0,-0.452857375941846,2,2,-0.3074502762417706,0,35,0,0,7,-0.2113385503718993,10.098855336949352,6.593158116825165,21.133868086832702,30.74504067381983,18.027968564644336
102008,2,2326,2498,0.9889537391195924,8,-0.3940540129650902,120,0.2526870463646496,0.9889537391195924,-0.3940540129650902,2024-07-01,0,0,-0.3609557877344406,2,0,-0.3633445703168713,0,19,0,0,11,-0.2757422821665818,0.0,3.3098225230649647,3.0709442648218896,11.831173079850837,1.8581715123874798
102008,3,2071,2146,1.0,8,-0.2367412804151425,120,0.5836975652424321,1.0,-0.2367412804151425,2023-07-03,0,0,-0.1229406023690245,1,1,-0.1831627737901964,0,4,1,0,19,-0.086082320294515,0.0,11.380067804611798,5.357850662494615,15.065896012062746,7.328179134705218
102009,1,641,1270,1.0,8,0.0265042859482983,120,0.4743209184465296,1.0,0.0265042859482983,2017-08-01,0,0,0.0962345574819285,2,0,-0.0199851503360612,0,16,0,0,13,-0.1063658121585773,0.0,-6.973027153363022,0.6519135612237061,-7.986152621027902,-5.0289096536527005
102009,2,1695,1909,0.9529060104394368,8,-0.3061924214276937,120,0.9329935188275968,0.9529060104394368,-0.3061924214276937,2021-12-01,0,0,-0.387295914051641,0,0,-0.3259452621368413,0,34,0,0,4,-0.0028661452699173,0.0,-8.110349262394728,-1.9752840709147568,30.33262761577764,-1.9752840709147623
102009,3,2227,2498,1.0,8,-0.3851271439331227,120,0.2360533746900089,1.0,-0.3851271439331227,2024-02-01,0,0,-0.4545790754430637,0,1,-0.3235895895030262,0,22,0,0,7,-0.1301438832888574,0.0,-6.9451931509941005,6.153755443009645,25.49832606442653,6.153755443009645
102010,1,2264,2498,0.9858503721008528,8,-0.312858872937267,120,0.4049818551103945,0.9858503721008528,-0.312858872937267,2024-04-01,0,0,-0.3265029335174641,0,0,-0.2933722369284514,0,4,1,0,10,-0.3783137485327135,0.0,-1.3644060580197126,1.948663600881556,-6.545487559544649,1.948663600881556
102010,2,836,923,0.9933867290697728,8,-0.3497912387628761,120,1.15975650882093,0.8565476645435706,-0.3016074806240945,2018-06-01,0,0,-0.4060727810972352,3,0,-0.2485299175390584,0,14,0,0,3,-0.1923546493380188,4.818375813878167,-5.628154233435911,10.12613212238177,15.743658942485734,17.179674714030238
102010,3,1212,1270,0.9858595952608294,8,-0.3361547980024266,120,0.6129070968626448,0.9858595952608294,-0.3361547980024266,2019-12-02,0,0,-0.3295698818588277,3,0,-0.341683413566147,0,29,0,0,10,-0.2657840197736737,0.0,0.6584916143598962,-0.5528615563720363,7.037077822875293,5.047141495866969
102011,1,2326,2498,1.0,8,-0.0920007125534591,120,0.0035447314934288,1.0,-0.0920007125534591,2024-07-01,0,0,-0.1359185237721539,3,0,-0.195457179312589,0,19,0,0,11,-0.2788222252054571,0.0,-4.391781121869477,-10.345646675912985,-18.6821512651998,-2.2466623683578044
102011,2,852,936,0.9998154982845378,8,-0.4417359329771801,120,1.043891117919339,0.9577775700183636,-0.4231628427470851,2018-07-02,0,0,-0.3580056380487109,2,1,-0.2246015876012661,0,14,0,0,19,-0.2248509635630131,1.8573090230095068,8.373029492846923,21.713434537591407,21.68849694141671,23.271918804402787
102011,3,1231,1270,0.9851520874931252,8,-0.2895633660046998,120,0.8459773244589704,0.9851520874931252,-0.2895633660046998,2020-01-02,0,0,-0.2619579885384707,1,0,-0.2856470237971961,0,9,0,0,7,-0.3414512890421264,0.0,2.760537746622909,0.3916342207503753,-5.188792303742656,0.8848834514525117
102012,1,2073,2498,0.9931409592450549,8,-0.2931951822159082,120,0.4690041679266558,0.9931409592450549,-0.2931951822159082,2023-07-03,0,0,-0.2160723097515612,1,0,-0.3082448176082002,0,4,1,0,1,0.5179614674085427,0.0,7.712287246434698,-1.5049635392292091,-22.476628519263446,2.6428049205721393
102012,2,852,936,1.0,8,-0.479227039798252,120,1.0295709966282705,0.9712783317273777,-0.4654628397338958,2018-07-02,0,0,-0.458649595122103,1,1,-0.2788354169589226,0,14,0,0,19,-0.2248924566070516,1.3764200064356191,2.057744467614903,20.039162283932946,25.43345831912005,20.285133902065784
102012,3,1235,1270,1.0,8,-0.3639933036149033,120,0.5711344054478321,1.0,-0.3639933036149033,2020-01-02,0,0,-0.3430844534089077,1,0,-0.3597057884275229,0,9,0,0,11,-0.360063359833482,0.0,2.0908850205995644,0.4287515187380408,0.3929943781421363,0.3592215936737253
102013,1,2326,2498,1.0,8,-0.2408475609213839,120,0.0713877140507489,1.0,-0.2408475609213839,2024-07-01,0,0,-0.3289610343559386,2,0,-0.3223267413115277,0,19,0,0,11,-0.2788222252054571,0.0,-8.811347343455466,-8.147918039014378,-3.79746642840732,-4.860863822374537
102013,2,839,934,1.0,8,-0.5395779663396154,120,1.4143577162173029,0.7070347116106513,-0.3815003518223917,2018-06-01,0,0,-0.5194718783564206,1,0,-0.466367623420972,0,14,0,0,6,-0.2261079106241028,15.807761451722367,2.01060879831948,7.321034291864336,31.347005571551257,9.995786986829518
102013,3,1223,1270,0.9714617341746976,8,-0.3164579482824243,120,0.5270825379342862,0.9714617341746976,-0.3164579482824243,2020-01-02,0,0,-0.3172797750774484,2,0,-0.3291191639291135,0,29,0,0,21,-0.270905554947941,0.0,-0.0821826795024072,-1.266121564668915,4.55523933344833,1.2488381015657746
102014,1,1223,1270,0.9754920162285904,8,-0.4048023902982828,120,0.6365692258476544,0.9754920162285904,-0.4048023902982828,2020-01-02,0,0,-0.411152758402407,2,0,-0.4062603458037521,0,29,0,0,21,-0.2720294548999388,0.0,-0.6350368104124204,-0.1457955505469343,13.277293539834394,-0.30514689304894094
102014,2,2291,2498,1.0000000000000002,8,-0.2509440171753856,120,0.4048510646789794,1.0000000000000002,-0.2509440171753856,2024-05-02,0,0,-0.2139609937419014,2,0,-0.2608425496010738,0,19,0,0,17,-0.1890322525096553,0.0,3.698302343348423,-0.9898532425688222,6.191176466573026,-0.1863237131877804
102014,3,839,934,1.0,8,-0.4951308019986948,120,1.2672029882449367,0.7891395532336849,-0.3907272998814861,2018-06-01,0,0,-0.5761010210394705,1,1,-0.3676343320242615,0,14,0,0,6,-0.2261079106241028,10.440350211720872,-8.097021904077566,12.749646997443332,26.9022891374592,11.814136063364272
102015,1,839,923,0.9872371073782856,8,-0.4428121825330803,120,1.2195416548775275,0.8095148725997626,-0.3630972183377777,2018-06-01,0,0,-0.4684630041144006,2,1,-0.3063753253489746,0,14,0,0,6,-0.1811138157576413,7.971496419530267,-2.5650821581320318,13.643685718410577,26.169836677543906,14.640120615134034
102015,2,1223,1270,0.9927980490654064,8,-0.4082298377624704,120,0.7820446289728922,0.9927980490654064,-0.4082298377624704,2020-01-02,0,0,-0.4006286769728777,0,0,-0.399106286061744,0,29,0,0,21,-0.2768554817671605,0.0,0.7601160789592665,0.9123551700726372,13.137435599530985,0.9123551700726373
102015,3,2326,2498,1.0,8,-0.4328762582693323,120,0.4051562186977795,1.0,-0.4328762582693323,2024-07-01,0,0,-0.4130081230919095,2,0,-0.4000326409238147,0,19,0,0,11,-0.2788222252054571,0.0,1.9868135177422808,3.284361734551755,15.405403306387516,3.84939413051284
102016,1,839,1270,0.9275349576336612,8,-0.3889692480166418,120,1.092679822516405,0.8488625290961989,-0.3559773320613341,2018-06-01,0,0,-0.3823038546034429,1,1,-0.3338005867628702,0,14,0,0,6,-0.318823686929324,3.299191595530776,0.6665393413198883,5.516866125377162,7.014556108731779,6.068244902254688
102016,2,2379,2498,1.0,8,-0.3484374472101755,120,0.6296133085296997,1.0,-0.3484374472101755,2024-10-01,0,0,-0.3380246287245348,1,1,-0.2944534002034907,0,28,0,0,1,-0.2213638955906948,0.0,1.041281848564063,5.39840470066848,12.707355161948064,3.6628911994844806
102016,3,1609,1655,1.0,8,-0.2434669784993892,120,1.265065678569978,0.7904727927884294,-0.1924540224461727,2021-08-02,0,0,-0.2623862000099918,2,0,-0.2480474340689666,0,61,0,0,2,-0.1014909913506294,5.101295605321648,-1.89192215106026,-0.4580455569577424,14.197598714875978,-2.4098504514029226
102017,1,1695,2498,0.8135340466930157,8,-0.4619624069789234,120,1.1070325391104328,0.7348781701997117,-0.4172979480351481,2021-12-01,0,0,-0.4343572930765532,0,0,-0.4531703075837462,0,34,0,0,4,0.3245172196788087,4.466445894377524,2.7605113902370197,0.8792099395177111,13.744518730011462,0.8792099395177111
102017,2,839,1270,0.967746377345484,8,-0.5331310337293613,120,1.407419787546326,0.6876032196709684,-0.3788002971443323,2018-06-01,0,0,-0.507513417132589,3,0,-0.5035740525069918,0,14,0,0,6,-0.332645649092231,15.433073658502906,2.561761659677231,2.9556981222369494,20.048538463713037,-0.21208203949146798
102017,3,1601,1649,1.0,8,-0.2377470534389172,120,1.207485428241181,0.8281673439791287,-0.1968943457853721,2021-07-01,0,0,-0.242674513341029,1,2,-0.2139771234361783,0,33,0,0,16,-0.0783662043424543,4.08527076535451,-0.492745990211188,2.376993000273886,15.938084909646284,3.5506230883724816
102018,1,1223,1270,0.9967516881007372,8,-0.3771492245754688,120,0.5740675148817531,0.9967516881007372,-0.3771492245754688,2020-01-02,0,0,-0.3913985379753882,0,0,-0.380395944985275,0,29,0,0,21,-0.2779580087522714,0.0,-1.4249313399919417,-0.3246720409806225,9.919121582319743,-0.3246720409806281
102018,2,1711,1910,0.695078249612439,6,-0.3069530500361602,120,0.6964841775593839,0.695078249612439,-0.3069530500361602,2021-12-01,0,0,-0.2998352223145585,0,0,-0.2985346404902521,0,34,0,0,20,0.0281099764875788,0.0,0.7117827721601744,0.8418409545908112,27.88430735485814,0.8418409545908057
102018,3,2380,2498,1.0,8,-0.3962949705567685,120,0.7172988844461002,1.0,-0.3962949705567685,2024-10-01,0,0,-0.3634796278201221,0,0,-0.3190007412589676,0,28,0,0,2,-0.2153726486075351,0.0,3.2815342736646382,7.729422929780084,18.092232194923337,7.729422929780084
102019,1,860,936,0.998776444257916,8,-0.4431495293746175,120,1.0624293878048237,0.9400873655439574,-0.4171096304952997,2018-07-02,0,0,-0.5290817645375391,2,1,-0.3234448007764115,0,35,0,0,7,-0.0724880778371274,2.603989887931779,-8.59322351629216,11.970472859820596,37.066145153749005,7.952745143685613
102019,2,2079,2498,0.622832951689941,4,-0.3691541497375308,120,0.2901400617947049,0.622832951689941,-0.3691541497375308,2023-07-03,0,0,-0.3276655095383861,1,1,-0.2403449477405904,0,4,0,0,7,0.3500710969115805,0.0,4.148864019914466,12.88092019969404,1.908305282595024,14.53889379830427
102019,3,1234,1270,0.9905208928390054,8,-0.3658630766856277,120,0.6133192415643306,0.9905208928390054,-0.3658630766856277,2020-01-02,0,0,-0.3652771541343422,2,0,-0.3582038304951196,0,9,0,0,10,-0.3567899274853012,0.0,0.0585922551285422,0.7659246190508062,0.9073149200326424,0.021830055290500416
102020,1,2264,2498,1.0,8,-0.1169656815488768,120,0.1242669556583423,1.0,-0.1169656815488768,2024-04-01,0,0,-0.1093166336735986,1,1,-0.3670502656688429,0,4,1,0,10,-0.3837435773610601,0.0,0.7649047875278175,-25.00845841199661,-26.677789581218324,-24.865198578911627
102020,2,861,935,1.0,8,-0.4068751508427468,120,1.1073346740055934,0.9030693461288188,-0.367436476427624,2018-07-02,0,0,-0.5439556491864111,0,1,-0.3048338527833512,0,35,0,0,8,-0.0811476510287183,3.943867441512283,-13.708049834366433,10.20412980593956,32.57274998140285,10.204129805939555
102020,3,1231,1270,0.991880192126642,8,-0.2969781925761872,120,0.6563969989890125,0.991880192126642,-0.2969781925761872,2020-01-02,0,0,-0.304891636177283,0,0,-0.3021486816929059,0,9,0,0,7,-0.343783233550076,0.0,-0.791344360109586,-0.5170489116718691,-4.680504097388888,-0.5170489116718691
102021,1,2264,2498,1.0000000000000002,8,-0.4265295869492229,120,0.190544704816624,1.0000000000000002,-0.4265295869492229,2024-04-01,0,0,-0.4674207127076146,1,0,-0.4117371977887133,0,4,1,0,10,-0.3837435773610601,0.0,-4.089112575839171,1.4792389160509511,4.278600958816275,0.9636483141256535
102021,2,839,935,1.0,8,-0.4331833603453372,120,1.1862972361728883,0.8429590573995589,-0.3651558371178789,2018-06-01,0,0,-0.5299645734176244,0,0,-0.3796171637294013,0,14,0,0,6,-0.231990914746703,6.8027523227458255,-9.678121307228714,5.356619661593593,20.11924455986341,5.356619661593593
102021,3,1235,1270,0.980301641941919,8,-0.3386653933037869,120,0.4914526819848063,0.980301641941919,-0.3386653933037869,2020-01-02,0,0,-0.3427407996701049,2,0,-0.3452471693421375,0,9,0,0,11,-0.3529707028478864,0.0,-0.4075406366318035,-0.658177603835064,-1.4305309544099531,1.2155624947082444
102022,1,2325,2498,0.9900394867927296,8,-0.4678887141796096,120,0.1764661106964002,0.9900394867927296,-0.4678887141796096,2024-07-01,0,0,-0.4784396065103264,4,0,-0.4673854742189302,0,19,0,0,10,-0.2889841087558855,0.0,-1.055089233071682,0.0503239960679469,17.890460542372416,-5.596818956520994
102022,2,1235,1270,0.985978688649918,8,-0.354674572394291,120,0.5997736840975302,0.985978688649918,-0.354674572394291,2020-01-02,0,0,-0.3269544666077951,0,0,-0.3547628571808258,0,9,0,0,11,-0.3550147993595002,0.0,2.7720105786495863,-0.0088284786534775,-0.0340226965209189,-0.008828478653477578
102022,3,861,936,0.9930397565545942,8,-0.2543349062861022,120,0.8097750095029352,0.9930397565545942,-0.2543349062861022,2018-07-02,0,0,-0.3650076641244065,1,0,-0.2448040069765694,0,35,0,0,8,-0.0744430991036862,0.0,-11.067275783830432,0.9530899309532742,17.98918071824159,3.468857330115588
102023,1,2326,2498,1.0000000000000002,8,-0.2339734219916144,120,0.0772133164782075,1.0000000000000002,-0.2339734219916144,2024-07-01,0,0,-0.2875633599311279,1,0,-0.3095746688164725,0,19,0,0,11,-0.2788222252054572,0.0,-5.358993793951358,-7.560124682485816,-4.484880321384285,-7.560851783484238
102023,2,1212,1270,1.0000000000000002,8,-0.3623572382545004,120,0.8397951320945163,1.0000000000000002,-0.3623572382545004,2019-12-02,0,0,-0.3842948245833977,1,0,-0.3613676013639088,0,29,0,0,10,-0.2695962194326009,0.0,-2.1937586328897307,0.0989636890591616,9.276101882189948,2.346806196589263
102023,3,818,936,0.8820250758121944,8,-0.2806131632590462,120,0.8670284605959906,0.8820250758121944,-0.2806131632590462,2018-05-02,0,0,-0.3407385096342518,1,0,-0.2312695844881058,0,29,0,0,7,-0.1727968315295017,0.0,-6.012534637520556,4.93435787709404,10.781633172954448,4.818806337789547
102024,1,852,923,0.942709482705095,8,-0.4141593752525296,120,0.987894050442119,0.942709482705095,-0.4141593752525296,2018-07-02,0,0,-0.3959004804789357,2,1,-0.2674657404325965,0,14,0,0,19,-0.1648000821451123,0.0,1.8258894773593937,14.669363481993312,24.93592931074173,11.979554724352786
102024,2,1235,1270,0.9851161043529648,8,-0.3890454388179972,120,0.5233899525175989,0.9851161043529648,-0.3890454388179972,2020-01-02,0,0,-0.3818962952967722,1,0,-0.3993720965698258,0,9,0,0,11,-0.3547042143593996,0.0,0.7149143521225032,-1.0326657751828616,3.434122445859761,-0.27879505994123366
102024,3,2080,2498,0.3363474192611031,3,-0.1101059212051637,120,0.0945610856295309,0.3363474192611031,-0.1101059212051637,2023-07-03,0,0,-0.071102175005419,1,0,-0.0833751973226662,0,4,0,0,8,0.1046051522991692,0.0,3.900374619974469,2.6730723882497505,0.5500768905994478,6.128112528897291
102025,1,2326,2498,0.9964671282971936,8,-0.3344858291464189,120,0.2200377983480276,0.9964671282971936,-0.3344858291464189,2024-07-01,0,0,-0.307227027997851,1,0,-0.3066189160596111,0,19,0,0,11,-0.2778371820559153,0.0,2.725880114856788,2.786691308680772,5.664864709050354,3.4130005970953112
102025,2,1235,1270,0.9942760987561556,8,-0.3474628346704203,120,0.7285424906368281,0.9942760987561556,-0.3474628346704203,2020-01-02,0,0,-0.3482047144185161,0,0,-0.3543748361213534,0,9,0,0,11,-0.3580023927202684,0.0,-0.0741879748095808,-0.6912001450933125,-1.0539558049848077,-0.6912001450933181
102025,3,823,934,0.9156679992526212,8,-0.2750440327242318,120,0.8872327290598623,0.9156679992526212,-0.2750440327242318,2018-05-02,0,0,-0.4563216863209662,1,0,-0.2860862686320037,0,29,0,0,12,-0.1922044042863846,0.0,-18.12776535967344,-1.104223590777187,8.283962843784723,-1.863324979256853
102026,1,1710,2498,0.8607686100872641,7,-0.3120423336917972,120,0.7690396370717464,0.8607686100872641,-0.3120423336917972,2021-12-01,0,0,-0.2544656114046693,0,1,-0.2384042250509113,0,34,0,0,19,-0.0721891460800509,0.0,5.757672228712796,7.3638108640885935,23.985318761174625,7.363810864088588
102026,2,1235,1270,0.9948790819780206,8,-0.4090772204042482,120,0.887756901580683,0.9948790819780206,-0.4090772204042482,2020-01-02,0,0,-0.4441853621489242,2,0,-0.403335830450725,0,9,0,0,11,-0.3582195048850563,0.0,-3.5108141744675967,0.5741389953523246,5.0857715519192,-1.978459874676286
102026,3,641,935,1.0,8,0.0064094347440784,120,0.4743209184465295,1.0,0.0064094347440784,2017-08-01,0,0,0.0066092233846977,2,0,-0.0316316278083139,0,16,0,0,13,-0.0458945488281074,0.0,-0.0199788640619331,-2.522219306423544,-3.948511408402902,-10.46353040390561
102027,1,1235,1270,0.9943369712949904,8,-0.4152550301613085,120,0.8501709767294046,0.9943369712949904,-0.4152550301613085,2020-01-02,0,0,-0.4249896356518451,1,0,-0.415598284936852,0,9,0,0,11,-0.3580243106911228,0.0,-0.973460549053662,-0.0343254775543533,5.723071947018571,-1.6810096150754794
102027,2,839,935,0.9889674374033736,8,-0.3262068761917847,120,1.046872957056944,0.9446871568672868,-0.3116012062331274,2018-06-01,0,0,-0.4340947860859155,0,0,-0.2447780822473738,0,14,0,0,6,-0.2294314604579115,1.4605669958657308,-10.788790989413084,8.142879394441094,9.67754157338732,8.142879394441088
102027,3,2322,2498,1.0000000000000002,8,-0.2415565657998914,120,0.0852131651444626,1.0000000000000002,-0.2415565657998914,2024-07-01,0,0,-0.3345011736348627,1,0,-0.3106518565964888,0,19,0,0,7,-0.2625693900037806,0.0,-9.29446078349713,-6.9095290796597455,-2.1012824203889195,-6.867277523407475
102028,1,861,935,0.9999999999999998,8,-0.4845280942874975,120,1.2402949877567198,0.8062598090545108,-0.3906555287817839,2018-07-02,0,0,-0.4773023511841429,1,2,-0.2792592048765977,0,35,0,0,8,-0.0811476510287183,9.38725655057136,0.7225743103354665,20.526888941089982,40.33804432587792,16.431900864755033
102028,2,2318,2498,0.9711573062167436,8,-0.4350722207245797,120,0.2222659451536311,0.9711573062167436,-0.4350722207245797,2024-07-01,0,0,-0.4653681694573062,0,0,-0.4335416792121124,0,19,0,0,3,-0.2717397159168963,0.0,-3.029594873272651,0.1530541512467287,16.333250480768335,0.15305415124672872
102028,3,1235,1270,0.999914602307488,8,-0.3608112955658964,120,0.6224900541952687,0.999914602307488,-0.3608112955658964,2020-01-02,0,0,-0.3351386447892837,0,0,-0.3621500635897282,0,9,0,0,11,-0.3600326112533941,0.0,2.5672650776612738,-0.1338768023831815,0.0778684312502275,-0.13387680238318156
102029,1,2063,2498,1.0,8,-0.5111292088770784,120,0.600160709950699,1.0,-0.5111292088770784,2023-06-01,0,0,-0.3606138769562949,1,2,-0.242213005733656,0,4,1,0,11,-0.322814437735728,0.0,15.051533192078342,26.891620314342237,18.83147711413503,30.65674813103072
102029,2,1174,1270,0.9383456204507628,8,-0.4261519129223469,120,0.9740274664673244,0.9383456204507628,-0.4261519129223469,2019-10-01,0,0,-0.4362859215873249,0,2,-0.4199157283705234,0,31,0,0,14,-0.2499765902982824,0.0,-1.0134008664977934,0.6236184551823565,17.617532262406456,0.6236184551823509
