r,arm,seed,cagr,mdd,vol,first,end,trades,eq_sha,expo,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,dd_單日暴跌型,dd_延續下跌型,dd_混合型,ddlog_單日暴跌型,ddlog_延續下跌型,ddlog_混合型,dd_n,n_stop,n_trim,trig_pos_frac,held_mean,turnover_yr,cost_total,cost_drag_yr,stop_ret_mean,stop_ret_med,stop_h120_mean,stop_h120_med,stop_h120_better_frac,stop_h120_ge0_frac,trim_fwd_mean,trim_fwd_med,trim_fwd_p90,trim_fwd_pos_frac,rebuy20_n,rebuy20_ret_mean,rebuy20_ret_med,cash_mean,cash_med,cash_end,nx_n,nx_stop_lots,nx_pending_end,nx_pending_amt_end_frac,nxw_med,nxw_p90,nxw_mean,nxw_max,nxsz_med,nxsz_mean,normal_n,sl_block_days
163,a_T1,1163,0.280710256618518,-0.3351625163839087,0.19809207910326393,526,2859,163,09aff86c7b0afd55,0.6112302682120988,0.2815223816090908,0.010592025107687197,0.12936387503124913,0.279794437805442,0.7354568476770742,-0.027283079521506326,0.5912721887263115,0.07520432618653139,0.262753005484345,0.5142366210694405,0,0,2,0,0,2,2,0,111,0.6809815950920245,8.386078685689581,1.569972361437741,0.2932678773430331,0.009184338314410793,,,,,,,0.21514142592375432,0.05725186919171987,0.86923087994107,0.5855855855855856,0,,,0.3887697317879012,0.35919586972808526,1.0,0,0,0,0.0,,,,,,,163,0
164,a_T1,1164,0.24599222767402407,-0.3351625163876562,0.19395394282973008,526,2859,163,f4428bdd51f5bbc0,0.618947395631736,0.1433486644915114,0.003308538875038236,0.12939284175605725,0.291919606226708,0.47676479497145374,-0.02709500224724304,0.5912721887263117,0.1117736464017316,0.30882689746314806,0.4322676286595235,0,0,2,0,0,2,2,0,108,0.6625766871165644,8.386078685689581,1.5943005132326977,0.23779910186323008,0.00932665800241128,,,,,,,0.16914860861836686,0.04350086810250586,0.7637718325557566,0.5462962962962963,0,,,0.38105260436826394,0.33752989384027615,1.0,0,0,0,0.0,,,,,,,163,0
165,a_T1,1165,0.27229493899761303,-0.286357859151013,0.19696998241444683,526,2859,163,f75bb6ac081be123,0.6101804268099794,0.1721796501304187,0.0002151650405681771,0.2083959912780311,0.3511676689871981,0.5418861034543558,-0.026993538479808454,0.5912721887263115,0.18550084293143043,0.26173058858784715,0.42104255280312586,1,0,2,0,0,3,3,0,111,0.6809815950920245,8.386078685689581,1.5835495527851426,0.2797393790899965,0.009263764883793083,,,,,,,0.1926449977935223,0.05725186919171987,0.8463116306969642,0.5765765765765766,0,,,0.38981957319002053,0.35554975038237463,1.0,0,0,0,0.0,,,,,,,163,0
166,a_T1,1166,0.27062729058879387,-0.3041176272880111,0.19904696453690274,526,2859,163,3c71656db89b029b,0.6130693055596468,0.14334866449151162,0.013739188043470962,0.20841078925617595,0.32842285747043154,0.6551341768072256,-0.027071703668801184,0.5912721887263115,0.04447301021469818,0.3617346870217435,0.4148566090897534,0,0,2,0,0,2,2,0,110,0.6748466257668712,8.386078685689581,1.5935056434394157,0.28191021076428874,0.009322008014120588,,,,,,,0.1961866499009349,0.0629219697970177,0.8560133196771244,0.5818181818181818,0,,,0.3869306944403532,0.35083883477269934,1.0,0,0,0,0.0,,,,,,,163,0
167,a_T1,1167,0.27182235978072966,-0.3351625163917472,0.19681199914270578,526,2859,163,5e5419dd9969896b,0.6130709764264394,0.24944093887056185,0.03830247468823078,0.12943745590973355,0.28491882110022115,0.5691379806793857,-0.02697604013935062,0.5912721887263113,0.06759897355389044,0.37897524860880605,0.43747312132424465,0,0,2,0,0,2,2,0,111,0.6809815950920245,8.386078685689581,1.5860110231968736,0.2785864544083646,0.009278164485701712,,,,,,,0.1891021897886955,0.06859207040231552,0.8463116306969642,0.5765765765765766,0,,,0.3869290235735606,0.3458540831105577,1.0,0,0,0,0.0,,,,,,,163,0
168,a_T1,1168,0.29934868370125933,-0.3351625163839087,0.19724603530564871,526,2859,163,0bcbbb9b144eda91,0.6068296375944106,0.2815223816090908,0.010592025107687197,0.12936387503124913,0.3047794648196205,0.8378395969410455,-0.027442704671529428,0.5912721887263113,0.10579828842058503,0.2909232649118014,0.5291386529646207,0,0,2,0,0,2,2,0,113,0.6932515337423313,8.386078685689581,1.5609503579831063,0.3173648452885058,0.009131559594201168,,,,,,,0.21584860016631666,0.0547262922650964,0.8663449936705617,0.584070796460177,0,,,0.3931703624055894,0.35882337272893533,1.0,0,0,0,0.0,,,,,,,163,0
169,a_T1,1169,0.26920906311241954,-0.33516251638771083,0.19745400447187206,526,2859,163,1aa94bff9222abbe,0.611179935946032,0.20221093161844572,0.03352148540222055,0.1293935324928266,0.27979443780174806,0.6969718453291711,-0.027447140149741367,0.591272188726311,0.06976121338336139,0.2669926460487737,0.4851100184618482,0,0,2,0,0,2,2,0,109,0.6687116564417178,8.386078685689581,1.5815019689955865,0.2754619569039868,0.00925178651862419,,,,,,,0.21210552983616093,0.06859207040231552,0.8576873348590371,0.5688073394495413,0,,,0.388820064053968,0.35261550240812317,1.0,0,0,0,0.0,,,,,,,163,0
170,a_T1,1170,0.30043794618666375,-0.30128557088564606,0.19497993672268527,526,2859,163,cfb39bdb5e2085ef,0.61159865128358,0.20221093161844572,0.04277096628687316,0.20836375467409218,0.37348688121759444,0.7915123770180197,-0.027370990129626405,0.5912721887263108,0.08603264831756463,0.29129434273777743,0.47614096309307996,0,0,2,0,0,2,2,0,110,0.6748466257668712,8.386078685689581,1.5670420317481313,0.32931574554747395,0.009167195885726568,,,,,,,0.22384628222773864,0.0629219697970177,0.8697075687087839,0.5818181818181818,0,,,0.38840134871641996,0.34901635970253364,1.0,0,0,0,0.0,,,,,,,163,0
171,a_T1,1171,0.2784761739909598,-0.3351625163876215,0.19953534303922152,526,2859,163,d0ad8da8a87d917f,0.6125995310989426,0.1433486644915114,0.029427239445495745,0.12939239345228581,0.292706833780481,0.713045135519472,-0.027344838555242723,0.5912721887263108,0.10962080918782768,0.26224979487407674,0.5935081281539689,1,0,2,0,0,3,3,0,109,0.6687116564417178,8.386078685689581,1.5614537386574108,0.26845366944612,0.009134504371145848,,,,,,,0.23283019411704586,0.08383233885626695,0.8576873348590371,0.5963302752293578,0,,,0.3874004689010575,0.3496204039777419,1.0,0,0,0,0.0,,,,,,,163,0
172,a_T1,1172,0.29016212703067934,-0.3026043078816041,0.19801726606138262,526,2859,163,69574613cf4880fa,0.6075589050995513,0.21516091180671015,0.013185565446724556,0.14162933793676502,0.35824228279343595,0.7668151713249172,-0.027432225987942482,0.591272188726311,0.1021269799810336,0.3340195282109133,0.4437698520253106,0,0,2,0,0,2,2,0,113,0.6932515337423313,8.38651102464332,1.5686109519901081,0.30619073838482935,0.009176374069142134,,,,,,,0.19962044796460818,0.05725186919171987,0.8531034850102159,0.5663716814159292,0,,,0.39244109490044865,0.3534806799504972,1.0,0,0,0,0.0,,,,,,,163,0
173,a_T1,1173,0.28003537905440434,-0.33662531780796007,0.19529909248344254,526,2859,163,0f8a58c2f0c6115c,0.6128688040063781,0.13144994358129147,0.0034619842229901554,0.14695477478809615,0.306336278515275,0.8046877679501461,-0.02737977256205293,0.5912721887263122,0.06124289319971443,0.28846486632756263,0.5832452195756406,0,0,2,0,0,2,2,0,110,0.6748466257668712,8.38651102464332,1.5587266636567148,0.2752971253166942,0.009118550982391779,,,,,,,0.2155440135622809,0.055989080728408136,0.8562443917237832,0.5818181818181818,0,,,0.38713119599362183,0.35252942517908403,1.0,0,0,0,0.0,,,,,,,163,0
174,a_T1,1174,0.29230237569066797,-0.3144873417541292,0.19701994870665088,526,2859,163,0205a1bc9cf39f6c,0.6066589378299015,0.1433486644915114,0.033734164260932786,0.20844110162401464,0.3341353759318275,0.7968629359646116,-0.027532334858483387,0.5912721887263115,0.09697628183079487,0.3147181982886458,0.47296004003542436,0,0,2,0,0,2,2,0,113,0.6932515337423313,8.386078685689581,1.5675505468481936,0.30726262359370005,0.00917017069906193,,,,,,,0.20093110158431102,0.08201895439985396,0.8531034850102159,0.584070796460177,0,,,0.3933410621700985,0.35464953615764455,1.0,0,0,0,0.0,,,,,,,163,0
175,a_T1,1175,0.26385172439862226,-0.3290346460701094,0.1943469480515149,526,2859,163,330b92af5353ef59,0.6091667055585394,0.24944093887056185,0.04018662118453786,0.1469248631696527,0.34348533280987015,0.5669459110181034,-0.027071675879774326,0.5912721887263117,0.05631876765094157,0.26514861291616043,0.40502380816212,0,0,2,0,0,2,2,0,111,0.6809815950920245,8.386078685689581,1.5908566358945304,0.28514264387756644,0.009306511319982995,,,,,,,0.1796737902862853,0.04610948560023509,0.7710524088266126,0.5765765765765766,0,,,0.3908332944414606,0.3510483464893767,1.0,0,0,0,0.0,,,,,,,163,0
176,a_T1,1176,0.25789355442260087,-0.3351625163917342,0.1978509668690775,526,2859,163,4f8d9f1fe3de03bd,0.6200326812905382,0.1721796501304187,0.007462067994741695,0.129437281751543,0.3148149215992051,0.5192533099633334,-0.026893723682537507,0.5912721887263115,0.054410097388160716,0.29081707067509677,0.553677448156449,0,0,2,0,0,2,2,0,107,0.656441717791411,8.386078685689581,1.57826748110542,0.24703101146587486,0.009232864764466707,,,,,,,0.20903837646336043,0.05725186919171987,0.8497075578535902,0.5794392523364486,0,,,0.37996731870946177,0.33810349534353823,1.0,0,0,0,0.0,,,,,,,163,0
177,a_T1,1177,0.2880250580753252,-0.28828731976851546,0.19824871526076787,526,2859,163,fbb0128fee999d5e,0.6187745559405526,0.13144994358129147,-0.01608655819080551,0.1469249290438388,0.34886289977664564,0.7062731688832988,-0.027421655449972437,0.5912721887263119,0.09565904127295122,0.33408751427144834,0.6409782468773328,0,0,2,0,0,2,2,0,108,0.6625766871165644,8.386078685689581,1.5550866605792553,0.27103357937091505,0.00909725696438864,,,,,,,0.23244490377275764,0.08311346913704187,0.8591302779942912,0.6111111111111112,0,,,0.38122544405944736,0.33691897468768317,1.0,0,0,0,0.0,,,,,,,163,0
178,a_T1,1178,0.28712531788572493,-0.311170496217621,0.19532416384441226,526,2859,163,d5168a9368152178,0.6036093420481002,0.24625784587149302,0.013231130629905552,0.20836427353519738,0.38873841617769456,0.8068268591454322,-0.027524866316889218,0.5912721887263113,0.07352377520399278,0.297121934857387,0.3135403186793009,0,0,2,0,0,2,2,0,112,0.6871165644171779,8.386078685689581,1.5878684426387233,0.3368964277613572,0.009289030389436534,,,,,,,0.19682168318893084,0.05388574218962883,0.8657082883858865,0.5714285714285714,0,,,0.3963906579518998,0.35948179114156714,1.0,0,0,0,0.0,,,,,,,163,0
179,a_T1,1179,0.24903880504484244,-0.3351625163880409,0.19766355054704232,526,2859,163,0c4e6bad639df7b0,0.6207257702305079,0.17752745906259282,-0.013944178452954037,0.12940876262750622,0.26964763818999216,0.4921798542694906,-0.02699212280376584,0.5912721887263113,0.02837260524827756,0.34405386208149946,0.534968784937845,1,0,2,0,0,3,3,0,107,0.656441717791411,8.386078685689581,1.5924445235603923,0.234561854095352,0.009315800462828296,,,,,,,0.20295650614874494,0.06859207040231552,0.7949156036283058,0.5700934579439252,0,,,0.3792742297694921,0.33818064202078024,1.0,0,0,0,0.0,,,,,,,163,0
180,a_T1,1180,0.2687572348954228,-0.2882873197725858,0.193172950942791,526,2859,163,a2e0dfdcb957ba6b,0.6071707192088192,0.20221093161844572,0.017508985971931068,0.14697199699173247,0.3053415956380945,0.5359762980646408,-0.026893525645307448,0.5912721887263117,0.1358051851280031,0.3367625904374707,0.4306530776773936,0,0,2,0,0,2,2,0,113,0.6932515337423313,8.38651102464332,1.5784496854270638,0.2696753512187563,0.00923393065974833,,,,,,,0.17309419747113988,0.053045192114161255,0.7689722441777966,0.5575221238938053,0,,,0.39282928079118085,0.35833545285451257,1.0,0,0,0,0.0,,,,,,,163,0
181,a_T1,1181,0.27844556572781576,-0.33516251639173705,0.19697616215762107,526,2859,163,b60b62a9d3d3132a,0.6167556715362458,0.21516091180671015,0.04096865207931666,0.12943731274503611,0.25222528995982696,0.7209121873238633,-0.02728020610769255,0.591272188726311,0.09874115175835319,0.29858839575791096,0.495180262321798,0,0,2,0,0,2,2,0,109,0.6687116564417178,8.38651102464332,1.5740560380077526,0.2847316454792938,0.00920822782234536,,,,,,,0.20733806390559625,0.04610948560023509,0.8576873348590371,0.5688073394495413,0,,,0.3832443284637543,0.3426957825500258,1.0,0,0,0,0.0,,,,,,,163,0
182,a_T1,1182,0.259155075205882,-0.3570615389921668,0.19494765413534865,526,2859,163,d2445d1c7c159d47,0.6152142285707283,0.13144994358129147,-0.01914995828499433,0.20836426188231782,0.3362954776846965,0.6900286713518275,-0.02728215980694637,0.5912721887263113,0.004447417835010459,0.2955094627837571,0.44376990136327077,0,0,2,0,0,2,2,0,107,0.656441717791411,8.386078685689581,1.5900996912642764,0.26715485351531243,0.00930208319389602,,,,,,,0.206693163184635,0.053045192114161255,0.8497075578535902,0.5794392523364486,0,,,0.38478577142927173,0.3478951318521799,1.0,0,0,0,0.0,,,,,,,163,0
183,a_T1,1183,0.2977486383510821,-0.29627424041312705,0.19818477853085467,526,2859,163,e3a3cc78ecfd21fb,0.6101804758789229,0.2815223816090908,0.013729074333118652,0.14692494537023548,0.28432761959015207,0.8450874426933885,-0.027430719407308013,0.5912721887263113,0.09549931879411155,0.2802857390608984,0.5280993154450944,0,0,2,0,0,2,2,0,113,0.6932515337423313,8.386078685689581,1.5616415567178945,0.3162143498757497,0.009135603106799693,,,,,,,0.21174966762484593,0.05725186919171987,0.8531034850102159,0.5929203539823009,0,,,0.38981952412107707,0.35523968095728037,1.0,0,0,0,0.0,,,,,,,163,0
184,a_T1,1184,0.27612842029338935,-0.31450680370259027,0.19623200961397388,526,2859,163,5a6768e2cffa6818,0.6080941115093723,0.17752745906259282,0.007868475524687613,0.2083637394746909,0.3407986381527768,0.7360427343532834,-0.02752513316295413,0.5912721887263113,0.06949466541066296,0.30551904121623763,0.38563277312676747,0,0,2,0,0,2,2,0,112,0.6871165644171779,8.386078685689581,1.5849882463481428,0.29717536874204586,0.009272181241136634,,,,,,,0.19014257322955505,0.055989080728408136,0.8377456261855216,0.5714285714285714,0,,,0.3919058884906277,0.34755964824383223,1.0,0,0,0,0.0,,,,,,,163,0
185,a_T1,1185,0.2840988420449144,-0.306536420923382,0.1935931890355469,526,2859,163,b5fc2d2559373831,0.6132536130918073,0.20221093161844572,0.06768261264614317,0.14699832348707131,0.31250727058863004,0.698298398180955,-0.02742690659301361,0.591272188726311,0.0917055502823898,0.27728297909298627,0.4965710876682774,0,0,2,0,0,2,2,0,110,0.6748466257668712,8.386078685689581,1.5739188242761404,0.2972901523543143,0.009207425122015412,,,,,,,0.20951708752150563,0.07530551240108474,0.8562443917237832,0.5818181818181818,0,,,0.3867463869081928,0.34630777808629987,1.0,0,0,0,0.0,,,,,,,163,0
186,a_T1,1186,0.29590526624856106,-0.31488280869414464,0.19465524800937012,526,2859,163,3a882518f085b559,0.6112687753826155,0.24625784587149302,0.04704968805732679,0.20841082742921313,0.3572182303051179,0.6889317148306249,-0.027269473728290583,0.5912721887263108,0.05841488177118581,0.29859178413495435,0.5026790601395987,0,0,2,0,0,2,2,0,111,0.6809815950920245,8.38651102464332,1.569599060353109,0.32169885655709385,0.009182154503065684,,,,,,,0.21498418294989755,0.05725186919171987,0.8669201594744818,0.5765765765765766,0,,,0.38873122461738435,0.3493227338065929,1.0,0,0,0,0.0,,,,,,,163,0
187,a_T1,1187,0.28538567419095107,-0.3366127181981439,0.19837087690696434,526,2859,163,cac62acfe0349b46,0.6112495947533928,0.1433486644915114,0.004740962080898692,0.14700134645761564,0.3246836286062331,0.7091362735101061,-0.027398834286499585,0.5912721887263108,0.057873676873192226,0.3265956188473347,0.6513062028742163,0,0,2,0,0,2,2,0,113,0.6932515337423313,8.386078685689581,1.5588178949910227,0.2733154788982648,0.00911908468569749,,,,,,,0.21874991147708533,0.06859207040231552,0.8531034850102159,0.5929203539823009,0,,,0.38875040524660714,0.3523733950557582,1.0,0,0,0,0.0,,,,,,,163,0
188,a_T1,1188,0.2547265451859604,-0.34079046241860195,0.19921784887917046,526,2859,163,0078b47eaaf2c75d,0.6157663864319068,0.16515027262830273,-0.013791047130726208,0.12940876197873297,0.2809425125869154,0.7158840065592684,-0.027444878139922246,0.5912721887263113,0.027959969078219737,0.2710826559138051,0.4769150883158937,0,0,2,0,0,2,2,0,107,0.656441717791411,8.38651102464332,1.577937725415082,0.2550638991674492,0.009230935693678242,,,,,,,0.2152407990425733,0.06859207040231552,0.8497075578535902,0.5887850467289719,0,,,0.3842336135680931,0.3474087448421172,1.0,0,0,0,0.0,,,,,,,163,0
189,a_T1,1189,0.2810874610589753,-0.35332961807480984,0.19495211867393455,526,2859,163,22cb98c710957039,0.6142034584890931,0.13144994358129147,0.007773072423095995,0.1469999059211522,0.3126838782934207,0.8142842217581316,-0.027368373374790478,0.5912721887263115,0.0399289630043318,0.28788109705648757,0.6055811175177834,0,0,2,0,0,2,2,0,111,0.6809815950920245,8.386078685689581,1.5719079220810315,0.2766876035649796,0.009195661344174034,,,,,,,0.21629046381299016,0.0547262922650964,0.8548014485885289,0.5855855855855856,0,,,0.385796541510907,0.34737151346082706,1.0,0,0,0,0.0,,,,,,,163,0
190,a_T1,1190,0.287888886819645,-0.33202581724688246,0.1977580673114042,526,2859,163,d5ab1f2c02e75c4f,0.6124084596095621,0.1433486644915114,-0.01623699236902354,0.20836382496163175,0.339211592820309,0.6909903176264558,-0.02743704454995677,0.5912721887263113,0.10848174001658673,0.2729609744854322,0.6213572214494127,0,0,2,0,0,2,2,0,111,0.6809815950920245,8.386078685689581,1.5531341010320572,0.28071115560541987,0.009085834491037536,,,,,,,0.22253378517826794,0.06859207040231552,0.8548014485885289,0.5855855855855856,0,,,0.38759154039043786,0.3506925766148297,1.0,0,0,0,0.0,,,,,,,163,0
191,a_T1,1191,0.2655318604353094,-0.3450532823716538,0.19612402459716652,526,2859,163,6c6e212521ec064d,0.6112967402864947,0.14334866449151162,-0.012119172414085222,0.1416745668214867,0.34369481664268675,0.549256150894996,-0.027089798010576094,0.5912721887263113,0.06827853870624523,0.29427735326011994,0.6075439863469996,1,0,2,0,0,3,3,0,111,0.6809815950920245,8.386078685689581,1.5703769299090231,0.2502125137097756,0.009186705039967788,,,,,,,0.20563619100631594,0.08201895439985396,0.8463116306969642,0.5855855855855856,0,,,0.3887032597135052,0.3526284874626753,1.0,0,0,0,0.0,,,,,,,163,0
192,a_T1,1192,0.24408693583878427,-0.3573074814391738,0.19687579466533484,526,2859,163,2417d9f08bbc8d4c,0.615091543401964,0.13144994358129147,0.004894235223088739,0.12943870033126226,0.29826787335422034,0.6885469607128885,-0.027448852694292758,0.5912721887263115,-0.005644860735190993,0.28828426227701187,0.4085178358015078,0,0,2,0,0,2,2,0,106,0.6503067484662577,8.386078685689581,1.5942365174594975,0.24974603226426276,0.009326283627138054,,,,,,,0.20125507001938273,0.0629219697970177,0.8505565396427466,0.5660377358490566,0,,,0.384908456598036,0.3481666421259102,1.0,0,0,0,0.0,,,,,,,163,0
193,a_T1,1193,0.2521488176492548,-0.30456516042544424,0.1929812073016205,526,2859,163,91e16ff3b10a4fad,0.6189400228152623,0.14334866449151162,0.003308538875038236,0.14165862214784308,0.33503575932699614,0.46670523985897705,-0.02690712495105918,0.5912721887263115,0.028372605248277782,0.36092527369438954,0.5034296886852143,0,0,2,0,0,2,2,0,108,0.6625766871165644,8.386078685689581,1.5893143856672143,0.24130930328393302,0.009297489156153213,,,,,,,0.19071678263502034,0.04957733885719817,0.7863495991168619,0.5555555555555556,0,,,0.3810599771847377,0.3385443720163659,1.0,0,0,0,0.0,,,,,,,163,0
194,a_T1,1194,0.2945080625664984,-0.3026043078895546,0.19420663709185415,526,2859,163,2ac7016159ab6001,0.6144781809952239,0.24944093887056162,0.03830247468823056,0.14170372083393357,0.3333845570433087,0.7696467389789687,-0.027289875922749673,0.5912721887263115,0.06275762969665988,0.3078182378816696,0.5213035461201341,0,0,2,0,0,2,2,0,111,0.6809815950920245,8.386078685689581,1.5628193273969575,0.3107481881819369,0.009142493065272206,,,,,,,0.21733801262976457,0.06859207040231552,0.8548014485885289,0.5945945945945946,0,,,0.3855218190047761,0.34254730038229836,1.0,0,0,0,0.0,,,,,,,163,0
195,a_T1,1195,0.276436587161488,-0.3351625163876216,0.19682955548781347,526,2859,163,86fc287af7610d41,0.6145280478248816,0.13144994358129147,0.029588268771913118,0.12939239327638807,0.255577353086881,0.7992035530597601,-0.027524768094122853,0.5912721887263117,0.09306927692592137,0.2926355260296727,0.5413633728968057,0,0,2,0,0,2,2,0,109,0.6687116564417178,8.386078685689581,1.5659494510835112,0.2690060134083336,0.009160804288838535,,,,,,,0.21229333702256825,0.05725186919171987,0.8480095942752772,0.5871559633027523,0,,,0.3854719521751185,0.3490163597025336,1.0,0,0,0,0.0,,,,,,,163,0
196,a_T1,1196,0.26839150976844794,-0.33516251638771083,0.19607881472079824,526,2859,163,a6bfda4f9fc5417e,0.6109715133846338,0.20221093161844572,0.03352148540222055,0.1293935324928266,0.2675450499083849,0.7919958852831221,-0.027434054712121902,0.5912721887263119,0.02730446979510659,0.3005396036643022,0.43173785654895935,0,0,2,0,0,2,2,0,110,0.6748466257668712,8.386078685689581,1.5812170028720907,0.2824524363303337,0.009250119466801736,,,,,,,0.19182104430749172,0.05388574218962883,0.8471606124861207,0.5545454545454546,0,,,0.38902848661536615,0.3526320559875263,1.0,0,0,0,0.0,,,,,,,163,0
197,a_T1,1197,0.28033641557129374,-0.3351625163839057,0.19942455147675825,526,2859,163,cfa88f9bf9e7dbf6,0.6218838555182492,0.1721796501304187,0.009464979897070291,0.12936337232337558,0.28570845691374647,0.6755393995769401,-0.027469394728016683,0.5912721887263117,0.05558197553112043,0.3574864081535136,0.6148627336383761,0,0,2,0,0,2,2,0,107,0.656441717791411,8.386078685689581,1.5658867045679623,0.2664402137530714,0.00916043722172258,,,,,,,0.2319305012398152,0.09393934542877846,0.8605732211295454,0.5981308411214953,0,,,0.37811614448175074,0.34443923851312336,1.0,0,0,0,0.0,,,,,,,163,0
198,a_T1,1198,0.2624597745324142,-0.30260430788940873,0.19439395926187739,526,2859,163,74d25d917e80a651,0.6190836440816812,0.16515027262830273,0.032119994714371325,0.14170206969961097,0.29259502756543676,0.6351421516374129,-0.027298483042641042,0.5912721887263108,0.06216589033036435,0.35860702265485234,0.3927818650037398,0,0,2,0,0,2,2,0,108,0.6625766871165644,8.386078685689581,1.5893118885710222,0.2695459401000306,0.009297474548140474,,,,,,,0.191145839078622,0.055148530652940564,0.7863495991168619,0.5740740740740741,0,,,0.38091635591831885,0.34417892960903906,1.0,0,0,0,0.0,,,,,,,163,0
199,a_T1,1199,0.2891218540950762,-0.309552371734725,0.19631370648497207,526,2859,163,15aada8b2188df0c,0.6126064342429006,0.20733975910663283,0.0012921148310536257,0.20839528435060561,0.34454310090338414,0.8200795176030167,-0.027431935849114186,0.5912721887263108,0.0752077017719528,0.3324168881315168,0.38740654032728683,0,0,2,0,0,2,2,0,111,0.6809815950920245,8.38651102464332,1.582202299659515,0.318574815985888,0.009255883453008162,,,,,,,0.201884546986121,0.05725186919171987,0.8548014485885289,0.5765765765765766,0,,,0.3873935657570993,0.3426957825500258,1.0,0,0,0,0.0,,,,,,,163,0
0,a_T2,1000,0.345751137435651,-0.30207027875790193,0.21871696439077215,526,2859,163,b7450134f87b8786,0.6740743680334861,0.2221328062393242,0.0793844857484658,0.21421278136058408,0.36819237932418547,0.9229756571435421,-0.005499883855756615,0.607574056507906,0.16978011252639802,0.34412450112556514,0.557767661877272,0,0,2,0,0,2,2,0,93,0.5705521472392638,8.386078685689581,1.5396401308293748,0.3906325758565554,0.009006894765351842,,,,,,,0.1541887346598812,0.03616788190096765,0.6919359060476185,0.5376344086021505,0,,,0.325925631966514,0.2719456748639946,1.0,0,0,0,0.0,,,,,,,163,0
1,a_T2,1001,0.3042321428557486,-0.36941223563869885,0.21815691813371493,526,2859,163,750d37ae3e7c174b,0.6816295396229366,0.2221328062393242,0.03765050457617125,0.1457664255442317,0.35646344574736655,0.8281349245032019,-0.0056554000090669465,0.6187719237848333,0.10777602322733437,0.3202027048255849,0.44726252822189694,1,0,2,0,0,3,3,0,88,0.5398773006134969,8.38651102464332,1.5700009860808193,0.33663088665728236,0.009184505768572798,,,,,,,0.14860123688525909,0.019441137131415598,0.6768331696937893,0.5113636363636364,0,,,0.3183704603770634,0.2593607690435434,1.0,0,0,0,0.0,,,,,,,163,0
2,a_T2,1002,0.3540392756177735,-0.3020702787583418,0.21697985027084454,526,2859,163,a44a8b5447a286af,0.6766391499699784,0.30002825595194094,0.07882217500303978,0.21421567183496215,0.3749009264862675,0.8292950597136977,-0.0058983380787379636,0.6216473571413867,0.16856048979127536,0.4251963695625265,0.520686829836748,0,0,2,0,0,2,2,0,91,0.558282208588957,8.386078685689581,1.5367062861819532,0.41223803042148455,0.008989731774164423,,,,,,,0.1650913253044992,0.034722235855845884,0.6931034069255826,0.5274725274725275,0,,,0.32336085003002146,0.26737029578866084,1.0,0,0,0,0.0,,,,,,,163,0
3,a_T2,1003,0.30663323728282266,-0.35732269500335173,0.21807877795229866,526,2859,163,4d0c7fc48e29ab3a,0.6841634332164721,0.28794089471965734,0.08131616315583146,0.14051463561577449,0.36947063602125274,0.6205402164002718,-0.005153324049664176,0.6187719237848344,0.06730619321706777,0.3835596124152181,0.4900299883156478,0,0,2,0,0,2,2,0,85,0.5214723926380368,8.386078685689581,1.5669209143446554,0.3341707061005528,0.00916648734891623,,,,,,,0.1656163858597574,0.05000003974745004,0.6937743477710107,0.5411764705882353,0,,,0.31583656678352784,0.26443545817199643,1.0,0,0,0,0.0,,,,,,,163,0
4,a_T2,1004,0.2868501520368929,-0.3573226950033408,0.21654090908153972,526,2859,163,dd98417c6cae82be,0.6865506052486834,0.1706676559177447,0.04772755423487651,0.1405145754668684,0.3233301877578063,0.8362335798834823,-0.005814969939889614,0.6075740565079055,0.045661318060573164,0.34284146524501535,0.41775295385045785,0,0,2,0,0,2,2,0,83,0.50920245398773,8.386078685689581,1.574487391221953,0.30859874287671885,0.009210751238648422,,,,,,,0.16348580329561507,0.03616788190096765,0.6842851217237699,0.5421686746987951,0,,,0.31344939475131667,0.2605788582900496,1.0,0,0,0,0.0,,,,,,,163,0
5,a_T2,1005,0.30065218766122714,-0.3573226949883528,0.21848333430438557,526,2859,163,114d56b3bee93981,0.6829464557538362,0.2221328062393242,0.017590409101358118,0.14044722169344492,0.3066891619285641,0.7823724094090128,-0.005900251286372393,0.607574056507906,0.1560261785275492,0.37003227873714106,0.430664932363779,1,0,2,0,0,3,3,0,86,0.5276073619631901,8.386078685689581,1.5663938807743394,0.31693033683835437,0.009163404202529887,,,,,,,0.14932687241821388,0.019441137131415598,0.6798139505057815,0.5116279069767442,0,,,0.3170535442461639,0.2624429580965502,1.0,0,0,0,0.0,,,,,,,163,0
6,a_T2,1006,0.32622620185684914,-0.35732269498825986,0.2229363616082706,526,2859,163,daffda3d823700b6,0.6795354606473364,0.29256038052009514,0.08347697738684112,0.14044636740956662,0.3359715774286709,0.6631228048571309,-0.005044157261064552,0.6187719237848344,0.16568594336184517,0.318335639150817,0.6366142323780768,0,0,2,0,0,2,2,0,90,0.5521472392638037,8.38651102464332,1.5367924292094564,0.34174367743567785,0.008990235710875316,,,,,,,0.1658677211549529,0.056057367209885856,0.6738523888817972,0.5555555555555556,0,,,0.32046453935266367,0.26539189767524346,1.0,0,0,0,0.0,,,,,,,163,0
