cell,r,ebar,ebar_realized,cagr,mdd,vol
S2,3,0.5382218860201271,0.5039965045611364,0.2498611136654061,-0.2691534414360773,0.17323662798641148
T1,3,0.3620441165304305,0.3398057731682292,0.1660173380417933,-0.18760546418252563,0.11647298834400753
T2,3,0.508322647066138,0.4761745583924065,0.23550639923438133,-0.25574077342717266,0.16358741761196355
S1T1,3,0.05535365828804651,0.052203895315448695,0.02478383235141801,-0.03051353334731082,0.0178361502372247
S2T1,3,0.038451472964552744,0.036274204491887854,0.01719200867440196,-0.021268583460482524,0.0123921273006579
S1,4,0.6979267922022077,0.6520988401286185,0.308431261727903,-0.37089467990119507,0.22268783014172686
S2,4,0.5403536538887243,0.5056674557612008,0.23692333049464365,-0.2982019629246164,0.17220307139688396
T1,4,0.3619902012215127,0.33945384679388957,0.15713878900548917,-0.20850676854150954,0.11530207917308785
T2,4,0.5086417628465849,0.47615541521272914,0.2226412596544891,-0.28284406625011943,0.16207154558003742
S1T1,4,0.05853605046523984,0.05512498437602258,0.024919245886549035,-0.036270311889099884,0.01866717420998555
S2T1,4,0.038746397500272034,0.03649983522612149,0.016471948204284326,-0.024122907556235747,0.012358326862117483
S1,5,0.6999475495770847,0.6540257010033671,0.30633566584446403,-0.3464335653775521,0.2224927723204988
S2,5,0.5399522065577088,0.505346003322543,0.23425528804651674,-0.27618765960919994,0.1714794623964756
T1,5,0.3508956606475129,0.32913460592405247,0.15050043661409807,-0.1865735755624922,0.11141604051154408
T2,5,0.5030892624955422,0.471036943949971,0.2177959611516278,-0.25928666607294715,0.1597544347564428
S1T1,5,0.06314901993307444,0.05947159745021901,0.026558557293062224,-0.03560321612504262,0.02008116407922243
S2T1,5,0.04028719875519286,0.03795458844016068,0.016915357004849918,-0.022819347502768185,0.01281394069272307
S1,6,0.6955913746871824,0.6504048470271017,0.35576679573195036,-0.33746583435972055,0.23134552734702285
S2,6,0.5461186828099388,0.5115958296382835,0.2757952475391048,-0.2729856866617278,0.1815391966462584
T1,6,0.3440409284415181,0.32322245088125207,0.1705894570509603,-0.17905388427168104,0.11442692117243852
T2,6,0.4947706968634927,0.46381492481124625,0.2487342710694067,-0.24986849612358022,0.16447080180896473
S1T1,6,0.0546256586851538,0.05157147480113016,0.026326969196282413,-0.0301170034327518,0.018227674756098114
S2T1,6,0.038464056053952415,0.036324402720750826,0.018507157141735453,-0.021274855084389938,0.012838297021219304
S1,7,0.6946948889099367,0.649102087175797,0.33742712457385426,-0.37318390302445886,0.22796067312918744
S2,7,0.5358004989879873,0.5014478057881482,0.25740820386240393,-0.29915886785806645,0.17550846700528774
T1,7,0.3570843375236701,0.33490132348683177,0.16923750771125046,-0.20823187906495416,0.1168595169355843
T2,7,0.5055927758245102,0.4733361637420487,0.2423609374105964,-0.2843737428110343,0.1655747250653177
S1T1,7,0.059389072108471795,0.055938700897307216,0.027444822675973368,-0.03723429442821496,0.019452443684225544
S2T1,7,0.03878030393376042,0.03653939063557587,0.017887740775285987,-0.02443574815618908,0.01270435110032842
S1,8,0.7101112500781858,0.6636980631375605,0.3576054009344194,-0.32717135982724344,0.2327996967221625
S2,8,0.5315894190991041,0.49787952470937885,0.2639851682718899,-0.25298173934152035,0.17391386877825665
T1,8,0.3497468873737041,0.328374736620858,0.17104125462480413,-0.17200621465380547,0.11431123165048378
T2,8,0.4950453508095283,0.4638690864778994,0.245102288389347,-0.2371543254994145,0.16191190056299465
S1T1,8,0.05921112834737652,0.05585373873111822,0.02819841714413851,-0.030683220176944456,0.019366907333102173
S2T1,8,0.04001462321012203,0.0377586949712638,0.019021428461770906,-0.020807123912408333,0.013090020001921982
S1,9,0.6939146674793002,0.6488067872822305,0.32745228613967914,-0.3158549570158829,0.22284201963813388
S2,9,0.532346060540634,0.4987442261012874,0.24867040579486388,-0.2493157456936564,0.170743909193352
T1,9,0.34119620546341656,0.32053493618305184,0.15725528491789742,-0.16525191514429788,0.10940070401788013
T2,9,0.4922777510454565,0.46145473603757575,0.22933566004251094,-0.2321818482913718,0.1578660406105626
S1T1,9,0.055607787011356026,0.052492991746712576,0.02505540211397994,-0.02831147525439595,0.01786194779904602
S2T1,9,0.039640491974770195,0.03743119614521697,0.01783683352596266,-0.02023831865657318,0.012735333621497756
S1,10,0.6868417955159026,0.641958679584083,0.31511090355858395,-0.3531021670416385,0.2223867213590193
S2,10,0.5429949425187238,0.5083092528160791,0.24728494768109832,-0.28837071057690106,0.17568774914451418
T1,10,0.3382091573184055,0.31742854753630106,0.1522017808272702,-0.1881238820722148,0.10944818754398873
T2,10,0.506337534372142,0.4741989371719139,0.23012734346607977,-0.27113966629859193,0.163815782976551
S1T1,10,0.05698819502100422,0.05371711850928919,0.025167645106168868,-0.033780255142536575,0.018488021250999076
S2T1,10,0.038429894438242136,0.036235467351607875,0.016949067962382935,-0.022875469284110952,0.012470582092952943
S1,11,0.692601668282006,0.6475706508279977,0.3712594684370505,-0.3421241433154096,0.22567374051579364
S2,11,0.5371807786340499,0.5032135804250625,0.28390474684517586,-0.27416811628471943,0.17507847353618874
T1,11,0.35548812819890313,0.3338598862705547,0.18462722276337518,-0.18850823897450242,0.11601464142292892
T2,11,0.5094318028957527,0.4773942596842324,0.26853930323983866,-0.26152803656089135,0.16605625231147658
S1T1,11,0.059685318176543364,0.0563316419639834,0.030069704397989616,-0.033685122016030876,0.01956844983917199
S2T1,11,0.03827856713513134,0.036142106863045795,0.019240761788486438,-0.021701316600329562,0.012555779931105467
S1,12,0.6940975215567098,0.6487226479099315,0.3096373837609332,-0.3375515800631804,0.2216772278721796
S2,12,0.532836892415964,0.498876819934439,0.23545030451590376,-0.26774131594543993,0.17000932257541873
T1,12,0.33692847639012685,0.31622717134413586,0.14698089107497458,-0.17615472292297735,0.10747717728250068
T2,12,0.4996109634945934,0.46795099841373633,0.22030942460805414,-0.25274209419515437,0.15939028769159136
S1T1,12,0.057615556600489205,0.054298784320994595,0.02462103781383629,-0.0318737048883168,0.018405679331127425
S2T1,12,0.038146954578419955,0.035962300713855824,0.016276499221555385,-0.021186593328234096,0.012188511927601267
S1,13,0.7019175937647919,0.6559597384896764,0.34069607623508724,-0.34009736906500754,0.2244322464262581
S2,13,0.5324469983532887,0.4984925001542003,0.25523074162189974,-0.2669514762207671,0.17013211673827539
T1,13,0.3484080332465248,0.32693417596298424,0.16456908280543736,-0.1812633616752307,0.11134890147352244
T2,13,0.5054559072106278,0.473371493891728,0.2417876670231831,-0.2547995829166863,0.16150279466259843
S1T1,13,0.05524999290731314,0.05206844045672829,0.02543187563122684,-0.030481045334863323,0.01769842629285841
S2T1,13,0.03903611948238677,0.036797931341575746,0.01794145181247986,-0.021605723645214677,0.012507091152995663
S1,14,0.6857384761083495,0.640911104518649,0.3373001714540893,-0.31976040323652705,0.2268722822938115
S2,14,0.5383842666091389,0.5039958208872203,0.2622890850573829,-0.2580302544600633,0.17799113973619873
T1,14,0.3429934074099713,0.32187978046128585,0.1647907258794572,-0.17045153307500222,0.11340760009615791
T2,14,0.4930595869642949,0.4618143013832499,0.23946211461611155,-0.2383055668007372,0.16299317168333624
S1T1,14,0.05674026038765896,0.053481237536505015,0.02665074505169751,-0.029725889689322323,0.01880638149367617
S2T1,14,0.038297276066948494,0.03610894498275082,0.0179603695982562,-0.02013183352979149,0.012696721246262596
S1,15,0.7020775945439691,0.6559998588286027,0.31206165499959493,-0.3542777327031497,0.2213161935624224
S2,15,0.5419179247479624,0.5071721071798966,0.23867508245932312,-0.28330715346170615,0.17060759083920307
T1,15,0.35256982566506806,0.3306954101285142,0.15342592948973488,-0.192210324560019,0.11092943992405206
T2,15,0.5065223595659564,0.4742303634428067,0.22260646771272086,-0.266884195104466,0.15943419080856455
S1T1,15,0.05600092513266633,0.05274460269044002,0.023857715890512665,-0.03260852765006845,0.017637910075935355
S2T1,15,0.03861615427132005,0.03638052725472703,0.016429516831561353,-0.02257277504168454,0.012164109174146611
S1,16,0.6939930773671524,0.6485732671930998,0.3297071613378908,-0.3601138536808432,0.22273573728326335
S2,16,0.537078262340758,0.502783269629325,0.2528937921624348,-0.28889408928232707,0.17212764472064207
T1,16,0.3511651127634852,0.32951430534163256,0.1634032684301856,-0.19711833436051465,0.11246392001043172
T2,16,0.5005968083931509,0.46883386427584267,0.23519331926783282,-0.2715322251298801,0.16039987552497537
S1T1,16,0.05659905379378527,0.0533485969871124,0.025777054364434893,-0.03399163934836419,0.01814480694198436
S2T1,16,0.03949650802283737,0.03723909356663567,0.017963878645238962,-0.02381362950429443,0.012663777322941449
S1,17,0.7035754059191945,0.6575300454364285,0.3322091481464602,-0.3319327833049003,0.22759732843425942
S2,17,0.5422068997264856,0.5076196794251558,0.25317449733832365,-0.263868730937782,0.17515726458712533
T1,17,0.3463949471433371,0.3251047279726274,0.1593476652798671,-0.17502798039556328,0.1118385247358838
T2,17,0.49454398514238684,0.4632612435614773,0.23011307016097504,-0.24288662335183508,0.15972084682600074
S1T1,17,0.05571414235841611,0.052519912462506896,0.025003783370998844,-0.02975863648318923,0.018011682467888323
S2T1,17,0.03748497961897014,0.03534663909438886,0.01679511910381315,-0.020091509131838086,0.012120451555740713
S1,18,0.6917105998079002,0.6466816258282269,0.36431264142667263,-0.34291942064501163,0.22733439503472913
S2,18,0.5406563901046447,0.5063756631654887,0.28119966273268604,-0.27666114596159747,0.1774680504368336
T1,18,0.34482672075531284,0.32383436204868155,0.17620372995506806,-0.18383246240407838,0.11312972303986653
T2,18,0.4922024380856403,0.4612842983497519,0.2549173049931286,-0.25443581520607683,0.1615242284034148
S1T1,18,0.0587951410204421,0.055475008197176975,0.029201109513303347,-0.03326989519767824,0.01931723824702556
S2T1,18,0.0398413360563126,0.0376044224124668,0.01974822720466629,-0.022633653032649234,0.0130924072378926
S1,19,0.7020112966774832,0.6562065985047866,0.35258071913340716,-0.3283057660486994,0.22881379679876346
S2,19,0.5400515730837389,0.5057766599305502,0.26824532873053974,-0.260399538132752,0.17583482525157784
T1,19,0.34378517994222174,0.32282781685472556,0.16824332944810605,-0.1719957888854296,0.11190488422394713
T2,19,0.48906329685751193,0.45832458243754715,0.24201920681026068,-0.23808902932167783,0.1592057131223719
S1T1,19,0.060433353830018015,0.05701097103655074,0.02887569771719778,-0.0318808171855165,0.019704661844131614
S2T1,19,0.03968421728834141,0.03745085480002212,0.018926272048219506,-0.021016040145206857,0.012942126166865978
S1,20,0.6771652503200349,0.6330452035320772,0.31483431218696634,-0.36049851410038775,0.2195273483590662
S2,20,0.5420448049862674,0.5075120627080625,0.2502054470761035,-0.2980632193365326,0.17550866009037724
T1,20,0.349093587882255,0.32768504693060096,0.15925055061566362,-0.20106592894874162,0.11296383966581447
T2,20,0.507515632024238,0.4753849928320101,0.2338028331563562,-0.28139767264379884,0.16429467234515902
S1T1,20,0.05702854838383739,0.05377921400344813,0.025476258338781754,-0.03523903694261148,0.018481886181632302
S2T1,20,0.04045454386695156,0.038160677649047126,0.01804885442523485,-0.02509771307758263,0.013112839083677523
S1,21,0.6838909872806408,0.63941112535232,0.34628683016739914,-0.3358497047770228,0.22455437445747506
S2,21,0.5385415404649154,0.504400730030407,0.2699516291826627,-0.27245882504707614,0.17667609234427342
T1,21,0.33303854143333406,0.31282661745574264,0.1643390138476395,-0.17572228104943632,0.10926994749218263
T2,21,0.5025001152403218,0.47086613660935966,0.25122249432891564,-0.2561064799786411,0.16483692133130348
S1T1,21,0.05845183237357636,0.05515920146666378,0.028175356359381176,-0.03261903401990293,0.019227381025572105
S2T1,21,0.039591043951476,0.037374030969116054,0.01905142536594573,-0.022178886144447258,0.013026894168843737
S1,22,0.7112329280052582,0.6647473261702738,0.3377935591586889,-0.3647932948390835,0.22987048015768802
S2,22,0.5419095060195133,0.5074866751147704,0.25488523602771984,-0.28859244160220804,0.1748926726013856
T1,22,0.34432611557223275,0.32331197668827244,0.15988165218731232,-0.19157745562486153,0.11106806993751364
T2,22,0.503549254902646,0.47179178897451657,0.2362812438594606,-0.2704549485849804,0.16248043991038744
S1T1,22,0.06019908472099051,0.056782454171444424,0.027366656116892152,-0.0356645751969013,0.01944532108083482
S2T1,22,0.03733290443218973,0.03522829745806999,0.016940553397249758,-0.02222949373233775,0.012061849402958279
S1,23,0.6949006774812446,0.6494233845426263,0.35908048946261695,-0.35333353124004624,0.22639326720852473
S2,23,0.5347654286758499,0.5006444454065786,0.27290831115012915,-0.2817566391088408,0.17399870444136814
T1,23,0.3657425298125658,0.34314167494658787,0.18404399809311367,-0.20007202064930144,0.11896032275032428
T2,23,0.5180673617965635,0.4851079731254103,0.26403033378254626,-0.2739729862514443,0.16855197577442432
S1T1,23,0.05694861626897134,0.05368418139363225,0.02786875167955949,-0.0333610217987352,0.018559832394087646
S2T1,23,0.03702746495347954,0.03491704338019532,0.01808579883851924,-0.021786978261256775,0.012070440866296975
S1,24,0.702800172362425,0.6570584293103582,0.3658319039948792,-0.3329266151253273,0.22966016860111163
S2,24,0.5437483484073987,0.5093580819719336,0.27919244214989947,-0.2657823093517721,0.1774740221905312
T1,24,0.3534691643636243,0.3320057602514774,0.1783263928455021,-0.17938844916928723,0.11532376066958398
T2,24,0.4951150183309446,0.46410317896864267,0.25311166172137045,-0.2443435396222098,0.16156738138910112
S1T1,24,0.05641393062217134,0.0532530891223851,0.027622571983277222,-0.030364772221159603,0.018435237903045933
S2T1,24,0.04073910434282222,0.03846770440508012,0.019914564408808788,-0.02199608357940268,0.013315070272763395
S1,25,0.6943497372993526,0.6488941737387923,0.31928750295990227,-0.3075760767367416,0.22748596599375487
S2,25,0.5336977218334416,0.4996310141340977,0.24338524619587387,-0.2428614548279195,0.17450580435048746
T1,25,0.34999009464126807,0.32841335864109666,0.15788458733965127,-0.1642330295420871,0.11432088195904841
T2,25,0.5001123371083301,0.4683762839145521,0.22764095456189826,-0.22886101438273176,0.1634778174897421
S1T1,25,0.05383929492614281,0.05074932723144998,0.023799597194742672,-0.026543774557235174,0.017603496349514
S2T1,25,0.03920314991534221,0.036962412156110645,0.017310897103372858,-0.019375075566836583,0.012819705591757814
S1,26,0.7028251561606408,0.6566582808911542,0.3073719041344234,-0.3546817470929987,0.22598774323881105
S2,26,0.5372071434113684,0.502758071384014,0.23330039958706794,-0.2810533772551787,0.17267094428959706
T1,26,0.36445842441029347,0.3417792895513091,0.1569682309827698,-0.19797867013436138,0.11720597459773577
T2,26,0.5039247291543485,0.47178331894940656,0.21851321040143779,-0.2655572861952722,0.1619776954992988
S1T1,26,0.0598962184605442,0.05641267119248068,0.025362721869063964,-0.03476344048149359,0.019324120834082806
S2T1,26,0.03880917053841005,0.03656437371521613,0.016412565714771787,-0.022628038739069975,0.01252510363196101
S1,27,0.694302305501611,0.6489506811396459,0.3157926261145805,-0.3196722763352613,0.22138420286252694
S2,27,0.5333395643957592,0.4993859259031712,0.24017612011451916,-0.2527740244913805,0.16991493492620963
T1,27,0.3486641124701241,0.32722588521438856,0.15506103830962314,-0.17081021019590326,0.11106460789057218
T2,27,0.49605059894238956,0.4646768955427544,0.22284090852030647,-0.23668012855677,0.15801941706107472
S1T1,27,0.0613845048674972,0.05785569437697062,0.026715893593128648,-0.03165410744493434,0.019584462227245025
S2T1,27,0.04031527370694144,0.038010751681735226,0.017516584812010905,-0.020867425986277194,0.01286502796446057
S1,28,0.6880444901226066,0.6428621375849753,0.3022287710368847,-0.32178415308825237,0.22046571963299452
S2,28,0.5310812751680324,0.4969676254148083,0.23133363574150256,-0.25570356567803604,0.16985200156114563
T1,28,0.353428411184449,0.33139325089453797,0.15231798095538762,-0.17584000029751495,0.11290059917399091
T2,28,0.5047329803182019,0.4724440324160747,0.21952616786734036,-0.24420414080571728,0.16138685409695988
S1T1,28,0.06083651501370552,0.05727162946621735,0.02569837809051423,-0.03193825093289719,0.01943649101864084
S2T1,28,0.03959264733438431,0.037284670290830144,0.016698376632920953,-0.020866479879037204,0.012650742158142811
S1,29,0.7048514938399446,0.6584358964286842,0.3195750465225333,-0.33534395328734967,0.22723583484350743
S2,29,0.5397437163099524,0.5050051559675717,0.2428664182180047,-0.2651898262958771,0.17372820388355267
T1,29,0.3526456772257909,0.33065721760804984,0.15711656544479036,-0.17967962292953915,0.11341713997729039
T2,29,0.5134825770544693,0.4805683135935086,0.23074795698648387,-0.2535797025096306,0.16524640645511826
S1T1,29,0.05831335559807086,0.05490395903558023,0.0255130871049416,-0.03145290020793749,0.018772302838599583
S2T1,29,0.04039505675204951,0.03804406923807658,0.01765228035683908,-0.021863616273202085,0.013005908418980246
S1,30,0.6966567013086904,0.6512197866227197,0.3368574288596291,-0.3587956366528982,0.2273244092340757
S2,30,0.5343669445848643,0.5004678977637234,0.255934110406969,-0.28554009651826323,0.17415699604414028
T1,30,0.329429674017773,0.309396055176193,0.1556400944052443,-0.1844281501439284,0.10733093706341447
T2,30,0.4854948236016322,0.4549814189367197,0.2318081932061824,-0.2623221160549218,0.15819773646624702
S1T1,30,0.05979341293167036,0.05640363691402906,0.027675349289069562,-0.035595185000923873,0.019512300020851515
S2T1,30,0.036655372162015865,0.03459166030744103,0.01693386461040336,-0.02193646319969993,0.011964625648118739
S1,31,0.7034571149341549,0.6575225022164951,0.3642253266460953,-0.31790013203945494,0.22760277008668833
S2,31,0.5352004554662125,0.5012328298523696,0.27299643323114786,-0.24905589971042844,0.17302592659259733
T1,31,0.3634776155259953,0.34119074476680267,0.18241170150119235,-0.1742542261228309,0.11754093521764762
T2,31,0.5008159809266062,0.46923479209855923,0.25464699666451174,-0.23445086772332407,0.1619044436639343
S1T1,31,0.061089408390184216,0.057619849131400044,0.02972422667823449,-0.03085100240899443,0.01981622453064244
S2T1,31,0.03932460513019853,0.03710546849357523,0.01908961548264765,-0.019933614572621796,0.012760661452215431
S1,32,0.7049216408571332,0.658871329294769,0.35332355948782235,-0.33537273528252914,0.22907391177750816
S2,32,0.5318660299118302,0.4981105843718599,0.26287923538551894,-0.2617203053389653,0.17262198883343877
T1,32,0.34864849162814326,0.32731364757943215,0.16958423539947742,-0.17778079562408056,0.11311414926573525
T2,32,0.5040439486752164,0.4722179986156047,0.24854209207603173,-0.24937600550817318,0.16357259898737528
S1T1,32,0.06119845830703115,0.057712246832873064,0.028960964327304328,-0.03299068970822479,0.019881118620791356
S2T1,32,0.03840640069690506,0.03623282414260921,0.01813345465012084,-0.020795240601629704,0.012479377764478813
S1,33,0.6963310239812983,0.650961397115348,0.3577168047668944,-0.37671335936262235,0.22728757113701756
S2,33,0.5433229939791641,0.5088446457483761,0.2755113908773352,-0.3053162448416491,0.17714626464324362
T1,33,0.3492697799454912,0.32797183045127376,0.17402818736905812,-0.20597829909466872,0.11383173746213819
T2,33,0.4946557472655464,0.46355605255349314,0.2497588048212902,-0.2813514220925633,0.16124546781509025
S1T1,33,0.05796226218481652,0.05468617055277343,0.02807034819307419,-0.0367586705281726,0.01892006563320881
S2T1,33,0.03973586732300176,0.03750227713626785,0.019207813256111317,-0.025314759901361398,0.01297299575576195
S1,34,0.6910222731877803,0.6456365550009666,0.31151832323952355,-0.3730778929817113,0.22086521599414335
S2,34,0.542169086278953,0.5072971386418772,0.24263334760275357,-0.303735733278682,0.17316560467194708
T1,34,0.35965073953648424,0.3372166733567016,0.15932153139130434,-0.21085484044812047,0.11487544812967582
T2,34,0.5114606322971452,0.4787199923379729,0.22851982367599089,-0.2887291344082685,0.16334726891594534
S1T1,34,0.0583738767619207,0.0549604442291211,0.025358359720517587,-0.036899939179358035,0.01868775296141416
S2T1,34,0.040329984943502616,0.037982271081894885,0.0174975648357385,-0.025609314908038232,0.012914125773645473
S1,35,0.7041308078905406,0.658105888960459,0.3513769520181709,-0.33465613755075757,0.22824639418040718
S2,35,0.5374746095734293,0.5033116230166724,0.2651227812083201,-0.2638189995295409,0.1739130515120814
T1,35,0.34704764255275977,0.3258247056933336,0.16870372089929409,-0.17672271986951482,0.1121986410292294
T2,35,0.5098168150278606,0.477578246300532,0.2509686233417232,-0.25158376046681713,0.16493035634274975
S1T1,35,0.0615528656589915,0.058056578336846174,0.029198164550447547,-0.033131509308032096,0.019918994652558312
S2T1,35,0.03868144136764765,0.03649934129310048,0.018310720089061316,-0.02091331471126125,0.012520064654918827
S1,36,0.7025109674704092,0.6567287733947805,0.36241167968675114,-0.3717733767966269,0.22724046436933618
S2,36,0.5360779790853011,0.5021474890697791,0.27284638971930364,-0.2952172317680802,0.1733160812958818
T1,36,0.3550218746133548,0.33338425578896336,0.17786591807220997,-0.20417746536403825,0.11482820573170988
T2,36,0.4978204028219238,0.46654475572883536,0.25255480664922625,-0.27667162920892857,0.16094794032762838
S1T1,36,0.061124600957981494,0.05767642058707168,0.029781188945025683,-0.03772266179511245,0.019827201939652907
S2T1,36,0.03870954381721957,0.03654075745711279,0.018817987109240875,-0.024018331550845214,0.012560569193179025
S1,37,0.6928131431444998,0.6476345658329584,0.3382581386861758,-0.34510055989184996,0.2274656611124292
S2,37,0.5392329258923978,0.5049683497893265,0.2605909680248131,-0.27732020714496497,0.17683634433071801
T1,37,0.352187648202978,0.33063293513661435,0.16787917237814076,-0.1882866692797725,0.11545642526820449
T2,37,0.4916195124284997,0.4606572578779888,0.2367827839074359,-0.2553450034764053,0.1611899902683991
S1T1,37,0.06209476569770731,0.0585641581055294,0.0289023464691327,-0.03524334374370132,0.020391746451721614
S2T1,37,0.03581810984895092,0.03379727212504502,0.016633411144045818,-0.020439422664719663,0.011766052054388769
S1,38,0.6923361088466554,0.6473448758860091,0.359347660053684,-0.3307266351718388,0.22971079113319334
S2,38,0.540946125382458,0.5067379051004404,0.27715302183090307,-0.266228047278292,0.17938952449016035
T1,38,0.341983366012029,0.3212589570556883,0.1720734515723199,-0.17503157747109563,0.11346686096146306
T2,38,0.49636009670845466,0.465247684101199,0.2533060973260486,-0.2464389440911348,0.16460345843561472
S1T1,38,0.061509793278804785,0.058054460154829436,0.030114234016215713,-0.033267841038961445,0.020470450950027273
S2T1,38,0.03805781322701658,0.03593551861135486,0.018588248390293494,-0.02067890835601563,0.012670481438512106
S1,39,0.6993140571964006,0.6533694191970636,0.3094161804869209,-0.3579526331604616,0.22335199532912262
S2,39,0.5284286780155504,0.49454704206675354,0.23159830165879725,-0.2809038482576974,0.16852463394588924
T1,39,0.34789900659662437,0.32627018634776134,0.1507671746733663,-0.1924609024620898,0.1108778086837306
T2,39,0.5103034759495767,0.47767717130199955,0.22341411189124805,-0.272357847495082,0.1627267530772107
S1T1,39,0.057736036209367576,0.05436325835879044,0.024510283692157353,-0.034048670965883626,0.018416224156715302
S2T1,39,0.039730131014177515,0.03741950910449079,0.016843187109510493,-0.0235230034828037,0.012674462924430186
S1,40,0.699829823837301,0.6539745202799241,0.34081726634631004,-0.3396893218341703,0.2323570859608675
S2,40,0.5394227607762385,0.5049607763680055,0.2605352296126564,-0.2704460132300882,0.1786866732195682
T1,40,0.34463351204568127,0.3234262073381711,0.1645266468785056,-0.17970389271652654,0.1140013260108762
T2,40,0.49889660309692474,0.4672511327003038,0.24041214791240062,-0.2521804508980608,0.1651936534753261
S1T1,40,0.05767246041349334,0.05436757988187205,0.026985423713635548,-0.03185837483572154,0.01908785894895171
S2T1,40,0.03893431218942658,0.03671528295028116,0.018191789998420527,-0.0215884275657785,0.012887927834355712
S1,41,0.6949315867881242,0.6496704545305172,0.35382591387028794,-0.3447383535136629,0.22967382906191075
S2,41,0.5363835273853701,0.5024072202411679,0.26984960265512115,-0.2752884695336926,0.17695555421030112
T1,41,0.34600901213924495,0.3249488568683143,0.1713481278112281,-0.18499843176713462,0.11405206539470203
T2,41,0.49092071813663496,0.4600982760432494,0.24608181084360448,-0.2544270539680594,0.16190363990754703
S1T1,41,0.057390677885277026,0.05415476471937959,0.02767467971130011,-0.03265395064476899,0.018940873097970014
S2T1,41,0.039618604219237234,0.037396881997009745,0.01907158037361789,-0.022628711483781847,0.013077790257987009
S1,42,0.7028887321413883,0.6570832441289438,0.35170878803464856,-0.3539167693994328,0.22785945400550636
S2,42,0.543084038925786,0.5086720095366531,0.2686347761338821,-0.28286604765974893,0.1759549277434505
T1,42,0.3498828676589607,0.32859255895098033,0.1704480306204137,-0.18981286931525257,0.11340802902211501
T2,42,0.49930681278506905,0.4679369214670434,0.24615899543566866,-0.2624808330807057,0.16177002370200877
S1T1,42,0.06010087849944682,0.05671399125279986,0.028543214771420855,-0.03464404546299658,0.019537897871632275
S2T1,42,0.03779332544760565,0.03567806982745362,0.017911614056975056,-0.021886730818205975,0.012290266411002549
S1,43,0.6939591449804474,0.6489224670949749,0.3579315423049181,-0.3364420273188008,0.22519819800147237
S2,43,0.5337454653373945,0.5001180030194636,0.27145874752016885,-0.2672764826441712,0.17316076050087284
T1,43,0.34476076855149523,0.32391814749105713,0.17229806040767004,-0.1793552562303516,0.11192175588239225
T2,43,0.4876833272414052,0.45724525276582184,0.24699827535409224,-0.24649237308322447,0.1582268027882885
S1T1,43,0.05961106777274777,0.056277280736701144,0.028961783330642366,-0.03284838596769177,0.01940995578072941
S2T1,43,0.03947450882475921,0.0372808165152702,0.019138849488176346,-0.021840777790375774,0.012857242992723547
S1,44,0.693124853230388,0.6479204744814042,0.339249477715557,-0.38322277882377626,0.22332083464435123
S2,44,0.5361293134799745,0.5020749779110272,0.2593968644235791,-0.30870851053128306,0.1725046455227369
T1,44,0.3473840523835564,0.326136575738333,0.16555215480801921,-0.21008017709571267,0.11170370889127969
T2,44,0.504059677532595,0.4722318051584277,0.24327742808588915,-0.2926662919115573,0.16215635738435838
S1T1,44,0.059566943055385256,0.05617839392024965,0.02767227823539442,-0.03883534325615102,0.019174612071448095
S2T1,44,0.04024483386956106,0.037968265645125156,0.01866216330294934,-0.02637124163412524,0.012956885652965076
S1,45,0.6923368451608354,0.6468723630066826,0.3286581021300359,-0.34086901113668494,0.22516172516758204
