sid,entry_pos,exit_pos,n1d_30,n1d_20,n1d_10,cum_min,delisted,halted,max_gap
4935,1469,1588,0,0,0,-0.2759825116173995,False,False,0
4956,1469,1588,0,0,0,-0.2730844725873087,False,False,0
4977,1469,1588,0,0,0,-0.3433333184621771,False,False,0
5309,1469,1588,0,0,0,-0.40384614275131714,False,False,0
6015,1469,1588,0,0,0,-0.09349591923443179,False,False,0
6116,1469,1588,0,0,0,-0.02880658400207614,False,False,0
6271,1469,1588,0,0,0,-0.21761656515916472,False,False,0
6278,1469,1588,0,0,0,-0.30483271602264417,False,False,0
8163,1469,1588,0,0,0,-0.13804715274220047,False,False,0
1210,1489,1608,0,0,0,0.0,False,False,0
1215,1489,1608,0,0,0,0.0,False,False,0
1301,1489,1608,0,0,0,-0.003329586682062957,False,False,0
1303,1489,1608,0,0,0,-0.004360463328105579,False,False,0
1304,1489,1608,0,0,1,-0.011933264649993225,False,False,0
1305,1489,1608,0,0,0,-0.0021141833910073293,False,False,0
1308,1489,1608,0,0,0,0.0,False,False,0
1309,1489,1608,0,0,0,-0.00963079764435304,False,False,0
1409,1489,1608,0,0,0,0.0,False,False,0
1476,1489,1608,0,0,0,0.0,False,False,0
1527,1489,1608,0,0,0,-0.04038002915777894,False,False,0
1560,1489,1608,0,0,0,-0.09302328232012225,False,False,0
1586,1489,1608,0,0,0,-0.11974105353719144,False,False,0
1590,1489,1608,0,0,0,-0.14729023335058067,False,False,0
1707,1489,1608,0,0,0,-0.043731794431049464,False,False,0
1736,1489,1608,0,0,0,-0.18648020567479395,False,False,0
1802,1489,1608,0,0,0,0.0,False,False,0
1907,1489,1608,0,0,0,-0.010266923807708328,False,False,0
2006,1489,1608,0,0,0,-0.0109375133046824,False,False,0
2031,1489,1608,0,0,0,-0.007183978317287121,False,False,0
2049,1489,1608,0,0,0,-0.21481475757465618,False,False,0
2206,1489,1608,0,0,0,-0.18779341400861227,False,False,0
2239,1489,1608,0,0,0,-0.27834104829259776,False,False,0
2308,1489,1608,0,0,0,-0.07867133711714491,False,False,0
2317,1489,1608,0,0,0,-0.15708149203681587,False,False,0
2324,1489,1608,0,0,0,0.0,False,False,0
2345,1489,1608,0,0,0,-0.14334476095680582,False,False,0
2347,1489,1608,0,0,0,0.0,False,False,0
2369,1489,1608,0,0,0,-0.018115988262321747,False,False,0
2412,1489,1608,0,0,0,-0.009174345801372219,False,False,0
2415,1489,1608,0,0,0,-0.09020218149546533,False,False,0
2428,1489,1608,0,0,0,-0.20775627834211574,False,False,0
2436,1489,1608,0,0,0,-0.02850619940516863,False,False,0
2455,1489,1608,0,0,0,-0.17142858257773586,False,False,0
2467,1489,1608,0,0,0,-0.01682691444112927,False,False,0
2471,1489,1608,0,0,0,-0.07722002550480533,False,False,0
2472,1489,1608,0,0,0,-0.1946508385209781,False,False,0
2481,1489,1608,0,0,0,-0.20799993664469196,False,False,0
2486,1489,1608,0,0,0,0.0,False,False,0
2603,1489,1608,0,0,1,-0.016129068618955578,False,False,0
2609,1489,1608,0,0,0,0.0,False,False,0
2615,1489,1608,0,0,0,-0.0298850539683867,False,False,0
2636,1489,1608,0,0,0,-0.0103225924362772,False,False,0
3003,1489,1608,0,0,0,-0.04554075806526581,False,False,0
3022,1489,1608,0,0,0,-0.12007873173615435,False,False,0
3081,1489,1608,0,0,0,-0.20212763602608808,False,False,0
3131,1489,1608,0,0,0,-0.26023780783339956,False,False,0
3152,1489,1608,0,0,0,-0.09129507216321375,False,False,0
3228,1489,1608,0,0,1,-0.2561983385120088,False,False,0
3293,1489,1608,0,0,0,-0.10186335479289876,False,False,0
3323,1489,1608,0,0,1,-0.16612731571391715,False,False,0
3324,1489,1608,0,0,0,-0.3492823165679606,False,False,0
3346,1489,1608,0,0,0,-0.1314553312083151,False,False,0
3374,1489,1608,0,0,0,-0.3662337797679255,False,False,0
3380,1489,1608,0,0,0,-0.285714295437712,False,False,0
3484,1489,1608,0,0,0,-0.142228700629616,False,False,0
3533,1489,1608,0,0,0,-0.11216729210944221,False,False,0
3545,1489,1608,0,0,1,0.0,False,False,0
3548,1489,1608,0,0,0,-0.1183098716961426,False,False,0
3583,1489,1608,0,0,0,-0.14215684625669578,False,False,0
3587,1489,1608,0,0,0,-0.0061099533466090206,False,False,0
3588,1489,1608,0,0,0,-0.06937393864819585,False,False,0
4760,1489,1608,0,0,0,-0.11818175103566642,False,False,0
4904,1489,1608,0,0,0,-0.0033278560396063916,False,False,0
4912,1489,1608,0,0,0,-0.025454525699605157,False,False,0
4919,1489,1608,0,0,0,-0.0011428440772374149,False,False,0
4956,1489,1608,0,0,0,-0.021163930957122212,False,False,0
4961,1489,1608,0,0,0,0.0,False,False,0
5011,1489,1608,0,0,0,-0.33652311484691755,False,False,0
5223,1489,1608,0,0,0,-0.2281690194692837,False,False,0
5243,1489,1608,0,0,0,-0.19877671918467033,False,False,0
5285,1489,1608,0,0,0,-0.12575756402875027,False,False,0
5347,1489,1608,0,0,0,-0.14830505913810266,False,False,0
5425,1489,1608,0,0,0,-0.2994555036109854,False,False,0
5498,1489,1608,0,0,0,-0.11705687174473767,False,False,0
6121,1489,1608,0,0,0,-0.07565340265636489,False,False,0
6147,1489,1608,0,0,0,-0.13259665197157766,False,False,0
6150,1489,1608,0,0,0,0.0,False,False,0
6175,1489,1608,0,0,0,-0.11585362089724083,False,False,0
6203,1489,1608,0,0,0,0.0,False,False,0
6223,1489,1608,0,0,0,-0.19634698351325375,False,False,0
6279,1489,1608,0,0,0,-0.18044443238999475,False,False,0
6283,1489,1608,0,0,0,-0.021621601001636348,False,False,0
6414,1489,1608,0,0,0,-0.3143939556380747,False,False,0
6472,1489,1608,0,0,0,-0.01408455235412942,False,False,0
6494,1489,1608,0,0,0,0.0,False,False,0
6525,1489,1608,0,0,0,-0.014727522126122827,False,False,0
6603,1489,1608,0,0,0,-0.09876541218811408,False,False,0
6643,1489,1608,0,0,1,-0.12698410621803946,False,False,0
8016,1489,1608,0,0,0,0.0,False,False,0
8027,1489,1608,0,0,0,-0.24354575869757156,False,False,0
8150,1489,1608,0,0,0,-0.020172914718386226,False,False,0
8163,1489,1608,0,0,0,-0.06341462812534149,False,False,0
8183,1489,1608,0,0,0,0.0,False,False,0
8261,1489,1608,0,0,0,-0.03111593180148764,False,False,0
8996,1489,1608,0,0,0,-0.25121345380368143,False,False,0
9941,1489,1608,0,0,0,-0.004975088279946638,False,False,0
9945,1489,1608,0,0,0,-0.0038216760790447113,False,False,0
1216,1502,1621,0,0,0,-0.010130268527367314,False,False,0
1536,1502,1621,0,0,0,-0.2768559063359115,False,False,0
1590,1502,1621,0,0,0,-0.16883834212310966,False,False,0
1593,1502,1621,0,0,0,-0.2262443458568265,False,False,0
1597,1502,1621,0,0,0,-0.20800004743531697,False,False,0
1717,1502,1621,0,0,0,-0.06573427666591403,False,False,0
1732,1502,1621,0,0,0,-0.058380414602105524,False,False,0
1907,1502,1621,0,0,0,0.0,False,False,0
2023,1502,1621,0,0,0,-0.03345721532129109,False,False,0
2031,1502,1621,0,0,0,-0.008939954196489297,False,False,0
2231,1502,1621,0,0,0,-0.33789955622990486,False,False,0
2303,1502,1621,0,0,0,-0.15317915124234893,False,False,0
2327,1502,1621,0,0,0,-0.30827701558061327,False,False,1
2351,1502,1621,0,0,0,-0.14187648126912744,False,False,0
2360,1502,1621,0,0,0,-0.19024390583031814,False,False,0
2379,1502,1621,0,0,0,-0.0681081032578662,False,False,0
2428,1502,1621,0,0,0,-0.2722646270581295,False,False,0
2484,1502,1621,0,0,0,-0.05967080330873764,False,False,0
2515,1502,1621,0,0,0,-0.11061946994418226,False,False,0
2615,1502,1621,0,0,0,-0.04016910257827844,False,False,0
3003,1502,1621,0,0,0,-0.0273224703060726,False,False,0
3016,1502,1621,0,0,0,-0.21037467086482853,False,False,0
3026,1502,1621,0,0,0,-0.04166659727769484,False,False,0
3293,1502,1621,0,0,0,-0.05843297940228831,False,False,0
3707,1502,1621,0,0,0,-0.0762004269686245,False,False,0
4566,1502,1621,0,0,0,-0.35205694328476533,False,False,0
4760,1502,1621,0,0,0,-0.16017313314721593,False,False,0
4966,1502,1621,0,0,0,-0.07667712958243333,False,False,0
5011,1502,1621,0,0,0,-0.3873343056618692,False,False,0
5386,1502,1621,0,0,0,-0.4139860342332562,False,False,0
6173,1502,1621,0,0,0,-0.23099851039632402,False,False,0
6182,1502,1621,0,0,0,-0.05064782413119051,False,False,0
6187,1502,1621,0,0,0,-0.10950223990748009,False,False,0
6233,1502,1621,0,0,0,-0.23545329505211776,False,False,0
6283,1502,1621,0,0,0,-0.12785384866816984,False,False,0
6409,1502,1621,0,0,0,-0.11587984553071051,False,False,0
6415,1502,1621,0,0,0,-0.19814819279968254,False,False,0
6435,1502,1621,0,0,0,-0.21666666228929177,False,False,0
6472,1502,1621,0,0,0,-0.023809600243524076,False,False,0
6509,1502,1621,0,0,0,-0.0355805504831741,False,False,0
6592,1502,1621,0,0,0,-0.04449935810155947,False,False,0
6670,1502,1621,0,0,0,-0.1879305869071669,False,False,0
8086,1502,1621,0,0,0,-0.30674849736399146,False,False,0
8261,1502,1621,0,0,0,-0.07017544335182557,False,False,0
3293,1524,1643,0,0,0,-0.12664962816884284,False,False,0
3546,1524,1643,0,0,0,-0.18077322895961456,False,False,0
5439,1524,1643,0,0,0,-0.22100311776329185,False,False,0
1104,1543,1662,0,0,0,-0.13361172896880247,False,False,0
1326,1543,1662,0,0,0,-0.09709823691945718,False,False,0
1526,1543,1662,0,0,0,-0.18503112986662873,False,False,0
1527,1543,1662,0,0,0,-0.12742977331745187,False,False,0
1560,1543,1662,0,0,0,-0.15706052968584638,False,False,0
1587,1543,1662,0,0,0,-0.20941562267562874,False,False,0
1597,1543,1662,0,0,0,-0.23642196736431653,False,False,0
1773,1543,1662,0,0,0,-0.07327585591057684,False,False,0
1784,1543,1662,0,0,0,-0.035897488406731015,False,False,0
1903,1543,1662,0,0,0,-0.1222221939652054,False,False,0
2065,1543,1662,0,0,0,-0.12871284210319467,False,False,0
2106,1543,1662,0,0,0,-0.26743272207532076,False,False,0
2231,1543,1662,0,0,0,-0.36778356117966116,False,False,0
2303,1543,1662,0,0,0,-0.19505491582379664,False,False,0
2330,1543,1662,0,0,0,-0.07445010657059081,False,False,0
2344,1543,1662,0,0,0,-0.2826766864804222,False,False,0
2369,1543,1662,0,0,0,-0.2344632638250841,False,False,0
2375,1543,1662,0,0,0,-0.2656470214205119,False,False,0
2393,1543,1662,0,0,0,-0.1228668997739012,False,False,0
2408,1543,1662,0,0,0,-0.2914662082343875,False,False,0
2455,1543,1662,0,0,0,-0.19999998492940485,False,False,0
2465,1543,1662,0,0,0,-0.10059883118916213,False,False,0
2481,1543,1662,0,0,0,-0.24427476341039245,False,False,0
2486,1543,1662,0,0,1,-0.18257959424181258,False,False,0
2492,1543,1662,0,0,0,-0.3613809671283281,False,False,0
2880,1543,1662,0,0,0,-0.05121294241554697,False,False,0
2892,1543,1662,0,0,0,-0.051685350467320035,False,False,0
3005,1543,1662,0,0,0,-0.1174312190603134,False,False,0
3016,1543,1662,0,0,0,-0.23783031116555253,False,False,0
3017,1543,1662,0,0,0,-0.15680475640598446,False,False,0
3019,1543,1662,0,0,0,-0.12548009584416242,False,False,0
3023,1543,1662,0,0,0,-0.14228456587859895,False,False,0
3029,1543,1662,0,0,0,-0.14506175163305857,False,False,0
3034,1543,1662,0,0,0,-0.34024490812884833,False,False,0
3041,1543,1662,0,0,1,-0.28842834736925516,False,False,0
3059,1543,1662,0,0,0,-0.22790054661519143,False,False,0
3078,1543,1662,0,0,0,-0.2937184338286616,False,False,0
3141,1543,1662,0,0,1,-0.17470880697538027,False,False,0
3152,1543,1662,0,0,0,-0.32439461786349644,False,False,0
3167,1543,1662,0,0,0,-0.17080293701161375,False,False,0
3169,1543,1662,0,0,0,-0.21011670160957685,False,False,0
3189,1543,1662,0,0,0,-0.11782778549427309,False,False,0
3221,1543,1662,0,0,0,-0.2572614171850043,False,False,0
3227,1543,1662,0,0,0,-0.20204747655044542,False,False,0
3228,1543,1662,0,0,0,-0.18735887191132117,False,False,0
3293,1543,1662,0,0,0,-0.10329800477666529,False,False,0
3372,1543,1662,0,0,0,-0.17948718976518885,False,False,0
3437,1543,1662,0,0,0,-0.2871287352073699,False,False,0
3484,1543,1662,0,0,0,-0.1690340675638059,False,False,0
3545,1543,1662,0,0,1,-0.2872105603553171,False,False,0
3550,1543,1662,0,0,0,-0.21119595218154008,False,False,0
3556,1543,1662,0,0,0,-0.18307691038024665,False,False,0
3588,1543,1662,0,0,0,-0.252717381446276,False,False,0
3596,1543,1662,0,0,0,-0.19431275980932294,False,False,0
3615,1543,1662,0,0,0,-0.22355284988436308,False,False,0
3622,1543,1662,0,0,0,-0.2708333476176443,False,False,0
3624,1543,1662,0,0,0,-0.10927155675572464,False,False,0
3665,1543,1662,0,0,0,-0.16733069663039413,False,False,1
3707,1543,1662,0,0,0,-0.19161182322396453,False,False,0
4168,1543,1662,0,0,0,-0.26586104356119133,False,False,0
4540,1543,1662,0,0,0,-0.2049910986169673,False,False,0
4551,1543,1662,0,0,0,-0.1568627471110069,False,False,0
4576,1543,1662,0,0,0,-0.28535378234372366,False,False,0
4760,1543,1662,0,0,0,-0.14912278357374198,False,False,0
4919,1543,1662,0,0,0,-0.11180124936710745,False,False,0
4953,1543,1662,0,0,0,-0.13578086648620857,False,False,0
4956,1543,1662,0,0,0,-0.20940166481989908,False,False,0
4961,1543,1662,0,0,0,-0.43342639890380397,False,False,0
4989,1543,1662,0,0,0,-0.16756025593150548,False,False,0
5285,1543,1662,0,0,0,-0.22027023885661068,False,False,0
5289,1543,1662,0,0,0,-0.09941520686059102,False,False,0
5299,1543,1662,0,0,1,-0.1841269789387152,False,False,0
5309,1543,1662,0,0,0,-0.24620061326122689,False,False,0
5315,1543,1662,0,0,0,-0.18012939726760024,False,False,0
5434,1543,1662,0,0,0,-0.08148149091239165,False,False,0
5439,1543,1662,0,0,0,-0.19579284395241559,False,False,0
5452,1543,1662,0,0,0,-0.2698112866696656,False,False,0
5871,1543,1662,0,0,0,-0.058227864710119204,False,False,0
6120,1543,1662,0,0,0,-0.3108107861955123,False,False,0
6129,1543,1662,0,0,0,-0.302631577605311,False,False,0
6141,1543,1662,0,0,0,-0.2515100862836277,False,False,0
6147,1543,1662,0,0,0,-0.12290502493312017,False,False,0
6150,1543,1662,0,0,0,-0.3826493092756006,False,False,0
6173,1543,1662,0,0,0,-0.2355555186076741,False,False,0
6175,1543,1662,0,0,0,-0.21088432287664605,False,False,0
6187,1543,1662,0,0,0,-0.26992473519127935,False,False,0
6196,1543,1662,0,0,0,-0.2260869670293817,False,False,0
6213,1543,1662,0,0,0,-0.17753628982963143,False,False,0
6237,1543,1662,0,0,0,-0.4793714832985976,False,False,0
6243,1543,1662,0,0,0,-0.23446327025629776,False,False,0
6275,1543,1662,0,0,0,-0.19554844276561012,False,False,0
6283,1543,1662,0,0,0,-0.24654831976131286,False,False,0
6290,1543,1662,0,0,0,-0.18081762533859502,False,False,0
6485,1543,1662,0,0,0,-0.33306128305696614,False,False,0
6494,1543,1662,0,0,0,-0.2669683163917925,False,False,0
6525,1543,1662,0,0,0,-0.07947017110219601,False,False,0
6531,1543,1662,0,0,0,-0.18935831810259196,False,True,6
6548,1543,1662,0,0,0,-0.22056628528628452,False,False,0
6582,1543,1662,0,0,0,-0.37601904432500566,False,False,0
6591,1543,1662,0,0,0,-0.25949734199897,False,False,0
6592,1543,1662,0,0,0,-0.05961070998831386,False,False,0
6667,1543,1662,0,0,0,-0.20714289020247956,False,False,0
6672,1543,1662,0,0,0,-0.08064513929794703,False,False,0
8033,1543,1662,0,0,0,-0.22874317274815936,False,False,0
8054,1543,1662,0,0,0,-0.19143875647577924,False,False,0
8070,1543,1662,0,0,0,-0.2043596611855898,False,False,0
8086,1543,1662,0,0,0,-0.12403100323699989,False,False,0
8111,1543,1662,0,0,0,-0.19756501232971968,False,False,0
8112,1543,1662,0,0,0,-0.12347185191575616,False,False,0
8121,1543,1662,0,0,0,-0.22625701202532578,False,False,0
8150,1543,1662,0,0,0,-0.11888891236915855,False,False,0
8183,1543,1662,0,0,0,-0.21586927526267552,False,False,0
8210,1543,1662,0,0,0,-0.14698796806339964,False,False,0
8213,1543,1662,0,0,0,-0.11422845397788994,False,False,0
8255,1543,1662,0,0,0,-0.16410257034937514,False,False,0
8289,1543,1662,0,0,0,-0.188034201161849,False,False,0
8358,1543,1662,0,0,0,-0.02377410647157574,False,False,0
9910,1543,1662,0,0,0,-0.04987531069107609,False,False,0
9914,1543,1662,0,0,0,-0.19760705070147766,False,False,0
9941,1543,1662,0,0,0,-0.04247108300877478,False,False,0
1309,1564,1683,0,0,0,-0.07660974109204044,False,False,0
1312,1564,1683,0,0,0,-0.0420090731523205,False,False,0
1326,1564,1683,0,0,0,-0.0826722869271268,False,False,0
2006,1564,1683,0,0,0,-0.2561127222233639,False,False,0
2344,1564,1683,0,0,0,-0.2879666587793164,False,False,0
2369,1564,1683,0,0,0,-0.005618004287898382,False,False,0
2460,1564,1683,0,0,0,-0.43273229181179396,False,False,0
2476,1564,1683,0,0,0,-0.07024793736436508,False,False,0
2812,1564,1683,0,0,0,-0.008695644849293305,False,False,0
3005,1564,1683,0,0,0,-0.05019302658938363,False,False,0
3034,1564,1683,0,0,0,-0.23028575819904062,False,False,0
3042,1564,1683,0,0,0,-0.06088529998980963,False,False,0
3094,1564,1683,0,0,0,-0.12822517093357644,False,False,0
3122,1564,1683,0,0,0,-0.12546126839282645,False,False,0
3141,1564,1683,0,0,1,0.0,False,False,0
3189,1564,1683,0,0,0,0.0,False,False,0
3511,1564,1683,0,0,0,-0.07668712020508928,False,False,0
3588,1564,1683,0,0,0,-0.04863582225736951,False,False,0
3707,1564,1683,0,0,0,-0.004360521462552613,False,False,0
4157,1564,1683,0,0,0,-0.3002363849799764,False,False,0
4739,1564,1683,0,0,0,-0.037974720028130515,False,False,0
4912,1564,1683,0,0,0,-0.15080832109823905,False,False,0
4961,1564,1683,0,0,0,-0.41319161974390284,False,False,0
5289,1564,1683,0,0,0,-0.008797683409147106,False,False,0
5299,1564,1683,0,0,1,-0.009933777543823297,False,False,0
5351,1564,1683,0,0,0,-0.017612519287037443,False,False,0
5434,1564,1683,0,0,0,-0.032000005473348025,False,False,0
6150,1564,1683,0,0,0,-0.33120337495975005,False,False,0
6237,1564,1683,0,0,0,-0.4584627033505927,False,False,0
6239,1564,1683,0,0,0,-0.07863214082324144,False,False,0
6485,1564,1683,0,0,0,-0.059031345436362015,False,False,0
8046,1564,1683,0,0,0,0.0,False,False,0
8105,1564,1683,0,0,0,-0.23943666219230486,False,False,0
8110,1564,1683,0,0,1,0.0,False,False,0
8163,1564,1683,0,0,0,-0.022418597203581414,False,False,0
8171,1564,1683,0,0,0,-0.24725272803873888,False,False,0
9907,1564,1683,0,0,0,-0.035153341018912876,False,False,0
1760,1585,1704,0,0,0,-0.3451230011285885,False,False,0
2015,1585,1704,0,0,0,-0.08464796936421037,False,False,0
2303,1585,1704,0,0,0,-0.034220506676378215,False,False,0
2338,1585,1704,0,0,0,-0.17627481756148766,False,False,0
2376,1585,1704,0,0,0,-0.2030546636980073,False,False,0
2379,1585,1704,0,0,0,-0.08850963303180992,False,False,0
2401,1585,1704,0,0,0,0.0,False,False,0
2409,1585,1704,0,0,0,-0.2566371884937001,False,False,0
2449,1585,1704,0,0,0,-0.11670580062717884,False,False,0
2454,1585,1704,0,0,0,-0.0869565414036857,False,False,0
2465,1585,1704,0,0,0,-0.30678852341006924,False,False,0
3014,1585,1704,0,0,0,-0.2010289010968821,False,False,0
3016,1585,1704,0,0,0,0.0,False,False,0
3023,1585,1704,0,0,0,-0.2161172265127561,False,False,0
3037,1585,1704,0,0,0,-0.0737551983018142,False,False,0
3122,1585,1704,0,0,0,0.0,False,False,0
3481,1585,1704,0,0,0,-0.2770151636570942,False,False,0
3545,1585,1704,0,0,1,-0.40131942478892424,False,False,0
3653,1585,1704,0,0,0,-0.08548389431998582,False,False,0
3675,1585,1704,0,0,1,0.0,False,False,0
3707,1585,1704,0,0,0,0.0,False,False,0
4121,1585,1704,0,0,0,-0.26042207285205654,False,False,0
4961,1585,1704,0,0,0,-0.43873301997647685,False,False,0
6129,1585,1704,0,0,0,-0.3211381856352613,False,False,0
6278,1585,1704,0,0,0,-0.16156327224174416,False,False,0
6485,1585,1704,0,0,0,-0.19498877876897014,False,False,0
6582,1585,1704,0,0,0,-0.4310992946439036,False,False,0
6706,1585,1704,0,0,0,-0.06647401263763542,False,False,0
8021,1585,1704,0,0,0,-0.07698389530085503,False,False,0
8086,1585,1704,0,0,0,-0.16500016332148892,False,False,0
8299,1585,1704,0,0,0,-0.23828946429672693,False,False,0
8358,1585,1704,0,0,0,-0.1714490577222545,False,False,0
8464,1585,1704,0,0,0,-0.10642157849786626,False,False,0
1608,1607,1726,0,0,0,-0.21635788102544662,False,False,0
1609,1607,1726,0,0,0,-0.17636986404263932,False,False,0
1708,1607,1726,0,0,0,-0.07952029186448117,False,False,0
2010,1607,1726,0,0,0,-0.2593220677082113,False,False,0
2012,1607,1726,0,0,0,-0.17751478332011594,False,False,0
2014,1607,1726,0,0,0,-0.3215384685195931,False,False,0
2020,1607,1726,0,0,0,-0.20891362658127233,False,False,0
2027,1607,1726,0,0,0,-0.2175419648726573,False,False,0
2029,1607,1726,0,0,0,-0.3903462908604407,False,False,0
2241,1607,1726,0,0,0,-0.18616754893534804,False,False,0
2327,1607,1726,0,0,0,-0.27305609334543135,False,False,0
2383,1607,1726,0,0,0,-0.08071745210481174,False,False,0
2415,1607,1726,0,0,0,-0.31218014774308767,False,False,0
2436,1607,1726,0,0,0,-0.16290729053430486,False,False,0
2472,1607,1726,0,0,0,-0.18511174494540905,False,False,0
2542,1607,1726,0,0,0,-0.06288032721968873,False,False,0
2603,1607,1726,0,0,0,-0.3546910706803721,False,False,0
2609,1607,1726,0,0,0,-0.32460316002386935,False,False,0
2615,1607,1726,0,0,0,-0.26880540829018285,False,False,0
2636,1607,1726,0,0,0,-0.3420833877357111,False,False,0
2637,1607,1726,0,0,0,-0.17073170399021675,False,False,0
2642,1607,1726,0,0,0,-0.2599645981577706,False,False,0
3019,1607,1726,0,0,0,-0.1781609110677812,False,False,0
3023,1607,1726,0,0,0,-0.10647180695761094,False,False,0
3169,1607,1726,0,0,0,-0.34187870085110406,False,False,0
3323,1607,1726,0,0,0,-0.33042637038483347,False,False,0
3441,1607,1726,0,0,0,-0.14102568323552245,False,False,0
3484,1607,1726,0,0,0,-0.2007364546599727,False,False,0
3546,1607,1726,0,0,0,-0.17046756714453803,False,False,0
3687,1607,1726,0,0,0,-0.23363631340500546,False,False,0
4121,1607,1726,0,0,0,-0.26042207285205654,False,False,0
4564,1607,1726,0,0,0,-0.21318231320488568,False,False,0
4760,1607,1726,0,0,0,-0.31969109712020893,False,False,0
4942,1607,1726,0,0,0,-0.1011013593525697,False,False,0
4956,1607,1726,0,0,0,-0.3246329477024944,False,False,0
5274,1607,1726,0,0,0,-0.12276786195009592,False,False,0
5439,1607,1726,0,0,0,-0.19430135801293635,False,False,0
5475,1607,1726,0,0,0,-0.22695035460992907,False,False,0
5483,1607,1726,0,0,0,-0.18045113568596272,False,False,0
5609,1607,1726,0,0,0,-0.1214294507428304,False,False,0
6129,1607,1726,0,0,0,-0.33992096551055995,False,False,0
6147,1607,1726,0,0,0,-0.19736841654125248,False,False,0
6155,1607,1726,0,0,0,-0.2371579670754298,False,False,0
6161,1607,1726,0,0,0,-0.20430107367781858,False,False,0
6173,1607,1726,0,0,0,-0.2706222879351946,False,False,0
6190,1607,1726,0,0,0,-0.093744864900148,False,False,0
6213,1607,1726,0,0,0,-0.07749080099210137,False,False,0
6224,1607,1726,0,0,0,-0.2875817185147924,False,False,0
6415,1607,1726,0,0,0,-0.08760109597220544,False,False,0
6438,1607,1726,0,0,0,-0.1447963824650098,False,False,0
6516,1607,1726,0,0,0,-0.19245060013894,False,False,0
6603,1607,1726,0,0,0,-0.12131145177100855,False,False,0
6672,1607,1726,0,0,0,-0.3081395335787268,False,False,0
6679,1607,1726,0,0,0,-0.2634408834393621,False,False,0
6706,1607,1726,0,0,0,-0.21411198173596768,False,False,0
6756,1607,1726,0,0,0,-0.21341457808727116,False,False,0
8046,1607,1726,0,0,0,-0.12459582577319284,False,False,0
8086,1607,1726,0,0,0,-0.2777777946963982,False,False,0
8942,1607,1726,0,0,0,-0.15435359950301653,False,False,0
9907,1607,1726,0,0,0,-0.10887919532882961,False,False,0
9958,1607,1726,0,0,0,-0.14456113471760734,False,False,0
1210,1629,1748,0,0,0,-0.06474818625566825,False,False,0
1256,1629,1748,0,0,0,-0.26019182911226035,False,False,0
1305,1629,1748,0,0,0,-0.0612535555103102,False,False,0
1517,1629,1748,0,0,0,-0.1792087485163104,False,False,0
1605,1629,1748,0,0,0,-0.11089867551396426,False,False,0
1773,1629,1748,0,0,0,0.0,False,False,0
1802,1629,1748,0,0,0,-0.3617021427788072,False,False,0
2008,1629,1748,0,0,0,-0.22826092247323326,False,False,0
2020,1629,1748,0,0,0,-0.14069590055141368,False,False,0
2028,1629,1748,0,0,0,-0.2163355052367807,False,False,0
2029,1629,1748,0,0,0,-0.33022164900383755,False,False,0
2034,1629,1748,0,0,0,-0.13943636632338363,False,False,0
2327,1629,1748,0,0,0,-0.16162671618068314,False,False,0
2368,1629,1748,0,0,0,-0.14902502811811325,False,False,0
2375,1629,1748,0,0,0,-0.2253807117492711,False,False,0
2436,1629,1748,0,0,0,-0.10754017856111386,False,False,0
2457,1629,1748,0,0,0,-0.15820029184628948,False,False,0
2603,1629,1748,0,0,0,-0.3111968814812891,False,False,0
2606,1629,1748,0,0,0,-0.2366071391934803,False,False,0
2609,1629,1748,0,0,0,-0.32460316002386935,False,False,0
2615,1629,1748,0,0,0,-0.31714590898281003,False,False,0
2617,1629,1748,0,0,0,-0.3634497190098367,False,False,0
2636,1629,1748,0,0,0,-0.3648854285998462,False,False,0
2637,1629,1748,0,0,0,-0.23640658197297415,False,False,0
2643,1629,1748,0,0,0,-0.20197046780942796,False,False,0
2834,1629,1748,0,0,0,0.0,False,False,0
3006,1629,1748,0,0,0,-0.20357141752039087,False,False,0
3014,1629,1748,0,0,0,-0.15515696844544613,False,False,0
3034,1629,1748,0,0,0,-0.1861993273000222,False,False,0
3058,1629,1748,0,0,0,-0.20560748540411244,False,False,0
3059,1629,1748,0,0,0,-0.13111452806480117,False,False,0
3169,1629,1748,0,0,0,-0.13235294215709847,False,False,0
3219,1629,1748,0,0,2,-0.4569444567304881,False,False,0
3532,1629,1748,0,0,0,-0.208791244023398,False,False,0
3545,1629,1748,0,0,0,-0.2661334638471714,False,False,0
3653,1629,1748,0,0,0,-0.06351794512319109,False,False,0
3687,1629,1748,0,0,0,-0.17756096275392896,False,False,0
4760,1629,1748,0,0,0,-0.35527424474721436,False,False,0
4927,1629,1748,0,0,0,-0.052478167330318404,False,False,0
4974,1629,1748,0,0,0,-0.09391304234647846,False,False,0
5274,1629,1748,0,0,0,-0.06896557044018581,False,False,0
5285,1629,1748,0,0,0,-0.18981481678213297,False,False,0
5469,1629,1748,0,0,0,-0.07976186074815961,False,False,0
5609,1629,1748,0,0,0,-0.2130232363386979,False,False,0
6187,1629,1748,0,0,0,-0.23397677747411616,False,False,0
6191,1629,1748,0,0,0,-0.08000339146342672,False,True,5
6213,1629,1748,0,0,0,-0.10714290012938943,False,False,0
6224,1629,1748,0,0,0,-0.2463768229039145,False,False,0
6237,1629,1748,0,0,0,-0.44793388180007965,False,False,0
6271,1629,1748,0,0,0,-0.1552062301088335,False,False,0
